DISTRICT,DAD_POST,DALL_UPDATE,DD1A,DD1AS,DD1B,DD1BS,DD1C,DD1CS,DD1G,DD1S,DD2A,DD2AG,DD2AS,DD2B,DD2BG,DD2BS,DD2G,DD2S,DD3,DD3G,DD3S,DDALLS,D_RATING
"170903","0"," ",59,89,62,91,96,90,"A",90,71,"B",82,61,"C",76,"B",82,86,"B",88,89,"B"
"170904","0"," ",46,78,42,72,93.7,75,"C",75,69,"C",79,44,"C",74,"C",79,33,"C",71,77,"C"
"170906","0"," ",52,83,60,90,96.9,90,"B",87,70,"B",80,56,"B",83,"B",83,75,"B",85,86,"B"
"170907","0"," ",40,70,62,91,99.2,95,"B",83,60,"F",58,51,"B",82,"B",82,50,"C",76,81,"B"
"170908","0"," ",42,73,45,74,96.7,90,"C",77,68,"C",76,44,"C",76,"C",76,37,"C",72,76,"C"
"171901","0"," ",45,76,39,70,99.3,95,"C",77,75,"B",89,42,"C",74,"B",89,51,"C",76,85,"B"
"171902","0"," ",48,80,57,86,100,95,"B",85,70,"B",80,53,"B",85,"B",85,82,"B",87,86,"B"
"172902","0"," ",39,69,42,72,98.6,95,"C",75,69,"C",79,41,"C",76,"C",79,7,"F",45,69,"D"
"172905","0"," ",40,70,26,57,98.2,95,"C",70,63,"D",60,33,"D",62,"D",62,25,"D",67,69,"D"
"173901"," "," ",42,71,61,90,100,95,"Met Standard",83,76,"Met Standard",86,52,"Met Standard",84,"Met Standard",86,61,"Met Standard",77,83,"Met Standard"
"174801"," "," ",75,94,.,.,.,.,"Met Standard",94,82,"Met Standard",90,75,"Met Standard",82,"Met Standard",90,100,"Met Standard",100,96,"Met Standard"
"174901","0"," ",42,73,36,67,100,95,"C",75,67,"C",73,39,"C",70,"C",73,21,"D",64,72,"C"
"174902","0"," ",46,78,59,89,100,95,"B",86,57,"F",57,53,"B",85,"B",85,74,"B",84,85,"B"
"174903","0"," ",52,83,71,93,98,95,"B",89,73,"B",85,62,"A",90,"A",90,86,"B",88,89,"B"
"174904","0"," ",37,65,42,72,88.3,65,"D",68,68,"C",76,40,"C",75,"C",76,15,"D",60,71,"C"
"174906","1"," ",57,87,63,91,100,95,"A",90,69,"C",79,60,"A",91,"A",91,90,"A",91,91,"A"
"174908","0"," ",59,89,50,78,95.5,85,"B",84,70,"B",80,55,"C",71,"B",80,87,"B",89,86,"B"
"174909"," "," ",46,74,56,87,100,95,"Met Standard",83,69,"Met Standard",79,51,"Met Standard",80,"Met Standard",80,56,"Met Standard",76,81,"Met Standard"
"174910"," "," ",18,45,.,.,.,.,"Improvement Required",45,68,"Met Standard",69,18,"Improvement Required",46,"Met Standard",69,28,"Met Standard",62,67,"Met Standard"
"174911"," "," ",51,78,83,96,100,95,"Met Standard",89,62,"Met Standard",69,67,"Met Standard",87,"Met Standard",87,68,"Met Standard",79,86,"Met Standard"
"175902","0"," ",39,69,46,75,100,95,"C",77,68,"C",76,43,"C",73,"C",76,26,"D",68,74,"C"
"175903","0"," ",43,74,46,75,95,85,"C",77,70,"B",80,45,"B",80,"B",80,37,"C",72,78,"C"
"175904","0"," ",42,73,46,75,100,95,"C",78,70,"B",80,44,"C",78,"B",80,35,"C",72,78,"C"
"175905","0"," ",41,71,60,90,100,95,"B",83,62,"F",59,51,"B",80,"B",80,50,"C",76,81,"B"
"175907"," "," ",41,70,45,77,100,95,"Met Standard",78,77,"Met Standard",87,43,"Met Standard",77,"Met Standard",87,29,"Met Standard",70,82,"Met Standard"
"175910","0"," ",49,81,61,90,100,95,"B",87,69,"C",79,55,"C",79,"C",79,75,"B",85,86,"B"
"175911","0"," ",38,67,60,90,100,95,"B",82,68,"C",76,49,"B",85,"B",85,46,"C",75,82,"B"
"176901"," "," ",33,58,53,80,100,95,"C",74,60,"F",58,43,"B",80,"B",80,49,"C",76,79,"Not Rated: Harvey Provision"
"176902","0"," ",41,71,20,51,97,90,"D",67,64,"D",65,31,"D",62,"D",65,25,"D",67,67,"D"
"176903"," "," ",41,71,31,62,98.1,95,"C",72,67,"C",73,36,"D",67,"C",73,16,"D",61,69,"Not Rated: Harvey Provision"
"177901","1"," ",51,82,100,100,100,95,"B",89,65,"D",69,76,"A",94,"B",89,82,"B",87,88,"B"
"177902","0"," ",42,73,48,76,93.2,75,"C",75,64,"D",65,45,"C",79,"C",79,26,"D",68,76,"C"
"177903"," "," ",54,82,65,91,100,95,"Met Standard",88,71,"Met Standard",81,60,"Met Standard",83,"Met Standard",83,89,"Met Standard",87,88,"Met Standard"
"177905"," "," ",64,91,100,100,100,95,"Met Standard",95,71,"Met Standard",81,82,"Met Standard",93,"Met Standard",93,100,"Met Standard",100,97,"Met Standard"
"178801"," "," ",34,59,31,.,84.6,55,"Improvement Required",59,65,"Met Standard",73,34,"Met Standard",69,"Met Standard",73,0,"Improvement Required",30,60,"Met Standard"
"178807"," "," ",39,67,.,.,.,.,"Met Standard",67,67,"Met Standard",67,39,"Improvement Required",50,"Met Standard",67,41,"Met Standard",67,67,"Met Standard"
"178808"," "," ",61,90,.,.,.,.,"A",90,76,"B",89,61,"F",58,"B",89,100,"A",100,93,"A"
"178901","0"," ",42,73,35,66,100,95,"C",75,67,"C",73,39,"C",74,"C",74,21,"D",64,72,"C"
"178902","1"," ",49,81,59,89,97.4,90,"B",86,72,"B",84,54,"A",90,"A",90,94,"A",95,92,"A"
"178903","1"," ",56,87,56,85,98.6,95,"B",88,69,"C",79,56,"B",88,"B",88,78,"B",86,87,"B"
"178904","0"," ",45,76,39,70,90.4,65,"C",71,69,"C",79,42,"C",78,"C",79,49,"C",76,78,"C"
"178905"," "," ",63,91,.,.,.,.,"Met Standard",91,76,"Met Standard",82,63,"Met Standard",92,"Met Standard",92,100,"Met Standard",100,94,"Met Standard"
"178906","0"," ",63,91,64,91,100,95,"A",92,71,"B",82,64,"C",79,"B",82,100,"A",100,94,"A"
"178908","1"," ",61,90,53,80,100,95,"B",87,70,"B",80,57,"A",91,"A",91,100,"A",100,94,"A"
"178909","0"," ",35,60,43,73,90.2,65,"D",66,60,"F",58,39,"C",75,"C",75,35,"C",72,74,"C"
"178912","0"," ",47,79,43,73,99.6,95,"B",80,70,"B",80,45,"C",79,"B",80,44,"C",74,78,"C"
"178913","0"," ",51,82,45,74,100,95,"B",81,64,"D",65,48,"B",85,"B",85,56,"C",78,83,"B"
"178914","1"," ",55,86,67,92,98.9,95,"A",90,70,"B",80,61,"A",90,"A",90,91,"A",92,91,"A"
"178915","0"," ",38,67,31,62,94.6,80,"D",68,63,"D",60,35,"C",70,"C",70,38,"C",73,71,"C"
"179901","0"," ",43,74,49,77,98.3,95,"C",79,66,"C",70,46,"C",78,"C",78,53,"C",77,78,"C"
"180901"," "," ",48,80,46,75,.,.,"Not Rated",.,72,"Not Rated",84,47,"Not Rated",83,"Not Rated",84,.,"Not Rated",.,.,"Not Rated"
"180902","0"," ",62,91,89,97,100,95,"A",94,77,"A",90,76,"A",92,"A",92,100,"A",100,96,"A"
"180903"," "," ",39,67,40,71,100,95,"Met Standard",74,65,"Met Standard",73,40,"Met Standard",70,"Met Standard",73,31,"Met Standard",71,73,"Met Standard"
"180904"," "," ",59,89,.,.,.,.,"Met Standard",89,65,"Met Standard",73,59,"Met Standard",72,"Met Standard",73,95,"Met Standard",90,89,"Met Standard"
"181901"," "," ",52,83,60,90,96.2,90,"B",87,66,"C",70,56,"B",84,"B",84,67,"B",82,86,"Not Rated: Harvey Provision"
"181905"," "," ",46,78,63,91,97.1,90,"B",86,61,"F",59,55,"B",89,"B",89,77,"B",85,88,"Not Rated: Harvey Provision"
"181906"," "," ",25,51,31,62,90,65,"F",58,58,"F",57,28,"F",59,"F",59,13,"F",57,58,"Not Rated: Harvey Provision"
"181907"," "," ",43,74,55,83,92.5,70,"C",77,65,"D",69,49,"B",84,"B",84,49,"C",76,82,"Not Rated: Harvey Provision"
"181908"," "," ",40,70,55,83,99.2,95,"B",80,61,"F",59,48,"B",80,"B",80,35,"C",72,78,"Not Rated: Harvey Provision"
"182901"," "," ",46,74,40,71,100,95,"Met Standard",77,72,"Met Standard",82,43,"Met Standard",73,"Met Standard",82,33,"Met Standard",71,79,"Met Standard"
"182902","0"," ",39,69,30,61,100,95,"C",71,67,"C",73,35,"D",62,"C",73,11,"F",53,67,"D"
"182903","0"," ",37,65,47,76,96.6,90,"C",74,65,"D",69,42,"C",76,"C",76,37,"C",72,75,"C"
"182904","0"," ",48,80,69,92,100,95,"B",88,62,"F",59,59,"B",88,"B",88,66,"B",81,86,"B"
"182905"," "," ",41,70,68,92,100,95,"Met Standard",84,67,"Met Standard",76,55,"Met Standard",84,"Met Standard",84,44,"Met Standard",74,81,"Met Standard"
"182906"," "," ",55,83,.,.,.,.,"Met Standard",83,61,"Improvement Required",58,55,"Met Standard",87,"Met Standard",87,76,"Met Standard",77,84,"Met Standard"
"183801","0"," ",47,79,81,95,96.7,90,"B",88,57,"F",57,64,"B",89,"B",89,76,"B",85,88,"B"
"183901","0"," ",56,87,74,94,100,95,"A",91,70,"B",80,65,"B",89,"B",89,100,"A",100,94,"A"
"183902","0"," ",46,78,52,79,94.2,80,"C",79,66,"C",70,49,"C",79,"C",79,65,"B",81,80,"B"
"183904"," "," ",49,77,19,52,97,90,"Met Standard",70,69,"Met Standard",79,34,"Improvement Required",58,"Met Standard",79,48,"Met Standard",75,78,"Met Standard"
"184801"," "," ",26,.,5,.,.,.,"Not Rated",.,42,"Not Rated",.,26,"Not Rated",.,"Not Rated",.,.,"Not Rated",.,.,"Not Rated"
"184901","0"," ",45,76,18,49,100,95,"D",69,69,"C",79,32,"F",57,"C",79,35,"C",72,77,"C"
"184902","0"," ",47,79,46,75,95,85,"C",79,67,"C",73,47,"C",75,"C",75,44,"C",74,78,"C"
"184903","0"," ",46,78,45,74,100,95,"B",80,67,"C",73,46,"D",69,"C",73,34,"C",71,77,"C"
"184904","0"," ",44,75,52,79,100,95,"B",81,65,"D",69,48,"D",69,"D",69,56,"C",78,80,"B"
"184907","0"," ",66,92,69,92,99.3,95,"A",93,71,"B",82,68,"C",76,"B",82,89,"A",90,92,"A"
"184908","0"," ",51,82,54,82,100,95,"B",85,68,"C",76,53,"C",73,"C",76,72,"B",83,84,"B"
"184909","0"," ",62,91,81,95,100,95,"A",93,71,"B",82,72,"C",79,"B",82,100,"A",100,95,"A"
"184911"," "," ",49,77,.,.,.,.,"Met Standard",77,61,"Improvement Required",58,49,"Met Standard",72,"Met Standard",72,40,"Met Standard",66,74,"Met Standard"
"185901","0"," ",33,58,48,76,100,95,"C",73,72,"B",84,41,"C",78,"B",84,50,"C",76,82,"B"
"185902","0"," ",49,81,44,73,100,95,"B",81,74,"B",87,47,"C",79,"B",87,61,"C",79,85,"B"
"185903","0"," ",44,75,39,70,100,95,"C",77,71,"B",82,42,"C",78,"B",82,45,"C",75,80,"B"
"185904"," "," ",34,59,68,92,100,95,"Met Standard",79,74,"Met Standard",84,51,"Met Standard",82,"Met Standard",84,49,"Met Standard",75,81,"Met Standard"
"186901"," "," ",45,73,54,85,96.2,90,"Met Standard",81,68,"Met Standard",78,50,"Met Standard",76,"Met Standard",78,72,"Met Standard",81,81,"Met Standard"
"186902","0"," ",37,65,53,80,95.1,85,"C",75,64,"D",65,45,"C",79,"C",79,50,"C",76,78,"C"
"186903","0"," ",50,82,60,90,100,95,"B",88,65,"D",69,55,"B",86,"B",86,90,"B",89,88,"B"
"187901"," "," ",44,72,40,71,100,95,"Met Standard",76,72,"Met Standard",82,42,"Met Standard",73,"Met Standard",82,32,"Met Standard",71,79,"Met Standard"
"187903","0"," ",35,60,45,74,100,95,"C",73,68,"C",76,40,"C",76,"C",76,17,"D",61,72,"C"
"187904","0"," ",38,67,42,72,100,95,"C",75,72,"B",84,40,"C",75,"B",84,29,"C",70,80,"B"
"187906","0"," ",39,69,47,76,100,95,"C",77,73,"B",85,43,"C",79,"B",85,56,"C",78,83,"B"
"187907","0"," ",40,70,49,77,96.1,90,"C",77,66,"C",70,45,"B",81,"B",81,37,"C",72,78,"C"
"187910","0"," ",50,82,43,73,100,95,"B",81,69,"C",79,47,"B",82,"B",82,59,"C",78,81,"B"
"188901","0"," ",49,81,62,91,94.5,80,"B",85,69,"C",79,56,"A",90,"A",90,62,"B",80,87,"B"
"188902","0"," ",45,76,48,76,97.7,90,"C",79,68,"C",76,47,"C",79,"C",79,45,"C",75,78,"C"
"188903","0"," ",46,78,52,79,100,95,"B",82,65,"D",69,49,"B",81,"B",81,68,"B",82,82,"B"
"188904","0"," ",59,89,75,94,100,95,"A",92,71,"B",82,67,"C",78,"B",82,100,"A",100,94,"A"
"189901"," "," ",43,72,34,66,100,95,"Met Standard",74,72,"Met Standard",82,39,"Met Standard",72,"Met Standard",82,37,"Met Standard",72,79,"Met Standard"
"189902","0"," ",39,69,77,94,97,90,"B",83,72,"B",84,58,"A",91,"A",91,55,"C",77,87,"B"
"190903","0"," ",43,74,46,75,95.2,85,"C",77,65,"D",69,45,"C",76,"C",76,30,"C",70,75,"C"
"191901","0"," ",56,87,62,91,98.4,95,"A",90,73,"B",85,59,"C",78,"B",85,78,"B",86,89,"B"
"192901","0"," ",38,67,49,77,97.1,90,"C",76,66,"C",70,44,"C",76,"C",76,28,"D",69,74,"C"
"193801"," "," ",21,70,7,69,.,.,"Not Rated",.,57,"Not Rated",77,.,"Not Rated",.,"Not Rated",77,.,"Not Rated",.,.,"Not Rated"
"193902"," "," ",40,69,62,91,100,95,"Met Standard",83,64,"Met Standard",72,51,"Met Standard",81,"Met Standard",81,52,"Met Standard",75,81,"Met Standard"
"194902","0"," ",49,81,52,79,100,95,"B",83,72,"B",84,51,"B",82,"B",84,61,"C",79,83,"B"
"194903","0"," ",53,84,51,78,100,95,"B",84,75,"B",89,52,"B",84,"B",89,81,"B",87,88,"B"
"194904","0"," ",36,62,37,68,98.1,95,"C",71,66,"C",70,37,"C",71,"C",71,27,"D",68,70,"C"
"194905","0"," ",47,79,44,73,97.2,90,"C",79,75,"B",89,46,"C",79,"B",89,47,"C",75,85,"B"
"195901","0"," ",35,60,34,65,96.4,90,"D",68,62,"F",59,35,"D",64,"D",64,20,"D",63,67,"D"
"195902"," "," ",34,59,71,93,100,95,"Met Standard",80,61,"Met Standard",68,53,"Met Standard",85,"Met Standard",85,50,"Met Standard",75,82,"Met Standard"
"196901"," "," ",50,82,20,51,100,95,"C",72,72,"B",84,35,"D",62,"B",84,60,"C",79,83,"Not Rated: Harvey Provision"
"196902"," "," ",42,73,79,95,100,95,"B",86,65,"D",69,61,"A",92,"A",92,56,"C",78,88,"Not Rated: Harvey Provision"
"196903"," "," ",40,70,65,91,100,95,"B",83,67,"C",73,53,"B",89,"B",89,53,"C",77,85,"Not Rated: Harvey Provision"
"197902"," "," ",47,75,86,97,100,95,"Met Standard",88,57,"Met Standard",62,67,"Met Standard",80,"Met Standard",80,79,"Met Standard",84,87,"Met Standard"
"198901","0"," ",48,80,58,88,100,95,"B",86,70,"B",80,53,"B",85,"B",85,59,"C",78,84,"B"
"198902"," "," ",32,57,0,30,93.3,75,"Improvement Required",50,61,"Met Standard",68,16,"Improvement Required",45,"Met Standard",68,0,"Improvement Required",30,57,"Improvement Required"
"198903","0"," ",63,91,48,76,98.5,95,"B",86,78,"A",91,56,"C",79,"A",91,87,"B",89,90,"A"
"198905","0"," ",24,50,10,40,100,95,"F",55,59,"F",58,17,"F",48,"F",58,6,"F",42,53,"F"
"198906","1"," ",65,91,50,78,100,95,"B",87,68,"C",76,58,"A",91,"A",91,90,"A",91,91,"A"
"199901","0"," ",62,91,64,91,98.9,95,"A",92,73,"B",85,63,"C",79,"B",85,96,"A",96,93,"A"
"199902","0"," ",52,83,44,73,96.8,90,"B",80,68,"C",76,48,"D",67,"C",76,70,"B",83,81,"B"
"200901","0"," ",41,71,49,77,98.7,95,"C",78,63,"D",60,45,"C",75,"C",75,40,"C",73,77,"C"
"200902","0"," ",58,88,64,91,100,95,"A",91,68,"C",76,61,"B",84,"B",84,100,"A",100,94,"A"
"200904","0"," ",36,62,60,90,97.5,90,"C",79,58,"F",57,48,"B",83,"B",83,33,"C",71,79,"C"
"200906"," "," ",50,82,.,.,.,.,"B",82,79,"A",91,50,"A",90,"A",91,77,"B",85,89,"B"
"201902","0"," ",50,82,50,78,97.3,90,"B",82,69,"C",79,50,"B",84,"B",84,76,"B",85,84,"B"
"201903"," "," ",48,76,25,59,100,95,"Met Standard",73,80,"Met Standard",90,37,"Met Standard",71,"Met Standard",90,47,"Met Standard",74,85,"Met Standard"
"201904","0"," ",46,78,47,76,100,95,"B",81,80,"A",92,47,"B",83,"A",92,82,"B",87,91,"A"
"201907","0"," ",40,70,38,69,100,95,"C",75,67,"C",73,39,"D",68,"C",73,19,"D",63,71,"C"
"201908","0"," ",41,71,39,70,97.1,90,"C",74,61,"F",59,40,"C",71,"C",71,10,"F",51,67,"D"
"201910","1"," ",55,86,38,69,98.3,95,"B",81,71,"B",82,47,"C",75,"B",82,67,"B",82,82,"B"
"201913"," "," ",38,65,34,66,100,95,"Met Standard",71,55,"Improvement Required",59,36,"Met Standard",69,"Met Standard",69,20,"Met Standard",65,69,"Met Standard"
"201914","0"," ",45,76,34,65,100,95,"C",75,68,"C",76,40,"C",74,"C",76,30,"C",70,74,"C"
"202903","0"," ",41,71,60,90,94.7,80,"B",80,63,"D",60,51,"B",85,"B",85,51,"C",76,82,"B"
"202905","0"," ",44,75,17,48,100,95,"D",68,65,"D",69,31,"D",62,"D",69,19,"D",63,67,"D"
"203901","0"," ",31,56,54,82,100,95,"C",74,60,"F",58,43,"B",80,"B",80,50,"C",76,79,"C"
"203902","0"," ",44,75,42,72,97,90,"C",77,66,"C",70,43,"C",79,"C",79,41,"C",73,77,"C"
"204901"," "," ",32,57,35,66,99.2,95,"D",68,57,"F",57,34,"D",64,"D",64,3,"F",36,58,"Not Rated: Harvey Provision"
"204904","0"," ",31,56,31,62,92.6,70,"D",61,59,"F",58,31,"F",55,"F",58,20,"D",63,62,"D"
"205901"," "," ",40,70,26,57,95.3,85,"D",68,70,"B",80,33,"D",63,"B",80,25,"D",67,76,"Not Rated: Harvey Provision"
"205902"," "," ",53,84,51,78,95.6,85,"B",82,69,"C",79,52,"B",83,"B",83,85,"B",88,85,"Not Rated: Harvey Provision"
"205903"," "," ",48,80,46,75,99.4,95,"B",81,68,"C",76,47,"B",83,"B",83,64,"B",81,82,"Not Rated: Harvey Provision"
"205904","0"," ",41,71,75,94,94.5,80,"B",82,68,"C",76,58,"A",91,"A",91,69,"B",82,88,"B"
"205905","0"," ",43,74,27,58,100,95,"C",72,68,"C",76,35,"D",69,"C",76,38,"C",73,75,"C"
"205906","0"," ",44,75,44,73,98.8,95,"C",78,69,"C",79,44,"B",80,"B",80,45,"C",75,79,"C"
"205907"," "," ",29,55,54,82,95.4,85,"C",72,64,"D",65,42,"C",79,"C",79,41,"C",73,77,"Not Rated: Harvey Provision"
"206901","0"," ",50,82,51,78,100,95,"B",83,69,"C",79,51,"B",86,"B",86,84,"B",88,87,"B"
"206902"," "," ",38,65,30,63,100,95,"Met Standard",70,67,"Met Standard",76,34,"Met Standard",64,"Met Standard",76,22,"Met Standard",66,73,"Met Standard"
"206903"," "," ",57,86,33,65,100,95,"Met Standard",79,76,"Met Standard",86,45,"Met Standard",75,"Met Standard",86,67,"Met Standard",79,84,"Met Standard"
"207901","0"," ",47,79,54,82,100,95,"B",83,71,"B",82,51,"B",83,"B",83,80,"B",86,84,"B"
"208901"," "," ",35,60,50,82,100,95,"Met Standard",76,62,"Met Standard",69,43,"Met Standard",71,"Met Standard",71,49,"Met Standard",75,76,"Met Standard"
"208902","0"," ",36,62,54,82,94.1,80,"C",74,64,"D",65,45,"C",76,"C",76,25,"D",67,73,"C"
"208903"," "," ",60,90,71,93,100,95,"Met Standard",92,76,"Met Standard",86,66,"Met Standard",80,"Met Standard",86,100,"Met Standard",100,94,"Met Standard"
"209901","0"," ",50,82,50,78,100,95,"B",83,65,"D",69,50,"C",74,"C",74,76,"B",85,84,"B"
"209902"," "," ",30,56,41,72,100,95,"Met Standard",70,58,"Met Standard",63,36,"Met Standard",69,"Met Standard",69,11,"Met Standard",60,67,"Met Standard"
"210901","0"," ",41,71,36,67,91,65,"D",68,67,"C",73,39,"C",74,"C",74,28,"D",69,73,"C"
"210902","0"," ",47,79,39,70,97.7,90,"C",78,70,"B",80,43,"C",75,"B",80,39,"C",73,78,"C"
"210903"," "," ",51,78,57,87,100,95,"Met Standard",85,70,"Met Standard",80,54,"Met Standard",84,"Met Standard",84,70,"Met Standard",80,84,"Met Standard"
"210904"," "," ",35,60,42,73,100,95,"Met Standard",72,63,"Met Standard",70,39,"Met Standard",73,"Met Standard",73,38,"Met Standard",72,73,"Met Standard"
"210905"," "," ",44,72,55,86,100,95,"Met Standard",82,68,"Met Standard",78,50,"Met Standard",82,"Met Standard",82,66,"Met Standard",79,81,"Met Standard"
"210906"," "," ",39,67,.,.,.,.,"Met Standard",67,69,"Met Standard",70,39,"Improvement Required",58,"Met Standard",70,41,"Met Standard",67,69,"Met Standard"
"211901"," "," ",43,72,.,.,.,.,"Met Standard",72,51,"Improvement Required",53,43,"Met Standard",74,"Met Standard",74,40,"Met Standard",66,72,"Met Standard"
"211902","0"," ",44,75,52,79,97.9,90,"B",80,72,"B",84,48,"C",79,"B",84,63,"B",80,83,"B"
"212801","0"," ",45,76,.,.,97,90,"C",76,65,"D",69,45,"D",60,"D",69,29,"C",70,74,"C"
"212804","0"," ",59,89,.,.,100,95,"B",89,64,"D",65,59,"D",69,"D",69,84,"B",88,89,"B"
"212901","0"," ",46,78,40,71,97.5,90,"C",78,71,"B",82,43,"C",73,"B",82,30,"C",70,78,"C"
"212902","0"," ",59,89,50,78,99.3,95,"B",86,72,"B",84,55,"C",74,"B",84,80,"B",86,86,"B"
"212903","0"," ",62,91,73,93,99.6,95,"A",93,79,"A",91,68,"A",91,"A",91,98,"A",98,95,"A"
"212904","0"," ",55,86,32,63,98.6,95,"C",79,70,"B",80,44,"C",72,"B",80,56,"C",78,79,"C"
"212905","0"," ",42,73,48,76,96.4,90,"C",78,68,"C",76,45,"B",80,"B",80,43,"C",74,78,"C"
"212906","0"," ",60,90,58,88,96.6,90,"B",89,74,"B",87,59,"B",85,"B",87,88,"B",89,89,"B"
"212909","0"," ",41,71,56,85,93,75,"C",77,68,"C",76,49,"B",86,"B",86,49,"C",76,83,"B"
"212910","0"," ",35,60,34,65,91.9,65,"D",63,72,"B",84,35,"D",67,"B",84,10,"F",51,74,"C"
"213801"," "," ",33,83,9,73,86.3,80,"Met Alternative Standard",78,46,"Met Alternative Standard",68,.,"Not Rated",.,"Met Alternative Standard",68,0,"Improvement Required",30,64,"Met Alternative Standard"
"213901","0"," ",55,86,69,92,100,95,"A",90,70,"B",80,62,"B",89,"B",89,92,"A",93,91,"A"
"214901","0"," ",41,71,45,74,97.1,90,"C",76,64,"D",65,43,"B",80,"B",80,40,"C",73,78,"C"
"214902","0"," ",47,79,50,78,100,95,"B",82,71,"B",82,49,"B",86,"B",86,72,"B",83,85,"B"
"214903","1"," ",51,82,74,94,92.1,70,"B",84,66,"C",70,63,"A",92,"A",92,91,"A",92,92,"A"
"215901","0"," ",40,70,56,85,96.8,90,"B",80,60,"F",58,48,"B",81,"B",81,39,"C",73,79,"C"
"216901","0"," ",54,85,34,65,100,95,"C",79,66,"C",70,44,"D",65,"C",70,67,"B",82,80,"B"
"217901","0"," ",49,81,45,74,100,95,"B",81,66,"C",70,47,"C",71,"C",71,43,"C",74,79,"C"
"218901","0"," ",52,83,55,83,100,95,"B",85,65,"D",69,54,"B",87,"B",87,83,"B",87,87,"B"
"219901","1"," ",60,90,82,96,100,95,"A",93,74,"B",87,71,"A",92,"A",92,100,"A",100,95,"A"
"219903","0"," ",31,56,40,71,92.6,70,"D",65,56,"F",56,36,"C",70,"C",70,26,"D",68,69,"D"
"219905","0"," ",39,69,57,86,100,95,"B",81,64,"D",65,48,"B",83,"B",83,47,"C",75,81,"B"
"220801"," "," ",55,83,19,52,100,95,"Met Standard",73,69,"Met Standard",79,37,"Improvement Required",51,"Met Standard",79,67,"Met Standard",79,79,"Met Standard"
"220802"," "," ",66,92,.,.,.,.,"A",92,74,"B",87,66,"B",82,"B",87,89,"A",90,91,"A"
"220809","0"," ",68,92,67,92,100,95,"A",93,69,"C",79,68,"C",74,"C",79,100,"A",100,95,"A"
"220810"," "," ",78,95,100,100,100,95,"Met Standard",97,80,"Met Standard",90,89,"Met Standard",85,"Met Standard",90,100,"Met Standard",100,98,"Met Standard"
"220811"," "," ",43,74,.,.,.,.,"C",74,85,"A",94,43,"B",82,"A",94,73,"B",84,91,"A"
"220814"," "," ",57,86,.,.,.,.,"Met Standard",86,75,"Met Standard",80,57,"Improvement Required",56,"Met Standard",80,96,"Met Standard",92,88,"Met Standard"
"220815"," "," ",45,73,.,.,.,.,"Met Standard",73,70,"Met Standard",72,45,"Met Standard",74,"Met Standard",74,69,"Met Standard",75,74,"Met Standard"
"220817","0"," ",44,75,39,70,92.2,70,"C",72,65,"D",69,42,"D",65,"D",69,46,"C",75,73,"C"
"220819"," "," ",43,72,.,.,100,95,"Met Standard",72,68,"Met Standard",78,43,"Improvement Required",57,"Met Standard",78,34,"Met Standard",71,76,"Met Standard"
"220901","0"," ",45,76,46,75,89,65,"C",73,70,"B",80,46,"C",79,"B",80,40,"C",73,78,"C"
"220902","1"," ",53,84,59,89,95,85,"B",86,72,"B",84,56,"B",89,"B",89,82,"B",87,88,"B"
"220904","0"," ",42,73,24,55,95.7,85,"D",68,67,"C",73,33,"D",65,"C",73,26,"D",68,72,"C"
"220905","0"," ",39,69,44,73,88.8,65,"C",70,67,"C",73,42,"C",78,"C",78,26,"D",68,75,"C"
"220906","0"," ",63,91,72,93,98,95,"A",93,72,"B",84,68,"B",84,"B",84,93,"B",89,92,"A"
"220907","0"," ",60,90,61,90,97.1,90,"A",90,72,"B",84,61,"C",76,"B",84,87,"B",89,90,"A"
"220908","0"," ",57,87,61,90,96.4,90,"B",89,73,"B",85,59,"B",85,"B",85,90,"A",91,90,"A"
"220910","0"," ",32,57,38,69,98.8,95,"D",69,63,"D",60,35,"D",69,"D",69,13,"F",57,65,"D"
"220912","0"," ",39,69,33,64,96.8,90,"C",71,64,"D",65,36,"D",64,"D",65,28,"D",69,70,"C"
"220914","0"," ",50,82,53,80,97.3,90,"B",83,65,"D",69,52,"C",78,"C",78,80,"B",86,84,"B"
"220915","0"," ",50,82,51,78,98.6,95,"B",83,70,"B",80,51,"C",78,"B",80,73,"B",84,83,"B"
"220916","1"," ",60,90,59,89,98.5,95,"A",91,75,"B",89,60,"A",90,"A",90,92,"B",89,90,"A"
"220917","0"," ",39,69,34,65,95.3,85,"C",71,69,"C",79,37,"C",71,"C",79,33,"C",71,77,"C"
"220918","0"," ",52,83,53,80,96.5,90,"B",83,70,"B",80,53,"C",79,"B",80,84,"B",88,85,"B"
"220919","1"," ",81,95,88,97,100,95,"A",96,80,"A",92,85,"B",89,"A",92,94,"A",95,96,"A"
"220920","0"," ",48,80,45,74,95.8,85,"C",79,68,"C",76,47,"C",78,"C",78,42,"C",74,78,"C"
"221801","0"," ",46,78,81,95,81.9,55,"B",80,68,"C",76,64,"A",90,"B",89,63,"B",80,86,"B"
"221901","0"," ",44,75,59,89,96.5,90,"B",84,66,"C",70,52,"B",89,"B",89,51,"C",76,85,"B"
"221904","0"," ",39,69,39,70,94.3,80,"C",72,65,"D",69,39,"D",69,"D",69,15,"D",60,68,"D"
"221905"," "," ",43,72,85,96,100,95,"Met Standard",86,72,"Met Standard",82,64,"Met Standard",89,"Met Standard",89,61,"Met Standard",77,85,"Met Standard"
