REGION,REGNNAME,RPETALLC,RPETSPEC,RPETLEPC,RPETECOC,RPETNEDC,RPETGIFC,RPETVOCC,RPETBILC,RPETRSKC,RPETGEEC,RPETGPKC,RPETGKNC,RPETG01C,RPETG02C,RPETG03C,RPETG04C,RPETG05C,RPETG06C,RPETG07C,RPETG08C,RPETG09C,RPETG10C,RPETG11C,RPETG12C,RPETHISC,RPETBLAC,RPETWHIC,RPETASIC,RPETPCIC,RPETTWOC,RPETINDC,RPETMALC,RPETFEMC,RPETDSLC,RPET504C,RPETTT1C,RPETHOMC,RPETIMMC,RPETMIGC,RPETMLCC,RPETFOSC,RPETVHSC,RAUND23C,RAUND23D,RAUND23R,RPETDISD,RPETDISC,RPETDISP,RPETATTC,RPETATTD,RPETATTP,RPETSIMC,RPETSINC,RPETSPHC,RPETSBHC,RPETSAUC,RPETSNOC,RPETSINP,RPETSPHP,RPETSBHP,RPETSAUP,RPETSNOP,RPERRAKR,RPERRA1R,RPERRA2R,RPERRA3R,RPERRA4R,RPERRA5R,RPERRA6R,RPERRA7R,RPERRA8R,RPERRA9R,RPERSAKR,RPERSA1R,RPERSA2R,RPERSA3R,RPERSA4R,RPERSA5R,RPERSA6R,RPERSA7R,RPERSA8R,RPERSA9R,RPETWHIP,RPETBLAP,RPETHISP,RPETINDP,RPETASIP,RPETPCIP,RPETTWOP,RPETECOP,RPETNEDP,RPETRSKP,RPETLEPP,RPETSPEP,RPETVOCP,RPETBILP,RPETGIFP,RPET504P,RPETDSLP,RPETTT1P,RPETHOMP,RPETIMMP,RPETMIGP,RPETMLCP,RPETFOSP,RPETGEEP,RPETGPKP,RPETGKNP,RPETG01P,RPETG02P,RPETG03P,RPETG04P,RPETG05P,RPETG06P,RPETG07P,RPETG08P,RPETG09P,RPETG10P,RPETG11P,RPETG12P,RPETMALP,RPETFEMP,RPETVHSP,RPNTALLC,RPNTALLP,RPNTGEEC,RPNTGEEP,RPNTGPKC,RPNTGPKP,RPNTGKNC,RPNTGKNP,RPNTG01C,RPNTG01P,RPNTG02C,RPNTG02P,RPNTG03C,RPNTG03P,RPNTG04C,RPNTG04P,RPNTG05C,RPNTG05P,RPNTG06C,RPNTG06P,RPNTG07C,RPNTG07P,RPNTG08C,RPNTG08P,RPNTG09C,RPNTG09P,RPNTG10C,RPNTG10P,RPNTG11C,RPNTG11P,RPNTG12C,RPNTG12P,RPNTBLAC,RPNTBLAP,RPNTHISC,RPNTHISP,RPNTWHIC,RPNTWHIP,RPNTINDC,RPNTINDP,RPNTASIC,RPNTASIP,RPNTPCIC,RPNTPCIP,RPNTTWOC,RPNTTWOP,RPNTFEMC,RPNTFEMP,RPNTMALC,RPNTMALP,RPNTECOC,RPNTECOP,RPNTNEDC,RPNTNEDP,RPNT504C,RPNT504P,RPNTLEPC,RPNTLEPP,RPNTDSLC,RPNTDSLP,RPNTFOSC,RPNTFOSP,RPNTHOMC,RPNTHOMP,RPNTIMMC,RPNTIMMP,RPNTMIGC,RPNTMIGP,RPNTTT1C,RPNTTT1P,RPNTMLCC,RPNTMLCP,RPNTRSKC,RPNTRSKP,RPNTBILC,RPNTBILP,RPNTGIFC,RPNTGIFP,RPNTSPEC,RPNTSPEP,RPCTSOCS,RPCTSOCC,RPCTSOCA,RPCTSCIS,RPCTSCIC,RPCTSCIA,RPCTMATS,RPCTMATC,RPCTMATA,RPCTGMES,RPCTGMEC,RPCTGMEA,RPCTGKGS,RPCTGKGC,RPCTGKGA,RPCTG06S,RPCTG06C,RPCTG06A,RPCTG05S,RPCTG05C,RPCTG05A,RPCTG04S,RPCTG04C,RPCTG04A,RPCTG03S,RPCTG03C,RPCTG03A,RPCTG02S,RPCTG02C,RPCTG02A,RPCTG01S,RPCTG01C,RPCTG01A,RPCTFLAS,RPCTFLAC,RPCTFLAA,RPCTENGS,RPCTENGC,RPCTENGA,RPEMALLT,RPEMECOT,RPEMLEPT,RPEMSPET,RPEMALLC,RPEMINDC,RPEMPCIC,RPEMASIC,RPEMBLAC,RPEMHISC,RPEMWHIC,RPEMTWOC,RPEMECOC,RPEMLEPC,RPEMSPEC,RPEMALLP,RPEMINDP,RPEMASIP,RPEMPCIP,RPEMTWOP,RPEMBLAP,RPEMHISP,RPEMWHIP,RPEMECOP,RPEMLEPP,RPEMSPEP,RPSTTOFC,RPSUTOFC,RPSSTOFC,RPSCTOFC,RPSETOFC,RPSTTOST,RPSUTOST,RPSSTOST,RPSCTOST,RPST00FC,RPST01FC,RPST06FC,RPST11FC,RPST21FC,RPST30FC,RPST00ST,RPST01ST,RPST06ST,RPST11ST,RPST21ST,RPST30ST,RPSTNOFC,RPSTBAFC,RPSTMSFC,RPSTPHFC,RPSPCOFC,RPSECOFC,RPSPTOFC,RPSRTOPC,RPSRTOFC,RPSBTOPC,RPSBTOFC,RPSXTOFC,RPSATOFC,RPSOTOFC,RPSTINFC,RPSTPIFC,RPSTASFC,RPSTBLFC,RPSTHIFC,RPSTWHFC,RPSTTWFC,RPSTMAFC,RPSTFEFC,RPSXCOFC,RPSTREFC,RPSTVOFC,RPSTBIFC,RPSTCOFC,RPSTGIFC,RPSTSPFC,RPSTOPFC,RPSTURNN,RPSTURND,RPSTURNR,RPSTFTEC,RPSTTENA,RPSTEXPA,RPSAMIFC,RPSTEXPT,RPSTTENT,RPSPTOFP,RPSTTOFP,RPSUTOFP,RPSSTOFP,RPSCTOFP,RPSETOFP,RPSXTOFP,RPSAMIFP,RPSTNOFP,RPSTBAFP,RPSTMSFP,RPSTPHFP,RPST00FP,RPST01FP,RPST06FP,RPST11FP,RPST21FP,RPST30FP,RPSTREFP,RPSTVOFP,RPSTBIFP,RPSTCOFP,RPSTGIFP,RPSTSPFP,RPSTOPFP,RPSTBLFP,RPSTWHFP,RPSTHIFP,RPSTPIFP,RPSTINFP,RPSTASFP,RPSTTWFP,RPSTMAFP,RPSTFEFP,RPSTKIDR,RPST00SA,RPST01SA,RPST06SA,RPST11SA,RPST21SA,RPST30SA,RPSTTOSA,RPSUTOSA,RPSSTOSA,RPSCTOSA,RPSHEXPA,RPSHTENA,RPSLEXPA,RPSLTENA,RPSHEXPT,RPSHTENT,RPSLEXPT,RPSLTENT,RPSHFTEC,RPSLFTEC,RA0GR23N,RA0GM23N,RA0GH23N,RA0GN23N,RA0GE23N,RA0GA23N,RB0GR23N,RH0GR23N,RW0GR23N,RI0GR23N,R30GR23N,R40GR23N,R20GR23N,RE0GR23N,RS0GR23N,RL0GR23N,RR0GR23N,RA0GH23P,RA0GN23P,RA0GE23P,RA0GA23P,RA0GR23R,RB0GR23R,RH0GR23R,RW0GR23R,RI0GR23R,R30GR23R,R40GR23R,R20GR23R,RE0GR23R,RS0GR23R,RL0GR23R,RR0GR23R,RA0GM23P
01,REGION 01: EDINBURG,437907,54807,184415,374740,63167,35174,129641,188319,291954,438,28514,26947,29921,31165,31311,31170,31063,32111,32783,32680,36747,33911,30587,28559,418723,6343,9488,2119,149,864,221,223454,214453,19486,25376,430871,6778,7557,7457,5232,461,104834,443,207180,0.2,457907,8249,1.8,55774,349525,16.0,54807,27106,8061,9606,8965,1069,49.5,14.7,17.5,16.4,2.0,0.8,3.2,2.2,1.0,0.5,0.1,0.3,0.5,0.4,7.2,1.8,4.0,2.2,0.7,0.4,0.3,0.3,0.4,0.7,10.9,2.2,1.4,95.6,0.1,0.5,0.0,0.2,85.6,14.4,66.7,42.1,12.5,29.6,43.0,8.0,5.8,4.4,98.4,1.5,1.7,1.7,1.2,0.1,0.1,6.5,6.2,6.8,7.1,7.2,7.1,7.1,7.3,7.5,7.5,8.4,7.7,7.0,6.5,51.0,49.0,80.8,438318,100,722,0.2,28539,6.5,26953,6.1,29929,6.8,31170,7.1,31314,7.1,31177,7.1,31067,7.1,32116,7.3,32786,7.5,32687,7.5,36762,8.4,33919,7.7,30598,7.0,28579,6.5,6343,1.4,419118,95.6,9504,2.2,221,0.1,2119,0.5,149,0.0,864,0.2,214584,49.0,223734,51.0,375025,85.6,63293,14.4,25386,5.8,184483,42.1,19495,4.4,461,0.1,6780,1.5,7557,1.7,7466,1.7,431263,98.4,5232,1.2,292061,66.6,188349,43.0,35177,8.0,55124,12.6,193620,10825,17.9,187722,10671,17.6,195694,11606,16.9,4974.9,217.6,22.9,18914.3,952.4,19.9,24057.0,1239.5,19.4,19878.7,923.5,21.5,18670.5,922.6,20.2,18727.3,919.0,20.4,20019.9,961.2,20.8,19442.1,950.6,20.5,78040,4416,17.7,226243,14205,15.9,409048,347824,168922,53409,71097,42,25,196,1389,67704,1567,174,63731,31406,10405,17.4,0.0,0.0,0.0,0.0,0.3,16.6,0.4,18.3,18.6,19.5,28762.1,6797.6,1870.5,702.9,7334.0,1767283675.9,502290672.5,162729351.0,78930045.0,1373.9,7031.7,5448.8,9242.1,4674.4,991.1,74037146.5,396732444.9,321374999.7,581339604.4,319519465.7,74280014.7,590.9,21785.8,6298.7,86.7,32.7,3.0,38133.1,67,1264,29,442,21496.5,66963.5,42.0,21.8,12.5,182.3,527.6,26251.0,1701.7,65.2,8352.1,20410.0,29.7,20677.9,1777.2,2428.5,280.3,942.1,2259.4,396.6,3435.2,28721.0,12.0,31209.9,10.3,12.6,63783.6,393490.2,321701.4,56.9,43.0,10.2,2.8,1.0,11.0,32.1,95.3,2.1,75.7,21.9,0.3,4.8,24.4,18.9,32.1,16.3,3.4,71.9,6.2,8.4,1.0,3.3,7.9,1.4,1.8,5.9,91.3,0.0,0.1,0.6,0.2,29.0,71.0,15.2,53888,56421,58981,62901,68354,74949,61445,73893,86998,112285,6.6,6.1,5.9,5.6,4324,4000,6748,6376,659,1137,29717,5,10,1947,897,26855,97,29017,427,9,128,4,35,24573,2783,7794,15474,0.0,6.6,3.0,90.4,100,0.3,97.6,1.4,0.0,0.4,0.0,0.1,82.7,9.4,26.2,52.1,0.0
02,REGION 02: CORPUS CHRISTI,95161,13970,5715,65746,29415,4968,24363,5363,48407,236,5157,6118,6440,6881,6895,7057,6878,6749,6896,7000,8084,7543,6785,6442,72107,2088,18083,1222,79,1454,128,49022,46139,5924,8070,82593,2097,552,300,4970,402,20756,139,46522,0.3,100702,2781,2.8,11581,71642,16.2,13970,6121,2861,2749,1981,258,43.8,20.5,19.7,14.2,1.8,1.8,2.8,1.7,0.7,0.4,0.3,0.6,0.7,0.5,8.0,2.8,5.3,1.6,0.7,0.5,0.5,0.2,0.6,0.4,12.4,19.0,2.2,75.8,0.1,1.3,0.1,1.5,69.1,30.9,50.9,6.0,14.7,25.6,5.6,5.2,8.5,6.2,86.8,2.2,0.6,0.3,5.2,0.4,0.2,5.4,6.4,6.8,7.2,7.2,7.4,7.2,7.1,7.2,7.4,8.5,7.9,7.1,6.8,51.5,48.5,71.9,95399,100,390,0.4,5188,5.4,6127,6.4,6446,6.8,6893,7.2,6898,7.2,7061,7.4,6885,7.2,6750,7.1,6897,7.2,7000,7.3,8086,8.5,7545,7.9,6785,7.1,6448,6.8,2095,2.2,72286,75.8,18128,19.0,128,0.1,1223,1.3,79,0.1,1460,1.5,46237,48.5,49162,51.5,65853,69.0,29546,31.0,8071,8.5,5718,6.0,5924,6.2,403,0.4,2098,2.2,552,0.6,300,0.3,82814,86.8,4970,5.2,48421,50.8,5366,5.6,4968,5.2,14145,14.8,39206,2067,19.0,42183,2236,18.9,41964,2357,17.8,1262.0,48.0,26.3,5130.7,289.8,17.7,4611.9,244.2,18.9,5965.7,297.0,20.1,6117.1,323.0,18.9,5945.3,319.8,18.6,5668.6,312.0,18.2,5400.1,304.5,17.7,16352,842,19.4,43066,2636,16.3,93697,64897,5034,14131,14881,30,20,126,567,11163,2666,309,11533,799,2585,15.9,0.0,0.1,0.0,0.3,0.6,11.9,2.8,17.8,15.9,18.3,6480.4,1249.9,497.9,263.8,1858.7,381896575.4,84936201.8,38908542.1,27317703.9,633.9,1430.4,1206.1,1854.8,1046.9,308.3,32574624.7,76989079.7,68546967.1,113008196.3,69435273.6,21342434.0,209.5,4650.1,1579.2,41.6,4.8,1.7,8492.1,24,268,10,81,3827.1,14177.9,10.3,15.9,1.4,26.8,148.7,3531.8,2710.3,45.5,1571.7,4908.7,4.7,4846.8,346.5,130.4,302.5,83.9,615.5,164.7,1224.7,6521.8,18.8,6957.7,7.7,12.3,9524.4,85474.2,53411.6,59.9,45.7,8.8,3.5,1.9,13.1,27.0,67.2,3.2,71.8,24.4,0.6,9.8,22.1,18.6,28.6,16.2,4.8,74.8,5.3,2.0,4.7,1.3,9.5,2.5,2.3,41.8,54.5,0.0,0.2,0.4,0.7,24.3,75.7,14.7,51392,53822,56832,60928,66324,69235,58931,67954,78142,103537,7.3,5.9,4.8,3.9,1392,1135,1142,942,191,239,6788,17,11,996,326,5432,154,5052,1370,15,84,8,105,4222,658,234,3058,0.2,14.7,4.8,80.0,100,2.3,74.4,20.2,0.2,1.2,0.1,1.5,62.2,9.7,3.4,45.1,0.3
03,REGION 03: VICTORIA,47953,7197,4964,31384,16569,2919,14962,4789,23482,174,2592,3217,3419,3487,3424,3417,3437,3397,3366,3598,3857,3840,3537,3191,28594,3297,14548,475,17,939,83,24652,23301,2334,3941,35583,1066,266,120,890,94,12043,104,23343,0.4,51265,1400,2.7,5124,36376,14.1,7197,3594,1354,1247,719,283,49.9,18.8,17.3,10.0,3.9,1.9,2.2,1.3,0.6,0.4,0.4,0.4,0.4,0.3,4.8,7.8,3.7,2.8,0.7,0.4,0.3,0.6,0.6,0.8,4.8,30.3,6.9,59.6,0.2,1.0,0.0,2.0,65.4,34.6,49.0,10.4,15.0,31.2,10.0,6.1,8.2,4.9,74.2,2.2,0.6,0.3,1.9,0.2,0.4,5.4,6.7,7.1,7.3,7.1,7.1,7.2,7.1,7.0,7.5,8.0,8.0,7.4,6.7,51.4,48.6,83.5,48209,100,297,0.6,2597,5.4,3233,6.7,3434,7.1,3504,7.3,3440,7.1,3428,7.1,3445,7.1,3399,7.1,3372,7.0,3605,7.5,3864,8.0,3845,8.0,3540,7.3,3206,6.7,3311,6.9,28706,59.5,14672,30.4,84,0.2,478,1.0,17,0.0,941,2.0,23396,48.5,24813,51.5,31463,65.3,16746,34.7,3943,8.2,4969,10.3,2337,4.8,94,0.2,1066,2.2,266,0.6,120,0.2,35804,74.3,892,1.9,23509,48.8,4791,9.9,2919,6.1,7445,15.4,20411,1280,15.9,21048,1293,16.3,20806,1353,15.4,27.1,1.4,18.9,2864.1,165.3,17.3,2230.2,129.8,17.2,3079.5,169.0,18.2,2950.4,164.1,18.0,3031.2,166.7,18.2,3045.3,169.1,18.0,3098.1,172.3,18.0,7524,460,16.4,21622,1529,14.1,46251,30603,4448,6992,6649,14,2,43,670,4077,1686,157,4798,531,1152,14.4,0.0,0.1,0.0,0.3,1.4,8.8,3.6,15.7,11.9,16.5,3608.5,588.9,266.3,123.6,1252.5,200832242.3,38673217.4,20900428.3,13397271.0,313.7,846.9,639.6,977.0,600.7,230.7,14059715.2,41628958.3,33852034.5,57192108.4,38764439.7,15334986.0,126.5,2873.5,587.2,21.4,64.1,0.0,4587.3,26,131,11,21,2105.7,7945.5,1.4,7.0,1.0,19.6,194.1,728.3,2640.5,18.1,818.3,2790.2,32.3,2597.4,284.5,50.0,156.7,56.3,334.7,129.0,712.5,3603.3,19.8,4010.1,7.5,12.8,3197.9,51242.4,30138.9,57.7,45.4,7.4,3.4,1.6,15.8,26.5,40.2,3.5,79.6,16.3,0.6,8.7,23.5,17.7,27.1,16.6,6.4,72.0,7.9,1.4,4.3,1.6,9.3,3.6,5.4,73.2,20.2,0.0,0.2,0.5,0.5,22.7,77.3,13.3,44825,49153,52928,58539,64535,66477,55655,65668,78491,108397,6.0,4.7,4.9,3.5,801,630,546,392,134,111,3244,0,3,383,103,2747,270,1860,1016,5,46,1,46,1894,340,218,1580,0.1,11.8,3.2,84.7,100,8.3,57.3,31.3,0.2,1.4,0.0,1.4,58.4,10.5,6.7,48.7,0.0
04,REGION 04: HOUSTON,1249697,162764,367999,821437,428260,104604,320629,364051,701662,4560,54116,79781,86297,90854,90636,89987,90443,90639,92755,94915,109728,98813,93345,82828,651279,234495,227872,95742,1467,34863,3979,637884,611813,64176,63543,768003,18437,53360,579,27612,2374,268019,1200,610071,0.2,1306534,21954,1.7,178002,963054,18.5,162764,71847,28535,28196,31087,3099,44.1,17.5,17.3,19.1,1.9,0.7,2.8,1.7,0.9,0.5,0.3,0.3,0.5,0.4,8.8,2.3,3.3,1.5,0.8,0.5,0.3,0.3,0.5,0.4,13.3,18.2,18.8,52.1,0.3,7.7,0.1,2.8,65.7,34.3,56.1,29.4,13.0,25.7,29.1,8.4,5.1,5.1,61.5,1.5,4.3,0.0,2.2,0.2,0.4,4.3,6.4,6.9,7.3,7.3,7.2,7.2,7.3,7.4,7.6,8.8,7.9,7.5,6.6,51.0,49.0,69.7,1252788,100,6155,0.5,54166,4.3,79878,6.4,86387,6.9,90917,7.3,90719,7.2,90058,7.2,90500,7.2,90678,7.2,92805,7.4,94956,7.6,109780,8.8,98865,7.9,93423,7.5,83501,6.7,234975,18.8,652603,52.1,228904,18.3,3990,0.3,95886,7.7,1470,0.1,34960,2.8,612901,48.9,639887,51.1,822673,65.7,430115,34.3,63605,5.1,368334,29.4,64236,5.1,2383,0.2,18478,1.5,53400,4.3,583,0.0,769567,61.4,27640,2.2,702669,56.1,364274,29.1,104624,8.4,164897,13.2,550819,26921,20.5,558547,27822,20.1,561118,29394,19.1,8493.5,284.8,29.8,61430.0,3234.2,19.0,60847.6,3032.3,20.1,73896.5,3306.2,22.4,71409.4,3546.9,20.1,71609.2,3538.0,20.2,67629.5,3437.5,19.7,62980.0,3284.6,19.2,212859,10311,20.6,591690,33684,17.6,1218146,806963,327689,164431,185170,654,296,7272,56171,91439,23973,5365,143400,51277,27836,15.2,0.1,0.6,0.0,0.4,4.6,7.5,2.0,17.8,15.6,16.9,82018.4,21777.0,5659.7,1662.7,17352.0,5447434172.6,1684196576.0,517257719.8,202468772.0,8341.4,23491.3,17007.6,21132.4,9902.7,2142.9,485490556.1,1475252081.8,1117126541.5,1462809351.2,734293094.4,172462547.6,2651.5,58219.5,20260.8,886.6,22.6,4.5,111117.7,209,2769,142,867,44504.9,172974.6,622.3,268.8,111.5,3183.3,20238.1,20245.2,36692.8,1278.6,19550.0,62468.4,15.7,56853.7,3864.8,5689.6,1829.0,1715.5,8603.0,3462.7,15835.5,80279.3,19.7,87263.7,6.7,10.4,108441.9,905522.5,584820.1,64.2,47.4,12.6,3.3,1.0,10.0,25.7,62.7,3.2,71.0,24.7,1.1,10.2,28.6,20.7,25.8,12.1,2.6,69.3,4.7,6.9,2.2,2.1,10.5,4.2,24.7,44.7,24.7,0.1,0.3,3.9,1.6,23.8,76.2,15.2,58202,62800,65684,69221,74151,80481,66417,77338,91393,121772,6.0,5.5,5.2,4.5,9727,8822,17495,15057,1618,3338,84350,12,82,12852,3882,67475,15490,42703,17138,260,6873,104,1782,49416,7121,11526,39977,0.1,15.2,4.6,80.0,100,18.4,50.6,20.3,0.3,8.1,0.1,2.1,58.6,8.4,13.7,47.4,0.0
05,REGION 05: BEAUMONT,84332,11789,10846,56192,28140,4549,24052,10516,38724,325,4146,5918,6091,6482,6376,6073,6340,5989,6100,6255,6816,6402,5831,5188,21988,19975,37403,1727,73,2777,389,43162,41170,5003,7552,64608,1259,1172,390,1820,292,19576,133,39469,0.3,88992,2153,2.4,9986,61902,16.1,11789,5569,2392,1973,1632,223,47.2,20.3,16.7,13.8,1.9,2.2,3.4,2.5,1.4,0.7,0.5,0.5,0.9,0.4,6.0,8.5,7.4,2.7,0.9,0.6,0.6,0.4,1.0,1.0,6.6,44.4,23.7,26.1,0.5,2.0,0.1,3.3,66.6,33.4,45.9,12.9,14.0,28.5,12.5,5.4,9.0,5.9,76.6,1.5,1.4,0.5,2.2,0.3,0.4,4.9,7.0,7.2,7.7,7.6,7.2,7.5,7.1,7.2,7.4,8.1,7.6,6.9,6.2,51.2,48.8,80.8,84671,100,578,0.7,4158,4.9,5926,7.0,6092,7.2,6488,7.7,6379,7.5,6075,7.2,6342,7.5,5991,7.1,6101,7.2,6259,7.4,6819,8.1,6406,7.6,5834,6.9,5223,6.2,20095,23.7,22066,26.1,37528,44.3,392,0.5,1733,2.0,73,0.1,2784,3.3,41310,48.8,43361,51.2,56409,66.6,28262,33.4,7557,8.9,10880,12.8,5005,5.9,292,0.3,1268,1.5,1173,1.4,392,0.5,64748,76.5,1820,2.1,38796,45.8,10544,12.5,4549,5.4,11921,14.1,32311,1938,16.7,35680,2150,16.6,34053,2139,15.9,98.5,6.1,16.2,4673.5,259.2,18.0,3472.3,202.9,17.1,4978.1,258.0,19.3,4585.4,250.3,18.3,5014.9,269.6,18.6,4935.6,269.0,18.4,4571.1,257.1,17.8,13103,759,17.3,35782,2444,14.6,81543,53160,9378,11966,12765,69,9,117,4685,2942,4505,438,9400,1368,1983,15.7,0.1,0.1,0.0,0.5,5.7,3.6,5.5,17.7,14.6,16.6,5753.6,1037.7,443.5,189.8,1684.9,319947976.4,69037153.3,35212377.8,20584695.1,556.5,1713.8,1001.5,1362.3,802.1,317.4,25766791.2,86024664.5,54288927.7,79738143.8,52091135.6,22038313.6,200.6,4512.1,1011.7,29.2,35.3,4.9,7424.6,26,198,18,48,3284.7,12394.2,417.8,18.8,4.9,81.2,1033.3,407.9,4172.7,34.7,1201.9,4551.6,12.7,4262.4,427.9,145.8,195.7,61.6,528.6,131.5,1171.8,5836.4,20.1,6163.9,7.2,11.4,4368.2,69989.3,44533.2,59.9,46.4,8.4,3.6,1.5,13.6,26.5,35.2,3.5,78.4,17.6,0.5,9.7,29.8,17.4,23.7,13.9,5.5,74.1,7.4,2.5,3.4,1.1,9.2,2.3,18.0,72.5,7.1,0.1,0.3,1.4,0.6,20.9,79.1,14.7,46305,50194,54210,58533,64942,69427,55608,66530,79400,108435,5.6,4.8,4.5,3.9,881,746,977,831,157,215,5222,0,0,770,453,3999,1202,1304,2433,36,132,3,112,2889,510,370,2188,0.0,14.7,8.7,76.6,100,23.0,25.0,46.6,0.7,2.5,0.1,2.1,55.3,9.8,7.1,41.9,0.0
06,REGION 06: HUNTSVILLE,221614,30595,42326,124203,97411,16036,62829,42772,102985,755,7731,14318,15222,16049,16151,16155,16496,16512,16526,17315,19109,17957,16559,14759,89656,24078,92360,6327,315,8096,782,113331,108283,15727,19344,103367,2288,5208,218,5755,476,51256,260,107509,0.2,232601,4546,2.0,26617,162319,16.4,30595,14325,5612,5487,4575,596,46.8,18.3,17.9,15.0,1.9,1.1,1.6,0.8,0.5,0.3,0.1,0.2,0.3,0.3,5.9,3.7,3.6,1.6,0.6,0.6,0.2,0.2,0.3,0.4,11.3,41.7,10.9,40.5,0.4,2.9,0.1,3.7,56.0,44.0,46.5,19.1,13.8,28.4,19.3,7.2,8.7,7.1,46.6,1.0,2.4,0.1,2.6,0.2,0.3,3.5,6.5,6.9,7.2,7.3,7.3,7.4,7.5,7.5,7.8,8.6,8.1,7.5,6.7,51.1,48.9,75.0,222702,100,1423,0.6,7744,3.5,14378,6.5,15249,6.8,16072,7.2,16174,7.3,16174,7.3,16508,7.4,16524,7.4,16534,7.4,17325,7.8,19122,8.6,17993,8.1,16589,7.4,14893,6.7,24203,10.9,90020,40.4,92853,41.7,786,0.4,6368,2.9,317,0.1,8155,3.7,108653,48.8,114049,51.2,124552,55.9,98150,44.1,19363,8.7,42383,19.0,15747,7.1,483,0.2,2297,1.0,5220,2.3,219,0.1,103971,46.7,5757,2.6,103173,46.3,42820,19.2,16038,7.2,31213,14.0,98000,4908,20.0,96322,5018,19.2,96541,5415,17.8,199.0,11.4,17.4,11377.5,637.8,17.8,11604.8,593.7,19.5,12427.6,619.0,20.1,13412.9,703.5,19.1,13355.6,697.8,19.1,12932.5,692.6,18.7,12165.5,652.7,18.6,37778,1872,20.2,106431,6261,17.0,213977,119545,37066,30525,30897,115,62,619,5511,11991,11238,1361,20877,5272,5076,14.4,0.1,0.3,0.0,0.6,2.6,5.6,5.3,17.5,14.2,16.6,14952.3,2824.1,1132.0,425.8,3633.7,909847333.6,205010563.7,94433446.3,46976518.3,1561.6,4114.8,2988.7,3944.5,1900.6,442.2,83520294.9,236775530.6,178991324.4,249423524.6,128989841.3,32146817.7,370.6,10965.3,3514.4,102.1,76.9,0.0,19334.3,54,499,28,135,7680.9,30648.9,36.8,43.5,10.9,130.7,1059.3,2313.8,11241.1,152.9,3214.0,11738.3,16.5,10061.0,976.5,907.2,429.1,85.5,1837.1,655.8,2858.2,14544.9,19.7,15721.7,5.8,10.7,10323.2,168501.9,91448.7,63.1,48.8,9.2,3.7,1.4,11.9,25.1,33.7,2.5,73.3,23.5,0.7,10.4,27.5,20.0,26.4,12.7,3.0,67.3,6.5,6.1,2.9,0.6,12.3,4.4,7.1,75.2,15.5,0.1,0.3,0.9,1.0,21.5,78.5,14.8,53485,57543,59889,63234,67869,72698,60850,72592,83425,110314,6.2,5.3,5.7,4.5,2119,1808,3160,2511,342,554,14959,1,0,2086,632,12227,1621,5765,6662,45,432,15,419,7023,1261,1444,5873,0.0,13.9,4.2,81.7,100,10.8,38.5,44.5,0.3,2.9,0.1,2.8,46.9,8.4,9.7,39.3,0.0
