Region Code,TEA Region,County Number,County Name,sy_end,demo_cat_type,economic_status,enrolled_8th,graduated,total_enrolled,total_degrees,graduated_percent,total_enrolled_percent,total_degrees_percent
12,WACO,175,NAVARRO,2013,econ_status,Not Economically Disadvantaged,202,183,150,91,90%,74%,45%
13,AUSTIN,11,BASTROP,2013,econ_status,Economically Disadvantaged,714,584,240,90,81%,33%,12%
13,AUSTIN,11,BASTROP,2013,econ_status,Not Economically Disadvantaged,388,345,243,141,88%,62%,36%
13,AUSTIN,16,BLANCO,2013,econ_status,Economically Disadvantaged,43,41,17,7,95%,39%,16%
13,AUSTIN,16,BLANCO,2013,econ_status,Not Economically Disadvantaged,74,70,54,33,94%,72%,44%
13,AUSTIN,27,BURNET,2013,econ_status,Economically Disadvantaged,307,235,105,31,76%,34%,10%
13,AUSTIN,27,BURNET,2013,econ_status,Not Economically Disadvantaged,247,213,163,95,86%,65%,38%
13,AUSTIN,28,CALDWELL,2013,econ_status,Economically Disadvantaged,349,290,105,31,83%,30%,8%
13,AUSTIN,28,CALDWELL,2013,econ_status,Not Economically Disadvantaged,142,129,85,46,90%,59%,32%
13,AUSTIN,46,COMAL,2013,econ_status,Economically Disadvantaged,647,499,173,63,77%,26%,9%
13,AUSTIN,46,COMAL,2013,econ_status,Not Economically Disadvantaged,1415,1261,923,595,89%,65%,42%
13,AUSTIN,75,FAYETTE,2013,econ_status,Economically Disadvantaged,91,71,39,21,78%,42%,23%
13,AUSTIN,75,FAYETTE,2013,econ_status,Not Economically Disadvantaged,136,131,107,78,96%,78%,57%
13,AUSTIN,86,GILLESPIE,2013,econ_status,Economically Disadvantaged,120,88,35,13,73%,29%,10%
13,AUSTIN,86,GILLESPIE,2013,econ_status,Not Economically Disadvantaged,136,121,84,50,88%,61%,36%
13,AUSTIN,89,GONZALES,2013,econ_status,Economically Disadvantaged,203,164,50,18,80%,24%,8%
13,AUSTIN,89,GONZALES,2013,econ_status,Not Economically Disadvantaged,73,60,47,26,82%,64%,35%
13,AUSTIN,94,GUADALUPE,2013,econ_status,Economically Disadvantaged,470,377,118,45,80%,25%,9%
13,AUSTIN,94,GUADALUPE,2013,econ_status,Not Economically Disadvantaged,299,277,190,114,92%,63%,38%
13,AUSTIN,105,HAYS,2013,econ_status,Economically Disadvantaged,1089,851,361,113,78%,33%,10%
13,AUSTIN,105,HAYS,2013,econ_status,Not Economically Disadvantaged,1296,1129,807,446,87%,62%,34%
13,AUSTIN,130,KENDALL,2013,econ_status,Economically Disadvantaged,43,39,16,5,90%,37%,11%
13,AUSTIN,130,KENDALL,2013,econ_status,Not Economically Disadvantaged,39,38,23,17,97%,58%,43%
13,AUSTIN,144,LEE,2013,econ_status,Economically Disadvantaged,83,66,24,9,79%,28%,10%
13,AUSTIN,144,LEE,2013,econ_status,Not Economically Disadvantaged,98,86,65,41,87%,66%,41%
13,AUSTIN,150,LLANO,2013,econ_status,Economically Disadvantaged,71,49,26,10,69%,36%,14%
13,AUSTIN,150,LLANO,2013,econ_status,Not Economically Disadvantaged,58,49,30,20,84%,51%,34%
13,AUSTIN,227,TRAVIS,2013,econ_status,Economically Disadvantaged,6062,4511,2106,664,74%,34%,10%
13,AUSTIN,227,TRAVIS,2013,econ_status,Not Economically Disadvantaged,4557,3935,2784,1669,86%,61%,36%
13,AUSTIN,246,WILLIAMSON,2013,econ_status,Economically Disadvantaged,2410,1914,977,378,79%,40%,15%
13,AUSTIN,246,WILLIAMSON,2013,econ_status,Not Economically Disadvantaged,5584,4975,3732,2365,89%,66%,42%
14,ABILENE,30,CALLAHAN,2013,econ_status,Economically Disadvantaged,47,29,19,10,61%,40%,21%
14,ABILENE,30,CALLAHAN,2013,econ_status,Not Economically Disadvantaged,73,68,56,35,93%,76%,47%
14,ABILENE,47,COMANCHE,2013,econ_status,Economically Disadvantaged,107,87,51,24,81%,47%,22%
14,ABILENE,47,COMANCHE,2013,econ_status,Not Economically Disadvantaged,55,52,37,19,94%,67%,34%
14,ABILENE,67,EASTLAND,2013,econ_status,Economically Disadvantaged,79,60,33,15,75%,41%,18%
14,ABILENE,67,EASTLAND,2013,econ_status,Not Economically Disadvantaged,81,77,60,36,95%,74%,44%
14,ABILENE,104,HASKELL,2013,econ_status,Not Economically Disadvantaged,19,19,18,13,100%,94%,68%
14,ABILENE,127,JONES,2013,econ_status,Not Economically Disadvantaged,57,56,44,25,98%,77%,43%
14,ABILENE,168,MITCHELL,2013,econ_status,Economically Disadvantaged,39,29,16,10,74%,41%,25%
14,ABILENE,168,MITCHELL,2013,econ_status,Not Economically Disadvantaged,38,36,24,10,94%,63%,26%
14,ABILENE,177,NOLAN,2013,econ_status,Economically Disadvantaged,107,79,44,18,73%,41%,16%
14,ABILENE,177,NOLAN,2013,econ_status,Not Economically Disadvantaged,76,69,48,35,90%,63%,46%
14,ABILENE,208,SCURRY,2013,econ_status,Economically Disadvantaged,84,59,27,8,70%,32%,9%
14,ABILENE,208,SCURRY,2013,econ_status,Not Economically Disadvantaged,131,111,83,49,84%,63%,37%
14,ABILENE,209,SHACKELFORD,2013,econ_status,Not Economically Disadvantaged,22,20,14,10,90%,63%,45%
14,ABILENE,215,STEPHENS,2013,econ_status,Economically Disadvantaged,60,48,24,13,80%,40%,21%
14,ABILENE,215,STEPHENS,2013,econ_status,Not Economically Disadvantaged,43,36,24,11,83%,55%,25%
14,ABILENE,221,TAYLOR,2013,econ_status,Economically Disadvantaged,1327,824,433,152,62%,32%,11%
14,ABILENE,221,TAYLOR,2013,econ_status,Not Economically Disadvantaged,1368,1040,817,487,76%,59%,35%
15,SAN ANGELO,25,BROWN,2013,econ_status,Economically Disadvantaged,237,174,69,25,73%,29%,10%
15,SAN ANGELO,25,BROWN,2013,econ_status,Not Economically Disadvantaged,195,178,121,65,91%,62%,33%
15,SAN ANGELO,41,COKE,2013,econ_status,Not Economically Disadvantaged,20,17,13,11,85%,65%,55%
15,SAN ANGELO,42,COLEMAN,2013,econ_status,Not Economically Disadvantaged,32,29,20,12,90%,62%,37%
15,SAN ANGELO,53,CROCKETT,2013,econ_status,Economically Disadvantaged,38,31,12,5,81%,31%,13%
15,SAN ANGELO,53,CROCKETT,2013,econ_status,Not Economically Disadvantaged,18,16,13,8,88%,72%,44%
15,SAN ANGELO,69,EDWARDS,2013,econ_status,Not Economically Disadvantaged,14,9,7,6,64%,50%,42%
15,SAN ANGELO,118,IRION,2013,econ_status,Not Economically Disadvantaged,15,13,11,6,86%,73%,40%
15,SAN ANGELO,134,KIMBLE,2013,econ_status,Not Economically Disadvantaged,32,30,26,17,93%,81%,53%
15,SAN ANGELO,157,MASON,2013,econ_status,Not Economically Disadvantaged,31,30,24,20,96%,77%,64%
15,SAN ANGELO,160,MCCULLOCH,2013,econ_status,Economically Disadvantaged,67,54,23,12,80%,34%,17%
15,SAN ANGELO,160,MCCULLOCH,2013,econ_status,Not Economically Disadvantaged,39,38,30,19,97%,76%,48%
15,SAN ANGELO,200,RUNNELS,2013,econ_status,Economically Disadvantaged,74,57,32,17,77%,43%,22%
15,SAN ANGELO,200,RUNNELS,2013,econ_status,Not Economically Disadvantaged,77,73,68,39,94%,88%,50%
15,SAN ANGELO,206,SAN SABA,2013,econ_status,Economically Disadvantaged,32,28,11,5,87%,34%,15%
15,SAN ANGELO,206,SAN SABA,2013,econ_status,Not Economically Disadvantaged,23,20,17,12,86%,73%,52%
15,SAN ANGELO,207,SCHLEICHER,2013,econ_status,Economically Disadvantaged,19,16,10,5,84%,52%,26%
15,SAN ANGELO,207,SCHLEICHER,2013,econ_status,Not Economically Disadvantaged,28,28,18,11,100%,64%,39%
15,SAN ANGELO,218,SUTTON,2013,econ_status,Economically Disadvantaged,34,29,10,7,85%,29%,20%
15,SAN ANGELO,218,SUTTON,2013,econ_status,Not Economically Disadvantaged,48,47,38,16,97%,79%,33%
15,SAN ANGELO,226,TOM GREEN,2013,econ_status,Economically Disadvantaged,626,489,229,85,78%,36%,13%
15,SAN ANGELO,226,TOM GREEN,2013,econ_status,Not Economically Disadvantaged,623,560,417,232,89%,66%,37%
15,SAN ANGELO,233,VAL VERDE,2013,econ_status,Economically Disadvantaged,551,396,221,99,71%,40%,17%
15,SAN ANGELO,233,VAL VERDE,2013,econ_status,Not Economically Disadvantaged,234,200,162,103,85%,69%,44%
16,AMARILLO,6,ARMSTRONG,2013,econ_status,Not Economically Disadvantaged,21,19,16,9,90%,76%,42%
16,AMARILLO,23,BRISCOE,2013,econ_status,Not Economically Disadvantaged,11,10,9,6,90%,81%,54%
16,AMARILLO,33,CARSON,2013,econ_status,Not Economically Disadvantaged,59,52,40,28,88%,67%,47%
16,AMARILLO,35,CASTRO,2013,econ_status,Economically Disadvantaged,95,76,36,20,80%,37%,21%
16,AMARILLO,35,CASTRO,2013,econ_status,Not Economically Disadvantaged,27,23,21,14,85%,77%,51%
16,AMARILLO,38,CHILDRESS,2013,econ_status,Economically Disadvantaged,54,39,16,9,72%,29%,16%
16,AMARILLO,38,CHILDRESS,2013,econ_status,Not Economically Disadvantaged,41,41,31,22,100%,75%,53%
16,AMARILLO,44,COLLINGSWORTH,2013,econ_status,Economically Disadvantaged,30,27,13,6,90%,43%,20%
16,AMARILLO,56,DALLAM,2013,econ_status,Economically Disadvantaged,61,47,21,13,77%,34%,21%
16,AMARILLO,56,DALLAM,2013,econ_status,Not Economically Disadvantaged,73,61,45,27,83%,61%,36%
16,AMARILLO,59,DEAF SMITH,2013,econ_status,Economically Disadvantaged,239,183,80,35,76%,33%,14%
16,AMARILLO,59,DEAF SMITH,2013,econ_status,Not Economically Disadvantaged,72,63,44,23,87%,61%,31%
16,AMARILLO,65,DONLEY,2013,econ_status,Economically Disadvantaged,18,17,8,5,94%,44%,27%
16,AMARILLO,65,DONLEY,2013,econ_status,Not Economically Disadvantaged,15,14,13,8,93%,86%,53%
16,AMARILLO,90,GRAY,2013,econ_status,Economically Disadvantaged,133,103,35,10,77%,26%,7%
16,AMARILLO,90,GRAY,2013,econ_status,Not Economically Disadvantaged,122,107,69,39,87%,56%,31%
16,AMARILLO,96,HALL,2013,econ_status,Not Economically Disadvantaged,18,18,13,11,100%,72%,61%
16,AMARILLO,98,HANSFORD,2013,econ_status,Not Economically Disadvantaged,39,33,23,13,84%,58%,33%
16,AMARILLO,106,HEMPHILL,2013,econ_status,Not Economically Disadvantaged,41,37,27,19,90%,65%,46%
16,AMARILLO,117,HUTCHINSON,2013,econ_status,Economically Disadvantaged,117,97,44,18,82%,37%,15%
16,AMARILLO,117,HUTCHINSON,2013,econ_status,Not Economically Disadvantaged,168,143,112,61,85%,66%,36%
16,AMARILLO,171,MOORE,2013,econ_status,Economically Disadvantaged,227,177,89,50,77%,39%,22%
16,AMARILLO,171,MOORE,2013,econ_status,Not Economically Disadvantaged,140,132,101,70,94%,72%,50%
16,AMARILLO,179,OCHILTREE,2013,econ_status,Economically Disadvantaged,94,75,30,17,79%,31%,18%
16,AMARILLO,179,OCHILTREE,2013,econ_status,Not Economically Disadvantaged,90,84,59,33,93%,65%,36%
16,AMARILLO,180,OLDHAM,2013,econ_status,Economically Disadvantaged,44,25,15,5,56%,34%,11%
16,AMARILLO,180,OLDHAM,2013,econ_status,Not Economically Disadvantaged,21,21,20,11,100%,95%,52%
16,AMARILLO,185,PARMER,2013,econ_status,Economically Disadvantaged,60,48,19,12,80%,31%,20%
16,AMARILLO,185,PARMER,2013,econ_status,Not Economically Disadvantaged,46,38,27,24,82%,58%,52%
16,AMARILLO,188,POTTER,2013,econ_status,Economically Disadvantaged,1632,1237,721,280,75%,44%,17%
16,AMARILLO,188,POTTER,2013,econ_status,Not Economically Disadvantaged,997,886,694,372,88%,69%,37%
16,AMARILLO,191,RANDALL,2013,econ_status,Economically Disadvantaged,194,156,91,35,80%,46%,18%
16,AMARILLO,191,RANDALL,2013,econ_status,Not Economically Disadvantaged,508,450,336,198,88%,66%,38%
16,AMARILLO,219,SWISHER,2013,econ_status,Economically Disadvantaged,53,46,20,5,86%,37%,9%
16,AMARILLO,219,SWISHER,2013,econ_status,Not Economically Disadvantaged,35,35,25,17,100%,71%,48%
16,AMARILLO,242,WHEELER,2013,econ_status,Not Economically Disadvantaged,23,21,12,5,91%,52%,21%
17,LUBBOCK,9,BAILEY,2013,econ_status,Economically Disadvantaged,70,57,30,14,81%,42%,20%
17,LUBBOCK,9,BAILEY,2013,econ_status,Not Economically Disadvantaged,24,23,17,10,95%,70%,41%
17,LUBBOCK,17,BORDEN,2013,econ_status,Not Economically Disadvantaged,11,10,10,8,90%,90%,72%
17,LUBBOCK,40,COCHRAN,2013,econ_status,Economically Disadvantaged,20,18,14,7,90%,70%,35%
17,LUBBOCK,40,COCHRAN,2013,econ_status,Not Economically Disadvantaged,10,9,10,8,90%,100%,80%
17,LUBBOCK,54,CROSBY,2013,econ_status,Not Economically Disadvantaged,7,7,6,5,100%,85%,71%
17,LUBBOCK,58,DAWSON,2013,econ_status,Economically Disadvantaged,105,81,44,11,77%,41%,10%
17,LUBBOCK,58,DAWSON,2013,econ_status,Not Economically Disadvantaged,37,36,34,23,97%,91%,62%
17,LUBBOCK,63,DICKENS,2013,econ_status,Not Economically Disadvantaged,13,13,10,6,100%,76%,46%
17,LUBBOCK,77,FLOYD,2013,econ_status,Economically Disadvantaged,39,35,17,5,89%,43%,12%
17,LUBBOCK,77,FLOYD,2013,econ_status,Not Economically Disadvantaged,36,33,29,19,91%,80%,52%
17,LUBBOCK,83,GAINES,2013,econ_status,Economically Disadvantaged,89,63,14,6,70%,15%,6%
17,LUBBOCK,83,GAINES,2013,econ_status,Not Economically Disadvantaged,107,95,58,34,88%,54%,31%
17,LUBBOCK,85,GARZA,2013,econ_status,Not Economically Disadvantaged,25,20,15,9,80%,60%,36%
17,LUBBOCK,95,HALE,2013,econ_status,Economically Disadvantaged,370,305,173,62,82%,46%,16%
17,LUBBOCK,95,HALE,2013,econ_status,Not Economically Disadvantaged,171,155,116,68,90%,67%,39%
17,LUBBOCK,110,HOCKLEY,2013,econ_status,Economically Disadvantaged,139,94,63,26,67%,45%,18%
17,LUBBOCK,110,HOCKLEY,2013,econ_status,Not Economically Disadvantaged,152,132,103,56,86%,67%,36%
17,LUBBOCK,140,LAMB,2013,econ_status,Economically Disadvantaged,82,62,30,12,75%,36%,14%
17,LUBBOCK,140,LAMB,2013,econ_status,Not Economically Disadvantaged,49,47,38,23,95%,77%,46%
17,LUBBOCK,152,LUBBOCK,2013,econ_status,Economically Disadvantaged,1807,1357,649,184,75%,35%,10%
17,LUBBOCK,152,LUBBOCK,2013,econ_status,Not Economically Disadvantaged,1539,1341,1026,586,87%,66%,38%
17,LUBBOCK,153,LYNN,2013,econ_status,Not Economically Disadvantaged,30,28,24,20,93%,80%,66%
17,LUBBOCK,223,TERRY,2013,econ_status,Economically Disadvantaged,18,17,10,6,94%,55%,33%
17,LUBBOCK,223,TERRY,2013,econ_status,Not Economically Disadvantaged,59,52,38,26,88%,64%,44%
17,LUBBOCK,251,YOAKUM,2013,econ_status,Economically Disadvantaged,63,57,26,11,90%,41%,17%
17,LUBBOCK,251,YOAKUM,2013,econ_status,Not Economically Disadvantaged,73,66,51,37,90%,69%,50%
18,MIDLAND,2,ANDREWS,2013,econ_status,Economically Disadvantaged,88,66,25,13,75%,28%,14%
18,MIDLAND,2,ANDREWS,2013,econ_status,Not Economically Disadvantaged,149,134,76,32,89%,51%,21%
18,MIDLAND,22,BREWSTER,2013,econ_status,Not Economically Disadvantaged,44,33,26,16,75%,59%,36%
18,MIDLAND,52,CRANE,2013,econ_status,Not Economically Disadvantaged,52,43,25,11,82%,48%,21%
18,MIDLAND,55,CULBERSON,2013,econ_status,Economically Disadvantaged,21,19,11,5,90%,52%,23%
18,MIDLAND,68,ECTOR,2013,econ_status,Economically Disadvantaged,1043,661,353,115,63%,33%,11%
18,MIDLAND,68,ECTOR,2013,econ_status,Not Economically Disadvantaged,1163,909,637,277,78%,54%,23%
18,MIDLAND,114,HOWARD,2013,econ_status,Economically Disadvantaged,230,141,66,27,61%,28%,11%
18,MIDLAND,114,HOWARD,2013,econ_status,Not Economically Disadvantaged,186,158,98,55,84%,52%,29%
18,MIDLAND,156,MARTIN,2013,econ_status,Economically Disadvantaged,37,30,12,5,81%,32%,13%
18,MIDLAND,156,MARTIN,2013,econ_status,Not Economically Disadvantaged,32,24,20,10,75%,62%,31%
18,MIDLAND,165,MIDLAND,2013,econ_status,Economically Disadvantaged,792,568,313,89,71%,39%,11%
18,MIDLAND,165,MIDLAND,2013,econ_status,Not Economically Disadvantaged,1011,809,566,265,80%,55%,26%
18,MIDLAND,186,PECOS,2013,econ_status,Economically Disadvantaged,121,104,37,16,85%,30%,13%
18,MIDLAND,186,PECOS,2013,econ_status,Not Economically Disadvantaged,86,70,47,27,81%,54%,31%
18,MIDLAND,189,PRESIDIO,2013,econ_status,Economically Disadvantaged,103,81,57,31,78%,55%,30%
18,MIDLAND,195,REEVES,2013,econ_status,Economically Disadvantaged,134,101,40,17,75%,29%,12%
18,MIDLAND,195,REEVES,2013,econ_status,Not Economically Disadvantaged,49,45,24,7,91%,48%,14%
18,MIDLAND,238,WARD,2013,econ_status,Economically Disadvantaged,67,51,26,11,76%,38%,16%
18,MIDLAND,238,WARD,2013,econ_status,Not Economically Disadvantaged,69,59,41,15,85%,59%,21%
18,MIDLAND,248,WINKLER,2013,econ_status,Not Economically Disadvantaged,39,35,23,10,89%,58%,25%
19,EL PASO,71,El Paso&Hudsp,2013,econ_status,Economically Disadvantaged,9836,7879,5267,1882,80%,53%,19%
19,EL PASO,71,El Paso&Hudsp,2013,econ_status,Not Economically Disadvantaged,3424,2816,2143,1098,82%,62%,32%
20,SAN ANTONIO,7,ATASCOSA,2013,econ_status,Economically Disadvantaged,392,300,141,43,76%,35%,10%
20,SAN ANTONIO,7,ATASCOSA,2013,econ_status,Not Economically Disadvantaged,229,204,141,74,89%,61%,32%
20,SAN ANTONIO,10,BANDERA,2013,econ_status,Economically Disadvantaged,81,62,28,10,76%,34%,12%
20,SAN ANTONIO,10,BANDERA,2013,econ_status,Not Economically Disadvantaged,100,89,66,35,89%,66%,35%
20,SAN ANTONIO,15,BEXAR,2013,econ_status,Economically Disadvantaged,15448,11470,6468,2366,74%,41%,15%
20,SAN ANTONIO,15,BEXAR,2013,econ_status,Not Economically Disadvantaged,8756,7417,5684,3298,84%,64%,37%
20,SAN ANTONIO,64,DIMMIT,2013,econ_status,Economically Disadvantaged,111,69,43,16,62%,38%,14%
20,SAN ANTONIO,64,DIMMIT,2013,econ_status,Not Economically Disadvantaged,48,44,36,26,91%,75%,54%
20,SAN ANTONIO,82,FRIO,2013,econ_status,Economically Disadvantaged,183,141,58,25,77%,31%,13%
20,SAN ANTONIO,82,FRIO,2013,econ_status,Not Economically Disadvantaged,42,38,20,11,90%,47%,26%
20,SAN ANTONIO,94,GUADALUPE,2013,econ_status,Economically Disadvantaged,267,203,92,43,76%,34%,16%
20,SAN ANTONIO,94,GUADALUPE,2013,econ_status,Not Economically Disadvantaged,877,742,538,305,84%,61%,34%
20,SAN ANTONIO,128,KARNES,2013,econ_status,Not Economically Disadvantaged,22,21,21,13,95%,95%,59%
20,SAN ANTONIO,130,KENDALL,2013,econ_status,Economically Disadvantaged,101,82,35,15,81%,34%,14%
20,SAN ANTONIO,130,KENDALL,2013,econ_status,Not Economically Disadvantaged,502,446,343,237,88%,68%,47%
20,SAN ANTONIO,133,KERR,2013,econ_status,Economically Disadvantaged,250,208,91,43,83%,36%,17%
20,SAN ANTONIO,133,KERR,2013,econ_status,Not Economically Disadvantaged,190,170,117,75,89%,61%,39%
20,SAN ANTONIO,136,KINNEY,2013,econ_status,Economically Disadvantaged,26,24,17,9,92%,65%,34%
20,SAN ANTONIO,136,KINNEY,2013,econ_status,Not Economically Disadvantaged,32,28,22,11,87%,68%,34%
20,SAN ANTONIO,142,LA SALLE,2013,econ_status,Economically Disadvantaged,73,58,29,10,79%,39%,13%
20,SAN ANTONIO,142,LA SALLE,2013,econ_status,Not Economically Disadvantaged,14,13,10,5,92%,71%,35%
20,SAN ANTONIO,159,MAVERICK,2013,econ_status,Economically Disadvantaged,958,783,551,287,81%,57%,29%
20,SAN ANTONIO,159,MAVERICK,2013,econ_status,Not Economically Disadvantaged,207,190,157,87,91%,75%,42%
20,SAN ANTONIO,163,MEDINA,2013,econ_status,Economically Disadvantaged,404,303,128,59,75%,31%,14%
20,SAN ANTONIO,163,MEDINA,2013,econ_status,Not Economically Disadvantaged,269,236,188,117,87%,69%,43%
20,SAN ANTONIO,232,UVALDE,2013,econ_status,Economically Disadvantaged,311,237,141,69,76%,45%,22%
20,SAN ANTONIO,232,UVALDE,2013,econ_status,Not Economically Disadvantaged,121,106,91,59,87%,75%,48%
20,SAN ANTONIO,247,WILSON,2013,econ_status,Economically Disadvantaged,270,223,102,43,82%,37%,15%
20,SAN ANTONIO,247,WILSON,2013,econ_status,Not Economically Disadvantaged,419,375,295,180,89%,70%,42%
20,SAN ANTONIO,254,ZAVALA,2013,econ_status,Economically Disadvantaged,148,127,85,35,85%,57%,23%
20,SAN ANTONIO,254,ZAVALA,2013,econ_status,Not Economically Disadvantaged,36,33,24,10,91%,66%,27%
