Region Code,TEA Region,County Number,County Name,sy_end,demo_cat_type,gender,enrolled_8th,graduated,total_enrolled,total_degrees,graduated_percent,total_enrolled_percent,total_degrees_percent
18,MIDLAND,195,REEVES,2013,gender,Male,92,69,29,9,75%,31%,9%
18,MIDLAND,238,WARD,2013,gender,Female,77,65,41,19,84%,53%,24%
18,MIDLAND,238,WARD,2013,gender,Male,59,45,26,7,76%,44%,11%
18,MIDLAND,248,WINKLER,2013,gender,Female,41,36,23,11,87%,56%,26%
19,EL PASO,71,El Paso&Hudsp,2013,gender,Female,6558,5449,3998,1833,83%,60%,27%
19,EL PASO,71,El Paso&Hudsp,2013,gender,Male,6669,5221,3400,1146,78%,50%,17%
20,SAN ANTONIO,7,ATASCOSA,2013,gender,Female,293,250,174,76,85%,59%,25%
20,SAN ANTONIO,7,ATASCOSA,2013,gender,Male,268,209,95,38,77%,35%,14%
20,SAN ANTONIO,10,BANDERA,2013,gender,Female,91,74,51,25,81%,56%,27%
20,SAN ANTONIO,10,BANDERA,2013,gender,Male,90,77,43,20,85%,47%,22%
20,SAN ANTONIO,15,BEXAR,2013,gender,Female,11766,9483,6724,3415,80%,57%,29%
20,SAN ANTONIO,15,BEXAR,2013,gender,Male,12431,9399,5426,2250,75%,43%,18%
20,SAN ANTONIO,64,DIMMIT,2013,gender,Female,80,63,50,27,78%,62%,33%
20,SAN ANTONIO,64,DIMMIT,2013,gender,Male,79,50,29,15,63%,36%,18%
20,SAN ANTONIO,82,FRIO,2013,gender,Female,104,82,41,24,78%,39%,23%
20,SAN ANTONIO,82,FRIO,2013,gender,Male,89,70,26,8,78%,29%,8%
20,SAN ANTONIO,94,GUADALUPE,2013,gender,Female,571,487,359,217,85%,62%,38%
20,SAN ANTONIO,94,GUADALUPE,2013,gender,Male,573,458,271,131,79%,47%,22%
20,SAN ANTONIO,128,KARNES,2013,gender,Female,13,12,12,7,92%,92%,53%
20,SAN ANTONIO,128,KARNES,2013,gender,Male,22,21,19,10,95%,86%,45%
20,SAN ANTONIO,130,KENDALL,2013,gender,Female,299,261,196,147,87%,65%,49%
20,SAN ANTONIO,130,KENDALL,2013,gender,Male,304,267,182,105,87%,59%,34%
20,SAN ANTONIO,133,KERR,2013,gender,Female,221,196,127,69,88%,57%,31%
20,SAN ANTONIO,133,KERR,2013,gender,Male,219,182,81,49,83%,36%,22%
20,SAN ANTONIO,136,KINNEY,2013,gender,Female,30,26,23,13,86%,76%,43%
20,SAN ANTONIO,136,KINNEY,2013,gender,Male,28,26,16,7,92%,57%,25%
20,SAN ANTONIO,142,LA SALLE,2013,gender,Female,49,43,28,10,87%,57%,20%
20,SAN ANTONIO,142,LA SALLE,2013,gender,Male,38,28,11,5,73%,28%,13%
20,SAN ANTONIO,159,MAVERICK,2013,gender,Female,555,479,365,222,86%,65%,40%
20,SAN ANTONIO,159,MAVERICK,2013,gender,Male,610,494,343,152,80%,56%,24%
20,SAN ANTONIO,163,MEDINA,2013,gender,Female,342,273,182,103,79%,53%,30%
20,SAN ANTONIO,163,MEDINA,2013,gender,Male,351,285,146,80,81%,41%,22%
20,SAN ANTONIO,232,UVALDE,2013,gender,Female,219,178,142,92,81%,64%,42%
20,SAN ANTONIO,232,UVALDE,2013,gender,Male,225,177,97,42,78%,43%,18%
20,SAN ANTONIO,247,WILSON,2013,gender,Female,332,295,217,137,88%,65%,41%
20,SAN ANTONIO,247,WILSON,2013,gender,Male,331,285,171,82,86%,51%,24%
20,SAN ANTONIO,254,ZAVALA,2013,gender,Female,92,84,59,27,91%,64%,29%
20,SAN ANTONIO,254,ZAVALA,2013,gender,Male,81,67,44,17,82%,54%,20%
