Region Code,TEA Region,County Number,County Name,sy_end,demo_cat_type,ethnicity,enrolled_8th,graduated,total_enrolled,total_degrees,graduated_percent,total_enrolled_percent,total_degrees_percent
17,LUBBOCK,40,COCHRAN,2013,ethnicity,White,16,14,13,8,87%,81%,50%
17,LUBBOCK,54,CROSBY,2013,ethnicity,White,11,11,10,6,100%,90%,54%
17,LUBBOCK,58,DAWSON,2013,ethnicity,Hispanic,104,78,47,15,75%,45%,14%
17,LUBBOCK,58,DAWSON,2013,ethnicity,White,32,29,25,17,90%,78%,53%
17,LUBBOCK,63,DICKENS,2013,ethnicity,White,12,11,8,5,91%,66%,41%
17,LUBBOCK,77,FLOYD,2013,ethnicity,Hispanic,47,44,24,9,93%,51%,19%
17,LUBBOCK,77,FLOYD,2013,ethnicity,White,21,19,19,15,90%,90%,71%
17,LUBBOCK,83,GAINES,2013,ethnicity,Hispanic,120,101,32,17,84%,26%,14%
17,LUBBOCK,83,GAINES,2013,ethnicity,White,101,77,45,27,76%,44%,26%
17,LUBBOCK,85,GARZA,2013,ethnicity,Hispanic,31,28,14,6,90%,45%,19%
17,LUBBOCK,85,GARZA,2013,ethnicity,White,18,12,10,5,66%,55%,27%
17,LUBBOCK,95,HALE,2013,ethnicity,African American,23,22,14,5,95%,60%,21%
17,LUBBOCK,95,HALE,2013,ethnicity,Hispanic,390,329,195,76,84%,50%,19%
17,LUBBOCK,95,HALE,2013,ethnicity,White,115,101,75,46,87%,65%,40%
17,LUBBOCK,110,HOCKLEY,2013,ethnicity,Hispanic,172,128,91,43,74%,52%,25%
17,LUBBOCK,110,HOCKLEY,2013,ethnicity,White,108,89,69,41,82%,63%,37%
17,LUBBOCK,140,LAMB,2013,ethnicity,Hispanic,83,67,32,14,80%,38%,16%
17,LUBBOCK,140,LAMB,2013,ethnicity,White,34,28,26,16,82%,76%,47%
17,LUBBOCK,152,LUBBOCK,2013,ethnicity,African American,286,210,117,27,73%,40%,9%
17,LUBBOCK,152,LUBBOCK,2013,ethnicity,Hispanic,1646,1302,659,244,79%,40%,14%
17,LUBBOCK,152,LUBBOCK,2013,ethnicity,Others,119,100,78,51,84%,65%,42%
17,LUBBOCK,152,LUBBOCK,2013,ethnicity,White,1248,1048,798,437,83%,63%,35%
17,LUBBOCK,153,LYNN,2013,ethnicity,White,24,22,17,15,91%,70%,62%
17,LUBBOCK,223,TERRY,2013,ethnicity,Hispanic,108,92,39,14,85%,36%,12%
17,LUBBOCK,223,TERRY,2013,ethnicity,White,21,17,10,6,80%,47%,28%
17,LUBBOCK,251,YOAKUM,2013,ethnicity,Hispanic,119,107,60,30,89%,50%,25%
17,LUBBOCK,251,YOAKUM,2013,ethnicity,White,36,33,27,22,91%,75%,61%
18,MIDLAND,2,ANDREWS,2013,ethnicity,Hispanic,156,133,58,26,85%,37%,16%
18,MIDLAND,2,ANDREWS,2013,ethnicity,White,71,59,39,18,83%,54%,25%
18,MIDLAND,22,BREWSTER,2013,ethnicity,Hispanic,47,41,26,13,87%,55%,27%
18,MIDLAND,22,BREWSTER,2013,ethnicity,White,26,15,15,6,57%,57%,23%
18,MIDLAND,52,CRANE,2013,ethnicity,Hispanic,56,47,23,8,83%,41%,14%
18,MIDLAND,52,CRANE,2013,ethnicity,White,24,18,13,6,75%,54%,25%
18,MIDLAND,55,CULBERSON,2013,ethnicity,Hispanic,21,19,11,6,90%,52%,28%
18,MIDLAND,68,ECTOR,2013,ethnicity,African American,103,68,40,12,66%,38%,11%
18,MIDLAND,68,ECTOR,2013,ethnicity,Hispanic,1511,1095,672,252,72%,44%,16%
18,MIDLAND,68,ECTOR,2013,ethnicity,Others,64,45,27,17,70%,42%,26%
18,MIDLAND,68,ECTOR,2013,ethnicity,White,528,362,251,111,68%,47%,21%
18,MIDLAND,114,HOWARD,2013,ethnicity,Hispanic,211,155,79,31,73%,37%,14%
18,MIDLAND,114,HOWARD,2013,ethnicity,White,174,121,71,43,69%,40%,24%
18,MIDLAND,156,MARTIN,2013,ethnicity,Hispanic,44,33,16,8,75%,36%,18%
18,MIDLAND,156,MARTIN,2013,ethnicity,White,21,17,14,7,80%,66%,33%
18,MIDLAND,165,MIDLAND,2013,ethnicity,African American,153,110,66,11,71%,43%,7%
18,MIDLAND,165,MIDLAND,2013,ethnicity,Hispanic,1019,774,458,152,75%,44%,14%
18,MIDLAND,165,MIDLAND,2013,ethnicity,Others,44,34,25,13,77%,56%,29%
18,MIDLAND,165,MIDLAND,2013,ethnicity,White,586,458,329,177,78%,56%,30%
18,MIDLAND,186,PECOS,2013,ethnicity,Hispanic,162,140,60,27,86%,37%,16%
18,MIDLAND,186,PECOS,2013,ethnicity,White,18,16,11,9,88%,61%,50%
18,MIDLAND,189,PRESIDIO,2013,ethnicity,Hispanic,113,91,66,34,80%,58%,30%
18,MIDLAND,195,REEVES,2013,ethnicity,Hispanic,172,138,58,21,80%,33%,12%
18,MIDLAND,238,WARD,2013,ethnicity,Hispanic,69,57,33,8,82%,47%,11%
18,MIDLAND,238,WARD,2013,ethnicity,White,56,45,29,15,80%,51%,26%
18,MIDLAND,248,WINKLER,2013,ethnicity,Hispanic,71,58,33,13,81%,46%,18%
19,EL PASO,71,El Paso&Hudsp,2013,ethnicity,African American,286,187,129,52,65%,45%,18%
19,EL PASO,71,El Paso&Hudsp,2013,ethnicity,Hispanic,12022,9903,6879,2733,82%,57%,22%
19,EL PASO,71,El Paso&Hudsp,2013,ethnicity,Others,104,71,43,26,68%,41%,25%
19,EL PASO,71,El Paso&Hudsp,2013,ethnicity,White,699,438,296,149,62%,42%,21%
19,EL PASO,115,El Paso&Hudsp,2013,ethnicity,Hispanic,34,27,14,6,79%,41%,17%
20,SAN ANTONIO,7,ATASCOSA,2013,ethnicity,Hispanic,439,349,178,69,79%,40%,15%
20,SAN ANTONIO,7,ATASCOSA,2013,ethnicity,White,164,140,93,44,85%,56%,26%
20,SAN ANTONIO,10,BANDERA,2013,ethnicity,Hispanic,59,54,31,12,91%,52%,20%
20,SAN ANTONIO,10,BANDERA,2013,ethnicity,White,136,107,74,38,78%,54%,27%
20,SAN ANTONIO,15,BEXAR,2013,ethnicity,African American,1612,1216,754,283,75%,46%,17%
20,SAN ANTONIO,15,BEXAR,2013,ethnicity,Hispanic,17557,13632,8445,3585,77%,48%,20%
20,SAN ANTONIO,15,BEXAR,2013,ethnicity,Others,839,682,507,329,81%,60%,39%
20,SAN ANTONIO,15,BEXAR,2013,ethnicity,White,3939,3187,2326,1413,80%,59%,35%
20,SAN ANTONIO,64,DIMMIT,2013,ethnicity,Hispanic,149,103,71,36,69%,47%,24%
20,SAN ANTONIO,82,FRIO,2013,ethnicity,Hispanic,203,160,66,28,78%,32%,13%
20,SAN ANTONIO,94,GUADALUPE,2013,ethnicity,African American,148,124,89,49,83%,60%,33%
20,SAN ANTONIO,94,GUADALUPE,2013,ethnicity,Hispanic,409,346,214,103,84%,52%,25%
20,SAN ANTONIO,94,GUADALUPE,2013,ethnicity,Others,89,70,57,31,78%,64%,34%
20,SAN ANTONIO,94,GUADALUPE,2013,ethnicity,White,498,405,270,165,81%,54%,33%
20,SAN ANTONIO,128,KARNES,2013,ethnicity,White,30,28,26,15,93%,86%,50%
20,SAN ANTONIO,130,KENDALL,2013,ethnicity,Hispanic,152,129,80,47,84%,52%,30%
20,SAN ANTONIO,130,KENDALL,2013,ethnicity,Others,21,16,11,8,76%,52%,38%
20,SAN ANTONIO,130,KENDALL,2013,ethnicity,White,428,382,286,197,89%,66%,46%
20,SAN ANTONIO,133,KERR,2013,ethnicity,Hispanic,198,172,66,32,86%,33%,16%
20,SAN ANTONIO,133,KERR,2013,ethnicity,White,220,186,132,82,84%,60%,37%
20,SAN ANTONIO,136,KINNEY,2013,ethnicity,Hispanic,46,42,31,16,91%,67%,34%
20,SAN ANTONIO,142,LA SALLE,2013,ethnicity,Hispanic,78,65,35,13,83%,44%,16%
20,SAN ANTONIO,159,MAVERICK,2013,ethnicity,Hispanic,1135,950,693,367,83%,61%,32%
20,SAN ANTONIO,163,MEDINA,2013,ethnicity,Hispanic,433,340,172,90,78%,39%,20%
20,SAN ANTONIO,163,MEDINA,2013,ethnicity,White,215,178,138,83,82%,64%,38%
20,SAN ANTONIO,232,UVALDE,2013,ethnicity,Hispanic,354,279,182,102,78%,51%,28%
20,SAN ANTONIO,232,UVALDE,2013,ethnicity,White,73,60,46,27,82%,63%,36%
20,SAN ANTONIO,247,WILSON,2013,ethnicity,Hispanic,337,293,188,92,86%,55%,27%
20,SAN ANTONIO,247,WILSON,2013,ethnicity,White,312,273,190,118,87%,60%,37%
20,SAN ANTONIO,254,ZAVALA,2013,ethnicity,Hispanic,187,163,112,47,87%,59%,25%
