CAMPUS,CAMPNAME,DISTRICT,DISTNAME,REGION,REGNNAME,COUNTY,CNTYNAME,GRDTYPE,GRDSPAN,PAIRCAMP,PAIRNAME,CFLALTED,CFLCHART
"'196901001","AUSTWELL-TIVOLI H S","'196901","AUSTWELL-TIVOLI ISD","'03","REGION 03: VICTORIA","'196","REFUGIO","S","'07 - 12"," "," ","N","N"
"'196901102","AUSTWELL-TIVOLI EL","'196901","AUSTWELL-TIVOLI ISD","'03","REGION 03: VICTORIA","'196","REFUGIO","E","'PK - 06"," "," ","N","N"
"'196902001","WOODSBORO H S","'196902","WOODSBORO ISD","'03","REGION 03: VICTORIA","'196","REFUGIO","B","'06 - 12"," "," ","N","N"
"'196902102","WOODSBORO EL","'196902","WOODSBORO ISD","'03","REGION 03: VICTORIA","'196","REFUGIO","E","'EE - 05"," "," ","N","N"
"'196903001","REFUGIO H S","'196903","REFUGIO ISD","'03","REGION 03: VICTORIA","'196","REFUGIO","S","'09 - 12"," "," ","N","N"
"'196903042","REFUGIO J H","'196903","REFUGIO ISD","'03","REGION 03: VICTORIA","'196","REFUGIO","M","'06 - 08"," "," ","N","N"
"'196903103","REFUGIO EL","'196903","REFUGIO ISD","'03","REGION 03: VICTORIA","'196","REFUGIO","E","'EE - 05"," "," ","N","N"
"'197902001","MIAMI SCHOOL","'197902","MIAMI ISD","'16","REGION 16: AMARILLO","'197","ROBERTS","B","'PK - 12"," "," ","N","N"
"'198901001","BREMOND H S","'198901","BREMOND ISD","'06","REGION 06: HUNTSVILLE","'198","ROBERTSON","S","'09 - 12"," "," ","N","N"
"'198901041","BREMOND MIDDLE","'198901","BREMOND ISD","'06","REGION 06: HUNTSVILLE","'198","ROBERTSON","M","'06 - 08"," "," ","N","N"
"'198901101","BREMOND EL","'198901","BREMOND ISD","'06","REGION 06: HUNTSVILLE","'198","ROBERTSON","E","'EE - 05"," "," ","N","N"
"'198902101","CALVERT SCHOOL","'198902","CALVERT ISD","'06","REGION 06: HUNTSVILLE","'198","ROBERTSON","B","'EE - 12"," "," ","N","N"
"'198903001","FRANKLIN H S","'198903","FRANKLIN ISD","'06","REGION 06: HUNTSVILLE","'198","ROBERTSON","S","'09 - 12"," "," ","N","N"
"'198903041","FRANKLIN MIDDLE","'198903","FRANKLIN ISD","'06","REGION 06: HUNTSVILLE","'198","ROBERTSON","M","'05 - 08"," "," ","N","N"
"'198903101","ROLAND REYNOLDS EL","'198903","FRANKLIN ISD","'06","REGION 06: HUNTSVILLE","'198","ROBERTSON","E","'EE - 04"," "," ","N","N"
"'198905002","HEARNE JH/HS","'198905","HEARNE ISD","'06","REGION 06: HUNTSVILLE","'198","ROBERTSON","S","'07 - 12"," "," ","N","N"
"'198905104","HEARNE EL","'198905","HEARNE ISD","'06","REGION 06: HUNTSVILLE","'198","ROBERTSON","E","'PK - 06"," "," ","N","N"
"'198906001","MUMFORD H S","'198906","MUMFORD ISD","'06","REGION 06: HUNTSVILLE","'198","ROBERTSON","S","'07 - 12"," "," ","N","N"
"'198906101","MUMFORD EL","'198906","MUMFORD ISD","'06","REGION 06: HUNTSVILLE","'198","ROBERTSON","E","'PK - 06"," "," ","N","N"
"'199901001","ROCKWALL H S","'199901","ROCKWALL ISD","'10","REGION 10: RICHARDSON","'199","ROCKWALL","S","'09 - 12"," "," ","N","N"
"'199901002","ROCKWALL QUEST ACADEMY","'199901","ROCKWALL ISD","'10","REGION 10: RICHARDSON","'199","ROCKWALL","S","'11 - 12"," "," ","Y","N"
"'199901004","ROCKWALL-HEATH H S","'199901","ROCKWALL ISD","'10","REGION 10: RICHARDSON","'199","ROCKWALL","S","'09 - 12"," "," ","N","N"
"'199901042","J W WILLIAMS MIDDLE","'199901","ROCKWALL ISD","'10","REGION 10: RICHARDSON","'199","ROCKWALL","M","'07 - 08"," "," ","N","N"
"'199901043","MAURINE CAIN MIDDLE","'199901","ROCKWALL ISD","'10","REGION 10: RICHARDSON","'199","ROCKWALL","M","'07 - 08"," "," ","N","N"
"'199901044","HERMAN E UTLEY MIDDLE","'199901","ROCKWALL ISD","'10","REGION 10: RICHARDSON","'199","ROCKWALL","M","'07 - 08"," "," ","N","N"
"'199901101","VIRGINIA REINHARDT EL","'199901","ROCKWALL ISD","'10","REGION 10: RICHARDSON","'199","ROCKWALL","E","'PK - 06"," "," ","N","N"
"'199901102","HOWARD DOBBS EL","'199901","ROCKWALL ISD","'10","REGION 10: RICHARDSON","'199","ROCKWALL","E","'PK - 06"," "," ","N","N"
"'199901103","AMANDA ROCHELL EL","'199901","ROCKWALL ISD","'10","REGION 10: RICHARDSON","'199","ROCKWALL","E","'PK - 06"," "," ","N","N"
"'199901105","DORIS CULLINS-LAKE POINTE EL","'199901","ROCKWALL ISD","'10","REGION 10: RICHARDSON","'199","ROCKWALL","E","'PK - 06"," "," ","N","N"
"'199901106","AMY PARKS-HEATH EL","'199901","ROCKWALL ISD","'10","REGION 10: RICHARDSON","'199","ROCKWALL","E","'PK - 06"," "," ","N","N"
"'199901107","NEBBIE WILLIAMS EL","'199901","ROCKWALL ISD","'10","REGION 10: RICHARDSON","'199","ROCKWALL","E","'EE - 06"," "," ","N","N"
"'199901108","DOROTHY SMITH PULLEN EL","'199901","ROCKWALL ISD","'10","REGION 10: RICHARDSON","'199","ROCKWALL","E","'EE - 06"," "," ","N","N"
"'199901109","DORRIS A JONES EL","'199901","ROCKWALL ISD","'10","REGION 10: RICHARDSON","'199","ROCKWALL","E","'PK - 06"," "," ","N","N"
"'199901110","GRACE HARTMAN EL","'199901","ROCKWALL ISD","'10","REGION 10: RICHARDSON","'199","ROCKWALL","E","'PK - 06"," "," ","N","N"
"'199901111","OUIDA SPRINGER","'199901","ROCKWALL ISD","'10","REGION 10: RICHARDSON","'199","ROCKWALL","E","'PK - 06"," "," ","N","N"
"'199901112","CELIA HAYS EL","'199901","ROCKWALL ISD","'10","REGION 10: RICHARDSON","'199","ROCKWALL","E","'EE - 06"," "," ","N","N"
"'199901113","SHARON SHANNON EL","'199901","ROCKWALL ISD","'10","REGION 10: RICHARDSON","'199","ROCKWALL","E","'EE - 06"," "," ","N","N"
"'199901114","BILLIE STEVENSON EL","'199901","ROCKWALL ISD","'10","REGION 10: RICHARDSON","'199","ROCKWALL","E","'EE - 06"," "," ","N","N"
"'199901115","LINDA LYON EL","'199901","ROCKWALL ISD","'10","REGION 10: RICHARDSON","'199","ROCKWALL","E","'KG - 06"," "," ","N","N"
"'199901116","SHERRY AND PAUL HAMM EL","'199901","ROCKWALL ISD","'10","REGION 10: RICHARDSON","'199","ROCKWALL","E","'EE - 06"," "," ","N","N"
"'199901117","LUPE GARCIA EL","'199901","ROCKWALL ISD","'10","REGION 10: RICHARDSON","'199","ROCKWALL","E","'EE - 06"," "," ","N","N"
"'199902002","ROYSE CITY H S","'199902","ROYSE CITY ISD","'10","REGION 10: RICHARDSON","'199","ROCKWALL","S","'09 - 12"," "," ","N","N"
"'199902010","COLLIN COUNTY JJAEP","'199902","ROYSE CITY ISD","'10","REGION 10: RICHARDSON","'199","ROCKWALL","M","'06 - 06"," "," ","N","N"
"'199902041","OUIDA BALEY MIDDLE","'199902","ROYSE CITY ISD","'10","REGION 10: RICHARDSON","'199","ROCKWALL","M","'06 - 08"," "," ","N","N"
"'199902044","BOBBY SUMMERS MIDDLE","'199902","ROYSE CITY ISD","'10","REGION 10: RICHARDSON","'199","ROCKWALL","M","'06 - 08"," "," ","N","N"
"'199902102","DAVIS EL","'199902","ROYSE CITY ISD","'10","REGION 10: RICHARDSON","'199","ROCKWALL","E","'KG - 05"," "," ","N","N"
"'199902104","ANITA SCOTT EL","'199902","ROYSE CITY ISD","'10","REGION 10: RICHARDSON","'199","ROCKWALL","E","'KG - 05"," "," ","N","N"
"'199902105","W R (BILL) FORT EL","'199902","ROYSE CITY ISD","'10","REGION 10: RICHARDSON","'199","ROCKWALL","E","'KG - 05"," "," ","N","N"
"'199902106","MISS MAY VERNON EL","'199902","ROYSE CITY ISD","'10","REGION 10: RICHARDSON","'199","ROCKWALL","E","'KG - 05"," "," ","N","N"
"'199902107","RUTH CHERRY EL","'199902","ROYSE CITY ISD","'10","REGION 10: RICHARDSON","'199","ROCKWALL","E","'KG - 05"," "," ","N","N"
"'199902108","HARRY HERNDON EL","'199902","ROYSE CITY ISD","'10","REGION 10: RICHARDSON","'199","ROCKWALL","E","'KG - 05"," "," ","N","N"
"'199902109","GLENDA ARNOLD EARLY CHILDHOOD LEARNING CENTER","'199902","ROYSE CITY ISD","'10","REGION 10: RICHARDSON","'199","ROCKWALL","E","'EE - PK","'199902000","ROYSE CITY ISD","N","N"
"'200901001","BALLINGER H S","'200901","BALLINGER ISD","'15","REGION 15: SAN ANGELO","'200","RUNNELS","S","'09 - 12"," "," ","N","N"
"'200901003","FAIRVIEW ACCELERATED","'200901","BALLINGER ISD","'15","REGION 15: SAN ANGELO","'200","RUNNELS","S","'09 - 09"," "," ","Y","N"
"'200901005","FAIRVIEW ACCELERATED (DAEP)","'200901","BALLINGER ISD","'15","REGION 15: SAN ANGELO","'200","RUNNELS","S","'08 - 10"," "," ","N","N"
"'200901041","BALLINGER J H","'200901","BALLINGER ISD","'15","REGION 15: SAN ANGELO","'200","RUNNELS","M","'06 - 08"," "," ","N","N"
"'200901101","BALLINGER EL","'200901","BALLINGER ISD","'15","REGION 15: SAN ANGELO","'200","RUNNELS","E","'PK - 05"," "," ","N","N"
"'200902001","MILES H S","'200902","MILES ISD","'15","REGION 15: SAN ANGELO","'200","RUNNELS","S","'07 - 12"," "," ","N","N"
"'200902002","FAIRVIEW ACCELERATED","'200902","MILES ISD","'15","REGION 15: SAN ANGELO","'200","RUNNELS","S","'09 - 11"," "," ","N","N"
"'200902005","FAIRVIEW DAEP","'200902","MILES ISD","'15","REGION 15: SAN ANGELO","'200","RUNNELS","S","'09 - 11"," "," ","N","N"
"'200902101","MILES EL","'200902","MILES ISD","'15","REGION 15: SAN ANGELO","'200","RUNNELS","E","'EE - 06"," "," ","N","N"
"'200904001","WINTERS H S","'200904","WINTERS ISD","'15","REGION 15: SAN ANGELO","'200","RUNNELS","S","'09 - 12"," "," ","N","N"
"'200904004","WINTERS/FAIRVIEW AEP","'200904","WINTERS ISD","'15","REGION 15: SAN ANGELO","'200","RUNNELS","S","'09 - 10"," "," ","Y","N"
"'200904041","WINTERS J H","'200904","WINTERS ISD","'15","REGION 15: SAN ANGELO","'200","RUNNELS","M","'07 - 08"," "," ","N","N"
"'200904101","WINTERS EL","'200904","WINTERS ISD","'15","REGION 15: SAN ANGELO","'200","RUNNELS","E","'PK - 06"," "," ","N","N"
"'200906101","OLFEN SCHOOL","'200906","OLFEN ISD","'15","REGION 15: SAN ANGELO","'200","RUNNELS","B","'PK - 12"," "," ","N","N"
"'200906102","VERIBEST SPECIAL PROGRAMS","'200906","OLFEN ISD","'15","REGION 15: SAN ANGELO","'200","RUNNELS","E","'PK - PK"," "," ","N","N"
"'200906103","WALL SPECIAL PROGRAMS","'200906","OLFEN ISD","'15","REGION 15: SAN ANGELO","'200","RUNNELS","M","'05 - 07"," "," ","N","N"
"'200906195","FAIRVIEW SPECIAL PROGRAMS","'200906","OLFEN ISD","'15","REGION 15: SAN ANGELO","'200","RUNNELS","M","'08 - 08"," "," ","N","N"
"'201902001","HENDERSON H S","'201902","HENDERSON ISD","'07","REGION 07: KILGORE","'201","RUSK","S","'09 - 12"," "," ","N","N"
"'201902041","HENDERSON MIDDLE","'201902","HENDERSON ISD","'07","REGION 07: KILGORE","'201","RUSK","M","'06 - 08"," "," ","N","N"
"'201902107","MONNIE MEYER WYLIE PRI","'201902","HENDERSON ISD","'07","REGION 07: KILGORE","'201","RUSK","E","'EE - KG","'201902109","WILLIAM E WYLIE EL","N","N"
"'201902108","NORTHSIDE EL","'201902","HENDERSON ISD","'07","REGION 07: KILGORE","'201","RUSK","E","'04 - 05"," "," ","N","N"
"'201902109","WILLIAM E WYLIE EL","'201902","HENDERSON ISD","'07","REGION 07: KILGORE","'201","RUSK","E","'01 - 03"," "," ","N","N"
"'201903001","LANEVILLE SCHOOL","'201903","LANEVILLE ISD","'07","REGION 07: KILGORE","'201","RUSK","B","'PK - 12"," "," ","N","N"
"'201904001","LEVERETTS CHAPEL H S","'201904","LEVERETTS CHAPEL ISD","'07","REGION 07: KILGORE","'201","RUSK","S","'09 - 12"," "," ","N","N"
"'201904041","LEVERETTS CHAPEL J H","'201904","LEVERETTS CHAPEL ISD","'07","REGION 07: KILGORE","'201","RUSK","M","'06 - 08"," "," ","N","N"
"'201904101","LEVERETTS CHAPEL EL","'201904","LEVERETTS CHAPEL ISD","'07","REGION 07: KILGORE","'201","RUSK","E","'PK - 05"," "," ","N","N"
"'201907001","MT ENTERPRISE H S","'201907","MOUNT ENTERPRISE ISD","'07","REGION 07: KILGORE","'201","RUSK","B","'06 - 12"," "," ","N","N"
"'201907101","MT ENTERPRISE EL","'201907","MOUNT ENTERPRISE ISD","'07","REGION 07: KILGORE","'201","RUSK","E","'PK - 05"," "," ","N","N"
"'201908001","OVERTON H S","'201908","OVERTON ISD","'07","REGION 07: KILGORE","'201","RUSK","B","'06 - 12"," "," ","N","N"
"'201908101","OVERTON EL","'201908","OVERTON ISD","'07","REGION 07: KILGORE","'201","RUSK","E","'PK - 05"," "," ","N","N"
"'201910002","TATUM H S","'201910","TATUM ISD","'07","REGION 07: KILGORE","'201","RUSK","S","'09 - 12"," "," ","N","N"
"'201910041","TATUM MIDDLE","'201910","TATUM ISD","'07","REGION 07: KILGORE","'201","RUSK","M","'06 - 08"," "," ","N","N"
"'201910102","TATUM EL","'201910","TATUM ISD","'07","REGION 07: KILGORE","'201","RUSK","E","'03 - 05"," "," ","N","N"
"'201910104","TATUM PRI","'201910","TATUM ISD","'07","REGION 07: KILGORE","'201","RUSK","E","'EE - 02","'201910102","TATUM EL","N","N"
"'201913001","CARLISLE SCHOOL","'201913","CARLISLE ISD","'07","REGION 07: KILGORE","'201","RUSK","B","'PK - 12"," "," ","N","N"
"'201914001","WEST RUSK H S","'201914","WEST RUSK COUNTY CONSOLIDATED ISD","'07","REGION 07: KILGORE","'201","RUSK","S","'09 - 12"," "," ","N","N"
"'201914041","WEST RUSK MIDDLE","'201914","WEST RUSK COUNTY CONSOLIDATED ISD","'07","REGION 07: KILGORE","'201","RUSK","M","'06 - 08"," "," ","N","N"
"'201914104","WEST RUSK INT","'201914","WEST RUSK COUNTY CONSOLIDATED ISD","'07","REGION 07: KILGORE","'201","RUSK","E","'03 - 05"," "," ","N","N"
"'201914105","WEST RUSK EL","'201914","WEST RUSK COUNTY CONSOLIDATED ISD","'07","REGION 07: KILGORE","'201","RUSK","E","'PK - 02","'201914104","WEST RUSK INT","N","N"
"'202903001","HEMPHILL H S","'202903","HEMPHILL ISD","'07","REGION 07: KILGORE","'202","SABINE","S","'09 - 12"," "," ","N","N"
"'202903041","HEMPHILL MIDDLE","'202903","HEMPHILL ISD","'07","REGION 07: KILGORE","'202","SABINE","M","'05 - 08"," "," ","N","N"
"'202903101","HEMPHILL EL","'202903","HEMPHILL ISD","'07","REGION 07: KILGORE","'202","SABINE","E","'PK - 04"," "," ","N","N"
"'202905002","WEST SABINE H S","'202905","WEST SABINE ISD","'07","REGION 07: KILGORE","'202","SABINE","B","'06 - 12"," "," ","N","N"
"'202905102","WEST SABINE EL","'202905","WEST SABINE ISD","'07","REGION 07: KILGORE","'202","SABINE","E","'PK - 05"," "," ","N","N"
"'203901002","SAN AUGUSTINE H S","'203901","SAN AUGUSTINE ISD","'07","REGION 07: KILGORE","'203","SAN AUGUSTINE","B","'06 - 12"," "," ","N","N"
"'203901102","SAN AUGUSTINE EL","'203901","SAN AUGUSTINE ISD","'07","REGION 07: KILGORE","'203","SAN AUGUSTINE","E","'PK - 05"," "," ","N","N"
"'203902001","BROADDUS H S","'203902","BROADDUS ISD","'07","REGION 07: KILGORE","'203","SAN AUGUSTINE","B","'PK - 12"," "," ","N","N"
"'204901001","COLDSPRING-OAKHURST H S","'204901","COLDSPRING-OAKHURST CISD","'06","REGION 06: HUNTSVILLE","'204","SAN JACINTO","S","'09 - 12"," "," ","N","N"
"'204901041","LINCOLN J H","'204901","COLDSPRING-OAKHURST CISD","'06","REGION 06: HUNTSVILLE","'204","SAN JACINTO","M","'06 - 08"," "," ","N","N"
"'204901102","STREET EL","'204901","COLDSPRING-OAKHURST CISD","'06","REGION 06: HUNTSVILLE","'204","SAN JACINTO","E","'PK - 02","'204901103","COLDSPRING INT","N","N"
"'204901103","COLDSPRING INT","'204901","COLDSPRING-OAKHURST CISD","'06","REGION 06: HUNTSVILLE","'204","SAN JACINTO","E","'03 - 05"," "," ","N","N"
"'204904001","SHEPHERD H S","'204904","SHEPHERD ISD","'06","REGION 06: HUNTSVILLE","'204","SAN JACINTO","S","'09 - 12"," "," ","N","N"
"'204904041","SHEPHERD MIDDLE","'204904","SHEPHERD ISD","'06","REGION 06: HUNTSVILLE","'204","SAN JACINTO","M","'06 - 08"," "," ","N","N"
"'204904101","SHEPHERD PRI","'204904","SHEPHERD ISD","'06","REGION 06: HUNTSVILLE","'204","SAN JACINTO","E","'EE - 02","'204904102","SHEPHERD INT","N","N"
"'204904102","SHEPHERD INT","'204904","SHEPHERD ISD","'06","REGION 06: HUNTSVILLE","'204","SAN JACINTO","E","'03 - 05"," "," ","N","N"
"'205901001","ARANSAS PASS H S","'205901","ARANSAS PASS ISD","'02","REGION 02: CORPUS CHRISTI","'205","SAN PATRICIO","S","'09 - 12"," "," ","N","N"
"'205901041","A C BLUNT MIDDLE","'205901","ARANSAS PASS ISD","'02","REGION 02: CORPUS CHRISTI","'205","SAN PATRICIO","M","'06 - 08"," "," ","N","N"
"'205901101","H T FAULK EL","'205901","ARANSAS PASS ISD","'02","REGION 02: CORPUS CHRISTI","'205","SAN PATRICIO","E","'PK - 02","'205901104","CHARLIE MARSHALL EL","N","N"
"'205901104","CHARLIE MARSHALL EL","'205901","ARANSAS PASS ISD","'02","REGION 02: CORPUS CHRISTI","'205","SAN PATRICIO","E","'03 - 05"," "," ","N","N"
"'205902001","GREGORY-PORTLAND H S","'205902","GREGORY-PORTLAND ISD","'02","REGION 02: CORPUS CHRISTI","'205","SAN PATRICIO","S","'09 - 12"," "," ","N","N"
"'205902041","GREGORY-PORTLAND MIDDLE","'205902","GREGORY-PORTLAND ISD","'02","REGION 02: CORPUS CHRISTI","'205","SAN PATRICIO","M","'06 - 08"," "," ","N","N"
"'205902101","AUSTIN EL","'205902","GREGORY-PORTLAND ISD","'02","REGION 02: CORPUS CHRISTI","'205","SAN PATRICIO","E","'EE - 05"," "," ","N","N"
"'205902102","CLARK EL","'205902","GREGORY-PORTLAND ISD","'02","REGION 02: CORPUS CHRISTI","'205","SAN PATRICIO","E","'PK - 05"," "," ","N","N"
"'205902103","EAST CLIFF EL","'205902","GREGORY-PORTLAND ISD","'02","REGION 02: CORPUS CHRISTI","'205","SAN PATRICIO","E","'EE - 05"," "," ","N","N"
"'205902104","ANDREWS EL","'205902","GREGORY-PORTLAND ISD","'02","REGION 02: CORPUS CHRISTI","'205","SAN PATRICIO","E","'EE - 05"," "," ","N","N"
"'205903001","INGLESIDE H S","'205903","INGLESIDE ISD","'02","REGION 02: CORPUS CHRISTI","'205","SAN PATRICIO","S","'09 - 12"," "," ","N","N"
"'205903043","LEON TAYLOR MIDDLE","'205903","INGLESIDE ISD","'02","REGION 02: CORPUS CHRISTI","'205","SAN PATRICIO","M","'06 - 08"," "," ","N","N"
"'205903102","INGLESIDE PRI","'205903","INGLESIDE ISD","'02","REGION 02: CORPUS CHRISTI","'205","SAN PATRICIO","E","'EE - 02","'205903104","GILBERT J MIRCOVICH EL","N","N"
"'205903104","GILBERT J MIRCOVICH EL","'205903","INGLESIDE ISD","'02","REGION 02: CORPUS CHRISTI","'205","SAN PATRICIO","E","'03 - 05"," "," ","N","N"
"'205904001","MATHIS H S","'205904","MATHIS ISD","'02","REGION 02: CORPUS CHRISTI","'205","SAN PATRICIO","S","'09 - 12"," "," ","N","N"
"'205904041","MATHIS MIDDLE","'205904","MATHIS ISD","'02","REGION 02: CORPUS CHRISTI","'205","SAN PATRICIO","M","'06 - 08"," "," ","N","N"
"'205904101","MATHIS EL","'205904","MATHIS ISD","'02","REGION 02: CORPUS CHRISTI","'205","SAN PATRICIO","E","'PK - 02","'205904102","MATHIS INT","N","N"
"'205904102","MATHIS INT","'205904","MATHIS ISD","'02","REGION 02: CORPUS CHRISTI","'205","SAN PATRICIO","E","'03 - 05"," "," ","N","N"
"'205905001","ODEM H S","'205905","ODEM-EDROY ISD","'02","REGION 02: CORPUS CHRISTI","'205","SAN PATRICIO","S","'09 - 12"," "," ","N","N"
"'205905041","ODEM J H","'205905","ODEM-EDROY ISD","'02","REGION 02: CORPUS CHRISTI","'205","SAN PATRICIO","M","'06 - 08"," "," ","N","N"
"'205905101","ODEM INT","'205905","ODEM-EDROY ISD","'02","REGION 02: CORPUS CHRISTI","'205","SAN PATRICIO","E","'03 - 05"," "," ","N","N"
"'205905103","ODEM EL","'205905","ODEM-EDROY ISD","'02","REGION 02: CORPUS CHRISTI","'205","SAN PATRICIO","E","'EE - 02","'205905101","ODEM INT","N","N"
"'205906001","SINTON H S","'205906","SINTON ISD","'02","REGION 02: CORPUS CHRISTI","'205","SAN PATRICIO","S","'09 - 12"," "," ","N","N"
"'205906002","JUVENILE DETENTION CTR","'205906","SINTON ISD","'02","REGION 02: CORPUS CHRISTI","'205","SAN PATRICIO","S","'08 - 12"," "," ","Y","N"
"'205906041","E MERLE SMITH MIDDLE","'205906","SINTON ISD","'02","REGION 02: CORPUS CHRISTI","'205","SAN PATRICIO","M","'06 - 08"," "," ","N","N"
"'205906103","WELDER EL","'205906","SINTON ISD","'02","REGION 02: CORPUS CHRISTI","'205","SAN PATRICIO","E","'EE - 02","'205906105","SINTON EL","N","N"
"'205906105","SINTON EL","'205906","SINTON ISD","'02","REGION 02: CORPUS CHRISTI","'205","SAN PATRICIO","E","'03 - 05"," "," ","N","N"
"'205907001","TAFT H S","'205907","TAFT ISD","'02","REGION 02: CORPUS CHRISTI","'205","SAN PATRICIO","S","'09 - 12"," "," ","N","N"
"'205907041","RICARDO L TREVINO J H","'205907","TAFT ISD","'02","REGION 02: CORPUS CHRISTI","'205","SAN PATRICIO","M","'06 - 08"," "," ","N","N"
"'205907101","WOODROE PETTY EL","'205907","TAFT ISD","'02","REGION 02: CORPUS CHRISTI","'205","SAN PATRICIO","E","'EE - 05"," "," ","N","N"
"'206901001","SAN SABA H S","'206901","SAN SABA ISD","'15","REGION 15: SAN ANGELO","'206","SAN SABA","S","'09 - 12"," "," ","N","N"
"'206901041","SAN SABA MIDDLE","'206901","SAN SABA ISD","'15","REGION 15: SAN ANGELO","'206","SAN SABA","M","'05 - 08"," "," ","N","N"
"'206901101","SAN SABA EL","'206901","SAN SABA ISD","'15","REGION 15: SAN ANGELO","'206","SAN SABA","E","'PK - 04"," "," ","N","N"
"'206902001","RICHLAND SPRINGS SCHOOL","'206902","RICHLAND SPRINGS ISD","'15","REGION 15: SAN ANGELO","'206","SAN SABA","B","'EE - 12"," "," ","N","N"
"'206903001","CHEROKEE SCHOOL","'206903","CHEROKEE ISD","'15","REGION 15: SAN ANGELO","'206","SAN SABA","B","'PK - 12"," "," ","N","N"
"'207901001","ELDORADO H S","'207901","SCHLEICHER ISD","'15","REGION 15: SAN ANGELO","'207","SCHLEICHER","S","'09 - 12"," "," ","N","N"
"'207901041","ELDORADO MIDDLE","'207901","SCHLEICHER ISD","'15","REGION 15: SAN ANGELO","'207","SCHLEICHER","M","'05 - 08"," "," ","N","N"
"'207901101","ELDORADO EL","'207901","SCHLEICHER ISD","'15","REGION 15: SAN ANGELO","'207","SCHLEICHER","E","'PK - 04"," "," ","N","N"
"'208901001","HERMLEIGH SCHOOL","'208901","HERMLEIGH ISD","'14","REGION 14: ABILENE","'208","SCURRY","B","'PK - 12"," "," ","N","N"
"'208902001","SNYDER H S","'208902","SNYDER ISD","'14","REGION 14: ABILENE","'208","SCURRY","S","'09 - 12"," "," ","N","N"
"'208902043","SNYDER J H","'208902","SNYDER ISD","'14","REGION 14: ABILENE","'208","SCURRY","M","'06 - 08"," "," ","N","N"
"'208902109","SNYDER PRI","'208902","SNYDER ISD","'14","REGION 14: ABILENE","'208","SCURRY","E","'EE - 03"," "," ","N","N"
"'208902110","SNYDER INT","'208902","SNYDER ISD","'14","REGION 14: ABILENE","'208","SCURRY","E","'04 - 05"," "," ","N","N"
"'208903001","IRA SCHOOL","'208903","IRA ISD","'14","REGION 14: ABILENE","'208","SCURRY","B","'KG - 12"," "," ","N","N"
"'209901001","ALBANY JR-SR H S","'209901","ALBANY ISD","'14","REGION 14: ABILENE","'209","SHACKELFORD","S","'07 - 12"," "," ","N","N"
"'209901101","NANCY SMITH EL","'209901","ALBANY ISD","'14","REGION 14: ABILENE","'209","SHACKELFORD","E","'EE - 06"," "," ","N","N"
"'209902001","MORAN SCHOOL","'209902","MORAN ISD","'14","REGION 14: ABILENE","'209","SHACKELFORD","B","'PK - 12"," "," ","N","N"
"'210901001","CENTER H S","'210901","CENTER ISD","'07","REGION 07: KILGORE","'210","SHELBY","S","'09 - 12"," "," ","N","N"
"'210901002","ROUGHRIDER ACADEMY","'210901","CENTER ISD","'07","REGION 07: KILGORE","'210","SHELBY","S","'09 - 12"," "," ","Y","N"
"'210901041","CENTER MIDDLE","'210901","CENTER ISD","'07","REGION 07: KILGORE","'210","SHELBY","M","'06 - 08"," "," ","N","N"
"'210901101","CENTER EL","'210901","CENTER ISD","'07","REGION 07: KILGORE","'210","SHELBY","E","'03 - 05"," "," ","N","N"
"'210901104","F L MOFFETT PRI","'210901","CENTER ISD","'07","REGION 07: KILGORE","'210","SHELBY","E","'PK - 02","'210901101","CENTER EL","N","N"
"'210902001","JOAQUIN SCHOOLS","'210902","JOAQUIN ISD","'07","REGION 07: KILGORE","'210","SHELBY","B","'EE - 12"," "," ","N","N"
"'210903002","SHELBYVILLE SCHOOL","'210903","SHELBYVILLE ISD","'07","REGION 07: KILGORE","'210","SHELBY","B","'EE - 12"," "," ","N","N"
"'210904002","TENAHA SCHOOLS","'210904","TENAHA ISD","'07","REGION 07: KILGORE","'210","SHELBY","B","'PK - 12"," "," ","N","N"
"'210905001","TIMPSON SCHOOL","'210905","TIMPSON ISD","'07","REGION 07: KILGORE","'210","SHELBY","B","'PK - 12"," "," ","N","N"
"'210906101","EXCELSIOR EL","'210906","EXCELSIOR ISD","'07","REGION 07: KILGORE","'210","SHELBY","E","'PK - 08"," "," ","N","N"
"'211901101","TEXHOMA EL","'211901","TEXHOMA ISD","'16","REGION 16: AMARILLO","'211","SHERMAN","E","'PK - 04"," "," ","N","N"
"'211902001","STRATFORD H S","'211902","STRATFORD ISD","'16","REGION 16: AMARILLO","'211","SHERMAN","S","'09 - 12"," "," ","N","N"
"'211902041","STRATFORD J H","'211902","STRATFORD ISD","'16","REGION 16: AMARILLO","'211","SHERMAN","M","'05 - 08"," "," ","N","N"
"'211902102","MARY ALLEN EL","'211902","STRATFORD ISD","'16","REGION 16: AMARILLO","'211","SHERMAN","E","'PK - 04"," "," ","N","N"
"'212801001","CUMBERLAND H S","'212801","CUMBERLAND ACADEMY","'07","REGION 07: KILGORE","'212","SMITH","S","'09 - 12"," "," ","N","Y"
"'212801041","CUMBERLAND ACADEMY UPPER EL","'212801","CUMBERLAND ACADEMY","'07","REGION 07: KILGORE","'212","SMITH","E","'03 - 05"," "," ","N","Y"
"'212801042","CUMBERLAND ACADEMY MIDDLE","'212801","CUMBERLAND ACADEMY","'07","REGION 07: KILGORE","'212","SMITH","M","'06 - 08"," "," ","N","Y"
