REGION,RPETALLC,RPETSPEC,RPETLEPC,RPETECOC,RPETNEDC,RPETGIFC,RPETVOCC,RPETBILC,RPETRSKC,RPETDSLC,RPET504C,RPETTT1C,RPETHOMC,RPETIMMC,RPETFOSC,RPETMIGC,RPETMLCC,RPETVHSC,RPETGEEC,RPETGPKC,RPETGKNC,RPETG01C,RPETG02C,RPETG03C,RPETG04C,RPETG05C,RPETG06C,RPETG07C,RPETG08C,RPETG09C,RPETG10C,RPETG11C,RPETG12C,RPETG9XC,RPETHISC,RPETBLAC,RPETWHIC,RPETINDC,RPETASIC,RPETPCIC,RPETTWOC,RPETMALC,RPETFEMC,RAUND19C,RAUND19D,RAUND19R,RPETDISD,RPETDISC,RPETDISP,RPETSIMC,RPETSINC,RPETSPHC,RPETSBHC,RPETSAUC,RPETSNOC,RPETSINP,RPETSPHP,RPETSBHP,RPETSAUP,RPETSNOP,RPERRAKR,RPERRA1R,RPERRA2R,RPERRA3R,RPERRA4R,RPERRA5R,RPERRA6R,RPERRA7R,RPERRA8R,RPERRA9R,RPERSAKR,RPERSA1R,RPERSA2R,RPERSA3R,RPERSA4R,RPERSA5R,RPERSA6R,RPERSA7R,RPERSA8R,RPERSA9R,RPETWHIP,RPETBLAP,RPETHISP,RPETINDP,RPETASIP,RPETPCIP,RPETTWOP,RPETECOP,RPETNEDP,RPETRSKP,RPETLEPP,RPETSPEP,RPETVOCP,RPETBILP,RPETGIFP,RPETDSLP,RPET504P,RPETTT1P,RPETHOMP,RPETIMMP,RPETFOSP,RPETMIGP,RPETMLCP,RPETGEEP,RPETGPKP,RPETGKNP,RPETG01P,RPETG02P,RPETG03P,RPETG04P,RPETG05P,RPETG06P,RPETG07P,RPETG08P,RPETG09P,RPETG10P,RPETG11P,RPETG12P,RPETMALP,RPETFEMP,RPETVHSP,RPNTALLC,RPNTALLP,RPNTGEEC,RPNTGEEP,RPNTGPKC,RPNTGPKP,RPNTGKNC,RPNTGKNP,RPNTG01C,RPNTG01P,RPNTG02C,RPNTG02P,RPNTG03C,RPNTG03P,RPNTG04C,RPNTG04P,RPNTG05C,RPNTG05P,RPNTG06C,RPNTG06P,RPNTG07C,RPNTG07P,RPNTG08C,RPNTG08P,RPNTG09C,RPNTG09P,RPNTG10C,RPNTG10P,RPNTG11C,RPNTG11P,RPNTG12C,RPNTG12P,RPNTBLAC,RPNTBLAP,RPNTHISC,RPNTHISP,RPNTWHIC,RPNTWHIP,RPNTINDC,RPNTINDP,RPNTASIC,RPNTASIP,RPNTPCIC,RPNTPCIP,RPNTTWOC,RPNTTWOP,RPNTFEMC,RPNTFEMP,RPNTMALC,RPNTMALP,RPNTECOC,RPNTECOP,RPNTNEDC,RPNTNEDP,RPNT504C,RPNT504P,RPNTLEPC,RPNTLEPP,RPNTDSLC,RPNTDSLP,RPNTFOSC,RPNTFOSP,RPNTHOMC,RPNTHOMP,RPNTIMMC,RPNTIMMP,RPNTMIGC,RPNTMIGP,RPNTTT1C,RPNTTT1P,RPNTMLCC,RPNTMLCP,RPNTRSKC,RPNTRSKP,RPNTBILC,RPNTBILP,RPNTVHSC,RPNTVHSP,RPNTGIFC,RPNTGIFP,RPNTSPEC,RPNTSPEP,RPNTG9XC,RPCTSOCS,RPCTSOCC,RPCTSCIS,RPCTSCIC,RPCTMATS,RPCTMATC,RPCTG06S,RPCTG06C,RPCTG05S,RPCTG05C,RPCTG04S,RPCTG04C,RPCTG03S,RPCTG03C,RPCTG02S,RPCTG02C,RPCTG01S,RPCTG01C,RPCTGMES,RPCTGMEC,RPCTGKGS,RPCTGKGC,RPCTFLAS,RPCTFLAC,RPCTENGS,RPCTENGC,RPCTSOCA,RPCTSCIA,RPCTMATA,RPCTGMEA,RPCTGKGA,RPCTG06A,RPCTG05A,RPCTG04A,RPCTG03A,RPCTG02A,RPCTG01A,RPCTFLAA,RPCTENGA,RPSTTOFC,RPSUTOFC,RPSSTOFC,RPSCTOFC,RPSETOFC,RPSTTOST,RPSUTOST,RPSSTOST,RPSCTOST,RPST00FC,RPST01FC,RPST06FC,RPST11FC,RPST20FC,RPST00ST,RPST01ST,RPST06ST,RPST11ST,RPST20ST,RPSTNOFC,RPSTBAFC,RPSTMSFC,RPSTPHFC,RPSPCOFC,RPSECOFC,RPSPTOFC,RPSRTOPC,RPSRTOFC,RPSBTOPC,RPSBTOFC,RPSXTOFC,RPSATOFC,RPSOTOFC,RPSTINFC,RPSTPIFC,RPSTASFC,RPSTBLFC,RPSTHIFC,RPSTWHFC,RPSTTWFC,RPSTMAFC,RPSTFEFC,RPSXCOFC,RPSTREFC,RPSTVOFC,RPSTBIFC,RPSTCOFC,RPSTGIFC,RPSTSPFC,RPSTOPFC,RPSTURNN,RPSTURND,RPSTURNR,RPSTFTEC,RPSTTENA,RPSTEXPA,RPSAMIFC,RPSTEXPT,RPSTTENT,RPSPTOFP,RPSTTOFP,RPSUTOFP,RPSSTOFP,RPSCTOFP,RPSETOFP,RPSXTOFP,RPSAMIFP,RPSTNOFP,RPSTBAFP,RPSTMSFP,RPSTPHFP,RPST00FP,RPST01FP,RPST06FP,RPST11FP,RPST20FP,RPSTREFP,RPSTVOFP,RPSTBIFP,RPSTCOFP,RPSTGIFP,RPSTSPFP,RPSTOPFP,RPSTBLFP,RPSTWHFP,RPSTHIFP,RPSTPIFP,RPSTINFP,RPSTASFP,RPSTTWFP,RPSTMAFP,RPSTFEFP,RPSTKIDR,RPST00SA,RPST01SA,RPST06SA,RPST11SA,RPST20SA,RPSTTOSA,RPSUTOSA,RPSSTOSA,RPSCTOSA,RPSHEXPA,RPSHTENA,RPSLEXPA,RPSLTENA,RPSHEXPT,RPSHTENT,RPSLEXPT,RPSLTENT,RPSHFTEC,RPSLFTEC,RPFEIERP,RPSAINHP,RA0GR19N,RA0GM19N,RA0GH19N,RA0GE19N,RA0GA19N,RA0GN19N,RB0GR19N,RH0GR19N,RW0GR19N,RI0GR19N,R30GR19N,R40GR19N,R20GR19N,RE0GR19N,RS0GR19N,RL0GR19N,RR0GR19N,RA0GH19P,RA0GN19P,RA0GE19P,RA0GA19P,RA0GR19R,RB0GR19R,RH0GR19R,RW0GR19R,RI0GR19R,R30GR19R,R40GR19R,R20GR19R,RE0GR19R,RS0GR19R,RL0GR19R,RR0GR19R,RA0GM19P
"01",439044,41449,164530,374043,65001,37349,127683,166984,273074,12080,23722,428949,4953,5328,858,11097,2929,84686,473,31654,29888,30776,30426,30069,29608,31368,33180,33076,32241,35704,32417,29478,28686,126285,425319,2979,7839,171,1898,77,761,223991,215053,605,201285,0.3,451659,6639,1.5,41449,19551,7122,8692,5440,644,47.2,17.2,21,13.1,1.6,1.2,4.3,2.7,1.2,0.4,0.2,0.5,0.7,0.5,8.2,3.7,8.2,3.2,0.9,0.4,0.7,0.6,0.6,0.8,13.2,1.8,0.7,96.9,0,0.4,0,0.2,85.2,14.8,62.2,37.5,9.4,29.1,38,8.5,2.8,5.4,97.7,1.1,1.2,0.2,2.5,0.7,0.1,7.2,6.8,7,6.9,6.8,6.7,7.1,7.6,7.5,7.3,8.1,7.4,6.7,6.5,51,49,67.1,439638,100,878,0.2,31676,7.2,29896,6.8,30784,7,30437,6.9,30071,6.8,29614,6.7,31371,7.1,33183,7.5,33078,7.5,32244,7.3,35715,8.1,32430,7.4,29498,6.7,28763,6.5,2982,0.7,425896,96.9,7851,1.8,173,0,1898,0.4,77,0,761,0.2,215264,49,224374,51,374436,85.2,65202,14.8,23726,5.4,164599,37.4,12083,2.7,858,0.2,4953,1.1,5328,1.2,11151,2.5,429517,97.7,2929,0.7,273208,62.1,167031,38,84708,67,37351,8.5,41865,9.5,126406,180590,9504,182023,9755,185327,10368,23787.8,1182.3,17525.8,836.4,16185.3,825.8,15899.3,818.7,15482,808.9,15786.5,817.6,40658.8,1375.9,17535.5,867.6,80498,4300,231164,14124,19,18.7,17.9,29.6,20.2,20.1,21,19.6,19.4,19.1,19.3,18.7,16.4,28197.7,6067.6,1806.3,678.8,7052.1,1658605012.7,424394303.2,154489633.7,73311045,1457.6,6325.5,5270.9,9926.1,5217.6,73283863.3,334637320.9,295080946.4,595028876.9,360574005.2,559.5,21972.9,5595.8,69.7,21.7,3,36750.4,79,1278,22,467,20782.3,64584.8,3643.9,17.8,43.8,198.8,242.2,25699.9,1953.1,42.2,8226.9,19970.9,41.3,19469,1639.6,3088.2,402.7,937,2242.4,418.8,2651.4,27917.7,9.5,30820.3,10.4,12.6,61231.5,388090.7,319645.7,56.9,43.7,9.4,2.8,1.1,10.9,32.2,94.8,2,77.9,19.8,0.2,5.2,22.4,18.7,35.2,18.5,69,5.8,11,1.4,3.3,8,1.5,0.9,6.9,91.1,0.2,0.1,0.7,0.1,29.2,70.8,15.6,50276,52903,55983,59946,69107,58821,69945,85527,108001,6.8,6.2,6,5.6,4592,4186,7077,6613,675,1188,60.5,58.8,29290,222,150,1301,25289,2328,64,28591,424,10,164,8,29,24246,1993,4265,14244,0.5,7.9,4.4,86.3,100,0.2,97.6,1.4,0,0.6,0,0.1,82.8,6.8,14.6,48.6,0.8
"02",100869,11008,4783,67586,33283,5170,26411,4610,49095,3939,7869,85818,1661,260,345,390,1754,17276,206,4390,7273,7246,7060,7210,7309,7720,7903,7730,7791,8287,7325,6773,6646,29031,75877,2350,19844,163,1258,77,1300,51900,48969,105,48693,0.2,107919,2665,2.5,11008,4440,2560,2455,1404,149,40.3,23.3,22.3,12.8,1.4,1.7,3.4,1.6,0.8,0.4,0.4,0.6,0.5,0.7,7.2,6.7,5.6,2.1,0.4,0.5,0.2,0.3,0.6,1.1,11.1,19.7,2.3,75.2,0.2,1.2,0.1,1.3,67,33,48.7,4.7,10.9,26.2,4.6,5.1,3.9,7.8,85.1,1.6,0.3,0.3,0.4,1.7,0.2,4.4,7.2,7.2,7,7.1,7.2,7.7,7.8,7.7,7.7,8.2,7.3,6.7,6.6,51.5,48.5,59.5,101213,100,456,0.5,4439,4.4,7277,7.2,7251,7.2,7068,7,7211,7.1,7309,7.2,7722,7.6,7905,7.8,7731,7.6,7791,7.7,8288,8.2,7326,7.2,6774,6.7,6665,6.6,2355,2.3,76131,75.2,19929,19.7,163,0.2,1258,1.2,77,0.1,1300,1.3,49085,48.5,52128,51.5,67772,67,33441,33,7872,7.8,4786,4.7,3941,3.9,348,0.3,1661,1.6,260,0.3,390,0.4,86152,85.1,1754,1.7,49118,48.5,4612,4.6,17287,59.5,5170,5.1,11292,11.2,29053,42982,2353,44760,2458,44580,2598,5701.9,297.3,6752.4,337.7,6519.3,345.9,6157.2,330.5,6232.7,323.4,6316.8,344.5,563.8,16.7,6412.3,331.1,17168,917,52269,3302,18.3,18.2,17.2,33.9,19.4,19.2,20,18.8,18.6,19.3,18.3,18.7,15.8,6678.8,1159.2,449.8,218.9,1754.8,362770620,72254617.5,34178022.5,21219056.1,529.4,1617.1,1180.4,2009.2,1342.7,25633207.9,79352492.6,61050985.1,113426953.9,83306980.5,190.2,4773.1,1676.3,39.2,2.5,2,8506.7,27,270,11,98,3802.7,14064.2,8.7,23.8,5,47.7,144.1,3391,3023.4,43.9,1557.6,5121.2,3.7,5158.8,322.7,41,315.3,95,588.4,157.6,1127,6700.9,16.8,7236.5,7.9,12.3,9150.9,88754,57131.3,60.5,47.5,8.2,3.2,1.6,12.5,27,65.1,2.8,71.5,25.1,0.6,7.9,24.2,17.7,30.1,20.1,77.2,4.8,0.6,4.7,1.4,8.8,2.4,2.2,45.3,50.8,0.1,0.4,0.7,0.7,23.3,76.7,15.1,48418,49072,51719,56455,62043,54317,62332,75991,96932,7.1,6,5.3,4.6,1419,1205,1264,1088,201,238,58,62.7,7124,16,6,366,5408,1328,176,5212,1517,22,104,4,89,4148,617,142,3120,0.1,18.6,5.1,75.9,100,2.5,73.2,21.3,0.3,1.5,0.1,1.2,58.2,8.7,2,43.8,0.2
"03",52623,5969,4701,33680,18943,2794,15435,4561,23509,1890,4086,36504,1255,326,109,170,441,9025,158,2464,3733,3797,3668,3667,3868,3926,4192,4132,3926,4209,3784,3607,3492,15092,30765,4064,16219,74,624,18,859,26935,25688,109,25040,0.4,56150,1168,2.1,5969,3030,1097,1172,493,177,50.8,18.4,19.6,8.3,3,2.8,4.2,2.3,1.4,0.7,0.5,0.5,0.4,0.4,8.5,9.2,6.8,2.5,1.2,0,0.2,0.4,0.4,1.4,8.7,30.8,7.7,58.5,0.1,1.2,0,1.6,64,36,44.7,8.9,11.3,29.3,8.7,5.3,3.6,7.8,69.4,2.4,0.6,0.2,0.3,0.8,0.3,4.7,7.1,7.2,7,7,7.4,7.5,8,7.9,7.5,8,7.2,6.9,6.6,51.2,48.8,59.8,52862,100,303,0.6,2471,4.7,3744,7.1,3803,7.2,3674,7,3675,7,3875,7.3,3939,7.5,4200,7.9,4137,7.8,3928,7.4,4211,8,3788,7.2,3609,6.8,3505,6.6,4076,7.7,30881,58.4,16319,30.9,76,0.1,628,1.2,18,0,864,1.6,25747,48.7,27115,51.3,33761,63.9,19101,36.1,4089,7.7,4702,8.9,1891,3.6,109,0.2,1258,2.4,326,0.6,170,0.3,36714,69.5,441,0.8,23534,44.5,4561,8.6,9029,59.7,2794,5.3,6179,11.7,15113,21692,1303,23321,1343,22733,1490,3125.5,167.7,3319,178,3274.3,180.6,3089.2,170.5,3152.9,173.7,3246,171.5,0,0,3312.3,179,8342,526,26452,1835,16.6,17.4,15.3,.,18.5,18.6,18.6,18.1,18.1,18.2,18.9,15.9,14.4,3867.2,575.4,232.5,121.2,1189.9,202030341.5,34801902.2,17721991.7,12120699.9,258.7,951.9,673.5,1107.5,875.7,11279398.9,43873877.6,33108042.3,60678898.5,53090124.2,43.2,3225.5,577,21.6,55.2,6.7,4796.3,46,119,12,32,2219.2,8205.4,14.2,4,0,18.9,162.2,662.9,3000.9,18.4,858.9,3008.4,32.4,2936.8,259.6,45.1,158.4,45.3,314.8,107.2,710.2,3889.7,18.3,4373,7.9,12.9,3029.1,56253.1,34534.6,58.5,47.1,7,2.8,1.5,14.5,27,36.9,1.1,83.4,14.9,0.6,6.7,24.6,17.4,28.6,22.6,75.9,6.7,1.2,4.1,1.2,8.1,2.8,4.2,77.6,17.1,0,0.1,0.5,0.5,22.2,77.8,13.6,43601,46089,49158,54791,60629,52242,60479,76240,100032,6.8,5.6,5.2,4.2,927,765,622,508,137,120,59.4,64.5,3605,3,1,204,2817,580,301,1910,1281,8,48,1,56,2019,301,96,1585,0,16.1,5.7,78.1,100,8.3,53,35.5,0.2,1.3,0,1.6,56,8.3,2.7,44,0.1
"04",1245068,120421,299406,769487,475581,99646,329378,298137,680406,38785,58160,756776,19575,48760,3033,683,6757,169570,4231,54155,85754,89138,88953,90339,92353,96583,96031,96649,93306,101423,90818,85879,79456,357576,644524,228537,250660,5138,87956,1528,26725,637652,607416,925,559800,0.2,1248192,16468,1.3,120421,49899,23312,24984,19874,2352,41.4,19.4,20.7,16.5,2,0.8,3.4,2.1,1.4,0.7,0.4,0.5,0.6,0.4,7.8,3.5,4.7,2.2,0.9,0.4,0.3,0.4,0.5,0.5,12.9,20.1,18.4,51.8,0.4,7.1,0.1,2.1,61.8,38.2,54.6,24,9.7,26.5,23.9,8,3.1,4.7,60.8,1.6,3.9,0.2,0.1,0.5,0.3,4.3,6.9,7.2,7.1,7.3,7.4,7.8,7.7,7.8,7.5,8.1,7.3,6.9,6.4,51.2,48.8,47.4,1248425,100,6132,0.5,54215,4.3,85869,6.9,89195,7.1,89022,7.1,90389,7.2,92407,7.4,96619,7.7,96063,7.7,96686,7.7,93332,7.5,101458,8.1,90873,7.3,85969,6.9,80196,6.4,228979,18.3,646031,51.7,251822,20.2,5159,0.4,88105,7.1,1530,0.1,26799,2.1,608588,48.7,639837,51.3,770858,61.7,477567,38.3,58208,4.7,299668,24,38822,3.1,3042,0.2,19608,1.6,48812,3.9,687,0.1,758559,60.8,6760,0.5,681449,54.6,298333,23.9,169835,47.4,99671,8,122538,9.8,358496,517214,25034,534436,26848,544512,28493,67038.9,3176.3,79047.6,3516.6,72930.6,3598.2,71118.3,3542.1,66473.1,3417.7,67235.3,3437.2,10278.6,412.5,69486.1,3525.9,208821,10106,586868,33269,20.7,19.9,19.1,24.9,19.7,21.1,22.5,20.3,20.1,19.4,19.6,20.7,17.6,77545.1,18049.2,4421.2,1483.7,15411.5,4675376958.8,1272777750.2,385061426.2,173083206.9,5952,23410.2,15559.1,21952.4,10671.3,316819034.6,1319911688.1,924358918.1,1369769062.5,744518255.5,1342,55988.7,19396.2,818.1,29.5,3.5,101499.2,198,2453,102,786,44657.9,161568.6,1423.7,259.1,171.1,2708.9,16937.6,16942.1,39466.4,1060,17670,59875.2,16,53324.5,3425.6,6458.4,1638.8,2375.6,7376.6,2945.6,13000.3,76123.8,17.1,81791.6,6.9,10.4,93842,854581.7,561764.7,62.8,48,11.2,2.7,0.9,9.5,27.6,58.1,1.7,72.2,25,1.1,7.7,30.2,20.1,28.3,13.8,68.8,4.4,8.3,2.1,3.1,9.5,3.8,21.8,50.9,21.8,0.2,0.3,3.5,1.4,22.8,77.2,16.1,53229,56382,59409,62397,69768,60292,70517,87095,116659,6.4,5.7,5.8,5.2,9719,8591,16344,14528,1520,2807,63.9,63.5,77977,543,206,3843,60661,12724,14337,37655,17809,275,6448,96,1357,41612,5593,5437,33188,0.3,16.3,4.9,77.8,100,18.4,48.3,22.8,0.4,8.3,0.1,1.7,53.4,7.2,7,42.6,0.7
"05",84173,9069,8525,52306,31867,4712,23949,8558,39220,3688,7263,62596,4869,827,290,261,443,14206,320,4403,6202,6436,6123,6042,6297,6460,6417,6355,6199,6521,5841,5374,5183,22919,19546,20869,39184,504,1802,52,2216,43284,40889,65,37699,0.2,88238,1633,1.9,9069,3967,2045,1699,1156,202,43.7,22.5,18.7,12.7,2.2,2.5,4.7,2.6,1.6,0.7,0.9,0.9,1,0.5,6.8,8.2,7.2,4.6,1.1,1.1,0.5,0.7,0.9,0.8,8.7,46.6,24.8,23.2,0.6,2.1,0.1,2.6,62.1,37.9,46.6,10.1,10.8,28.5,10.2,5.6,4.4,8.6,74.4,5.8,1,0.3,0.3,0.5,0.4,5.2,7.4,7.6,7.3,7.2,7.5,7.7,7.6,7.5,7.4,7.7,6.9,6.4,6.2,51.4,48.6,62,84510,100,598,0.7,4410,5.2,6205,7.3,6437,7.6,6126,7.2,6043,7.2,6300,7.5,6461,7.6,6418,7.6,6358,7.5,6203,7.3,6522,7.7,5843,6.9,5375,6.4,5211,6.2,21014,24.9,19602,23.2,39304,46.5,514,0.6,1807,2.1,52,0.1,2217,2.6,41008,48.5,43502,51.5,52538,62.2,31972,37.8,7268,8.6,8528,10.1,3690,4.4,290,0.3,4878,5.8,827,1,264,0.3,62743,74.2,443,0.5,39267,46.5,8561,10.1,14210,61.9,4713,5.6,9219,10.9,22951,32476,1814,33835,1889,35006,2106,4222.5,211,5139.1,266.6,5082,285.8,4986.4,276.7,5030.9,269.7,5135.1,267.1,28.8,2.1,5249.8,281.7,10553,610,38676,2447,17.9,17.9,16.6,13.9,18.6,20,19.3,17.8,18,18.7,19.2,17.3,15.8,5798.1,880.7,370.8,171.1,1508.7,301102443.5,54512146.9,28476653.6,16944841.9,581.3,1501.5,963.1,1488.3,1263.9,23669605.4,69631355.1,47955824.9,80914308.7,78931349.5,139.5,4596.4,1039.6,22.6,32.4,3.6,7220.7,27,181,24,51,3055.1,11784.5,160.4,23.7,4,41.2,959.7,347.7,4383.1,38.8,1175.3,4622.9,9,4400,361.8,129.5,192.9,62,509.4,142.6,1131.2,5753.7,19.7,6150.5,8,12.1,3895.3,74619.1,48959.7,61.3,49.2,7.5,3.1,1.5,12.8,25.9,33.1,2.4,79.3,17.9,0.4,10,25.9,16.6,25.7,21.8,75.9,6.2,2.2,3.3,1.1,8.8,2.5,16.6,75.6,6,0.1,0.4,0.7,0.7,20.3,79.7,14.5,40718,46376,49793,54366,62449,51931,61900,76801,99043,5.8,4.7,4.8,4.2,879,716,896,776,152,186,58.8,64.2,5177,16,270,453,3602,836,1230,1047,2641,25,149,2,83,2713,431,162,1965,5.2,16.1,8.8,69.6,100,23.8,20.2,51,0.5,2.9,0,1.6,52.4,8.3,3.1,38,0.3
"06",204539,20475,31099,106595,97944,14231,57603,31859,91117,9992,17028,93884,2655,3391,691,237,1124,30195,562,7341,14341,14560,14555,14611,15174,15845,16024,16081,15635,16772,15603,14306,13129,59810,76850,21658,93902,858,5125,269,5877,104530,100009,150,95451,0.2,213223,3350,1.6,20475,8691,4461,4286,2658,379,42.4,21.8,20.9,13,1.9,1.4,2.7,1.3,0.6,0.4,0.5,0.2,0.3,0.3,5.9,4.5,4.9,2,0.5,0.3,0.4,0.6,0.5,0.4,10.7,45.9,10.6,37.6,0.4,2.5,0.1,2.9,52.1,47.9,44.5,15.2,10,28.2,15.6,7,4.9,8.3,45.9,1.3,1.7,0.3,0.1,0.5,0.3,3.6,7,7.1,7.1,7.1,7.4,7.7,7.8,7.9,7.6,8.2,7.6,7,6.4,51.1,48.9,50.5,205386,100,1104,0.5,7365,3.6,14367,7,14575,7.1,14578,7.1,14619,7.1,15177,7.4,15857,7.7,16029,7.8,16086,7.8,15641,7.6,16778,8.2,15618,7.6,14335,7,13257,6.5,21742,10.6,77107,37.5,94369,45.9,860,0.4,5147,2.5,271,0.1,5890,2.9,100300,48.8,105086,51.2,107115,52.2,98271,47.8,17042,8.3,31155,15.2,9999,4.9,693,0.3,2658,1.3,3401,1.7,237,0.1,94347,45.9,1124,0.5,91298,44.5,31898,15.5,30228,50.4,14233,6.9,21044,10.2,59988,86380,4355,88999,4679,87709,4804,12739.2,578.8,12774.6,623.8,12346.5,665.9,12358.2,666.5,12111,652.5,11949.7,646,173.3,9.7,11843.2,641.4,34232,1810,97225,5780,19.8,19,18.3,17.8,18.5,22,20.5,18.5,18.5,18.6,18.5,18.9,16.8,13606.5,2543.6,775.6,309,2948.2,760951779,169141919.8,64907590.9,33749959.2,928.6,3886.1,2663.1,3898.9,2229.7,44973296,200335178.5,145917977.9,226769127.2,142956199.4,111,10422.7,2978.5,94.3,67.1,2.5,17234.6,49,419,23,125,7334.2,27517,27.1,45.9,8,89.4,771.8,1737.7,10848.1,105.6,2891,10715.4,17.2,9375.5,812.7,842,357.1,116.8,1483.2,619.1,2396.5,13334.3,18,14298,6.4,11.2,8108.9,160223.9,91558.1,62.6,49.4,9.2,2.8,1.1,10.7,26.7,29.5,0.8,76.6,21.9,0.7,6.8,28.6,19.6,28.7,16.4,68.9,6,6.2,2.6,0.9,10.9,4.6,5.7,79.7,12.8,0.1,0.3,0.7,0.8,21.2,78.8,15,48430,51552,54793,58162,64113,55926,66498,83686,109237,6.2,5.1,6.2,5.2,1985,1644,2812,2363,321,454,63,64.1,13278,41,5,441,11182,1609,1360,4542,6651,65,367,17,276,5625,955,671,5208,0,12.1,3.3,84.2,100,10.2,34.2,50.1,0.5,2.8,0.1,2.1,42.4,7.2,5.1,39.2,0.3
"07",175950,19379,22521,111200,64750,11284,53605,22600,87929,9514,15321,134709,1795,762,943,129,1268,36343,388,7886,12311,12384,12191,12297,12605,13043,13438,13838,13529,14511,13377,12534,11618,52040,51974,28680,86406,607,1683,119,6481,90016,85934,225,84691,0.3,184203,3130,1.7,19379,8492,4196,4143,2199,349,43.8,21.7,21.4,11.3,1.8,3.4,4.7,2.3,1.2,0.6,0.7,0.8,0.8,0.9,6.4,9.9,7.6,2.7,0.9,0.6,0.7,1.1,0.7,0.9,10,49.1,16.3,29.5,0.3,1,0.1,3.7,63.2,36.8,50,12.8,11,30.5,12.8,6.4,5.4,8.7,76.6,1,0.4,0.5,0.1,0.7,0.2,4.5,7,7,6.9,7,7.2,7.4,7.6,7.9,7.7,8.2,7.6,7.1,6.6,51.2,48.8,69.8,176295,100,583,0.3,7939,4.5,12319,7,12394,7,12204,6.9,12303,7,12611,7.2,13050,7.4,13441,7.6,13841,7.9,13531,7.7,14516,8.2,13380,7.6,12537,7.1,11646,6.6,28716,16.3,52048,29.5,86621,49.1,607,0.3,1692,1,119,0.1,6492,3.7,86047,48.8,90248,51.2,111338,63.2,64957,36.8,15328,8.7,22528,12.8,9517,5.4,943,0.5,1796,1,762,0.4,129,0.1,135031,76.6,1268,0.7,87963,49.9,22605,12.8,36355,69.8,11284,6.4,19647,11.1,52079,69280,4150,73390,4520,72811,4744,10399.6,559.5,10635.9,550.5,10390,565.4,9755.3,545.8,9956.3,540.6,9972.9,543.5,1115.9,53.9,10234.2,552.6,24533,1558,81827,5633,16.7,16.2,15.3,20.7,18.5,18.6,19.3,18.4,17.9,18.4,18.4,15.7,14.5,12574,1987.3,815.1,421,3247.7,636894222.8,118048703.9,61039510.6,41845488.5,950.8,3136.6,2265.3,3496.2,2725.1,39451932.4,136402734.3,108499346.1,188289675.1,164250535,130.4,9926.9,2474.4,42.2,156.9,32,15797.4,48,403,31,107,6291.5,25336.6,42.3,43.9,6,51.6,1154.1,860.4,10339.5,118.4,2801.4,9772.5,47,9029,858.8,519.9,672.2,114.2,1012,368,2520.6,12431.8,20.3,13726.8,6.8,12.3,6591.9,168771.9,93449,62.4,49.6,7.8,3.2,1.7,12.8,24.8,26,1,78.9,19.7,0.3,7.6,24.9,18,27.8,21.7,71.8,6.8,4.1,5.3,0.9,8,2.9,9.2,82.2,6.8,0,0.3,0.4,0.9,22.3,77.7,14,41494,43488,47895,53856,60274,50652,59401,74884,99384,6.4,5.3,4.3,3.6,2554,2109,1664,1404,397,390,61.2,65.4,11308,30,18,494,9262,1504,1811,2965,6035,47,129,11,310,5919,981,413,4591,0.2,13.3,4.4,81.9,100,16,26.2,53.4,0.4,1.1,0.1,2.7,52.3,8.7,3.7,40.6,0.3
