CAMPUS,CDALLS,C_RATING,CFLAEATYPE,CFLAEC,CFLALTED,CFLCHART,CFLDAEP,CFLEEK,CFLJJ,CFLNEWCAMP,CFLRTF,COMP23F,CAMPNAME,CD3,CD3G,CD3S,COUNTY,CNTYNAME,DISTRICT,DISTNAME,GRDHIGH,GRDLOW,GRDSPAN,GRDTYPE,LAS_SCORE,LAS_WEIGHT,CFLPAIR,CFLPAIRD,CFLPAIRO,PAIRCAMP,PAIRNAME,REGION,REGNNAME,CD2A,CD2AG,CD2AS,CD2B,CD2BG,CD2BS,CD2G,CD2S,CD1A,CD1AS,CD1B,CD1BS,CD1C,CD1CS,CD1G,CD1S,CPE0312C,CPE0312P,CPEMALLC,CPEMALLP,CPEMALLT,CPETALLC,CPETECHC,CPETECHP,CPETECOC,CPETECOP,CPETLEPC,CPETLEPP,CPETPTEC,CPETPTEP,CPETSPEC,CPETSPEP,CPETSTEC,CPETSTEP
003904101,50.0,F, ,N,N,N,N,N,N,N,N,1,HUNTINGTON EL,0.0,F,30.0,3,ANGELINA,003904,HUNTINGTON ISD,03,EE,EE - 03,E,,,N,N,N, , ,7,REGION 07: KILGORE,,Z,,,F,57.0,F,57.0,33.0,58.0,,,,,F,58.0,126,26.2,65.0,16.4,397.0,481,0.0,0.0,320,66.5,4,0.8,0.0,0.0,82,17.0,0.0,0.0
003904102,66.0,D, ,N,N,N,N,N,N,N,N,3,HUNTINGTON INT,8.0,F,51.0,3,ANGELINA,003904,HUNTINGTON ISD,05,04,04 - 05,E,,,N,N,N, , ,7,REGION 07: KILGORE,50.0,F,56.0,,C,72.0,C,72.0,43.0,72.0,,,,,C,72.0,228,100.0,44.0,16.7,264.0,228,0.0,0.0,152,66.7,2,0.9,0.0,0.0,45,19.7,0.0,0.0
003905001,85.0,B, ,N,N,N,N,N,N,N,N,.,DIBOLL H S,63.0,B,81.0,3,ANGELINA,003905,DIBOLL ISD,12,09,09 - 12,S,,,N,N,N, , ,7,REGION 07: KILGORE,63.0,D,62.0,,B,83.0,B,83.0,47.0,75.0,88.0,90.0,100.0,100.0,B,86.0,520,100.0,59.0,10.6,556.0,520,,0.0,293,56.3,99,19.0,0.0,0.0,55,10.6,,0.0
003905004,,Z,DROPOUT RECOVERY SCHOOL,Y,Y,N,N,N,N,N,N,.,STUBBLEFIELD LRN CTR,,Z,,3,ANGELINA,003905,DIBOLL ISD,12,11,11 - 12,S,,,N,N,N, , ,7,REGION 07: KILGORE,,Z,,,Z,,Z,,,,12.0,60.0,80.0,65.0,Z,,5,100.0,13.0,86.7,15.0,5,,0.0,0,0.0,0,0.0,0.0,0.0,1,20.0,,0.0
003905041,83.0,B, ,N,N,N,N,N,N,N,N,.,DIBOLL J H,63.0,B,84.0,3,ANGELINA,003905,DIBOLL ISD,08,06,06 - 08,M,,,N,N,N, , ,7,REGION 07: KILGORE,62.0,C,72.0,,B,82.0,B,82.0,44.0,75.0,,,,,C,75.0,349,100.0,30.0,7.5,402.0,349,,0.0,248,71.1,53,15.2,,0.0,49,14.0,,0.0
003905101,73.0,C, ,N,N,N,N,N,N,N,N,.,H G TEMPLE EL,,P,,3,ANGELINA,003905,DIBOLL ISD,02,KG,KG - 02,E,,,Y,N,N,003905103,H G TEMPLE INT,7,REGION 07: KILGORE,,P,,,P,,P,,,,,,,,P,,0,0.0,28.0,12.1,231.0,314,,0.0,232,73.9,41,13.1,,0.0,40,12.7,,0.0
003905102,73.0,C, ,N,N,N,N,Y,N,N,N,.,DIBOLL PRI,,P,,3,ANGELINA,003905,DIBOLL ISD,PK,PK,PK - PK,E,,,Y,N,N,003905103,H G TEMPLE INT,7,REGION 07: KILGORE,,P,,,P,,P,,,,,,,,P,,0,0.0,,,,133,,0.0,113,85.0,10,7.5,,0.0,10,7.5,,0.0
003905103,73.0,C, ,N,N,N,N,N,N,N,N,.,H G TEMPLE INT,23.0,D,65.0,3,ANGELINA,003905,DIBOLL ISD,05,03,03 - 05,E,,,N,N,Y, , ,7,REGION 07: KILGORE,60.0,D,66.0,,C,76.0,C,76.0,44.0,72.0,,,,,C,72.0,347,100.0,42.0,11.1,380.0,347,,0.0,249,71.8,49,14.1,,0.0,59,17.0,,0.0
003906001,85.0,B, ,N,N,N,N,N,N,N,N,.,ZAVALLA H S,69.0,B,86.0,3,ANGELINA,003906,ZAVALLA ISD,12,06,06 - 12,B,,,N,N,N, , ,7,REGION 07: KILGORE,59.0,F,58.0,,B,85.0,B,85.0,44.0,72.0,95.0,96.0,96.4,80.0,B,83.0,159,100.0,21.0,13.1,160.0,159,,0.0,98,61.6,0,0.0,0.0,0.0,24,15.1,,0.0
003906101,76.0,C, ,N,N,N,N,N,N,N,N,.,ZAVALLA EL,32.0,D,69.0,3,ANGELINA,003906,ZAVALLA ISD,05,EE,EE - 05,E,,,N,N,N, , ,7,REGION 07: KILGORE,53.0,F,58.0,,C,79.0,C,79.0,44.0,72.0,,,,,C,72.0,54,33.5,22.0,19.3,114.0,161,,0.0,128,79.5,0,0.0,,0.0,29,18.0,,0.0
003907001,90.0,A, ,N,N,N,N,N,N,N,N,.,CENTRAL H S,75.0,A,90.0,3,ANGELINA,003907,CENTRAL ISD,12,09,09 - 12,S,,,N,N,N, , ,7,REGION 07: KILGORE,56.0,F,57.0,,B,89.0,B,89.0,53.0,80.0,94.0,95.0,100.0,100.0,A,90.0,384,100.0,40.0,10.1,396.0,384,0.0,0.0,224,58.3,10,2.6,0.0,0.0,55,14.3,0.0,0.0
003907004,90.0,A,DROPOUT RECOVERY SCHOOL,Y,Y,N,N,N,N,N,N,.,STUBBLEFIELD LRN CTR,,Z,,3,ANGELINA,003907,CENTRAL ISD,12,09,09 - 12,S,,,N,N,N, , ,7,REGION 07: KILGORE,,Z,,,Z,,Z,,55.0,93.0,39.0,83.0,100.0,100.0,A,90.0,5,100.0,15.0,93.8,16.0,5,0.0,0.0,4,80.0,0,0.0,0.0,0.0,1,20.0,0.0,0.0
003907041,72.0,C, ,N,N,N,N,N,N,N,N,.,CENTRAL J H,26.0,D,65.0,3,ANGELINA,003907,CENTRAL ISD,08,05,05 - 08,M,,,N,N,N, , ,7,REGION 07: KILGORE,58.0,D,65.0,,C,75.0,C,75.0,42.0,74.0,,,,,C,74.0,440,100.0,53.0,11.4,465.0,440,0.0,0.0,272,61.8,23,5.2,0.0,0.0,99,22.5,0.0,0.0
003907102,75.0,C, ,N,N,N,N,N,N,N,N,.,CENTRAL EL,29.0,D,68.0,3,ANGELINA,003907,CENTRAL ISD,04,EE,EE - 04,E,,,N,N,N, , ,7,REGION 07: KILGORE,60.0,D,66.0,,C,78.0,C,78.0,46.0,74.0,,,,,C,74.0,217,34.3,64.0,13.3,480.0,632,0.0,0.0,430,68.0,47,7.4,0.0,0.0,84,13.3,0.0,0.0
004901001,85.0,B, ,N,N,N,N,N,N,N,N,.,ROCKPORT-FULTON H S,63.0,B,81.0,4,ARANSAS,004901,ARANSAS COUNTY ISD,12,09,09 - 12,S,,,N,N,N, , ,2,REGION 02: CORPUS CHRISTI,75.0,B,81.0,,B,86.0,B,86.0,50.0,77.0,85.0,87.0,96.0,80.0,B,82.0,950,100.0,118.0,11.9,993.0,950,,0.0,602,63.4,48,5.1,0.0,0.0,132,13.9,,0.0
004901041,79.0,C, ,N,N,N,N,N,N,N,N,.,ROCKPORT-FULTON MIDDLE,47.0,C,75.0,4,ARANSAS,004901,ARANSAS COUNTY ISD,08,06,06 - 08,M,,,N,N,N, , ,2,REGION 02: CORPUS CHRISTI,65.0,C,76.0,,B,81.0,B,81.0,45.0,76.0,,,,,C,76.0,698,100.0,107.0,13.6,787.0,698,,0.0,444,63.6,32,4.6,,0.0,133,19.1,,0.0
004901101,69.0,D, ,N,N,N,N,N,N,N,N,2,FULTON LEARNING CENTER,28.0,D,67.0,4,ARANSAS,004901,ARANSAS COUNTY ISD,05,03,03 - 05,E,,,N,N,Y, , ,2,REGION 02: CORPUS CHRISTI,63.0,C,70.0,,F,59.0,C,70.0,35.0,60.0,,,,,D,60.0,666,100.0,122.0,17.3,706.0,666,,0.0,468,70.3,47,7.1,,0.0,116,17.4,,0.0
004901103,69.0,D, ,N,N,N,N,N,N,N,N,.,LIVE OAK LEARNING CENTER,,P,,4,ARANSAS,004901,ARANSAS COUNTY ISD,02,EE,EE - 02,E,,,Y,N,N,004901101,FULTON LEARNING CENTER,2,REGION 02: CORPUS CHRISTI,,P,,,P,,P,,,,,,,,P,,0,0.0,89.0,19.5,457.0,729,,0.0,583,80.0,46,6.3,,0.0,75,10.3,,0.0
005901001,89.0,B, ,N,N,N,N,N,N,N,N,.,ARCHER CITY H S,79.0,A,92.0,5,ARCHER,005901,ARCHER CITY ISD,12,07,07 - 12,S,,,N,N,N, , ,9,REGION 09: WICHITA FALLS,82.0,B,87.0,,B,81.0,B,87.0,62.0,91.0,64.0,70.0,100.0,100.0,B,84.0,206,100.0,28.0,11.4,245.0,206,0.0,0.0,98,47.6,1,0.5,0.0,0.0,32,15.5,0.0,0.0
005901101,92.0,A, ,N,N,N,N,N,N,N,N,.,ARCHER CITY EL,77.0,A,91.0,5,ARCHER,005901,ARCHER CITY ISD,06,PK,PK - 06,E,,,N,N,N, , ,9,REGION 09: WICHITA FALLS,71.0,B,80.0,,A,93.0,A,93.0,72.0,93.0,,,,,A,93.0,138,48.4,20.0,9.5,210.0,285,0.0,0.0,154,54.0,6,2.1,0.0,0.0,47,16.5,0.0,0.0
005902001,94.0,A, ,N,N,N,N,N,N,N,N,.,HOLLIDAY H S,84.0,A,94.0,5,ARCHER,005902,HOLLIDAY ISD,12,09,09 - 12,S,,,N,N,N, , ,9,REGION 09: WICHITA FALLS,82.0,B,87.0,,B,84.0,B,87.0,65.0,91.0,91.0,93.0,100.0,100.0,A,94.0,352,100.0,15.0,4.3,348.0,352,0.0,0.0,73,20.7,0,0.0,352.0,100.0,35,9.9,0.0,0.0
005902041,88.0,B, ,N,N,N,N,N,N,N,N,.,HOLLIDAY MIDDLE,60.0,B,82.0,5,ARCHER,005902,HOLLIDAY ISD,08,06,06 - 08,M,,,N,N,N, , ,9,REGION 09: WICHITA FALLS,72.0,B,83.0,,C,77.0,B,83.0,63.0,91.0,,,,,A,91.0,273,100.0,8.0,2.8,281.0,273,,0.0,57,20.9,1,0.4,,0.0,47,17.2,0.0,0.0
005902101,84.0,B, ,N,N,N,N,N,N,N,N,.,HOLLIDAY EL,47.0,C,75.0,5,ARCHER,005902,HOLLIDAY ISD,05,PK,PK - 05,E,,,N,N,N, , ,9,REGION 09: WICHITA FALLS,73.0,B,82.0,,C,70.0,B,82.0,58.0,88.0,,,,,B,88.0,263,51.7,27.0,6.3,431.0,509,0.0,0.0,125,24.6,6,1.2,0.0,0.0,75,14.7,0.0,0.0
005904001,91.0,A, ,N,N,N,N,N,N,N,N,.,WINDTHORST H S,87.0,A,95.0,5,ARCHER,005904,WINDTHORST ISD,12,09,09 - 12,S,,,N,N,N, , ,9,REGION 09: WICHITA FALLS,83.0,B,88.0,,B,87.0,B,88.0,66.0,92.0,79.0,81.0,100.0,100.0,B,89.0,141,100.0,6.0,4.4,137.0,141,0.0,0.0,63,44.7,6,4.3,0.0,0.0,9,6.4,0.0,0.0
005904041,92.0,A, ,N,N,N,N,N,N,N,N,.,WINDTHORST JH,74.0,A,91.0,5,ARCHER,005904,WINDTHORST ISD,08,06,06 - 08,M,,,N,N,N, , ,9,REGION 09: WICHITA FALLS,71.0,B,82.0,,B,89.0,B,89.0,66.0,92.0,,,,,A,92.0,124,100.0,4.0,3.4,118.0,124,,0.0,41,33.1,5,4.0,,0.0,5,4.0,0.0,0.0
005904101,87.0,B, ,N,N,N,N,N,N,N,N,.,WINDTHORST EL,54.0,C,77.0,5,ARCHER,005904,WINDTHORST ISD,05,EE,EE - 05,E,,,N,N,N, , ,9,REGION 09: WICHITA FALLS,72.0,B,81.0,,B,88.0,B,88.0,65.0,91.0,,,,,A,91.0,107,40.8,8.0,3.9,203.0,262,,0.0,110,42.0,20,7.6,,0.0,29,11.1,,0.0
006902001,92.0,A, ,N,N,N,N,N,N,N,N,.,CLAUDE SCHOOLS,78.0,A,92.0,6,ARMSTRONG,006902,CLAUDE ISD,12,PK,PK - 12,B,,,N,N,N, , ,16,REGION 16: AMARILLO,67.0,D,69.0,,B,87.0,B,87.0,61.0,90.0,88.0,90.0,100.0,100.0,A,92.0,252,76.8,30.0,9.9,302.0,328,0.0,0.0,112,34.1,5,1.5,0.0,0.0,36,11.0,0.0,0.0
007901001,81.0,B, ,N,N,N,N,N,N,N,N,.,CHARLOTTE H S,44.0,D,66.0,7,ATASCOSA,007901,CHARLOTTE ISD,12,09,09 - 12,S,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,82.0,B,87.0,,D,69.0,B,87.0,42.0,71.0,51.0,60.0,100.0,100.0,C,72.0,130,100.0,16.0,11.9,135.0,130,,0.0,87,66.9,7,5.4,0.0,0.0,17,13.1,,0.0
007901041,77.0,C, ,N,N,N,N,N,N,N,N,.,CHARLOTTE MIDDLE,55.0,C,78.0,7,ATASCOSA,007901,CHARLOTTE ISD,08,06,06 - 08,M,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,65.0,C,76.0,,F,58.0,C,76.0,32.0,60.0,,,,,D,60.0,96,100.0,14.0,13.0,108.0,96,,0.0,64,66.7,8,8.3,,0.0,23,24.0,,0.0
007901101,59.0,F, ,N,N,N,N,N,N,N,N,.,CHARLOTTE EL,7.0,F,48.0,7,ATASCOSA,007901,CHARLOTTE ISD,05,PK,PK - 05,E,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,52.0,F,57.0,,F,58.0,F,58.0,37.0,64.0,,,,,D,64.0,99,47.8,16.0,10.8,148.0,207,,0.0,121,58.5,11,5.3,,0.0,23,11.1,,0.0
007902001,84.0,B, ,N,N,N,N,N,N,N,N,.,JOURDANTON H S,74.0,A,90.0,7,ATASCOSA,007902,JOURDANTON ISD,12,09,09 - 12,S,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,64.0,D,64.0,,B,82.0,B,82.0,57.0,86.0,68.0,73.0,98.1,90.0,B,82.0,441,100.0,71.0,15.0,473.0,441,0.0,0.0,220,49.9,11,2.5,0.0,0.0,52,11.8,0.0,0.0
007902004,,X, ,N,N,N,N,N,Y,N,N,.,THE LARRY BROWN SCHOOL,,X,,7,ATASCOSA,007902,JOURDANTON ISD,08,08,08 - 08,M,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,,X,,,X,,X,,,,,,,,X,,1,100.0,4.0,100.0,4.0,1,,0.0,1,100.0,0,0.0,,0.0,0,0.0,0.0,0.0
007902005,,X,RESIDENTIAL FACILITY,N,Y,N,N,N,N,N,Y,.,ATASCOSA COUNTY JUVENILE JUSTICE CENTER,,X,,7,ATASCOSA,007902,JOURDANTON ISD,10,09,09 - 10,S,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,,X,,,X,,X,,,,,,,,X,,6,100.0,52.0,98.1,53.0,6,0.0,0.0,3,50.0,1,16.7,0.0,0.0,2,33.3,0.0,0.0
007902006,,X, ,N,N,N,Y,N,N,N,N,.,JOURDANTON DAEP,,X,,7,ATASCOSA,007902,JOURDANTON ISD,12,06,06 - 12,B,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,,X,,,X,,X,,,,,,,,X,,11,100.0,50.0,100.0,50.0,11,0.0,0.0,9,81.8,0,0.0,0.0,0.0,2,18.2,0.0,0.0
007902041,84.0,B, ,N,N,N,N,N,N,N,N,.,JOURDANTON J H,64.0,B,85.0,7,ATASCOSA,007902,JOURDANTON ISD,08,06,06 - 08,M,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,68.0,B,80.0,,B,83.0,B,83.0,50.0,81.0,,,,,B,81.0,377,100.0,56.0,13.6,412.0,377,0.0,0.0,212,56.2,16,4.2,0.0,0.0,69,18.3,0.0,0.0
007902101,68.0,D, ,N,N,N,N,N,N,N,N,.,JOURDANTON EL,13.0,D,60.0,7,ATASCOSA,007902,JOURDANTON ISD,05,02,02 - 05,E,,,N,N,Y, , ,20,REGION 20: SAN ANTONIO,51.0,F,57.0,,C,72.0,C,72.0,44.0,72.0,,,,,C,72.0,342,73.1,46.0,9.9,464.0,468,0.0,0.0,283,60.5,19,4.1,0.0,0.0,85,18.2,0.0,0.0
007902102,68.0,D, ,N,N,N,N,N,N,N,N,.,JOURDANTON ECC,,P,,7,ATASCOSA,007902,JOURDANTON ISD,01,EE,EE - 01,E,,,Y,N,N,007902101,JOURDANTON EL,20,REGION 20: SAN ANTONIO,,P,,,P,,P,,,,,,,,P,,0,0.0,10.0,7.1,140.0,280,0.0,0.0,186,66.4,10,3.6,0.0,0.0,36,12.9,0.0,0.0
007904001,71.0,C, ,N,N,N,N,N,N,N,N,.,LYTLE H S,48.0,C,70.0,7,ATASCOSA,007904,LYTLE ISD,12,09,09 - 12,S,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,64.0,D,64.0,,C,72.0,C,72.0,42.0,71.0,57.0,65.0,93.4,65.0,D,67.0,487,100.0,99.0,18.3,542.0,487,0.0,0.0,355,72.9,59,12.1,72.0,14.8,42,8.6,0.0,0.0
007904002,,X, ,N,N,N,Y,N,N,N,N,.,LYTLE DAEP,,X,,7,ATASCOSA,007904,LYTLE ISD,12,06,06 - 12,B,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,,X,,,X,,X,,,,,,,,X,,10,100.0,31.0,100.0,31.0,10,0.0,0.0,9,90.0,1,10.0,0.0,0.0,1,10.0,0.0,0.0
007904041,72.0,C, ,N,N,N,N,N,N,N,N,2,LYTLE J H,39.0,C,72.0,7,ATASCOSA,007904,LYTLE ISD,08,06,06 - 08,M,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,62.0,C,72.0,,C,70.0,C,72.0,36.0,67.0,,,,,D,67.0,398,100.0,61.0,14.1,432.0,398,0.0,0.0,291,73.1,68,17.1,0.0,0.0,46,11.6,0.0,0.0
007904101,51.0,F, ,N,N,N,N,N,N,N,N,1,LYTLE EL,1.0,F,33.0,7,ATASCOSA,007904,LYTLE ISD,05,02,02 - 05,E,,,N,N,Y, , ,20,REGION 20: SAN ANTONIO,55.0,F,59.0,,F,55.0,F,59.0,30.0,56.0,,,,,F,56.0,417,77.1,80.0,14.4,554.0,541,0.0,0.0,393,72.6,77,14.2,0.0,0.0,78,14.4,0.0,0.0
007904103,51.0,F, ,N,N,N,N,N,N,N,N,.,LYTLE PRIMARY SCHOOL,,P,,7,ATASCOSA,007904,LYTLE ISD,01,EE,EE - 01,E,,,Y,N,N,007904101,LYTLE EL,20,REGION 20: SAN ANTONIO,,P,,,P,,P,,,,,,,,P,,0,0.0,23.0,18.0,128.0,370,0.0,0.0,307,83.0,68,18.4,0.0,0.0,49,13.2,0.0,0.0
007905001,88.0,B, ,N,N,N,N,N,N,N,N,.,PLEASANTON H S,78.0,A,92.0,7,ATASCOSA,007905,PLEASANTON ISD,12,09,09 - 12,S,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,73.0,C,79.0,,B,86.0,B,86.0,56.0,85.0,79.0,81.0,97.7,85.0,B,83.0,944,100.0,156.0,15.0,1038.0,944,0.0,0.0,570,60.4,50,5.3,0.0,0.0,120,12.7,0.0,0.0
007905004,,X, ,N,N,N,N,N,Y,N,N,.,ATASCOSA CO ALTER,,X,,7,ATASCOSA,007905,PLEASANTON ISD,10,07,07 - 10,S,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,,X,,,X,,X,,,,,,,,X,,6,100.0,11.0,100.0,11.0,6,0.0,0.0,3,50.0,0,0.0,0.0,0.0,2,33.3,0.0,0.0
007905005,84.0,B,DROPOUT RECOVERY SCHOOL,Y,Y,N,N,N,N,N,N,.,PLEASANTON ISD SCHOOL OF CHOICE,,Z,,7,ATASCOSA,007905,PLEASANTON ISD,12,09,09 - 12,S,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,,Z,,,Z,,Z,,26.0,76.0,40.0,83.0,100.0,100.0,B,84.0,9,100.0,34.0,97.1,35.0,9,0.0,0.0,5,55.6,1,11.1,0.0,0.0,4,44.4,0.0,0.0
007905041,77.0,C, ,N,N,N,N,N,N,N,N,2,PLEASANTON J H,28.0,D,66.0,7,ATASCOSA,007905,PLEASANTON ISD,08,06,06 - 08,M,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,61.0,C,70.0,,B,81.0,B,81.0,44.0,75.0,,,,,C,75.0,772,100.0,98.0,12.1,811.0,772,,0.0,513,66.5,49,6.3,,0.0,118,15.3,0.0,0.0
007905103,62.0,D, ,N,N,N,N,N,N,N,N,1,PLEASANTON EL,6.0,F,46.0,7,ATASCOSA,007905,PLEASANTON ISD,05,02,02 - 05,E,,,N,N,Y, , ,20,REGION 20: SAN ANTONIO,57.0,D,62.0,,D,69.0,D,69.0,40.0,69.0,,,,,D,69.0,712,74.4,168.0,15.6,1079.0,957,,0.0,670,70.0,58,6.1,,0.0,163,17.0,,0.0
007905105,62.0,D, ,N,N,N,N,N,N,N,N,.,PLEASANTON PRI,,P,,7,ATASCOSA,007905,PLEASANTON ISD,01,EE,EE - 01,E,,,Y,N,N,007905103,PLEASANTON EL,20,REGION 20: SAN ANTONIO,,P,,,P,,P,,,,,,,,P,,0,0.0,42.0,15.3,274.0,690,,0.0,504,73.0,44,6.4,,0.0,77,11.2,,0.0
007906001,80.0,B, ,N,N,N,N,N,N,N,N,.,POTEET H S,63.0,B,81.0,7,ATASCOSA,007906,POTEET ISD,12,09,09 - 12,S,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,70.0,C,74.0,,C,79.0,C,79.0,38.0,65.0,86.0,88.0,98.1,90.0,C,79.0,508,100.0,78.0,14.7,531.0,508,64.0,12.6,360,70.9,33,6.5,0.0,0.0,65,12.8,0.0,0.0
007906041,76.0,C, ,N,N,N,N,N,N,N,N,.,POTEET J H,46.0,C,75.0,7,ATASCOSA,007906,POTEET ISD,08,06,06 - 08,M,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,65.0,C,76.0,,D,69.0,C,76.0,36.0,67.0,,,,,D,67.0,413,100.0,72.0,16.5,436.0,413,0.0,0.0,277,67.1,51,12.3,0.0,0.0,67,16.2,0.0,0.0
007906101,69.0,D, ,N,N,N,N,N,N,N,N,1B,POTEET EL,,P,,7,ATASCOSA,007906,POTEET ISD,02,EE,EE - 02,E,,,Y,N,N,007906102,POTEET INT,20,REGION 20: SAN ANTONIO,,P,,,P,,P,,,,,,,,P,,0,0.0,80.0,19.6,408.0,539,0.0,0.0,441,81.8,63,11.7,0.0,0.0,51,9.5,0.0,0.0
007906102,69.0,D, ,N,N,N,N,N,N,N,N,.,POTEET INT,27.0,D,67.0,7,ATASCOSA,007906,POTEET ISD,05,03,03 - 05,E,,,N,N,Y, , ,20,REGION 20: SAN ANTONIO,67.0,C,75.0,,D,66.0,C,75.0,36.0,62.0,,,,,D,62.0,372,100.0,50.0,18.5,271.0,372,,0.0,307,82.5,35,9.4,,0.0,64,17.2,,0.0
008901001,76.0,C, ,N,N,N,N,N,N,N,N,.,BELLVILLE H S,42.0,D,65.0,8,AUSTIN,008901,BELLVILLE ISD,12,09,09 - 12,S,77.0,0.5,N,N,N, , ,6,REGION 06: HUNTSVILLE,73.0,C,79.0,,D,69.0,C,79.0,53.0,80.0,50.0,59.0,100.0,100.0,C,76.0,697,100.0,56.0,7.8,716.0,697,0.0,0.0,259,37.2,38,5.5,0.0,0.0,64,9.2,0.0,0.0
008901041,80.0,B, ,N,N,N,N,N,N,N,N,2,BELLVILLE J H,59.0,B,81.0,8,AUSTIN,008901,BELLVILLE ISD,08,06,06 - 08,M,75.0,0.5,N,N,N, , ,6,REGION 06: HUNTSVILLE,77.0,B,87.0,,B,80.0,B,87.0,50.0,81.0,,,,,B,81.0,558,100.0,30.0,5.4,559.0,558,0.0,0.0,267,47.8,58,10.4,0.0,0.0,77,13.8,0.0,0.0
008901101,79.0,C, ,N,N,N,N,N,N,N,N,1B,O'BRYANT PRI,67.0,B,85.0,8,AUSTIN,008901,BELLVILLE ISD,03,EE,EE - 03,E,77.0,0.5,N,N,N, , ,6,REGION 06: HUNTSVILLE,,Z,,,C,79.0,C,79.0,49.0,77.0,,,,,C,77.0,117,21.5,49.0,11.7,418.0,543,0.0,0.0,323,59.5,84,15.5,0.0,0.0,89,16.4,0.0,0.0
008901102,75.0,C, ,N,N,N,N,N,N,N,N,.,O'BRYANT INT,41.0,C,73.0,8,AUSTIN,008901,BELLVILLE ISD,05,04,04 - 05,E,75.0,0.5,N,N,N, , ,6,REGION 06: HUNTSVILLE,68.0,C,76.0,,D,62.0,C,76.0,42.0,71.0,,,,,C,71.0,282,100.0,27.0,9.6,282.0,282,0.0,0.0,148,52.5,37,13.1,0.0,0.0,59,20.9,0.0,0.0
008901105,85.0,B, ,N,N,N,N,N,N,N,N,.,WEST END EL,67.0,B,85.0,8,AUSTIN,008901,BELLVILLE ISD,05,KG,KG - 05,E,85.0,0.5,N,N,N, , ,6,REGION 06: HUNTSVILLE,75.0,B,85.0,,D,66.0,B,85.0,51.0,78.0,,,,,C,78.0,85,52.1,13.0,8.7,150.0,163,,0.0,55,33.7,8,4.9,,0.0,8,4.9,,0.0
008902001,76.0,C, ,N,N,N,N,N,N,N,N,.,SEALY H S,41.0,D,64.0,8,AUSTIN,008902,SEALY ISD,12,09,09 - 12,S,,,N,N,N, , ,6,REGION 06: HUNTSVILLE,75.0,B,81.0,,C,77.0,B,81.0,49.0,77.0,64.0,70.0,98.5,90.0,C,77.0,903,100.0,104.0,11.7,887.0,903,0.0,0.0,549,60.8,117,13.0,0.0,0.0,114,12.6,0.0,0.0
008902041,79.0,C, ,N,N,N,N,N,N,N,N,.,SEALY J H,46.0,C,75.0,8,AUSTIN,008902,SEALY ISD,08,06,06 - 08,M,,,N,N,N, , ,6,REGION 06: HUNTSVILLE,62.0,C,72.0,,B,81.0,B,81.0,45.0,76.0,,,,,C,76.0,663,100.0,59.0,8.2,722.0,663,,0.0,420,63.3,120,18.1,,0.0,95,14.3,0.0,0.0
008902102,69.0,D, ,N,N,N,N,N,N,N,N,1B,SELMAN EL,32.0,D,69.0,8,AUSTIN,008902,SEALY ISD,05,EE,EE - 05,E,,,N,N,N, , ,6,REGION 06: HUNTSVILLE,66.0,C,74.0,,D,69.0,C,74.0,39.0,67.0,,,,,D,67.0,264,41.6,67.0,12.8,522.0,634,,0.0,452,71.3,133,21.0,,0.0,129,20.3,,0.0
008902104,88.0,B, ,N,N,N,N,N,N,N,N,.,SEALY EL,77.0,A,91.0,8,AUSTIN,008902,SEALY ISD,05,PK,PK - 05,E,,,N,N,N, , ,6,REGION 06: HUNTSVILLE,74.0,B,83.0,,B,87.0,B,87.0,56.0,85.0,,,,,B,85.0,328,46.7,40.0,7.3,549.0,702,,0.0,461,65.7,184,26.2,,0.0,113,16.1,,0.0
008903001,76.0,C, ,N,N,N,N,N,N,N,N,.,BRAZOS H S,51.0,C,72.0,8,AUSTIN,008903,BRAZOS ISD,12,09,09 - 12,S,,,N,N,N, , ,6,REGION 06: HUNTSVILLE,57.0,F,57.0,,C,76.0,C,76.0,53.0,80.0,56.0,64.0,100.0,100.0,C,78.0,287,100.0,37.0,12.7,291.0,287,0.0,0.0,154,53.7,31,10.8,0.0,0.0,34,11.8,0.0,0.0
008903041,89.0,B, ,N,N,N,N,N,N,N,N,.,BRAZOS MIDDLE,71.0,A,90.0,8,AUSTIN,008903,BRAZOS ISD,08,06,06 - 08,M,,,N,N,N, , ,6,REGION 06: HUNTSVILLE,66.0,C,78.0,,B,88.0,B,88.0,54.0,85.0,,,,,B,85.0,211,100.0,29.0,13.0,223.0,211,,0.0,121,57.3,36,17.1,,0.0,38,18.0,0.0,0.0
