id,S22C414R,S23C414R,S2DC414R,S2EC414R,S2GC414R,S2NC414R,S32C414R,S33C414R,S3DC414R,S3EC414R,S3GC414R,S3NC414R,S42C414R,S43C414R,S4DC414R,S4EC414R,S4GC414R,S4NC414R,SA2C414R,SA3C414R,SADC414R,SAEC414R,SAGC414R,SANC414R,SB2C414R,SB3C414R,SBDC414R,SBEC414R,SBGC414R,SBNC414R,SE2C414R,SE3C414R,SEDC414R,SEEC414R,SEGC414R,SENC414R,SF2C414R,SF3C414R,SFDC414R,SFEC414R,SFGC414R,SFNC414R,SH2C414R,SH3C414R,SHDC414R,SHEC414R,SHGC414R,SHNC414R,SI2C414R,SI3C414R,SIDC414R,SIEC414R,SIGC414R,SINC414R,SL2C414R,SL3C414R,SLDC414R,SLEC414R,SLGC414R,SLNC414R,SM2C414R,SM3C414R,SMDC414R,SMEC414R,SMGC414R,SMNC414R,SR2C414R,SR3C414R,SRDC414R,SREC414R,SRGC414R,SRNC414R,SS2C414R,SS3C414R,SSDC414R,SSEC414R,SSGC414R,SSNC414R,SW2C414R,SW3C414R,SWDC414R,SWEC414R,SWGC414R,SWNC414R,S22C413R,S23C413R,S2DC413R,S2EC413R,S2GC413R,S2NC413R,S32C413R,S33C413R,S3DC413R,S3EC413R,S3GC413R,S3NC413R,S42C413R,S43C413R,S4DC413R,S4EC413R,S4GC413R,S4NC413R,SA2C413R,SA3C413R,SADC413R,SAEC413R,SAGC413R,SANC413R,SB2C413R,SB3C413R,SBDC413R,SBEC413R,SBGC413R,SBNC413R,SE2C413R,SE3C413R,SEDC413R,SEEC413R,SEGC413R,SENC413R,SF2C413R,SF3C413R,SFDC413R,SFEC413R,SFGC413R,SFNC413R,SH2C413R,SH3C413R,SHDC413R,SHEC413R,SHGC413R,SHNC413R,SI2C413R,SI3C413R,SIDC413R,SIEC413R,SIGC413R,SINC413R,SL2C413R,SL3C413R,SLDC413R,SLEC413R,SLGC413R,SLNC413R,SM2C413R,SM3C413R,SMDC413R,SMEC413R,SMGC413R,SMNC413R,SR2C413R,SR3C413R,SRDC413R,SREC413R,SRGC413R,SRNC413R,SS2C413R,SS3C413R,SSDC413R,SSEC413R,SSGC413R,SSNC413R,SW2C413R,SW3C413R,SWDC413R,SWEC413R,SWGC413R,SWNC413R
1,95.2,92,4.8,0.7,91.2,3.2,97.6,94.9,2.4,0.1,94.8,2.7,93,89.3,7,0.5,88.9,3.7,93.4,89.1,6.6,0.8,88.3,4.3,90.2,84.9,9.8,0.6,84.2,5.3,91,86,9,0.9,85.2,5,94.5,90.9,5.5,0.6,90.4,3.6,91.8,86.3,8.2,0.8,85.5,5.6,92.1,88.1,7.9,1.1,87.1,4,74.3,60.8,25.7,0.4,60.3,13.6,92.4,87.2,7.6,1,86.3,5.1,89.9,82.5,10.1,1,81.5,7.5,88.8,78,11.2,0.5,77.5,10.8,96.4,94,3.6,0.9,93,2.5,95.6,92.6,4.4,0.9,91.7,3.1,97,94,3,0.2,93.8,3,94.7,90,5.3,0.5,89.5,4.7,93.4,88.9,6.6,0.8,88,4.6,90.1,84.8,9.9,0.7,84.1,5.3,91.5,86.1,8.5,0.9,85.2,5.4,94.6,90.9,5.4,0.6,90.3,3.6,91.8,85.9,8.2,0.8,85.1,5.9,91.5,87.2,8.5,1.3,85.8,4.4,76.3,62.2,23.7,0.6,61.7,14.1,92.3,86.9,7.7,1,85.9,5.4,90.1,82.3,9.9,1.1,81.2,7.8,88.9,78.2,11.1,0.5,77.8,10.7,96.5,93.9,3.5,0.9,93,2.6
