id,SA0AT14R,S20AT14R,S30AT14R,S40AT14R,SB0AT14R,SH0AT14R,SW0AT14R,SI0AT14R,SE0AT14R,SS0AT14R,SF0AT14R,SM0AT14R,SL0AT14R,SR0AT14R,SA0708DR14R,SM0708DR14R,SF0708DR14R,S30708DR14R,SB0708DR14R,SH0708DR14R,SI0708DR14R,S40708DR14R,S20708DR14R,SW0708DR14R,SE0708DR14R,SS0708DR14R,SR0708DR14R,SL0708DR14R,SA0912DR14R,SM0912DR14R,SF0912DR14R,S30912DR14R,SB0912DR14R,SH0912DR14R,SI0912DR14R,S40912DR14R,S20912DR14R,SW0912DR14R,SE0912DR14R,SS0912DR14R,SR0912DR14R,SL0912DR14R,SAHEE14R,SAHEC14R,SA0AT13R,S20AT13R,S30AT13R,S40AT13R,SB0AT13R,SH0AT13R,SW0AT13R,SI0AT13R,SE0AT13R,SS0AT13R,SF0AT13R,SM0AT13R,SL0AT13R,SR0AT13R,S20708DR13R,S30708DR13R,S40708DR13R,SA0708DR13R,SB0708DR13R,SE0708DR13R,SF0708DR13R,SH0708DR13R,SI0708DR13R,SL0708DR13R,SM0708DR13R,SR0708DR13R,SS0708DR13R,SW0708DR13R,S20912DR13R,S30912DR13R,S40912DR13R,SA0912DR13R,SB0912DR13R,SE0912DR13R,SF0912DR13R,SH0912DR13R,SI0912DR13R,SL0912DR13R,SM0912DR13R,SR0912DR13R,SS0912DR13R,SW0912DR13R,SAHEE13R,SAHEC13R
1,95.9,96,97.8,95.7,95.6,95.7,96,95.4,95.5,94.6,95.9,95.9,96.6,95.2,0.5,0.7,0.3,0.1,0.4,0.8,0.5,1,0.2,0.2,0.7,0.4,0.3,2.2,2.2,2.5,1.8,0.7,3.1,2.7,2.3,3,1.5,1.1,2.6,3,2.7,4.8,56.9,70.8,95.8,95.9,97.7,95.7,95.6,95.6,95.9,95.3,95.4,94.5,95.8,95.8,96.6,95,0.3,0.1,0.2,0.4,0.4,0.6,0.3,0.6,0.5,2,0.6,0.4,0.4,0.2,1.5,0.8,2.2,2.2,3.3,2.6,1.9,2.8,2.5,4.9,2.5,3,3.2,1.1,57.3,69
