id,SPSTTOFC,SPSUTOFC,SPSSTOFC,SPSCTOFC,SPSETOFC,SPST00FC,SPST01FC,SPST06FC,SPST11FC,SPST20FC,SPSTNOFC,SPSTBAFC,SPSTMSFC,SPSTPHFC,SPSPCOFC,SPSECOFC,SPSPTOFC,SPSXTOFC,SPSATOFC,SPSOTOFC,SPSTINFC,SPSTPIFC,SPSTASFC,SPSTBLFC,SPSTHIFC,SPSTWHFC,SPSTTWFC,SPSTMAFC,SPSTFEFC,SPSXCOFC,SPSTREFC,SPSTVOFC,SPSTBIFC,SPSTCOFC,SPSTGIFC,SPSTSPFC,SPSTOPFC,SPSTURNR,SPSTTENA,SPSTEXPA,SPSAMIFC,SPCTSOCA,SPCTSCIA,SPCTMATA,SPCTGMEA,SPCTGKGA,SPCTG06A,SPCTG05A,SPCTG04A,SPCTG03A,SPCTG02A,SPCTG01A,SPCTFLAA,SPCTENGA,SPSPTOFP,SPSTTOFP,SPSUTOFP,SPSSTOFP,SPSCTOFP,SPSETOFP,SPSXTOFP,SPSAMIFP,SPSTNOFP,SPSTBAFP,SPSTMSFP,SPSTPHFP,SPST00FP,SPST01FP,SPST06FP,SPST11FP,SPST20FP,SPSTREFP,SPSTVOFP,SPSTBIFP,SPSTCOFP,SPSTGIFP,SPSTSPFP,SPSTOPFP,SPSTBLFP,SPSTWHFP,SPSTHIFP,SPSTPIFP,SPSTINFP,SPSTASFP,SPSTTWFP,SPSTMAFP,SPSTFEFP,SPSTKIDR,SPST00SA,SPST01SA,SPST06SA,SPST11SA,SPST20SA,SPSTTOSA,SPSUTOSA,SPSSTOSA,SPSCTOSA,SPFEIERP,SPSAINHP
1,342191.8,65119,19679.9,6995.1,64640.8,29256.4,89247.1,77168.2,91890.7,54629.4,2980.2,257146.2,79997.8,2067.7,1148.2,228.9,433985.7,174513.8,673140.3,2090.1,1244.6,758.8,4890.6,33863.7,87714.8,210044.8,3674.5,79947.9,262243.9,508.3,248541.9,14616.2,20082.5,10485.6,6478.6,30683.6,11303.5,16.6,7.5,11,311862.3,19.6,19.1,18.1,25.1,19.2,20.3,20.8,19.1,19.1,19.3,19.3,18.9,17.2,64.5,50.8,9.7,2.9,1,9.6,25.9,46.3,0.9,75.1,23.4,0.6,8.5,26.1,22.6,26.9,16,72.6,4.3,5.9,3.1,1.9,9,3.3,9.9,61.4,25.6,0.2,0.4,1.4,1.1,23.4,76.6,15.2,44540,46575,49127,52640,59787,50715,59791,74292,96907,63.7,64.6
