id,SACRM14R,SACRR14R,SACRB14R,SICRM14R,SICRR14R,SICRB14R,S4CRM14R,S4CRR14R,S4CRB14R,SBCRM14R,SBCRR14R,SBCRB14R,SHCRM14R,SHCRR14R,SHCRB14R,SWCRM14R,SWCRR14R,SWCRB14R,S2CRM14R,S2CRR14R,S2CRB14R,S3CRM14R,S3CRR14R,S3CRB14R,SMCRM14R,SMCRR14R,SMCRB14R,SFCRM14R,SFCRR14R,SFCRB14R,SSCRM14R,SSCRR14R,SSCRB14R,SECRM14R,SECRR14R,SECRB14R,SLCRM14R,SLCRR14R,SLCRB14R,SRCRM14R,SRCRR14R,SRCRB14R,SA0GP14R,SB0GP14R,SH0GP14R,SW0GP14R,SI0GP14R,S30GP14R,S40GP14R,S20GP14R,SM0GP14R,SF0GP14R,SE0GP14R,SS0GP14R,SL0GP14R,SR0GP14R,SA0GV14R,SB0GV14R,SH0GV14R,SW0GV14R,SI0GV14R,S30GV14R,S40GV14R,S20GV14R,SM0GV14R,SF0GV14R,SE0GV14R,SS0GV14R,SL0GV14R,SR0GV14R,SACRM13R,SACRR13R,SACRB13R,SICRM13R,SICRR13R,SICRB13R,S4CRM13R,S4CRR13R,S4CRB13R,SBCRM13R,SBCRR13R,SBCRB13R,SHCRM13R,SHCRR13R,SHCRB13R,SWCRM13R,SWCRR13R,SWCRB13R,S2CRM13R,S2CRR13R,S2CRB13R,S3CRM13R,S3CRR13R,S3CRB13R,SMCRM13R,SMCRR13R,SMCRB13R,SFCRM13R,SFCRR13R,SFCRB13R,SSCRM13R,SSCRR13R,SSCRB13R,SECRM13R,SECRR13R,SECRB13R,SLCRM13R,SLCRR13R,SLCRB13R,SRCRM13R,SRCRR13R,SRCRB13R
1,67,68,54,68,68,54,69,74,58,51,56,38,62,62,47,78,77,67,74,76,63,88,82,78,69,63,52,66,73,56,18,19,8,58,58,42,33,13,8,42,47,26,78.4,66.5,76,84.5,76.4,90.4,72.1,80.9,76.3,80.5,73.4,50.2,48.6,63.8,46.4,5,23.4,15.6,0.2,1.5,0,0.7,23.4,23,23.5,3.5,1,17.9,74,65,56,78,65,57,70,60,54,60,53,41,69,58,48,83,75,69,80,74,67,90,80,77,75,60,53,73,70,59,22,16,9,66,55,45,40,12,8,51,43,29
