id,SA0GR14N,SA0GM14N,SA0GH14N,SA0GF14N,SB0GR14N,SH0GR14N,SW0GR14N,SI0GR14N,S30GR14N,S40GR14N,S20GR14N,SS0GR14N,SA0GR14R,SA0GM14P,SA0GF14P,SB0GR14R,SH0GR14R,SW0GR14R,SI0GR14R,S30GR14R,S40GR14R,S20GR14R,SS0GR14R,SA0GH14P,SPETALLC,SPETSPEC,SPETLEPC,SPETECOC,SPETNEDC,SPETGIFC,SPETVOCC,SPETBILC,SPETRSKC,SPETGEEC,SPETGPKC,SPETGKNC,SPETG01C,SPETG02C,SPETG03C,SPETG04C,SPETG05C,SPETG06C,SPETG07C,SPETG08C,SPETG09C,SPETG10C,SPETG11C,SPETG12C,SPETHISC,SPETBLAC,SPETWHIC,SPETASIC,SPETPCIC,SPETTWOC,SPETINDC,SAPID15N,SPERRAKR,SPERRA1R,SPERRA2R,SPERRA3R,SPERRA4R,SPERRA5R,SPERRA6R,SPERRA7R,SPERRA8R,SPERSAKR,SPERSA1R,SPERSA2R,SPERSA3R,SPERSA4R,SPERSA5R,SPERSA6R,SPERSA7R,SPERSA8R,SAUND14R,SAUND14C,SPETDISC,SPETDISP,SPETWHIP,SPETBLAP,SPETHISP,SPETINDP,SPETASIP,SPETPCIP,SPETTWOP,SPETECOP,SPETNEDP,SPETRSKP,SPETLEPP,SPETSPEP,SPETVOCP,SPETBILP,SPETGIFP,SPETGEEP,SPETGPKP,SPETGKNP,SPETG01P,SPETG02P,SPETG03P,SPETG04P,SPETG05P,SPETG06P,SPETG07P,SPETG08P,SPETG09P,SPETG10P,SPETG11P,SPETG12P,SAPID15R,SPEMALLC,SPEMALLP
1,303109,48435,251154,3520,38046,141907,103764,1278,12420,401,5293,23654,100,16,1.2,12.6,46.8,34.2,0.4,4.1,0.1,1.7,7.8,82.9,5215282,442476,948391,3068820,2146462,397159,1209784,930737,2668590,12201,219225,390276,412144,407896,396108,390351,388101,383487,382838,388190,419715,372988,341724,310038,2714266,659074,1509555,201738,7085,102153,21411,4688,2,4.3,2.9,2.2,1.2,1.3,0.7,1,1,8.6,8.1,3.9,1.6,0.9,0.9,0.8,1.1,1.4,0.4,8429,78821,1.5,28.9,12.6,52,0.4,3.9,0.1,2,58.8,41.2,51.2,18.2,8.5,23.2,17.8,7.6,0.2,4.2,7.5,7.9,7.8,7.6,7.5,7.4,7.4,7.3,7.4,8,7.2,6.6,5.9,0.1,847468,16.9
