Region Code,TEA Region,County Number,County Name,ethnicity,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,enrolled_out_of_state,enrolled_out_of_state_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
01,Edinburg,031,CAMERON,African American,12,11,0.92,9,0.75,2,0.17,10,0.83,3,0.25,3,0.25,0,0.00,6,0.50,0,0.00,3,0.25
01,Edinburg,031,CAMERON,Hispanic,5827,5470,0.94,4057,0.70,1348,0.23,3766,0.65,678,0.12,2358,0.41,2,0.00,3038,0.52,323,0.06,934,0.16
01,Edinburg,031,CAMERON,White,404,380,0.94,313,0.78,57,0.14,302,0.75,137,0.34,134,0.33,3,0.01,274,0.68,29,0.07,124,0.31
01,Edinburg,031,CAMERON,Others,27,26,0.96,24,0.89,0,0.00,21,0.78,14,0.52,4,0.15,0,0.00,18,0.67,1,0.04,10,0.37
01,Edinburg,108,HIDALGO,African American,18,18,1.00,18,1.00,0,0.00,17,0.94,7,0.39,4,0.22,0,0.00,11,0.61,0,0.00,5,0.28
01,Edinburg,108,HIDALGO,Hispanic,10000,9352,0.94,7278,0.73,1892,0.19,6415,0.64,2365,0.24,2552,0.26,2,0.00,4919,0.49,484,0.05,1728,0.17
01,Edinburg,108,HIDALGO,White,386,353,0.92,315,0.82,29,0.08,309,0.80,191,0.50,81,0.21,0,0.00,272,0.71,19,0.05,125,0.32
01,Edinburg,108,HIDALGO,Others,44,41,0.93,38,0.86,1,0.02,35,0.80,23,0.52,5,0.11,0,0.00,28,0.64,2,0.05,21,0.48
01,Edinburg,124,JIM HOGG,All Ethnicities,98,93,0.95,88,0.90,6,0.06,83,0.85,33,0.34,23,0.24,0,0.00,56,0.57,2,0.02,21,0.21
01,Edinburg,214,STARR,All Ethnicities,1004,944,0.94,717,0.71,215,0.21,659,0.66,156,0.16,344,0.34,0,0.00,500,0.50,36,0.04,235,0.23
01,Edinburg,240,WEBB,Hispanic,3523,3293,0.94,2744,0.78,497,0.14,2454,0.70,593,0.17,1442,0.41,0,0.00,2035,0.58,191,0.05,646,0.18
01,Edinburg,240,WEBB,White,73,67,0.92,65,0.89,2,0.03,56,0.77,31,0.43,18,0.25,0,0.00,49,0.67,6,0.08,18,0.25
01,Edinburg,240,WEBB,Other Ethnicities,12,10,0.83,9,0.75,0,0.00,8,0.67,4,0.33,2,0.17,0,0.00,6,0.50,0,0.00,3,0.25
01,Edinburg,245,WILLACY,Hispanic,330,311,0.94,255,0.77,43,0.13,224,0.68,66,0.20,76,0.23,0,0.00,142,0.43,6,0.02,31,0.09
