CAMPUS,CA0GS21R,CAD_GAP,CAD_MATH,CAD_POST,CAD_PROGRESS,CAD_READ,CAD_SCIE,CAD_SOCI,CAMPNAME,CASC4X21R,CD1A,CD1AS,CD1B,CD1BS,CD1C,CD1CS,CD1G,CD1S,CD2A,CD2AG,CD2AS,CD2B,CD2BG,CD2BS,CD2G,CD2S,CD3,CD3G,CD3S,CDALLS,CFLAEATYPE,CFLAEC,CFLALTED,CFLCHART,CFLDAEP,CFLEEK,CFLJJ,CFLNEWCAMP,CFLPAIR,CFLPAIRD,CFLPAIRO,CFLRTF,CNTYNAME,COMP22F,COUNTY,CPE0312C,CPE0312P,CPEMALLC,CPEMALLP,CPEMALLT,CPETALLC,CPETECHC,CPETECHP,CPETECOC,CPETECOP,CPETLEPC,CPETLEPP,CPETPTEC,CPETPTEP,CPETSPEC,CPETSPEP,CPETSTEC,CPETSTEP,C_AEABONUS,C_AEABONUS_USED_PCT,C_AEAGRAD_PTS,C_AEASTAAR_PCT,C_AEASTAAR_PTS,C_RATING,DISTNAME,DISTRICT,GRDHIGH,GRDLOW,GRDSPAN,GRDTYPE,LAS_SCORE,LAS_WEIGHT,PAIRCAMP,PAIRNAME,REGION,REGNNAME
108909108,.,0,0,0,0,0,0, ,HENRY FORD EL,.,38,65,.,.,.,.,Not Rated: SB 1365,65,84,A,91,38,C,73,A,91,66,C,75,86, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,276,44.7,26,5.1,511,618,0,0.0,597,96.6,257,41.6,.,0.0,72,11.7,0,0.0,.,.,.,.,.,B,PHARR-SAN JUAN-ALAMO ISD,108909,05,EE,EE - 05,E,., , , ,01,REGION 01: EDINBURG
108909110,.,0,0,0,0,0,0, ,ZEFERINO FARIAS EL,.,36,62,.,.,.,.,Not Rated: SB 1365,62,82,A,90,36,C,70,A,90,65,C,74,85, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,202,39.6,26,6.3,412,510,0,0.0,486,95.3,283,55.5,.,0.0,49,9.6,0,0.0,.,.,.,.,.,B,PHARR-SAN JUAN-ALAMO ISD,108909,05,PK,PK - 05,E,., , , ,01,REGION 01: EDINBURG
108909112,.,0,1,1,1,0,1, ,ALFRED SORENSEN EL,.,51,78,.,.,.,.,C,78,93,A,96,51,B,86,A,96,94,B,89,94, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,246,43.2,28,6.3,447,570,0,0.0,464,81.4,207,36.3,.,0.0,41,7.2,0,0.0,.,.,.,.,.,A,PHARR-SAN JUAN-ALAMO ISD,108909,05,PK,PK - 05,E,., , , ,01,REGION 01: EDINBURG
108909113,.,1,1,1,1,1,1, ,AIDA C ESCOBAR EL,.,54,82,.,.,.,.,B,82,89,A,94,54,A,90,A,94,97,A,94,94, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,272,44.3,47,9.2,510,614,0,0.0,547,89.1,293,47.7,.,0.0,46,7.5,0,0.0,.,.,.,.,.,A,PHARR-SAN JUAN-ALAMO ISD,108909,05,PK,PK - 05,E,., , , ,01,REGION 01: EDINBURG
108909115,.,0,0,0,0,0,0, ,RAUL LONGORIA EL,.,36,62,.,.,.,.,Not Rated: SB 1365,62,85,A,92,36,Not Rated: SB 1365,69,A,92,68,C,75,87, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,231,40.4,36,8.5,424,572,0,0.0,531,92.8,257,44.9,.,0.0,33,5.8,0,0.0,.,.,.,.,.,B,PHARR-SAN JUAN-ALAMO ISD,108909,05,PK,PK - 05,E,., , , ,01,REGION 01: EDINBURG
108909116,.,0,0,0,1,1,0, ,DANIEL RAMIREZ EL,.,38,65,.,.,.,.,Not Rated: SB 1365,65,92,A,96,38,C,73,A,96,76,C,77,90, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,184,39.6,30,8.5,351,465,0,0.0,444,95.5,281,60.4,.,0.0,57,12.3,0,0.0,.,.,.,.,.,A,PHARR-SAN JUAN-ALAMO ISD,108909,05,EE,EE - 05,E,., , , ,01,REGION 01: EDINBURG
108909117,.,1,1,1,0,0,1, ,KELLY-PHARR EL,.,46,74,.,.,.,.,C,74,87,A,93,46,B,82,A,93,92,B,87,91, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,312,46.5,70,12.3,570,671,0,0.0,590,87.9,316,47.1,.,0.0,62,9.2,0,0.0,.,.,.,.,.,A,PHARR-SAN JUAN-ALAMO ISD,108909,05,PK,PK - 05,E,., , , ,01,REGION 01: EDINBURG
108909118,.,0,0,0,1,0,0, ,AMANDA GARZA-PENA EL,.,38,65,.,.,.,.,Not Rated: SB 1365,65,89,A,94,38,C,73,A,94,72,C,76,89, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,235,44.5,44,9.9,444,528,0,0.0,498,94.3,274,51.9,.,0.0,43,8.1,0,0.0,.,.,.,.,.,B,PHARR-SAN JUAN-ALAMO ISD,108909,05,PK,PK - 05,E,., , , ,01,REGION 01: EDINBURG
108909119,.,0,0,0,1,0,1, ,EDITH & ETHEL CARMAN EL,.,45,73,.,.,.,.,C,73,91,A,95,45,B,81,A,95,85,B,80,91, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,253,41.8,26,5.6,463,605,0,0.0,492,81.3,128,21.2,.,0.0,47,7.8,0,0.0,.,.,.,.,.,A,PHARR-SAN JUAN-ALAMO ISD,108909,05,PK,PK - 05,E,., , , ,01,REGION 01: EDINBURG
108909120,.,1,1,1,0,0,1, ,ARNOLDO CANTU SR EL,.,54,82,.,.,.,.,B,82,87,A,93,54,A,90,A,93,100,A,100,95, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,227,42.1,27,6.3,427,539,0,0.0,500,92.8,220,40.8,.,0.0,28,5.2,0,0.0,.,.,.,.,.,A,PHARR-SAN JUAN-ALAMO ISD,108909,05,PK,PK - 05,E,., , , ,01,REGION 01: EDINBURG
108909121,.,0,0,0,0,0,0, ,SANTOS LIVAS EL,.,40,69,.,.,.,.,Not Rated: SB 1365,69,80,B,88,40,C,75,B,88,76,C,77,85, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,235,46.1,40,9,443,510,0,0.0,452,88.6,244,47.8,.,0.0,30,5.9,0,0.0,.,.,.,.,.,B,PHARR-SAN JUAN-ALAMO ISD,108909,05,PK,PK - 05,E,., , , ,01,REGION 01: EDINBURG
108909122,.,0,0,0,0,0,1, ,DRS REED - MOCK EL,.,48,76,.,.,.,.,C,76,82,A,90,48,B,85,A,90,93,B,88,89, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,215,43.5,27,6.8,399,494,0,0.0,457,92.5,224,45.3,.,0.0,59,11.9,0,0.0,.,.,.,.,.,B,PHARR-SAN JUAN-ALAMO ISD,108909,05,EE,EE - 05,E,., , , ,01,REGION 01: EDINBURG
108909123,.,1,0,1,1,0,0, ,CESAR CHAVEZ EL,.,49,77,.,.,.,.,C,77,92,A,96,49,B,86,A,96,97,A,94,95, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,178,46.1,31,8.8,353,386,0,0.0,381,98.7,241,62.4,.,0.0,60,15.5,0,0.0,.,.,.,.,.,A,PHARR-SAN JUAN-ALAMO ISD,108909,05,EE,EE - 05,E,., , , ,01,REGION 01: EDINBURG
108909124,.,0,0,0,0,0,0, ,DR WILLIAM LONG EL,.,47,75,.,.,.,.,C,75,88,A,93,47,B,83,A,93,92,B,87,91, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,349,44.7,53,8.3,641,780,0,0.0,638,81.8,293,37.6,.,0.0,72,9.2,0,0.0,.,.,.,.,.,A,PHARR-SAN JUAN-ALAMO ISD,108909,05,PK,PK - 05,E,., , , ,01,REGION 01: EDINBURG
108909125,.,0,0,0,0,0,0, ,VIDA N CLOVER EL,.,37,64,.,.,.,.,Not Rated: SB 1365,64,76,B,82,37,C,70,B,82,59,C,73,79, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,199,46.8,30,8.3,361,425,0,0.0,387,91.1,184,43.3,.,0.0,34,8.0,0,0.0,.,.,.,.,.,C,PHARR-SAN JUAN-ALAMO ISD,108909,05,PK,PK - 05,E,., , , ,01,REGION 01: EDINBURG
108909126,.,0,0,0,1,0,0, ,AUGUSTO GUERRA EL,.,44,72,.,.,.,.,C,72,91,A,95,44,B,81,A,95,78,C,78,90, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,234,38.7,29,6.8,426,604,0,0.0,575,95.2,352,58.3,.,0.0,44,7.3,0,0.0,.,.,.,.,.,A,PHARR-SAN JUAN-ALAMO ISD,108909,05,PK,PK - 05,E,., , , ,01,REGION 01: EDINBURG
108909127,.,0,0,1,0,0,0, ,GRACIELA GARCIA EL,.,46,74,.,.,.,.,C,74,86,A,92,46,B,83,A,92,91,B,86,90, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,169,45.9,31,9.5,325,368,0,0.0,351,95.4,278,75.5,.,0.0,30,8.2,0,0.0,.,.,.,.,.,A,PHARR-SAN JUAN-ALAMO ISD,108909,05,PK,PK - 05,E,., , , ,01,REGION 01: EDINBURG
108909128,.,1,1,1,1,1,1, ,CARMEN ANAYA EL,.,58,88,.,.,.,.,B,88,90,A,94,58,A,91,A,94,100,A,100,96, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,156,36.7,12,4,299,425,0,0.0,405,95.3,268,63.1,.,0.0,39,9.2,0,0.0,.,.,.,.,.,A,PHARR-SAN JUAN-ALAMO ISD,108909,05,EE,EE - 05,E,., , , ,01,REGION 01: EDINBURG
108909129,.,0,0,0,0,0,0, ,SGT LEONEL TREVINO EL,.,38,65,.,.,.,.,Not Rated: SB 1365,65,82,A,90,38,C,73,A,90,68,C,75,86, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,180,42.6,24,7.4,323,423,0,0.0,406,96.0,253,59.8,.,0.0,40,9.5,0,0.0,.,.,.,.,.,B,PHARR-SAN JUAN-ALAMO ISD,108909,05,PK,PK - 05,E,., , , ,01,REGION 01: EDINBURG
108909130,.,0,0,0,1,0,1, ,ALLEN & WILLIAM ARNOLD EL,.,48,76,.,.,.,.,C,76,93,A,96,48,B,84,A,96,90,B,85,93, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,250,44.1,48,10.3,467,567,0,0.0,479,84.5,194,34.2,.,0.0,57,10.1,0,0.0,.,.,.,.,.,A,PHARR-SAN JUAN-ALAMO ISD,108909,05,PK,PK - 05,E,., , , ,01,REGION 01: EDINBURG
108909131,., , , , , , , ,PSJA EARLY START,.,.,.,.,.,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,91, ,N,N,N,N,Y,N,N,Y,Y,N,N,HIDALGO, ,108,0,0.0,.,.,.,652,0,0.0,618,94.8,381,58.4,.,0.0,21,3.2,0,0.0,.,.,.,.,.,A,PHARR-SAN JUAN-ALAMO ISD,108909,PK,EE,EE - PK,E,., ,108909000,PHARR-SAN JUAN-ALAMO ISD,01,REGION 01: EDINBURG
108909134,.,0,0,0,0,0,0, ,MARCIA R GARZA,.,43,72,.,.,.,.,C,72,84,A,91,43,B,81,A,91,83,C,79,87, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,255,48.3,34,7.7,441,528,0,0.0,516,97.7,320,60.6,.,0.0,32,6.1,0,0.0,.,.,.,.,.,B,PHARR-SAN JUAN-ALAMO ISD,108909,05,PK,PK - 05,E,., , , ,01,REGION 01: EDINBURG
108909136,.,1,0,1,0,0,0, ,BERTA S PALACIOS EL,.,41,70,.,.,.,.,C,70,78,B,85,41,C,79,B,85,85,B,80,84, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,197,38.6,33,9,367,510,0,0.0,501,98.2,349,68.4,.,0.0,62,12.2,0,0.0,.,.,.,.,.,B,PHARR-SAN JUAN-ALAMO ISD,108909,05,PK,PK - 05,E,., , , ,01,REGION 01: EDINBURG
108910001,91.8,0,0,0,0,0,0,0,PROGRESO H S,91.1,36,62,63,91,90.1,65,C,74,69,C,79,50,B,83,B,83,32,C,71,79, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,2,108,462,100.0,40,7.7,521,462,133,28.8,462,100.0,194,42.0,0,0.0,42,9.1,0,0.0,.,.,.,.,.,C,PROGRESO ISD,108910,12,09,09 - 12,S,., , , ,01,REGION 01: EDINBURG
108910041,.,0,0,0,0,0,0,0,DOROTHY THOMPSON MIDDLE,.,36,67,.,.,.,.,Not Rated: SB 1365,67,77,B,86,36,B,80,B,86,57,C,77,83, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,297,100.0,46,12.3,374,297,.,0.0,296,99.7,164,55.2,.,0.0,27,9.1,0,0.0,.,.,.,.,.,B,PROGRESO ISD,108910,08,06,06 - 08,M,., , , ,01,REGION 01: EDINBURG
108910102,., , , , , , , ,PROGRESO EARLY CHILDHOOD,.,.,.,.,.,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,87, ,N,N,N,N,N,N,N,Y,Y,N,N,HIDALGO, ,108,0,0.0,25,12,208,332,.,0.0,332,100.0,240,72.3,.,0.0,15,4.5,.,0.0,.,.,.,.,.,B,PROGRESO ISD,108910,02,PK,PK - 02,E,., ,108910000,PROGRESO ISD,01,REGION 01: EDINBURG
108910104,.,0,0,0,1,0,0, ,PROGRESO EL,.,43,72,.,.,.,.,C,72,90,A,94,43,B,81,A,94,75,C,77,89, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,301,99.7,34,9.7,349,302,.,0.0,302,100.0,227,75.2,.,0.0,37,12.3,.,0.0,.,.,.,.,.,B,PROGRESO ISD,108910,05,02,02 - 05,E,., , , ,01,REGION 01: EDINBURG
108911001,93.3,1,1,1,1,1,1,1,SHARYLAND H S,93.9,57,86,79,95,99.5,95,A,91,78,B,88,68,A,90,A,90,98,A,96,93, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,1490,100.0,83,5.3,1561,1490,.,0.0,782,52.5,305,20.5,0,0.0,94,6.3,.,0.0,.,.,.,.,.,A,SHARYLAND ISD,108911,12,09,09 - 12,S,., , , ,01,REGION 01: EDINBURG
108911007,92.7,1,1,0,1,1,0,0,SHARYLAND PIONEER H S,93.2,53,80,69,92,97.8,90,B,87,75,B,85,61,B,88,B,88,82,B,85,87, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,1418,100.0,97,6.2,1553,1418,.,0.0,896,63.2,246,17.3,0,0.0,128,9.0,.,0.0,.,.,.,.,.,B,SHARYLAND ISD,108911,12,09,09 - 12,S,., , , ,01,REGION 01: EDINBURG
108911008,98.9,1,1,1,0,0,1,0,SHARYLAND ADVANCED ACADEMIC ACADEMY,98.9,71,93,100,100,100,100,A,97,84,A,92,86,A,96,A,96,100,A,100,98, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,452,100.0,11,2.5,440,452,450,99.6,297,65.7,65,14.4,0,0.0,21,4.6,.,0.0,.,.,.,.,.,A,SHARYLAND ISD,108911,12,09,09 - 12,S,., , , ,01,REGION 01: EDINBURG
108911041,.,1,1,1,1,1,1,1,B L GRAY J H,.,64,91,.,.,.,.,A,91,90,A,95,64,A,92,A,95,100,A,100,97, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,726,100.0,37,4.9,751,726,.,0.0,433,59.6,226,31.1,.,0.0,42,5.8,.,0.0,.,.,.,.,.,A,SHARYLAND ISD,108911,08,07,07 - 08,M,., , , ,01,REGION 01: EDINBURG
108911042,.,1,1,1,1,1,1,1,SHARYLAND NORTH J H,.,58,88,.,.,.,.,B,88,92,A,96,58,A,91,A,96,100,A,100,97, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,849,100.0,41,4.8,860,849,.,0.0,603,71.0,236,27.8,.,0.0,81,9.5,.,0.0,.,.,.,.,.,A,SHARYLAND ISD,108911,08,07,07 - 08,M,., , , ,01,REGION 01: EDINBURG
108911101,.,1,0,0,0,0,1, ,JOHN H SHARY EL,.,54,82,.,.,.,.,B,82,87,A,93,54,B,86,A,93,98,A,96,94, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,371,59.1,31,5.2,600,628,.,0.0,438,69.7,183,29.1,.,0.0,47,7.5,.,0.0,.,.,.,.,.,A,SHARYLAND ISD,108911,06,PK,PK - 06,E,., , , ,01,REGION 01: EDINBURG
108911102,.,0,0,0,0,0,0, ,OLIVERO GARZA SR EL,.,41,70,.,.,.,.,C,70,84,A,91,41,C,75,A,91,83,C,79,87, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,301,55.5,49,9.7,505,542,.,0.0,452,83.4,204,37.6,.,0.0,71,13.1,.,0.0,.,.,.,.,.,B,SHARYLAND ISD,108911,06,EE,EE - 06,E,., , , ,01,REGION 01: EDINBURG
108911103,.,0,0,1,0,0,1, ,JESSIE L JENSEN EL,.,44,72,.,.,.,.,C,72,83,A,91,44,B,81,A,91,81,C,78,87, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,289,54.8,52,11,474,527,.,0.0,473,89.8,228,43.3,.,0.0,68,12.9,.,0.0,.,.,.,.,.,B,SHARYLAND ISD,108911,06,PK,PK - 06,E,., , , ,01,REGION 01: EDINBURG
108911104,.,0,0,1,1,0,0, ,ROMULO D MARTINEZ EL,.,57,86,.,.,.,.,B,86,92,A,96,57,A,90,A,96,96,A,92,95, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,273,54.7,28,6.2,453,499,.,0.0,353,70.7,248,49.7,.,0.0,44,8.8,.,0.0,.,.,.,.,.,A,SHARYLAND ISD,108911,06,EE,EE - 06,E,., , , ,01,REGION 01: EDINBURG
108911105,.,1,1,1,1,1,1, ,RUBEN HINOJOSA EL,.,61,90,.,.,.,.,A,90,95,A,97,61,A,90,A,97,98,A,96,97, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,259,58.6,37,9.5,388,442,.,0.0,288,65.2,283,64.0,.,0.0,37,8.4,.,0.0,.,.,.,.,.,A,SHARYLAND ISD,108911,06,PK,PK - 06,E,., , , ,01,REGION 01: EDINBURG
108911107,.,1,1,1,1,1,1, ,LLOYD & DOLLY BENTSEN EL,.,60,90,.,.,.,.,A,90,93,A,96,60,A,91,A,96,100,A,100,97, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,303,53.8,55,11.4,483,563,.,0.0,445,79.0,330,58.6,.,0.0,39,6.9,.,0.0,.,.,.,.,.,A,SHARYLAND ISD,108911,06,PK,PK - 06,E,., , , ,01,REGION 01: EDINBURG
108911108,.,0,1,1,1,1,1, ,HARRY SHIMOTSU EL,.,69,92,.,.,.,.,A,92,94,A,97,69,A,91,A,97,98,A,96,97, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,398,60.4,45,7.5,597,659,.,0.0,294,44.6,338,51.3,.,0.0,54,8.2,.,0.0,.,.,.,.,.,A,SHARYLAND ISD,108911,06,PK,PK - 06,E,., , , ,01,REGION 01: EDINBURG
108911109,.,1,0,0,1,0,0, ,DONNA WERNECKE EL,.,52,79,.,.,.,.,C,79,90,A,94,52,B,85,A,94,98,A,96,95, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,370,53.9,38,6.2,616,686,.,0.0,481,70.1,270,39.4,.,0.0,77,11.2,.,0.0,.,.,.,.,.,A,SHARYLAND ISD,108911,06,EE,EE - 06,E,., , , ,01,REGION 01: EDINBURG
108912001,86.5,0,1,0,0,0,0,1,LA JOYA H S,88.3,38,65,80,95,89.9,65,C,77,68,C,78,59,B,88,B,88,36,C,72,83, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,2811,100.0,243,7.8,3135,2811,430,15.3,2578,91.7,1564,55.6,0,0.0,310,11.0,229,8.1,.,.,.,.,.,B,LA JOYA ISD,108912,12,09,09 - 12,S,., , , ,01,REGION 01: EDINBURG
108912004,83.1,0,1,0,0,0,0,0,JUAREZ-LINCOLN H S,86.8,33,58,82,96,89.5,65,C,75,70,B,80,58,B,87,B,87,36,C,72,83, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,2068,100.0,260,10.9,2378,2068,.,0.0,2049,99.1,1459,70.6,0,0.0,257,12.4,253,12.2,.,.,.,.,.,B,LA JOYA ISD,108912,12,09,09 - 12,S,., , , ,01,REGION 01: EDINBURG
108912005,., , , , , , , ,HOPE ACADEMY,.,.,.,.,.,.,.,Not Rated,.,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,., ,N,N,N,Y,N,N,N,N,N,N,N,HIDALGO,.,108,39,100.0,25,92.6,27,39,.,0.0,39,100.0,35,89.7,0,0.0,7,17.9,.,0.0,.,.,.,.,.,Not Rated,LA JOYA ISD,108912,11,06,06 - 11,B,., , , ,01,REGION 01: EDINBURG
108912007,91.6,0,1,0,0,1,0,1,LA JOYA PALMVIEW H S,93.3,37,64,83,96,91.4,65,C,77,68,C,78,60,B,88,B,88,34,C,71,83, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,2163,100.0,171,7.3,2336,2163,.,0.0,2010,92.9,981,45.4,0,0.0,200,9.2,366,16.9,.,.,.,.,.,B,LA JOYA ISD,108912,12,09,09 - 12,S,., , , ,01,REGION 01: EDINBURG
108912008,100, , , , , , , ,JIMMY CARTER EARLY COLLEGE H S,100,60,90,100,100,100,100,A,96,82,A,91,80,A,95,A,95,85,B,86,93, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,358,100.0,9,2.2,411,358,358,100.0,304,84.9,147,41.1,0,0.0,15,4.2,.,0.0,.,.,.,.,.,Not Rated: Data Under Review,LA JOYA ISD,108912,12,09,09 - 12,S,., , , ,01,REGION 01: EDINBURG
108912010,100,1,1,1,0,1,1,1,THELMA ROSA SALINAS STEM EARLY COLLEGE H S,100,64,91,99,100,100,100,A,96,80,A,90,82,A,95,A,95,100,A,100,97, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,456,100.0,10,2,501,456,456,100.0,444,97.4,158,34.6,0,0.0,15,3.3,.,0.0,.,.,.,.,.,A,LA JOYA ISD,108912,12,09,09 - 12,S,., , , ,01,REGION 01: EDINBURG
108912041,.,1,0,1,1,0,0,0,LORENZO DE ZAVALA MIDDLE,.,43,75,.,.,.,.,C,75,84,A,92,43,B,86,A,92,87,B,88,91, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,602,100.0,22,3.1,699,602,.,0.0,519,86.2,313,52.0,.,0.0,77,12.8,.,0.0,.,.,.,.,.,A,LA JOYA ISD,108912,08,06,06 - 08,M,., , , ,01,REGION 01: EDINBURG
108912042,.,1,1,1,1,0,1,1,CESAR CHAVEZ MIDDLE,.,46,77,.,.,.,.,C,77,82,A,91,46,B,89,A,91,85,B,87,90, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,728,100.0,44,5.1,859,728,.,0.0,629,86.4,355,48.8,.,0.0,99,13.6,.,0.0,.,.,.,.,.,A,LA JOYA ISD,108912,08,06,06 - 08,M,., , , ,01,REGION 01: EDINBURG
108912043,.,0,0,0,0,0,1,0,DR JAVIER SAENZ MIDDLE,.,35,65,.,.,.,.,Not Rated: SB 1365,65,78,B,88,35,C,79,B,88,67,B,80,86, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,701,100.0,75,9,831,701,.,0.0,696,99.3,584,83.3,.,0.0,81,11.6,.,0.0,.,.,.,.,.,B,LA JOYA ISD,108912,08,06,06 - 08,M,., , , ,01,REGION 01: EDINBURG
108912044,.,1,1,1,1,1,1,1,MEMORIAL MIDDLE,.,53,84,.,.,.,.,B,84,87,A,94,53,A,91,A,94,91,A,91,93, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,685,100.0,32,4.2,763,685,.,0.0,581,84.8,322,47.0,.,0.0,77,11.2,.,0.0,.,.,.,.,.,A,LA JOYA ISD,108912,08,06,06 - 08,M,., , , ,01,REGION 01: EDINBURG
108912045,.,1,1,1,1,1,1,1,ANN RICHARDS MIDDLE,.,51,82,.,.,.,.,B,82,88,A,94,51,A,91,A,94,100,A,100,96, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,723,100.0,48,6.1,789,723,.,0.0,684,94.6,511,70.7,.,0.0,80,11.1,.,0.0,.,.,.,.,.,A,LA JOYA ISD,108912,08,06,06 - 08,M,., , , ,01,REGION 01: EDINBURG
108912046,.,1,1,1,0,0,1,1,IRENE M GARCIA MIDDLE,.,49,80,.,.,.,.,B,80,81,A,91,49,A,90,A,91,94,A,94,92, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,653,100.0,38,4.9,780,653,.,0.0,560,85.8,355,54.4,.,0.0,51,7.8,.,0.0,.,.,.,.,.,A,LA JOYA ISD,108912,08,06,06 - 08,M,., , , ,01,REGION 01: EDINBURG
108912048,.,1,1,1,1,0,0,0,JUAN DE DIOS SALINAS MIDDLE,.,38,70,.,.,.,.,C,70,84,A,92,38,B,82,A,92,78,B,85,90, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,735,100.0,39,4.5,861,735,.,0.0,732,99.6,601,81.8,.,0.0,110,15.0,.,0.0,.,.,.,.,.,A,LA JOYA ISD,108912,08,06,06 - 08,M,., , , ,01,REGION 01: EDINBURG
108912049,.,0,0,0,0,1,1,0,DOMINGO TREVINO MIDDLE,.,40,72,.,.,.,.,C,72,77,B,86,40,B,83,B,86,70,B,81,85, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,624,100.0,46,6.6,702,624,.,0.0,611,97.9,473,75.8,.,0.0,79,12.7,.,0.0,.,.,.,.,.,B,LA JOYA ISD,108912,08,06,06 - 08,M,., , , ,01,REGION 01: EDINBURG
108912101,., , , , , , , ,LA JOYA ISD HEAD START PROGRAM,.,.,.,.,.,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,88, ,N,N,N,N,Y,N,N,Y,Y,N,N,HIDALGO, ,108,0,0.0,.,.,.,395,.,0.0,395,100.0,238,60.3,.,0.0,46,11.6,.,0.0,.,.,.,.,.,B,LA JOYA ISD,108912,KG,EE,EE - KG,E,., ,108912000,LA JOYA ISD,01,REGION 01: EDINBURG
108912102,.,0,0,0,0,1,0, ,JOHN F KENNEDY EL,.,50,77,.,.,.,.,C,77,90,A,94,50,B,85,A,94,91,B,86,92, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,324,49.8,31,5.1,603,650,.,0.0,550,84.6,202,31.1,.,0.0,71,10.9,.,0.0,.,.,.,.,.,A,LA JOYA ISD,108912,05,EE,EE - 05,E,., , , ,01,REGION 01: EDINBURG
108912104,.,0,0,0,0,1,1, ,GUILLERMO FLORES EL,.,43,72,.,.,.,.,C,72,84,A,91,43,B,81,A,91,83,C,79,87, ,N,N,N,N,N,N,N,N,N,N,N,HIDALGO,.,108,184,47.4,39,11.6,335,388,.,0.0,385,99.2,173,44.6,.,0.0,45,11.6,.,0.0,.,.,.,.,.,B,LA JOYA ISD,108912,05,PK,PK - 05,E,., , , ,01,REGION 01: EDINBURG
