DISTRICT,DISTNAME,COUNTY,CNTYNAME,REGION,REGNNAME,D_RATING,DD1G,DD2G,DD2AG,DD2BG,DD3G,DD1S,DD2AS,DD2BS,DD3S,DPETLEPC,DPETECOC,DPETALLC,DPETSPEC,DPETSTEC,DPETECHC,DPETPTEC,DPE0312C,DPETLEPP,DPETSPEP,DPETECHP,DPETPTEP,DPETSTEP,DPE0312P,DD2S,DDALLS
"084911","FRIENDSWOOD ISD","084","GALVESTON","04","REGION 04: HOUSTON","A","A","B","B","C","A",92,83,77,93,239,819,6192,908,0,0,0,4917,3.9,14.7,0,0,0,79.4,83,92
"085902","POST ISD","085","GARZA","17","REGION 17: LUBBOCK","D","D","D","F","D","D",66,59,66,62,68,478,705,111,0,0,0,526,9.6,15.7,0,0,0,74.6,66,65
"085903","SOUTHLAND ISD","085","GARZA","17","REGION 17: LUBBOCK","D","C","D","F","D","F",70,59,66,56,0,87,127,20,0,0,0,100,0,15.7,0,0,0,78.7,66,66
"086024","DOSS CONSOLIDATED CSD","086","GILLESPIE","13","REGION 13: AUSTIN","C","C","D","D","F","Not Rated",79,63,54,,0,0,21,4,0,0,0,9,0,19,0,0,0,42.9,63,79
"086901","FREDERICKSBURG ISD","086","GILLESPIE","13","REGION 13: AUSTIN","B","B","B","C","B","B",81,75,84,80,654,1859,2993,526,0,0,0,2299,21.9,17.6,0,0,0,76.8,84,83
"086902","HARPER ISD","086","GILLESPIE","15","REGION 15: SAN ANGELO","B","B","B","D","B","B",86,68,81,81,24,254,610,87,0,0,0,467,3.9,14.3,0,0,0,76.6,81,85
"087901","GLASSCOCK COUNTY ISD","087","GLASSCOCK","18","REGION 18: MIDLAND","A","A","B","C","B","A",96,78,84,96,26,17,291,39,0,0,0,219,8.9,13.4,0,0,0,75.3,84,96
"088902","GOLIAD ISD","088","GOLIAD","03","REGION 03: VICTORIA","C","C","C","C","C","C",77,73,73,74,24,613,1273,218,0,0,0,977,1.9,17.1,0,0,0,76.7,73,76
"089901","GONZALES ISD","089","GONZALES","13","REGION 13: AUSTIN","C","C","C","D","C","C",74,67,77,71,628,1888,2539,431,0,0,0,1886,24.7,17,0,0,0,74.3,77,75
"089903","NIXON-SMILEY CISD","089","GONZALES","13","REGION 13: AUSTIN","B","C","B","D","B","C",79,63,85,72,219,817,1011,198,0,0,0,713,21.7,19.6,0,0,0,70.5,85,81
"089905","WAELDER ISD","089","GONZALES","13","REGION 13: AUSTIN","F","F","F","F","F","F",58,56,51,45,107,291,297,46,0,0,0,197,36,15.5,0,0,0,66.3,56,54
"090902","LEFORS ISD","090","GRAY","16","REGION 16: AMARILLO","D","D","D","F","D","F",66,59,60,45,6,111,188,39,0,0,0,136,3.2,20.7,0,0,0,72.3,60,60
"090903","MCLEAN ISD","090","GRAY","16","REGION 16: AMARILLO","D","D","D","D","D","D",69,62,66,68,4,133,189,40,0,0,0,148,2.1,21.2,0,0,0,78.3,66,69
"090904","PAMPA ISD","090","GRAY","16","REGION 16: AMARILLO","D","D","D","D","D","F",68,65,67,54,657,2034,3312,660,0,0,0,2473,19.8,19.9,0,0,0,74.7,67,64
"090905","GRANDVIEW-HOPKINS ISD","090","GRAY","16","REGION 16: AMARILLO","C","C","D","D","F","C",75,66,53,75,0,5,49,12,0,0,0,24,0,24.5,0,0,0,49,66,75
"091901","BELLS ISD","091","GRAYSON","10","REGION 10: RICHARDSON","A","A","B","C","B","A",92,75,87,91,16,394,981,153,0,0,0,762,1.6,15.6,0,0,0,77.7,87,92
"091902","COLLINSVILLE ISD","091","GRAYSON","10","REGION 10: RICHARDSON","B","B","C","D","C","C",82,63,78,74,34,313,573,112,0,0,0,408,5.9,19.5,0,0,0,71.2,78,80
"091903","DENISON ISD","091","GRAYSON","10","REGION 10: RICHARDSON","B","C","B","D","B","B",78,69,81,80,511,3336,4935,840,0,0,0,3613,10.4,17,0,0,0,73.2,81,81
"091905","HOWE ISD","091","GRAYSON","10","REGION 10: RICHARDSON","B","B","B","C","B","C",83,73,81,79,187,682,1282,246,0,0,0,928,14.6,19.2,0,0,0,72.4,81,82
"091906","SHERMAN ISD","091","GRAYSON","10","REGION 10: RICHARDSON","D","D","C","D","C","D",68,65,71,69,2259,5765,7814,1516,0,0,0,5722,28.9,19.4,0,0,0,73.2,71,69
"091907","TIOGA ISD","091","GRAYSON","10","REGION 10: RICHARDSON","B","B","C","D","C","B",85,62,75,81,52,219,688,114,0,0,0,546,7.6,16.6,0,0,0,79.4,75,84
"091908","VAN ALSTYNE ISD","091","GRAYSON","10","REGION 10: RICHARDSON","B","A","C","C","C","B",90,77,77,86,131,563,2413,392,0,0,0,1826,5.4,16.2,0,0,0,75.7,77,89
"091909","WHITESBORO ISD","091","GRAYSON","10","REGION 10: RICHARDSON","C","C","C","D","C","C",76,68,75,75,147,1045,1772,364,0,0,0,1311,8.3,20.5,0,0,0,74,75,76
"091910","WHITEWRIGHT ISD","091","GRAYSON","10","REGION 10: RICHARDSON","B","B","B","C","B","B",85,77,80,81,52,367,791,127,0,0,0,585,6.6,16.1,0,0,0,74,80,84
"091913","POTTSBORO ISD","091","GRAYSON","10","REGION 10: RICHARDSON","B","B","B","B","C","B",85,83,77,83,19,516,1439,210,0,0,0,1139,1.3,14.6,0,0,0,79.2,83,84
"091914","S AND S CISD","091","GRAYSON","10","REGION 10: RICHARDSON","C","C","C","D","C","C",77,67,73,72,86,456,955,167,0,0,0,728,9,17.5,0,0,0,76.2,73,76
"091917","GUNTER ISD","091","GRAYSON","10","REGION 10: RICHARDSON","B","B","D","D","D","C",84,65,64,74,79,220,1139,143,0,0,0,900,6.9,12.6,0,0,0,79,65,81
"091918","TOM BEAN ISD","091","GRAYSON","10","REGION 10: RICHARDSON","C","C","C","C","C","C",77,73,74,72,45,321,653,104,0,0,0,482,6.9,15.9,0,0,0,73.8,74,76
"092801","EAST TEXAS CHARTER SCHOOLS","092","GREGG","07","REGION 07: KILGORE","A","A","A","A","A","A",91,92,94,91,0,33,128,16,0,0,0,128,0,12.5,0,0,0,100,94,93
"092901","GLADEWATER ISD","092","GREGG","07","REGION 07: KILGORE","C","C","C","D","C","C",71,66,76,73,129,1321,1708,324,0,0,0,1253,7.6,19,0,0,0,73.4,76,75
"092902","KILGORE ISD","092","GREGG","07","REGION 07: KILGORE","C","C","C","D","C","C",73,66,78,74,828,2692,3722,364,0,0,0,2806,22.2,9.8,0,0,0,75.4,78,77
"092903","LONGVIEW ISD","092","GREGG","07","REGION 07: KILGORE","B","B","B","C","B","B",82,77,87,86,2048,6918,8087,953,0,0,0,5957,25.3,11.8,0,0,0,73.7,87,87
"092904","PINE TREE ISD","092","GREGG","07","REGION 07: KILGORE","B","C","B","C","B","B",79,70,82,86,727,2977,4424,644,0,0,0,3284,16.4,14.6,0,0,0,74.2,82,83
"092906","SABINE ISD","092","GREGG","07","REGION 07: KILGORE","B","B","B","D","B","B",83,69,82,81,195,822,1577,229,0,0,0,1172,12.4,14.5,0,0,0,74.3,82,82
"092907","SPRING HILL ISD","092","GREGG","07","REGION 07: KILGORE","B","B","B","C","B","B",89,77,86,88,117,871,1982,268,0,0,0,1516,5.9,13.5,0,0,0,76.5,86,89
"092908","WHITE OAK ISD","092","GREGG","07","REGION 07: KILGORE","B","B","B","C","B","B",87,78,83,82,21,599,1409,226,0,0,0,1078,1.5,16,0,0,0,76.5,83,86
"093901","ANDERSON-SHIRO CISD","093","GRIMES","06","REGION 06: HUNTSVILLE","B","B","B","C","B","B",85,70,81,87,40,419,965,148,0,0,0,732,4.1,15.3,0,0,0,75.9,81,86
"093903","IOLA ISD","093","GRIMES","06","REGION 06: HUNTSVILLE","B","B","B","B","C","B",84,81,76,80,6,212,609,114,0,0,0,460,1,18.7,0,0,0,75.5,81,83
"093904","NAVASOTA ISD","093","GRIMES","06","REGION 06: HUNTSVILLE","C","C","C","D","C","C",73,62,77,73,812,2448,2993,565,0,0,0,2272,27.1,18.9,0,0,0,75.9,77,76
"093905","RICHARDS ISD","093","GRIMES","06","REGION 06: HUNTSVILLE","B","B","C","F","C","C",84,54,75,71,0,100,234,41,0,0,0,159,0,17.5,0,0,0,67.9,75,80
"094901","SEGUIN ISD","094","GUADALUPE","20","REGION 20: SAN ANTONIO","D","D","D","D","D","D",67,62,69,61,997,5502,7252,1307,0,257,0,5322,13.7,18,3.5,0,0,73.4,69,67
"094902","SCHERTZ-CIBOLO-U CITY ISD","094","GUADALUPE","20","REGION 20: SAN ANTONIO","C","C","C","C","C","B",79,72,71,80,761,5672,15129,2663,0,0,0,12122,5,17.6,0,0,0,80.1,72,79
"094903","NAVARRO ISD","094","GUADALUPE","20","REGION 20: SAN ANTONIO","C","C","C","C","C","C",78,70,72,74,156,1047,2417,380,0,0,0,1798,6.5,15.7,0,0,0,74.4,72,77
"094904","MARION ISD","094","GUADALUPE","20","REGION 20: SAN ANTONIO","B","B","C","C","C","C",82,73,72,78,121,654,1563,291,0,0,0,1214,7.7,18.6,0,0,0,77.7,73,81
"095901","ABERNATHY ISD","095","HALE","17","REGION 17: LUBBOCK","B","B","B","B","B","B",84,81,83,82,19,408,811,86,0,0,0,585,2.3,10.6,0,0,0,72.1,83,83
"095902","COTTON CENTER ISD","095","HALE","17","REGION 17: LUBBOCK","B","B","B","D","B","A",86,65,82,91,7,60,105,17,0,0,7,74,6.7,16.2,0,6.7,0,70.5,82,88
"095903","HALE CENTER ISD","095","HALE","17","REGION 17: LUBBOCK","C","C","C","D","C","C",73,67,70,79,55,398,585,57,0,0,0,425,9.4,9.7,0,0,0,72.6,70,75
"095904","PETERSBURG ISD","095","HALE","17","REGION 17: LUBBOCK","B","B","B","F","B","B",89,59,89,88,20,213,274,58,0,0,0,196,7.3,21.2,0,0,0,71.5,89,89
"095905","PLAINVIEW ISD","095","HALE","17","REGION 17: LUBBOCK","C","C","C","C","C","C",71,74,76,73,539,3496,4243,567,0,232,0,3285,12.7,13.4,5.5,0,0,77.4,76,75
"096904","MEMPHIS ISD","096","HALL","16","REGION 16: AMARILLO","B","C","B","C","B","B",79,73,84,83,65,315,388,98,0,0,0,296,16.8,25.3,0,0,0,76.3,84,84
"096905","TURKEY-QUITAQUE ISD","096","HALL","16","REGION 16: AMARILLO","A","A","B","C","B","A",90,70,88,93,11,89,189,19,0,0,0,144,5.8,10.1,0,0,0,76.2,88,91
"097902","HAMILTON ISD","097","HAMILTON","12","REGION 12: WACO","B","B","C","D","C","B",81,69,79,80,71,481,851,115,0,0,0,641,8.3,13.5,0,0,0,75.3,79,81
"097903","HICO ISD","097","HAMILTON","12","REGION 12: WACO","C","C","C","D","C","C",76,67,73,73,65,337,642,94,0,0,63,479,10.1,14.6,0,9.8,0,74.6,73,75
"098901","GRUVER ISD","098","HANSFORD","16","REGION 16: AMARILLO","A","A","A","B","A","A",91,81,90,93,94,202,433,47,0,0,0,332,21.7,10.9,0,0,0,76.7,90,92
"098903","PRINGLE-MORSE CISD","098","HANSFORD","16","REGION 16: AMARILLO","B","C","B","C","B","B",76,75,83,85,34,82,119,12,0,0,0,86,28.6,10.1,0,0,0,72.3,83,84
"098904","SPEARMAN ISD","098","HANSFORD","16","REGION 16: AMARILLO","B","B","B","D","B","B",88,67,88,83,168,430,716,70,0,0,0,521,23.5,9.8,0,0,0,72.8,88,87
"099902","CHILLICOTHE ISD","099","HARDEMAN","09","REGION 09: WICHITA FALLS","B","B","B","C","B","A",85,74,84,91,45,166,196,48,0,0,0,138,23,24.5,0,0,0,70.4,84,87
"099903","QUANAH ISD","099","HARDEMAN","09","REGION 09: WICHITA FALLS","B","B","B","C","B","B",83,74,88,80,12,349,468,107,0,0,0,349,2.6,22.9,0,0,0,74.6,88,86
"100903","KOUNTZE ISD","100","HARDIN","05","REGION 05: BEAUMONT","C","C","C","D","C","C",73,69,77,71,49,773,1141,213,0,0,0,810,4.3,18.7,0,0,0,71,77,75
"100904","SILSBEE ISD","100","HARDIN","05","REGION 05: BEAUMONT","D","D","D","D","D","F",67,61,67,52,71,1826,2645,493,0,129,0,2003,2.7,18.6,4.9,0,0,75.7,67,63
"100905","HARDIN-JEFFERSON ISD","100","HARDIN","05","REGION 05: BEAUMONT","B","C","B","B","C","B",79,80,73,81,122,1136,2751,421,0,0,0,2048,4.4,15.3,0,0,0,74.4,80,80
"100907","LUMBERTON ISD","100","HARDIN","05","REGION 05: BEAUMONT","C","C","C","C","D","C",77,73,66,75,122,1622,4184,599,0,0,0,3167,2.9,14.3,0,0,0,75.7,73,76
"100908","WEST HARDIN COUNTY CISD","100","HARDIN","05","REGION 05: BEAUMONT","D","D","C","C","D","D",65,71,64,68,6,374,540,124,0,0,0,414,1.1,23,0,0,0,76.7,71,69
"101802","SER-NINOS CHARTER SCHOOL","101","HARRIS","04","REGION 04: HOUSTON","C","D","C","C","C","C",68,71,77,73,1014,1103,1154,46,0,0,0,679,87.9,4,0,0,0,58.8,77,76
"101803","ARISTOI CLASSICAL ACADEMY","101","HARRIS","04","REGION 04: HOUSTON","B","B","C","D","C","B",80,67,71,86,83,432,1535,163,0,0,0,1060,5.4,10.6,0,0,0,69.1,71,82
"101804","GEORGE I SANCHEZ CHARTER","101","HARRIS","04","REGION 04: HOUSTON","F","F","F","F","F","F",49,51,51,39,714,1052,1125,91,0,0,0,951,63.5,8.1,0,0,0,84.5,51,47
"101806","RAUL YZAGUIRRE SCHOOLS FOR SUCCESS","101","HARRIS","04","REGION 04: HOUSTON","B","C","B","B","B","B",77,81,82,84,1291,1818,1887,201,0,0,9,1170,68.4,10.7,0,0.5,0,62,82,83
"101810","ACADEMY OF ACCELERATED LEARNING INC","101","HARRIS","04","REGION 04: HOUSTON","C","D","C","C","C","B",69,71,76,80,555,782,830,24,0,0,0,461,66.9,2.9,0,0,0,55.5,76,77
"101811","EXCEL ACADEMY","101","HARRIS","04","REGION 04: HOUSTON","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",,,,,26,232,234,64,0,0,0,234,11.1,27.4,0,0,0,100,,
"101814","THE VARNETT PUBLIC SCHOOL","101","HARRIS","04","REGION 04: HOUSTON","D","F","D","D","D","D",57,68,61,68,713,1126,1142,63,0,0,0,647,62.4,5.5,0,0,0,56.7,68,68
"101815","ALIEF MONTESSORI COMMUNITY SCHOOL","101","HARRIS","04","REGION 04: HOUSTON","B","B","A","C","A","C",85,74,90,78,302,295,384,37,0,0,0,149,78.6,9.6,0,0,0,38.8,90,86
"101819","AMIGOS POR VIDA-FRIENDS FOR LIFE PUB CHTR SCH","101","HARRIS","04","REGION 04: HOUSTON","A","B","A","B","A","B",87,87,92,86,605,683,694,48,0,0,0,407,87.2,6.9,0,0,0,58.6,92,90
"101821","HOUSTON HEIGHTS HIGH SCHOOL","101","HARRIS","04","REGION 04: HOUSTON","A","A","A","B","A","B",93,88,94,83,0,153,178,30,0,0,0,178,0,16.9,0,0,0,100,94,91
"101828","HOUSTON GATEWAY ACADEMY INC","101","HARRIS","04","REGION 04: HOUSTON","B","B","B","B","B","B",82,81,86,86,1215,1910,2157,148,0,0,0,1468,56.3,6.9,0,0,0,68.1,86,86
"101837","CALVIN NELMS CHARTER SCHOOLS","101","HARRIS","04","REGION 04: HOUSTON","B","B","B","B","B","A",87,87,85,94,61,136,324,33,0,0,0,324,18.8,10.2,0,0,0,100,87,89
"101838","SOUTHWEST PUBLIC SCHOOLS","101","HARRIS","04","REGION 04: HOUSTON","B","B","B","B","C","B",80,83,75,88,1282,1515,1625,175,0,0,0,1199,78.9,10.8,0,0,0,73.8,83,85
"101840","TWO DIMENSIONS PREPARATORY ACADEMY","101","HARRIS","04","REGION 04: HOUSTON","F","F","F","F","F","F",50,53,52,59,24,417,435,28,0,0,0,87,5.5,6.4,0,0,0,20,53,55
"101842","COMQUEST ACADEMY","101","HARRIS","04","REGION 04: HOUSTON","D","D","F","F","F","F",65,56,55,56,20,20,51,5,0,0,0,50,39.2,9.8,0,0,0,98,56,62
"101845","YES PREP PUBLIC SCHOOLS INC","101","HARRIS","04","REGION 04: HOUSTON","C","C","C","C","C","B",73,73,77,80,9160,16211,17622,1568,0,0,0,15208,52,8.9,0,0,0,86.3,77,78
"101846","HARMONY PUBLIC SCHOOLS - HOUSTON SOUTH","101","HARRIS","04","REGION 04: HOUSTON","A","B","A","B","A","A",87,84,91,94,1602,3083,3645,336,0,0,0,2981,44,9.2,0,0,0,81.8,91,92
"101847","BEATRICE MAYES INSTITUTE CHARTER SCHOOL","101","HARRIS","04","REGION 04: HOUSTON","C","C","C","C","C","B",70,78,75,81,0,385,458,48,0,0,0,310,0,10.5,0,0,0,67.7,78,79
"101849","ACCELERATED INTERMEDIATE ACADEMY","101","HARRIS","04","REGION 04: HOUSTON","B","C","B","B","B","B",74,87,81,88,63,190,192,7,0,0,0,102,32.8,3.6,0,0,0,53.1,87,87
"101853","BAKERRIPLEY COMMUNITY SCHOOLS","101","HARRIS","04","REGION 04: HOUSTON","C","F","C","C","D","C",56,70,60,70,1061,1624,1824,171,0,0,0,497,58.2,9.4,0,0,0,27.2,70,70
"101855","MEYERPARK CHARTER","101","HARRIS","04","REGION 04: HOUSTON","D","F","D","D","F","D",54,60,56,68,3,276,293,27,0,0,0,139,1,9.2,0,0,0,47.4,60,62
"101856","DRAW ACADEMY","101","HARRIS","04","REGION 04: HOUSTON","D","F","D","D","F","D",54,65,56,66,637,675,677,18,0,0,0,354,94.1,2.7,0,0,0,52.3,65,65
"101858","HARMONY PUBLIC SCHOOLS - HOUSTON NORTH","101","HARRIS","04","REGION 04: HOUSTON","B","B","B","C","B","B",81,77,84,83,2322,5177,7104,687,0,0,0,5051,32.7,9.7,0,0,0,71.1,84,84
"101859","STEP CHARTER SCHOOL","101","HARRIS","04","REGION 04: HOUSTON","C","C","C","C","C","C",70,76,78,78,350,531,598,51,0,0,0,379,58.5,8.5,0,0,0,63.4,78,78
"101861","THE RHODES SCHOOL FOR PERFORMING ARTS","101","HARRIS","04","REGION 04: HOUSTON","C","F","C","C","D","C",59,71,63,72,21,491,575,70,0,0,0,330,3.7,12.2,0,0,0,57.4,71,71
"101862","HARMONY PUBLIC SCHOOLS - HOUSTON WEST","101","HARRIS","04","REGION 04: HOUSTON","A","A","A","B","A","A",93,89,93,95,1592,3502,5823,421,0,0,0,4465,27.3,7.2,0,0,0,76.7,93,94
"101864","THE LAWSON ACADEMY","101","HARRIS","04","REGION 04: HOUSTON","D","F","D","D","F","D",55,68,57,65,0,184,195,13,0,0,0,105,0,6.7,0,0,0,53.8,68,67
"101868","THE PRO-VISION ACADEMY","101","HARRIS","04","REGION 04: HOUSTON","C","D","B","C","B","D",69,70,82,63,0,393,395,63,0,0,0,395,0,15.9,0,0,0,100,82,76
"101870","BETA ACADEMY","101","HARRIS","04","REGION 04: HOUSTON","B","B","B","D","B","B",80,68,85,82,373,1067,1485,117,0,0,0,914,25.1,7.9,0,0,0,61.5,85,84
"101871","A+ UNLIMITED POTENTIAL","101","HARRIS","04","REGION 04: HOUSTON","B","C","B","C","B","C",72,79,81,76,10,124,150,24,0,0,0,150,6.7,16,0,0,0,100,81,80
"101872","ETOILE ACADEMY CHARTER SCHOOL","101","HARRIS","04","REGION 04: HOUSTON","D","F","D","D","F","C",54,65,56,70,672,791,806,63,0,0,0,505,83.4,7.8,0,0,0,62.7,65,67
"101873","YELLOWSTONE COLLEGE PREPARATORY","101","HARRIS","04","REGION 04: HOUSTON","F","F","F","F","F","D",53,57,58,66,0,269,272,43,0,0,0,272,0,15.8,0,0,0,100,58,59
"101874","LEGACY SCHOOL OF SPORT SCIENCES","101","HARRIS","04","REGION 04: HOUSTON","D","D","F","F","F","D",61,55,59,65,26,353,487,42,0,0,0,487,5.3,8.6,0,0,0,100,59,62
"101875","BLOOM ACADEMY CHARTER SCHOOL","101","HARRIS","04","REGION 04: HOUSTON","F","F","F","F","F","D",41,50,42,65,0,341,400,57,0,0,0,177,0,14.3,0,0,0,44.3,50,55
"101876","REVE PREPARATORY CHARTER SCHOOL","101","HARRIS","04","REGION 04: HOUSTON","F","F","F","F","F","D",44,52,45,62,38,218,218,18,0,0,0,132,17.4,8.3,0,0,0,60.6,52,55
"101877","ELEVATE COLLEGIATE CHARTER SCHOOL","101","HARRIS","04","REGION 04: HOUSTON","F","F","F","F","F","D",48,52,50,64,0,167,174,6,0,0,0,40,0,3.4,0,0,0,23,52,56
"101878","HOUSTON CLASSICAL CHARTER SCHOOL","101","HARRIS","04","REGION 04: HOUSTON","A","B","A","A","B","A",82,99,85,95,47,184,285,28,0,0,0,76,16.5,9.8,0,0,0,26.7,99,98
"101902","ALDINE ISD","101","HARRIS","04","REGION 04: HOUSTON","D","D","D","D","D","D",62,68,68,67,27332,53032,57737,6172,0,416,464,42584,47.3,10.7,0.7,0.8,0,73.8,68,68
"101903","ALIEF ISD","101","HARRIS","04","REGION 04: HOUSTON","C","D","C","D","C","C",69,67,76,71,22719,34473,39451,5677,0,408,26,28925,57.6,14.4,1,0.1,0,73.3,76,75
"101905","CHANNELVIEW ISD","101","HARRIS","04","REGION 04: HOUSTON","C","C","C","D","C","C",71,64,77,74,4296,8329,9429,1313,0,0,0,7221,45.6,13.9,0,0,0,76.6,77,76
"101906","CROSBY ISD","101","HARRIS","04","REGION 04: HOUSTON","C","C","C","D","C","C",75,67,77,77,1469,4308,6854,967,0,0,0,5140,21.4,14.1,0,0,0,75,77,77
"101907","CYPRESS-FAIRBANKS ISD","101","HARRIS","04","REGION 04: HOUSTON","B","C","B","C","B","B",79,78,82,81,24498,71031,118187,15098,0,0,0,89660,20.7,12.8,0,0,0,75.9,82,82
"101908","DEER PARK ISD","101","HARRIS","04","REGION 04: HOUSTON","B","B","B","C","B","B",81,75,80,82,1880,5889,12082,2034,0,0,0,9471,15.6,16.8,0,0,0,78.4,80,81
"101910","GALENA PARK ISD","101","HARRIS","04","REGION 04: HOUSTON","B","C","B","C","B","B",78,78,86,88,9155,18674,21089,2819,0,494,0,15745,43.4,13.4,2.3,0,0,74.7,86,87
"101911","GOOSE CREEK CISD","101","HARRIS","04","REGION 04: HOUSTON","C","C","C","D","C","C",74,64,79,76,5773,18330,24010,3825,277,418,761,18083,24,15.9,1.7,3.2,1.2,75.3,79,78
"101912","HOUSTON ISD","101","HARRIS","04","REGION 04: HOUSTON","C","C","C","C","C","B",73,75,78,80,71651,146131,183603,18693,0,2467,111,130064,39,10.2,1.3,0.1,0,70.8,78,79
"101913","HUMBLE ISD","101","HARRIS","04","REGION 04: HOUSTON","C","C","C","C","C","C",74,75,70,76,6143,24751,48267,6641,66,474,0,37559,12.7,13.8,1,0,0.1,77.8,75,75
"101914","KATY ISD","101","HARRIS","04","REGION 04: HOUSTON","B","B","B","B","B","B",86,81,86,89,24178,41587,94589,15289,0,0,0,72962,25.6,16.2,0,0,0,77.1,86,87
"101915","KLEIN ISD","101","HARRIS","04","REGION 04: HOUSTON","B","B","B","C","B","B",82,78,83,85,11770,29066,52927,7450,0,75,0,41094,22.2,14.1,0.1,0,0,77.6,83,84
"101916","LA PORTE ISD","101","HARRIS","04","REGION 04: HOUSTON","B","B","B","C","B","B",82,75,83,84,907,4143,7102,1124,0,0,0,5399,12.8,15.8,0,0,0,76,83,83
"101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","B","C","B","C","B","B",76,75,83,80,17573,38544,47425,6595,0,2187,0,35653,37.1,13.9,4.6,0,0,75.2,83,82
"101919","SPRING ISD","101","HARRIS","04","REGION 04: HOUSTON","D","D","D","D","D","D",64,65,68,64,11128,29839,33912,3977,0,365,148,24309,32.8,11.7,1.1,0.4,0,71.7,68,67
"101920","SPRING BRANCH ISD","101","HARRIS","04","REGION 04: HOUSTON","B","C","B","C","B","B",79,78,81,82,12901,18908,33338,4599,0,0,0,24581,38.7,13.8,0,0,0,73.7,81,81
"101921","TOMBALL ISD","101","HARRIS","04","REGION 04: HOUSTON","A","A","B","B","B","A",91,86,88,92,3371,6979,22169,2466,0,341,25,17035,15.2,11.1,1.5,0.1,0,76.8,88,91
"101924","SHELDON ISD","101","HARRIS","04","REGION 04: HOUSTON","C","D","C","C","C","C",69,70,75,74,3887,9515,10995,1283,0,436,390,8441,35.4,11.7,4,3.5,0,76.8,75,75
"101925","HUFFMAN ISD","101","HARRIS","04","REGION 04: HOUSTON","C","C","C","C","D","C",73,71,67,76,369,1838,3675,669,0,0,0,2853,10,18.2,0,0,0,77.6,71,74
"102901","KARNACK ISD","102","HARRISON","07","REGION 07: KILGORE","D","F","D","D","D","D",59,63,63,63,9,112,125,19,0,0,0,64,7.2,15.2,0,0,0,51.2,63,63
"102902","MARSHALL ISD","102","HARRISON","07","REGION 07: KILGORE","D","D","C","D","C","D",69,63,73,65,1104,3874,4944,488,0,0,0,3649,22.3,9.9,0,0,0,73.8,73,69
"102903","WASKOM ISD","102","HARRISON","07","REGION 07: KILGORE","C","C","C","D","C","C",77,66,77,73,81,551,814,101,0,0,0,610,10,12.4,0,0,0,74.9,77,76
"102904","HALLSVILLE ISD","102","HARRISON","07","REGION 07: KILGORE","B","B","B","C","B","C",81,70,83,77,2241,12028,21266,3798,0,0,0,20050,10.5,17.9,0,0,0,94.3,83,81
"102905","HARLETON ISD","102","HARRISON","07","REGION 07: KILGORE","A","A","B","C","B","B",90,72,88,89,10,382,722,99,0,0,0,553,1.4,13.7,0,0,0,76.6,88,90
"102906","ELYSIAN FIELDS ISD","102","HARRISON","07","REGION 07: KILGORE","C","B","C","D","C","C",80,67,78,75,8,403,796,118,0,0,0,590,1,14.8,0,0,0,74.1,78,79
"103901","CHANNING ISD","103","HARTLEY","16","REGION 16: AMARILLO","C","C","C","F","C","C",76,58,73,79,18,90,128,13,0,0,0,90,14.1,10.2,0,0,0,70.3,73,77
"103902","HARTLEY ISD","103","HARTLEY","16","REGION 16: AMARILLO","A","A","A","C","A","A",91,74,92,93,76,144,243,25,0,0,14,176,31.3,10.3,0,5.8,0,72.4,92,92
"104901","HASKELL CISD","104","HASKELL","14","REGION 14: ABILENE","B","B","B","B","B","B",84,84,87,83,6,372,532,101,0,0,0,370,1.1,19,0,0,0,69.5,87,86
"104903","RULE ISD","104","HASKELL","14","REGION 14: ABILENE","D","C","D","F","D","D",70,59,66,67,11,95,130,21,0,0,0,92,8.5,16.2,0,0,0,70.8,66,69
"104907","PAINT CREEK ISD","104","HASKELL","14","REGION 14: ABILENE","A","B","A","B","A","A",89,82,90,92,0,75,104,13,0,0,0,76,0,12.5,0,0,0,73.1,90,91
"105801","KATHERINE ANNE PORTER SCHOOL","105","HAYS","13","REGION 13: AUSTIN","D","D","D","F","D","C",65,51,65,71,0,41,122,22,0,0,4,122,0,18,0,3.3,0,100,65,67
"105802","TEXAS PREPARATORY SCHOOL","105","HAYS","13","REGION 13: AUSTIN","F","F","D","D","F","F",47,63,43,53,8,37,98,18,0,0,0,51,8.2,18.4,0,0,0,52,63,59
"105803","KI CHARTER","105","HAYS","13","REGION 13: AUSTIN","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",,,,,0,393,457,190,0,0,0,440,0,41.6,0,0,0,96.3,,
"105804","DORAL ACADEMY OF TEXAS","105","HAYS","13","REGION 13: AUSTIN","B","B","B","B","B","A",85,87,85,90,64,204,346,51,0,0,0,174,18.5,14.7,0,0,0,50.3,87,88
"105902","SAN MARCOS CISD","105","HAYS","13","REGION 13: AUSTIN","D","D","C","D","C","D",65,65,70,64,1345,6401,8297,1449,0,265,0,6091,16.2,17.5,3.2,0,0,73.4,70,68
"105904","DRIPPING SPRINGS ISD","105","HAYS","13","REGION 13: AUSTIN","B","B","C","C","D","B",88,76,65,82,471,739,8517,1187,0,0,0,6298,5.5,13.9,0,0,0,73.9,76,86
