DISTRICT,DISTNAME,REGION,REGNNAME,COUNTY,CNTYNAME,DFLCHART,DFLALTED,DISTNAME_CLEAN
057816,A W BROWN LEADERSHIP ACADEMY,10,REGION 10: RICHARDSON,57,DALLAS,Y,N,A W Brown Leadership Academy
057819,JEAN MASSIEU ACADEMY,10,REGION 10: RICHARDSON,57,DALLAS,Y,N,Jean Massieu Academy
057827,NOVA ACADEMY SOUTHEAST,10,REGION 10: RICHARDSON,57,DALLAS,Y,N,Nova Academy Southeast
057828,WINFREE ACADEMY CHARTER SCHOOLS,10,REGION 10: RICHARDSON,57,DALLAS,Y,Y,Winfree Academy Charter Schools
057829,A+ ACADEMY,10,REGION 10: RICHARDSON,57,DALLAS,Y,N,A+ Academy
057830,INSPIRED VISION ACADEMY,10,REGION 10: RICHARDSON,57,DALLAS,Y,N,Inspired Vision Academy
057831,GATEWAY CHARTER ACADEMY,10,REGION 10: RICHARDSON,57,DALLAS,Y,N,Gateway Charter Academy
057833,EDUCATION CENTER INTERNATIONAL ACADEMY,10,REGION 10: RICHARDSON,57,DALLAS,Y,N,Education Center International Academy
057834,EVOLUTION ACADEMY CHARTER SCHOOL,10,REGION 10: RICHARDSON,57,DALLAS,Y,Y,Evolution Academy Charter School
057835,GOLDEN RULE CHARTER SCHOOL,10,REGION 10: RICHARDSON,57,DALLAS,Y,N,Golden Rule Charter School
057836,ST ANTHONY SCHOOL,10,REGION 10: RICHARDSON,57,DALLAS,Y,N,St Anthony School
057839,LA ACADEMIA DE ESTRELLAS,10,REGION 10: RICHARDSON,57,DALLAS,Y,N,La Academia De Estrellas
057840,RICHLAND COLLEGIATE HIGH SCHOOL,10,REGION 10: RICHARDSON,57,DALLAS,Y,N,Richland Collegiate High School
057841,CITYSCAPE SCHOOLS,10,REGION 10: RICHARDSON,57,DALLAS,Y,N,Cityscape Schools
057844,MANARA ACADEMY,10,REGION 10: RICHARDSON,57,DALLAS,Y,N,Manara Academy
057845,UME PREPARATORY ACADEMY,10,REGION 10: RICHARDSON,57,DALLAS,Y,N,Ume Preparatory Academy
057846,LEGACY PREPARATORY,10,REGION 10: RICHARDSON,57,DALLAS,Y,N,Legacy Preparatory
057847,VILLAGE TECH SCHOOLS,10,REGION 10: RICHARDSON,57,DALLAS,Y,N,Village Tech Schools
057848,INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS),10,REGION 10: RICHARDSON,57,DALLAS,Y,N,International Leadership Of Texas (Iltexas)
057850,PIONEER TECHNOLOGY & ARTS ACADEMY,10,REGION 10: RICHARDSON,57,DALLAS,Y,N,Pioneer Technology & Arts Academy
057851,BRIDGEWAY PREPARATORY ACADEMY,10,REGION 10: RICHARDSON,57,DALLAS,Y,N,Bridgeway Preparatory Academy
057903,CARROLLTON-FARMERS BRANCH ISD,10,REGION 10: RICHARDSON,57,DALLAS,N,N,Carrollton-Farmers Branch ISD
057904,CEDAR HILL ISD,10,REGION 10: RICHARDSON,57,DALLAS,N,N,Cedar Hill ISD
057905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,N,N,Dallas ISD
057906,DESOTO ISD,10,REGION 10: RICHARDSON,57,DALLAS,N,N,Desoto ISD
057907,DUNCANVILLE ISD,10,REGION 10: RICHARDSON,57,DALLAS,N,N,Duncanville ISD
057909,GARLAND ISD,10,REGION 10: RICHARDSON,57,DALLAS,N,N,Garland ISD
057910,GRAND PRAIRIE ISD,10,REGION 10: RICHARDSON,57,DALLAS,N,N,Grand Prairie ISD
057911,HIGHLAND PARK ISD,10,REGION 10: RICHARDSON,57,DALLAS,N,N,Highland Park ISD
057912,IRVING ISD,10,REGION 10: RICHARDSON,57,DALLAS,N,N,Irving ISD
057913,LANCASTER ISD,10,REGION 10: RICHARDSON,57,DALLAS,N,N,Lancaster ISD
057914,MESQUITE ISD,10,REGION 10: RICHARDSON,57,DALLAS,N,N,Mesquite ISD
057916,RICHARDSON ISD,10,REGION 10: RICHARDSON,57,DALLAS,N,N,Richardson ISD
057919,SUNNYVALE ISD,10,REGION 10: RICHARDSON,57,DALLAS,N,N,Sunnyvale ISD
057922,COPPELL ISD,10,REGION 10: RICHARDSON,57,DALLAS,N,N,Coppell ISD
058902,DAWSON ISD,17,REGION 17: LUBBOCK,58,DAWSON,N,N,Dawson ISD
058905,KLONDIKE ISD,17,REGION 17: LUBBOCK,58,DAWSON,N,N,Klondike ISD
058906,LAMESA ISD,17,REGION 17: LUBBOCK,58,DAWSON,N,N,Lamesa ISD
058909,SANDS CISD,17,REGION 17: LUBBOCK,58,DAWSON,N,N,Sands CISD
059901,HEREFORD ISD,16,REGION 16: AMARILLO,59,DEAF SMITH,N,N,Hereford ISD
059902,WALCOTT ISD,16,REGION 16: AMARILLO,59,DEAF SMITH,N,N,Walcott ISD
060902,COOPER ISD,8,REGION 08: MT PLEASANT,60,DELTA,N,N,Cooper ISD
060914,FANNINDEL ISD,8,REGION 08: MT PLEASANT,60,DELTA,N,N,Fannindel ISD
061802,NORTH TEXAS COLLEGIATE ACADEMY,11,REGION 11: FORT WORTH,61,DENTON,Y,N,North Texas Collegiate Academy
061804,LEADERSHIP PREP SCHOOL,10,REGION 10: RICHARDSON,61,DENTON,Y,N,Leadership Prep School
061805,TRIVIUM ACADEMY,11,REGION 11: FORT WORTH,61,DENTON,Y,N,Trivium Academy
061901,DENTON ISD,11,REGION 11: FORT WORTH,61,DENTON,N,N,Denton ISD
061902,LEWISVILLE ISD,11,REGION 11: FORT WORTH,61,DENTON,N,N,Lewisville ISD
061903,PILOT POINT ISD,11,REGION 11: FORT WORTH,61,DENTON,N,N,Pilot Point ISD
061905,KRUM ISD,11,REGION 11: FORT WORTH,61,DENTON,N,N,Krum ISD
061906,PONDER ISD,11,REGION 11: FORT WORTH,61,DENTON,N,N,Ponder ISD
061907,AUBREY ISD,11,REGION 11: FORT WORTH,61,DENTON,N,N,Aubrey ISD
061908,SANGER ISD,11,REGION 11: FORT WORTH,61,DENTON,N,N,Sanger ISD
061910,ARGYLE ISD,11,REGION 11: FORT WORTH,61,DENTON,N,N,Argyle ISD
061911,NORTHWEST ISD,11,REGION 11: FORT WORTH,61,DENTON,N,N,Northwest ISD
061912,LAKE DALLAS ISD,11,REGION 11: FORT WORTH,61,DENTON,N,N,Lake Dallas ISD
061914,LITTLE ELM ISD,11,REGION 11: FORT WORTH,61,DENTON,N,N,Little Elm ISD
062901,CUERO ISD,3,REGION 03: VICTORIA,62,DEWITT,N,N,Cuero ISD
062902,NORDHEIM ISD,3,REGION 03: VICTORIA,62,DEWITT,N,N,Nordheim ISD
062903,YOAKUM ISD,3,REGION 03: VICTORIA,62,DEWITT,N,N,Yoakum ISD
062904,YORKTOWN ISD,3,REGION 03: VICTORIA,62,DEWITT,N,N,Yorktown ISD
062905,WESTHOFF ISD,3,REGION 03: VICTORIA,62,DEWITT,N,N,Westhoff ISD
062906,MEYERSVILLE ISD,3,REGION 03: VICTORIA,62,DEWITT,N,N,Meyersville ISD
063903,SPUR ISD,17,REGION 17: LUBBOCK,63,DICKENS,N,N,Spur ISD
063906,PATTON SPRINGS ISD,17,REGION 17: LUBBOCK,63,DICKENS,N,N,Patton Springs ISD
064903,CARRIZO SPRINGS CISD,20,REGION 20: SAN ANTONIO,64,DIMMIT,N,N,Carrizo Springs CISD
065901,CLARENDON ISD,16,REGION 16: AMARILLO,65,DONLEY,N,N,Clarendon ISD
065902,HEDLEY ISD,16,REGION 16: AMARILLO,65,DONLEY,N,N,Hedley ISD
066005,RAMIREZ CSD,2,REGION 02: CORPUS CHRISTI,66,DUVAL,N,N,Ramirez CSD
066901,BENAVIDES ISD,2,REGION 02: CORPUS CHRISTI,66,DUVAL,N,N,Benavides ISD
066902,SAN DIEGO ISD,2,REGION 02: CORPUS CHRISTI,66,DUVAL,N,N,San Diego ISD
066903,FREER ISD,2,REGION 02: CORPUS CHRISTI,66,DUVAL,N,N,Freer ISD
067902,CISCO ISD,14,REGION 14: ABILENE,67,EASTLAND,N,N,Cisco ISD
067903,EASTLAND ISD,14,REGION 14: ABILENE,67,EASTLAND,N,N,Eastland ISD
067904,GORMAN ISD,14,REGION 14: ABILENE,67,EASTLAND,N,N,Gorman ISD
067907,RANGER ISD,14,REGION 14: ABILENE,67,EASTLAND,N,N,Ranger ISD
067908,RISING STAR ISD,14,REGION 14: ABILENE,67,EASTLAND,N,N,Rising Star ISD
068802,COMPASS ACADEMY CHARTER SCHOOL,18,REGION 18: MIDLAND,68,ECTOR,Y,N,Compass Academy Charter School
068901,ECTOR COUNTY ISD,18,REGION 18: MIDLAND,68,ECTOR,N,N,Ector County ISD
069901,ROCKSPRINGS ISD,15,REGION 15: SAN ANGELO,69,EDWARDS,N,N,Rocksprings ISD
069902,NUECES CANYON CISD,15,REGION 15: SAN ANGELO,69,EDWARDS,N,N,Nueces Canyon CISD
070801,FAITH FAMILY ACADEMY,10,REGION 10: RICHARDSON,70,ELLIS,Y,N,Faith Family Academy
070901,AVALON ISD,10,REGION 10: RICHARDSON,70,ELLIS,N,N,Avalon ISD
070903,ENNIS ISD,10,REGION 10: RICHARDSON,70,ELLIS,N,N,Ennis ISD
070905,FERRIS ISD,10,REGION 10: RICHARDSON,70,ELLIS,N,N,Ferris ISD
070907,ITALY ISD,10,REGION 10: RICHARDSON,70,ELLIS,N,N,Italy ISD
070908,MIDLOTHIAN ISD,10,REGION 10: RICHARDSON,70,ELLIS,N,N,Midlothian ISD
070909,MILFORD ISD,10,REGION 10: RICHARDSON,70,ELLIS,N,N,Milford ISD
070910,PALMER ISD,10,REGION 10: RICHARDSON,70,ELLIS,N,N,Palmer ISD
070911,RED OAK ISD,10,REGION 10: RICHARDSON,70,ELLIS,N,N,Red Oak ISD
070912,WAXAHACHIE ISD,10,REGION 10: RICHARDSON,70,ELLIS,N,N,Waxahachie ISD
070915,MAYPEARL ISD,10,REGION 10: RICHARDSON,70,ELLIS,N,N,Maypearl ISD
071801,BURNHAM WOOD CHARTER SCHOOL DISTRICT,19,REGION 19: EL PASO,71,EL PASO,Y,N,Burnham Wood Charter School District
071803,TRIUMPH PUBLIC HIGH SCHOOLS-EL PASO,19,REGION 19: EL PASO,71,EL PASO,Y,Y,Triumph Public High Schools-El Paso
071804,EL PASO ACADEMY,19,REGION 19: EL PASO,71,EL PASO,Y,Y,El Paso Academy
071806,HARMONY PUBLIC SCHOOLS - WEST TEXAS,19,REGION 19: EL PASO,71,EL PASO,Y,N,Harmony Public Schools - West Texas
071807,LA FE PREPARATORY SCHOOL,19,REGION 19: EL PASO,71,EL PASO,Y,N,La Fe Preparatory School
071809,VISTA DEL FUTURO CHARTER SCHOOL,19,REGION 19: EL PASO,71,EL PASO,Y,N,Vista Del Futuro Charter School
071810,EL PASO LEADERSHIP ACADEMY,19,REGION 19: EL PASO,71,EL PASO,Y,N,El Paso Leadership Academy
071901,CLINT ISD,19,REGION 19: EL PASO,71,EL PASO,N,N,Clint ISD
071902,EL PASO ISD,19,REGION 19: EL PASO,71,EL PASO,N,N,El Paso ISD
071903,FABENS ISD,19,REGION 19: EL PASO,71,EL PASO,N,N,Fabens ISD
071904,SAN ELIZARIO ISD,19,REGION 19: EL PASO,71,EL PASO,N,N,San Elizario ISD
071905,YSLETA ISD,19,REGION 19: EL PASO,71,EL PASO,N,N,Ysleta ISD
071906,ANTHONY ISD,19,REGION 19: EL PASO,71,EL PASO,N,N,Anthony ISD
071907,CANUTILLO ISD,19,REGION 19: EL PASO,71,EL PASO,N,N,Canutillo ISD
071908,TORNILLO ISD,19,REGION 19: EL PASO,71,EL PASO,N,N,Tornillo ISD
071909,SOCORRO ISD,19,REGION 19: EL PASO,71,EL PASO,N,N,Socorro ISD
072801,PREMIER HIGH SCHOOLS,11,REGION 11: FORT WORTH,72,ERATH,Y,Y,Premier High Schools
072802,ERATH EXCELS ACADEMY INC,11,REGION 11: FORT WORTH,72,ERATH,Y,Y,Erath Excels Academy Inc
072901,THREE WAY ISD,11,REGION 11: FORT WORTH,72,ERATH,N,N,Three Way ISD
072902,DUBLIN ISD,11,REGION 11: FORT WORTH,72,ERATH,N,N,Dublin ISD
072903,STEPHENVILLE ISD,11,REGION 11: FORT WORTH,72,ERATH,N,N,Stephenville ISD
072904,BLUFF DALE ISD,11,REGION 11: FORT WORTH,72,ERATH,N,N,Bluff Dale ISD
072908,HUCKABAY ISD,11,REGION 11: FORT WORTH,72,ERATH,N,N,Huckabay ISD
072909,LINGLEVILLE ISD,11,REGION 11: FORT WORTH,72,ERATH,N,N,Lingleville ISD
072910,MORGAN MILL ISD,11,REGION 11: FORT WORTH,72,ERATH,N,N,Morgan Mill ISD
073901,CHILTON ISD,12,REGION 12: WACO,73,FALLS,N,N,Chilton ISD
073903,MARLIN ISD,12,REGION 12: WACO,73,FALLS,N,N,Marlin ISD
073904,WESTPHALIA ISD,12,REGION 12: WACO,73,FALLS,N,N,Westphalia ISD
073905,ROSEBUD-LOTT ISD,12,REGION 12: WACO,73,FALLS,N,N,Rosebud-Lott ISD
074903,BONHAM ISD,10,REGION 10: RICHARDSON,74,FANNIN,N,N,Bonham ISD
074904,DODD CITY ISD,10,REGION 10: RICHARDSON,74,FANNIN,N,N,Dodd City ISD
074905,ECTOR ISD,10,REGION 10: RICHARDSON,74,FANNIN,N,N,Ector ISD
074907,HONEY GROVE ISD,8,REGION 08: MT PLEASANT,74,FANNIN,N,N,Honey Grove ISD
074909,LEONARD ISD,10,REGION 10: RICHARDSON,74,FANNIN,N,N,Leonard ISD
074911,SAVOY ISD,10,REGION 10: RICHARDSON,74,FANNIN,N,N,Savoy ISD
074912,TRENTON ISD,10,REGION 10: RICHARDSON,74,FANNIN,N,N,Trenton ISD
074917,SAM RAYBURN ISD,10,REGION 10: RICHARDSON,74,FANNIN,N,N,Sam Rayburn ISD
075901,FLATONIA ISD,13,REGION 13: AUSTIN,75,FAYETTE,N,N,Flatonia ISD
075902,LA GRANGE ISD,13,REGION 13: AUSTIN,75,FAYETTE,N,N,La Grange ISD
075903,SCHULENBURG ISD,13,REGION 13: AUSTIN,75,FAYETTE,N,N,Schulenburg ISD
075906,FAYETTEVILLE ISD,13,REGION 13: AUSTIN,75,FAYETTE,N,N,Fayetteville ISD
075908,ROUND TOP-CARMINE ISD,13,REGION 13: AUSTIN,75,FAYETTE,N,N,Round Top-Carmine ISD
076903,ROBY CISD,14,REGION 14: ABILENE,76,FISHER,N,N,Roby CISD
076904,ROTAN ISD,14,REGION 14: ABILENE,76,FISHER,N,N,Rotan ISD
077901,FLOYDADA COLLEGIATE ISD,17,REGION 17: LUBBOCK,77,FLOYD,N,N,Floydada Collegiate ISD
077902,LOCKNEY ISD,17,REGION 17: LUBBOCK,77,FLOYD,N,N,Lockney ISD
078901,CROWELL ISD,9,REGION 09: WICHITA FALLS,78,FOARD,N,N,Crowell ISD
079901,LAMAR CISD,4,REGION 04: HOUSTON,79,FORT BEND,N,N,Lamar CISD
079906,NEEDVILLE ISD,4,REGION 04: HOUSTON,79,FORT BEND,N,N,Needville ISD
079907,FORT BEND ISD,4,REGION 04: HOUSTON,79,FORT BEND,N,N,Fort Bend ISD
079910,STAFFORD MSD,4,REGION 04: HOUSTON,79,FORT BEND,N,N,Stafford Msd
080901,MOUNT VERNON ISD,8,REGION 08: MT PLEASANT,80,FRANKLIN,N,N,Mount Vernon ISD
081902,FAIRFIELD ISD,12,REGION 12: WACO,81,FREESTONE,N,N,Fairfield ISD
081904,TEAGUE ISD,12,REGION 12: WACO,81,FREESTONE,N,N,Teague ISD
081905,WORTHAM ISD,12,REGION 12: WACO,81,FREESTONE,N,N,Wortham ISD
081906,DEW ISD,12,REGION 12: WACO,81,FREESTONE,N,N,Dew ISD
082902,DILLEY ISD,20,REGION 20: SAN ANTONIO,82,FRIO,N,N,Dilley ISD
082903,PEARSALL ISD,20,REGION 20: SAN ANTONIO,82,FRIO,N,N,Pearsall ISD
083901,SEAGRAVES ISD,17,REGION 17: LUBBOCK,83,GAINES,N,N,Seagraves ISD
083902,LOOP ISD,17,REGION 17: LUBBOCK,83,GAINES,N,N,Loop ISD
083903,SEMINOLE ISD,17,REGION 17: LUBBOCK,83,GAINES,N,N,Seminole ISD
084802,ODYSSEY ACADEMY INC,4,REGION 04: HOUSTON,84,GALVESTON,Y,N,Odyssey Academy Inc
084804,AMBASSADORS PREPARATORY ACADEMY,4,REGION 04: HOUSTON,84,GALVESTON,Y,N,Ambassadors Preparatory Academy
084901,DICKINSON ISD,4,REGION 04: HOUSTON,84,GALVESTON,N,N,Dickinson ISD
084902,GALVESTON ISD,4,REGION 04: HOUSTON,84,GALVESTON,N,N,Galveston ISD
084903,HIGH ISLAND ISD,5,REGION 05: BEAUMONT,84,GALVESTON,N,N,High Island ISD
084906,TEXAS CITY ISD,4,REGION 04: HOUSTON,84,GALVESTON,N,N,Texas City ISD
084908,HITCHCOCK ISD,4,REGION 04: HOUSTON,84,GALVESTON,N,N,Hitchcock ISD
084909,SANTA FE ISD,4,REGION 04: HOUSTON,84,GALVESTON,N,N,Santa Fe ISD
084910,CLEAR CREEK ISD,4,REGION 04: HOUSTON,84,GALVESTON,N,N,Clear Creek ISD
084911,FRIENDSWOOD ISD,4,REGION 04: HOUSTON,84,GALVESTON,N,N,Friendswood ISD
085902,POST ISD,17,REGION 17: LUBBOCK,85,GARZA,N,N,Post ISD
085903,SOUTHLAND ISD,17,REGION 17: LUBBOCK,85,GARZA,N,N,Southland ISD
086024,DOSS CONSOLIDATED CSD,13,REGION 13: AUSTIN,86,GILLESPIE,N,N,Doss Consolidated CSD
086901,FREDERICKSBURG ISD,13,REGION 13: AUSTIN,86,GILLESPIE,N,N,Fredericksburg ISD
086902,HARPER ISD,15,REGION 15: SAN ANGELO,86,GILLESPIE,N,N,Harper ISD
087901,GLASSCOCK COUNTY ISD,18,REGION 18: MIDLAND,87,GLASSCOCK,N,N,Glasscock County ISD
088902,GOLIAD ISD,3,REGION 03: VICTORIA,88,GOLIAD,N,N,Goliad ISD
089901,GONZALES ISD,13,REGION 13: AUSTIN,89,GONZALES,N,N,Gonzales ISD
089903,NIXON-SMILEY CISD,13,REGION 13: AUSTIN,89,GONZALES,N,N,Nixon-Smiley CISD
089905,WAELDER ISD,13,REGION 13: AUSTIN,89,GONZALES,N,N,Waelder ISD
090902,LEFORS ISD,16,REGION 16: AMARILLO,90,GRAY,N,N,Lefors ISD
090903,MCLEAN ISD,16,REGION 16: AMARILLO,90,GRAY,N,N,McLean ISD
090904,PAMPA ISD,16,REGION 16: AMARILLO,90,GRAY,N,N,Pampa ISD
090905,GRANDVIEW-HOPKINS ISD,16,REGION 16: AMARILLO,90,GRAY,N,N,Grandview-Hopkins ISD
091901,BELLS ISD,10,REGION 10: RICHARDSON,91,GRAYSON,N,N,Bells ISD
091902,COLLINSVILLE ISD,10,REGION 10: RICHARDSON,91,GRAYSON,N,N,Collinsville ISD
091903,DENISON ISD,10,REGION 10: RICHARDSON,91,GRAYSON,N,N,Denison ISD
091905,HOWE ISD,10,REGION 10: RICHARDSON,91,GRAYSON,N,N,Howe ISD
091906,SHERMAN ISD,10,REGION 10: RICHARDSON,91,GRAYSON,N,N,Sherman ISD
091907,TIOGA ISD,10,REGION 10: RICHARDSON,91,GRAYSON,N,N,Tioga ISD
091908,VAN ALSTYNE ISD,10,REGION 10: RICHARDSON,91,GRAYSON,N,N,Van Alstyne ISD
091909,WHITESBORO ISD,10,REGION 10: RICHARDSON,91,GRAYSON,N,N,Whitesboro ISD
091910,WHITEWRIGHT ISD,10,REGION 10: RICHARDSON,91,GRAYSON,N,N,Whitewright ISD
091913,POTTSBORO ISD,10,REGION 10: RICHARDSON,91,GRAYSON,N,N,Pottsboro ISD
091914,S AND S CISD,10,REGION 10: RICHARDSON,91,GRAYSON,N,N,S And S CISD
091917,GUNTER ISD,10,REGION 10: RICHARDSON,91,GRAYSON,N,N,Gunter ISD
091918,TOM BEAN ISD,10,REGION 10: RICHARDSON,91,GRAYSON,N,N,Tom Bean ISD
092801,EAST TEXAS CHARTER SCHOOLS,7,REGION 07: KILGORE,92,GREGG,Y,Y,East Texas Charter Schools
092901,GLADEWATER ISD,7,REGION 07: KILGORE,92,GREGG,N,N,Gladewater ISD
092902,KILGORE ISD,7,REGION 07: KILGORE,92,GREGG,N,N,Kilgore ISD
092903,LONGVIEW ISD,7,REGION 07: KILGORE,92,GREGG,N,N,Longview ISD
092904,PINE TREE ISD,7,REGION 07: KILGORE,92,GREGG,N,N,Pine Tree ISD
092906,SABINE ISD,7,REGION 07: KILGORE,92,GREGG,N,N,Sabine ISD
092907,SPRING HILL ISD,7,REGION 07: KILGORE,92,GREGG,N,N,Spring Hill ISD
092908,WHITE OAK ISD,7,REGION 07: KILGORE,92,GREGG,N,N,White Oak ISD
093901,ANDERSON-SHIRO CISD,6,REGION 06: HUNTSVILLE,93,GRIMES,N,N,Anderson-Shiro CISD
093903,IOLA ISD,6,REGION 06: HUNTSVILLE,93,GRIMES,N,N,Iola ISD
093904,NAVASOTA ISD,6,REGION 06: HUNTSVILLE,93,GRIMES,N,N,Navasota ISD
093905,RICHARDS ISD,6,REGION 06: HUNTSVILLE,93,GRIMES,N,N,Richards ISD
094901,SEGUIN ISD,20,REGION 20: SAN ANTONIO,94,GUADALUPE,N,N,Seguin ISD
094902,SCHERTZ-CIBOLO-U CITY ISD,20,REGION 20: SAN ANTONIO,94,GUADALUPE,N,N,Schertz-Cibolo-U City ISD
094903,NAVARRO ISD,20,REGION 20: SAN ANTONIO,94,GUADALUPE,N,N,Navarro ISD
094904,MARION ISD,20,REGION 20: SAN ANTONIO,94,GUADALUPE,N,N,Marion ISD
095901,ABERNATHY ISD,17,REGION 17: LUBBOCK,95,HALE,N,N,Abernathy ISD
095902,COTTON CENTER ISD,17,REGION 17: LUBBOCK,95,HALE,N,N,Cotton Center ISD
095903,HALE CENTER ISD,17,REGION 17: LUBBOCK,95,HALE,N,N,Hale Center ISD
095904,PETERSBURG ISD,17,REGION 17: LUBBOCK,95,HALE,N,N,Petersburg ISD
095905,PLAINVIEW ISD,17,REGION 17: LUBBOCK,95,HALE,N,N,Plainview ISD
096904,MEMPHIS ISD,16,REGION 16: AMARILLO,96,HALL,N,N,Memphis ISD
096905,TURKEY-QUITAQUE ISD,16,REGION 16: AMARILLO,96,HALL,N,N,Turkey-Quitaque ISD
097902,HAMILTON ISD,12,REGION 12: WACO,97,HAMILTON,N,N,Hamilton ISD
097903,HICO ISD,12,REGION 12: WACO,97,HAMILTON,N,N,Hico ISD
098901,GRUVER ISD,16,REGION 16: AMARILLO,98,HANSFORD,N,N,Gruver ISD
098903,PRINGLE-MORSE CISD,16,REGION 16: AMARILLO,98,HANSFORD,N,N,Pringle-Morse CISD
098904,SPEARMAN ISD,16,REGION 16: AMARILLO,98,HANSFORD,N,N,Spearman ISD
099902,CHILLICOTHE ISD,9,REGION 09: WICHITA FALLS,99,HARDEMAN,N,N,Chillicothe ISD
099903,QUANAH ISD,9,REGION 09: WICHITA FALLS,99,HARDEMAN,N,N,Quanah ISD
100903,KOUNTZE ISD,5,REGION 05: BEAUMONT,100,HARDIN,N,N,Kountze ISD
100904,SILSBEE ISD,5,REGION 05: BEAUMONT,100,HARDIN,N,N,Silsbee ISD
100905,HARDIN-JEFFERSON ISD,5,REGION 05: BEAUMONT,100,HARDIN,N,N,Hardin-Jefferson ISD
100907,LUMBERTON ISD,5,REGION 05: BEAUMONT,100,HARDIN,N,N,Lumberton ISD
100908,WEST HARDIN COUNTY CISD,5,REGION 05: BEAUMONT,100,HARDIN,N,N,West Hardin County CISD
101802,SER-NINOS CHARTER SCHOOL,4,REGION 04: HOUSTON,101,HARRIS,Y,N,Ser-Ninos Charter School
101803,ARISTOI CLASSICAL ACADEMY,4,REGION 04: HOUSTON,101,HARRIS,Y,N,Aristoi Classical Academy
101804,GEORGE I SANCHEZ CHARTER,4,REGION 04: HOUSTON,101,HARRIS,Y,N,George I Sanchez Charter
101806,RAUL YZAGUIRRE SCHOOLS FOR SUCCESS,4,REGION 04: HOUSTON,101,HARRIS,Y,N,Raul Yzaguirre Schools For Success
101810,ACADEMY OF ACCELERATED LEARNING INC,4,REGION 04: HOUSTON,101,HARRIS,Y,N,Academy Of Accelerated Learning Inc
101811,EXCEL ACADEMY,4,REGION 04: HOUSTON,101,HARRIS,Y,Y,Excel Academy
101814,THE VARNETT PUBLIC SCHOOL,4,REGION 04: HOUSTON,101,HARRIS,Y,N,The Varnett Public School
101815,ALIEF MONTESSORI COMMUNITY SCHOOL,4,REGION 04: HOUSTON,101,HARRIS,Y,N,Alief Montessori Community School
101819,AMIGOS POR VIDA-FRIENDS FOR LIFE PUB CHTR SCH,4,REGION 04: HOUSTON,101,HARRIS,Y,N,Amigos Por Vida-Friends For Life Pub Chtr Sch
101821,HOUSTON HEIGHTS HIGH SCHOOL,4,REGION 04: HOUSTON,101,HARRIS,Y,Y,Houston Heights High School
101828,HOUSTON GATEWAY ACADEMY INC,4,REGION 04: HOUSTON,101,HARRIS,Y,N,Houston Gateway Academy Inc
101837,CALVIN NELMS CHARTER SCHOOLS,4,REGION 04: HOUSTON,101,HARRIS,Y,N,Calvin Nelms Charter Schools
101838,SOUTHWEST PUBLIC SCHOOLS,4,REGION 04: HOUSTON,101,HARRIS,Y,N,Southwest Public Schools
101840,TWO DIMENSIONS PREPARATORY ACADEMY,4,REGION 04: HOUSTON,101,HARRIS,Y,N,Two Dimensions Preparatory Academy
101842,COMQUEST ACADEMY,4,REGION 04: HOUSTON,101,HARRIS,Y,N,Comquest Academy
101845,YES PREP PUBLIC SCHOOLS INC,4,REGION 04: HOUSTON,101,HARRIS,Y,N,Yes Prep Public Schools Inc
101846,HARMONY PUBLIC SCHOOLS - HOUSTON SOUTH,4,REGION 04: HOUSTON,101,HARRIS,Y,N,Harmony Public Schools - Houston South
101847,BEATRICE MAYES INSTITUTE CHARTER SCHOOL,4,REGION 04: HOUSTON,101,HARRIS,Y,N,Beatrice Mayes Institute Charter School
101849,ACCELERATED INTERMEDIATE ACADEMY,4,REGION 04: HOUSTON,101,HARRIS,Y,N,Accelerated Intermediate Academy
101853,BAKERRIPLEY COMMUNITY SCHOOLS,4,REGION 04: HOUSTON,101,HARRIS,Y,N,Bakerripley Community Schools
101855,MEYERPARK CHARTER,4,REGION 04: HOUSTON,101,HARRIS,Y,N,Meyerpark Charter
101856,DRAW ACADEMY,4,REGION 04: HOUSTON,101,HARRIS,Y,N,Draw Academy
101858,HARMONY PUBLIC SCHOOLS - HOUSTON NORTH,4,REGION 04: HOUSTON,101,HARRIS,Y,N,Harmony Public Schools - Houston North
101859,STEP CHARTER SCHOOL,4,REGION 04: HOUSTON,101,HARRIS,Y,N,Step Charter School
101861,THE RHODES SCHOOL FOR PERFORMING ARTS,4,REGION 04: HOUSTON,101,HARRIS,Y,N,The Rhodes School For Performing Arts
101862,HARMONY PUBLIC SCHOOLS - HOUSTON WEST,4,REGION 04: HOUSTON,101,HARRIS,Y,N,Harmony Public Schools - Houston West
101864,THE LAWSON ACADEMY,4,REGION 04: HOUSTON,101,HARRIS,Y,N,The Lawson Academy
101868,THE PRO-VISION ACADEMY,4,REGION 04: HOUSTON,101,HARRIS,Y,Y,The Pro-Vision Academy
101870,BETA ACADEMY,4,REGION 04: HOUSTON,101,HARRIS,Y,N,Beta Academy
101871,A+ UNLIMITED POTENTIAL,4,REGION 04: HOUSTON,101,HARRIS,Y,N,A+ Unlimited Potential
101872,ETOILE ACADEMY CHARTER SCHOOL,4,REGION 04: HOUSTON,101,HARRIS,Y,N,Etoile Academy Charter School
101873,YELLOWSTONE COLLEGE PREPARATORY,4,REGION 04: HOUSTON,101,HARRIS,Y,N,Yellowstone College Preparatory
