DISTRICT,DISTNAME,REGION,REGNNAME,COUNTY,CNTYNAME,DFLCHART,DFLALTED,DISTNAME_CLEAN
158904,MATAGORDA ISD,3,REGION 03: VICTORIA,158,MATAGORDA,N,N,Matagorda ISD
158905,PALACIOS ISD,3,REGION 03: VICTORIA,158,MATAGORDA,N,N,Palacios ISD
158906,VAN VLECK ISD,3,REGION 03: VICTORIA,158,MATAGORDA,N,N,Van Vleck ISD
159901,EAGLE PASS ISD,20,REGION 20: SAN ANTONIO,159,MAVERICK,N,N,Eagle Pass ISD
160901,BRADY ISD,15,REGION 15: SAN ANGELO,160,MCCULLOCH,N,N,Brady ISD
160904,ROCHELLE ISD,15,REGION 15: SAN ANGELO,160,MCCULLOCH,N,N,Rochelle ISD
160905,LOHN ISD,15,REGION 15: SAN ANGELO,160,MCCULLOCH,N,N,Lohn ISD
161802,RAPOPORT ACADEMY PUBLIC SCHOOL,12,REGION 12: WACO,161,MCLENNAN,Y,N,Rapoport Academy Public School
161807,HARMONY PUBLIC SCHOOLS - NORTH TEXAS,12,REGION 12: WACO,161,MCLENNAN,Y,N,Harmony Public Schools - North Texas
161901,CRAWFORD ISD,12,REGION 12: WACO,161,MCLENNAN,N,N,Crawford ISD
161903,MIDWAY ISD,12,REGION 12: WACO,161,MCLENNAN,N,N,Midway ISD
161906,LA VEGA ISD,12,REGION 12: WACO,161,MCLENNAN,N,N,La Vega ISD
161907,LORENA ISD,12,REGION 12: WACO,161,MCLENNAN,N,N,Lorena ISD
161908,MART ISD,12,REGION 12: WACO,161,MCLENNAN,N,N,Mart ISD
161909,MCGREGOR ISD,12,REGION 12: WACO,161,MCLENNAN,N,N,McGregor ISD
161910,MOODY ISD,12,REGION 12: WACO,161,MCLENNAN,N,N,Moody ISD
161912,RIESEL ISD,12,REGION 12: WACO,161,MCLENNAN,N,N,Riesel ISD
161914,WACO ISD,12,REGION 12: WACO,161,MCLENNAN,N,N,Waco ISD
161916,WEST ISD,12,REGION 12: WACO,161,MCLENNAN,N,N,West ISD
161918,AXTELL ISD,12,REGION 12: WACO,161,MCLENNAN,N,N,Axtell ISD
161919,BRUCEVILLE-EDDY ISD,12,REGION 12: WACO,161,MCLENNAN,N,N,Bruceville-Eddy ISD
161920,CHINA SPRING ISD,12,REGION 12: WACO,161,MCLENNAN,N,N,China Spring ISD
161921,CONNALLY ISD,12,REGION 12: WACO,161,MCLENNAN,N,N,Connally ISD
161922,ROBINSON ISD,12,REGION 12: WACO,161,MCLENNAN,N,N,Robinson ISD
161923,BOSQUEVILLE ISD,12,REGION 12: WACO,161,MCLENNAN,N,N,Bosqueville ISD
161924,HALLSBURG ISD,12,REGION 12: WACO,161,MCLENNAN,N,N,Hallsburg ISD
161925,GHOLSON ISD,12,REGION 12: WACO,161,MCLENNAN,N,N,Gholson ISD
162904,MCMULLEN COUNTY ISD,2,REGION 02: CORPUS CHRISTI,162,MCMULLEN,N,N,McMullen County ISD
163901,DEVINE ISD,20,REGION 20: SAN ANTONIO,163,MEDINA,N,N,Devine ISD
163902,D'HANIS ISD,20,REGION 20: SAN ANTONIO,163,MEDINA,N,N,D'Hanis ISD
163903,NATALIA ISD,20,REGION 20: SAN ANTONIO,163,MEDINA,N,N,Natalia ISD
163904,HONDO ISD,20,REGION 20: SAN ANTONIO,163,MEDINA,N,N,Hondo ISD
163908,MEDINA VALLEY ISD,20,REGION 20: SAN ANTONIO,163,MEDINA,N,N,Medina Valley ISD
164901,MENARD ISD,15,REGION 15: SAN ANGELO,164,MENARD,N,N,Menard ISD
165802,MIDLAND ACADEMY CHARTER SCHOOL,18,REGION 18: MIDLAND,165,MIDLAND,Y,N,Midland Academy Charter School
165901,MIDLAND ISD,18,REGION 18: MIDLAND,165,MIDLAND,N,N,Midland ISD
165902,GREENWOOD ISD,18,REGION 18: MIDLAND,165,MIDLAND,N,N,Greenwood ISD
166901,CAMERON ISD,6,REGION 06: HUNTSVILLE,166,MILAM,N,N,Cameron ISD
166902,GAUSE ISD,6,REGION 06: HUNTSVILLE,166,MILAM,N,N,Gause ISD
166903,MILANO ISD,6,REGION 06: HUNTSVILLE,166,MILAM,N,N,Milano ISD
166904,ROCKDALE ISD,6,REGION 06: HUNTSVILLE,166,MILAM,N,N,Rockdale ISD
166905,THORNDALE ISD,13,REGION 13: AUSTIN,166,MILAM,N,N,Thorndale ISD
166907,BUCKHOLTS ISD,12,REGION 12: WACO,166,MILAM,N,N,Buckholts ISD
167901,GOLDTHWAITE ISD,12,REGION 12: WACO,167,MILLS,N,N,Goldthwaite ISD
167902,MULLIN ISD,12,REGION 12: WACO,167,MILLS,N,N,Mullin ISD
167904,PRIDDY ISD,12,REGION 12: WACO,167,MILLS,N,N,Priddy ISD
168901,COLORADO ISD,14,REGION 14: ABILENE,168,MITCHELL,N,N,Colorado ISD
168902,LORAINE ISD,14,REGION 14: ABILENE,168,MITCHELL,N,N,Loraine ISD
168903,WESTBROOK ISD,14,REGION 14: ABILENE,168,MITCHELL,N,N,Westbrook ISD
169901,BOWIE ISD,9,REGION 09: WICHITA FALLS,169,MONTAGUE,N,N,Bowie ISD
169902,NOCONA ISD,9,REGION 09: WICHITA FALLS,169,MONTAGUE,N,N,Nocona ISD
169906,GOLD BURG ISD,9,REGION 09: WICHITA FALLS,169,MONTAGUE,N,N,Gold Burg ISD
169908,MONTAGUE ISD,9,REGION 09: WICHITA FALLS,169,MONTAGUE,N,N,Montague ISD
169909,PRAIRIE VALLEY ISD,9,REGION 09: WICHITA FALLS,169,MONTAGUE,N,N,Prairie Valley ISD
169910,FORESTBURG ISD,9,REGION 09: WICHITA FALLS,169,MONTAGUE,N,N,Forestburg ISD
169911,SAINT JO ISD,9,REGION 09: WICHITA FALLS,169,MONTAGUE,N,N,Saint Jo ISD
170802,THRIVE CENTER FOR SUCCESS,6,REGION 06: HUNTSVILLE,170,MONTGOMERY,Y,N,Thrive Center For Success
170902,CONROE ISD,6,REGION 06: HUNTSVILLE,170,MONTGOMERY,N,N,Conroe ISD
170903,MONTGOMERY ISD,6,REGION 06: HUNTSVILLE,170,MONTGOMERY,N,N,Montgomery ISD
170904,WILLIS ISD,6,REGION 06: HUNTSVILLE,170,MONTGOMERY,N,N,Willis ISD
170906,MAGNOLIA ISD,6,REGION 06: HUNTSVILLE,170,MONTGOMERY,N,N,Magnolia ISD
170907,SPLENDORA ISD,6,REGION 06: HUNTSVILLE,170,MONTGOMERY,N,N,Splendora ISD
170908,NEW CANEY ISD,6,REGION 06: HUNTSVILLE,170,MONTGOMERY,N,N,New Caney ISD
171901,DUMAS ISD,16,REGION 16: AMARILLO,171,MOORE,N,N,Dumas ISD
171902,SUNRAY COLLEGIATE ISD,16,REGION 16: AMARILLO,171,MOORE,N,N,Sunray Collegiate ISD
172902,DAINGERFIELD-LONE STAR ISD,8,REGION 08: MT PLEASANT,172,MORRIS,N,N,Daingerfield-Lone Star ISD
172905,PEWITT CISD,8,REGION 08: MT PLEASANT,172,MORRIS,N,N,Pewitt CISD
173901,MOTLEY COUNTY ISD,17,REGION 17: LUBBOCK,173,MOTLEY,N,N,Motley County ISD
174801,STEPHEN F AUSTIN STATE UNIVERSITY CHARTER SCHOOL,7,REGION 07: KILGORE,174,NACOGDOCHES,Y,N,Stephen F Austin State University Charter School
174901,CHIRENO ISD,7,REGION 07: KILGORE,174,NACOGDOCHES,N,N,Chireno ISD
174902,CUSHING ISD,7,REGION 07: KILGORE,174,NACOGDOCHES,N,N,Cushing ISD
174903,GARRISON ISD,7,REGION 07: KILGORE,174,NACOGDOCHES,N,N,Garrison ISD
174904,NACOGDOCHES ISD,7,REGION 07: KILGORE,174,NACOGDOCHES,N,N,Nacogdoches ISD
174906,WODEN ISD,7,REGION 07: KILGORE,174,NACOGDOCHES,N,N,Woden ISD
174908,CENTRAL HEIGHTS ISD,7,REGION 07: KILGORE,174,NACOGDOCHES,N,N,Central Heights ISD
174909,MARTINSVILLE ISD,7,REGION 07: KILGORE,174,NACOGDOCHES,N,N,Martinsville ISD
174911,DOUGLASS ISD,7,REGION 07: KILGORE,174,NACOGDOCHES,N,N,Douglass ISD
175902,BLOOMING GROVE ISD,12,REGION 12: WACO,175,NAVARRO,N,N,Blooming Grove ISD
175903,CORSICANA ISD,12,REGION 12: WACO,175,NAVARRO,N,N,Corsicana ISD
175904,DAWSON ISD,12,REGION 12: WACO,175,NAVARRO,N,N,Dawson ISD
175905,FROST ISD,12,REGION 12: WACO,175,NAVARRO,N,N,Frost ISD
175907,KERENS ISD,12,REGION 12: WACO,175,NAVARRO,N,N,Kerens ISD
175910,MILDRED ISD,12,REGION 12: WACO,175,NAVARRO,N,N,Mildred ISD
175911,RICE ISD,12,REGION 12: WACO,175,NAVARRO,N,N,Rice ISD
176901,BURKEVILLE ISD,5,REGION 05: BEAUMONT,176,NEWTON,N,N,Burkeville ISD
176902,NEWTON ISD,5,REGION 05: BEAUMONT,176,NEWTON,N,N,Newton ISD
176903,DEWEYVILLE ISD,5,REGION 05: BEAUMONT,176,NEWTON,N,N,Deweyville ISD
177901,ROSCOE COLLEGIATE ISD,14,REGION 14: ABILENE,177,NOLAN,N,N,Roscoe Collegiate ISD
177902,SWEETWATER ISD,14,REGION 14: ABILENE,177,NOLAN,N,N,Sweetwater ISD
177903,BLACKWELL CISD,14,REGION 14: ABILENE,177,NOLAN,N,N,Blackwell CISD
177905,HIGHLAND ISD,14,REGION 14: ABILENE,177,NOLAN,N,N,Highland ISD
178801,DR M L GARZA-GONZALEZ CHARTER SCHOOL,2,REGION 02: CORPUS CHRISTI,178,NUECES,Y,N,Dr M L Garza-Gonzalez Charter School
178807,CORPUS CHRISTI MONTESSORI SCHOOL,2,REGION 02: CORPUS CHRISTI,178,NUECES,Y,N,Corpus Christi Montessori School
178808,SEASHORE CHARTER SCHOOLS,2,REGION 02: CORPUS CHRISTI,178,NUECES,Y,N,Seashore Charter Schools
178901,AGUA DULCE ISD,2,REGION 02: CORPUS CHRISTI,178,NUECES,N,N,Agua Dulce ISD
178902,BISHOP CISD,2,REGION 02: CORPUS CHRISTI,178,NUECES,N,N,Bishop CISD
178903,CALALLEN ISD,2,REGION 02: CORPUS CHRISTI,178,NUECES,N,N,Calallen ISD
178904,CORPUS CHRISTI ISD,2,REGION 02: CORPUS CHRISTI,178,NUECES,N,N,Corpus Christi ISD
178905,DRISCOLL ISD,2,REGION 02: CORPUS CHRISTI,178,NUECES,N,N,Driscoll ISD
178906,LONDON ISD,2,REGION 02: CORPUS CHRISTI,178,NUECES,N,N,London ISD
178908,PORT ARANSAS ISD,2,REGION 02: CORPUS CHRISTI,178,NUECES,N,N,Port Aransas ISD
178909,ROBSTOWN ISD,2,REGION 02: CORPUS CHRISTI,178,NUECES,N,N,Robstown ISD
178912,TULOSO-MIDWAY ISD,2,REGION 02: CORPUS CHRISTI,178,NUECES,N,N,Tuloso-Midway ISD
178913,BANQUETE ISD,2,REGION 02: CORPUS CHRISTI,178,NUECES,N,N,Banquete ISD
178914,FLOUR BLUFF ISD,2,REGION 02: CORPUS CHRISTI,178,NUECES,N,N,Flour Bluff ISD
178915,WEST OSO ISD,2,REGION 02: CORPUS CHRISTI,178,NUECES,N,N,West Oso ISD
179901,PERRYTON ISD,16,REGION 16: AMARILLO,179,OCHILTREE,N,N,Perryton ISD
180901,BOYS RANCH ISD,16,REGION 16: AMARILLO,180,OLDHAM,N,N,Boys Ranch ISD
180902,VEGA ISD,16,REGION 16: AMARILLO,180,OLDHAM,N,N,Vega ISD
180903,ADRIAN ISD,16,REGION 16: AMARILLO,180,OLDHAM,N,N,Adrian ISD
180904,WILDORADO ISD,16,REGION 16: AMARILLO,180,OLDHAM,N,N,Wildorado ISD
181901,BRIDGE CITY ISD,5,REGION 05: BEAUMONT,181,ORANGE,N,N,Bridge City ISD
181905,ORANGEFIELD ISD,5,REGION 05: BEAUMONT,181,ORANGE,N,N,Orangefield ISD
181906,WEST ORANGE-COVE CISD,5,REGION 05: BEAUMONT,181,ORANGE,N,N,West Orange-Cove CISD
181907,VIDOR ISD,5,REGION 05: BEAUMONT,181,ORANGE,N,N,Vidor ISD
181908,LITTLE CYPRESS-MAURICEVILLE CISD,5,REGION 05: BEAUMONT,181,ORANGE,N,N,Little Cypress-Mauriceville CISD
182901,GORDON ISD,11,REGION 11: FORT WORTH,182,PALO PINTO,N,N,Gordon ISD
182902,GRAFORD ISD,11,REGION 11: FORT WORTH,182,PALO PINTO,N,N,Graford ISD
182903,MINERAL WELLS ISD,11,REGION 11: FORT WORTH,182,PALO PINTO,N,N,Mineral Wells ISD
182904,SANTO ISD,11,REGION 11: FORT WORTH,182,PALO PINTO,N,N,Santo ISD
182905,STRAWN ISD,11,REGION 11: FORT WORTH,182,PALO PINTO,N,N,Strawn ISD
182906,PALO PINTO ISD,11,REGION 11: FORT WORTH,182,PALO PINTO,N,N,Palo Pinto ISD
183801,PANOLA CHARTER SCHOOL,7,REGION 07: KILGORE,183,PANOLA,Y,N,Panola Charter School
183901,BECKVILLE ISD,7,REGION 07: KILGORE,183,PANOLA,N,N,Beckville ISD
183902,CARTHAGE ISD,7,REGION 07: KILGORE,183,PANOLA,N,N,Carthage ISD
183904,GARY ISD,7,REGION 07: KILGORE,183,PANOLA,N,N,Gary ISD
184801,CROSSTIMBERS ACADEMY,11,REGION 11: FORT WORTH,184,PARKER,Y,Y,Crosstimbers Academy
184901,POOLVILLE ISD,11,REGION 11: FORT WORTH,184,PARKER,N,N,Poolville ISD
184902,SPRINGTOWN ISD,11,REGION 11: FORT WORTH,184,PARKER,N,N,Springtown ISD
184903,WEATHERFORD ISD,11,REGION 11: FORT WORTH,184,PARKER,N,N,Weatherford ISD
184904,MILLSAP ISD,11,REGION 11: FORT WORTH,184,PARKER,N,N,Millsap ISD
184907,ALEDO ISD,11,REGION 11: FORT WORTH,184,PARKER,N,N,Aledo ISD
184908,PEASTER ISD,11,REGION 11: FORT WORTH,184,PARKER,N,N,Peaster ISD
184909,BROCK ISD,11,REGION 11: FORT WORTH,184,PARKER,N,N,Brock ISD
184911,GARNER ISD,11,REGION 11: FORT WORTH,184,PARKER,N,N,Garner ISD
185901,BOVINA ISD,16,REGION 16: AMARILLO,185,PARMER,N,N,Bovina ISD
185902,FARWELL ISD,16,REGION 16: AMARILLO,185,PARMER,N,N,Farwell ISD
185903,FRIONA ISD,16,REGION 16: AMARILLO,185,PARMER,N,N,Friona ISD
185904,LAZBUDDIE ISD,16,REGION 16: AMARILLO,185,PARMER,N,N,Lazbuddie ISD
186901,BUENA VISTA ISD,18,REGION 18: MIDLAND,186,PECOS,N,N,Buena Vista ISD
186902,FORT STOCKTON ISD,18,REGION 18: MIDLAND,186,PECOS,N,N,Fort Stockton ISD
186903,IRAAN-SHEFFIELD COLLEGIATE ISD,18,REGION 18: MIDLAND,186,PECOS,N,N,Iraan-Sheffield Collegiate ISD
187901,BIG SANDY ISD,6,REGION 06: HUNTSVILLE,187,POLK,N,N,Big Sandy ISD
187903,GOODRICH ISD,6,REGION 06: HUNTSVILLE,187,POLK,N,N,Goodrich ISD
187904,CORRIGAN-CAMDEN ISD,6,REGION 06: HUNTSVILLE,187,POLK,N,N,Corrigan-Camden ISD
187906,LEGGETT ISD,6,REGION 06: HUNTSVILLE,187,POLK,N,N,Leggett ISD
187907,LIVINGSTON ISD,6,REGION 06: HUNTSVILLE,187,POLK,N,N,Livingston ISD
187910,ONALASKA ISD,6,REGION 06: HUNTSVILLE,187,POLK,N,N,Onalaska ISD
188901,AMARILLO ISD,16,REGION 16: AMARILLO,188,POTTER,N,N,Amarillo ISD
188902,RIVER ROAD ISD,16,REGION 16: AMARILLO,188,POTTER,N,N,River Road ISD
188903,HIGHLAND PARK ISD,16,REGION 16: AMARILLO,188,POTTER,N,N,Highland Park ISD
188904,BUSHLAND ISD,16,REGION 16: AMARILLO,188,POTTER,N,N,Bushland ISD
189901,MARFA ISD,18,REGION 18: MIDLAND,189,PRESIDIO,N,N,Marfa ISD
189902,PRESIDIO ISD,18,REGION 18: MIDLAND,189,PRESIDIO,N,N,Presidio ISD
190903,RAINS ISD,7,REGION 07: KILGORE,190,RAINS,N,N,Rains ISD
191901,CANYON ISD,16,REGION 16: AMARILLO,191,RANDALL,N,N,Canyon ISD
192901,REAGAN COUNTY ISD,18,REGION 18: MIDLAND,192,REAGAN,N,N,Reagan County ISD
193801,BIG SPRINGS CHARTER SCHOOL,20,REGION 20: SAN ANTONIO,193,REAL,Y,N,Big Springs Charter School
193902,LEAKEY ISD,20,REGION 20: SAN ANTONIO,193,REAL,N,N,Leakey ISD
194902,AVERY ISD,8,REGION 08: MT PLEASANT,194,RED RIVER,N,N,Avery ISD
194903,RIVERCREST ISD,8,REGION 08: MT PLEASANT,194,RED RIVER,N,N,Rivercrest ISD
194904,CLARKSVILLE ISD,8,REGION 08: MT PLEASANT,194,RED RIVER,N,N,Clarksville ISD
194905,DETROIT ISD,8,REGION 08: MT PLEASANT,194,RED RIVER,N,N,Detroit ISD
195901,PECOS-BARSTOW-TOYAH ISD,18,REGION 18: MIDLAND,195,REEVES,N,N,Pecos-Barstow-Toyah ISD
195902,BALMORHEA ISD,18,REGION 18: MIDLAND,195,REEVES,N,N,Balmorhea ISD
196901,AUSTWELL-TIVOLI ISD,3,REGION 03: VICTORIA,196,REFUGIO,N,N,Austwell-Tivoli ISD
196902,WOODSBORO ISD,3,REGION 03: VICTORIA,196,REFUGIO,N,N,Woodsboro ISD
196903,REFUGIO ISD,3,REGION 03: VICTORIA,196,REFUGIO,N,N,Refugio ISD
197902,MIAMI ISD,16,REGION 16: AMARILLO,197,ROBERTS,N,N,Miami ISD
198901,BREMOND ISD,6,REGION 06: HUNTSVILLE,198,ROBERTSON,N,N,Bremond ISD
198902,CALVERT ISD,6,REGION 06: HUNTSVILLE,198,ROBERTSON,N,N,Calvert ISD
198903,FRANKLIN ISD,6,REGION 06: HUNTSVILLE,198,ROBERTSON,N,N,Franklin ISD
198905,HEARNE ISD,6,REGION 06: HUNTSVILLE,198,ROBERTSON,N,N,Hearne ISD
198906,MUMFORD ISD,6,REGION 06: HUNTSVILLE,198,ROBERTSON,N,N,Mumford ISD
199901,ROCKWALL ISD,10,REGION 10: RICHARDSON,199,ROCKWALL,N,N,Rockwall ISD
199902,ROYSE CITY ISD,10,REGION 10: RICHARDSON,199,ROCKWALL,N,N,Royse City ISD
200901,BALLINGER ISD,15,REGION 15: SAN ANGELO,200,RUNNELS,N,N,Ballinger ISD
200902,MILES ISD,15,REGION 15: SAN ANGELO,200,RUNNELS,N,N,Miles ISD
200904,WINTERS ISD,15,REGION 15: SAN ANGELO,200,RUNNELS,N,N,Winters ISD
200906,OLFEN ISD,15,REGION 15: SAN ANGELO,200,RUNNELS,N,N,Olfen ISD
201902,HENDERSON ISD,7,REGION 07: KILGORE,201,RUSK,N,N,Henderson ISD
201903,LANEVILLE ISD,7,REGION 07: KILGORE,201,RUSK,N,N,Laneville ISD
201904,LEVERETTS CHAPEL ISD,7,REGION 07: KILGORE,201,RUSK,N,N,Leveretts Chapel ISD
201907,MOUNT ENTERPRISE ISD,7,REGION 07: KILGORE,201,RUSK,N,N,Mount Enterprise ISD
201908,OVERTON ISD,7,REGION 07: KILGORE,201,RUSK,N,N,Overton ISD
201910,TATUM ISD,7,REGION 07: KILGORE,201,RUSK,N,N,Tatum ISD
201913,CARLISLE ISD,7,REGION 07: KILGORE,201,RUSK,N,N,Carlisle ISD
201914,WEST RUSK COUNTY CONSOLIDATED ISD,7,REGION 07: KILGORE,201,RUSK,N,N,West Rusk County Consolidated ISD
202903,HEMPHILL ISD,7,REGION 07: KILGORE,202,SABINE,N,N,Hemphill ISD
202905,WEST SABINE ISD,7,REGION 07: KILGORE,202,SABINE,N,N,West Sabine ISD
203901,SAN AUGUSTINE ISD,7,REGION 07: KILGORE,203,SAN AUGUSTINE,N,N,San Augustine ISD
203902,BROADDUS ISD,7,REGION 07: KILGORE,203,SAN AUGUSTINE,N,N,Broaddus ISD
204901,COLDSPRING-OAKHURST CISD,6,REGION 06: HUNTSVILLE,204,SAN JACINTO,N,N,Coldspring-Oakhurst CISD
204904,SHEPHERD ISD,6,REGION 06: HUNTSVILLE,204,SAN JACINTO,N,N,Shepherd ISD
205901,ARANSAS PASS ISD,2,REGION 02: CORPUS CHRISTI,205,SAN PATRICIO,N,N,Aransas Pass ISD
205902,GREGORY-PORTLAND ISD,2,REGION 02: CORPUS CHRISTI,205,SAN PATRICIO,N,N,Gregory-Portland ISD
205903,INGLESIDE ISD,2,REGION 02: CORPUS CHRISTI,205,SAN PATRICIO,N,N,Ingleside ISD
205904,MATHIS ISD,2,REGION 02: CORPUS CHRISTI,205,SAN PATRICIO,N,N,Mathis ISD
205905,ODEM-EDROY ISD,2,REGION 02: CORPUS CHRISTI,205,SAN PATRICIO,N,N,Odem-Edroy ISD
205906,SINTON ISD,2,REGION 02: CORPUS CHRISTI,205,SAN PATRICIO,N,N,Sinton ISD
205907,TAFT ISD,2,REGION 02: CORPUS CHRISTI,205,SAN PATRICIO,N,N,Taft ISD
206901,SAN SABA ISD,15,REGION 15: SAN ANGELO,206,SAN SABA,N,N,San Saba ISD
206902,RICHLAND SPRINGS ISD,15,REGION 15: SAN ANGELO,206,SAN SABA,N,N,Richland Springs ISD
206903,CHEROKEE ISD,15,REGION 15: SAN ANGELO,206,SAN SABA,N,N,Cherokee ISD
207901,SCHLEICHER ISD,15,REGION 15: SAN ANGELO,207,SCHLEICHER,N,N,Schleicher ISD
208901,HERMLEIGH ISD,14,REGION 14: ABILENE,208,SCURRY,N,N,Hermleigh ISD
208902,SNYDER ISD,14,REGION 14: ABILENE,208,SCURRY,N,N,Snyder ISD
208903,IRA ISD,14,REGION 14: ABILENE,208,SCURRY,N,N,Ira ISD
209901,ALBANY ISD,14,REGION 14: ABILENE,209,SHACKELFORD,N,N,Albany ISD
209902,MORAN ISD,14,REGION 14: ABILENE,209,SHACKELFORD,N,N,Moran ISD
210901,CENTER ISD,7,REGION 07: KILGORE,210,SHELBY,N,N,Center ISD
210902,JOAQUIN ISD,7,REGION 07: KILGORE,210,SHELBY,N,N,Joaquin ISD
210903,SHELBYVILLE ISD,7,REGION 07: KILGORE,210,SHELBY,N,N,Shelbyville ISD
210904,TENAHA ISD,7,REGION 07: KILGORE,210,SHELBY,N,N,Tenaha ISD
210905,TIMPSON ISD,7,REGION 07: KILGORE,210,SHELBY,N,N,Timpson ISD
210906,EXCELSIOR ISD,7,REGION 07: KILGORE,210,SHELBY,N,N,Excelsior ISD
211901,TEXHOMA ISD,16,REGION 16: AMARILLO,211,SHERMAN,N,N,Texhoma ISD
211902,STRATFORD ISD,16,REGION 16: AMARILLO,211,SHERMAN,N,N,Stratford ISD
212801,CUMBERLAND ACADEMY,7,REGION 07: KILGORE,212,SMITH,Y,N,Cumberland Academy
212804,UT TYLER UNIVERSITY ACADEMY,7,REGION 07: KILGORE,212,SMITH,Y,N,Ut Tyler University Academy
212901,ARP ISD,7,REGION 07: KILGORE,212,SMITH,N,N,Arp ISD
212902,BULLARD ISD,7,REGION 07: KILGORE,212,SMITH,N,N,Bullard ISD
212903,LINDALE ISD,7,REGION 07: KILGORE,212,SMITH,N,N,Lindale ISD
212904,TROUP ISD,7,REGION 07: KILGORE,212,SMITH,N,N,Troup ISD
212905,TYLER ISD,7,REGION 07: KILGORE,212,SMITH,N,N,Tyler ISD
212906,WHITEHOUSE ISD,7,REGION 07: KILGORE,212,SMITH,N,N,Whitehouse ISD
212909,CHAPEL HILL ISD,7,REGION 07: KILGORE,212,SMITH,N,N,Chapel Hill ISD
212910,WINONA ISD,7,REGION 07: KILGORE,212,SMITH,N,N,Winona ISD
213801,BRAZOS RIVER CHARTER SCHOOL,11,REGION 11: FORT WORTH,213,SOMERVELL,Y,Y,Brazos River Charter School
213901,GLEN ROSE ISD,11,REGION 11: FORT WORTH,213,SOMERVELL,N,N,Glen Rose ISD
214901,RIO GRANDE CITY GRULLA ISD,1,REGION 01: EDINBURG,214,STARR,N,N,Rio Grande City Grulla ISD
214902,SAN ISIDRO ISD,1,REGION 01: EDINBURG,214,STARR,N,N,San Isidro ISD
214903,ROMA ISD,1,REGION 01: EDINBURG,214,STARR,N,N,Roma ISD
215901,BRECKENRIDGE ISD,14,REGION 14: ABILENE,215,STEPHENS,N,N,Breckenridge ISD
216901,STERLING CITY ISD,15,REGION 15: SAN ANGELO,216,STERLING,N,N,Sterling City ISD
217901,ASPERMONT ISD,14,REGION 14: ABILENE,217,STONEWALL,N,N,Aspermont ISD
218901,SONORA ISD,15,REGION 15: SAN ANGELO,218,SUTTON,N,N,Sonora ISD
219901,HAPPY ISD,16,REGION 16: AMARILLO,219,SWISHER,N,N,Happy ISD
219903,TULIA ISD,16,REGION 16: AMARILLO,219,SWISHER,N,N,Tulia ISD
219905,KRESS ISD,16,REGION 16: AMARILLO,219,SWISHER,N,N,Kress ISD
220801,TREETOPS SCHOOL INTERNATIONAL,11,REGION 11: FORT WORTH,220,TARRANT,Y,N,Treetops School International
220802,ARLINGTON CLASSICS ACADEMY,11,REGION 11: FORT WORTH,220,TARRANT,Y,N,Arlington Classics Academy
220809,FORT WORTH ACADEMY OF FINE ARTS,11,REGION 11: FORT WORTH,220,TARRANT,Y,N,Fort Worth Academy Of Fine Arts
220810,WESTLAKE ACADEMY CHARTER SCHOOL,11,REGION 11: FORT WORTH,220,TARRANT,Y,N,Westlake Academy Charter School
220811,EAST FORT WORTH MONTESSORI ACADEMY,11,REGION 11: FORT WORTH,220,TARRANT,Y,N,East Fort Worth Montessori Academy
220814,TEXAS SCHOOL OF THE ARTS,11,REGION 11: FORT WORTH,220,TARRANT,Y,N,Texas School Of The Arts
220815,CHAPEL HILL ACADEMY,11,REGION 11: FORT WORTH,220,TARRANT,Y,N,Chapel Hill Academy
220817,NEWMAN INTERNATIONAL ACADEMY OF ARLINGTON,11,REGION 11: FORT WORTH,220,TARRANT,Y,N,Newman International Academy Of Arlington
220820,ROCKETSHIP PUBLIC SCHOOLS,11,REGION 11: FORT WORTH,220,TARRANT,Y,N,Rocketship Public Schools
220821,ACADEMY OF VISUAL AND PERFORMING ARTS,11,REGION 11: FORT WORTH,220,TARRANT,Y,N,Academy Of Visual And Performing Arts
220901,ARLINGTON ISD,11,REGION 11: FORT WORTH,220,TARRANT,N,N,Arlington ISD
220902,BIRDVILLE ISD,11,REGION 11: FORT WORTH,220,TARRANT,N,N,Birdville ISD
220904,EVERMAN ISD,11,REGION 11: FORT WORTH,220,TARRANT,N,N,Everman ISD
220905,FORT WORTH ISD,11,REGION 11: FORT WORTH,220,TARRANT,N,N,Fort Worth ISD
220906,GRAPEVINE-COLLEYVILLE ISD,11,REGION 11: FORT WORTH,220,TARRANT,N,N,Grapevine-Colleyville ISD
220907,KELLER ISD,11,REGION 11: FORT WORTH,220,TARRANT,N,N,Keller ISD
220908,MANSFIELD ISD,11,REGION 11: FORT WORTH,220,TARRANT,N,N,Mansfield ISD
220910,LAKE WORTH ISD,11,REGION 11: FORT WORTH,220,TARRANT,N,N,Lake Worth ISD
220912,CROWLEY ISD,11,REGION 11: FORT WORTH,220,TARRANT,N,N,Crowley ISD
220914,KENNEDALE ISD,11,REGION 11: FORT WORTH,220,TARRANT,N,N,Kennedale ISD
220915,AZLE ISD,11,REGION 11: FORT WORTH,220,TARRANT,N,N,Azle ISD
220916,HURST-EULESS-BEDFORD ISD,11,REGION 11: FORT WORTH,220,TARRANT,N,N,Hurst-Euless-Bedford ISD
220917,CASTLEBERRY ISD,11,REGION 11: FORT WORTH,220,TARRANT,N,N,Castleberry ISD
220918,EAGLE MT-SAGINAW ISD,11,REGION 11: FORT WORTH,220,TARRANT,N,N,Eagle Mt-Saginaw ISD
