CAMPUS,CAD_GAP,CAD_MATH,CAD_POST,CAD_PROGRESS,CAD_READ,CAD_SCIE,CAD_SOCI,CAMPNAME,CFLALTED,CFLCHART,CNTYNAME,COUNTY,C_RATING,DISTNAME,DISTRICT,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION
"101802102","0"," ","0","0","0","0"," ","SER-NINOS CHARTER EL II","N","Y","HARRIS","101","M","SER-NINOS CHARTER SCHOOL","101802","PK - 05","E"," "," ","04"
"101803001","0","0","0","0","0","1","0","ARISTOI CLASSICAL UPPER SCHOOL","N","Y","HARRIS","101","M","ARISTOI CLASSICAL ACADEMY","101803","06 - 09","M"," "," ","04"
"101803041","0"," ","0","0","0","0"," ","ARISTOI CLASSICAL ACADEMY","N","Y","HARRIS","101","M","ARISTOI CLASSICAL ACADEMY","101803","KG - 05","E"," "," ","04"
"101804001"," "," "," "," "," "," "," ","GEORGE I SANCHEZ H S","Y","Y","HARRIS","101","X","GEORGE I SANCHEZ CHARTER","101804","PK - 12","B"," "," ","04"
"101805001","0","0","0","0","0","0","0","GIRLS & BOYS PREP ACADEMY H S","N","Y","HARRIS","101","M","GIRLS & BOYS PREPARATORY ACADEMY","101805","09 - 12","S"," "," ","04"
"101805041","0","0","0","0","0","0","0","GIRLS & BOYS PREP ACADEMY MIDDLE","N","Y","HARRIS","101","I","GIRLS & BOYS PREPARATORY ACADEMY","101805","06 - 08","M"," "," ","04"
"101805101","0"," ","0","0","0","0"," ","GIRLS & BOYS PREP ACADEMY EL","N","Y","HARRIS","101","I","GIRLS & BOYS PREPARATORY ACADEMY","101805","PK - 05","E"," "," ","04"
"101806001","0","0","0","1","0","0","0","RAUL YZAGUIRRE SCHOOL FOR SUCCESS","N","Y","HARRIS","101","M","RAUL YZAGUIRRE SCHOOL FOR SUCCESS","101806","09 - 12","S"," "," ","04"
"101806042","0","0","1","1","1","1","1","RAUL YZAGUIRRE SCHOOL FOR SUCCESS","N","Y","HARRIS","101","M","RAUL YZAGUIRRE SCHOOL FOR SUCCESS","101806","06 - 08","M"," "," ","04"
"101806101","0"," ","0","0","0","0"," ","RAUL YZAGUIRRE SCHOOL FOR SUCCESS","N","Y","HARRIS","101","M","RAUL YZAGUIRRE SCHOOL FOR SUCCESS","101806","KG - 08","E"," "," ","04"
"101806102","0"," ","0","0","0","0"," ","RAUL YZAGUIRRE SCHOOL FOR SUCCESS","N","Y","HARRIS","101","M","RAUL YZAGUIRRE SCHOOL FOR SUCCESS","101806","KG - 05","E"," "," ","04"
"101807101","0"," ","0","1","1","0"," ","UNIV OF HOUSTON CHARTER SCH-TECH","N","Y","HARRIS","101","M","UNIVERSITY OF HOUSTON CHARTER SCHO","101807","KG - 05","E"," "," ","04"
"101809001"," "," "," "," "," "," "," ","ED WHITE MEMORIAL H S","Y","Y","HARRIS","101","A","BAY AREA CHARTER INC","101809","09 - 12","S"," "," ","04"
"101809041","0","0","0","0","0","0","0","BAY AREA CHARTER MIDDLE","N","Y","HARRIS","101","M","BAY AREA CHARTER INC","101809","06 - 08","M"," "," ","04"
"101809101","0"," ","0","1","0","1"," ","BAY AREA CHARTER EL","N","Y","HARRIS","101","M","BAY AREA CHARTER INC","101809","PK - 05","E"," "," ","04"
"101810002","0"," ","0","0","0","0"," ","ACADEMY OF ACCELERATED LEARNING","N","Y","HARRIS","101","M","ACADEMY OF ACCELERATED LEARNING IN","101810","PK - 05","E"," "," ","04"
"101811001"," "," "," "," "," "," "," ","HARRIS COUNTY JUVENILE DETENTION C","Y","Y","HARRIS","101","X","EXCEL ACADEMY","101811","05 - 12","B"," "," ","04"
"101811003"," "," "," "," "," "," "," ","BURNETT-BAYLAND REHABILITATION CEN","Y","Y","HARRIS","101","X","EXCEL ACADEMY","101811","06 - 11","B"," "," ","04"
"101811004"," "," "," "," "," "," "," ","HARRIS COUNTY YOUTH VILLAGE","Y","Y","HARRIS","101","X","EXCEL ACADEMY","101811","08 - 11","S"," "," ","04"
"101811006"," "," "," "," "," "," "," ","LEADERSHIP ACADEMY","Y","Y","HARRIS","101","X","EXCEL ACADEMY","101811","07 - 11","S"," "," ","04"
"101813001","1","0","1","0","0","0","0","KIPP ACADEMY MIDDLE","N","Y","HARRIS","101","M","KIPP INC CHARTER","101813","05 - 08","M"," "," ","04"
"101813003","0","1","1","0","1","1","0","KIPP HOUSTON H S","N","Y","HARRIS","101","M","KIPP INC CHARTER","101813","09 - 12","S"," "," ","04"
"101813004","0","0","0","0","0","0","0","KIPP GENERATIONS COLLEGIATE","N","Y","HARRIS","101","M","KIPP INC CHARTER","101813","09 - 12","S"," "," ","04"
"101813005","0","0","0","0","1","1"," ","KIPP NORTHEAST COLLEGE PREPARATORY","N","Y","HARRIS","101","M","KIPP INC CHARTER","101813","09 - 10","S"," "," ","04"
"101813006","0","0","0","0","0","0","0","KIPP SUNNYSIDE H S","N","Y","HARRIS","101","M","KIPP INC CHARTER","101813","09 - 12","S"," "," ","04"
"101813041","0","1","0","1","1","0","1","KIPP 3D ACADEMY","N","Y","HARRIS","101","M","KIPP INC CHARTER","101813","05 - 08","M"," "," ","04"
"101813042","1","0","1","0","1","1","1","KIPP SHARPSTOWN COLLEGE PREPARATOR","N","Y","HARRIS","101","M","KIPP INC CHARTER","101813","05 - 08","M"," "," ","04"
"101813043","0","0","0","0","0","0","0","KIPP POLARIS ACADEMY FOR BOYS","N","Y","HARRIS","101","M","KIPP INC CHARTER","101813","06 - 08","M"," "," ","04"
"101813044","0","0","0","0","0","0","0","KIPP INTREPID PREPARATORY SCHOOL","N","Y","HARRIS","101","M","KIPP INC CHARTER","101813","05 - 08","M"," "," ","04"
"101813045","1","1","1","1","1","1","0","KIPP VOYAGE ACADEMY FOR GIRLS","N","Y","HARRIS","101","M","KIPP INC CHARTER","101813","06 - 08","M"," "," ","04"
"101813046","1"," ","0","1","1","1"," ","KIPP GULFTON MIDDLE","N","Y","HARRIS","101","M","KIPP INC CHARTER","101813","05 - 05","E"," "," ","04"
"101813047","1","1","1","0","0","1","0","KIPP LIBERATION COLLEGE PREP","N","Y","HARRIS","101","M","KIPP INC CHARTER","101813","06 - 08","M"," "," ","04"
"101813048","0","1","0","1","1","1","1","KIPP SPIRIT COLLEGE PREP","N","Y","HARRIS","101","M","KIPP INC CHARTER","101813","05 - 08","M"," "," ","04"
"101813105","1"," ","1","1","1"," "," ","KIPP SHINE PREP","N","Y","HARRIS","101","M","KIPP INC CHARTER","101813","PK - 04","E"," "," ","04"
"101813106","0"," ","0","1","0"," "," ","KIPP DREAM","N","Y","HARRIS","101","M","KIPP INC CHARTER","101813","PK - 04","E"," "," ","04"
"101813107","1"," ","1","1","1"," "," ","KIPP SHARP COLLEGE PREP","N","Y","HARRIS","101","M","KIPP INC CHARTER","101813","PK - 04","E"," "," ","04"
"101813108","0"," ","0","0","0","0"," ","KIPP NORTH FOREST LOWER SCHOOL","N","Y","HARRIS","101","I","KIPP INC CHARTER","101813","05 - 05","E"," "," ","04"
"101813109","1"," ","1","1","1"," "," ","KIPP EXPLORE ACADEMY","N","Y","HARRIS","101","M","KIPP INC CHARTER","101813","PK - 04","E"," "," ","04"
"101813110","0"," ","0","0","0","0"," ","KIPP NORTH FOREST LOWER GIRLS SCHO","N","Y","HARRIS","101","I","KIPP INC CHARTER","101813","05 - 05","E"," "," ","04"
"101813111","0"," ","0","0","0"," "," ","KIPP LEGACY PREPARATORY SCHOOL","N","Y","HARRIS","101","M","KIPP INC CHARTER","101813","PK - 04","E"," "," ","04"
"101813112"," "," "," "," "," "," "," ","KIPP CONNECT PRI","N","Y","HARRIS","101","Z","KIPP INC CHARTER","101813","PK - 02","E"," "," ","04"
"101813113","1"," ","0","0","0","0"," ","KIPP 3RD WARD SCHOOL","N","Y","HARRIS","101","M","KIPP INC CHARTER","101813","PK - 05","E"," "," ","04"
"101813114","0"," ","1","0","1"," "," ","KIPP ZENITH ACADEMY","N","Y","HARRIS","101","M","KIPP INC CHARTER","101813","PK - 04","E"," "," ","04"
"101814101","1"," ","0","0","1","0"," ","VARNETT CHARTER SCHOOL","N","Y","HARRIS","101","M","THE VARNETT PUBLIC SCHOOL","101814","PK - 05","E"," "," ","04"
"101814102","0"," ","0","0","0","1"," ","THE VARNETT SCHOOL - NORTHEAST","N","Y","HARRIS","101","M","THE VARNETT PUBLIC SCHOOL","101814","PK - 05","E"," "," ","04"
"101814103","1"," ","1","1","1","1"," ","THE VARNETT SCHOOL - EAST","N","Y","HARRIS","101","M","THE VARNETT PUBLIC SCHOOL","101814","PK - 05","E"," "," ","04"
"101815101","0"," ","0","0","1","0"," ","ALIEF MONTESSORI COMMUNITY SCHOOL","N","Y","HARRIS","101","M","ALIEF MONTESSORI COMMUNITY SCHOOL","101815","PK - 05","E"," "," ","04"
"101819001","0"," ","0","0","0","0"," ","AMIGOS POR VIDA-FRIENDS FOR LIFE C","N","Y","HARRIS","101","M","AMIGOS POR VIDA-FRIENDS FOR LIFE P","101819","PK - 08","E"," "," ","04"
"101821001"," "," "," "," "," "," "," ","HOUSTON HEIGHTS CHARTER SCHOOL","Y","Y","HARRIS","101","A","HOUSTON HEIGHTS HIGH SCHOOL","101821","09 - 12","S"," "," ","04"
"101828001","1","0","0","1","1","1","1","HOUSTON GATEWAY ACADEMY - CORAL CA","N","Y","HARRIS","101","M","HOUSTON GATEWAY ACADEMY INC","101828","PK - 12","B"," "," ","04"
"101828002","1","0","1","1","1","0","1","HOUSTON GATEWAY ACADEMY INC ELITE","N","Y","HARRIS","101","M","HOUSTON GATEWAY ACADEMY INC","101828","PK - 08","E"," "," ","04"
"101828101","1"," ","1","1","1","1"," ","HOUSTON GATEWAY ACADEMY","N","Y","HARRIS","101","M","HOUSTON GATEWAY ACADEMY INC","101828","PK - 08","E"," "," ","04"
"101829101","1"," ","1","0","1"," "," ","HOUSTON HEIGHTS LEARNING ACADEMY I","N","Y","HARRIS","101","M","HOUSTON HEIGHTS LEARNING ACADEMY I","101829","PK - 05","E"," "," ","04"
"101833101","1"," ","1","1","1","0"," ","LA AMISTAD LOVE & LEARNING ACADEMY","N","Y","HARRIS","101","M","LA AMISTAD LOVE & LEARNING ACADEMY","101833","PK - 05","E"," "," ","04"
"101833103"," "," "," "," "," "," "," ","LA AMISTAD LOVE & LEARNING ACADEMY","N","Y","HARRIS","101","Z","LA AMISTAD LOVE & LEARNING ACADEMY","101833","PK - 03","E"," "," ","04"
"101837001"," "," "," "," "," "," "," ","CALVIN NELMS H S","Y","Y","HARRIS","101","A","CALVIN NELMS CHARTER SCHOOLS","101837","09 - 12","S"," "," ","04"
"101837041","1","0","0","1","0","1","0","CALVIN NELMS MIDDLE","N","Y","HARRIS","101","M","CALVIN NELMS CHARTER SCHOOLS","101837","06 - 08","M"," "," ","04"
"101838001"," "," "," "," "," "," "," ","SOUTHWEST H S","Y","Y","HARRIS","101","A","SOUTHWEST SCHOOL","101838","09 - 12","S"," "," ","04"
"101838004"," "," "," "," "," "," "," ","PHOENIX SCHOOL AT SOUTHWEST SCHOOL","Y","Y","HARRIS","101","X","SOUTHWEST SCHOOL","101838","KG - 12","B"," "," ","04"
"101838041"," "," "," "," "," "," "," ","SOUTHWEST MIDDLE SCH","Y","Y","HARRIS","101","A","SOUTHWEST SCHOOL","101838","06 - 08","M"," "," ","04"
"101838101"," "," "," "," "," "," "," ","YOUNG LEARNERS","N","Y","HARRIS","101","Z","SOUTHWEST SCHOOL","101838","PK - PK","E"," "," ","04"
"101838102","1"," ","1","0","0","0"," ","SOUTHWEST SCHOOLS BISSONNET EL CAM","N","Y","HARRIS","101","M","SOUTHWEST SCHOOL","101838","PK - 05","E"," "," ","04"
"101838104","0"," ","0","0","0","0"," ","SOUTHWEST SCHOOLS MANGUM EL CAMPUS","N","Y","HARRIS","101","M","SOUTHWEST SCHOOL","101838","PK - 05","E"," "," ","04"
"101840101","1"," ","0","1","1","1"," ","TWO DIMENSIONS PREPARATORY ACADEMY","N","Y","HARRIS","101","M","TWO DIMENSIONS PREPARATORY ACADEMY","101840","PK - 05","E"," "," ","04"
"101840102"," "," "," "," "," "," "," ","TWO DIMENSIONS AT CORSICANA","N","Y","HARRIS","101","Z","TWO DIMENSIONS PREPARATORY ACADEMY","101840","PK - KG","E"," "," ","04"
"101840103","1"," ","1","0","1"," "," ","TWO DIMENSIONS/VICKERY","N","Y","HARRIS","101","M","TWO DIMENSIONS PREPARATORY ACADEMY","101840","PK - 04","E"," "," ","04"
"101842001"," "," "," "," "," "," "," ","COMQUEST ACADEMY","Y","Y","HARRIS","101","A","COMQUEST ACADEMY","101842","KG - 12","B"," "," ","04"
"101845001","1","1","1","0","0","0","0","YES PREP - SOUTHEAST","N","Y","HARRIS","101","M","YES PREP PUBLIC SCHOOLS INC","101845","06 - 12","B"," "," ","04"
"101845002","0","1","1","0","0","0","0","YES PREP - SOUTHWEST","N","Y","HARRIS","101","M","YES PREP PUBLIC SCHOOLS INC","101845","06 - 12","B"," "," ","04"
"101845003","0","1","0","0","0","0","0","YES PREP - EAST END","N","Y","HARRIS","101","M","YES PREP PUBLIC SCHOOLS INC","101845","06 - 12","B"," "," ","04"
"101845004","0","1","1","0","0","1","0","YES PREP - GULFTON","N","Y","HARRIS","101","M","YES PREP PUBLIC SCHOOLS INC","101845","06 - 12","B"," "," ","04"
"101845005","0","1","1","1","1","0","1","YES PREP - WEST","N","Y","HARRIS","101","M","YES PREP PUBLIC SCHOOLS INC","101845","06 - 11","B"," "," ","04"
"101845006","0","0","0","0","0","1","0","YES PREP - BRAYS OAKS","N","Y","HARRIS","101","M","YES PREP PUBLIC SCHOOLS INC","101845","06 - 11","B"," "," ","04"
"101845007","0","1","0","0","0","0","0","YES PREP - NORTHSIDE","N","Y","HARRIS","101","M","YES PREP PUBLIC SCHOOLS INC","101845","06 - 09","M"," "," ","04"
"101845008","0","1","1","0","0","0","0","YES PREP - 5TH WARD","N","Y","HARRIS","101","M","YES PREP PUBLIC SCHOOLS INC","101845","06 - 09","M"," "," ","04"
"101845009","0"," ","0","0","0"," "," ","YES PREP - WHITE OAK","N","Y","HARRIS","101","M","YES PREP PUBLIC SCHOOLS INC","101845","06 - 07","M"," "," ","04"
"101845010","0","0","1","0","0","0","0","YES PREP NORTH FOREST","N","Y","HARRIS","101","M","YES PREP PUBLIC SCHOOLS INC","101845","06 - 12","B"," "," ","04"
"101845101","0","1","1","0","1","0","0","YES PREP - NORTH CENTRAL","N","Y","HARRIS","101","M","YES PREP PUBLIC SCHOOLS INC","101845","06 - 12","B"," "," ","04"
"101846001","0","1","1","1","1","1","1","HARMONY SCIENCE ACADEMY","N","Y","HARRIS","101","M","HARMONY SCIENCE ACADEMY","101846","09 - 12","S"," "," ","04"
"101846002","0","0","1","1","1","1","1","HARMONY SCHOOL OF INNOVATION - HOU","N","Y","HARRIS","101","M","HARMONY SCIENCE ACADEMY","101846","06 - 08","M"," "," ","04"
"101846003","0","0","0","0","0","0","0","HARMONY SCHOOL OF INGENUITY","N","Y","HARRIS","101","M","HARMONY SCIENCE ACADEMY","101846","06 - 12","B"," "," ","04"
"101846005","0","0","0","0","0","0","0","HARMONY SCIENCE ACADEMY - HOUSTON","N","Y","HARRIS","101","M","HARMONY SCIENCE ACADEMY","101846","KG - 08","E"," "," ","04"
"101846006","0","0","0","1","0","0","0","HARMONY SCHOOL OF FINE ARTS AND TE","N","Y","HARRIS","101","M","HARMONY SCIENCE ACADEMY","101846","KG - 08","E"," "," ","04"
"101846102","0"," ","1","0","1","0"," ","HARMONY SCHOOL OF EXPLORATION- HOU","N","Y","HARRIS","101","M","HARMONY SCIENCE ACADEMY","101846","KG - 05","E"," "," ","04"
"101847101","1","0","1","1","1","0","1","BEATRICE MAYES INSTITUTE CHARTER S","N","Y","HARRIS","101","M","BEATRICE MAYES INSTITUTE CHARTER S","101847","KG - 08","E"," "," ","04"
"101848101","0"," ","0"," ","0"," "," ","NORTHWEST PREPARATORY","N","Y","HARRIS","101","I","NORTHWEST PREPARATORY","101848","PK - 03","E"," "," ","04"
"101848102"," "," "," "," "," "," "," ","NORTHWEST PREPARATORY CAMPUS (WILE","Y","Y","HARRIS","101","A","NORTHWEST PREPARATORY","101848","04 - 08","M"," "," ","04"
"101849101","1"," ","1","0","1","0"," ","ACCELERATED INTERDISCIPLINARY ACAD","N","Y","HARRIS","101","M","ACCELERATED INTERMEDIATE ACADEMY","101849","PK - 06","E"," "," ","04"
"101850101","0"," ","0","0","0","0"," ","ZOE LEARNING ACADEMY","N","Y","HARRIS","101","I","ZOE LEARNING ACADEMY","101850","PK - 06","E"," "," ","04"
"101850102","1"," ","1","1","1","0"," ","ZOE LEARNING ACAD - AMBASSADOR CAM","N","Y","HARRIS","101","M","ZOE LEARNING ACADEMY","101850","PK - 06","E"," "," ","04"
"101850103","0"," ","0","0","0","0"," ","ZOE LEARNING ACADEMY / KOINONIA CA","N","Y","HARRIS","101","I","ZOE LEARNING ACADEMY","101850","PK - 06","E"," "," ","04"
"101853042","0","0","0","0","0","0","0","RIPLEY HOUSE MIDDLE CAMPUS","N","Y","HARRIS","101","M","PROMISE COMMUNITY SCHOOL","101853","06 - 08","M"," "," ","04"
"101853101","0"," ","0","0","0","0"," ","RIPLEY HOUSE CHARTER SCHOOL","N","Y","HARRIS","101","I","PROMISE COMMUNITY SCHOOL","101853","PK - 05","E"," "," ","04"
"101853104"," "," "," "," "," "," "," ","NCI CHARTER SCHOOL WITHOUT WALLS","N","Y","HARRIS","101","Z","PROMISE COMMUNITY SCHOOL","101853","PK - PK","E"," "," ","04"
"101853106","0"," ","1","0","0","1"," ","BAKER-RIPLEY CHARTER SCHOOL","N","Y","HARRIS","101","M","PROMISE COMMUNITY SCHOOL","101853","KG - 05","E"," "," ","04"
"101853108"," "," "," "," "," "," "," ","NEW NEIGHBOR CAMPUS","N","Y","HARRIS","101","Z","PROMISE COMMUNITY SCHOOL","101853","KG - 05","E"," "," ","04"
"101855101","0"," ","0","0","0","0"," ","MEYERPARK EL","N","Y","HARRIS","101","I","MEYERPARK ELEMENTARY","101855","PK - 06","E"," "," ","04"
"101856101","0"," ","0","0","0","0"," ","DRAW ACADEMY","N","Y","HARRIS","101","M","DRAW ACADEMY","101856","KG - 08","E"," "," ","04"
"101856102"," "," "," "," "," "," "," ","DRAW ACADEMY EARLY LEARNING CENTER","N","Y","HARRIS","101","Z","DRAW ACADEMY","101856","PK - PK","E"," "," ","04"
"101858001","1"," ","1","1","1","0"," ","HARMONY SCHOOL OF EXCELLENCE","N","Y","HARRIS","101","M","HARMONY SCHOOL OF EXCELLENCE","101858","KG - 08","E"," "," ","04"
"101858002","0","0","0","0","0","0","0","HARMONY SCHOOL OF EXCELLENCE - END","N","Y","HARRIS","101","M","HARMONY SCHOOL OF EXCELLENCE","101858","KG - 08","E"," "," ","04"
"101858003","0","1","1","1","1","1","1","HARMONY SCIENCE ACADEMY - BRYAN/CO","N","Y","HARRIS","101","M","HARMONY SCHOOL OF EXCELLENCE","101858","KG - 12","B"," "," ","04"
"101858004","1","1","1","1","1","1","1","HARMONY SCHOOL OF ADVANCEMENT - HI","N","Y","HARRIS","101","M","HARMONY SCHOOL OF EXCELLENCE","101858","09 - 12","S"," "," ","04"
"101858005","1","1","1","1","1","1","1","HARMONY SCHOOL OF DISCOVERY - HOUS","N","Y","HARRIS","101","M","HARMONY SCHOOL OF EXCELLENCE","101858","KG - 12","B"," "," ","04"
"101858006","0"," ","0","0","0","0"," ","HARMONY SCIENCE ACADEMY - HOUSTON","N","Y","HARRIS","101","M","HARMONY SCHOOL OF EXCELLENCE","101858","KG - 08","E"," "," ","04"
"101859101","1","1","1","1","1","0","0","STEPPING STONES CHARTER EL","N","Y","HARRIS","101","M","STEP CHARTER SCHOOL","101859","KG - 08","E"," "," ","04"
"101861101"," "," "," "," "," "," "," ","THE RHODES SCHOOL","N","Y","HARRIS","101","Z","THE RHODES SCHOOL","101861","PK - 02","E"," "," ","04"
"101861102","1"," ","0","0","0","0"," ","THE RHODES SCHOOL - NORTHSHORE","N","Y","HARRIS","101","M","THE RHODES SCHOOL","101861","PK - 06","E"," "," ","04"
"101862001","1"," ","1","0","1","0"," ","HARMONY SCHOOL OF SCIENCE - HOUSTO","N","Y","HARRIS","101","M","HARMONY SCHOOL OF SCIENCE - HOUSTO","101862","KG - 06","E"," "," ","04"
"101862002","1","1","1","1","1","1","1","HARMONY SCHOOL OF SCIENCE - HOUSTO","N","Y","HARRIS","101","M","HARMONY SCHOOL OF SCIENCE - HOUSTO","101862","07 - 12","S"," "," ","04"
"101862003","1","1","1","1","1","1","1","HARMONY SCIENCE ACADEMY - WEST HOU","N","Y","HARRIS","101","M","HARMONY SCHOOL OF SCIENCE - HOUSTO","101862","KG - 11","B"," "," ","04"
"101862004","0","0","1","1","1","1","1","HARMONY SCIENCE ACADEMY- BEAUMONT","N","Y","HARRIS","101","M","HARMONY SCHOOL OF SCIENCE - HOUSTO","101862","KG - 12","B"," "," ","04"
"101864041","0","0","0","0","0","0","0","WALIPP-TSU PREPARATORY ACADEMY","N","Y","HARRIS","101","M","THE LAWSON ACADEMY","101864","06 - 08","M"," "," ","04"
"101865001","0","0","0","0","0","0","0","VICTORY PREP","N","Y","HARRIS","101","I","VICTORY PREP","101865","09 - 12","S"," "," ","04"
"101865002","0","0","0","0","0","0","0","VICTORY PREP","N","Y","HARRIS","101","I","VICTORY PREP","101865","KG - 08","E"," "," ","04"
"101865003","0","0","0","0","0","0","0","VICTORY PREPARATORY ACADEMY","N","Y","HARRIS","101","I","VICTORY PREP","101865","09 - 12","S"," "," ","04"
"101866001"," "," "," "," "," "," "," ","GLOBAL LEARNING VILLAGE","N","Y","HARRIS","101","Z","GLOBAL LEARNING VILLAGE","101866","KG - 02","E"," "," ","04"
"101867001","0","0","0","0","0","0","0","FALLBROOK COLLEGE PREPARATORY ACAD","N","Y","HARRIS","101","I","FALLBROOK COLLEGE PREPARATORY ACAD","101867","KG - 10","B"," "," ","04"
"101868001"," "," "," "," "," "," "," ","PRO-VISION H S","Y","Y","HARRIS","101","A","THE PRO-VISION ACADEMY","101868","09 - 12","S"," "," ","04"
"101868002","0","0","0","0","0","0","0","PRO-VISION MIDDLE","N","Y","HARRIS","101","I","THE PRO-VISION ACADEMY","101868","05 - 08","M"," "," ","04"
"101869001","0","0","0","0","0","0","0","C O R E ACADEMY","N","Y","HARRIS","101","I","C O R E ACADEMY","101869","03 - 09","B"," "," ","04"
"101902001","0","0","0","1","0","0","1","ALDINE H S","N","N","HARRIS","101","M","ALDINE ISD","101902","09 - 12","S"," "," ","04"
"101902002","0","1","1","0","0","0","1","CARVER H S FOR APPLIED TECH/ENGINE","N","N","HARRIS","101","M","ALDINE ISD","101902","09 - 12","S"," "," ","04"
"101902003","0","1","0","0","0","0","0","MACARTHUR H S","N","N","HARRIS","101","M","ALDINE ISD","101902","09 - 12","S"," "," ","04"
"101902004","0","0","0","0","0","0","0","EISENHOWER H S","N","N","HARRIS","101","M","ALDINE ISD","101902","09 - 12","S"," "," ","04"
"101902005","0","0","0","0","0","0","0","NIMITZ H S","N","N","HARRIS","101","I","ALDINE ISD","101902","09 - 12","S"," "," ","04"
"101902008","1","1","1","0","1","0","1","VICTORY EARLY COLLEGE H S","N","N","HARRIS","101","M","ALDINE ISD","101902","09 - 12","S"," "," ","04"
"101902012","0","0","0","0","0","0","0","DAVIS H S","N","N","HARRIS","101","I","ALDINE ISD","101902","09 - 12","S"," "," ","04"
"101902013"," "," "," "," "," "," "," ","HALL CENTER FOR EDUCATION","Y","N","HARRIS","101","A","ALDINE ISD","101902","09 - 12","S"," "," ","04"
"101902041","0","1","0","0","0","0","1","ALDINE MIDDLE","N","N","HARRIS","101","M","ALDINE ISD","101902","07 - 08","M"," "," ","04"
