CAMPUS,DISTRICT,CAMPNAME,COUNTY,DISTNAME,REGION,CNTYNAME,GRDTYPE,GRDSPAN,CFLCHART,CFLALTED,PAIRCAMP,PAIRNAME,CAMPNAME_CLEAN
57905550,57905,MI ESCUELITA-CASA VIEW,57,DALLAS ISD,10,DALLAS,E,PK - PK,N,N,057905000,DALLAS ISD,Mi Escuelita-Casa View
57905551,57905,MI ESCUELITA-COCKRELL HILL,57,DALLAS ISD,10,DALLAS,E,PK - PK,N,N,057905000,DALLAS ISD,Mi Escuelita-Cockrell Hill
57905552,57905,MI ESCUELITA-CROSSOVER,57,DALLAS ISD,10,DALLAS,E,PK - PK,N,N,057905000,DALLAS ISD,Mi Escuelita-Crossover
57905553,57905,MI ESCUELITA-GOOD SHEPHERD,57,DALLAS ISD,10,DALLAS,E,PK - PK,N,N,057905000,DALLAS ISD,Mi Escuelita-Good Shepherd
57905560,57905,CHILDCAREGROUP-LANDAUER,57,DALLAS ISD,10,DALLAS,E,PK - PK,N,N,057905000,DALLAS ISD,Childcaregroup-Landauer
57905561,57905,CHILDCAREGROUP-MARTIN LUTHER KING,57,DALLAS ISD,10,DALLAS,E,PK - PK,N,N,057905000,DALLAS ISD,Childcaregroup-Martin Luther King
57905562,57905,CHILDCAREGROUP-WEST DALLAS,57,DALLAS ISD,10,DALLAS,E,PK - PK,N,N,057905000,DALLAS ISD,Childcaregroup-West Dallas
57905565,57905,GOOD STREET LEARNING CENTER,57,DALLAS ISD,10,DALLAS,E,PK - PK,N,N,057905000,DALLAS ISD,Good Street Learning Center
57905566,57905,HEAVENLY LEARNING CENTER,57,DALLAS ISD,10,DALLAS,E,PK - PK,N,N,057905000,DALLAS ISD,Heavenly Learning Center
57905569,57905,BRYAN'S HOUSE,57,DALLAS ISD,10,DALLAS,E,PK - PK,N,N,057905000,DALLAS ISD,Bryan'S House
57906001,57906,DESOTO H S & ISTEAM3D,57,DESOTO ISD,10,DALLAS,S,09 - 12,N,N, , ,Desoto H S & Isteam3D
57906008,57906,DESOTO ALTERNATIVE EDUCATION CENTE,57,DESOTO ISD,10,DALLAS,B,04 - 12,N,N, , ,Desoto Alternative Education Cente
57906041,57906,DESOTO EAST MIDDLE (ISTEAM),57,DESOTO ISD,10,DALLAS,M,06 - 08,N,N, , ,Desoto East Middle (Isteam)
57906042,57906,DESOTO WEST MIDDLE (ISTEAM),57,DESOTO ISD,10,DALLAS,M,06 - 08,N,N, , ,Desoto West Middle (Isteam)
57906043,57906,CURTISTENE S MCCOWAN MIDDLE (ISTEA,57,DESOTO ISD,10,DALLAS,M,06 - 08,N,N, , ,Curtistene S McCowan Middle (Istea
57906102,57906,RUBY YOUNG EL,57,DESOTO ISD,10,DALLAS,E,KG - 05,N,N, , ,Ruby Young Elementary School
57906106,57906,THE MEADOWS EL,57,DESOTO ISD,10,DALLAS,E,KG - 05,N,N, , ,The Meadows Elementary School
57906107,57906,COCKRELL HILL EL,57,DESOTO ISD,10,DALLAS,E,KG - 05,N,N, , ,Cockrell Hill Elementary School
57906108,57906,FRANK D MOATES EL,57,DESOTO ISD,10,DALLAS,E,KG - 05,N,N, , ,Frank D Moates Elementary School
57906109,57906,WOODRIDGE EL,57,DESOTO ISD,10,DALLAS,E,KG - 05,N,N, , ,Woodridge Elementary School
57906110,57906,AMBER TERRACE DISCOVERY & DESIGN E,57,DESOTO ISD,10,DALLAS,E,EE - PK,N,N,057906107,COCKRELL HILL EL,Amber Terrace Discovery & Design Elementary School
57906111,57906,LITTLE EAGLES EARLY LEARNING CENTE,57,DESOTO ISD,10,DALLAS,E,PK - PK,N,N,057906107,COCKRELL HILL EL,Little Eagles Early Learning Cente
57906112,57906,KATHERINE JOHNSON TECHNOLOGY MAGNE,57,DESOTO ISD,10,DALLAS,E,PK - 06,N,N, , ,Katherine Johnson Technology Magne
57907001,57907,DUNCANVILLE H S,57,DUNCANVILLE ISD,10,DALLAS,S,09 - 12,N,N, , ,Duncanville High School
57907004,57907,MARY E SMITHEY PACE H S,57,DUNCANVILLE ISD,10,DALLAS,S,10 - 12,N,Y, , ,Mary E Smithey Pace High School
57907005,57907,SUMMIT LEARNING CENTER,57,DUNCANVILLE ISD,10,DALLAS,S,07 - 12,N,N, , ,Summit Learning Center
57907041,57907,J HERMAN REED MIDDLE,57,DUNCANVILLE ISD,10,DALLAS,M,07 - 08,N,N, , ,J Herman Reed Middle School
57907042,57907,WILLIAM H BYRD MIDDLE,57,DUNCANVILLE ISD,10,DALLAS,M,07 - 08,N,N, , ,William H Byrd Middle School
57907043,57907,G W KENNEMER MIDDLE,57,DUNCANVILLE ISD,10,DALLAS,M,06 - 08,N,N, , ,G W Kennemer Middle School
57907101,57907,CENTRAL EL,57,DUNCANVILLE ISD,10,DALLAS,E,PK - 04,N,N, , ,Central Elementary School
57907102,57907,FAIRMEADOWS EL,57,DUNCANVILLE ISD,10,DALLAS,E,PK - 04,N,N, , ,Fairmeadows Elementary School
57907103,57907,MERRIFIELD EL,57,DUNCANVILLE ISD,10,DALLAS,E,PK - 04,N,N, , ,Merrifield Elementary School
57907104,57907,WILLIAM LEE HASTINGS EL,57,DUNCANVILLE ISD,10,DALLAS,E,PK - 04,N,N, , ,William Lee Hastings Elementary School
57907105,57907,S GUS ALEXANDER JR EL,57,DUNCANVILLE ISD,10,DALLAS,E,PK - 04,N,N, , ,S Gus Alexander Jr Elementary School
57907106,57907,CLINT Q SMITH EL,57,DUNCANVILLE ISD,10,DALLAS,E,PK - 04,N,N, , ,Clint Q Smith Elementary School
57907107,57907,CHARLES ACTON EL,57,DUNCANVILLE ISD,10,DALLAS,E,PK - 04,N,N, , ,Charles Acton Elementary School
57907108,57907,H BOB DANIEL SR INT,57,DUNCANVILLE ISD,10,DALLAS,M,05 - 06,N,N, , ,H Bob Daniel Sr Intermediate School
57907109,57907,GLENN C HARDIN INT,57,DUNCANVILLE ISD,10,DALLAS,M,05 - 06,N,N, , ,Glenn C Hardin Intermediate School
57907110,57907,GRACE R BRANDENBURG INT,57,DUNCANVILLE ISD,10,DALLAS,M,05 - 06,N,N, , ,Grace R Brandenburg Intermediate School
57907111,57907,CJ & ANNE HYMAN EL,57,DUNCANVILLE ISD,10,DALLAS,E,EE - 04,N,N, , ,Cj & Anne Hyman Elementary School
57907112,57907,JAMES R BILHARTZ JR EL,57,DUNCANVILLE ISD,10,DALLAS,E,EE - 04,N,N, , ,James R Bilhartz Jr Elementary School
57909002,57909,GARLAND H S,57,GARLAND ISD,10,DALLAS,S,09 - 12,N,N, , ,Garland High School
57909003,57909,S GARLAND H S,57,GARLAND ISD,10,DALLAS,S,09 - 12,N,N, , ,S Garland High School
57909004,57909,N GARLAND H S,57,GARLAND ISD,10,DALLAS,S,09 - 12,N,N, , ,N Garland High School
57909005,57909,LAKEVIEW CENTENNIAL H S,57,GARLAND ISD,10,DALLAS,S,09 - 12,N,N, , ,Lakeview Centennial High School
57909007,57909,P A S S LEARNING CTR,57,GARLAND ISD,10,DALLAS,S,09 - 09,N,N, , ,P A S S Learning Center
57909008,57909,NAAMAN FOREST H S,57,GARLAND ISD,10,DALLAS,S,09 - 12,N,N, , ,Naaman Forest High School
57909009,57909,ROWLETT H S,57,GARLAND ISD,10,DALLAS,S,09 - 12,N,N, , ,Rowlett High School
57909010,57909,SACHSE H S,57,GARLAND ISD,10,DALLAS,S,09 - 12,N,N, , ,Sachse High School
57909041,57909,AUSTIN ACAD FOR EXCELL,57,GARLAND ISD,10,DALLAS,M,06 - 08,N,N, , ,Austin Acad For Excell
57909042,57909,BUSSEY MIDDLE,57,GARLAND ISD,10,DALLAS,M,06 - 08,N,N, , ,Bussey Middle School
57909043,57909,SAM HOUSTON MIDDLE,57,GARLAND ISD,10,DALLAS,M,06 - 08,N,N, , ,Sam Houston Middle School
57909045,57909,JACKSON TECHNOLOGY CENTER,57,GARLAND ISD,10,DALLAS,M,06 - 08,N,N, , ,Jackson Technology Center
57909046,57909,O'BANION MIDDLE,57,GARLAND ISD,10,DALLAS,M,06 - 08,N,N, , ,O'Banion Middle School
57909047,57909,CLASSICAL CENTER AT BRANDENBURG MI,57,GARLAND ISD,10,DALLAS,M,06 - 08,N,N, , ,Classical Center At Brandenburg Mi
57909048,57909,SELLERS MIDDLE,57,GARLAND ISD,10,DALLAS,M,06 - 08,N,N, , ,Sellers Middle School
57909049,57909,WEBB MIDDLE,57,GARLAND ISD,10,DALLAS,M,06 - 08,N,N, , ,Webb Middle School
57909050,57909,COYLE MIDDLE,57,GARLAND ISD,10,DALLAS,M,06 - 08,N,N, , ,Coyle Middle School
57909051,57909,LYLES MIDDLE,57,GARLAND ISD,10,DALLAS,M,06 - 08,N,N, , ,Lyles Middle School
57909052,57909,B G HUDSON MIDDLE,57,GARLAND ISD,10,DALLAS,M,06 - 08,N,N, , ,B G Hudson Middle School
57909053,57909,GARLAND AEC,57,GARLAND ISD,10,DALLAS,B,01 - 12,N,N, , ,Garland Alternative Education Center
57909054,57909,VERNON SCHRADE MIDDLE,57,GARLAND ISD,10,DALLAS,M,06 - 08,N,N, , ,Vernon Schrade Middle School
57909101,57909,BEAVER TECHNOLOGY CENTER,57,GARLAND ISD,10,DALLAS,E,KG - 05,N,N, , ,Beaver Technology Center
57909102,57909,BULLOCK EL,57,GARLAND ISD,10,DALLAS,E,PK - 05,N,N, , ,Bullock Elementary School
57909103,57909,CALDWELL EL,57,GARLAND ISD,10,DALLAS,E,KG - 05,N,N, , ,Caldwell Elementary School
57909105,57909,CENTERVILLE EL,57,GARLAND ISD,10,DALLAS,E,KG - 05,N,N, , ,Centerville Elementary School
57909107,57909,COOPER EL,57,GARLAND ISD,10,DALLAS,E,KG - 05,N,N, , ,Cooper Elementary School
57909108,57909,DAUGHERTY EL,57,GARLAND ISD,10,DALLAS,E,KG - 05,N,N, , ,Daugherty Elementary School
57909109,57909,FREEMAN EL,57,GARLAND ISD,10,DALLAS,E,EE - 05,N,N, , ,Freeman Elementary School
57909110,57909,HANDLEY EL,57,GARLAND ISD,10,DALLAS,E,KG - 05,N,N, , ,Handley Elementary School
57909111,57909,KIMBERLIN ACAD FOR EXCEL,57,GARLAND ISD,10,DALLAS,E,KG - 05,N,N, , ,Kimberlin Acad For Excel
57909112,57909,PARK CREST EL,57,GARLAND ISD,10,DALLAS,E,KG - 05,N,N, , ,Park Crest Elementary School
57909113,57909,SOUTHGATE EL,57,GARLAND ISD,10,DALLAS,E,EE - 05,N,N, , ,Southgate Elementary School
57909115,57909,WATSON TECHNOLOGY CENTER,57,GARLAND ISD,10,DALLAS,E,KG - 05,N,N, , ,Watson Technology Center
57909116,57909,WEAVER EL,57,GARLAND ISD,10,DALLAS,E,EE - 05,N,N, , ,Weaver Elementary School
57909117,57909,WILLIAMS EL,57,GARLAND ISD,10,DALLAS,E,KG - 05,N,N, , ,Williams Elementary School
57909119,57909,BRADFIELD EL,57,GARLAND ISD,10,DALLAS,E,PK - 05,N,N, , ,Bradfield Elementary School
57909120,57909,SHOREHAVEN EL,57,GARLAND ISD,10,DALLAS,E,EE - 05,N,N, , ,Shorehaven Elementary School
57909121,57909,MONTCLAIR EL,57,GARLAND ISD,10,DALLAS,E,PK - 05,N,N, , ,Montclair Elementary School
57909122,57909,WALNUT GLEN ACAD FOR EXCEL,57,GARLAND ISD,10,DALLAS,E,KG - 05,N,N, , ,Walnut Glen Acad For Excel
57909123,57909,GOLDEN MEADOWS EL,57,GARLAND ISD,10,DALLAS,E,KG - 05,N,N, , ,Golden Meadows Elementary School
57909124,57909,HEATHER GLEN EL,57,GARLAND ISD,10,DALLAS,E,KG - 05,N,N, , ,Heather Glen Elementary School
57909125,57909,HILLSIDE ACAD FOR EXCEL,57,GARLAND ISD,10,DALLAS,E,KG - 05,N,N, , ,Hillside Acad For Excel
57909126,57909,DAVIS EL,57,GARLAND ISD,10,DALLAS,E,EE - 05,N,N, , ,Davis Elementary School
57909127,57909,ROACH EL,57,GARLAND ISD,10,DALLAS,E,KG - 05,N,N, , ,Roach Elementary School
57909128,57909,ETHRIDGE EL,57,GARLAND ISD,10,DALLAS,E,KG - 05,N,N, , ,Ethridge Elementary School
57909129,57909,CLASSICAL CENTER AT VIAL EL,57,GARLAND ISD,10,DALLAS,E,KG - 05,N,N, , ,Classical Center At Vial Elementary School
57909132,57909,CLUB HILL EL,57,GARLAND ISD,10,DALLAS,E,PK - 05,N,N, , ,Club Hill Elementary School
57909133,57909,HICKMAN EL,57,GARLAND ISD,10,DALLAS,E,PK - 05,N,N, , ,Hickman Elementary School
57909134,57909,NORTHLAKE EL,57,GARLAND ISD,10,DALLAS,E,PK - 05,N,N, , ,Northlake Elementary School
57909136,57909,TOLER EL,57,GARLAND ISD,10,DALLAS,E,PK - 05,N,N, , ,Toler Elementary School
57909137,57909,ROWLETT EL,57,GARLAND ISD,10,DALLAS,E,KG - 05,N,N, , ,Rowlett Elementary School
57909138,57909,SPRING CREEK EL,57,GARLAND ISD,10,DALLAS,E,EE - 05,N,N, , ,Spring Creek Elementary School
57909139,57909,LUNA EL,57,GARLAND ISD,10,DALLAS,E,EE - 05,N,N, , ,Luna Elementary School
57909140,57909,BACK EL,57,GARLAND ISD,10,DALLAS,E,PK - 05,N,N, , ,Back Elementary School
57909141,57909,SHUGART EL,57,GARLAND ISD,10,DALLAS,E,PK - 05,N,N, , ,Shugart Elementary School
57909142,57909,HERFURTH EL,57,GARLAND ISD,10,DALLAS,E,EE - 05,N,N, , ,Herfurth Elementary School
57909143,57909,ABBETT EL,57,GARLAND ISD,10,DALLAS,E,KG - 05,N,N, , ,Abbett Elementary School
57909144,57909,KEELEY EL,57,GARLAND ISD,10,DALLAS,E,KG - 05,N,N, , ,Keeley Elementary School
57909145,57909,ROBERT B SEWELL EL,57,GARLAND ISD,10,DALLAS,E,PK - 05,N,N, , ,Robert B Sewell Elementary School
57909146,57909,KATHERINE STEPHENS EL,57,GARLAND ISD,10,DALLAS,E,PK - 05,N,N, , ,Katherine Stephens Elementary School
57909147,57909,VERNAL LISTER EL,57,GARLAND ISD,10,DALLAS,E,KG - 05,N,N, , ,Vernal Lister Elementary School
57909148,57909,NORMA DORSEY EL,57,GARLAND ISD,10,DALLAS,E,KG - 05,N,N, , ,Norma Dorsey Elementary School
57909154,57909,STEADHAM EL,57,GARLAND ISD,10,DALLAS,E,EE - 05,N,N, , ,Steadham Elementary School
57909155,57909,JOHN W ARMSTRONG EL,57,GARLAND ISD,10,DALLAS,E,EE - 05,N,N, , ,John W Armstrong Elementary School
57909156,57909,NITA PEARSON EL,57,GARLAND ISD,10,DALLAS,E,PK - 05,N,N, , ,Nita Pearson Elementary School
57909157,57909,GLEN COUCH EL,57,GARLAND ISD,10,DALLAS,E,EE - 05,N,N, , ,Glen Couch Elementary School
57909158,57909,LIBERTY GROVE EL,57,GARLAND ISD,10,DALLAS,E,EE - 05,N,N, , ,Liberty Grove Elementary School
57909159,57909,GEORGE WASHINGTON CARVER EL,57,GARLAND ISD,10,DALLAS,E,EE - 05,N,N, , ,George Washington Carver Elementary School
57909180,57909,CISNEROS PRE-K CTR,57,GARLAND ISD,10,DALLAS,E,EE - PK,N,N,057909108,DAUGHERTY EL,Cisneros Pre-K Center
57909181,57909,PARSONS PRE-K CTR,57,GARLAND ISD,10,DALLAS,E,EE - PK,N,N,057909128,ETHRIDGE EL,Parsons Pre-K Center
57910001,57910,GRAND PRAIRIE FINE ARTS ACADEMY,57,GRAND PRAIRIE ISD,10,DALLAS,B,06 - 12,N,N, , ,Grand Prairie Fine Arts Academy
57910002,57910,GRAND PRAIRIE H S,57,GRAND PRAIRIE ISD,10,DALLAS,S,09 - 12,N,N, , ,Grand Prairie High School
57910003,57910,SOUTH GRAND PRAIRIE H S,57,GRAND PRAIRIE ISD,10,DALLAS,S,09 - 12,N,N, , ,South Grand Prairie High School
57910004,57910,LYNDON B JOHNSON DAEP,57,GRAND PRAIRIE ISD,10,DALLAS,B,06 - 12,N,N, , ,Lyndon B Johnson DAEP
57910007,57910,P A S S LEARNING CTR,57,GRAND PRAIRIE ISD,10,DALLAS,S,09 - 12,N,N, , ,P A S S Learning Center
57910009,57910,CROSSWINDS ACCELERATED H S,57,GRAND PRAIRIE ISD,10,DALLAS,S,09 - 12,N,Y, , ,Crosswinds Accelerated High School
57910010,57910,JOHN A DUBISKI CAREER H S,57,GRAND PRAIRIE ISD,10,DALLAS,S,09 - 12,N,N, , ,John A Dubiski Career High School
57910011,57910,GRAND PRAIRIE COLLEGIATE INSTITUTE,57,GRAND PRAIRIE ISD,10,DALLAS,B,06 - 12,N,N, , ,Grand Prairie Collegiate Institute
57910041,57910,DIGITAL ARTS & TECHNOLOGY ACADEMY,57,GRAND PRAIRIE ISD,10,DALLAS,M,06 - 08,N,N, , ,Digital Arts & Technology Academy
57910045,57910,ANDREW JACKSON MIDDLE,57,GRAND PRAIRIE ISD,10,DALLAS,M,06 - 08,N,N, , ,Andrew Jackson Middle School
57910047,57910,HARRY S TRUMAN MIDDLE,57,GRAND PRAIRIE ISD,10,DALLAS,M,06 - 08,N,N, , ,Harry S Truman Middle School
57910050,57910,RONALD W REAGAN MIDDLE,57,GRAND PRAIRIE ISD,10,DALLAS,M,06 - 08,N,N, , ,Ronald W Reagan Middle School
57910051,57910,JAMES FANNIN MIDDLE,57,GRAND PRAIRIE ISD,10,DALLAS,M,06 - 08,N,N, , ,James Fannin Middle School
57910052,57910,YMLA AT JOHN F KENNEDY MIDDLE,57,GRAND PRAIRIE ISD,10,DALLAS,M,06 - 08,N,N, , ,Ymla At John F Kennedy Middle School
57910053,57910,YWLA AT BILL ARNOLD,57,GRAND PRAIRIE ISD,10,DALLAS,B,06 - 12,N,N, , ,Ywla At Bill Arnold
57910055,57910,UPLIFT LEE SECONDARY AT UPLIFT GRA,57,GRAND PRAIRIE ISD,10,DALLAS,M,06 - 06,N,N, , ,Uplift Lee Secondary At Uplift Gra
57910101,57910,STEPHEN F AUSTIN ENVIRONMENTAL SCI,57,GRAND PRAIRIE ISD,10,DALLAS,E,PK - 05,N,N, , ,Stephen F Austin Environmental Sci
57910102,57910,JAMES BOWIE FINE ARTS ACADEMY,57,GRAND PRAIRIE ISD,10,DALLAS,E,EE - 05,N,N, , ,James Bowie Fine Arts Academy
57910104,57910,DAVID DANIELS EL ACADEMY OF SCIENC,57,GRAND PRAIRIE ISD,10,DALLAS,E,PK - 05,N,N, , ,David Daniels El Academy Of Scienc
57910106,57910,FLORENCE HILL EL,57,GRAND PRAIRIE ISD,10,DALLAS,E,PK - 05,N,N, , ,Florence Hill Elementary School
57910109,57910,ELLEN OCHOA STEM ACADEMY AT BEN MI,57,GRAND PRAIRIE ISD,10,DALLAS,E,EE - 05,N,N, , ,Ellen Ochoa Stem Academy At Ben Mi
57910113,57910,DWIGHT D EISENHOWER EL,57,GRAND PRAIRIE ISD,10,DALLAS,E,PK - 05,N,N, , ,Dwight D Eisenhower Elementary School
57910118,57910,SAM RAYBURN EL STEAM ACADEMY,57,GRAND PRAIRIE ISD,10,DALLAS,E,KG - 05,N,N, , ,Sam Rayburn El Steam Academy
57910119,57910,LORENZO DE ZAVALA ENVIRONMENTAL SC,57,GRAND PRAIRIE ISD,10,DALLAS,E,KG - 05,N,N, , ,Lorenzo De Zavala Environmental Sc
57910120,57910,SUZANNA DICKINSON EL,57,GRAND PRAIRIE ISD,10,DALLAS,E,PK - 05,N,N, , ,Suzanna Dickinson Elementary School
57910121,57910,GARNER FINE ARTS ACADEMY,57,GRAND PRAIRIE ISD,10,DALLAS,E,PK - 05,N,N, , ,Garner Fine Arts Academy
57910122,57910,GLOBAL LEADERSHIP ACADEMY AT BARBA,57,GRAND PRAIRIE ISD,10,DALLAS,E,KG - 05,N,N, , ,Global Leadership Academy At Barba
57910123,57910,COLIN POWELL EL,57,GRAND PRAIRIE ISD,10,DALLAS,E,KG - 05,N,N, , ,Colin Powell Elementary School
57910124,57910,HECTOR P GARCIA EL,57,GRAND PRAIRIE ISD,10,DALLAS,E,PK - 05,N,N, , ,Hector P Garcia Elementary School
57910125,57910,SALLYE R MOORE COLLEGE & CAREER PR,57,GRAND PRAIRIE ISD,10,DALLAS,E,PK - 08,N,N, , ,Sallye R Moore College & Career Primary School
57910126,57910,ERVIN C WHITT EL,57,GRAND PRAIRIE ISD,10,DALLAS,E,KG - 05,N,N, , ,Ervin C Whitt Elementary School
57910128,57910,JUAN N SEGUIN EL,57,GRAND PRAIRIE ISD,10,DALLAS,E,KG - 05,N,N, , ,Juan N Seguin Elementary School
57910129,57910,THURGOOD MARSHALL LEADERSHIP ACADE,57,GRAND PRAIRIE ISD,10,DALLAS,E,PK - 05,N,N, , ,Thurgood Marshall Leadership Acade
57910130,57910,MIKE MOSELEY EL,57,GRAND PRAIRIE ISD,10,DALLAS,E,PK - 05,N,N, , ,Mike Moseley Elementary School
57910131,57910,HOBBS WILLIAMS EL,57,GRAND PRAIRIE ISD,10,DALLAS,E,KG - 05,N,N, , ,Hobbs Williams Elementary School
57910132,57910,ROBERT E LEE EL,57,GRAND PRAIRIE ISD,10,DALLAS,E,KG - 05,N,N, , ,Robert E Lee Elementary School
57910134,57910,BONHAM EES,57,GRAND PRAIRIE ISD,10,DALLAS,E,EE - KG,N,N,057910131,HOBBS WILLIAMS EL,Bonham Ees
57910135,57910,SCHOOL FOR THE HIGHLY GIFTED,57,GRAND PRAIRIE ISD,10,DALLAS,E,01 - 08,N,N, , ,School For The Highly Gifted
57910136,57910,UPLIFT LEE,57,GRAND PRAIRIE ISD,10,DALLAS,E,KG - 05,N,N, , ,Uplift Lee
57910137,57910,WILLIAM B TRAVIS WORLD LANGUAGE AC,57,GRAND PRAIRIE ISD,10,DALLAS,E,PK - 08,N,N, , ,William B Travis World Language Ac
57910138,57910,CROCKETT EARLY EDUCATION SCHOOL,57,GRAND PRAIRIE ISD,10,DALLAS,E,PK - PK,N,N,057910131,HOBBS WILLIAMS EL,Crockett Early Education School
57911001,57911,HIGHLAND PARK H S,57,HIGHLAND PARK ISD,10,DALLAS,S,09 - 12,N,N, , ,Highland Park High School
57911041,57911,HIGHLAND PARK MIDDLE,57,HIGHLAND PARK ISD,10,DALLAS,M,07 - 08,N,N, , ,Highland Park Middle School
57911101,57911,ARMSTRONG EL,57,HIGHLAND PARK ISD,10,DALLAS,E,KG - 04,N,N, , ,Armstrong Elementary School
57911102,57911,BRADFIELD EL,57,HIGHLAND PARK ISD,10,DALLAS,E,EE - 04,N,N, , ,Bradfield Elementary School
57911103,57911,HYER EL,57,HIGHLAND PARK ISD,10,DALLAS,E,KG - 04,N,N, , ,Hyer Elementary School
57911104,57911,UNIVERSITY PARK ELEMENTARY,57,HIGHLAND PARK ISD,10,DALLAS,E,EE - 04,N,N, , ,University Park Elementary
57911105,57911,MCCULLOCH INTERMEDIATE SCHOOL,57,HIGHLAND PARK ISD,10,DALLAS,M,05 - 06,N,N, , ,McCulloch Intermediate School
57912002,57912,IRVING H S,57,IRVING ISD,10,DALLAS,S,09 - 12,N,N, , ,Irving High School
57912003,57912,MACARTHUR H S,57,IRVING ISD,10,DALLAS,S,09 - 12,N,N, , ,MacArthur High School
57912004,57912,NIMITZ H S,57,IRVING ISD,10,DALLAS,S,09 - 12,N,N, , ,Nimitz High School
57912005,57912,BARBARA CARDWELL CAREER PREPARATOR,57,IRVING ISD,10,DALLAS,S,09 - 12,N,Y, , ,Barbara Cardwell Career Preparator
57912006,57912,JACK E SINGLEY ACADEMY,57,IRVING ISD,10,DALLAS,S,09 - 12,N,N, , ,Jack E Singley Academy
57912007,57912,DALLAS CO SCHOOL FOR ACCELERATED L,57,IRVING ISD,10,DALLAS,S,09 - 12,N,N, , ,Dallas Co School For Accelerated L
57912041,57912,BOWIE MIDDLE,57,IRVING ISD,10,DALLAS,M,06 - 08,N,N, , ,Bowie Middle School
57912042,57912,CROCKETT MIDDLE,57,IRVING ISD,10,DALLAS,M,06 - 08,N,N, , ,Crockett Middle School
57912043,57912,TRAVIS MIDDLE,57,IRVING ISD,10,DALLAS,M,06 - 08,N,N, , ,Travis Middle School
57912044,57912,LAMAR MIDDLE,57,IRVING ISD,10,DALLAS,M,06 - 08,N,N, , ,Lamar Middle School
57912045,57912,AUSTIN MIDDLE,57,IRVING ISD,10,DALLAS,M,06 - 08,N,N, , ,Austin Middle School
57912046,57912,HOUSTON MIDDLE,57,IRVING ISD,10,DALLAS,M,06 - 08,N,N, , ,Houston Middle School
57912048,57912,LORENZO DE ZAVALA MIDDLE,57,IRVING ISD,10,DALLAS,M,06 - 08,N,N, , ,Lorenzo De Zavala Middle School
57912050,57912,LADY BIRD JOHNSON MIDDLE,57,IRVING ISD,10,DALLAS,M,06 - 08,N,N, , ,Lady Bird Johnson Middle School
57912101,57912,BARTON EL,57,IRVING ISD,10,DALLAS,E,KG - 05,N,N, , ,Barton Elementary School
57912102,57912,BROWN EL,57,IRVING ISD,10,DALLAS,E,KG - 05,N,N, , ,Brown Elementary School
57912103,57912,BRITAIN EL,57,IRVING ISD,10,DALLAS,E,EE - 05,N,N, , ,Britain Elementary School
57912105,57912,GOOD EL,57,IRVING ISD,10,DALLAS,E,KG - 05,N,N, , ,Good Elementary School
57912106,57912,HALEY J EL,57,IRVING ISD,10,DALLAS,E,KG - 05,N,N, , ,Haley J Elementary School
57912107,57912,HALEY T EL,57,IRVING ISD,10,DALLAS,E,KG - 05,N,N, , ,Haley T Elementary School
57912108,57912,JOHNSTON EL,57,IRVING ISD,10,DALLAS,E,KG - 05,N,N, , ,Johnston Elementary School
57912109,57912,KEYES EL,57,IRVING ISD,10,DALLAS,E,KG - 05,N,N, , ,Keyes Elementary School
57912111,57912,LEE EL,57,IRVING ISD,10,DALLAS,E,KG - 05,N,N, , ,Lee Elementary School
57912112,57912,LIVELY EL,57,IRVING ISD,10,DALLAS,E,KG - 05,N,N, , ,Lively Elementary School
57912113,57912,FARINE EL,57,IRVING ISD,10,DALLAS,E,KG - 05,N,N, , ,Farine Elementary School
57912114,57912,SCHULZE EL,57,IRVING ISD,10,DALLAS,E,KG - 05,N,N, , ,Schulze Elementary School
57912116,57912,BRANDENBURG EL,57,IRVING ISD,10,DALLAS,E,PK - 05,N,N, , ,Brandenburg Elementary School
57912118,57912,ELLIOTT EL,57,IRVING ISD,10,DALLAS,E,KG - 05,N,N, , ,Elliott Elementary School
57912119,57912,HANES EL,57,IRVING ISD,10,DALLAS,E,KG - 05,N,N, , ,Hanes Elementary School
57912120,57912,TOWNLEY EL,57,IRVING ISD,10,DALLAS,E,KG - 05,N,N, , ,Townley Elementary School
57912121,57912,DAVIS EL,57,IRVING ISD,10,DALLAS,E,KG - 05,N,N, , ,Davis Elementary School
57912122,57912,GILBERT F M EL,57,IRVING ISD,10,DALLAS,E,KG - 05,N,N, , ,Gilbert F M Elementary School
57912123,57912,JACKIE MAE TOWNSELL EL,57,IRVING ISD,10,DALLAS,E,KG - 05,N,N, , ,Jackie Mae Townsell Elementary School
57912124,57912,JOHN W AND MARGIE STIPES EL,57,IRVING ISD,10,DALLAS,E,KG - 05,N,N, , ,John W And Margie Stipes Elementary School
57912161,57912,CLIFTON EARLY CHILDHOOD,57,IRVING ISD,10,DALLAS,E,EE - PK,N,N,057912107,HALEY T EL,Clifton Early Childhood
57912162,57912,PIERCE EARLY CHILDHOOD,57,IRVING ISD,10,DALLAS,E,EE - PK,N,N,057912122,GILBERT F M EL,Pierce Early Childhood
57912163,57912,KINKEADE EARLY CHILDHOOD,57,IRVING ISD,10,DALLAS,E,EE - PK,N,N,057912106,HALEY J EL,Kinkeade Early Childhood
57913001,57913,LANCASTER H S,57,LANCASTER ISD,10,DALLAS,S,09 - 12,N,N, , ,Lancaster High School
