CAMPUS,DISTRICT,CAMPNAME,COUNTY,DISTNAME,REGION,CNTYNAME,GRDTYPE,GRDSPAN,CFLCHART,CFLALTED,PAIRCAMP,PAIRNAME,CAMPNAME_CLEAN
108906120,108906,RAYBURN EL,108,MCALLEN ISD,1,HIDALGO,E,EE - 05,N,N, , ,Rayburn Elementary School
108906121,108906,ROOSEVELT EL,108,MCALLEN ISD,1,HIDALGO,E,PK - 05,N,N, , ,Roosevelt Elementary School
108906122,108906,GARZA EL,108,MCALLEN ISD,1,HIDALGO,E,PK - 05,N,N, , ,Garza Elementary School
108906123,108906,MCAULIFFE EL,108,MCALLEN ISD,1,HIDALGO,E,EE - 05,N,N, , ,McAuliffe Elementary School
108906124,108906,GONZALEZ EL,108,MCALLEN ISD,1,HIDALGO,E,PK - 05,N,N, , ,Gonzalez Elementary School
108906126,108906,CASTANEDA EL,108,MCALLEN ISD,1,HIDALGO,E,EE - 05,N,N, , ,Castaneda Elementary School
108906127,108906,BLANCA E SANCHEZ,108,MCALLEN ISD,1,HIDALGO,E,PK - 05,N,N, , ,Blanca E Sanchez
108906128,108906,DR PABLO PEREZ,108,MCALLEN ISD,1,HIDALGO,E,EE - 05,N,N, , ,Dr Pablo Perez
108906129,108906,LUCILE HENDRICKS EL,108,MCALLEN ISD,1,HIDALGO,E,PK - 05,N,N, , ,Lucile Hendricks Elementary School
108906130,108906,THIGPEN-ZAVALA EL,108,MCALLEN ISD,1,HIDALGO,E,PK - 05,N,N, , ,Thigpen-Zavala Elementary School
108906132,108906,EARLY CHILDHOOD CENTER,108,MCALLEN ISD,1,HIDALGO,E,EE - PK,N,N,108906000,MCALLEN ISD,Early Childhood Center
108907001,108907,MERCEDES H S,108,MERCEDES ISD,1,HIDALGO,S,09 - 12,N,N, , ,Mercedes High School
108907002,108907,MERCEDES ACADEMIC ACADEMY,108,MERCEDES ISD,1,HIDALGO,S,09 - 12,N,Y, , ,Mercedes Academic Academy
108907003,108907,JJAEP-SOUTHWEST KEY PROGRAM,108,MERCEDES ISD,1,HIDALGO,M,08 - 08,N,N, , ,JJAEP-Southwest Key Program
108907006,108907,MERCEDES EARLY COLLEGE ACADEMY,108,MERCEDES ISD,1,HIDALGO,S,09 - 12,N,N, , ,Mercedes Early College Academy
108907041,108907,SGT MANUEL CHACON MIDDLE,108,MERCEDES ISD,1,HIDALGO,M,06 - 08,N,N, , ,Sgt Manuel Chacon Middle School
108907102,108907,TAYLOR EL,108,MERCEDES ISD,1,HIDALGO,E,PK - 05,N,N, , ,Taylor Elementary School
108907103,108907,TRAVIS EL,108,MERCEDES ISD,1,HIDALGO,E,PK - 05,N,N, , ,Travis Elementary School
108907107,108907,RUBEN HINOJOSA EL,108,MERCEDES ISD,1,HIDALGO,E,EE - 05,N,N, , ,Ruben Hinojosa Elementary School
108907108,108907,SGT WILLIAM G HARRELL MIDDLE,108,MERCEDES ISD,1,HIDALGO,M,06 - 08,N,N, , ,Sgt William G Harrell Middle School
108907109,108907,JOHN F KENNEDY EL,108,MERCEDES ISD,1,HIDALGO,E,PK - 05,N,N, , ,John F Kennedy Elementary School
108907110,108907,MERCEDES EARLY LITERACY PROGRAM,108,MERCEDES ISD,1,HIDALGO,E,PK - PK,N,N,108907000,MERCEDES ISD,Mercedes Early Literacy Program
108908001,108908,MISSION H S,108,MISSION CISD,1,HIDALGO,S,09 - 12,N,N, , ,Mission High School
108908002,108908,VETERANS MEMORIAL H S,108,MISSION CISD,1,HIDALGO,S,09 - 12,N,N, , ,Veterans Memorial High School
108908004,108908,MISSION COLLEGIATE H S,108,MISSION CISD,1,HIDALGO,S,09 - 12,N,N, , ,Mission Collegiate High School
108908038,108908,HIDALGO CO J J A E P,108,MISSION CISD,1,HIDALGO,S,11 - 12,N,N, , ,Hidalgo Co JJAEP
108908039,108908,ROOSEVELT ALTERNATIVE SCHOOL,108,MISSION CISD,1,HIDALGO,B,04 - 12,N,N, , ,Roosevelt Alternative School
108908041,108908,MISSION J H,108,MISSION CISD,1,HIDALGO,M,06 - 08,N,N, , ,Mission Junior High
108908042,108908,WHITE J H,108,MISSION CISD,1,HIDALGO,M,06 - 08,N,N, , ,White Junior High
108908043,108908,ALTON MEMORIAL J H,108,MISSION CISD,1,HIDALGO,M,06 - 08,N,N, , ,Alton Memorial Junior High
108908044,108908,RAFAEL A CANTU J H,108,MISSION CISD,1,HIDALGO,M,06 - 08,N,N, , ,Rafael A Cantu Junior High
108908101,108908,BRYAN EL,108,MISSION CISD,1,HIDALGO,E,PK - 05,N,N, , ,Bryan Elementary School
108908102,108908,CASTRO EL,108,MISSION CISD,1,HIDALGO,E,PK - 05,N,N, , ,Castro Elementary School
108908104,108908,MARCELL EL,108,MISSION CISD,1,HIDALGO,E,EE - 05,N,N, , ,Marcell Elementary School
108908105,108908,PEARSON EL,108,MISSION CISD,1,HIDALGO,E,PK - 05,N,N, , ,Pearson Elementary School
108908107,108908,ALTON EL,108,MISSION CISD,1,HIDALGO,E,PK - 05,N,N, , ,Alton Elementary School
108908108,108908,CANTU EL,108,MISSION CISD,1,HIDALGO,E,PK - 05,N,N, , ,Cantu Elementary School
108908109,108908,LEAL EL,108,MISSION CISD,1,HIDALGO,E,PK - 05,N,N, , ,Leal Elementary School
108908110,108908,MIMS EL,108,MISSION CISD,1,HIDALGO,E,PK - 05,N,N, , ,Mims Elementary School
108908111,108908,OLLIE O'GRADY EL,108,MISSION CISD,1,HIDALGO,E,EE - 05,N,N, , ,Ollie O'Grady Elementary School
108908112,108908,CARL C WAITZ EL,108,MISSION CISD,1,HIDALGO,E,EE - 05,N,N, , ,Carl C Waitz Elementary School
108908113,108908,SALINAS EL,108,MISSION CISD,1,HIDALGO,E,PK - 05,N,N, , ,Salinas Elementary School
108908114,108908,RAQUEL CAVAZOS EL,108,MISSION CISD,1,HIDALGO,E,PK - 05,N,N, , ,Raquel Cavazos Elementary School
108908115,108908,HURLA M MIDKIFF EL,108,MISSION CISD,1,HIDALGO,E,EE - 05,N,N, , ,Hurla M Midkiff Elementary School
108908116,108908,HILDA C ESCOBAR/ALICIA C RIOS EL,108,MISSION CISD,1,HIDALGO,E,PK - 05,N,N, , ,Hilda C Escobar/Alicia C Rios Elementary School
108908121,108908,MISSION EARLY LEARNING,108,MISSION CISD,1,HIDALGO,E,PK - PK,N,N,108908000,MISSION CISD,Mission Early Learning
108909001,108909,PSJA EARLY COLLEGE H S,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,S,09 - 12,N,N, , ,Psja Early College High School
108909002,108909,PSJA MEMORIAL EARLY COLLEGE H S,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,S,09 - 12,N,N, , ,Psja Memorial Early College High School
108909003,108909,PSJA NORTH EARLY COLLEGE H S,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,S,09 - 12,N,N, , ,Psja North Early College High School
108909004,108909,STUDENT ALTER PROG,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,S,10 - 10,N,N, , ,Student Alter Prog
108909005,108909,PSJA SONIA M SOTOMAYOR H S,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,S,09 - 12,N,Y, , ,Psja Sonia M Sotomayor High School
108909006,108909,ELVIS J BALLEW H S,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,S,10 - 12,N,Y, , ,Elvis J Ballew High School
108909007,108909,PSJA SOUTHWEST EARLY COLLEGE H S,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,S,09 - 12,N,N, , ,Psja Southwest Early College High School
108909009,108909,PSJA THOMAS JEFFERSON T-STEM EARLY,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,S,09 - 12,N,N, , ,Psja Thomas Jefferson T-Stem Early
108909011,108909,BUELL CENTRAL DAEP,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,B,06 - 12,N,N, , ,Buell Central DAEP
108909041,108909,AUSTIN MIDDLE,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,M,06 - 08,N,N, , ,Austin Middle School
108909042,108909,ALAMO MIDDLE,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,M,06 - 08,N,N, , ,Alamo Middle School
108909043,108909,LYNDON B JOHNSON MIDDLE,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,M,06 - 08,N,N, , ,Lyndon B Johnson Middle School
108909044,108909,LIBERTY MIDDLE,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,M,06 - 08,N,N, , ,Liberty Middle School
108909045,108909,R YZAGUIRRE MIDDLE,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,M,06 - 08,N,N, , ,R Yzaguirre Middle School
108909046,108909,KENNEDY MIDDLE,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,M,06 - 08,N,N, , ,Kennedy Middle School
108909047,108909,JAIME ESCALANTE MIDDLE,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,M,06 - 08,N,N, , ,Jaime Escalante Middle School
108909048,108909,AUDIE MURPHY MIDDLE,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,M,06 - 08,N,N, , ,Audie Murphy Middle School
108909101,108909,JOHN MCKEEVER EL,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,E,EE - 05,N,N, , ,John McKeever Elementary School
108909106,108909,JOHN DOEDYNS EL,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,E,PK - 05,N,N, , ,John Doedyns Elementary School
108909107,108909,GERALDINE PALMER EL,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,E,PK - 05,N,N, , ,Geraldine Palmer Elementary School
108909108,108909,HENRY FORD EL,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,E,EE - 05,N,N, , ,Henry Ford Elementary School
108909110,108909,ZEFERINO FARIAS EL,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,E,PK - 05,N,N, , ,Zeferino Farias Elementary School
108909112,108909,ALFRED SORENSEN EL,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,E,PK - 05,N,N, , ,Alfred Sorensen Elementary School
108909113,108909,AIDA C ESCOBAR EL,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,E,PK - 05,N,N, , ,Aida C Escobar Elementary School
108909115,108909,RAUL LONGORIA EL,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,E,PK - 05,N,N, , ,Raul Longoria Elementary School
108909116,108909,DANIEL RAMIREZ EL,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,E,EE - 05,N,N, , ,Daniel Ramirez Elementary School
108909117,108909,KELLY-PHARR EL,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,E,PK - 05,N,N, , ,Kelly-Pharr Elementary School
108909118,108909,AMANDA GARZA-PENA EL,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,E,PK - 05,N,N, , ,Amanda Garza-Pena Elementary School
108909119,108909,EDITH & ETHEL CARMAN EL,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,E,EE - 05,N,N, , ,Edith & Ethel Carman Elementary School
108909120,108909,ARNOLDO CANTU SR EL,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,E,PK - 05,N,N, , ,Arnoldo Cantu Sr Elementary School
108909121,108909,SANTOS LIVAS EL,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,E,PK - 05,N,N, , ,Santos Livas Elementary School
108909122,108909,DRS REED - MOCK EL,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,E,PK - 05,N,N, , ,Drs Reed - Mock Elementary School
108909123,108909,CESAR CHAVEZ EL,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,E,EE - 05,N,N, , ,Cesar Chavez Elementary School
108909124,108909,DR WILLIAM LONG EL,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,E,PK - 05,N,N, , ,Dr William Long Elementary School
108909125,108909,VIDA N CLOVER EL,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,E,PK - 05,N,N, , ,Vida N Clover Elementary School
108909126,108909,AUGUSTO GUERRA EL,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,E,PK - 05,N,N, , ,Augusto Guerra Elementary School
108909127,108909,GRACIELA GARCIA EL,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,E,PK - 05,N,N, , ,Graciela Garcia Elementary School
108909128,108909,CARMEN ANAYA EL,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,E,PK - 05,N,N, , ,Carmen Anaya Elementary School
108909129,108909,SGT LEONEL TREVINO EL,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,E,PK - 05,N,N, , ,Sgt Leonel Trevino Elementary School
108909130,108909,ALLEN & WILLIAM ARNOLD EL,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,E,PK - 05,N,N, , ,Allen & William Arnold Elementary School
108909131,108909,PSJA EARLY START,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,E,PK - PK,N,N,108909000,PHARR-SAN JUAN-ALAMO ISD,Psja Early Start
108909134,108909,MARCIA R GARZA,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,E,PK - 05,N,N, , ,Marcia R Garza
108909136,108909,BERTA S PALACIOS EL,108,PHARR-SAN JUAN-ALAMO ISD,1,HIDALGO,E,EE - 05,N,N, , ,Berta S Palacios Elementary School
108910001,108910,PROGRESO H S,108,PROGRESO ISD,1,HIDALGO,S,09 - 12,N,N, , ,Progreso High School
108910004,108910,DAEP,108,PROGRESO ISD,1,HIDALGO,B,06 - 10,N,N, , ,DAEP
108910041,108910,DOROTHY THOMPSON MIDDLE,108,PROGRESO ISD,1,HIDALGO,M,06 - 08,N,N, , ,Dorothy Thompson Middle School
108910102,108910,PROGRESO EARLY CHILDHOOD,108,PROGRESO ISD,1,HIDALGO,E,PK - 02,N,N, , ,Progreso Early Childhood
108910104,108910,PROGRESO EL,108,PROGRESO ISD,1,HIDALGO,E,03 - 05,N,N, , ,Progreso Elementary School
108911001,108911,SHARYLAND H S,108,SHARYLAND ISD,1,HIDALGO,S,09 - 12,N,N, , ,Sharyland High School
108911003,108911,HIDALGO COUNTY J J A E P,108,SHARYLAND ISD,1,HIDALGO,S,10 - 11,N,N, , ,Hidalgo County JJAEP
108911007,108911,SHARYLAND PIONEER H S,108,SHARYLAND ISD,1,HIDALGO,S,09 - 12,N,N, , ,Sharyland Pioneer High School
108911008,108911,SHARYLAND ADVANCED ACADEMIC ACADEM,108,SHARYLAND ISD,1,HIDALGO,S,09 - 12,N,N, , ,Sharyland Advanced Academic Academ
108911041,108911,B L GRAY J H,108,SHARYLAND ISD,1,HIDALGO,M,07 - 08,N,N, , ,B L Gray Junior High
108911042,108911,SHARYLAND NORTH J H,108,SHARYLAND ISD,1,HIDALGO,M,07 - 08,N,N, , ,Sharyland North Junior High
108911101,108911,JOHN H SHARY EL,108,SHARYLAND ISD,1,HIDALGO,E,PK - 06,N,N, , ,John H Shary Elementary School
108911102,108911,OLIVERO GARZA SR EL,108,SHARYLAND ISD,1,HIDALGO,E,EE - 06,N,N, , ,Olivero Garza Sr Elementary School
108911103,108911,JESSIE L JENSEN EL,108,SHARYLAND ISD,1,HIDALGO,E,PK - 06,N,N, , ,Jessie L Jensen Elementary School
108911104,108911,ROMULO D MARTINEZ EL,108,SHARYLAND ISD,1,HIDALGO,E,EE - 06,N,N, , ,Romulo D Martinez Elementary School
108911105,108911,RUBEN HINOJOSA EL,108,SHARYLAND ISD,1,HIDALGO,E,PK - 06,N,N, , ,Ruben Hinojosa Elementary School
108911107,108911,LLOYD & DOLLY BENTSEN EL,108,SHARYLAND ISD,1,HIDALGO,E,PK - 06,N,N, , ,Lloyd & Dolly Bentsen Elementary School
108911108,108911,HARRY SHIMOTSU EL,108,SHARYLAND ISD,1,HIDALGO,E,PK - 06,N,N, , ,Harry Shimotsu Elementary School
108911109,108911,DONNA WERNECKE EL,108,SHARYLAND ISD,1,HIDALGO,E,EE - 06,N,N, , ,Donna Wernecke Elementary School
108912001,108912,LA JOYA H S,108,LA JOYA ISD,1,HIDALGO,S,09 - 12,N,N, , ,La Joya High School
108912004,108912,JUAREZ-LINCOLN H S,108,LA JOYA ISD,1,HIDALGO,S,09 - 12,N,N, , ,Juarez-Lincoln High School
108912005,108912,HOPE ACADEMY,108,LA JOYA ISD,1,HIDALGO,B,06 - 12,N,N, , ,Hope Academy
108912007,108912,LA JOYA PALMVIEW H S,108,LA JOYA ISD,1,HIDALGO,S,09 - 12,N,N, , ,La Joya Palmview High School
108912008,108912,JIMMY CARTER EARLY COLLEGE H S,108,LA JOYA ISD,1,HIDALGO,S,09 - 12,N,N, , ,Jimmy Carter Early College High School
108912010,108912,THELMA ROSA SALINAS STEM EARLY COL,108,LA JOYA ISD,1,HIDALGO,S,09 - 12,N,N, , ,Thelma Rosa Salinas Stem Early Col
108912041,108912,LORENZO DE ZAVALA MIDDLE,108,LA JOYA ISD,1,HIDALGO,M,06 - 08,N,N, , ,Lorenzo De Zavala Middle School
108912042,108912,CESAR CHAVEZ MIDDLE,108,LA JOYA ISD,1,HIDALGO,M,06 - 08,N,N, , ,Cesar Chavez Middle School
108912043,108912,DR JAVIER SAENZ MIDDLE,108,LA JOYA ISD,1,HIDALGO,M,06 - 08,N,N, , ,Dr Javier Saenz Middle School
108912044,108912,MEMORIAL MIDDLE,108,LA JOYA ISD,1,HIDALGO,M,06 - 08,N,N, , ,Memorial Middle School
108912045,108912,ANN RICHARDS MIDDLE,108,LA JOYA ISD,1,HIDALGO,M,06 - 08,N,N, , ,Ann Richards Middle School
108912046,108912,IRENE M GARCIA MIDDLE,108,LA JOYA ISD,1,HIDALGO,M,06 - 08,N,N, , ,Irene M Garcia Middle School
108912048,108912,JUAN DE DIOS SALINAS MIDDLE,108,LA JOYA ISD,1,HIDALGO,M,06 - 08,N,N, , ,Juan De Dios Salinas Middle School
108912049,108912,DOMINGO TREVINO MIDDLE,108,LA JOYA ISD,1,HIDALGO,M,06 - 08,N,N, , ,Domingo Trevino Middle School
108912101,108912,LA JOYA ISD HEAD START PROGRAM,108,LA JOYA ISD,1,HIDALGO,E,EE - PK,N,N,108912000,LA JOYA ISD,La Joya Isd Head Start Program
108912102,108912,JOHN F KENNEDY EL,108,LA JOYA ISD,1,HIDALGO,E,EE - 05,N,N, , ,John F Kennedy Elementary School
108912104,108912,GUILLERMO FLORES EL,108,LA JOYA ISD,1,HIDALGO,E,PK - 05,N,N, , ,Guillermo Flores Elementary School
108912105,108912,ROSENDO BENAVIDES EL,108,LA JOYA ISD,1,HIDALGO,E,EE - 05,N,N, , ,Rosendo Benavides Elementary School
108912106,108912,LEO J LEO EL,108,LA JOYA ISD,1,HIDALGO,E,EE - 05,N,N, , ,Leo J Leo Elementary School
108912107,108912,ELIGIO KIKA DE LA GARZA EL,108,LA JOYA ISD,1,HIDALGO,E,PK - 05,N,N, , ,Eligio Kika De La Garza Elementary School
108912108,108912,E B REYNA EL,108,LA JOYA ISD,1,HIDALGO,E,EE - 05,N,N, , ,E B Reyna Elementary School
108912109,108912,ELODIA R CHAPA EL,108,LA JOYA ISD,1,HIDALGO,E,EE - 05,N,N, , ,Elodia R Chapa Elementary School
108912110,108912,JOSE DE ESCANDON EL,108,LA JOYA ISD,1,HIDALGO,E,PK - 05,N,N, , ,Jose De Escandon Elementary School
108912111,108912,DIAZ-VILLARREAL EL,108,LA JOYA ISD,1,HIDALGO,E,EE - 05,N,N, , ,Diaz-Villarreal Elementary School
108912112,108912,NARCISO CAVAZOS,108,LA JOYA ISD,1,HIDALGO,E,PK - 05,N,N, , ,Narciso Cavazos
108912113,108912,TABASCO EL,108,LA JOYA ISD,1,HIDALGO,E,PK - 05,N,N, , ,Tabasco Elementary School
108912114,108912,PATRICIO PEREZ EL,108,LA JOYA ISD,1,HIDALGO,E,EE - 05,N,N, , ,Patricio Perez Elementary School
108912115,108912,HENRY B GONZALEZ EL,108,LA JOYA ISD,1,HIDALGO,E,EE - 05,N,N, , ,Henry B Gonzalez Elementary School
108912116,108912,LLOYD M BENTSEN EL,108,LA JOYA ISD,1,HIDALGO,E,EE - 05,N,N, , ,Lloyd M Bentsen Elementary School
108912117,108912,SAM FORDYCE EL,108,LA JOYA ISD,1,HIDALGO,E,EE - 05,N,N, , ,Sam Fordyce Elementary School
108912118,108912,EMILIANO ZAPATA EL,108,LA JOYA ISD,1,HIDALGO,E,PK - 05,N,N, , ,Emiliano Zapata Elementary School
108912120,108912,JUAN SEGUIN EL,108,LA JOYA ISD,1,HIDALGO,E,EE - 05,N,N, , ,Juan Seguin Elementary School
108912121,108912,ENRIQUE KIKI CAMARENA EL,108,LA JOYA ISD,1,HIDALGO,E,PK - 05,N,N, , ,Enrique Kiki Camarena Elementary School
108912122,108912,DR AMERICO PAREDES EL,108,LA JOYA ISD,1,HIDALGO,E,PK - 05,N,N, , ,Dr Americo Paredes Elementary School
108912123,108912,WILLIAM J CLINTON EL,108,LA JOYA ISD,1,HIDALGO,E,PK - 05,N,N, , ,William J Clinton Elementary School
108912124,108912,CORINA PENA EL,108,LA JOYA ISD,1,HIDALGO,E,PK - 05,N,N, , ,Corina Pena Elementary School
108912126,108912,EVANGELINA GARZA EL,108,LA JOYA ISD,1,HIDALGO,E,PK - 05,N,N, , ,Evangelina Garza Elementary School
108912127,108912,DR MARIA PALMIRA MENDIOLA EL,108,LA JOYA ISD,1,HIDALGO,E,EE - 05,N,N, , ,Dr Maria Palmira Mendiola Elementary School
108913001,108913,WESLACO H S,108,WESLACO ISD,1,HIDALGO,S,09 - 12,N,N, , ,Weslaco High School
108913003,108913,SOUTH PALM GARDENS H S,108,WESLACO ISD,1,HIDALGO,S,10 - 12,N,Y, , ,South Palm Gardens High School
108913005,108913,HIDALGO CO J J A E P,108,WESLACO ISD,1,HIDALGO,B,06 - 12,N,N, , ,Hidalgo Co JJAEP
108913006,108913,WESLACO EAST H S,108,WESLACO ISD,1,HIDALGO,S,09 - 12,N,N, , ,Weslaco East High School
108913007,108913,HIDALGO COUNTY BOOT CAMP,108,WESLACO ISD,1,HIDALGO,S,08 - 11,N,N, , ,Hidalgo County Boot Camp
108913008,108913,HORTON DISCIPLINARY ALTERNATIVE ED,108,WESLACO ISD,1,HIDALGO,B,06 - 12,N,N, , ,Horton Disciplinary Alternative Ed
108913009,108913,WESLACO 21ST CENTURY CTE EARLY COL,108,WESLACO ISD,1,HIDALGO,S,09 - 12,N,N, , ,Weslaco 21St Century Cte Early Col
108913041,108913,MARY HOGE MIDDLE,108,WESLACO ISD,1,HIDALGO,M,06 - 08,N,N, , ,Mary Hoge Middle School
108913042,108913,ARMANDO CUELLAR MIDDLE,108,WESLACO ISD,1,HIDALGO,M,06 - 08,N,N, , ,Armando Cuellar Middle School
108913043,108913,CENTRAL MIDDLE,108,WESLACO ISD,1,HIDALGO,M,06 - 08,N,N, , ,Central Middle School
108913044,108913,BEATRIZ G GARZA MIDDLE,108,WESLACO ISD,1,HIDALGO,M,06 - 08,N,N, , ,Beatriz G Garza Middle School
108913103,108913,SAM HOUSTON EL,108,WESLACO ISD,1,HIDALGO,E,PK - 05,N,N, , ,Sam Houston Elementary School
108913104,108913,RODOLFO RUDY SILVA JR EL,108,WESLACO ISD,1,HIDALGO,E,PK - 05,N,N, , ,Rodolfo Rudy Silva Jr Elementary School
108913106,108913,RAUL A GONZALEZ JR EL,108,WESLACO ISD,1,HIDALGO,E,PK - 05,N,N, , ,Raul A Gonzalez Jr Elementary School
108913109,108913,DR R E MARGO EL,108,WESLACO ISD,1,HIDALGO,E,PK - 05,N,N, , ,Dr R E Margo Elementary School
108913110,108913,AIRPORT EL,108,WESLACO ISD,1,HIDALGO,E,PK - 05,N,N, , ,Airport Elementary School
108913111,108913,MEMORIAL EL,108,WESLACO ISD,1,HIDALGO,E,EE - 05,N,N, , ,Memorial Elementary School
108913112,108913,NORTH BRIDGE EL,108,WESLACO ISD,1,HIDALGO,E,EE - 05,N,N, , ,North Bridge Elementary School
108913113,108913,A N RICO EL,108,WESLACO ISD,1,HIDALGO,E,PK - 05,N,N, , ,A N Rico Elementary School
108913114,108913,CLECKLER/HEALD EL,108,WESLACO ISD,1,HIDALGO,E,PK - 05,N,N, , ,Cleckler/Heald Elementary School
108913117,108913,PFC MARIO YBARRA EL,108,WESLACO ISD,1,HIDALGO,E,EE - 05,N,N, , ,Pfc Mario Ybarra Elementary School
108913118,108913,21ST CENTURY EARLY LEARNING FOUNDA,108,WESLACO ISD,1,HIDALGO,E,PK - PK,N,N,108913113,A N RICO ELEMENTARY,21St Century Early Learning Founda
108914001,108914,LA VILLA EARLY COLLEGE H S,108,LA VILLA ISD,1,HIDALGO,S,09 - 12,N,N, , ,La Villa Early College High School
108914041,108914,LA VILLA MIDDLE,108,LA VILLA ISD,1,HIDALGO,M,06 - 08,N,N, , ,La Villa Middle School
108914101,108914,JOSE BERNABE MUNOZ EL,108,LA VILLA ISD,1,HIDALGO,E,PK - 05,N,N, , ,Jose Bernabe Munoz Elementary School
108915001,108915,MONTE ALTO H S,108,MONTE ALTO ISD,1,HIDALGO,S,09 - 12,N,N, , ,Monte Alto High School
108915041,108915,JOSE BORREGO MIDDLE,108,MONTE ALTO ISD,1,HIDALGO,M,06 - 08,N,N, , ,Jose Borrego Middle School
108915101,108915,MONTE ALTO EL,108,MONTE ALTO ISD,1,HIDALGO,E,PK - 05,N,N, , ,Monte Alto Elementary School
108916001,108916,VALLEY VIEW H S,108,VALLEY VIEW ISD,1,HIDALGO,S,09 - 12,N,N, , ,Valley View High School
108916041,108916,VALLEY VIEW EARLY COLLEGE CAMPUS,108,VALLEY VIEW ISD,1,HIDALGO,M,08 - 09,N,N, , ,Valley View Early College Campus
108916042,108916,VALLEY VIEW J H,108,VALLEY VIEW ISD,1,HIDALGO,M,06 - 07,N,N, , ,Valley View Junior High
108916102,108916,VALLEY VIEW EL,108,VALLEY VIEW ISD,1,HIDALGO,E,PK - 04,N,N, , ,Valley View Elementary School
108916103,108916,VALLEY VIEW NORTH EL,108,VALLEY VIEW ISD,1,HIDALGO,E,PK - 04,N,N, , ,Valley View North Elementary School
108916104,108916,WILBUR E LUCAS EL,108,VALLEY VIEW ISD,1,HIDALGO,E,PK - 04,N,N, , ,Wilbur E Lucas Elementary School
108916105,108916,VALLEY VIEW SOUTH EL,108,VALLEY VIEW ISD,1,HIDALGO,E,PK - 04,N,N, , ,Valley View South Elementary School
108916106,108916,VALLEY VIEW 5TH GRADE CAMPUS,108,VALLEY VIEW ISD,1,HIDALGO,E,05 - 05,N,N, , ,Valley View 5Th Grade Campus
109901001,109901,ABBOTT SCHOOL,109,ABBOTT ISD,12,HILL,B,PK - 12,N,N, , ,Abbott School
109902001,109902,BYNUM SCHOOL,109,BYNUM ISD,12,HILL,B,PK - 12,N,N, , ,Bynum School
109903001,109903,COVINGTON SCHOOL,109,COVINGTON ISD,12,HILL,B,EE - 12,N,N, , ,Covington School
109904001,109904,HILLSBORO H S,109,HILLSBORO ISD,12,HILL,S,09 - 12,N,N, , ,Hillsboro High School
109904010,109904,HILL CO J J A E P,109,HILLSBORO ISD,12,HILL,S,09 - 09,N,N, , ,Hill Co JJAEP
109904041,109904,HILLSBORO J H,109,HILLSBORO ISD,12,HILL,M,06 - 08,N,N, , ,Hillsboro Junior High
109904101,109904,FRANKLIN EL,109,HILLSBORO ISD,12,HILL,E,EE - PK,N,N,109904109,HILLSBORO INT,Franklin Elementary School
