CAMPUS,DISTRICT,CAMPNAME,COUNTY,DISTNAME,REGION,CNTYNAME,GRDTYPE,GRDSPAN,CFLCHART,CFLALTED,PAIRCAMP,PAIRNAME,CAMPNAME_CLEAN,CD1G,CD2G,CD3G,C_RATING
011902103,11902.0,NEIDIG EL,11.0,ELGIN ISD,13.0,BASTROP,E,KG - 05,N,N, , ,Neidig Elementary School,F,F,F,F
011904002,11904.0,SMITHVILLE H S,11.0,SMITHVILLE ISD,13.0,BASTROP,S,09 - 12,N,N, , ,Smithville High School,B,B,B,B
011904041,11904.0,SMITHVILLE J H,11.0,SMITHVILLE ISD,13.0,BASTROP,M,06 - 08,N,N, , ,Smithville Junior High,C,B,C,C
011904101,11904.0,SMITHVILLE EL,11.0,SMITHVILLE ISD,13.0,BASTROP,E,03 - 05,N,N, , ,Smithville Elementary School,C,C,D,D
011904102,11904.0,BROWN PRI,11.0,SMITHVILLE ISD,13.0,BASTROP,E,EE - 02,N,N,011904101,SMITHVILLE EL,Brown Primary School,Not Rated: Paired Campus,Not Rated: Paired Campus,Not Rated: Paired Campus,D
011905001,11905.0,MCDADE H S,11.0,MCDADE ISD,13.0,BASTROP,S,07 - 12,N,N, , ,McDade High School,C,C,C,C
011905011,11905.0,MCDADE JJAEP,11.0,MCDADE ISD,13.0,BASTROP,S,10 - 10,N,N, , ,McDade JJAEP,Not Rated,Not Rated,Not Rated,Not Rated
011905101,11905.0,MCDADE EL,11.0,MCDADE ISD,13.0,BASTROP,E,PK - 06,N,N, , ,McDade Elementary School,B,B,C,B
012901001,12901.0,SEYMOUR H S,12.0,SEYMOUR ISD,9.0,BAYLOR,S,09 - 12,N,N, , ,Seymour High School,A,A,A,A
012901042,12901.0,SEYMOUR MIDDLE,12.0,SEYMOUR ISD,9.0,BAYLOR,M,05 - 08,N,N, , ,Seymour Middle School,B,B,B,B
012901101,12901.0,SEYMOUR EL,12.0,SEYMOUR ISD,9.0,BAYLOR,E,PK - 04,N,N, , ,Seymour Elementary School,B,A,A,A
013801101,13801.0,ST MARY'S ACADEMY CHARTER SCHOOL,13.0,ST MARY'S ACADEMY CHARTER SCHOOL,2.0,BEE,E,KG - 06,Y,N, , ,St Mary'S Academy Charter School,C,B,C,B
013901001,13901.0,A C JONES H S,13.0,BEEVILLE ISD,2.0,BEE,S,09 - 12,N,N, , ,A C Jones High School,C,B,C,C
013901004,13901.0,A C JONES HEALTH PROFESSIONS MAGNE,13.0,BEEVILLE ISD,2.0,BEE,S,09 - 11,N,N, , ,A C Jones Health Professions Magne,A,A,Not Rated,A
013901041,13901.0,MORENO J H,13.0,BEEVILLE ISD,2.0,BEE,M,06 - 08,N,N, , ,Moreno Junior High,D,D,F,D
013901042,13901.0,THE JOE BARNHART ACADEMY,13.0,BEEVILLE ISD,2.0,BEE,M,06 - 08,N,N, , ,The Joe Barnhart Academy,A,A,B,A
013901101,13901.0,R A HALL EL,13.0,BEEVILLE ISD,2.0,BEE,E,01 - 05,N,N, , ,R A Hall Elementary School,C,B,C,C
013901102,13901.0,FADDEN-MCKEOWN-CHAMBLISS EL,13.0,BEEVILLE ISD,2.0,BEE,E,01 - 05,N,N, , ,Fadden-McKeown-Chambliss Elementary School,F,C,D,D
013901105,13901.0,HAMPTON-MORENO-DUGAT EARLY CHILDHO,13.0,BEEVILLE ISD,2.0,BEE,E,EE - KG,N,N,013901101,R A HALL EL,Hampton-Moreno-Dugat Early Childho,Not Rated: Paired Campus,Not Rated: Paired Campus,Not Rated: Paired Campus,C
013902101,13902.0,PAWNEE EL / J H,13.0,PAWNEE ISD,2.0,BEE,E,PK - 08,N,N, , ,Pawnee El / Junior High,C,B,C,B
013903001,13903.0,PETTUS SECONDARY,13.0,PETTUS ISD,2.0,BEE,B,06 - 12,N,N, , ,Pettus Secondary,D,C,F,D
013903101,13903.0,PETTUS EL,13.0,PETTUS ISD,2.0,BEE,E,PK - 05,N,N, , ,Pettus Elementary School,C,B,C,B
013905001,13905.0,SKIDMORE-TYNAN H S,13.0,SKIDMORE-TYNAN ISD,2.0,BEE,S,09 - 12,N,N, , ,Skidmore-Tynan High School,A,A,A,A
013905041,13905.0,SKIDMORE-TYNAN J H,13.0,SKIDMORE-TYNAN ISD,2.0,BEE,M,06 - 08,N,N, , ,Skidmore-Tynan Junior High,B,B,A,A
013905101,13905.0,SKIDMORE-TYNAN EL,13.0,SKIDMORE-TYNAN ISD,2.0,BEE,E,KG - 05,N,N, , ,Skidmore-Tynan Elementary School,C,B,C,B
014801001,14801.0,RICHARD MILBURN ALTER H S (KILLEEN,14.0,RICHARD MILBURN ALTER HIGH SCHOOL,20.0,BELL,S,09 - 12,Y,Y, , ,Richard Milburn Alter H S (Killeen,C,F,F,D
014801002,14801.0,RICHARD MILBURN ACADEMY ODESSA,14.0,RICHARD MILBURN ALTER HIGH SCHOOL,20.0,BELL,S,09 - 12,Y,Y, , ,Richard Milburn Academy Odessa,C,F,F,D
014801004,14801.0,RICHARD MILBURN ACADEMY LUBBOCK,14.0,RICHARD MILBURN ALTER HIGH SCHOOL,20.0,BELL,S,09 - 12,Y,Y, , ,Richard Milburn Academy Lubbock,C,F,F,D
014801005,14801.0,RICHARD MILBURN ACADEMY HOUSTON (S,14.0,RICHARD MILBURN ALTER HIGH SCHOOL,20.0,BELL,S,09 - 12,Y,Y, , ,Richard Milburn Academy Houston (S,B,F,B,B
014801006,14801.0,RICHARD MILBURN ACADEMY FORT WORTH,14.0,RICHARD MILBURN ALTER HIGH SCHOOL,20.0,BELL,S,09 - 12,Y,Y, , ,Richard Milburn Academy Fort Worth,C,F,F,D
014801007,14801.0,RICHARD MILBURN ACADEMY CORPUS CHR,14.0,RICHARD MILBURN ALTER HIGH SCHOOL,20.0,BELL,S,09 - 12,Y,Y, , ,Richard Milburn Academy Corpus Chr,C,F,F,D
014801008,14801.0,RICHARD MILBURN ACADEMY AMARILLO,14.0,RICHARD MILBURN ALTER HIGH SCHOOL,20.0,BELL,S,09 - 12,Y,Y, , ,Richard Milburn Academy Amarillo,C,F,F,D
014801009,14801.0,RICHARD MILBURN ACADEMY PASADENA,14.0,RICHARD MILBURN ALTER HIGH SCHOOL,20.0,BELL,S,09 - 12,Y,Y, , ,Richard Milburn Academy Pasadena,D,F,F,F
014801010,14801.0,RICHARD MILBURN ACADEMY MIDLAND SO,14.0,RICHARD MILBURN ALTER HIGH SCHOOL,20.0,BELL,S,09 - 12,Y,Y, , ,Richard Milburn Academy Midland So,D,F,F,F
014803002,14803.0,GEORGETOWN CHARTER ACADEMY,14.0,PRIORITY CHARTER SCHOOLS,12.0,BELL,E,PK - 08,Y,N, , ,Georgetown Charter Academy,C,D,Not Rated,C
014803003,14803.0,COVE CHARTER ACADEMY,14.0,PRIORITY CHARTER SCHOOLS,12.0,BELL,B,PK - 12,Y,N, , ,Cove Charter Academy,C,B,D,C
014803004,14803.0,CEDAR PARK CHARTER ACADEMY,14.0,PRIORITY CHARTER SCHOOLS,12.0,BELL,B,PK - 11,Y,N, , ,Cedar Park Charter Academy,B,A,B,B
014803101,14803.0,TEMPLE CHARTER ACADEMY,14.0,PRIORITY CHARTER SCHOOLS,12.0,BELL,B,PK - 12,Y,N, , ,Temple Charter Academy,B,B,C,C
014804002,14804.0,NEW HORIZONS,14.0,ORENDA CHARTER SCHOOL,12.0,BELL,B,02 - 11,Y,Y, , ,New Horizons,Not Rated,Not Rated,Not Rated,Not Rated
014804005,14804.0,GATEWAY TECH H S,14.0,ORENDA CHARTER SCHOOL,12.0,BELL,S,09 - 12,Y,Y, , ,Gateway Tech High School,A,D,Not Rated,A
014804006,14804.0,GATEWAY COLLEGE PREPARATORY SCHOOL,14.0,ORENDA CHARTER SCHOOL,12.0,BELL,B,KG - 12,Y,N, , ,Gateway College Preparatory School,A,B,B,A
014804007,14804.0,NOLAN CREEK SCHOOL,14.0,ORENDA CHARTER SCHOOL,12.0,BELL,E,KG - 07,Y,N, , ,Nolan Creek School,C,F,F,D
014804008,14804.0,KINGSLAND SCHOOL,14.0,ORENDA CHARTER SCHOOL,12.0,BELL,B,KG - 09,Y,N, , ,Kingsland School,C,D,D,D
014901001,14901.0,ACADEMY H S,14.0,ACADEMY ISD,12.0,BELL,S,09 - 12,N,N, , ,Academy High School,B,C,C,B
014901041,14901.0,ACADEMY J H,14.0,ACADEMY ISD,12.0,BELL,M,06 - 08,N,N, , ,Academy Junior High,B,B,C,B
014901101,14901.0,ACADEMY INT,14.0,ACADEMY ISD,12.0,BELL,E,03 - 05,N,N, , ,Academy Intermediate School,B,B,B,B
014901102,14901.0,ACADEMY EL,14.0,ACADEMY ISD,12.0,BELL,E,EE - 02,N,N,014901101,ACADEMY INT,Academy Elementary School,Not Rated: Paired Campus,Not Rated: Paired Campus,Not Rated: Paired Campus,B
014902001,14902.0,BARTLETT SCHOOLS,14.0,BARTLETT ISD,13.0,BELL,B,PK - 12,N,N, , ,Bartlett Schools,B,B,C,C
014903001,14903.0,BELTON H S,14.0,BELTON ISD,12.0,BELL,S,09 - 12,N,N, , ,Belton High School,B,B,C,B
014903005,14903.0,BELTON NEW TECH H S AT WASKOW,14.0,BELTON ISD,12.0,BELL,S,09 - 12,N,N, , ,Belton New Tech H S At Waskow,A,B,B,A
014903006,14903.0,BELL CO J J A E P,14.0,BELTON ISD,12.0,BELL,S,09 - 11,N,N, , ,Bell Co JJAEP,Not Rated,Not Rated,Not Rated,Not Rated
014903043,14903.0,LAKE BELTON MIDDLE,14.0,BELTON ISD,12.0,BELL,M,06 - 08,N,N, , ,Lake Belton Middle School,C,C,D,C
014903044,14903.0,SOUTH BELTON MIDDLE,14.0,BELTON ISD,12.0,BELL,M,06 - 08,N,N, , ,South Belton Middle School,C,C,D,C
014903045,14903.0,NORTH BELTON MIDDLE,14.0,BELTON ISD,12.0,BELL,M,06 - 08,N,N, , ,North Belton Middle School,B,B,C,B
014903102,14903.0,LEON HEIGHTS EL,14.0,BELTON ISD,12.0,BELL,E,KG - 05,N,N, , ,Leon Heights Elementary School,C,C,C,C
014903103,14903.0,MILLER HEIGHTS EL,14.0,BELTON ISD,12.0,BELL,E,KG - 05,N,N, , ,Miller Heights Elementary School,C,B,D,C
014903104,14903.0,SOUTHWEST EL,14.0,BELTON ISD,12.0,BELL,E,KG - 05,N,N, , ,Southwest Elementary School,F,D,D,D
014903108,14903.0,LAKEWOOD EL,14.0,BELTON ISD,12.0,BELL,E,KG - 05,N,N, , ,Lakewood Elementary School,A,B,B,A
014903109,14903.0,SPARTA EL,14.0,BELTON ISD,12.0,BELL,E,KG - 05,N,N, , ,Sparta Elementary School,A,B,B,B
014903111,14903.0,JOE M PIRTLE EL,14.0,BELTON ISD,12.0,BELL,E,KG - 05,N,N, , ,Joe M Pirtle Elementary School,B,C,B,B
014903116,14903.0,TARVER EL,14.0,BELTON ISD,12.0,BELL,E,KG - 05,N,N, , ,Tarver Elementary School,A,B,B,B
014903117,14903.0,HIGH POINT EL,14.0,BELTON ISD,12.0,BELL,E,KG - 05,N,N, , ,High Point Elementary School,B,B,A,B
014903118,14903.0,CHISHOLM TRAIL EL,14.0,BELTON ISD,12.0,BELL,E,KG - 05,N,N, , ,Chisholm Trail Elementary School,C,C,D,C
014903119,14903.0,BELTON EARLY CHILDHOOD SCHOOL,14.0,BELTON ISD,12.0,BELL,E,EE - PK,N,N,014903000,BELTON ISD,Belton Early Childhood School,Not Rated: Paired Campus,Not Rated: Paired Campus,Not Rated: Paired Campus,B
014903120,14903.0,CHARTER OAK EL,14.0,BELTON ISD,12.0,BELL,E,KG - 05,N,N, , ,Charter Oak Elementary School,Not Rated,Not Rated,Not Rated,Not Rated
014905001,14905.0,HOLLAND H S,14.0,HOLLAND ISD,12.0,BELL,S,09 - 12,N,N, , ,Holland High School,A,A,B,A
014905041,14905.0,HOLLAND MIDDLE,14.0,HOLLAND ISD,12.0,BELL,M,06 - 08,N,N, , ,Holland Middle School,B,B,A,A
014905101,14905.0,HOLLAND EL,14.0,HOLLAND ISD,12.0,BELL,E,PK - 05,N,N, , ,Holland Elementary School,A,B,B,B
014906001,14906.0,KILLEEN H S,14.0,KILLEEN ISD,12.0,BELL,S,09 - 12,N,N, , ,Killeen High School,B,B,C,B
014906002,14906.0,C E ELLISON H S,14.0,KILLEEN ISD,12.0,BELL,S,09 - 12,N,N, , ,C E Ellison High School,B,B,C,B
014906004,14906.0,GATEWAY H S,14.0,KILLEEN ISD,12.0,BELL,S,09 - 12,N,N, , ,Gateway High School,Not Rated,Not Rated,Not Rated,Not Rated
014906006,14906.0,PATHWAYS ACADEMIC CAMPUS,14.0,KILLEEN ISD,12.0,BELL,S,09 - 12,N,Y, , ,Pathways Academic Campus,B,Not Rated,D,B
014906007,14906.0,HARKER HEIGHTS H S,14.0,KILLEEN ISD,12.0,BELL,S,09 - 12,N,N, , ,Harker Heights High School,B,B,C,B
014906008,14906.0,ROBERT M SHOEMAKER H S,14.0,KILLEEN ISD,12.0,BELL,S,09 - 12,N,N, , ,Robert M Shoemaker High School,C,B,C,C
014906009,14906.0,GATEWAY MIDDLE,14.0,KILLEEN ISD,12.0,BELL,M,06 - 08,N,N, , ,Gateway Middle School,Not Rated,Not Rated,Not Rated,Not Rated
014906013,14906.0,KILLEEN ISD EARLY COLLEGE H S,14.0,KILLEEN ISD,12.0,BELL,S,09 - 12,N,N, , ,Killeen Isd Early College High School,A,A,A,A
014906022,14906.0,ADVENTHEALTH SCHOOL,14.0,KILLEEN ISD,12.0,BELL,B,01 - 12,N,Y, , ,Adventhealth School,Not Rated,Not Rated,Not Rated,Not Rated
014906026,14906.0,KILLEEN JJAEP,14.0,KILLEEN ISD,12.0,BELL,M,08 - 09,N,N, , ,Killeen JJAEP,Not Rated,Not Rated,Not Rated,Not Rated
014906042,14906.0,NOLAN MIDDLE,14.0,KILLEEN ISD,12.0,BELL,M,06 - 08,N,N, , ,Nolan Middle School,D,C,D,C
014906043,14906.0,RANCIER MIDDLE,14.0,KILLEEN ISD,12.0,BELL,M,06 - 08,N,N, , ,Rancier Middle School,D,C,D,C
014906044,14906.0,MANOR MIDDLE,14.0,KILLEEN ISD,12.0,BELL,M,06 - 08,N,N, , ,Manor Middle School,D,C,D,D
014906046,14906.0,EASTERN HILLS MIDDLE,14.0,KILLEEN ISD,12.0,BELL,M,06 - 08,N,N, , ,Eastern Hills Middle School,C,B,C,C
014906048,14906.0,PALO ALTO MIDDLE,14.0,KILLEEN ISD,12.0,BELL,M,06 - 08,N,N, , ,Palo Alto Middle School,D,D,F,F
014906049,14906.0,LIBERTY HILL MIDDLE,14.0,KILLEEN ISD,12.0,BELL,M,06 - 08,N,N, , ,Liberty Hill Middle School,B,C,C,C
014906050,14906.0,LIVE OAK RIDGE MIDDLE,14.0,KILLEEN ISD,12.0,BELL,M,06 - 08,N,N, , ,Live Oak Ridge Middle School,D,D,D,D
014906051,14906.0,UNION GROVE MIDDLE,14.0,KILLEEN ISD,12.0,BELL,M,06 - 08,N,N, , ,Union Grove Middle School,A,B,A,A
014906052,14906.0,AUDIE MURPHY MIDDLE,14.0,KILLEEN ISD,12.0,BELL,M,06 - 08,N,N, , ,Audie Murphy Middle School,B,B,C,B
014906053,14906.0,CHARLES E PATTERSON MIDDLE,14.0,KILLEEN ISD,12.0,BELL,M,06 - 08,N,N, , ,Charles E Patterson Middle School,B,C,C,C
014906054,14906.0,ROY J SMITH MIDDLE,14.0,KILLEEN ISD,12.0,BELL,M,06 - 08,N,N, , ,Roy J Smith Middle School,B,B,C,B
014906100,14906.0,EL ALTER LEARNING CENTER,14.0,KILLEEN ISD,12.0,BELL,E,01 - 05,N,N, , ,El Alter Learning Center,Not Rated,Not Rated,Not Rated,Not Rated
014906102,14906.0,CLIFTON PARK EL,14.0,KILLEEN ISD,12.0,BELL,E,PK - 05,N,N, , ,Clifton Park Elementary School,B,A,B,B
014906105,14906.0,HARKER HEIGHTS EL,14.0,KILLEEN ISD,12.0,BELL,E,PK - 05,N,N, , ,Harker Heights Elementary School,C,B,B,B
014906108,14906.0,MEADOWS EL,14.0,KILLEEN ISD,12.0,BELL,E,PK - 05,N,N, , ,Meadows Elementary School,C,F,F,D
014906109,14906.0,PEEBLES EL,14.0,KILLEEN ISD,12.0,BELL,E,PK - 05,N,N, , ,Peebles Elementary School,C,C,C,C
014906110,14906.0,PERSHING PARK EL,14.0,KILLEEN ISD,12.0,BELL,E,PK - 05,N,N, , ,Pershing Park Elementary School,C,C,D,C
014906111,14906.0,SUGAR LOAF EL,14.0,KILLEEN ISD,12.0,BELL,E,PK - 05,N,N, , ,Sugar Loaf Elementary School,D,D,D,D
014906112,14906.0,WEST WARD EL,14.0,KILLEEN ISD,12.0,BELL,E,PK - 05,N,N, , ,West Ward Elementary School,F,D,F,F
014906113,14906.0,BELLAIRE EL,14.0,KILLEEN ISD,12.0,BELL,E,PK - 05,N,N, , ,Bellaire Elementary School,D,C,C,C
014906115,14906.0,NOLANVILLE EL,14.0,KILLEEN ISD,12.0,BELL,E,PK - 05,N,N, , ,Nolanville Elementary School,C,C,C,C
014906116,14906.0,CLARKE EL,14.0,KILLEEN ISD,12.0,BELL,E,PK - 03,N,N, , ,Clarke Elementary School,A,A,A,A
014906119,14906.0,HAY BRANCH EL,14.0,KILLEEN ISD,12.0,BELL,E,PK - 05,N,N, , ,Hay Branch Elementary School,C,B,C,C
014906120,14906.0,WILLOW SPRINGS EL,14.0,KILLEEN ISD,12.0,BELL,E,PK - 05,N,N, , ,Willow Springs Elementary School,D,D,D,D
014906121,14906.0,MOUNTAIN VIEW EL,14.0,KILLEEN ISD,12.0,BELL,E,EE - 05,N,N, , ,Mountain View Elementary School,C,C,C,C
014906122,14906.0,REECES CREEK EL,14.0,KILLEEN ISD,12.0,BELL,E,PK - 05,N,N, , ,Reeces Creek Elementary School,C,C,D,C
014906123,14906.0,CLEAR CREEK EL,14.0,KILLEEN ISD,12.0,BELL,E,PK - 05,N,N, , ,Clear Creek Elementary School,B,A,A,A
014906124,14906.0,CEDAR VALLEY EL,14.0,KILLEEN ISD,12.0,BELL,E,PK - 05,N,N, , ,Cedar Valley Elementary School,B,B,A,B
014906125,14906.0,BROOKHAVEN EL,14.0,KILLEEN ISD,12.0,BELL,E,EE - 05,N,N, , ,Brookhaven Elementary School,C,B,C,B
014906126,14906.0,VENABLE VILLAGE EL,14.0,KILLEEN ISD,12.0,BELL,E,EE - 05,N,N, , ,Venable Village Elementary School,B,B,B,B
014906127,14906.0,TRIMMIER EL,14.0,KILLEEN ISD,12.0,BELL,E,EE - 05,N,N, , ,Trimmier Elementary School,C,C,C,C
014906128,14906.0,MONTAGUE VILLAGE EL,14.0,KILLEEN ISD,12.0,BELL,E,PK - 05,N,N, , ,Montague Village Elementary School,B,B,C,B
014906129,14906.0,MAXDALE EL,14.0,KILLEEN ISD,12.0,BELL,E,EE - 05,N,N, , ,Maxdale Elementary School,D,C,D,C
014906130,14906.0,IRA CROSS JR EL,14.0,KILLEEN ISD,12.0,BELL,E,PK - 05,N,N, , ,Ira Cross Jr Elementary School,C,B,B,B
014906131,14906.0,IDUMA EL,14.0,KILLEEN ISD,12.0,BELL,E,PK - 05,N,N, , ,Iduma Elementary School,C,C,C,C
014906132,14906.0,OVETA CULP HOBBY EL,14.0,KILLEEN ISD,12.0,BELL,E,EE - 03,N,N, , ,Oveta Culp Hobby Elementary School,C,B,C,B
014906133,14906.0,TIMBER RIDGE EL,14.0,KILLEEN ISD,12.0,BELL,E,PK - 05,N,N, , ,Timber Ridge Elementary School,C,B,C,C
014906135,14906.0,SAEGERT EL,14.0,KILLEEN ISD,12.0,BELL,E,EE - 05,N,N, , ,Saegert Elementary School,C,B,B,B
014906136,14906.0,SKIPCHA EL,14.0,KILLEEN ISD,12.0,BELL,E,PK - 05,N,N, , ,Skipcha Elementary School,B,C,C,B
014906137,14906.0,RICHARD E CAVAZOS EL,14.0,KILLEEN ISD,12.0,BELL,E,PK - 05,N,N, , ,Richard E Cavazos Elementary School,C,B,C,B
014906138,14906.0,HAYNES EL,14.0,KILLEEN ISD,12.0,BELL,E,PK - 05,N,N, , ,Haynes Elementary School,C,C,D,C
014906139,14906.0,DR JOSEPH A FOWLER EL,14.0,KILLEEN ISD,12.0,BELL,E,PK - 05,N,N, , ,Dr Joseph A Fowler Elementary School,C,B,B,B
014906140,14906.0,ALICE W DOUSE EL,14.0,KILLEEN ISD,12.0,BELL,E,PK - 05,N,N, , ,Alice W Douse Elementary School,B,B,B,B
014906141,14906.0,MAUDE MOORE WOOD EL,14.0,KILLEEN ISD,12.0,BELL,E,PK - 05,N,N, , ,Maude Moore Wood Elementary School,Not Rated,Not Rated,Not Rated,Not Rated
014907001,14907.0,ROGERS H S,14.0,ROGERS ISD,12.0,BELL,S,09 - 12,N,N, , ,Rogers High School,A,B,B,B
014907041,14907.0,ROGERS MIDDLE,14.0,ROGERS ISD,12.0,BELL,M,06 - 08,N,N, , ,Rogers Middle School,B,B,A,B
014907043,14907.0,BELL COUNTY DAEP,14.0,ROGERS ISD,12.0,BELL,S,09 - 12,N,N, , ,Bell County DAEP,Not Rated,Not Rated,Not Rated,Not Rated
014907102,14907.0,ROGERS EL,14.0,ROGERS ISD,12.0,BELL,E,PK - 05,N,N, , ,Rogers Elementary School,C,B,C,B
014908001,14908.0,SALADO H S,14.0,SALADO ISD,12.0,BELL,S,09 - 12,N,N, , ,Salado High School,A,C,C,B
014908005,14908.0,BELL COUNTY DAEP,14.0,SALADO ISD,12.0,BELL,S,10 - 10,N,N, , ,Bell County DAEP,Not Rated,Not Rated,Not Rated,Not Rated
014908042,14908.0,SALADO J H,14.0,SALADO ISD,12.0,BELL,M,06 - 08,N,N, , ,Salado Junior High,B,C,C,B
014908102,14908.0,THOMAS ARNOLD EL,14.0,SALADO ISD,12.0,BELL,E,EE - 05,N,N, , ,Thomas Arnold Elementary School,B,C,C,B
014909002,14909.0,TEMPLE H S,14.0,TEMPLE ISD,12.0,BELL,S,09 - 12,N,N, , ,Temple High School,B,B,C,B
014909005,14909.0,WHEATLEY ALTERNATIVE EDUCATION CEN,14.0,TEMPLE ISD,12.0,BELL,B,06 - 12,N,N, , ,Wheatley Alternative Education Center,Not Rated,Not Rated,Not Rated,Not Rated
014909006,14909.0,BELL CO J J A E P,14.0,TEMPLE ISD,12.0,BELL,S,08 - 12,N,N, , ,Bell Co JJAEP,Not Rated,Not Rated,Not Rated,Not Rated
014909008,14909.0,FRED W EDWARDS ACADEMY AEC,14.0,TEMPLE ISD,12.0,BELL,S,09 - 12,N,Y, , ,Fred W Edwards Academy Alternative Education Center,B,F,D,C
014909041,14909.0,LAMAR MIDDLE,14.0,TEMPLE ISD,12.0,BELL,M,06 - 08,N,N, , ,Lamar Middle School,D,D,F,D
014909042,14909.0,TRAVIS SCIENCE ACADEMY,14.0,TEMPLE ISD,12.0,BELL,M,06 - 08,N,N, , ,Travis Science Academy,D,D,F,D
014909044,14909.0,BONHAM MIDDLE,14.0,TEMPLE ISD,12.0,BELL,M,06 - 08,N,N, , ,Bonham Middle School,C,C,D,C
014909101,14909.0,MERIDITH-DUNBAR EARLY CHILDHOOD AC,14.0,TEMPLE ISD,12.0,BELL,E,EE - PK,N,N,014909117,KENNEDY-POWELL EL,Meridith-Dunbar Early Childhood Ac,Not Rated: Paired Campus,Not Rated: Paired Campus,Not Rated: Paired Campus,B
014909102,14909.0,CATER EL,14.0,TEMPLE ISD,12.0,BELL,E,KG - 05,N,N, , ,Cater Elementary School,C,C,C,C
014909107,14909.0,JEFFERSON EL,14.0,TEMPLE ISD,12.0,BELL,E,KG - 05,N,N, , ,Jefferson Elementary School,C,B,C,B
014909110,14909.0,SCOTT EL,14.0,TEMPLE ISD,12.0,BELL,E,KG - 05,N,N, , ,Scott Elementary School,D,C,C,C
014909111,14909.0,THORNTON EL,14.0,TEMPLE ISD,12.0,BELL,E,KG - 05,N,N, , ,Thornton Elementary School,D,D,D,D
014909114,14909.0,WESTERN HILLS EL,14.0,TEMPLE ISD,12.0,BELL,E,KG - 05,N,N, , ,Western Hills Elementary School,C,B,C,B
014909116,14909.0,RAYE-ALLEN EL,14.0,TEMPLE ISD,12.0,BELL,E,EE - 05,N,N, , ,Raye-Allen Elementary School,C,B,C,B
014909117,14909.0,KENNEDY-POWELL EL,14.0,TEMPLE ISD,12.0,BELL,E,KG - 05,N,N, , ,Kennedy-Powell Elementary School,B,B,C,B
014909118,14909.0,HECTOR P GARCIA EL,14.0,TEMPLE ISD,12.0,BELL,E,KG - 05,N,N, , ,Hector P Garcia Elementary School,C,B,C,B
014909198,14909.0,SCOTT & WHITE HOSPITAL,14.0,TEMPLE ISD,12.0,BELL,E,05 - 05,N,N, , ,Scott & White Hospital,Not Rated,Not Rated,Not Rated,Not Rated
014910001,14910.0,TROY H S,14.0,TROY ISD,12.0,BELL,S,09 - 12,N,N, , ,Troy High School,A,B,B,A
014910041,14910.0,RAYMOND MAYS MIDDLE,14.0,TROY ISD,12.0,BELL,M,06 - 08,N,N, , ,Raymond Mays Middle School,B,B,C,B
014910101,14910.0,TROY EL,14.0,TROY ISD,12.0,BELL,E,02 - 05,N,N, , ,Troy Elementary School,C,B,C,B
014910103,14910.0,EDNA BIGHAM MAYS EL,14.0,TROY ISD,12.0,BELL,E,EE - 01,N,N,014910101,TROY EL,Edna Bigham Mays Elementary School,Not Rated: Paired Campus,Not Rated: Paired Campus,Not Rated: Paired Campus,B
015801001,15801.0,POR VIDA ACADEMY CHARTER H S,15.0,POR VIDA ACADEMY,20.0,BEXAR,S,09 - 12,Y,Y, , ,Por Vida Academy Charter High School,C,C,D,C
015801002,15801.0,CORPUS CHRISTI COLLEGE PREP H S,15.0,POR VIDA ACADEMY,20.0,BEXAR,S,09 - 12,Y,Y, , ,Corpus Christi College Prep High School,C,C,Not Rated,C
015801003,15801.0,CESAR E CHAVEZ ACADEMY,15.0,POR VIDA ACADEMY,20.0,BEXAR,S,09 - 12,Y,Y, , ,Cesar E Chavez Academy,D,F,F,F
015802001,15802.0,GEORGE GERVIN ACADEMY,15.0,GEORGE GERVIN ACADEMY,20.0,BEXAR,B,PK - 12,Y,N, , ,George Gervin Academy,B,A,B,Data Integrity Issues
015802004,15802.0,RUTH JONES MCCLENDON MIDDLE,15.0,GEORGE GERVIN ACADEMY,20.0,BEXAR,B,06 - 12,Y,Y, , ,Ruth Jones McClendon Middle School,B,B,B,B
015805001,15805.0,FRANK L MADLA EARLY COLLEGE H S,15.0,NEW FRONTIERS PUBLIC SCHOOLS INC,20.0,BEXAR,S,09 - 12,Y,N, , ,Frank L Madla Early College High School,A,B,B,A
015805041,15805.0,FRANK L MADLA ACCELERATED COLLEGIA,15.0,NEW FRONTIERS PUBLIC SCHOOLS INC,20.0,BEXAR,E,PK - 08,Y,N, , ,Frank L Madla Accelerated Collegia,F,C,C,C
015806003,15806.0,MILTON B LEE ACADEMY OF SCIENCE &,15.0,SCHOOL OF EXCELLENCE IN EDUCATION,20.0,BEXAR,S,09 - 12,Y,N, , ,Milton B Lee Academy Of Science &,B,B,B,B
015806041,15806.0,DR PAUL S SAENZ J H,15.0,SCHOOL OF EXCELLENCE IN EDUCATION,20.0,BEXAR,M,07 - 08,Y,N, , ,Dr Paul S Saenz Junior High,F,C,C,C
015806101,15806.0,DR HARMON W KELLEY EL,15.0,SCHOOL OF EXCELLENCE IN EDUCATION,20.0,BEXAR,E,PK - 06,Y,N, , ,Dr Harmon W Kelley Elementary School,D,C,C,C
015806106,15806.0,DR DAVID C WALKER EL,15.0,SCHOOL OF EXCELLENCE IN EDUCATION,20.0,BEXAR,E,PK - 06,Y,N, , ,Dr David C Walker Elementary School,F,F,F,F
