DISTRICT,CNTYNAME,COUNTY,DA0GS21R,DAD_POST,DASC4X21R,DD1A,DD1AS,DD1B,DD1BS,DD1C,DD1CS,DD1G,DD1S,DD2A,DD2AG,DD2AS,DD2B,DD2BG,DD2BS,DD2G,DD2S,DD3,DD3G,DD3S,DDALLS,DFLALTED,DFLCHART,DFLNEWDIST,DFLRTF,DFLSCD,DISTNAME,DPE0312C,DPE0312P,DPETALLC,DPETECHC,DPETECHP,DPETECOC,DPETECOP,DPETLEPC,DPETLEPP,DPETPTEC,DPETPTEP,DPETSPEC,DPETSPEP,DPETSTEC,DPETSTEP,D_AEABONUS,D_AEABONUS_USED_PCT,D_AEAGRAD_PTS,D_AEASTAAR_PCT,D_AEASTAAR_PTS,D_RATING,REGION,REGNNAME
66902,DUVAL,66,86.3,0,82.9,39,69,95,99,97.6,90,B,85,72,B,84,67,A,93,A,93,47,C,75,88,N,N,N,N,N,SAN DIEGO ISD,1067,73.4,1453,376,25.9,1272,87.5,17,1.2,0,0,198,13.6,0,0,.,.,.,.,.,B,2,REGION 02: CORPUS CHRISTI
66903,DUVAL,66,88,0,87.8,39,69,98,100,98.3,95,B,87,69,C,79,69,A,93,A,93,46,C,75,88,N,N,N,N,N,FREER ISD,533,70.1,760,62,8.2,607,79.9,22,2.9,0,0,96,12.6,0,0,.,.,.,.,.,B,2,REGION 02: CORPUS CHRISTI
67902,EASTLAND,67,91.2,1,94.2,60,90,54,82,100,100,B,89,75,B,89,57,A,90,A,90,80,B,86,89,N,N,N,N,N,CISCO ISD,566,69.7,812,0,0.0,487,60.0,12,1.5,0,0,117,14.4,0,0,.,.,.,.,.,B,14,REGION 14: ABILENE
67903,EASTLAND,67,84.2,0,84.2,49,81,56,85,99,95,B,85,66,C,70,53,B,86,B,86,62,B,80,84,N,N,N,N,N,EASTLAND ISD,788,73.1,1078,0,0.0,627,58.2,83,7.7,0,0,128,11.9,0,0,.,.,.,.,.,B,14,REGION 14: ABILENE
67904,EASTLAND,67,84.6,0,84.6,47,79,77,94,100,100,B,89,68,C,76,62,A,92,B,89,72,B,83,87,N,N,N,N,N,GORMAN ISD,194,73.2,265,0,0.0,174,65.7,20,7.5,0,0,38,14.3,0,0,.,.,.,.,.,B,14,REGION 14: ABILENE
67907,EASTLAND,67,61.9,0,66.7,35,60,48,76,96.6,90,C,72,65,Not Rated: SB 1365,69,42,C,78,C,78,61,C,79,78,N,N,N,N,N,RANGER ISD,255,76.6,333,0,0.0,256,76.9,14,4.2,0,0,62,18.6,0,0,.,.,.,.,.,C,14,REGION 14: ABILENE
67908,EASTLAND,67,100,0,100,35,60,80,95,100,100,B,82,59,Not Rated: SB 1365,58,58,B,89,B,89,56,C,78,86,N,N,N,N,N,RISING STAR ISD,131,68.6,191,0,0.0,118,61.8,7,3.7,0,0,27,14.1,0,0,.,.,.,.,.,B,14,REGION 14: ABILENE
68802,ECTOR,68,., ,.,51,78,.,.,100,100,C,78,63,C,70,51,Not Rated: SB 1365,55,C,70,58,C,77,78,N,Y, ,N,Y,COMPASS ACADEMY CHARTER SCHOOL,.,.,1371,0,0.0,116,8.5,1,0.1,.,.,132,9.6,.,.,.,.,.,.,.,C,18,REGION 18: MIDLAND
68803,ECTOR,68,., ,.,53,80,89,97,95,85,B,88,75,B,85,71,B,84,B,85,71,B,81,86,N,Y, ,N,Y,UTPB STEM ACADEMY,.,.,763,0,0.0,187,24.5,30,3.9,.,.,46,6.0,.,.,.,.,.,.,.,B,18,REGION 18: MIDLAND
68901,ECTOR,68,81.5,0,84,36,62,65,91,87.6,60,C,73,70,B,80,51,B,85,B,85,52,C,76,82,N,N,N,N,N,ECTOR COUNTY ISD,22981,72.4,31762,719,2.3,19713,62.1,7150,22.5,0,0,3147,9.9,0,0,.,.,.,.,.,B,18,REGION 18: MIDLAND
69901,EDWARDS,69,., ,.,32,57,61,90,100,100,C,79,72,B,82,47,B,80,B,82,50,C,75,80,N,N, ,N,Y,ROCKSPRINGS ISD,.,.,257,0,0.0,175,68.1,17,6.6,.,.,31,12.1,.,.,.,.,.,.,.,B,15,REGION 15: SAN ANGELO
69902,EDWARDS,69,100,0,100,53,84,100,100,100,100,A,94,73,B,85,77,A,95,A,95,66,B,81,91,N,N,N,N,N,NUECES CANYON CISD,195,76.8,254,0,0.0,167,65.7,4,1.6,0,0,36,14.2,0,0,.,.,.,.,.,A,15,REGION 15: SAN ANGELO
70801,ELLIS,70,80.3,0,81.2,24,50,40,71,98,95,Not Rated: SB 1365,67,62,Not Rated: SB 1365,59,32,Not Rated: SB 1365,65,Not Rated: SB 1365,65,27,Not Rated: SB 1365,68,67,N,Y,N,N,N,WAXAHACHIE FAITH FAMILY ACADEMY,1922,74.4,2582,0,0.0,2553,98.9,1468,56.9,0,0,246,9.5,0,0,.,.,.,.,.,Not Rated: SB 1365,10,REGION 10: RICHARDSON
70901,ELLIS,70,., ,.,37,64,75,94,100,100,B,83,63,C,70,56,B,82,B,82,53,C,76,81,N,N, ,N,Y,AVALON ISD,.,.,339,0,0.0,173,51.0,13,3.8,.,.,45,13.3,.,.,.,.,.,.,.,B,10,REGION 10: RICHARDSON
70903,ELLIS,70,94,1,94.4,45,76,55,83,97.3,90,B,82,69,C,79,50,B,88,B,88,61,C,79,85,N,N,N,N,N,ENNIS ISD,4244,70.7,5999,0,0.0,5997,100.0,971,16.2,0,0,710,11.8,0,0,.,.,.,.,.,B,10,REGION 10: RICHARDSON
70905,ELLIS,70,81.8,0,84.5,42,73,65,91,97.8,90,B,84,70,B,80,54,A,90,A,90,70,B,83,88,N,N,N,N,N,FERRIS ISD,1914,72.9,2625,0,0.0,2138,81.4,913,34.8,0,0,375,14.3,0,0,.,.,.,.,.,B,10,REGION 10: RICHARDSON
70907,ELLIS,70,66.7,0,66.7,39,69,41,71,97.4,90,C,74,64,Not Rated: SB 1365,65,40,C,71,C,71,27,Not Rated: SB 1365,68,72,N,N,N,N,N,ITALY ISD,493,76.2,647,0,0.0,420,64.9,68,10.5,0,0,107,16.5,0,0,.,.,.,.,.,C,10,REGION 10: RICHARDSON
70908,ELLIS,70,89.4,0,90.6,54,85,59,89,96.1,90,B,88,68,C,76,57,C,75,C,76,85,B,88,88,N,N,N,N,N,MIDLOTHIAN ISD,8143,78.4,10391,0,0.0,2925,28.1,433,4.2,0,0,1395,13.4,0,0,.,.,.,.,.,B,10,REGION 10: RICHARDSON
70909,ELLIS,70,., ,.,33,58,91,98,100,100,B,82,73,B,83,62,A,90,A,90,57,C,77,86,N,N, ,N,Y,MILFORD ISD,.,.,238,0,0.0,174,73.1,46,19.3,.,.,33,13.9,.,.,.,.,.,.,.,B,10,REGION 10: RICHARDSON
70910,ELLIS,70,84.8,0,84.4,56,87,75,94,100,100,A,92,76,A,90,66,A,92,A,92,97,A,97,94,N,N,N,N,N,PALMER ISD,937,74.8,1252,0,0.0,662,52.9,176,14.1,0,0,227,18.1,0,0,.,.,.,.,.,A,10,REGION 10: RICHARDSON
70911,ELLIS,70,90.8,0,91.5,46,78,65,91,98.5,95,B,87,72,B,84,56,B,86,B,86,59,C,78,84,N,N,N,N,N,RED OAK ISD,4919,78.2,6287,0,0.0,3258,51.8,847,13.5,0,0,800,12.7,0,0,.,.,.,.,.,B,10,REGION 10: RICHARDSON
70912,ELLIS,70,77.4,0,82,49,81,65,91,95.7,85,B,86,68,C,76,57,B,85,B,85,68,B,82,85,N,N,N,N,N,WAXAHACHIE ISD,7670,76.2,10065,381,3.8,4688,46.6,917,9.1,0,0,1608,16.0,0,0,.,.,.,.,.,B,10,REGION 10: RICHARDSON
70915,ELLIS,70,98.9,0,100,49,81,70,93,96.5,90,B,88,73,B,85,60,B,85,B,85,65,B,81,86,N,N,N,N,N,MAYPEARL ISD,897,76.3,1176,0,0.0,464,39.5,86,7.3,0,0,119,10.1,0,0,.,.,.,.,.,B,10,REGION 10: RICHARDSON
71801,EL PASO,71,100,0,100,51,82,75,94,100,100,A,90,81,A,92,63,A,91,A,92,87,B,89,91,N,Y,N,N,N,BURNHAM WOOD CHARTER SCHOOL DISTRICT,1005,73,1376,0,0.0,669,48.6,633,46.0,0,0,43,3.1,746,54.2,.,.,.,.,.,A,19,REGION 19: EL PASO
71803,EL PASO,71,58.8, ,53.8,46,91,30,91,100,100,A,93,93,A,98,.,Not Rated,.,A,98,42,A,91,100,Y,Y,N,N,N,TRIUMPH PUBLIC HIGH SCHOOLS-EL PASO,198,100,198,0,0.0,183,92.4,49,24.7,0,0,15,7.6,0,0,6,54,1,63,5,Not Rated: Data Under Review,19,REGION 19: EL PASO
71804,EL PASO,71,37, ,49.5,50,92,25,91,85.4,80,B,89,79,A,93,.,Not Rated,.,A,93,34,B,89,98,Y,Y,N,N,N,EL PASO ACADEMY,272,100,272,0,0.0,194,71.3,43,15.8,0,0,26,9.6,0,0,6,50,1,73,5,A,19,REGION 19: EL PASO
71806,EL PASO,71,95.8,0,96.6,50,82,92,98,100,100,B,89,83,A,93,71,A,94,A,94,86,B,88,92,N,Y,N,N,N,HARMONY PUBLIC SCHOOLS - WEST TEXAS,3238,70.9,4569,0,0.0,3276,71.7,1255,27.5,0,0,371,8.1,1650,36.1,.,.,.,.,.,A,19,REGION 19: EL PASO
71807,EL PASO,71,., ,.,47,75,.,.,.,.,C,75,91,A,95,47,B,85,A,95,92,B,87,93,N,Y, ,N,Y,LA FE PREPARATORY SCHOOL,.,.,190,.,0.0,186,97.9,171,90.0,.,.,11,5.8,.,.,.,.,.,.,.,A,19,REGION 19: EL PASO
71809,EL PASO,71,., ,.,48,76,.,.,.,.,C,76,81,B,89,48,C,76,B,89,77,C,77,85,N,Y, ,N,Y,VISTA DEL FUTURO CHARTER SCHOOL,.,.,340,.,0.0,193,56.8,145,42.6,.,.,13,3.8,.,.,.,.,.,.,.,B,19,REGION 19: EL PASO
71810,EL PASO,71,.,0,.,27,53,.,.,.,.,Not Rated: SB 1365,53,71,B,82,27,Not Rated: SB 1365,58,B,82,5,Not Rated: SB 1365,40,59,N,Y,N,N,N,EL PASO LEADERSHIP ACADEMY,266,100,266,0,0.0,230,86.5,187,70.3,0,0,29,10.9,0,0,.,.,.,.,.,Not Rated: SB 1365,19,REGION 19: EL PASO
71901,EL PASO,71,96.5,0,97.3,38,67,76,94,95.8,85,B,81,77,A,90,57,A,91,A,91,42,C,74,86,N,N,N,N,N,CLINT ISD,8087,77.4,10455,326,3.1,9077,86.8,4317,41.3,59,0.6,1242,11.9,197,1.9,.,.,.,.,.,B,19,REGION 19: EL PASO
71902,EL PASO,71,97,0,98.4,45,76,78,95,91.6,65,B,81,76,A,90,62,A,92,B,89,68,B,82,87,N,N,N,N,N,EL PASO ISD,38725,76.4,50709,801,1.6,37248,73.5,17581,34.7,294,0.6,5730,11.3,1409,2.8,.,.,.,.,.,B,19,REGION 19: EL PASO
71903,EL PASO,71,90,0,95.6,35,60,70,93,90.1,65,C,74,78,A,91,53,A,90,A,91,30,C,70,85,N,N,N,N,N,FABENS ISD,1498,75.5,1983,209,10.5,1798,90.7,1001,50.5,25,1.3,258,13.0,192,9.7,.,.,.,.,.,B,19,REGION 19: EL PASO
71904,EL PASO,71,85.6,0,86.5,36,62,59,89,91.4,65,C,73,80,A,92,48,B,86,A,92,45,C,75,87,N,N,N,N,N,SAN ELIZARIO ISD,2365,74.1,3190,62,1.9,2900,90.9,1883,59.0,0,0,428,13.4,0,0,.,.,.,.,.,B,19,REGION 19: EL PASO
71905,EL PASO,71,96.7,0,97.5,48,80,81,95,93.5,75,B,85,81,A,92,65,A,93,A,93,76,B,85,91,N,N,N,N,N,YSLETA ISD,28903,77.7,37211,1224,3.3,29308,78.8,11533,31.0,39,0.1,5370,14.4,1304,3.5,.,.,.,.,.,A,19,REGION 19: EL PASO
71906,EL PASO,71,97.8,0,100,44,75,80,95,100,100,B,88,87,A,95,62,A,92,A,95,62,B,80,91,N,N,N,N,N,ANTHONY ISD,598,74.9,798,0,0.0,561,70.3,222,27.8,0,0,101,12.7,0,0,.,.,.,.,.,A,19,REGION 19: EL PASO
71907,EL PASO,71,93.4,0,95.6,49,81,60,90,96.4,90,B,86,78,A,91,55,B,88,A,91,86,B,88,90,N,N,N,N,N,CANUTILLO ISD,4642,76.4,6076,367,6.0,3705,61.0,1990,32.8,0,0,617,10.2,1235,20.3,.,.,.,.,.,A,19,REGION 19: EL PASO
71908,EL PASO,71,80.3,0,82.4,32,57,72,93,94.5,80,C,76,74,B,87,52,A,90,A,90,34,C,71,84,N,N,N,N,N,TORNILLO ISD,683,77,887,49,5.5,835,94.1,538,60.7,0,0,74,8.3,0,0,.,.,.,.,.,B,19,REGION 19: EL PASO
71909,EL PASO,71,97.8,0,98.9,48,80,63,91,95.7,85,B,85,79,A,91,56,A,90,A,91,69,B,82,88,N,N,N,N,N,SOCORRO ISD,35865,76.1,47137,2915,6.2,33108,70.2,12911,27.4,0,0,5560,11.8,582,1.2,.,.,.,.,.,B,19,REGION 19: EL PASO
72801,ERATH,72,55.1, ,63.2,40,90,72,97,87.6,80,A,91,61,B,80,.,Not Rated,.,B,80,44,B,89,95,Y,Y,N,N,N,PREMIER HIGH SCHOOLS,6789,99.5,6822,0,0.0,4101,60.1,683,10.0,0,0,903,13.2,0,0,5,63,2,51,3,Not Rated: Data Under Review,11,REGION 11: FORT WORTH
72802,ERATH,72,52.8, ,67.7,52,92,8,70,91.2,80,B,81,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,88,Y,Y,N,N,N,ERATH EXCELS ACADEMY INC,94,100,94,0,0.0,83,88.3,7,7.4,0,0,9,9.6,0,0,7,68,2,74,5,B,11,REGION 11: FORT WORTH
72901,ERATH,72,., ,.,32,57,54,85,100,100,C,77,56,Not Rated: SB 1365,60,43,C,77,C,77,38,C,72,76,N,N, ,N,Y,THREE WAY ISD,.,.,236,0,0.0,173,73.3,35,14.8,.,.,10,4.2,.,.,.,.,.,.,.,C,11,REGION 11: FORT WORTH
72902,ERATH,72,98.5,1,98.5,60,90,65,91,100,100,A,92,75,B,89,63,A,92,A,92,100,A,100,94,N,N,N,N,N,DUBLIN ISD,792,72.9,1087,0,0.0,740,68.1,213,19.6,0,0,86,7.9,0,0,.,.,.,.,.,A,11,REGION 11: FORT WORTH
72903,ERATH,72,85.8,0,86.7,56,87,62,91,99.6,95,A,90,71,B,82,59,B,89,B,89,93,A,94,91,N,N,N,N,N,STEPHENVILLE ISD,2706,73.4,3688,0,0.0,1836,49.8,518,14.0,0,0,480,13.0,0,0,.,.,.,.,.,A,11,REGION 11: FORT WORTH
72904,ERATH,72,., ,.,54,82,29,62,100,100,C,78,65,C,73,42,Not Rated: SB 1365,56,C,73,39,C,72,76,N,N, ,N,Y,BLUFF DALE ISD,.,.,227,0,0.0,62,27.3,1,0.4,.,.,25,11.0,.,.,.,.,.,.,.,C,11,REGION 11: FORT WORTH
72908,ERATH,72,., ,.,58,88,79,95,100,100,A,93,82,A,91,69,B,82,A,91,78,B,83,90,N,N, ,N,Y,HUCKABAY ISD,.,.,304,0,0.0,68,22.4,6,2.0,.,.,28,9.2,.,.,.,.,.,.,.,A,11,REGION 11: FORT WORTH
72909,ERATH,72,., ,.,55,83,58,88,100,100,B,88,80,A,90,57,B,82,A,90,93,B,89,90,N,N, ,N,Y,LINGLEVILLE ISD,.,.,284,0,0.0,125,44.0,57,20.1,.,.,30,10.6,.,.,.,.,.,.,.,A,11,REGION 11: FORT WORTH
72910,ERATH,72,., ,.,51,78,.,.,.,.,C,78,84,A,91,51,C,77,A,91,58,C,73,86,N,N, ,N,Y,MORGAN MILL ISD,.,.,118,0,0.0,60,50.8,0,0.0,.,.,6,5.1,.,.,.,.,.,.,.,B,11,REGION 11: FORT WORTH
73901,FALLS,73,., ,.,45,73,100,100,97.4,90,B,87,77,B,87,73,A,93,A,93,75,B,82,90,N,N, ,N,Y,CHILTON ISD,.,.,546,0,0.0,477,87.4,112,20.5,.,.,58,10.6,.,.,.,.,.,.,.,A,12,REGION 12: WACO
73903,FALLS,73,93.2, ,95.5,31,56,91,98,97.8,90,B,80,68,C,76,61,A,92,A,92,39,C,73,86,N,N,N,N,N,MARLIN ISD,627,71.1,882,0,0.0,875,99.2,144,16.3,0,0,89,10.1,0,0,.,.,.,.,.,Not Rated: Data Under Review,12,REGION 12: WACO
73904,FALLS,73,., ,.,70,93,.,.,.,.,A,93,81,B,89,70,B,83,B,89,100,A,100,95,N,N, ,N,Y,WESTPHALIA ISD,.,.,155,0,0.0,29,18.7,6,3.9,.,.,22,14.2,.,.,.,.,.,.,.,A,12,REGION 12: WACO
73905,FALLS,73,81.6,0,84,42,73,84,96,96.2,90,B,86,68,C,76,63,A,92,A,92,58,C,78,88,N,N,N,N,N,ROSEBUD-LOTT ISD,511,71.4,716,0,0.0,468,65.4,52,7.3,0,0,87,12.2,0,0,.,.,.,.,.,B,12,REGION 12: WACO
74903,FANNIN,74,90.7,0,90.7,44,75,47,76,98.3,95,C,79,69,C,79,46,B,80,B,80,31,C,71,77,N,N,N,N,N,BONHAM ISD,1313,69.7,1885,0,0.0,1327,70.4,315,16.7,0,0,298,15.8,0,0,.,.,.,.,.,C,10,REGION 10: RICHARDSON
74904,FANNIN,74,., ,.,57,86,96,99,100,100,A,94,71,B,81,77,A,91,A,91,85,B,86,92,N,N, ,N,Y,DODD CITY ISD,.,.,328,0,0.0,112,34.1,8,2.4,.,.,41,12.5,.,.,.,.,.,.,.,A,10,REGION 10: RICHARDSON
74905,FANNIN,74,100,0,100,35,60,62,91,100,100,B,80,66,C,70,49,C,75,C,75,44,C,74,78,N,N,N,N,N,ECTOR ISD,179,76.5,234,0,0.0,108,46.2,6,2.6,0,0,52,22.2,0,0,.,.,.,.,.,C,10,REGION 10: RICHARDSON
74907,FANNIN,74,92.9,1,93.2,55,86,90,98,100,100,A,94,76,A,90,73,A,94,A,94,87,B,89,93,N,N,N,N,N,HONEY GROVE ISD,499,78,640,0,0.0,386,60.3,53,8.3,0,0,91,14.2,0,0,.,.,.,.,.,A,8,REGION 08: MT PLEASANT
74909,FANNIN,74,90,0,87.9,46,78,58,88,100,100,B,86,71,B,82,52,C,79,B,82,47,C,75,83,N,N,N,N,N,LEONARD ISD,627,76,825,0,0.0,374,45.3,52,6.3,0,0,105,12.7,0,0,.,.,.,.,.,B,10,REGION 10: RICHARDSON
74911,FANNIN,74,89.5,0,94.4,51,82,74,94,100,100,A,90,69,C,79,63,A,91,A,91,77,B,85,89,N,N,N,N,N,SAVOY ISD,214,70.6,303,0,0.0,170,56.1,7,2.3,0,0,44,14.5,0,0,.,.,.,.,.,B,10,REGION 10: RICHARDSON
74912,FANNIN,74,98,0,95.9,47,79,98,100,98,95,A,91,77,A,90,73,A,90,A,90,72,B,83,89,N,N,N,N,N,TRENTON ISD,522,72,725,0,0.0,170,23.4,87,12.0,0,0,79,10.9,0,0,.,.,.,.,.,B,10,REGION 10: RICHARDSON
74917,FANNIN,74,100,0,100,55,86,96,99,100,100,A,94,77,A,90,76,A,94,A,94,88,B,89,93,N,N,N,N,N,SAM RAYBURN ISD,376,72.7,517,0,0.0,213,41.2,22,4.3,0,0,72,13.9,0,0,.,.,.,.,.,A,10,REGION 10: RICHARDSON
75901,FAYETTE,75,97,1,89.7,68,92,88,97,100,100,A,96,79,A,91,78,A,95,A,95,100,A,100,97,N,N,N,N,N,FLATONIA ISD,461,73.3,629,0,0.0,327,52.0,58,9.2,0,0,82,13.0,0,0,.,.,.,.,.,A,13,REGION 13: AUSTIN
75902,FAYETTE,75,94.8,0,95.4,49,81,64,91,97.5,90,B,87,73,B,85,57,B,88,B,88,71,B,83,87,N,N,N,N,N,LA GRANGE ISD,1429,76.5,1868,0,0.0,996,53.3,319,17.1,0,0,263,14.1,0,0,.,.,.,.,.,B,13,REGION 13: AUSTIN
75903,FAYETTE,75,91.5,0,91.5,48,80,77,94,98.3,95,B,89,67,C,73,63,A,92,A,92,57,C,78,88,N,N,N,N,N,SCHULENBURG ISD,542,77.9,696,0,0.0,428,61.5,89,12.8,0,0,112,16.1,0,0,.,.,.,.,.,B,13,REGION 13: AUSTIN
75906,FAYETTE,75,., ,.,58,88,100,100,100,100,A,95,79,B,89,79,B,87,B,89,82,B,85,92,N,N, ,N,Y,FAYETTEVILLE ISD,.,.,279,0,0.0,57,20.4,17,6.1,.,.,28,10.0,.,.,.,.,.,.,.,Not Rated: Data Under Review,13,REGION 13: AUSTIN
75908,FAYETTE,75,84.2,1,84.2,69,92,63,91,100,100,A,93,84,A,93,66,B,89,A,93,100,A,100,95,N,N,N,N,N,ROUND TOP-CARMINE ISD,181,75.4,240,0,0.0,83,34.6,24,10.0,0,0,21,8.8,0,0,.,.,.,.,.,A,13,REGION 13: AUSTIN
76903,FISHER,76,., ,.,40,69,71,93,100,100,B,85,69,C,79,56,B,83,B,83,68,C,79,83,N,N, ,N,Y,ROBY CISD,.,.,329,0,0.0,177,53.8,9,2.7,.,.,46,14.0,.,.,.,.,.,.,.,B,14,REGION 14: ABILENE
76904,FISHER,76,., ,.,55,83,64,91,100,100,A,90,74,B,84,60,B,88,B,88,100,A,100,93,N,N, ,N,Y,ROTAN ISD,.,.,242,0,0.0,160,66.1,13,5.4,.,.,30,12.4,.,.,.,.,.,.,.,A,14,REGION 14: ABILENE
77901,FLOYD,77,91.3,0,91.3,43,74,93,98,100,100,B,89,68,C,76,68,A,93,B,89,62,B,80,86,N,N,N,N,N,FLOYDADA COLLEGIATE ISD,510,74.3,686,0,0.0,523,76.2,53,7.7,0,0,56,8.2,0,0,.,.,.,.,.,B,17,REGION 17: LUBBOCK
77902,FLOYD,77,90.9,0,93.8,38,67,58,88,96,90,B,80,73,B,85,48,B,85,B,85,37,C,72,81,N,N,N,N,N,LOCKNEY ISD,333,77.4,430,0,0.0,348,80.9,24,5.6,0,0,44,10.2,0,0,.,.,.,.,.,B,17,REGION 17: LUBBOCK
78901,FOARD,78,., ,.,46,74,92,98,100,100,B,89,83,A,92,69,A,92,A,92,67,C,79,88,N,N, ,N,Y,CROWELL ISD,.,.,192,0,0.0,140,72.9,3,1.6,.,.,37,19.3,.,.,.,.,.,.,.,B,9,REGION 09: WICHITA FALLS
79901,FORT BEND,79,87.9,0,89.5,58,88,58,88,96.8,90,B,88,76,A,90,58,B,88,A,90,95,B,89,90,N,N,N,N,N,LAMAR CISD,28956,74.5,38877,0,0.0,19244,49.5,6791,17.5,0,0,5279,13.6,0,0,.,.,.,.,.,A,4,REGION 04: HOUSTON
79906,FORT BEND,79,88.8,0,90,62,91,68,92,99.6,95,A,92,79,A,91,65,A,90,A,91,98,A,98,94,N,N,N,N,N,NEEDVILLE ISD,2577,76.3,3378,0,0.0,1329,39.3,337,10.0,0,0,469,13.9,0,0,.,.,.,.,.,A,4,REGION 04: HOUSTON
79907,FORT BEND,79,85.5,0,87,56,87,63,91,96,90,B,89,76,A,90,60,B,89,B,89,86,B,88,89,N,N,N,N,N,FORT BEND ISD,59924,78.3,76543,253,0.3,36597,47.8,14196,18.5,360,0.5,8607,11.2,0,0,.,.,.,.,.,B,4,REGION 04: HOUSTON
79910,FORT BEND,79,92,0,94.9,43,74,60,90,96,90,B,84,72,B,84,52,B,89,B,89,69,B,82,87,N,N,N,N,N,STAFFORD MSD,2639,75.2,3511,0,0.0,2602,74.1,789,22.5,0,0,309,8.8,0,0,.,.,.,.,.,B,4,REGION 04: HOUSTON
80901,FRANKLIN,80,85.1,0,85.7,52,83,76,94,100,100,A,91,75,B,89,64,A,92,A,92,77,B,85,90,N,N,N,N,N,MOUNT VERNON ISD,1142,75,1523,0,0.0,946,62.1,206,13.5,0,0,169,11.1,0,0,.,.,.,.,.,A,8,REGION 08: MT PLEASANT
81902,FREESTONE,81,81.4,0,82.2,47,79,82,96,98.4,95,B,89,72,B,84,65,A,92,A,92,65,B,81,89,N,N,N,N,N,FAIRFIELD ISD,1290,76.7,1681,0,0.0,1031,61.3,109,6.5,0,0,167,9.9,0,0,.,.,.,.,.,B,12,REGION 12: WACO
81904,FREESTONE,81,70.4,1,73.6,49,81,82,96,100,100,A,91,72,B,84,66,A,92,A,92,90,A,91,92,N,N,N,N,N,TEAGUE ISD,897,76,1181,0,0.0,788,66.7,119,10.1,0,0,189,16.0,0,0,.,.,.,.,.,A,12,REGION 12: WACO
81905,FREESTONE,81,31.4,0,34.4,40,70,66,92,100,100,B,85,60,Not Rated: SB 1365,58,53,B,88,B,88,49,C,76,84,N,N,N,N,N,WORTHAM ISD,397,76.3,520,0,0.0,335,64.4,49,9.4,0,0,50,9.6,0,0,.,.,.,.,.,B,12,REGION 12: WACO
81906,FREESTONE,81,., ,.,55,83,.,.,.,.,B,83,75,B,80,55,B,86,B,86,63,C,74,82,N,N, ,N,Y,DEW ISD,.,.,133,.,0.0,87,65.4,6,4.5,.,.,13,9.8,.,.,.,.,.,.,.,B,12,REGION 12: WACO
82902,FRIO,82,100,0,100,33,58,87,97,98.7,95,B,81,72,B,84,60,A,92,B,89,47,C,75,85,N,N,N,N,N,DILLEY ISD,647,71.3,907,138,15.2,757,83.5,42,4.6,0,0,157,17.3,0,0,.,.,.,.,.,B,20,REGION 20: SAN ANTONIO
82903,FRIO,82,79.7, ,85.1,29,55,74,94,99.4,95,C,79,70,B,80,52,A,90,A,90,43,C,74,85,N,N,N,N,N,PEARSALL ISD,1516,74.6,2031,0,0.0,1742,85.8,148,7.3,0,0,267,13.1,0,0,.,.,.,.,.,Not Rated: Data Under Review,20,REGION 20: SAN ANTONIO
83901,GAINES,83,., ,.,34,59,77,94,97.7,90,C,79,71,B,81,56,B,86,B,86,33,C,71,82,N,N, ,N,Y,SEAGRAVES ISD,.,.,516,0,0.0,401,77.7,134,26.0,.,.,37,7.2,.,.,.,.,.,.,.,B,17,REGION 17: LUBBOCK
83902,GAINES,83,., ,.,55,83,95,99,100,100,A,93,72,B,82,75,A,92,A,92,86,B,86,91,N,N, ,N,Y,LOOP ISD,.,.,150,0,0.0,71,47.3,15,10.0,.,.,12,8.0,.,.,.,.,.,.,.,A,17,REGION 17: LUBBOCK
83903,GAINES,83,65,1,75.3,52,83,64,91,97.1,90,B,88,72,B,84,58,A,90,A,90,95,A,95,92,N,N,N,N,N,SEMINOLE ISD,2155,72.9,2957,0,0.0,1653,55.9,511,17.3,0,0,371,12.5,0,0,.,.,.,.,.,A,17,REGION 17: LUBBOCK
84802,GALVESTON,84,90,0,96.2,35,60,93,98,100,100,B,83,65,Not Rated: SB 1365,69,64,A,92,A,92,64,B,81,89,N,Y,N,N,N,ODYSSEY ACADEMY INC,845,56.6,1492,0,0.0,1189,79.7,286,19.2,0,0,146,9.8,0,0,.,.,.,.,.,B,4,REGION 04: HOUSTON
84804,GALVESTON,84,., ,.,49,77,.,.,.,.,C,77,89,A,94,49,B,85,A,94,88,B,83,91,N,Y, ,N,Y,AMBASSADORS PREPARATORY ACADEMY,.,.,189,0,0.0,165,87.3,0,0.0,.,.,11,5.8,.,.,.,.,.,.,.,A,4,REGION 04: HOUSTON
84901,GALVESTON,84,70.5,0,72.7,45,76,67,92,93.7,75,B,82,68,C,76,56,A,90,B,89,61,C,79,86,N,N,N,N,N,DICKINSON ISD,8981,75.5,11901,0,0.0,7651,64.3,2098,17.6,0,0,1698,14.3,0,0,.,.,.,.,.,B,4,REGION 04: HOUSTON
84902,GALVESTON,84,77.1,0,77.6,42,73,55,83,90.7,65,C,75,65,Not Rated: SB 1365,69,49,B,86,B,86,62,B,80,84,N,N,N,N,N,GALVESTON ISD,4827,72.6,6650,0,0.0,5272,79.3,1518,22.8,0,0,740,11.1,845,12.7,.,.,.,.,.,B,4,REGION 04: HOUSTON
