Region Code,TEA Region,County Number,County Name,gender,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,enrolled_out_of_state,enrolled_out_of_state_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
03,Victoria,128,KARNES,Male,116,111,0.96,96,0.83,17,0.15,99,0.85,10,0.09,41,0.35,3,0.03,54,0.47,1,0.01,23,0.20
03,Victoria,143,LAVACA,Female,82,79,0.96,75,0.92,3,0.04,72,0.88,34,0.42,24,0.29,0,0.00,58,0.71,2,0.02,39,0.48
03,Victoria,143,LAVACA,Male,106,101,0.95,92,0.87,7,0.07,89,0.84,17,0.16,37,0.35,0,0.00,54,0.51,3,0.03,23,0.22
03,Victoria,158,MATAGORDA,Female,318,295,0.93,256,0.81,36,0.11,247,0.78,53,0.17,118,0.37,6,0.02,177,0.56,13,0.04,87,0.27
03,Victoria,158,MATAGORDA,Male,334,313,0.94,251,0.75,48,0.14,243,0.73,46,0.14,109,0.33,8,0.02,163,0.49,10,0.03,48,0.14
03,Victoria,196,REFUGIO,Female,66,60,0.91,54,0.82,6,0.09,47,0.71,16,0.24,17,0.26,0,0.00,33,0.50,2,0.03,16,0.24
03,Victoria,196,REFUGIO,Male,68,58,0.85,50,0.74,16,0.24,54,0.79,7,0.10,21,0.31,2,0.03,30,0.44,0,0.00,11,0.16
03,Victoria,235,VICTORIA,Female,562,502,0.89,420,0.75,85,0.15,381,0.68,82,0.15,225,0.40,7,0.01,314,0.56,42,0.07,110,0.20
03,Victoria,235,VICTORIA,Male,580,527,0.91,434,0.75,101,0.17,377,0.65,69,0.12,188,0.32,6,0.01,263,0.45,25,0.04,76,0.13
03,Victoria,241,WHARTON,Female,361,345,0.96,293,0.81,44,0.12,275,0.76,45,0.13,176,0.49,5,0.01,226,0.63,16,0.04,101,0.28
03,Victoria,241,WHARTON,Male,358,331,0.93,271,0.76,50,0.14,253,0.71,35,0.10,133,0.37,6,0.02,174,0.49,11,0.03,65,0.18
04,Houston,020,BRAZORIA,Female,1752,1594,0.91,1337,0.76,214,0.12,1208,0.69,285,0.16,745,0.43,32,0.02,1062,0.61,107,0.06,421,0.24
04,Houston,020,BRAZORIA,Male,1928,1713,0.89,1304,0.68,401,0.21,1195,0.62,291,0.15,655,0.34,37,0.02,983,0.51,123,0.06,333,0.17
04,Houston,036,CHAMBERS,Female,172,155,0.90,141,0.82,11,0.06,117,0.68,39,0.23,61,0.36,4,0.02,104,0.61,14,0.08,42,0.24
04,Houston,036,CHAMBERS,Male,181,163,0.90,142,0.79,18,0.10,134,0.74,31,0.17,70,0.39,0,0.00,101,0.56,7,0.04,37,0.20
04,Houston,079,FORT BEND,Female,2571,2218,0.86,2070,0.81,225,0.09,1939,0.75,925,0.36,713,0.28,132,0.05,1770,0.69,193,0.08,836,0.33
04,Houston,079,FORT BEND,Male,2872,2400,0.84,2090,0.73,418,0.15,1910,0.67,847,0.30,726,0.25,125,0.04,1698,0.59,231,0.08,691,0.24
04,Houston,084,GALVESTON,Female,2419,2115,0.87,1844,0.76,275,0.11,1686,0.70,551,0.23,883,0.37,107,0.04,1541,0.64,188,0.08,650,0.27
04,Houston,084,GALVESTON,Male,2554,2141,0.84,1763,0.69,405,0.16,1559,0.61,474,0.19,827,0.32,114,0.04,1415,0.55,237,0.09,478,0.19
04,Houston,101,HARRIS,Female,21849,19038,0.87,15382,0.70,3571,0.16,15016,0.69,5127,0.24,6114,0.28,796,0.04,12037,0.55,1189,0.05,4662,0.21
04,Houston,101,HARRIS,Male,22851,19507,0.85,14361,0.63,5284,0.23,13503,0.59,4020,0.18,5636,0.25,680,0.03,10336,0.45,1351,0.06,3095,0.14
04,Houston,146,LIBERTY,Female,528,469,0.89,410,0.78,46,0.09,364,0.69,94,0.18,168,0.32,7,0.01,269,0.51,29,0.05,90,0.17
04,Houston,146,LIBERTY,Male,559,495,0.89,412,0.74,73,0.13,374,0.67,79,0.14,117,0.21,6,0.01,202,0.36,22,0.04,63,0.11
04,Houston,237,WALLER,Female,251,229,0.91,189,0.75,34,0.14,173,0.69,52,0.21,62,0.25,4,0.02,118,0.47,10,0.04,54,0.22
04,Houston,237,WALLER,Male,273,237,0.87,191,0.70,50,0.18,174,0.64,45,0.17,57,0.21,7,0.03,109,0.40,12,0.04,29,0.11
05,Beaumont,084,GALVESTON,Female,23,17,0.74,15,0.65,2,0.09,15,0.65,4,0.17,6,0.26,0,0.00,10,0.44,1,0.04,2,0.09
05,Beaumont,084,GALVESTON,Male,13,11,0.85,11,0.85,0,0.00,10,0.77,5,0.39,1,0.08,0,0.00,6,0.46,0,0.00,3,0.23
05,Beaumont,100,HARDIN,Female,429,390,0.91,350,0.82,29,0.07,321,0.75,148,0.35,78,0.18,11,0.03,237,0.55,17,0.04,102,0.24
05,Beaumont,100,HARDIN,Male,436,392,0.90,336,0.77,44,0.10,327,0.75,109,0.25,86,0.20,13,0.03,208,0.48,10,0.02,81,0.19
05,Beaumont,121,JASPER,Female,295,267,0.91,240,0.81,12,0.04,215,0.73,63,0.21,66,0.22,10,0.03,139,0.47,10,0.03,49,0.17
05,Beaumont,121,JASPER,Male,277,250,0.90,212,0.77,22,0.08,200,0.72,37,0.13,71,0.26,14,0.05,122,0.44,8,0.03,26,0.09
05,Beaumont,123,JEFFERSON,Female,1654,1518,0.92,1324,0.80,174,0.11,1191,0.72,458,0.28,403,0.24,30,0.02,891,0.54,82,0.05,347,0.21
05,Beaumont,123,JEFFERSON,Male,1780,1617,0.91,1296,0.73,301,0.17,1123,0.63,374,0.21,358,0.20,51,0.03,783,0.44,84,0.05,229,0.13
05,Beaumont,176,NEWTON,Female,94,88,0.94,70,0.75,8,0.09,69,0.73,24,0.26,28,0.30,5,0.05,57,0.61,4,0.04,22,0.23
05,Beaumont,176,NEWTON,Male,105,96,0.91,77,0.73,13,0.12,77,0.73,11,0.11,19,0.18,4,0.04,34,0.32,1,0.01,10,0.10
05,Beaumont,181,ORANGE,Female,664,605,0.91,557,0.84,53,0.08,505,0.76,132,0.20,216,0.33,22,0.03,370,0.56,28,0.04,133,0.20
05,Beaumont,181,ORANGE,Male,713,646,0.91,567,0.80,83,0.12,505,0.71,120,0.17,185,0.26,25,0.04,330,0.46,23,0.03,115,0.16
05,Beaumont,229,TYLER,Female,164,145,0.88,128,0.78,15,0.09,110,0.67,36,0.22,42,0.26,2,0.01,80,0.49,8,0.05,23,0.14
05,Beaumont,229,TYLER,Male,154,135,0.88,109,0.71,23,0.15,100,0.65,24,0.16,36,0.23,2,0.01,62,0.40,7,0.05,21,0.14
06,Huntsville,008,AUSTIN,Female,177,166,0.94,155,0.88,7,0.04,137,0.77,36,0.20,69,0.39,1,0.01,106,0.60,10,0.06,53,0.30
06,Huntsville,008,AUSTIN,Male,210,196,0.93,190,0.91,10,0.05,168,0.80,41,0.20,82,0.39,7,0.03,130,0.62,7,0.03,50,0.24
06,Huntsville,021,BRAZOS,Female,763,654,0.86,583,0.76,98,0.13,556,0.73,186,0.24,277,0.36,15,0.02,478,0.63,38,0.05,228,0.30
06,Huntsville,021,BRAZOS,Male,822,714,0.87,560,0.68,172,0.21,515,0.63,150,0.18,257,0.31,21,0.03,428,0.52,59,0.07,139,0.17
06,Huntsville,026,BURLESON,Female,134,127,0.95,116,0.87,9,0.07,110,0.82,16,0.12,56,0.42,1,0.01,73,0.55,5,0.04,28,0.21
06,Huntsville,026,BURLESON,Male,143,135,0.94,114,0.80,14,0.10,101,0.71,11,0.08,49,0.34,0,0.00,60,0.42,2,0.01,20,0.14
06,Huntsville,093,GRIMES,Female,192,178,0.93,159,0.83,13,0.07,147,0.77,39,0.20,61,0.32,1,0.01,101,0.53,12,0.06,49,0.26
06,Huntsville,093,GRIMES,Male,184,169,0.92,131,0.71,34,0.19,120,0.65,21,0.11,38,0.21,1,0.01,60,0.33,2,0.01,21,0.11
06,Huntsville,113,HOUSTON,Female,164,146,0.89,124,0.76,20,0.12,117,0.71,31,0.19,36,0.22,5,0.03,72,0.44,7,0.04,34,0.21
06,Huntsville,113,HOUSTON,Male,157,150,0.96,117,0.75,25,0.16,115,0.73,24,0.15,43,0.27,1,0.01,68,0.43,3,0.02,30,0.19
06,Huntsville,145,LEON,Female,112,102,0.91,99,0.88,1,0.01,87,0.78,21,0.19,46,0.41,2,0.02,69,0.62,5,0.04,33,0.30
06,Huntsville,145,LEON,Male,111,105,0.95,98,0.88,3,0.03,83,0.75,8,0.07,45,0.41,1,0.01,54,0.49,1,0.01,16,0.14
06,Huntsville,154,MADISON,Female,94,89,0.95,77,0.82,5,0.05,62,0.66,23,0.25,20,0.21,2,0.02,45,0.48,4,0.04,17,0.18
06,Huntsville,154,MADISON,Male,100,94,0.94,82,0.82,5,0.05,56,0.56,10,0.10,15,0.15,3,0.03,28,0.28,4,0.04,7,0.07
06,Huntsville,166,MILAM,Female,151,143,0.95,131,0.87,6,0.04,115,0.76,29,0.19,46,0.31,0,0.00,75,0.50,0,0.00,35,0.23
06,Huntsville,166,MILAM,Male,178,171,0.96,152,0.85,8,0.04,131,0.74,24,0.14,57,0.32,2,0.01,83,0.47,5,0.03,28,0.16
06,Huntsville,170,MONTGOMERY,Female,1974,1791,0.91,1525,0.77,203,0.10,1407,0.71,421,0.21,677,0.34,77,0.04,1175,0.60,118,0.06,486,0.25
06,Huntsville,170,MONTGOMERY,Male,2125,1872,0.88,1520,0.72,357,0.17,1400,0.66,319,0.15,650,0.31,84,0.04,1053,0.50,114,0.05,321,0.15
06,Huntsville,187,POLK,Female,243,202,0.83,182,0.75,19,0.08,159,0.65,45,0.19,75,0.31,6,0.02,126,0.52,16,0.07,47,0.19
06,Huntsville,187,POLK,Male,269,216,0.80,188,0.70,28,0.10,165,0.61,31,0.12,47,0.18,3,0.01,81,0.30,7,0.03,29,0.11
06,Huntsville,198,ROBERTSON,Female,129,115,0.89,101,0.78,16,0.12,94,0.73,14,0.11,55,0.43,1,0.01,70,0.54,3,0.02,27,0.21
06,Huntsville,198,ROBERTSON,Male,133,113,0.85,95,0.71,20,0.15,85,0.64,14,0.11,30,0.23,2,0.02,46,0.35,5,0.04,17,0.13
06,Huntsville,204,SAN JACINTO,Female,118,111,0.94,80,0.68,23,0.20,81,0.69,32,0.27,19,0.16,2,0.02,53,0.45,4,0.03,20,0.17
06,Huntsville,204,SAN JACINTO,Male,148,124,0.84,77,0.52,44,0.30,83,0.56,10,0.07,25,0.17,2,0.01,37,0.25,3,0.02,12,0.08
06,Huntsville,228,TRINITY,Female,106,101,0.95,82,0.77,4,0.04,78,0.74,15,0.14,34,0.32,0,0.00,49,0.46,4,0.04,16,0.15
06,Huntsville,228,TRINITY,Male,90,85,0.94,70,0.78,11,0.12,58,0.64,5,0.06,22,0.24,1,0.01,28,0.31,2,0.02,9,0.10
06,Huntsville,236,WALKER,Female,276,260,0.94,216,0.78,33,0.12,205,0.74,70,0.25,52,0.19,8,0.03,130,0.47,7,0.03,50,0.18
06,Huntsville,236,WALKER,Male,254,231,0.91,173,0.68,45,0.18,162,0.64,42,0.17,58,0.23,4,0.02,104,0.41,10,0.04,26,0.10
06,Huntsville,239,WASHINGTON,Female,199,189,0.95,170,0.85,13,0.07,157,0.79,41,0.21,79,0.40,3,0.02,123,0.62,6,0.03,70,0.35
06,Huntsville,239,WASHINGTON,Male,214,193,0.90,166,0.78,21,0.10,149,0.70,24,0.11,87,0.41,3,0.01,114,0.53,9,0.04,43,0.20
07,Kilgore,001,ANDERSON,Female,342,312,0.91,274,0.80,27,0.08,239,0.70,48,0.14,133,0.39,5,0.01,186,0.54,21,0.06,80,0.23
07,Kilgore,001,ANDERSON,Male,353,329,0.93,269,0.76,41,0.12,240,0.68,35,0.10,102,0.29,10,0.03,147,0.42,14,0.04,39,0.11
07,Kilgore,003,ANGELINA,Female,573,502,0.88,457,0.80,45,0.08,431,0.75,98,0.17,243,0.42,7,0.01,348,0.61,17,0.03,133,0.23
07,Kilgore,003,ANGELINA,Male,607,537,0.89,471,0.78,65,0.11,426,0.70,74,0.12,203,0.33,17,0.03,294,0.48,24,0.04,92,0.15
07,Kilgore,037,CHEROKEE,Female,294,268,0.91,233,0.79,23,0.08,199,0.68,33,0.11,126,0.43,3,0.01,162,0.55,25,0.09,67,0.23
07,Kilgore,037,CHEROKEE,Male,295,269,0.91,227,0.77,26,0.09,193,0.65,28,0.09,93,0.32,7,0.02,128,0.43,17,0.06,44,0.15
07,Kilgore,092,GREGG,Female,889,828,0.93,746,0.84,50,0.06,660,0.74,158,0.18,412,0.46,24,0.03,594,0.67,51,0.06,257,0.29
07,Kilgore,092,GREGG,Male,897,834,0.93,698,0.78,117,0.13,601,0.67,132,0.15,314,0.35,26,0.03,472,0.53,40,0.04,178,0.20
07,Kilgore,102,HARRISON,Female,498,449,0.90,421,0.85,21,0.04,351,0.71,96,0.19,183,0.37,23,0.05,302,0.61,30,0.06,119,0.24
07,Kilgore,102,HARRISON,Male,548,489,0.89,459,0.84,35,0.06,372,0.68,85,0.16,176,0.32,21,0.04,282,0.52,22,0.04,93,0.17
07,Kilgore,107,HENDERSON,Female,371,322,0.87,294,0.79,29,0.08,254,0.69,33,0.09,161,0.43,7,0.02,201,0.54,27,0.07,91,0.25
07,Kilgore,107,HENDERSON,Male,410,355,0.87,288,0.70,60,0.15,254,0.62,19,0.05,128,0.31,5,0.01,152,0.37,12,0.03,52,0.13
07,Kilgore,174,NACOGDOCHES,Female,366,339,0.93,298,0.81,28,0.08,291,0.80,118,0.32,94,0.26,10,0.03,222,0.61,11,0.03,92,0.25
07,Kilgore,174,NACOGDOCHES,Male,432,380,0.88,300,0.69,68,0.16,295,0.68,84,0.19,87,0.20,5,0.01,176,0.41,9,0.02,77,0.18
07,Kilgore,183,PANOLA,Female,156,152,0.97,135,0.87,12,0.08,128,0.82,12,0.08,92,0.59,7,0.04,111,0.71,6,0.04,57,0.37
07,Kilgore,183,PANOLA,Male,170,166,0.98,141,0.83,12,0.07,117,0.69,14,0.08,74,0.44,1,0.01,89,0.52,12,0.07,37,0.22
07,Kilgore,190,RAINS,Female,47,44,0.94,39,0.83,4,0.09,34,0.72,13,0.28,16,0.34,1,0.02,30,0.64,1,0.02,11,0.23
07,Kilgore,190,RAINS,Male,72,67,0.93,57,0.79,7,0.10,49,0.68,6,0.08,16,0.22,4,0.06,26,0.36,0,0.00,7,0.10
07,Kilgore,201,RUSK,Female,330,298,0.90,274,0.83,15,0.05,237,0.72,37,0.11,146,0.44,6,0.02,189,0.57,11,0.03,87,0.26
07,Kilgore,201,RUSK,Male,320,298,0.93,261,0.82,36,0.11,222,0.69,37,0.12,101,0.32,7,0.02,145,0.45,9,0.03,53,0.17
07,Kilgore,202,SABINE,Female,63,56,0.89,46,0.73,5,0.08,41,0.65,13,0.21,17,0.27,1,0.02,31,0.49,3,0.05,15,0.24
07,Kilgore,202,SABINE,Male,65,53,0.82,47,0.72,7,0.11,47,0.72,12,0.19,15,0.23,2,0.03,29,0.45,1,0.02,6,0.09
07,Kilgore,203,SAN AUGUSTINE,Female,57,50,0.88,49,0.86,2,0.04,47,0.83,7,0.12,21,0.37,1,0.02,29,0.51,1,0.02,10,0.18
07,Kilgore,203,SAN AUGUSTINE,Male,56,50,0.89,40,0.71,12,0.21,46,0.82,9,0.16,13,0.23,1,0.02,23,0.41,0,0.00,10,0.18
07,Kilgore,210,SHELBY,Female,173,163,0.94,139,0.80,12,0.07,126,0.73,27,0.16,59,0.34,3,0.02,89,0.51,2,0.01,45,0.26
07,Kilgore,210,SHELBY,Male,172,156,0.91,133,0.77,17,0.10,111,0.65,19,0.11,47,0.27,1,0.01,67,0.39,3,0.02,21,0.12
07,Kilgore,212,SMITH,Female,1132,1028,0.91,893,0.79,103,0.09,810,0.72,135,0.12,472,0.42,32,0.03,639,0.56,48,0.04,249,0.22
07,Kilgore,212,SMITH,Male,1227,1108,0.90,897,0.73,178,0.15,817,0.67,135,0.11,399,0.33,35,0.03,569,0.46,57,0.05,176,0.14
07,Kilgore,230,UPSHUR,Female,280,250,0.89,221,0.79,18,0.06,196,0.70,42,0.15,106,0.38,12,0.04,160,0.57,21,0.08,63,0.23
07,Kilgore,230,UPSHUR,Male,267,247,0.93,218,0.82,26,0.10,199,0.75,32,0.12,82,0.31,11,0.04,125,0.47,8,0.03,44,0.17
07,Kilgore,234,VAN ZANDT,Female,173,158,0.91,138,0.80,10,0.06,124,0.72,14,0.08,80,0.46,4,0.02,98,0.57,6,0.03,38,0.22
07,Kilgore,234,VAN ZANDT,Male,182,157,0.86,126,0.69,23,0.13,113,0.62,17,0.09,53,0.29,3,0.02,73,0.40,7,0.04,26,0.14
07,Kilgore,250,WOOD,Female,240,224,0.93,199,0.83,12,0.05,177,0.74,35,0.15,103,0.43,4,0.02,142,0.59,18,0.08,61,0.25
07,Kilgore,250,WOOD,Male,259,229,0.88,203,0.78,20,0.08,180,0.70,22,0.08,89,0.34,5,0.02,116,0.45,14,0.05,35,0.14
08,Mt. Pleasant,019,BOWIE,Female,592,515,0.87,472,0.80,40,0.07,417,0.70,54,0.09,222,0.38,56,0.09,332,0.56,20,0.03,97,0.16
08,Mt. Pleasant,019,BOWIE,Male,632,541,0.86,467,0.74,66,0.10,415,0.66,60,0.09,193,0.31,61,0.10,314,0.50,25,0.04,88,0.14
08,Mt. Pleasant,032,CAMP,Female,71,65,0.92,61,0.86,3,0.04,49,0.69,4,0.06,34,0.48,2,0.03,40,0.56,7,0.10,19,0.27
08,Mt. Pleasant,032,CAMP,Male,73,65,0.89,59,0.81,10,0.14,56,0.77,6,0.08,30,0.41,0,0.00,36,0.49,2,0.03,15,0.21
08,Mt. Pleasant,034,CASS,Female,212,190,0.90,178,0.84,9,0.04,169,0.80,31,0.15,76,0.36,20,0.09,127,0.60,7,0.03,47,0.22
08,Mt. Pleasant,034,CASS,Male,242,223,0.92,206,0.85,16,0.07,196,0.81,25,0.10,78,0.32,22,0.09,125,0.52,5,0.02,34,0.14
08,Mt. Pleasant,060,DELTA,Female,42,38,0.91,36,0.86,2,0.05,30,0.71,12,0.29,13,0.31,0,0.00,25,0.60,5,0.12,11,0.26
08,Mt. Pleasant,060,DELTA,Male,49,45,0.92,43,0.88,3,0.06,36,0.74,9,0.18,13,0.27,0,0.00,22,0.45,0,0.00,7,0.14
08,Mt. Pleasant,080,FRANKLIN,Female,61,57,0.93,55,0.90,2,0.03,49,0.80,13,0.21,27,0.44,2,0.03,42,0.69,2,0.03,26,0.43
08,Mt. Pleasant,080,FRANKLIN,Male,59,55,0.93,51,0.86,4,0.07,45,0.76,10,0.17,16,0.27,1,0.02,27,0.46,1,0.02,13,0.22
08,Mt. Pleasant,112,HOPKINS,Female,232,211,0.91,198,0.85,11,0.05,190,0.82,51,0.22,87,0.38,8,0.03,146,0.63,6,0.03,68,0.29
08,Mt. Pleasant,112,HOPKINS,Male,244,227,0.93,206,0.84,22,0.09,189,0.78,35,0.14,80,0.33,8,0.03,123,0.50,11,0.05,41,0.17
08,Mt. Pleasant,139,LAMAR,Female,326,293,0.90,252,0.77,32,0.10,236,0.72,38,0.12,169,0.52,8,0.02,215,0.66,28,0.09,79,0.24
08,Mt. Pleasant,139,LAMAR,Male,346,310,0.90,275,0.80,37,0.11,252,0.73,40,0.12,124,0.36,14,0.04,178,0.51,16,0.05,68,0.20
08,Mt. Pleasant,155,MARION,Female,48,45,0.94,41,0.85,6,0.13,38,0.79,13,0.27,16,0.33,1,0.02,30,0.63,1,0.02,13,0.27
08,Mt. Pleasant,155,MARION,Male,59,56,0.95,40,0.68,10,0.17,35,0.59,3,0.05,16,0.27,1,0.02,20,0.34,3,0.05,5,0.08
08,Mt. Pleasant,172,MORRIS,Female,99,87,0.88,77,0.78,11,0.11,72,0.73,6,0.06,50,0.51,2,0.02,58,0.59,8,0.08,28,0.28
