Region Code,TEA Region,County Number,County Name,ethnicity,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,enrolled_out_of_state,enrolled_out_of_state_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
02,Corpus Christi,162,MCMULLEN,All Ethnicities,18,18,1.00,17,0.94,0,0.00,15,0.83,5,0.28,5,0.28,0,0.00,10,0.56,1,0.06,6,0.33
02,Corpus Christi,178,NUECES,African American,252,209,0.83,157,0.62,51,0.20,142,0.56,39,0.16,61,0.24,10,0.04,110,0.44,10,0.04,24,0.10
02,Corpus Christi,178,NUECES,Hispanic,3002,2478,0.83,1805,0.60,718,0.24,1808,0.60,390,0.13,952,0.32,29,0.01,1371,0.46,154,0.05,344,0.12
02,Corpus Christi,178,NUECES,White,1594,1381,0.87,1188,0.75,187,0.12,1145,0.72,480,0.30,484,0.30,35,0.02,999,0.63,85,0.05,418,0.26
02,Corpus Christi,178,NUECES,Others,66,52,0.79,46,0.70,8,0.12,48,0.73,32,0.49,11,0.17,1,0.02,44,0.67,2,0.03,20,0.30
02,Corpus Christi,205,SAN PATRICIO,Hispanic,722,643,0.89,487,0.68,150,0.21,467,0.65,71,0.10,201,0.28,14,0.02,286,0.40,22,0.03,74,0.10
02,Corpus Christi,205,SAN PATRICIO,White,514,458,0.89,386,0.75,47,0.09,346,0.67,129,0.25,150,0.29,12,0.02,291,0.57,23,0.04,111,0.22
02,Corpus Christi,205,SAN PATRICIO,Other Ethnicities,45,39,0.87,28,0.62,6,0.13,20,0.44,10,0.22,11,0.24,2,0.04,23,0.51,7,0.16,4,0.09
03,Victoria,029,CALHOUN,African American,17,16,0.94,8,0.47,8,0.47,10,0.59,3,0.18,2,0.12,0,0.00,5,0.29,0,0.00,1,0.06
03,Victoria,029,CALHOUN,Hispanic,154,135,0.88,63,0.41,69,0.45,85,0.55,8,0.05,39,0.25,2,0.01,49,0.32,1,0.01,14,0.09
03,Victoria,029,CALHOUN,White,134,120,0.90,98,0.73,25,0.19,108,0.81,19,0.14,61,0.46,5,0.04,85,0.63,4,0.03,37,0.28
03,Victoria,029,CALHOUN,Others,14,12,0.86,12,0.86,0,0.00,11,0.79,7,0.50,3,0.21,0,0.00,10,0.71,0,0.00,8,0.57
03,Victoria,045,COLORADO,African American,57,56,0.98,49,0.86,7,0.12,50,0.88,16,0.28,11,0.19,1,0.02,28,0.49,0,0.00,5,0.09
03,Victoria,045,COLORADO,Hispanic,69,65,0.94,48,0.70,14,0.20,36,0.52,3,0.04,16,0.23,1,0.01,20,0.29,2,0.03,4,0.06
03,Victoria,045,COLORADO,White,150,147,0.98,128,0.85,16,0.11,121,0.81,30,0.20,66,0.44,2,0.01,98,0.65,5,0.03,55,0.37
03,Victoria,062,DE WITT,Hispanic,113,101,0.89,79,0.70,22,0.20,61,0.54,8,0.07,28,0.25,0,0.00,36,0.32,5,0.04,6,0.05
03,Victoria,062,DE WITT,White,209,200,0.96,187,0.90,11,0.05,164,0.79,52,0.25,70,0.34,2,0.01,124,0.59,3,0.01,53,0.25
03,Victoria,062,DE WITT,Other Ethnicities,45,42,0.93,32,0.71,10,0.22,31,0.69,2,0.04,6,0.13,3,0.07,11,0.24,0,0.00,4,0.09
03,Victoria,088,GOLIAD,All Ethnicities,128,125,0.98,114,0.89,7,0.05,101,0.79,26,0.20,42,0.33,0,0.00,68,0.53,4,0.03,30,0.23
03,Victoria,120,JACKSON,Hispanic,77,71,0.92,64,0.83,6,0.08,52,0.68,1,0.01,25,0.33,3,0.04,29,0.38,5,0.06,6,0.08
03,Victoria,120,JACKSON,White,204,197,0.97,185,0.91,6,0.03,181,0.89,46,0.23,90,0.44,3,0.01,139,0.68,4,0.02,62,0.30
03,Victoria,120,JACKSON,Other Ethnicities,26,22,0.85,17,0.65,4,0.15,17,0.65,1,0.04,8,0.31,0,0.00,9,0.35,0,0.00,2,0.08
03,Victoria,128,KARNES,Hispanic,133,126,0.95,100,0.75,29,0.22,101,0.76,7,0.05,43,0.32,1,0.01,51,0.38,0,0.00,13,0.10
03,Victoria,128,KARNES,Other Ethnicities,98,93,0.95,87,0.89,7,0.07,89,0.91,18,0.18,43,0.44,4,0.04,65,0.66,1,0.01,41,0.42
03,Victoria,143,LAVACA,African American,20,17,0.85,16,0.80,2,0.10,15,0.75,3,0.15,6,0.30,0,0.00,9,0.45,1,0.05,4,0.20
03,Victoria,143,LAVACA,Hispanic,22,22,1.00,20,0.91,1,0.05,17,0.77,3,0.14,4,0.18,0,0.00,7,0.32,0,0.00,1,0.05
03,Victoria,143,LAVACA,White,146,141,0.97,131,0.90,7,0.05,129,0.88,45,0.31,51,0.35,0,0.00,96,0.66,4,0.03,57,0.39
03,Victoria,158,MATAGORDA,African American,114,105,0.92,84,0.74,23,0.20,91,0.80,25,0.22,24,0.21,4,0.04,53,0.47,3,0.03,13,0.11
03,Victoria,158,MATAGORDA,Hispanic,212,196,0.93,144,0.68,42,0.20,138,0.65,6,0.03,64,0.30,1,0.00,71,0.34,8,0.04,22,0.10
03,Victoria,158,MATAGORDA,White,292,275,0.94,249,0.85,19,0.07,232,0.80,63,0.22,123,0.42,9,0.03,195,0.67,11,0.04,92,0.32
03,Victoria,158,MATAGORDA,Others,34,32,0.94,30,0.88,0,0.00,29,0.85,5,0.15,16,0.47,0,0.00,21,0.62,1,0.03,8,0.24
03,Victoria,196,REFUGIO,African American,9,7,0.78,6,0.67,1,0.11,5,0.56,3,0.33,1,0.11,1,0.11,5,0.56,0,0.00,2,0.22
03,Victoria,196,REFUGIO,Hispanic,80,68,0.85,56,0.70,18,0.23,58,0.73,11,0.14,19,0.24,1,0.01,31,0.39,1,0.01,12,0.15
03,Victoria,196,REFUGIO,White,45,43,0.96,42,0.93,3,0.07,38,0.84,9,0.20,18,0.40,0,0.00,27,0.60,1,0.02,13,0.29
03,Victoria,235,VICTORIA,Hispanic,555,498,0.90,372,0.67,135,0.24,319,0.58,24,0.04,162,0.29,4,0.01,190,0.34,29,0.05,34,0.06
03,Victoria,235,VICTORIA,White,486,444,0.91,412,0.85,32,0.07,372,0.77,114,0.24,214,0.44,6,0.01,334,0.69,31,0.06,137,0.28
03,Victoria,235,VICTORIA,Other Ethnicities,101,87,0.86,70,0.69,19,0.19,67,0.66,13,0.13,37,0.37,3,0.03,53,0.53,7,0.07,15,0.15
03,Victoria,241,WHARTON,Hispanic,267,242,0.91,171,0.64,62,0.23,157,0.59,4,0.02,90,0.34,3,0.01,97,0.36,13,0.05,27,0.10
03,Victoria,241,WHARTON,White,315,303,0.96,286,0.91,14,0.04,265,0.84,57,0.18,172,0.55,4,0.01,233,0.74,11,0.03,128,0.41
03,Victoria,241,WHARTON,Other Ethnicities,137,131,0.96,107,0.78,18,0.13,106,0.77,19,0.14,47,0.34,4,0.03,70,0.51,3,0.02,11,0.08
04,Houston,020,BRAZORIA,African American,327,294,0.90,238,0.73,61,0.19,232,0.71,90,0.28,83,0.25,11,0.03,184,0.56,10,0.03,58,0.18
04,Houston,020,BRAZORIA,Hispanic,899,802,0.89,556,0.62,242,0.27,518,0.58,55,0.06,340,0.38,6,0.01,401,0.45,56,0.06,98,0.11
04,Houston,020,BRAZORIA,White,2395,2159,0.90,1801,0.75,306,0.13,1607,0.67,407,0.17,964,0.40,51,0.02,1422,0.59,161,0.07,575,0.24
04,Houston,020,BRAZORIA,Others,59,52,0.88,46,0.78,6,0.10,46,0.78,24,0.41,13,0.22,1,0.02,38,0.64,3,0.05,23,0.39
04,Houston,036,CHAMBERS,African American,42,35,0.83,34,0.81,4,0.10,30,0.71,3,0.07,11,0.26,0,0.00,14,0.33,1,0.02,2,0.05
04,Houston,036,CHAMBERS,White,263,238,0.91,213,0.81,18,0.07,189,0.72,59,0.22,106,0.40,3,0.01,168,0.64,16,0.06,68,0.26
04,Houston,036,CHAMBERS,Other Ethnicities,48,45,0.94,36,0.75,7,0.15,32,0.67,8,0.17,14,0.29,1,0.02,23,0.48,4,0.08,9,0.19
04,Houston,079,FORT BEND,African American,1278,1031,0.81,929,0.73,175,0.14,858,0.67,426,0.33,249,0.20,86,0.07,761,0.60,112,0.09,191,0.15
04,Houston,079,FORT BEND,Hispanic,1196,1028,0.86,753,0.63,306,0.26,700,0.59,143,0.12,300,0.25,24,0.02,467,0.39,51,0.04,137,0.12
04,Houston,079,FORT BEND,White,2355,2040,0.87,1944,0.83,144,0.06,1783,0.76,851,0.36,770,0.33,107,0.05,1728,0.73,203,0.09,911,0.39
04,Houston,079,FORT BEND,Others,614,519,0.85,534,0.87,18,0.03,508,0.83,352,0.57,120,0.20,40,0.07,512,0.83,58,0.09,288,0.47
04,Houston,084,GALVESTON,African American,815,698,0.86,550,0.68,191,0.23,528,0.65,169,0.21,214,0.26,41,0.05,424,0.52,41,0.05,103,0.13
04,Houston,084,GALVESTON,Hispanic,792,671,0.85,488,0.62,173,0.22,428,0.54,75,0.09,261,0.33,11,0.01,347,0.44,60,0.08,90,0.11
04,Houston,084,GALVESTON,White,3113,2670,0.86,2360,0.76,306,0.10,2098,0.67,672,0.22,1171,0.38,156,0.05,1999,0.64,300,0.10,831,0.27
04,Houston,084,GALVESTON,Others,253,217,0.86,209,0.83,10,0.04,191,0.76,109,0.43,64,0.25,13,0.05,186,0.74,24,0.09,104,0.41
04,Houston,101,HARRIS,African American,10204,8554,0.84,6143,0.60,2663,0.26,6221,0.61,2411,0.24,1891,0.19,372,0.04,4674,0.46,522,0.05,968,0.09
04,Houston,101,HARRIS,Hispanic,15793,13416,0.85,8728,0.55,4513,0.29,8658,0.55,1428,0.09,3726,0.24,169,0.01,5323,0.34,677,0.04,1330,0.08
04,Houston,101,HARRIS,White,16384,14563,0.89,12971,0.79,1540,0.09,11845,0.72,4303,0.26,5521,0.34,859,0.05,10683,0.65,1166,0.07,4550,0.28
04,Houston,101,HARRIS,Others,2319,2012,0.87,1901,0.82,139,0.06,1795,0.77,1005,0.43,612,0.26,76,0.03,1693,0.73,175,0.08,909,0.39
04,Houston,146,LIBERTY,African American,148,133,0.90,113,0.76,24,0.16,114,0.77,31,0.21,33,0.22,2,0.01,66,0.45,5,0.03,16,0.11
04,Houston,146,LIBERTY,White,817,725,0.89,626,0.77,77,0.09,547,0.67,133,0.16,227,0.28,10,0.01,370,0.45,42,0.05,130,0.16
04,Houston,146,LIBERTY,Other Ethnicities,122,106,0.87,83,0.68,18,0.15,77,0.63,9,0.07,25,0.21,1,0.01,35,0.29,4,0.03,7,0.06
04,Houston,237,WALLER,African American,138,122,0.88,101,0.73,24,0.17,94,0.68,38,0.28,23,0.17,5,0.04,66,0.48,4,0.03,24,0.17
04,Houston,237,WALLER,White,252,228,0.91,189,0.75,38,0.15,176,0.70,45,0.18,84,0.33,4,0.02,133,0.53,16,0.06,52,0.21
04,Houston,237,WALLER,Other Ethnicities,134,116,0.87,90,0.67,22,0.16,77,0.58,14,0.10,12,0.09,2,0.01,28,0.21,2,0.01,7,0.05
05,Beaumont,084,GALVESTON,All Ethnicities,36,28,0.78,26,0.72,2,0.06,25,0.69,9,0.25,7,0.19,0,0.00,16,0.44,1,0.03,5,0.14
05,Beaumont,100,HARDIN,African American,95,88,0.93,76,0.80,7,0.07,75,0.79,18,0.19,20,0.21,6,0.06,44,0.46,1,0.01,14,0.15
05,Beaumont,100,HARDIN,White,753,679,0.90,598,0.79,62,0.08,560,0.74,236,0.31,142,0.19,17,0.02,395,0.53,26,0.03,168,0.22
05,Beaumont,100,HARDIN,Other Ethnicities,17,15,0.88,12,0.71,4,0.24,13,0.77,3,0.18,2,0.12,1,0.06,6,0.35,0,0.00,1,0.06
05,Beaumont,121,JASPER,African American,126,119,0.94,105,0.83,10,0.08,106,0.84,22,0.18,39,0.31,5,0.04,66,0.52,2,0.02,11,0.09
05,Beaumont,121,JASPER,White,412,371,0.90,325,0.79,21,0.05,289,0.70,76,0.18,94,0.23,18,0.04,188,0.46,16,0.04,64,0.16
05,Beaumont,121,JASPER,Other Ethnicities,34,27,0.79,22,0.65,3,0.09,20,0.59,2,0.06,4,0.12,1,0.03,7,0.21,0,0.00,0,0.00
05,Beaumont,123,JEFFERSON,African American,1533,1415,0.92,1083,0.71,308,0.20,1003,0.65,272,0.18,309,0.20,53,0.03,634,0.41,47,0.03,122,0.08
05,Beaumont,123,JEFFERSON,Hispanic,238,207,0.87,173,0.73,38,0.16,139,0.58,23,0.10,53,0.22,3,0.01,79,0.33,9,0.04,19,0.08
05,Beaumont,123,JEFFERSON,White,1511,1379,0.91,1250,0.83,119,0.08,1067,0.71,500,0.33,340,0.23,23,0.02,863,0.57,96,0.06,388,0.26
05,Beaumont,123,JEFFERSON,Others,152,134,0.88,114,0.75,10,0.07,105,0.69,37,0.24,59,0.39,2,0.01,98,0.65,14,0.09,47,0.31
05,Beaumont,176,NEWTON,All Ethnicities,199,184,0.93,147,0.74,21,0.11,146,0.73,35,0.18,47,0.24,9,0.05,91,0.46,5,0.03,32,0.16
05,Beaumont,181,ORANGE,African American,140,125,0.89,113,0.81,15,0.11,107,0.76,27,0.19,55,0.39,3,0.02,85,0.61,5,0.04,17,0.12
05,Beaumont,181,ORANGE,Hispanic,34,29,0.85,26,0.77,5,0.15,24,0.71,2,0.06,11,0.32,2,0.06,15,0.44,1,0.03,1,0.03
05,Beaumont,181,ORANGE,White,1183,1078,0.91,967,0.82,115,0.10,864,0.73,217,0.18,329,0.28,40,0.03,586,0.50,44,0.04,225,0.19
05,Beaumont,181,ORANGE,Others,20,19,0.95,18,0.90,1,0.05,15,0.75,6,0.30,6,0.30,2,0.10,14,0.70,1,0.05,5,0.25
05,Beaumont,229,TYLER,White,265,232,0.88,202,0.76,24,0.09,165,0.62,53,0.20,62,0.23,3,0.01,118,0.45,15,0.06,38,0.14
05,Beaumont,229,TYLER,Other Ethnicities,53,48,0.91,35,0.66,14,0.26,45,0.85,7,0.13,16,0.30,1,0.02,24,0.45,0,0.00,6,0.11
06,Huntsville,008,AUSTIN,Hispanic,65,61,0.94,56,0.86,4,0.06,48,0.74,3,0.05,22,0.34,0,0.00,25,0.39,2,0.03,6,0.09
06,Huntsville,008,AUSTIN,White,266,252,0.95,241,0.91,8,0.03,215,0.81,63,0.24,113,0.43,7,0.03,183,0.69,13,0.05,95,0.36
06,Huntsville,008,AUSTIN,Other Ethnicities,56,49,0.88,48,0.86,5,0.09,42,0.75,11,0.20,16,0.29,1,0.02,28,0.50,2,0.04,2,0.04
06,Huntsville,021,BRAZOS,African American,287,242,0.84,177,0.62,74,0.26,165,0.58,40,0.14,69,0.24,8,0.03,117,0.41,12,0.04,28,0.10
06,Huntsville,021,BRAZOS,Hispanic,350,287,0.82,189,0.54,109,0.31,186,0.53,20,0.06,102,0.29,2,0.01,124,0.35,19,0.05,30,0.09
06,Huntsville,021,BRAZOS,White,917,818,0.89,755,0.82,87,0.09,701,0.76,261,0.29,361,0.39,24,0.03,646,0.70,65,0.07,296,0.32
06,Huntsville,021,BRAZOS,Others,31,21,0.68,22,0.71,0,0.00,19,0.61,15,0.48,2,0.06,2,0.06,19,0.61,1,0.03,13,0.42
06,Huntsville,026,BURLESON,African American,61,58,0.95,48,0.79,8,0.13,48,0.79,5,0.08,19,0.31,0,0.00,24,0.39,0,0.00,6,0.10
06,Huntsville,026,BURLESON,White,167,156,0.93,145,0.87,9,0.05,132,0.79,22,0.13,64,0.38,1,0.01,87,0.52,5,0.03,37,0.22
06,Huntsville,026,BURLESON,Other Ethnicities,49,48,0.98,37,0.76,6,0.12,31,0.63,0,0.00,22,0.45,0,0.00,22,0.45,2,0.04,5,0.10
06,Huntsville,093,GRIMES,African American,84,81,0.96,61,0.73,20,0.24,54,0.64,9,0.11,18,0.21,0,0.00,27,0.32,2,0.02,6,0.07
06,Huntsville,093,GRIMES,White,220,205,0.93,182,0.83,17,0.08,169,0.77,48,0.22,65,0.30,2,0.01,115,0.52,8,0.04,61,0.28
06,Huntsville,093,GRIMES,Other Ethnicities,72,61,0.85,47,0.65,10,0.14,44,0.61,3,0.04,16,0.22,0,0.00,19,0.26,4,0.06,3,0.04
06,Huntsville,113,HOUSTON,African American,121,113,0.93,95,0.79,18,0.15,96,0.79,20,0.17,20,0.17,1,0.01,41,0.34,0,0.00,19,0.16
06,Huntsville,113,HOUSTON,White,175,160,0.91,129,0.74,21,0.12,119,0.68,33,0.19,55,0.31,5,0.03,93,0.53,10,0.06,42,0.24
06,Huntsville,113,HOUSTON,Other Ethnicities,25,23,0.92,17,0.68,6,0.24,17,0.68,2,0.08,4,0.16,0,0.00,6,0.24,0,0.00,3,0.12
06,Huntsville,145,LEON,African American,24,23,0.96,21,0.88,1,0.04,18,0.75,2,0.08,10,0.42,0,0.00,12,0.50,2,0.08,2,0.08
06,Huntsville,145,LEON,White,177,169,0.96,161,0.91,1,0.01,141,0.80,25,0.14,78,0.44,3,0.02,106,0.60,4,0.02,44,0.25
06,Huntsville,145,LEON,Other Ethnicities,22,15,0.68,15,0.68,2,0.09,11,0.50,2,0.09,3,0.14,0,0.00,5,0.23,0,0.00,3,0.14
06,Huntsville,154,MADISON,African American,45,44,0.98,39,0.87,2,0.04,32,0.71,7,0.16,10,0.22,2,0.04,19,0.42,2,0.04,4,0.09
06,Huntsville,154,MADISON,White,119,111,0.93,97,0.82,8,0.07,74,0.62,24,0.20,19,0.16,3,0.03,46,0.39,4,0.03,18,0.15
06,Huntsville,154,MADISON,Other Ethnicities,30,28,0.93,23,0.77,0,0.00,12,0.40,2,0.07,6,0.20,0,0.00,8,0.27,2,0.07,2,0.07
06,Huntsville,166,MILAM,African American,42,40,0.95,36,0.86,2,0.05,32,0.76,7,0.17,9,0.21,0,0.00,16,0.38,0,0.00,1,0.02
06,Huntsville,166,MILAM,Hispanic,96,90,0.94,77,0.80,3,0.03,68,0.71,2,0.02,30,0.31,0,0.00,32,0.33,1,0.01,14,0.15
06,Huntsville,166,MILAM,White,191,184,0.96,170,0.89,9,0.05,146,0.76,44,0.23,64,0.34,2,0.01,110,0.58,4,0.02,48,0.25
06,Huntsville,170,MONTGOMERY,African American,184,164,0.89,128,0.70,39,0.21,120,0.65,27,0.15,44,0.24,8,0.04,79,0.43,5,0.03,15,0.08
06,Huntsville,170,MONTGOMERY,Hispanic,467,416,0.89,309,0.66,95,0.20,288,0.62,27,0.06,135,0.29,9,0.02,171,0.37,18,0.04,28,0.06
06,Huntsville,170,MONTGOMERY,White,3395,3033,0.89,2558,0.75,425,0.13,2349,0.69,661,0.20,1127,0.33,143,0.04,1931,0.57,207,0.06,740,0.22
06,Huntsville,170,MONTGOMERY,Others,53,50,0.94,50,0.94,1,0.02,50,0.94,25,0.47,21,0.40,1,0.02,47,0.89,2,0.04,24,0.45
06,Huntsville,187,POLK,African American,67,57,0.85,52,0.78,4,0.06,48,0.72,10,0.15,15,0.22,2,0.03,27,0.40,0,0.00,2,0.03
06,Huntsville,187,POLK,White,377,302,0.80,268,0.71,34,0.09,234,0.62,60,0.16,97,0.26,7,0.02,164,0.44,20,0.05,66,0.18
06,Huntsville,187,POLK,Other Ethnicities,68,59,0.87,50,0.74,9,0.13,42,0.62,6,0.09,10,0.15,0,0.00,16,0.24,3,0.04,8,0.12
06,Huntsville,198,ROBERTSON,African American,91,82,0.90,67,0.74,13,0.14,60,0.66,10,0.11,23,0.25,2,0.02,35,0.39,2,0.02,3,0.03
06,Huntsville,198,ROBERTSON,Hispanic,37,33,0.89,22,0.60,9,0.24,19,0.51,0,0.00,10,0.27,0,0.00,10,0.27,3,0.08,3,0.08
06,Huntsville,198,ROBERTSON,White,134,113,0.84,107,0.80,14,0.10,100,0.75,18,0.13,52,0.39,1,0.01,71,0.53,3,0.02,38,0.28
06,Huntsville,204,SAN JACINTO,White,196,171,0.87,116,0.59,44,0.22,113,0.58,34,0.17,29,0.15,4,0.02,67,0.34,4,0.02,26,0.13
06,Huntsville,204,SAN JACINTO,Other Ethnicities,70,64,0.91,41,0.59,23,0.33,51,0.73,8,0.11,15,0.21,0,0.00,23,0.33,3,0.04,6,0.09
06,Huntsville,228,TRINITY,African American,28,27,0.96,24,0.86,3,0.11,22,0.79,1,0.04,4,0.14,0,0.00,5,0.18,0,0.00,0,0.00
06,Huntsville,228,TRINITY,White,151,144,0.95,120,0.80,9,0.06,109,0.72,17,0.11,47,0.31,1,0.01,65,0.43,4,0.03,24,0.16
06,Huntsville,228,TRINITY,Other Ethnicities,17,15,0.88,8,0.47,3,0.18,5,0.29,2,0.12,5,0.29,0,0.00,7,0.41,2,0.12,1,0.06
06,Huntsville,236,WALKER,African American,142,131,0.92,99,0.70,26,0.18,96,0.68,17,0.12,34,0.24,3,0.02,54,0.38,3,0.02,8,0.06
06,Huntsville,236,WALKER,White,305,287,0.94,243,0.80,32,0.11,228,0.75,87,0.29,61,0.20,8,0.03,156,0.51,11,0.04,63,0.21
06,Huntsville,236,WALKER,Other Ethnicities,83,73,0.88,47,0.57,20,0.24,43,0.52,8,0.10,15,0.18,1,0.01,24,0.29,3,0.04,5,0.06
06,Huntsville,239,WASHINGTON,African American,122,111,0.91,87,0.71,22,0.18,71,0.58,14,0.12,26,0.21,0,0.00,40,0.33,3,0.02,13,0.11
06,Huntsville,239,WASHINGTON,Hispanic,25,24,0.96,16,0.64,2,0.08,15,0.60,1,0.04,5,0.20,1,0.04,7,0.28,1,0.04,0,0.00
