Region Code,TEA Region,County Number,County Name,ethnicity,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,enrolled_out_of_state,enrolled_out_of_state_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
02,Corpus Christi,125,JIM WELLS,Other Ethnicities,127,121,0.95,102,0.80,10,0.08,90,0.71,40,0.32,30,0.24,3,0.02,73,0.58,5,0.04,28,0.22
02,Corpus Christi,137,KLEBERG,Hispanic,378,334,0.88,265,0.70,64,0.17,259,0.69,139,0.37,58,0.15,3,0.01,200,0.53,19,0.05,52,0.14
02,Corpus Christi,137,KLEBERG,White,99,89,0.90,77,0.78,7,0.07,78,0.79,49,0.50,14,0.14,3,0.03,66,0.67,2,0.02,26,0.26
02,Corpus Christi,137,KLEBERG,Other Ethnicities,26,22,0.85,16,0.62,5,0.19,13,0.50,12,0.46,1,0.04, -  ,0.00,13,0.50,2,0.08,1,0.04
02,Corpus Christi,149,LIVE OAK,All Ethnicities,144,130,0.90,118,0.82,18,0.13,78,0.54,26,0.18,55,0.38,1,0.01,82,0.57,30,0.21,32,0.22
02,Corpus Christi,162,MCMULLEN,All Ethnicities,12,9,0.75,6,0.50,2,0.17,7,0.58, -  ,0.00,7,0.58, -  ,0.00,7,0.58,2,0.17,3,0.25
02,Corpus Christi,178,NUECES,African American,252,205,0.81,157,0.62,38,0.15,146,0.58,51,0.20,59,0.23,4,0.02,114,0.45,14,0.06,27,0.11
02,Corpus Christi,178,NUECES,Hispanic,3051,2536,0.83,1917,0.63,595,0.20,1895,0.62,396,0.13,987,0.32,26,0.01,1409,0.46,158,0.05,324,0.11
02,Corpus Christi,178,NUECES,White,1527,1352,0.89,1169,0.77,145,0.10,1105,0.72,450,0.30,476,0.31,36,0.02,962,0.63,100,0.07,408,0.27
02,Corpus Christi,178,NUECES,Others,75,61,0.81,50,0.67,13,0.17,50,0.67,20,0.27,21,0.28,2,0.03,43,0.57,3,0.04,16,0.21
02,Corpus Christi,205,SAN PATRICIO,Hispanic,660,603,0.91,458,0.69,116,0.18,435,0.66,84,0.13,202,0.31,5,0.01,291,0.44,16,0.02,69,0.11
02,Corpus Christi,205,SAN PATRICIO,White,509,452,0.89,380,0.75,54,0.11,373,0.73,139,0.27,161,0.32,10,0.02,310,0.61,21,0.04,125,0.25
02,Corpus Christi,205,SAN PATRICIO,Other Ethnicities,48,38,0.79,31,0.65,3,0.06,26,0.54,11,0.23,9,0.19,2,0.04,22,0.46,2,0.04,7,0.15
03,Victoria,029,CALHOUN,Hispanic,127,112,0.88,83,0.65,29,0.23,90,0.71,9,0.07,36,0.28,2,0.02,47,0.37,4,0.03,12,0.09
03,Victoria,029,CALHOUN,White,156,138,0.89,117,0.75,19,0.12,118,0.76,25,0.16,67,0.43, -  ,0.00,92,0.59,3,0.02,41,0.26
03,Victoria,029,CALHOUN,Other Ethnicities,25,22,0.88,20,0.80,2,0.08,21,0.84,8,0.32,10,0.40,1,0.04,19,0.76,2,0.08,9,0.36
03,Victoria,045,COLORADO,Hispanic,91,83,0.91,54,0.59,24,0.26,54,0.59,4,0.04,26,0.29, -  ,0.00,30,0.33,6,0.07,6,0.07
03,Victoria,045,COLORADO,White,170,161,0.95,151,0.89,7,0.04,137,0.81,46,0.27,67,0.39,2,0.01,115,0.68,8,0.05,65,0.38
03,Victoria,045,COLORADO,Other Ethnicities,52,47,0.90,41,0.79,5,0.10,35,0.67,6,0.12,10,0.19,1,0.02,17,0.33,2,0.04,4,0.08
03,Victoria,062,DE WITT,Hispanic,155,144,0.93,112,0.72,27,0.17,97,0.63,11,0.07,32,0.21,3,0.02,46,0.30,2,0.01,9,0.06
03,Victoria,062,DE WITT,White,217,209,0.96,187,0.86,13,0.06,170,0.78,53,0.24,78,0.36,2,0.01,133,0.61,9,0.04,74,0.34
03,Victoria,062,DE WITT,Other Ethnicities,45,45,1.00,39,0.87,4,0.09,33,0.73,7,0.16,6,0.13,2,0.04,15,0.33, -  ,0.00,7,0.16
03,Victoria,088,GOLIAD,All Ethnicities,119,117,0.98,97,0.82,18,0.15,103,0.87,22,0.19,53,0.45,4,0.03,79,0.66,3,0.03,30,0.25
03,Victoria,120,JACKSON,Hispanic,79,73,0.92,63,0.80,7,0.09,49,0.62,5,0.06,19,0.24, -  ,0.00,24,0.30, -  ,0.00,9,0.11
03,Victoria,120,JACKSON,White,169,162,0.96,153,0.91,5,0.03,140,0.83,40,0.24,72,0.43,5,0.03,117,0.69,3,0.02,75,0.44
03,Victoria,120,JACKSON,Other Ethnicities,24,20,0.83,20,0.83,1,0.04,16,0.67,2,0.08,3,0.13,1,0.04,6,0.25,1,0.04, -  ,0.00
03,Victoria,128,KARNES,Hispanic,112,104,0.93,85,0.76,20,0.18,85,0.76,6,0.05,42,0.38, -  ,0.00,48,0.43, -  ,0.00,13,0.12
03,Victoria,128,KARNES,White,76,75,0.99,71,0.93,3,0.04,66,0.87,25,0.33,28,0.37,1,0.01,54,0.71, -  ,0.00,43,0.57
03,Victoria,128,KARNES,Other Ethnicities,10,9,0.90,7,0.70,1,0.10,7,0.70,2,0.20,3,0.30, -  ,0.00,5,0.50,1,0.10,2,0.20
03,Victoria,143,LAVACA,Hispanic,18,17,0.94,13,0.72,2,0.11,13,0.72, -  ,0.00,7,0.39, -  ,0.00,7,0.39,1,0.06,4,0.22
03,Victoria,143,LAVACA,White,154,147,0.96,142,0.92,7,0.05,135,0.88,42,0.27,54,0.35,1,0.01,97,0.63,6,0.04,62,0.40
03,Victoria,143,LAVACA,Other Ethnicities,19,18,0.95,14,0.74,2,0.11,12,0.63,1,0.05,4,0.21, -  ,0.00,5,0.26,1,0.05,2,0.11
03,Victoria,158,MATAGORDA,African American,90,85,0.94,60,0.67,24,0.27,65,0.72,15,0.17,22,0.24,3,0.03,40,0.44,2,0.02,17,0.19
03,Victoria,158,MATAGORDA,Hispanic,217,192,0.89,148,0.68,41,0.19,131,0.60,9,0.04,59,0.27,3,0.01,71,0.33,7,0.03,20,0.09
03,Victoria,158,MATAGORDA,White,298,280,0.94,249,0.84,27,0.09,233,0.78,61,0.21,116,0.39,6,0.02,183,0.61,12,0.04,86,0.29
03,Victoria,158,MATAGORDA,Others,30,28,0.93,24,0.80,4,0.13,24,0.80,3,0.10,13,0.43,1,0.03,17,0.57, -  ,0.00,11,0.37
03,Victoria,196,REFUGIO,Hispanic,54,52,0.96,45,0.83,6,0.11,43,0.80,9,0.17,17,0.32,1,0.02,27,0.50, -  ,0.00,10,0.19
03,Victoria,196,REFUGIO,White,49,48,0.98,44,0.90,5,0.10,40,0.82,14,0.29,18,0.37,1,0.02,33,0.67,2,0.04,16,0.33
03,Victoria,196,REFUGIO,Other Ethnicities,11,11,1.00,10,0.91,1,0.09,9,0.82,2,0.18,5,0.46, -  ,0.00,7,0.64, -  ,0.00,2,0.18
03,Victoria,235,VICTORIA,African American,99,87,0.88,58,0.59,26,0.26,66,0.67,6,0.06,36,0.36,2,0.02,44,0.44,6,0.06,9,0.09
03,Victoria,235,VICTORIA,Hispanic,565,519,0.92,315,0.56,194,0.34,356,0.63,38,0.07,173,0.31,9,0.02,220,0.39,20,0.04,39,0.07
03,Victoria,235,VICTORIA,White,530,495,0.93,406,0.77,75,0.14,415,0.78,86,0.16,254,0.48,11,0.02,351,0.66,31,0.06,147,0.28
03,Victoria,235,VICTORIA,Others,9,8,0.89,8,0.89, -  ,0.00,8,0.89,5,0.56,2,0.22,1,0.11,8,0.89, -  ,0.00,5,0.56
03,Victoria,241,WHARTON,Hispanic,261,247,0.95,202,0.77,34,0.13,184,0.71,10,0.04,80,0.31,4,0.02,94,0.36,3,0.01,23,0.09
03,Victoria,241,WHARTON,White,310,303,0.98,286,0.92,11,0.04,278,0.90,61,0.20,178,0.57,9,0.03,248,0.80,7,0.02,131,0.42
03,Victoria,241,WHARTON,Other Ethnicities,133,122,0.92,104,0.78,20,0.15,102,0.77,12,0.09,53,0.40, -  ,0.00,65,0.49,2,0.02,11,0.08
04,Houston,020,BRAZORIA,African American,297,258,0.87,197,0.66,61,0.21,207,0.70,80,0.27,79,0.27,14,0.05,173,0.58,20,0.07,50,0.17
04,Houston,020,BRAZORIA,Hispanic,949,854,0.90,586,0.62,233,0.25,567,0.60,56,0.06,351,0.37,11,0.01,418,0.44,60,0.06,126,0.13
04,Houston,020,BRAZORIA,White,2472,2263,0.92,1854,0.75,323,0.13,1659,0.67,440,0.18,1027,0.42,58,0.02,1525,0.62,214,0.09,652,0.26
04,Houston,020,BRAZORIA,Others,80,70,0.88,63,0.79,8,0.10,59,0.74,35,0.44,19,0.24,4,0.05,58,0.73,4,0.05,34,0.43
04,Houston,036,CHAMBERS,Hispanic,40,32,0.80,32,0.80,6,0.15,30,0.75,4,0.10,11,0.28,1,0.03,16,0.40,2,0.05,6,0.15
04,Houston,036,CHAMBERS,White,319,287,0.90,268,0.84,19,0.06,246,0.77,73,0.23,124,0.39,10,0.03,207,0.65,15,0.05,86,0.27
04,Houston,036,CHAMBERS,Other Ethnicities,39,35,0.90,31,0.80,3,0.08,29,0.74,9,0.23,8,0.21, -  ,0.00,17,0.44, -  ,0.00,7,0.18
04,Houston,079,FORT BEND,African American,1372,1176,0.86,963,0.70,192,0.14,950,0.69,507,0.37,248,0.18,72,0.05,827,0.60,118,0.09,220,0.16
04,Houston,079,FORT BEND,Hispanic,1244,1057,0.85,768,0.62,247,0.20,705,0.57,127,0.10,349,0.28,6,0.00,482,0.39,82,0.07,120,0.10
04,Houston,079,FORT BEND,White,2359,2121,0.90,1939,0.82,124,0.05,1799,0.76,822,0.35,782,0.33,113,0.05,1717,0.73,205,0.09,878,0.37
04,Houston,079,FORT BEND,Others,616,553,0.90,530,0.86,16,0.03,512,0.83,354,0.58,106,0.17,37,0.06,497,0.81,51,0.08,285,0.46
04,Houston,084,GALVESTON,African American,814,700,0.86,556,0.68,137,0.17,500,0.61,139,0.17,253,0.31,27,0.03,419,0.52,69,0.08,91,0.11
04,Houston,084,GALVESTON,Hispanic,807,682,0.85,500,0.62,166,0.21,433,0.54,57,0.07,274,0.34,18,0.02,349,0.43,63,0.08,103,0.13
04,Houston,084,GALVESTON,White,3250,2850,0.88,2479,0.76,278,0.09,2180,0.67,789,0.24,1227,0.38,142,0.04,2158,0.66,341,0.11,933,0.29
04,Houston,084,GALVESTON,Others,271,228,0.84,216,0.80,10,0.04,198,0.73,127,0.47,58,0.21,17,0.06,202,0.75,34,0.13,119,0.44
04,Houston,101,HARRIS,African American,10580,8988,0.85,6562,0.62,2356,0.22,6582,0.62,2560,0.24,1970,0.19,444,0.04,4974,0.47,656,0.06,1030,0.10
04,Houston,101,HARRIS,Hispanic,16579,14227,0.86,9459,0.57,4341,0.26,9339,0.56,1441,0.09,4118,0.25,161,0.01,5720,0.35,781,0.05,1354,0.08
04,Houston,101,HARRIS,White,16770,15072,0.90,13353,0.80,1303,0.08,12191,0.73,4438,0.27,5777,0.34,820,0.05,11035,0.66,1305,0.08,4777,0.29
04,Houston,101,HARRIS,Others,2354,2112,0.90,1975,0.84,110,0.05,1882,0.80,1021,0.43,634,0.27,76,0.03,1731,0.74,161,0.07,909,0.39
04,Houston,146,LIBERTY,African American,135,127,0.94,103,0.76,19,0.14,98,0.73,27,0.20,23,0.17,5,0.04,55,0.41,2,0.01,10,0.07
04,Houston,146,LIBERTY,White,801,718,0.90,607,0.76,85,0.11,542,0.68,137,0.17,239,0.30,14,0.02,390,0.49,45,0.06,132,0.17
04,Houston,146,LIBERTY,Other Ethnicities,117,97,0.83,68,0.58,19,0.16,67,0.57,6,0.05,23,0.20,2,0.02,31,0.27,3,0.03,7,0.06
04,Houston,237,WALLER,Hispanic,119,101,0.85,81,0.68,16,0.13,75,0.63,11,0.09,17,0.14, -  ,0.00,28,0.24,4,0.03,8,0.07
04,Houston,237,WALLER,White,253,226,0.89,196,0.78,30,0.12,174,0.69,49,0.19,64,0.25,3,0.01,116,0.46,7,0.03,46,0.18
04,Houston,237,WALLER,Other Ethnicities,117,101,0.86,79,0.68,22,0.19,79,0.68,36,0.31,17,0.15,2,0.02,55,0.47,7,0.06,15,0.13
05,Beaumont,084,GALVESTON,All Ethnicities,22,18,0.82,17,0.77, -  ,0.00,19,0.86,8,0.36,6,0.27, -  ,0.00,14,0.64,2,0.09,3,0.14
05,Beaumont,100,HARDIN,African American,92,79,0.86,74,0.80,9,0.10,69,0.75,12,0.13,21,0.23,6,0.07,39,0.42,1,0.01,7,0.08
05,Beaumont,100,HARDIN,White,742,665,0.90,605,0.82,32,0.04,541,0.73,269,0.36,125,0.17,16,0.02,410,0.55,23,0.03,161,0.22
05,Beaumont,100,HARDIN,Other Ethnicities,22,16,0.73,15,0.68,3,0.14,15,0.68,6,0.27,3,0.14,2,0.09,11,0.50,1,0.05,5,0.23
05,Beaumont,121,JASPER,African American,129,115,0.89,104,0.81,8,0.06,108,0.84,28,0.22,39,0.30, -  ,0.00,67,0.52,1,0.01,16,0.12
05,Beaumont,121,JASPER,White,433,390,0.90,351,0.81,14,0.03,315,0.73,85,0.20,112,0.26,16,0.04,213,0.49,8,0.02,84,0.19
05,Beaumont,121,JASPER,Other Ethnicities,29,22,0.76,16,0.55,3,0.10,15,0.52,1,0.03,6,0.21, -  ,0.00,7,0.24,2,0.07,5,0.17
05,Beaumont,123,JEFFERSON,African American,1543,1438,0.93,1082,0.70,329,0.21,1013,0.66,297,0.19,339,0.22,35,0.02,671,0.44,47,0.03,134,0.09
05,Beaumont,123,JEFFERSON,Hispanic,305,280,0.92,186,0.61,69,0.23,167,0.55,25,0.08,59,0.19,4,0.01,88,0.29,8,0.03,28,0.09
05,Beaumont,123,JEFFERSON,White,1425,1331,0.93,1160,0.81,134,0.09,1037,0.73,496,0.35,334,0.23,27,0.02,857,0.60,56,0.04,403,0.28
05,Beaumont,123,JEFFERSON,Others,138,126,0.91,106,0.77,12,0.09,96,0.70,45,0.33,47,0.34,3,0.02,95,0.69,9,0.07,45,0.33
05,Beaumont,176,NEWTON,All Ethnicities,206,187,0.91,161,0.78,14,0.07,136,0.66,31,0.15,48,0.23,6,0.03,85,0.41,6,0.03,30,0.15
05,Beaumont,181,ORANGE,African American,133,114,0.86,91,0.68,24,0.18,88,0.66,23,0.17,46,0.35,3,0.02,72,0.54,4,0.03,19,0.14
05,Beaumont,181,ORANGE,Hispanic,32,26,0.81,22,0.69,5,0.16,16,0.50,3,0.09,8,0.25,2,0.06,13,0.41,1,0.03,5,0.16
05,Beaumont,181,ORANGE,White,1133,1023,0.90,889,0.79,103,0.09,815,0.72,206,0.18,328,0.29,48,0.04,582,0.51,48,0.04,218,0.19
05,Beaumont,181,ORANGE,Others,21,19,0.91,18,0.86, -  ,0.00,13,0.62,7,0.33,5,0.24, -  ,0.00,12,0.57, -  ,0.00,5,0.24
05,Beaumont,229,TYLER,African American,51,49,0.96,44,0.86,1,0.02,43,0.84,8,0.16,23,0.45, -  ,0.00,31,0.61, -  ,0.00,5,0.10
05,Beaumont,229,TYLER,White,277,245,0.88,216,0.78,15,0.05,178,0.64,49,0.18,71,0.26,2,0.01,122,0.44,17,0.06,38,0.14
05,Beaumont,229,TYLER,Other Ethnicities,8,6,0.75,6,0.75, -  ,0.00,6,0.75,2,0.25,3,0.38,1,0.13,6,0.75, -  ,0.00,1,0.13
06,Huntsville,008,AUSTIN,Hispanic,86,77,0.90,66,0.77,7,0.08,55,0.64,7,0.08,18,0.21, -  ,0.00,25,0.29,2,0.02,8,0.09
06,Huntsville,008,AUSTIN,White,278,265,0.95,253,0.91,6,0.02,232,0.84,71,0.26,107,0.39,11,0.04,189,0.68,8,0.03,105,0.38
06,Huntsville,008,AUSTIN,Other Ethnicities,68,65,0.96,58,0.85,9,0.13,54,0.79,16,0.24,10,0.15,1,0.01,27,0.40,1,0.01,6,0.09
06,Huntsville,021,BRAZOS,African American,288,247,0.86,146,0.51,89,0.31,156,0.54,27,0.09,86,0.30,5,0.02,118,0.41,26,0.09,18,0.06
06,Huntsville,021,BRAZOS,Hispanic,372,298,0.80,154,0.41,149,0.40,183,0.49,15,0.04,89,0.24,1,0.00,105,0.28,19,0.05,26,0.07
06,Huntsville,021,BRAZOS,White,857,757,0.88,657,0.77,90,0.11,653,0.76,250,0.29,315,0.37,34,0.04,599,0.70,65,0.08,295,0.34
06,Huntsville,021,BRAZOS,Others,36,27,0.75,27,0.75,1,0.03,25,0.69,12,0.33,7,0.19,3,0.08,22,0.61,1,0.03,13,0.36
06,Huntsville,026,BURLESON,African American,53,50,0.94,45,0.85,6,0.11,42,0.79,3,0.06,22,0.42, -  ,0.00,25,0.47,2,0.04,2,0.04
06,Huntsville,026,BURLESON,White,162,151,0.93,128,0.79,18,0.11,111,0.69,22,0.14,55,0.34,6,0.04,83,0.51,11,0.07,33,0.20
06,Huntsville,026,BURLESON,Other Ethnicities,46,44,0.96,37,0.80,6,0.13,31,0.67,3,0.07,16,0.35, -  ,0.00,19,0.41,1,0.02,3,0.07
06,Huntsville,093,GRIMES,African American,75,73,0.97,55,0.73,12,0.16,56,0.75,10,0.13,21,0.28,2,0.03,33,0.44,2,0.03,9,0.12
06,Huntsville,093,GRIMES,Hispanic,68,66,0.97,41,0.60,19,0.28,44,0.65,1,0.01,11,0.16, -  ,0.00,12,0.18, -  ,0.00,5,0.07
06,Huntsville,093,GRIMES,White,179,162,0.91,147,0.82,12,0.07,140,0.78,33,0.18,65,0.36,1,0.01,99,0.55,7,0.04,47,0.26
06,Huntsville,113,HOUSTON,African American,122,107,0.88,87,0.71,22,0.18,90,0.74,15,0.12,23,0.19,1,0.01,39,0.32, -  ,0.00,10,0.08
06,Huntsville,113,HOUSTON,White,181,169,0.93,152,0.84,13,0.07,142,0.79,39,0.22,65,0.36,3,0.02,107,0.59,6,0.03,40,0.22
06,Huntsville,113,HOUSTON,Other Ethnicities,19,17,0.90,14,0.74,3,0.16,13,0.68,1,0.05,5,0.26, -  ,0.00,6,0.32, -  ,0.00,3,0.16
06,Huntsville,145,LEON,White,177,166,0.94,158,0.89,7,0.04,145,0.82,28,0.16,62,0.35,1,0.01,91,0.51,3,0.02,42,0.24
06,Huntsville,145,LEON,Other Ethnicities,54,46,0.85,46,0.85,1,0.02,40,0.74,7,0.13,15,0.28, -  ,0.00,22,0.41,4,0.07,4,0.07
06,Huntsville,154,MADISON,African American,34,33,0.97,22,0.65,7,0.21,23,0.68,5,0.15,7,0.21, -  ,0.00,12,0.35,1,0.03,2,0.06
06,Huntsville,154,MADISON,White,121,109,0.90,93,0.77,20,0.17,88,0.73,19,0.16,35,0.29,2,0.02,56,0.46,5,0.04,21,0.17
06,Huntsville,154,MADISON,Other Ethnicities,27,27,1.00,23,0.85,3,0.11,23,0.85,1,0.04,10,0.37, -  ,0.00,11,0.41,1,0.04,2,0.07
06,Huntsville,166,MILAM,African American,60,59,0.98,50,0.83,5,0.08,45,0.75,5,0.08,18,0.30,1,0.02,24,0.40, -  ,0.00,4,0.07
06,Huntsville,166,MILAM,Hispanic,103,97,0.94,73,0.71,14,0.14,66,0.64,12,0.12,22,0.21, -  ,0.00,34,0.33,2,0.02,17,0.17
06,Huntsville,166,MILAM,White,194,189,0.97,175,0.90,9,0.05,160,0.83,50,0.26,71,0.37, -  ,0.00,121,0.62,3,0.02,55,0.28
06,Huntsville,170,MONTGOMERY,African American,178,157,0.88,112,0.63,38,0.21,112,0.63,34,0.19,30,0.17,10,0.06,74,0.42,6,0.03,19,0.11
06,Huntsville,170,MONTGOMERY,Hispanic,510,456,0.89,357,0.70,84,0.17,348,0.68,39,0.08,154,0.30,13,0.03,206,0.40,22,0.04,44,0.09
06,Huntsville,170,MONTGOMERY,White,3602,3176,0.88,2727,0.76,386,0.11,2485,0.69,753,0.21,1185,0.33,162,0.05,2100,0.58,245,0.07,808,0.22
06,Huntsville,170,MONTGOMERY,Others,55,48,0.87,44,0.80,2,0.04,43,0.78,16,0.29,18,0.33,4,0.07,38,0.69,4,0.07,19,0.35
06,Huntsville,187,POLK,African American,71,64,0.90,55,0.78,11,0.16,58,0.82,16,0.23,22,0.31,1,0.01,39,0.55,1,0.01,2,0.03
06,Huntsville,187,POLK,Hispanic,69,59,0.86,48,0.70,6,0.09,39,0.57,1,0.01,15,0.22,1,0.01,17,0.25,1,0.01,6,0.09
06,Huntsville,187,POLK,White,402,340,0.85,307,0.76,31,0.08,264,0.66,53,0.13,119,0.30,8,0.02,180,0.45,17,0.04,57,0.14
06,Huntsville,187,POLK,Others,11,11,1.00,9,0.82,1,0.09,8,0.73,2,0.18,4,0.36, -  ,0.00,6,0.55,1,0.09,2,0.18
06,Huntsville,198,ROBERTSON,African American,66,61,0.92,58,0.88,2,0.03,51,0.77,16,0.24,23,0.35, -  ,0.00,39,0.59,3,0.05,9,0.14
06,Huntsville,198,ROBERTSON,Hispanic,43,41,0.95,35,0.81,3,0.07,30,0.70,3,0.07,7,0.16, -  ,0.00,10,0.23,1,0.02, -  ,0.00
06,Huntsville,198,ROBERTSON,White,133,124,0.93,115,0.87,3,0.02,103,0.77,27,0.20,51,0.38,2,0.02,80,0.60,6,0.05,40,0.30
06,Huntsville,204,SAN JACINTO,White,206,185,0.90,140,0.68,44,0.21,129,0.63,28,0.14,43,0.21,2,0.01,73,0.35,9,0.04,22,0.11
06,Huntsville,204,SAN JACINTO,Other Ethnicities,90,83,0.92,50,0.56,30,0.33,68,0.76,8,0.09,19,0.21,2,0.02,29,0.32,3,0.03,2,0.02
06,Huntsville,228,TRINITY,White,159,140,0.88,128,0.81,9,0.06,112,0.70,24,0.15,48,0.30,3,0.02,75,0.47,5,0.03,29,0.18
06,Huntsville,228,TRINITY,Other Ethnicities,60,49,0.82,43,0.72,4,0.07,33,0.55,8,0.13,8,0.13, -  ,0.00,16,0.27,2,0.03,3,0.05
06,Huntsville,236,WALKER,African American,165,155,0.94,119,0.72,29,0.18,122,0.74,19,0.12,31,0.19,3,0.02,53,0.32,2,0.01,18,0.11
06,Huntsville,236,WALKER,Hispanic,59,58,0.98,50,0.85,8,0.14,53,0.90,10,0.17,6,0.10,1,0.02,17,0.29, -  ,0.00,7,0.12
06,Huntsville,236,WALKER,White,330,306,0.93,268,0.81,33,0.10,252,0.76,89,0.27,77,0.23,8,0.02,174,0.53,13,0.04,67,0.20
