DISTRICT,DD3G,DD3S,COUNTY,CNTYNAME,DDALLS,D_RATING,DFLALTED,DFLCHART,DFLNEWDIST,DISTNAME,REGION,REGNNAME,DD2G,DD2S,DD2AG,DD2AS,DD2BG,DD2BS,DD1G,DD1S,DPE0312C,DPE0312P,DPETALLC,DPETECHC,DPETECHP,DPETECOC,DPETLEPC,DPETLEPP,DPETPTEC,DPETPTEP,DPETSPEC,DPETSPEP,DPETSTEC,DPETSTEP
140901,C,74.0,140,LAMB,80.0,B,N,N,N,AMHERST ISD,17,REGION 17: LUBBOCK,B,80.0,C,74.0,B,80.0,B,82.0,87,73.7,118,0,0.0,102,69,58.5,0,0.0,15,12.7,0,0.0
140904,B,81.0,140,LAMB,83.0,B,N,N,N,LITTLEFIELD ISD,17,REGION 17: LUBBOCK,B,84.0,C,71.0,B,84.0,C,79.0,901,75.1,1200,0,0.0,881,113,9.4,0,0.0,160,13.3,0,0.0
140905,C,78.0,140,LAMB,79.0,C,N,N,N,OLTON ISD,17,REGION 17: LUBBOCK,C,79.0,C,73.0,C,79.0,C,77.0,437,73.4,595,0,0.0,420,113,19.0,0,0.0,79,13.3,0,0.0
140907,B,83.0,140,LAMB,86.0,B,N,N,N,SPRINGLAKE-EARTH ISD,17,REGION 17: LUBBOCK,B,87.0,C,75.0,B,87.0,B,83.0,233,75.4,309,0,0.0,233,68,22.0,0,0.0,37,12.0,0,0.0
140908,B,87.0,140,LAMB,89.0,B,N,N,N,SUDAN ISD,17,REGION 17: LUBBOCK,A,90.0,C,77.0,A,90.0,B,89.0,353,74.6,473,0,0.0,254,40,8.5,0,0.0,67,14.2,0,0.0
141901,B,82.0,141,LAMPASAS,84.0,B,N,N,N,LAMPASAS ISD,12,REGION 12: WACO,B,84.0,C,76.0,B,84.0,B,85.0,2670,75.2,3552,0,0.0,1825,141,4.0,0,0.0,633,17.8,0,0.0
141902,B,82.0,141,LAMPASAS,84.0,B,N,N,N,LOMETA ISD,12,REGION 12: WACO,B,84.0,C,74.0,B,84.0,B,85.0,193,69.9,276,0,0.0,232,42,15.2,0,0.0,46,16.7,0,0.0
142901,C,77.0,142,LA SALLE,78.0,C,N,N,N,COTULLA ISD,20,REGION 20: SAN ANTONIO,C,78.0,D,69.0,C,78.0,C,70.0,878,75.2,1168,0,0.0,992,84,7.2,0,0.0,197,16.9,0,0.0
143901,C,74.0,143,LAVACA,81.0,B,N,N,N,HALLETTSVILLE ISD,3,REGION 03: VICTORIA,B,81.0,D,66.0,B,81.0,B,84.0,889,76.7,1159,0,0.0,467,41,3.5,0,0.0,148,12.8,0,0.0
143902,B,87.0,143,LAVACA,88.0,B,N,N,N,MOULTON ISD,3,REGION 03: VICTORIA,B,86.0,C,78.0,B,86.0,B,88.0,211,69.9,302,0,0.0,157,39,12.9,0,0.0,63,20.9,0,0.0
143903,B,81.0,143,LAVACA,85.0,B,N,N,N,SHINER ISD,3,REGION 03: VICTORIA,B,84.0,B,84.0,B,82.0,B,86.0,521,73.1,713,0,0.0,216,17,2.4,0,0.0,90,12.6,0,0.0
143904,C,79.0,143,LAVACA,87.0,B,N,N,N,VYSEHRAD ISD,3,REGION 03: VICTORIA,B,87.0,C,71.0,B,87.0,A,90.0,62,54.9,113,0,0.0,58,0,0.0,0,0.0,11,9.7,0,0.0
143905,C,78.0,143,LAVACA,86.0,B,N,N,N,SWEET HOME ISD,3,REGION 03: VICTORIA,C,74.0,C,74.0,D,69.0,B,89.0,86,59.3,145,0,0.0,29,0,0.0,0,0.0,9,6.2,0,0.0
143906,C,77.0,143,LAVACA,85.0,B,N,N,N,EZZELL ISD,3,REGION 03: VICTORIA,B,86.0,C,79.0,B,86.0,B,88.0,79,70.5,112,0,0.0,48,0,0.0,0,0.0,10,8.9,0,0.0
144901,C,72.0,144,LEE,77.0,C,N,N,N,GIDDINGS ISD,13,REGION 13: AUSTIN,C,79.0,C,73.0,C,79.0,C,79.0,1466,76.8,1908,0,0.0,1139,452,23.7,0,0.0,215,11.3,0,0.0
144902,C,78.0,144,LEE,83.0,B,N,N,N,LEXINGTON ISD,13,REGION 13: AUSTIN,B,81.0,C,79.0,B,81.0,B,85.0,827,76.3,1084,0,0.0,437,67,6.2,0,0.0,168,15.5,0,0.0
144903,F,45.0,144,LEE,60.0,D,N,N,N,DIME BOX ISD,13,REGION 13: AUSTIN,D,62.0,D,60.0,D,62.0,D,66.0,116,68.2,170,0,0.0,131,28,16.5,0,0.0,39,22.9,0,0.0
145901,B,81.0,145,LEON,86.0,B,N,N,N,BUFFALO ISD,6,REGION 06: HUNTSVILLE,B,88.0,C,74.0,B,88.0,B,84.0,750,71.3,1052,0,0.0,687,218,20.7,0,0.0,133,12.6,0,0.0
145902,D,65.0,145,LEON,71.0,C,N,N,N,CENTERVILLE ISD,6,REGION 06: HUNTSVILLE,C,71.0,C,70.0,C,71.0,C,74.0,520,75.6,688,0,0.0,341,22,3.2,0,0.0,77,11.2,0,0.0
145906,C,78.0,145,LEON,80.0,B,N,N,N,NORMANGEE ISD,6,REGION 06: HUNTSVILLE,B,80.0,C,76.0,B,80.0,B,81.0,483,75.9,636,0,0.0,334,24,3.8,0,0.0,92,14.5,0,0.0
145907,F,58.0,145,LEON,62.0,D,N,N,N,OAKWOOD ISD,6,REGION 06: HUNTSVILLE,D,63.0,F,57.0,D,63.0,D,62.0,153,66.5,230,0,0.0,203,5,2.2,0,0.0,29,12.6,0,0.0
145911,C,78.0,145,LEON,83.0,B,N,N,N,LEON ISD,6,REGION 06: HUNTSVILLE,B,85.0,D,60.0,B,85.0,B,84.0,549,72.1,761,0,0.0,431,115,15.1,0,0.0,84,11.0,0,0.0
146901,F,59.0,146,LIBERTY,62.0,D,N,N,N,CLEVELAND ISD,4,REGION 04: HOUSTON,D,63.0,F,59.0,D,63.0,D,60.0,8470,73.4,11543,0,0.0,10902,6922,60.0,0,0.0,1091,9.5,0,0.0
146902,C,75.0,146,LIBERTY,74.0,C,N,N,N,DAYTON ISD,4,REGION 04: HOUSTON,C,74.0,C,74.0,C,70.0,D,69.0,4287,74.3,5766,0,0.0,4143,1256,21.8,0,0.0,839,14.6,0,0.0
146903,B,88.0,146,LIBERTY,92.0,A,N,N,N,DEVERS ISD,4,REGION 04: HOUSTON,A,92.0,B,85.0,A,92.0,A,94.0,121,59.6,203,0,0.0,71,16,7.9,0,0.0,22,10.8,0,0.0
146904,C,72.0,146,LIBERTY,76.0,C,N,N,N,HARDIN ISD,5,REGION 05: BEAUMONT,C,74.0,D,63.0,C,74.0,C,77.0,1014,77.1,1316,0,0.0,818,46,3.5,0,0.0,161,12.2,0,0.0
146905,C,72.0,146,LIBERTY,72.0,C,N,N,N,HULL-DAISETTA ISD,5,REGION 05: BEAUMONT,C,72.0,C,72.0,D,60.0,D,61.0,310,72.1,430,0,0.0,317,8,1.9,0,0.0,86,20.0,0,0.0
146906,C,75.0,146,LIBERTY,76.0,C,N,N,N,LIBERTY ISD,5,REGION 05: BEAUMONT,C,77.0,D,67.0,C,77.0,C,74.0,1772,74.2,2389,0,0.0,1624,463,19.4,0,0.0,354,14.8,0,0.0
146907,B,82.0,146,LIBERTY,81.0,B,N,N,N,TARKINGTON ISD,4,REGION 04: HOUSTON,B,81.0,C,72.0,B,81.0,B,80.0,1380,73.1,1889,0,0.0,1080,111,5.9,0,0.0,302,16.0,0,0.0
147901,B,84.0,147,LIMESTONE,88.0,B,N,N,N,COOLIDGE ISD,12,REGION 12: WACO,B,89.0,D,60.0,B,89.0,B,88.0,212,72.1,294,0,0.0,227,39,13.3,0,0.0,58,19.7,0,0.0
147902,C,75.0,147,LIMESTONE,76.0,C,N,N,N,GROESBECK ISD,12,REGION 12: WACO,C,77.0,C,77.0,C,71.0,C,72.0,1187,75.6,1570,0,0.0,1023,100,6.4,0,0.0,219,13.9,0,0.0
147903,D,62.0,147,LIMESTONE,66.0,D,N,N,N,MEXIA ISD,12,REGION 12: WACO,D,68.0,D,65.0,D,68.0,D,64.0,1337,71.9,1860,0,0.0,1541,389,20.9,0,0.0,308,16.6,0,0.0
148901,B,87.0,148,LIPSCOMB,85.0,B,N,N,N,BOOKER ISD,16,REGION 16: AMARILLO,B,83.0,C,79.0,B,83.0,B,84.0,247,72.0,343,0,0.0,197,107,31.2,0,0.0,28,8.2,0,0.0
148902,C,71.0,148,LIPSCOMB,82.0,B,N,N,N,FOLLETT ISD,16,REGION 16: AMARILLO,B,83.0,D,69.0,B,83.0,B,86.0,141,77.0,183,0,0.0,101,18,9.8,0,0.0,33,18.0,0,0.0
148905,C,72.0,148,LIPSCOMB,73.0,C,N,N,N,DARROUZETT ISD,16,REGION 16: AMARILLO,C,72.0,C,72.0,C,70.0,C,74.0,79,71.8,110,0,0.0,80,26,23.6,0,0.0,19,17.3,0,0.0
149901,B,82.0,149,LIVE OAK,86.0,B,N,N,N,GEORGE WEST ISD,2,REGION 02: CORPUS CHRISTI,B,87.0,C,75.0,B,87.0,B,85.0,759,70.3,1080,0,0.0,690,52,4.8,14,1.3,128,11.9,0,0.0
149902,C,71.0,149,LIVE OAK,72.0,C,N,N,N,THREE RIVERS ISD,2,REGION 02: CORPUS CHRISTI,C,71.0,D,63.0,C,71.0,C,72.0,418,71.9,581,0,0.0,368,27,4.6,0,0.0,81,13.9,0,0.0
150901,C,70.0,150,LLANO,79.0,C,N,N,N,LLANO ISD,13,REGION 13: AUSTIN,B,83.0,C,74.0,B,83.0,B,81.0,1382,71.4,1935,0,0.0,1326,262,13.5,0,0.0,283,14.6,0,0.0
152504,D,67.0,152,LUBBOCK,69.0,D,N,N,N,TEXAS TECH UNIVERSITY K-12,17,REGION 17: LUBBOCK,B,84.0,B,84.0,F,57.0,D,67.0,623,84.8,735,0,0.0,49,0,0.0,0,0.0,27,3.7,0,0.0
152802,A,94.0,152,LUBBOCK,93.0,A,N,Y,N,RISE ACADEMY,17,REGION 17: LUBBOCK,A,93.0,B,83.0,A,93.0,A,92.0,111,37.4,297,0,0.0,256,0,0.0,0,0.0,38,12.8,0,0.0
152803,C,71.0,152,LUBBOCK,79.0,C,Y,Y,N,TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOCK,17,REGION 17: LUBBOCK,C,70.0,D,63.0,C,70.0,B,83.0,217,100.0,217,0,0.0,183,0,0.0,0,0.0,30,13.8,0,0.0
152806,D,64.0,152,LUBBOCK,57.0,F,N,Y,N,BETTY M CONDRA SCHOOL FOR EDUCATION INNOVATION,17,REGION 17: LUBBOCK,F,54.0,F,52.0,F,54.0,F,54.0,81,46.3,175,0,0.0,129,0,0.0,0,0.0,68,38.9,0,0.0
152901,C,75.0,152,LUBBOCK,79.0,C,N,N,N,LUBBOCK ISD,17,REGION 17: LUBBOCK,B,80.0,C,74.0,B,80.0,C,75.0,18066,71.9,25122,273,1.1,18354,1584,6.3,0,0.0,3878,15.4,0,0.0
152902,C,76.0,152,LUBBOCK,80.0,B,N,N,N,NEW DEAL ISD,17,REGION 17: LUBBOCK,B,81.0,C,76.0,B,81.0,C,79.0,577,76.2,757,0,0.0,537,26,3.4,0,0.0,89,11.8,0,0.0
152903,F,53.0,152,LUBBOCK,65.0,D,N,N,N,SLATON ISD,17,REGION 17: LUBBOCK,C,70.0,D,65.0,C,70.0,D,69.0,883,70.1,1259,0,0.0,921,59,4.7,0,0.0,235,18.7,0,0.0
152906,B,88.0,152,LUBBOCK,89.0,B,N,N,N,LUBBOCK-COOPER ISD,17,REGION 17: LUBBOCK,B,83.0,B,82.0,B,83.0,B,89.0,5780,74.8,7729,0,0.0,2805,323,4.2,0,0.0,941,12.2,0,0.0
152907,C,77.0,152,LUBBOCK,82.0,B,N,N,N,FRENSHIP ISD,17,REGION 17: LUBBOCK,B,83.0,D,69.0,B,83.0,B,84.0,8218,73.8,11137,0,0.0,5695,572,5.1,0,0.0,1335,12.0,0,0.0
152908,B,81.0,152,LUBBOCK,82.0,B,N,N,N,ROOSEVELT ISD,17,REGION 17: LUBBOCK,B,82.0,B,81.0,B,82.0,C,79.0,878,74.9,1173,0,0.0,864,72,6.1,0,0.0,177,15.1,0,0.0
152909,B,89.0,152,LUBBOCK,92.0,A,N,N,N,SHALLOWATER ISD,17,REGION 17: LUBBOCK,A,90.0,C,76.0,A,90.0,A,93.0,1296,73.7,1759,0,0.0,669,53,3.0,0,0.0,162,9.2,0,0.0
152910,B,83.0,152,LUBBOCK,87.0,B,N,N,N,IDALOU ISD,17,REGION 17: LUBBOCK,B,81.0,B,81.0,B,80.0,B,89.0,725,73.5,987,0,0.0,332,22,2.2,0,0.0,119,12.1,0,0.0
153903,C,78.0,153,LYNN,86.0,B,N,N,N,O'DONNELL ISD,17,REGION 17: LUBBOCK,A,90.0,D,67.0,A,90.0,A,90.0,220,76.9,286,0,0.0,194,17,5.9,95,33.2,41,14.3,0,0.0
153904,B,80.0,153,LYNN,82.0,B,N,N,N,TAHOKA ISD,17,REGION 17: LUBBOCK,B,83.0,C,71.0,B,83.0,B,82.0,426,71.7,594,0,0.0,344,15,2.5,0,0.0,99,16.7,0,0.0
153905,A,94.0,153,LYNN,92.0,A,N,N,N,NEW HOME ISD,17,REGION 17: LUBBOCK,C,78.0,C,70.0,C,78.0,A,91.0,457,73.0,626,0,0.0,79,12,1.9,0,0.0,36,5.8,0,0.0
153907,C,75.0,153,LYNN,76.0,C,N,N,N,WILSON ISD,17,REGION 17: LUBBOCK,C,75.0,D,67.0,C,75.0,C,77.0,89,72.4,123,30,24.4,93,9,7.3,0,0.0,20,16.3,0,0.0
154901,B,82.0,154,MADISON,88.0,B,N,N,N,MADISONVILLE CISD,6,REGION 06: HUNTSVILLE,A,91.0,C,75.0,A,91.0,B,86.0,1729,71.3,2426,0,0.0,1782,429,17.7,0,0.0,253,10.4,0,0.0
154903,A,94.0,154,MADISON,92.0,A,N,N,N,NORTH ZULCH ISD,6,REGION 06: HUNTSVILLE,A,90.0,B,82.0,A,90.0,A,91.0,229,65.1,352,0,0.0,232,17,4.8,0,0.0,53,15.1,0,0.0
155901,C,70.0,155,MARION,73.0,C,N,N,N,JEFFERSON ISD,8,REGION 08: MT PLEASANT,C,74.0,C,74.0,C,70.0,C,70.0,853,75.4,1131,0,0.0,819,15,1.3,0,0.0,226,20.0,0,0.0
156902,B,82.0,156,MARTIN,82.0,B,N,N,N,STANTON ISD,18,REGION 18: MIDLAND,B,81.0,C,78.0,B,81.0,B,82.0,796,73.6,1081,0,0.0,564,111,10.3,0,0.0,126,11.7,0,0.0
156905,A,95.0,156,MARTIN,93.0,A,N,N,N,GRADY ISD,18,REGION 18: MIDLAND,B,85.0,B,85.0,B,84.0,A,92.0,193,74.8,258,0,0.0,48,14,5.4,0,0.0,12,4.7,0,0.0
157901,B,86.0,157,MASON,89.0,B,N,N,N,MASON ISD,15,REGION 15: SAN ANGELO,A,90.0,C,75.0,A,90.0,A,90.0,511,72.4,706,0,0.0,335,76,10.8,0,0.0,78,11.0,0,0.0
158901,C,73.0,158,MATAGORDA,78.0,C,N,N,N,BAY CITY ISD,3,REGION 03: VICTORIA,B,80.0,C,73.0,B,80.0,C,74.0,2599,72.9,3565,53,1.5,2851,601,16.9,0,0.0,424,11.9,0,0.0
158902,B,82.0,158,MATAGORDA,85.0,B,N,N,N,TIDEHAVEN ISD,3,REGION 03: VICTORIA,B,86.0,B,86.0,B,86.0,B,85.0,721,69.2,1042,0,0.0,656,101,9.7,0,0.0,109,10.5,0,0.0
158904,D,67.0,158,MATAGORDA,78.0,C,N,N,N,MATAGORDA ISD,3,REGION 03: VICTORIA,B,82.0,F,53.0,B,82.0,C,75.0,61,68.5,89,0,0.0,61,6,6.7,0,0.0,12,13.5,0,0.0
158905,C,72.0,158,MATAGORDA,79.0,C,N,N,N,PALACIOS ISD,3,REGION 03: VICTORIA,B,82.0,C,74.0,B,82.0,C,76.0,951,73.3,1298,0,0.0,907,236,18.2,0,0.0,183,14.1,0,0.0
158906,C,73.0,158,MATAGORDA,77.0,C,N,N,N,VAN VLECK ISD,3,REGION 03: VICTORIA,C,77.0,C,75.0,C,77.0,C,78.0,847,79.5,1065,0,0.0,594,38,3.6,0,0.0,116,10.9,0,0.0
159901,C,77.0,159,MAVERICK,78.0,C,N,N,N,EAGLE PASS ISD,20,REGION 20: SAN ANTONIO,C,79.0,C,76.0,C,79.0,C,74.0,10245,73.7,13903,0,0.0,11454,6372,45.8,0,0.0,1589,11.4,0,0.0
160901,C,72.0,160,MCCULLOCH,78.0,C,N,N,N,BRADY ISD,15,REGION 15: SAN ANGELO,B,80.0,D,64.0,B,80.0,C,78.0,679,71.4,951,0,0.0,628,31,3.3,0,0.0,132,13.9,0,0.0
160904,A,99.0,160,MCCULLOCH,98.0,A,N,N,N,ROCHELLE ISD,15,REGION 15: SAN ANGELO,A,97.0,C,72.0,A,97.0,A,97.0,151,71.9,210,0,0.0,115,0,0.0,0,0.0,26,12.4,0,0.0
160905,C,77.0,160,MCCULLOCH,69.0,D,N,N,N,LOHN ISD,15,REGION 15: SAN ANGELO,D,68.0,F,57.0,D,68.0,D,64.0,104,79.4,131,0,0.0,105,1,0.8,0,0.0,25,19.1,0,0.0
161801,F,43.0,161,MCLENNAN,51.0,F,N,Y,N,WACO CHARTER SCHOOL,12,REGION 12: WACO,F,55.0,F,55.0,F,49.0,F,48.0,83,47.4,175,0,0.0,150,57,32.6,0,0.0,39,22.3,0,0.0
161802,C,75.0,161,MCLENNAN,74.0,C,N,Y,N,RAPOPORT ACADEMY PUBLIC SCHOOL,12,REGION 12: WACO,C,74.0,C,73.0,C,74.0,C,72.0,593,69.0,859,0,0.0,631,76,8.8,211,24.6,152,17.7,0,0.0
161807,B,85.0,161,MCLENNAN,83.0,B,N,Y,N,HARMONY PUBLIC SCHOOLS - NORTH TEXAS,12,REGION 12: WACO,B,82.0,C,78.0,B,82.0,B,82.0,7728,75.5,10242,0,0.0,6942,3234,31.6,0,0.0,1155,11.3,5146,50.2
161901,B,87.0,161,MCLENNAN,87.0,B,N,N,N,CRAWFORD ISD,12,REGION 12: WACO,B,81.0,B,81.0,C,71.0,B,87.0,451,76.1,593,0,0.0,97,8,1.3,0,0.0,75,12.6,0,0.0
161903,B,87.0,161,MCLENNAN,90.0,A,N,N,N,MIDWAY ISD,12,REGION 12: WACO,B,88.0,B,81.0,B,88.0,A,91.0,6558,75.3,8713,0,0.0,3264,379,4.3,0,0.0,1177,13.5,0,0.0
161906,F,55.0,161,MCLENNAN,65.0,D,N,N,N,LA VEGA ISD,12,REGION 12: WACO,D,69.0,F,59.0,D,69.0,D,64.0,2115,70.2,3011,265,8.8,2805,738,24.5,31,1.0,294,9.8,0,0.0
161907,B,89.0,161,MCLENNAN,91.0,A,N,N,N,LORENA ISD,12,REGION 12: WACO,B,85.0,B,82.0,B,85.0,A,92.0,1369,75.9,1804,0,0.0,558,38,2.1,0,0.0,224,12.4,0,0.0
161908,B,82.0,161,MCLENNAN,83.0,B,N,N,N,MART ISD,12,REGION 12: WACO,B,83.0,C,70.0,B,83.0,B,80.0,412,70.1,588,0,0.0,416,23,3.9,0,0.0,68,11.6,0,0.0
161909,C,75.0,161,MCLENNAN,78.0,C,N,N,N,MCGREGOR ISD,12,REGION 12: WACO,C,79.0,C,79.0,C,77.0,C,75.0,1082,72.0,1503,0,0.0,956,190,12.6,0,0.0,186,12.4,0,0.0
161910,B,85.0,161,MCLENNAN,83.0,B,N,N,N,MOODY ISD,12,REGION 12: WACO,B,82.0,B,82.0,B,82.0,B,80.0,519,71.9,722,0,0.0,456,70,9.7,183,25.3,134,18.6,0,0.0
161912,B,87.0,161,MCLENNAN,89.0,B,N,N,N,RIESEL ISD,12,REGION 12: WACO,B,87.0,B,80.0,B,87.0,A,90.0,488,74.6,654,0,0.0,345,27,4.1,0,0.0,80,12.2,0,0.0
161914,D,63.0,161,MCLENNAN,65.0,D,N,N,N,WACO ISD,12,REGION 12: WACO,D,66.0,D,65.0,D,66.0,D,61.0,9800,71.0,13797,0,0.0,12380,3233,23.4,39,0.3,1826,13.2,0,0.0
161916,B,85.0,161,MCLENNAN,89.0,B,N,N,N,WEST ISD,12,REGION 12: WACO,B,86.0,C,77.0,B,86.0,A,91.0,940,74.7,1258,0,0.0,513,43,3.4,0,0.0,180,14.3,0,0.0
161918,B,81.0,161,MCLENNAN,83.0,B,N,N,N,AXTELL ISD,12,REGION 12: WACO,B,84.0,B,82.0,B,84.0,B,84.0,613,73.5,834,0,0.0,464,7,0.8,0,0.0,120,14.4,0,0.0
161919,D,65.0,161,MCLENNAN,69.0,D,N,N,N,BRUCEVILLE-EDDY ISD,12,REGION 12: WACO,D,68.0,D,67.0,D,68.0,C,71.0,472,80.4,587,0,0.0,351,32,5.5,0,0.0,110,18.7,0,0.0
161920,B,81.0,161,MCLENNAN,85.0,B,N,N,N,CHINA SPRING ISD,12,REGION 12: WACO,B,80.0,B,80.0,C,78.0,B,86.0,2346,78.2,2999,0,0.0,1040,79,2.6,0,0.0,335,11.2,0,0.0
161921,D,65.0,161,MCLENNAN,66.0,D,N,N,N,CONNALLY ISD,12,REGION 12: WACO,D,67.0,D,67.0,D,63.0,D,60.0,1709,73.4,2327,0,0.0,1945,285,12.2,58,2.5,285,12.2,0,0.0
161922,A,90.0,161,MCLENNAN,89.0,B,N,N,N,ROBINSON ISD,12,REGION 12: WACO,B,86.0,B,81.0,B,86.0,B,89.0,1846,76.9,2399,0,0.0,1025,51,2.1,0,0.0,321,13.4,0,0.0
161923,B,84.0,161,MCLENNAN,83.0,B,N,N,N,BOSQUEVILLE ISD,12,REGION 12: WACO,C,79.0,C,79.0,C,76.0,B,82.0,557,77.5,719,0,0.0,290,26,3.6,0,0.0,120,16.7,0,0.0
161924,D,62.0,161,MCLENNAN,69.0,D,N,N,N,HALLSBURG ISD,12,REGION 12: WACO,F,59.0,F,58.0,F,59.0,C,72.0,73,50.0,146,0,0.0,65,9,6.2,0,0.0,16,11.0,0,0.0
161925,C,73.0,161,MCLENNAN,78.0,C,N,N,N,GHOLSON ISD,12,REGION 12: WACO,B,80.0,C,72.0,B,80.0,C,76.0,190,72.5,262,0,0.0,174,11,4.2,0,0.0,41,15.6,0,0.0
162904,A,98.0,162,MCMULLEN,95.0,A,N,N,N,MCMULLEN COUNTY ISD,2,REGION 02: CORPUS CHRISTI,A,90.0,C,79.0,A,90.0,A,94.0,210,74.5,282,0,0.0,82,5,1.8,0,0.0,24,8.5,0,0.0
163901,C,70.0,163,MEDINA,71.0,C,N,N,N,DEVINE ISD,20,REGION 20: SAN ANTONIO,C,70.0,C,70.0,C,70.0,C,72.0,1466,73.3,2001,0,0.0,1147,105,5.2,0,0.0,328,16.4,0,0.0
163902,A,93.0,163,MEDINA,89.0,B,N,N,N,D'HANIS ISD,20,REGION 20: SAN ANTONIO,B,83.0,C,75.0,B,83.0,B,87.0,228,80.6,283,0,0.0,111,1,0.4,0,0.0,36,12.7,0,0.0
163903,D,62.0,163,MEDINA,66.0,D,N,N,N,NATALIA ISD,20,REGION 20: SAN ANTONIO,D,67.0,D,63.0,D,67.0,D,64.0,821,70.3,1168,0,0.0,864,120,10.3,0,0.0,178,15.2,0,0.0
163904,C,72.0,163,MEDINA,75.0,C,N,N,N,HONDO ISD,20,REGION 20: SAN ANTONIO,C,76.0,C,75.0,C,76.0,C,75.0,1324,75.0,1766,0,0.0,1225,44,2.5,0,0.0,218,12.3,0,0.0
163908,B,86.0,163,MEDINA,87.0,B,N,N,N,MEDINA VALLEY ISD,20,REGION 20: SAN ANTONIO,B,87.0,C,78.0,B,87.0,B,86.0,5751,73.9,7778,0,0.0,4337,557,7.2,0,0.0,1186,15.2,0,0.0
164901,B,80.0,164,MENARD,78.0,C,N,N,N,MENARD ISD,15,REGION 15: SAN ANGELO,C,77.0,C,72.0,C,77.0,C,77.0,214,74.8,286,0,0.0,195,13,4.5,0,0.0,36,12.6,0,0.0
165802,C,78.0,165,MIDLAND,86.0,B,N,Y,N,MIDLAND ACADEMY CHARTER SCHOOL,18,REGION 18: MIDLAND,B,85.0,C,70.0,B,85.0,A,90.0,220,57.1,385,0,0.0,170,16,4.2,0,0.0,21,5.5,0,0.0
165901,D,60.0,165,MIDLAND,66.0,D,N,N,N,MIDLAND ISD,18,REGION 18: MIDLAND,D,69.0,D,69.0,D,66.0,D,69.0,19930,71.9,27728,339,1.2,15352,4816,17.4,0,0.0,2822,10.2,0,0.0
165902,C,74.0,165,MIDLAND,78.0,C,N,N,N,GREENWOOD ISD,18,REGION 18: MIDLAND,C,72.0,C,72.0,D,68.0,C,79.0,2344,74.7,3136,0,0.0,1215,307,9.8,0,0.0,353,11.3,0,0.0
166901,C,72.0,166,MILAM,77.0,C,N,N,N,CAMERON ISD,6,REGION 06: HUNTSVILLE,C,79.0,D,67.0,C,79.0,C,74.0,1133,72.9,1554,0,0.0,1158,212,13.6,0,0.0,147,9.5,0,0.0
166902,D,65.0,166,MILAM,74.0,C,N,N,N,GAUSE ISD,6,REGION 06: HUNTSVILLE,C,78.0,F,58.0,C,78.0,C,74.0,95,61.7,154,0,0.0,104,17,11.0,0,0.0,11,7.1,0,0.0
166903,C,76.0,166,MILAM,81.0,B,N,N,N,MILANO ISD,6,REGION 06: HUNTSVILLE,B,80.0,C,77.0,B,80.0,B,83.0,291,72.2,403,0,0.0,214,23,5.7,0,0.0,28,6.9,0,0.0
166904,C,78.0,166,MILAM,78.0,C,N,N,N,ROCKDALE ISD,6,REGION 06: HUNTSVILLE,C,78.0,C,74.0,C,78.0,C,75.0,1074,72.6,1480,0,0.0,1017,105,7.1,0,0.0,136,9.2,0,0.0
166905,B,88.0,166,MILAM,87.0,B,N,N,N,THORNDALE ISD,13,REGION 13: AUSTIN,B,86.0,B,86.0,C,78.0,B,81.0,489,79.9,612,0,0.0,281,68,11.1,0,0.0,57,9.3,0,0.0
166907,D,69.0,166,MILAM,71.0,C,N,N,N,BUCKHOLTS ISD,12,REGION 12: WACO,C,70.0,F,58.0,C,70.0,C,72.0,81,73.6,110,0,0.0,100,10,9.1,5,4.5,15,13.6,0,0.0
167901,C,75.0,167,MILLS,83.0,B,N,N,N,GOLDTHWAITE ISD,12,REGION 12: WACO,B,84.0,C,72.0,B,84.0,B,87.0,412,76.9,536,0,0.0,236,26,4.9,0,0.0,68,12.7,0,0.0
167902,F,47.0,167,MILLS,59.0,F,N,N,N,MULLIN ISD,12,REGION 12: WACO,D,64.0,F,57.0,D,64.0,D,61.0,168,87.0,193,0,0.0,180,15,7.8,0,0.0,64,33.2,0,0.0
167904,B,88.0,167,MILLS,87.0,B,N,N,N,PRIDDY ISD,12,REGION 12: WACO,B,82.0,C,77.0,B,82.0,B,87.0,79,65.3,121,0,0.0,56,0,0.0,0,0.0,14,11.6,0,0.0
168901,C,78.0,168,MITCHELL,75.0,C,N,N,N,COLORADO ISD,14,REGION 14: ABILENE,C,74.0,D,69.0,C,74.0,C,74.0,608,65.7,925,0,0.0,608,48,5.2,0,0.0,131,14.2,0,0.0
168902,B,87.0,168,MITCHELL,81.0,B,N,N,N,LORAINE ISD,14,REGION 14: ABILENE,C,75.0,F,58.0,C,75.0,C,78.0,97,69.8,139,0,0.0,87,3,2.2,0,0.0,26,18.7,0,0.0
168903,B,84.0,168,MITCHELL,83.0,B,N,N,N,WESTBROOK ISD,14,REGION 14: ABILENE,C,78.0,D,65.0,C,78.0,B,82.0,188,73.7,255,0,0.0,122,0,0.0,0,0.0,29,11.4,0,0.0
169901,C,75.0,169,MONTAGUE,76.0,C,N,N,N,BOWIE ISD,9,REGION 09: WICHITA FALLS,C,75.0,C,75.0,C,72.0,C,76.0,1222,74.6,1637,0,0.0,902,123,7.5,0,0.0,264,16.1,0,0.0
