CAMPUS,CAMPNAME,DISTRICT,DISTNAME,COUNTY,CNTYNAME,REGION,REGNNAME,C_RATING,CD1G,CD2G,CD2AG,CD2BG,CD3G,CPETALLC,CPE0312C,GRDTYPE,GRDSPAN,CPETECOP,CFLDAEP,CFLJJ,CFLPAIRD,CFLALTED,CFLRTF,PAIRCAMP,CFLPAIRO,CFLPAIR,CD1A,CD1AS,CD1B,CD1BS,CD1C,CD1CS,CD2A,CD2AS,CD2BS,CD2B,CD3,CD3S,CD1S,CD2S,CDALLS,CPETSTEC,CPETECHC,CPETPTEC,CPEMALLC,CPEMALLT,CPEMALLP,CPETECOC,CPETSPEC,GRDLOW,GRDHIGH,CPETLEPC,CPETLEPP,CPETSPEP,CPETECHP,CPETPTEP,CPETSTEP,CPE0312P,CFLCHART,CFLEEK,CFLNEWCAMP,CFLAEC,PAIRNAME,CFLAEATYPE,LAS_SCORE,LAS_WEIGHT
"003905103","H G TEMPLE INT","003905","DIBOLL ISD","003","ANGELINA","07","REGION 07: KILGORE","B","C","B","B","C","C",333,333,"E","03 - 05",70.9,"N","N","N","N","N"," ","Y","N",42,71,,,,,73,82,72,,56,78,71,82,81,,,,34,367,9.3,236,65,"03","05",48,14.4,19.5,0,0,0,100,"N","N","N","N"," "," ",,
"003906001","ZAVALLA H S","003906","ZAVALLA ISD","003","ANGELINA","07","REGION 07: KILGORE","B","B","B","F","B","C",155,155,"B","06 - 12",65.2,"N","N","N","N","N"," ","N","N",41,70,100,100,96.2,80,56,57,87,,50,71,84,87,82,,,0,43,185,23.2,101,28,"06","12",0,0,18.1,0,0,0,100,"N","N","N","N"," "," ",,
"003906101","ZAVALLA EL","003906","ZAVALLA ISD","003","ANGELINA","07","REGION 07: KILGORE","F","F","F","F","F","F",165,64,"E","EE - 05",75.8,"N","N","N","N","N"," ","N","N",24,50,,,,,37,50,50,,0,30,50,50,44,,,,24,123,19.5,125,42,"EE","05",0,0,25.5,0,0,0,38.8,"N","N","N","N"," "," ",,
"003907001","CENTRAL H S","003907","CENTRAL ISD","003","ANGELINA","07","REGION 07: KILGORE","B","B","B","F","B","B",408,408,"S","09 - 12",53.7,"N","N","N","N","N"," ","N","N",50,77,93,94,100,100,61,59,86,,65,82,88,86,86,0,0,0,40,415,9.6,219,67,"09","12",12,2.9,16.4,0,0,0,100,"N","N","N","N"," "," ",,
"003907004","STUBBLEFIELD LRN CTR","003907","CENTRAL ISD","003","ANGELINA","07","REGION 07: KILGORE","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",3,3,"S","10 - 12",66.7,"N","N","N","Y","N"," ","N","N",,,47,85,100,100,,,,,,,,,,0,0,0,5,8,62.5,2,1,"10","12",0,0,33.3,0,0,0,100,"N","N","N","Y"," ","DROPOUT RECOVERY SCHOOL",,
"003907041","CENTRAL J H","003907","CENTRAL ISD","003","ANGELINA","07","REGION 07: KILGORE","D","C","D","D","D","F",449,449,"M","05 - 08",60.4,"N","N","N","N","N"," ","N","N",38,70,,,,,56,62,66,,13,55,70,66,66,0,0,0,51,471,10.8,271,98,"05","08",29,6.5,21.8,0,0,0,100,"N","N","N","N"," "," ",,
"003907102","CENTRAL EL","003907","CENTRAL ISD","003","ANGELINA","07","REGION 07: KILGORE","D","D","D","F","D","D",664,243,"E","EE - 04",66.7,"N","N","N","N","N"," ","N","N",38,65,,,,,46,54,62,,14,61,65,62,64,0,0,0,52,474,11,443,113,"EE","04",36,5.4,17,0,0,0,36.6,"N","N","N","N"," "," ",,
"004901001","ROCKPORT-FULTON H S","004901","ROCKPORT-FULTON ISD","004","ARANSAS","02","REGION 02: CORPUS CHRISTI","B","C","C","C","C","B",898,898,"S","09 - 12",49,"N","N","N","N","N"," ","N","N",51,78,75,78,97.2,85,73,79,79,,64,82,79,79,80,,,0,132,1004,13.1,440,127,"09","12",40,4.5,14.1,0,0,0,100,"N","N","N","N"," "," ",,
"004901041","ROCKPORT-FULTON MIDDLE","004901","ROCKPORT-FULTON ISD","004","ARANSAS","02","REGION 02: CORPUS CHRISTI","D","C","C","D","C","D",700,700,"M","06 - 08",60.7,"N","N","N","N","N"," ","N","N",40,72,,,,,60,69,70,,21,63,72,70,69,,,,88,743,11.8,425,117,"06","08",38,5.4,16.7,0,0,0,100,"N","N","N","N"," "," ",,
"004901101","FULTON LEARNING CENTER","004901","ROCKPORT-FULTON ISD","004","ARANSAS","02","REGION 02: CORPUS CHRISTI","D","F","D","D","F","D",614,614,"E","03 - 05",64,"N","N","N","N","N"," ","Y","N",33,58,,,,,60,66,56,,13,60,58,66,64,,,,86,708,12.1,393,118,"03","05",45,7.3,19.2,0,0,0,100,"N","N","N","N"," "," ",,
"004901103","LIVE OAK LEARNING CENTER","004901","ROCKPORT-FULTON ISD","004","ARANSAS","02","REGION 02: CORPUS CHRISTI","D","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",756,0,"E","EE - 02",72.8,"N","N","N","N","N","004901101","N","Y",,,,,,,,,,,,,,,64,,,,68,435,15.6,550,87,"EE","02",57,7.5,11.5,0,0,0,0,"N","N","N","N","FULTON LEARNING CENTER"," ",,
"005901001","ARCHER CITY H S","005901","ARCHER CITY ISD","005","ARCHER","09","REGION 09: WICHITA FALLS","A","A","B","D","B","A",211,211,"S","07 - 12",48.8,"N","N","N","N","N"," ","N","N",57,86,90,92,100,100,64,64,89,,85,94,91,89,92,0,0,0,29,217,13.4,103,28,"07","12",1,0.5,13.3,0,0,0,100,"N","N","N","N"," "," ",,
"005901101","ARCHER CITY EL","005901","ARCHER CITY ISD","005","ARCHER","09","REGION 09: WICHITA FALLS","B","A","A","B","A","B",286,154,"E","PK - 06",51,"N","N","N","N","N"," ","N","N",65,91,,,,,75,85,91,,67,85,91,91,89,0,,,26,223,11.7,146,44,"PK","06",6,2.1,15.4,0,0,0,53.8,"N","N","N","N"," "," ",,
"005902001","HOLLIDAY H S","005902","HOLLIDAY ISD","005","ARCHER","09","REGION 09: WICHITA FALLS","A","A","B","D","B","A",364,364,"S","09 - 12",16.2,"N","N","N","N","N"," ","N","N",65,91,94,95,100,100,66,67,84,,80,92,94,84,93,0,0,364,16,363,4.4,59,38,"09","12",1,0.3,10.4,0,100,0,100,"N","N","N","N"," "," ",,
"005902041","HOLLIDAY MIDDLE","005902","HOLLIDAY ISD","005","ARCHER","09","REGION 09: WICHITA FALLS","B","B","C","C","D","C",252,252,"M","06 - 08",20.2,"N","N","N","N","N"," ","N","N",56,86,,,,,64,75,60,,46,75,86,75,83,0,,,18,281,6.4,51,48,"06","08",4,1.6,19,0,0,0,100,"N","N","N","N"," "," ",,
"005902101","HOLLIDAY EL","005902","HOLLIDAY ISD","005","ARCHER","09","REGION 09: WICHITA FALLS","B","C","B","B","F","C",511,272,"E","PK - 05",24.9,"N","N","N","N","N"," ","N","N",51,78,,,,,73,82,58,,57,78,78,82,81,0,0,0,31,437,7.1,127,69,"PK","05",6,1.2,13.5,0,0,0,53.2,"N","N","N","N"," "," ",,
"005904001","WINDTHORST H S","005904","WINDTHORST ISD","005","ARCHER","09","REGION 09: WICHITA FALLS","A","A","B","B","B","A",140,140,"S","09 - 12",40.7,"N","N","N","N","N"," ","N","N",67,92,82,84,100,100,78,84,88,,87,95,90,88,92,0,0,18,9,142,6.3,57,9,"09","12",6,4.3,6.4,0,12.9,0,100,"N","N","N","N"," "," ",,
"005904041","WINDTHORST JH","005904","WINDTHORST ISD","005","ARCHER","09","REGION 09: WICHITA FALLS","B","A","B","B","B","C",125,125,"M","06 - 08",36.8,"N","N","N","N","N"," ","N","N",62,91,,,,,70,82,87,,52,77,91,87,87,0,,,2,124,1.6,46,13,"06","08",10,8,10.4,0,0,0,100,"N","N","N","N"," "," ",,
"005904101","WINDTHORST EL","005904","WINDTHORST ISD","005","ARCHER","09","REGION 09: WICHITA FALLS","B","A","A","B","A","C",251,108,"E","EE - 05",46.6,"N","N","N","N","N"," ","N","N",66,92,,,,,74,83,90,,55,78,92,90,88,0,0,0,4,191,2.1,117,28,"EE","05",18,7.2,11.2,0,0,0,43,"N","N","N","N"," "," ",,
"006902001","CLAUDE SCHOOLS","006902","CLAUDE ISD","006","ARMSTRONG","16","REGION 16: AMARILLO","A","A","B","C","B","A",316,234,"B","EE - 12",25.9,"N","N","N","N","N"," ","N","N",63,91,88,90,100,100,72,77,85,,80,92,92,85,92,0,0,0,45,315,14.3,82,37,"EE","12",4,1.3,11.7,0,0,0,74.1,"N","N","N","N"," "," ",,
"007901001","CHARLOTTE H S","007901","CHARLOTTE ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","C","C","C","D","C","C",137,137,"S","09 - 12",63.5,"N","N","N","N","N"," ","N","N",44,72,58,65,100,100,65,65,72,,55,75,75,72,75,,,0,19,139,13.7,87,23,"09","12",10,7.3,16.8,0,0,0,100,"N","N","N","N"," "," ",,
"007901003","DISTRICT REASSIGNMENT & OPPORTUNITY CENTER","007901","CHARLOTTE ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",1,1,"M","07 - 07",100,"Y","N","N","N","N"," ","N","N",,,,,,,,,,,,,,,,,,,5,5,100,1,0,"07","07",0,0,0,0,0,0,100,"N","N","Y","N"," "," ",,
"007901041","CHARLOTTE MIDDLE","007901","CHARLOTTE ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","D","D","D","D","F","D",88,88,"M","06 - 08",62.5,"N","N","N","N","N"," ","N","N",33,62,,,,,59,67,58,,20,62,62,67,66,,,,12,104,11.5,55,22,"06","08",5,5.7,25,0,0,0,100,"N","N","N","N"," "," ",,
"007901101","CHARLOTTE EL","007901","CHARLOTTE ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","C","F","C","C","F","C",216,105,"E","PK - 05",63.4,"N","N","N","N","N"," ","N","N",34,59,,,,,67,75,57,,37,71,59,75,74,,,,25,168,14.9,137,26,"PK","05",24,11.1,12,0,0,0,48.6,"N","N","N","N"," "," ",,
"007902001","JOURDANTON H S","007902","JOURDANTON ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","C","C","C","F","C","D",458,458,"S","09 - 12",48.9,"N","N","N","N","N"," ","N","N",52,79,63,69,99.2,95,58,58,76,,45,67,78,76,75,0,0,0,74,478,15.5,224,77,"09","12",11,2.4,16.8,0,0,0,100,"N","N","N","N"," "," ",,
"007902004","THE LARRY BROWN SCHOOL","007902","JOURDANTON ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",2,2,"M","07 - 08",50,"N","Y","N","N","N"," ","N","N",,,,,,,,,,,,,,,,0,0,0,1,2,50,1,1,"07","08",0,0,50,0,0,0,100,"N","N","N","N"," "," ",,
"007902005","ATASCOSA COUNTY JUVENILE JUSTICE CENTER","007902","JOURDANTON ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",16,16,"S","08 - 11",68.8,"N","N","N","Y","Y"," ","N","N",,,,,,,,,,,,,,,,0,0,0,116,116,100,11,3,"08","11",4,25,18.8,0,0,0,100,"N","N","N","N"," ","RESIDENTIAL FACILITY",,
"007902006","JOURDANTON DAEP","007902","JOURDANTON ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",2,2,"B","06 - 11",50,"Y","N","N","N","N"," ","N","N",,,,,,,,,,,,,,,,0,0,0,62,62,100,1,0,"06","11",0,0,0,0,0,0,100,"N","N","N","N"," "," ",,
"007902041","JOURDANTON J H","007902","JOURDANTON ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","C","C","C","D","C","D",385,385,"M","06 - 08",49.9,"N","N","N","N","N"," ","N","N",45,76,,,,,60,69,72,,32,68,76,72,74,0,0,0,54,414,13,192,71,"06","08",15,3.9,18.4,0,0,0,100,"N","N","N","N"," "," ",,
"007902101","JOURDANTON EL","007902","JOURDANTON ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","C","C","D","D","D","C",447,329,"E","02 - 05",60,"N","N","N","N","N"," ","Y","N",42,71,,,,,57,62,67,,38,72,71,67,71,0,0,0,64,505,12.7,268,85,"02","05",19,4.3,19,0,0,0,73.6,"N","N","N","N"," "," ",,
"007902102","JOURDANTON ECC","007902","JOURDANTON ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","C","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",274,0,"E","EE - 01",59.9,"N","N","N","N","N","007902101","N","Y",,,,,,,,,,,,,,,71,0,0,0,15,124,12.1,164,24,"EE","01",13,4.7,8.8,0,0,0,0,"N","N","N","N","JOURDANTON EL"," ",,
"007904001","LYTLE H S","007904","LYTLE ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","D","D","D","D","D","F",494,494,"S","09 - 12",68.4,"N","N","N","N","N"," ","N","N",39,67,50,59,93.4,65,65,65,67,,31,55,63,67,63,0,0,108,100,540,18.5,338,47,"09","12",75,15.2,9.5,0,21.9,0,100,"N","N","N","N"," "," ",,
"007904002","LYTLE DAEP","007904","LYTLE ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",12,12,"S","07 - 12",75,"Y","N","N","N","N"," ","N","N",,,,,,,,,,,,,,,,0,0,0,55,55,100,9,1,"07","12",3,25,8.3,0,0,0,100,"N","N","N","N"," "," ",,
"007904041","LYTLE J H","007904","LYTLE ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","D","D","D","D","D","C",411,411,"M","06 - 08",69.1,"N","N","N","N","N"," ","N","N",34,64,,,,,56,62,63,,34,70,64,63,66,0,0,0,68,428,15.9,284,66,"06","08",68,16.5,16.1,0,0,0,100,"N","N","N","N"," "," ",,
"007904101","LYTLE EL","007904","LYTLE ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","D","F","D","D","F","D",544,412,"E","02 - 05",79,"N","N","N","N","N"," ","Y","N",29,55,,,,,56,60,55,,22,65,55,60,62,0,0,0,58,571,10.2,430,74,"02","05",91,16.7,13.6,0,0,0,75.7,"N","N","N","N"," "," ",,
"007904103","LYTLE PRIMARY SCHOOL","007904","LYTLE ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","D","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",353,0,"E","EE - 01",82.7,"N","N","N","N","N","007904101","N","Y",,,,,,,,,,,,,,,62,0,0,0,11,118,9.3,292,41,"EE","01",73,20.7,11.6,0,0,0,0,"N","N","N","N","LYTLE EL"," ",,
"007905001","PLEASANTON H S","007905","PLEASANTON ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","B","B","B","D","B","A",980,980,"S","09 - 12",59.2,"N","N","N","N","N"," ","N","N",49,77,78,80,97.7,85,63,62,82,,78,92,80,82,85,0,0,0,136,1021,13.3,580,122,"09","12",58,5.9,12.4,0,0,0,100,"N","N","N","N"," "," ",,
"007905004","ATASCOSA CO ALTER","007905","PLEASANTON ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",7,7,"S","07 - 10",71.4,"N","Y","N","N","N"," ","N","N",13,,,,,,,,,,,,,,,0,0,0,9,9,100,5,5,"07","10",0,0,71.4,0,0,0,100,"N","N","N","N"," "," ",,
"007905005","PLEASANTON ISD SCHOOL OF CHOICE","007905","PLEASANTON ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",7,7,"S","09 - 12",100,"N","N","N","Y","N"," ","N","N",,,40,83,100,100,,,,,,,,,,0,0,0,11,16,68.8,7,3,"09","12",0,0,42.9,0,0,0,100,"N","N","N","Y"," ","DROPOUT RECOVERY SCHOOL",,
"007905041","PLEASANTON J H","007905","PLEASANTON ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","D","C","C","F","C","D",735,735,"M","06 - 08",65.2,"N","N","N","N","N"," ","N","N",38,70,,,,,54,59,70,,16,60,70,70,67,0,0,0,116,837,13.9,479,122,"06","08",60,8.2,16.6,0,0,0,100,"N","N","N","N"," "," ",,
"007905103","PLEASANTON EL","007905","PLEASANTON ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","D","D","F","F","F","D",953,711,"E","02 - 05",68.5,"N","N","N","N","N"," ","Y","N",36,62,,,,,55,59,59,,22,65,62,59,63,,,,140,1042,13.4,653,192,"02","05",54,5.7,20.1,0,0,0,74.6,"N","N","N","N"," "," ",,
"007905105","PLEASANTON PRI","007905","PLEASANTON ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","D","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",671,0,"E","EE - 01",74.2,"N","N","N","N","N","007905103","N","Y",,,,,,,,,,,,,,,63,,,,40,277,14.4,498,74,"EE","01",52,7.7,11,0,0,0,0,"N","N","N","N","PLEASANTON EL"," ",,
"007906001","POTEET H S","007906","POTEET ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","C","D","C","C","C","D",492,492,"S","09 - 12",70.5,"N","N","N","N","N"," ","N","N",42,71,60,67,93.2,65,70,74,73,,42,65,68,74,71,0,94,13,76,553,13.7,347,59,"09","12",39,7.9,12,19.1,2.6,0,100,"N","N","N","N"," "," ",,
"007906003","ATASCOSA CO JUVENILE UNIT","007906","POTEET ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",2,2,"M","08 - 09",100,"N","Y","N","N","N"," ","N","N",,,,,,,,,,,,,,,,0,0,0,,,,2,1,"08","09",1,50,50,0,0,0,100,"N","N","Y","N"," "," ",,
"007906041","POTEET J H","007906","POTEET ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","F","F","F","F","F","F",409,409,"M","06 - 08",74.6,"N","N","N","N","N"," ","N","N",26,54,,,,,44,54,55,,10,49,54,55,53,0,0,0,70,453,15.5,305,74,"06","08",46,11.2,18.1,0,0,0,100,"N","N","N","N"," "," ",,
"007906101","POTEET EL","007906","POTEET ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","D","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",546,0,"E","EE - 02",82.6,"N","N","N","N","N","007906102","N","Y",,,,,,,,,,,,,,,62,0,0,0,40,279,14.3,451,62,"EE","02",69,12.6,11.4,0,0,0,0,"N","N","N","N","POTEET INT"," ",,
"007906102","POTEET INT","007906","POTEET ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","D","F","D","D","F","D",388,388,"E","03 - 05",77.6,"N","N","N","N","N"," ","Y","N",32,57,,,,,57,62,57,,16,62,57,62,62,0,0,0,61,407,15,301,84,"03","05",46,11.9,21.6,0,0,0,100,"N","N","N","N"," "," ",,
"008901001","BELLVILLE H S","008901","BELLVILLE ISD","008","AUSTIN","06","REGION 06: HUNTSVILLE","B","C","C","D","C","C",741,741,"S","09 - 12",39.9,"N","N","N","N","N"," ","N","N",53,80,59,66,100,100,65,65,73,,51,72,78,73,80,0,0,12,55,730,7.5,296,75,"09","12",49,6.6,10.1,0,1.6,0,100,"N","N","N","N"," "," ",83,0.5
"008901041","BELLVILLE J H","008901","BELLVILLE ISD","008","AUSTIN","06","REGION 06: HUNTSVILLE","C","C","C","C","C","D",562,562,"M","06 - 08",44.5,"N","N","N","N","N"," ","N","N",47,78,,,,,64,75,72,,33,69,78,75,78,0,0,0,36,577,6.2,250,70,"06","08",66,11.7,12.5,0,0,0,100,"N","N","N","N"," "," ",80,0.5
"008901101","O'BRYANT PRI","008901","BELLVILLE ISD","008","AUSTIN","06","REGION 06: HUNTSVILLE","C","C","C","Not Rated","C","D",543,138,"E","EE - 03",55.6,"N","N","N","N","N"," ","N","N",45,73,,,,,,,70,,17,62,73,70,75,0,0,0,36,408,8.8,302,94,"EE","03",84,15.5,17.3,0,0,0,25.4,"N","N","N","N"," "," ",80,0.5
"008901102","O'BRYANT INT","008901","BELLVILLE ISD","008","AUSTIN","06","REGION 06: HUNTSVILLE","D","D","C","C","F","D",255,255,"E","04 - 05",49,"N","N","N","N","N"," ","N","N",39,67,,,,,65,73,57,,25,66,67,73,69,,,,27,299,9,125,59,"04","05",32,12.5,23.1,0,0,0,100,"N","N","N","N"," "," ",81,0.5
"008901105","WEST END EL","008901","BELLVILLE ISD","008","AUSTIN","06","REGION 06: HUNTSVILLE","B","B","B","B","C","B",168,93,"E","KG - 05",39.3,"N","N","N","N","N"," ","N","N",54,82,,,,,79,89,75,,64,83,82,89,86,,,,15,150,10,66,13,"KG","05",7,4.2,7.7,0,0,0,55.4,"N","N","N","N"," "," ",85,0.5
"008902001","SEALY H S","008902","SEALY ISD","008","AUSTIN","06","REGION 06: HUNTSVILLE","B","B","B","C","B","C",940,940,"S","09 - 12",59.8,"N","N","N","N","N"," ","N","N",51,78,76,78,98.1,90,70,74,83,,59,78,80,83,82,0,0,0,117,962,12.2,562,116,"09","12",131,13.9,12.3,0,0,0,100,"N","N","N","N"," "," ",,
"008902041","SEALY J H","008902","SEALY ISD","008","AUSTIN","06","REGION 06: HUNTSVILLE","D","D","D","F","D","D",680,680,"M","06 - 08",62.5,"N","N","N","N","N"," ","N","N",36,67,,,,,53,58,63,,18,61,67,63,65,0,,,45,692,6.5,425,119,"06","08",144,21.2,17.5,0,0,0,100,"N","N","N","N"," "," ",,
"008902102","SELMAN EL","008902","SEALY ISD","008","AUSTIN","06","REGION 06: HUNTSVILLE","B","D","B","B","D","C",672,283,"E","EE - 05",71,"N","N","N","N","N"," ","N","N",39,67,,,,,75,85,67,,55,78,67,85,83,,,,56,501,11.2,477,160,"EE","05",152,22.6,23.8,0,0,0,42.1,"N","N","N","N"," "," ",,
"008902104","SEALY EL","008902","SEALY ISD","008","AUSTIN","06","REGION 06: HUNTSVILLE","B","B","B","B","B","A",695,332,"E","PK - 05",65.3,"N","N","N","N","N"," ","N","N",54,82,,,,,76,86,85,,78,92,82,86,88,,,,51,593,8.6,454,113,"PK","05",185,26.6,16.3,0,0,0,47.8,"N","N","N","N"," "," ",,
"008903001","BRAZOS H S","008903","BRAZOS ISD","008","AUSTIN","06","REGION 06: HUNTSVILLE","C","B","C","D","C","C",308,308,"S","09 - 12",52.6,"N","N","N","N","N"," ","N","N",51,78,68,73,100,100,62,60,79,,53,73,80,79,78,0,0,0,24,300,8,162,49,"09","12",40,13,15.9,0,0,0,100,"N","N","N","N"," "," ",,
"008903041","BRAZOS MIDDLE","008903","BRAZOS ISD","008","AUSTIN","06","REGION 06: HUNTSVILLE","A","B","B","B","B","A",211,211,"M","06 - 08",59.2,"N","N","N","N","N"," ","N","N",54,85,,,,,73,84,89,,76,92,85,89,90,0,0,0,22,226,9.7,125,35,"06","08",42,19.9,16.6,0,0,0,100,"N","N","N","N"," "," ",,
"008903102","BRAZOS EL","008903","BRAZOS ISD","008","AUSTIN","06","REGION 06: HUNTSVILLE","C","D","B","B","D","C",340,152,"E","EE - 05",70.6,"N","N","N","N","N"," ","N","N",40,69,,,,,72,81,69,,47,75,69,81,79,,,,33,287,11.5,240,59,"EE","05",82,24.1,17.4,0,0,0,44.7,"N","N","N","N"," "," ",,
"009901001","MULESHOE H S","009901","MULESHOE ISD","009","BAILEY","17","REGION 17: LUBBOCK","A","A","A","B","A","B",353,353,"S","09 - 12",86.1,"N","N","N","N","N"," ","N","N",54,82,90,92,100,100,84,89,91,,73,89,90,91,90,0,0,0,49,385,12.7,304,45,"09","12",80,22.7,12.7,0,0,0,100,"N","N","N","N"," "," ",,
"009901041","WATSON J H","009901","MULESHOE ISD","009","BAILEY","17","REGION 17: LUBBOCK","D","F","D","F","D","D",286,286,"M","06 - 08",89.2,"N","N","N","N","N"," ","N","N",30,58,,,,,50,57,66,,19,62,58,66,65,0,,,42,320,13.1,255,47,"06","08",105,36.7,16.4,0,0,0,100,"N","N","N","N"," "," ",,
"009901101","MARY DESHAZO EL","009901","MULESHOE ISD","009","BAILEY","17","REGION 17: LUBBOCK","C","D","C","C","C","C",291,291,"E","03 - 05",87.6,"N","N","N","N","N"," ","Y","N",40,69,,,,,63,70,75,,48,75,69,75,75,,,,31,310,10,255,53,"03","05",132,45.4,18.2,0,0,0,100,"N","N","N","N"," "," ",,
"009901103","DILLMAN EL","009901","MULESHOE ISD","009","BAILEY","17","REGION 17: LUBBOCK","C","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",390,0,"E","EE - 02",91.5,"N","N","N","N","N","009901101","N","Y",,,,,,,,,,,,,,,75,0,0,0,15,211,7.1,357,68,"EE","02",154,39.5,17.4,0,0,0,0,"N","N","N","N","MARY DESHAZO EL"," ",,
"010901001","MEDINA SCHOOL","010901","MEDINA ISD","010","BANDERA","20","REGION 20: SAN ANTONIO","C","C","C","D","C","C",237,175,"B","PK - 12",59.9,"N","N","N","N","N"," ","N","N",46,74,70,74,100,100,63,62,77,,50,71,79,77,77,0,0,0,59,231,25.5,142,40,"PK","12",4,1.7,16.9,0,0,0,73.8,"N","N","N","N"," "," ",,
"010902001","BANDERA H S","010902","BANDERA ISD","010","BANDERA","20","REGION 20: SAN ANTONIO","D","D","C","C","D","D",708,708,"S","09 - 12",45.5,"N","N","N","N","N"," ","N","N",49,77,49,58,92.7,65,72,77,68,,42,65,67,77,69,0,0,0,100,758,13.2,322,103,"09","12",43,6.1,14.5,0,0,0,100,"N","N","N","N"," "," ",,
"010902041","BANDERA MIDDLE","010902","BANDERA ISD","010","BANDERA","20","REGION 20: SAN ANTONIO","C","C","C","C","D","C",525,525,"M","06 - 08",51,"N","N","N","N","N"," ","N","N",42,74,,,,,64,75,66,,40,72,74,75,74,0,,,83,591,14,268,99,"06","08",38,7.2,18.9,0,0,0,100,"N","N","N","N"," "," ",,
"010902101","ALKEK EL","010902","BANDERA ISD","010","BANDERA","20","REGION 20: SAN ANTONIO","C","C","C","C","D","C",613,318,"E","EE - 05",63,"N","N","N","N","N"," ","N","N",41,70,,,,,68,76,67,,37,71,70,76,75,,,,66,521,12.7,386,119,"EE","05",52,8.5,19.4,0,0,0,51.9,"N","N","N","N"," "," ",,
"010902102","HILL COUNTRY EL","010902","BANDERA ISD","010","BANDERA","20","REGION 20: SAN ANTONIO","F","F","F","F","F","F",485,213,"E","EE - 05",61.4,"N","N","N","N","N"," ","N","N",32,57,,,,,51,57,55,,5,43,57,57,53,,,,69,408,16.9,298,116,"EE","05",23,4.7,23.9,0,0,0,43.9,"N","N","N","N"," "," ",,
"011901001","BASTROP H S","011901","BASTROP ISD","011","BASTROP","13","REGION 13: AUSTIN","C","C","C","C","D","F",1722,1722,"S","09 - 12",57.4,"N","N","N","N","N"," ","N","N",45,73,50,59,99.4,95,73,79,69,,33,57,72,79,72,,,41,255,1748,14.6,989,189,"09","12",450,26.1,11,0,2.4,0,100,"N","N","N","N"," "," ",,
"011901002","CEDAR CREEK H S","011901","BASTROP ISD","011","BASTROP","13","REGION 13: AUSTIN","D","D","D","D","D","F",2111,2111,"S","09 - 12",68.9,"N","N","N","N","N"," ","N","N",35,60,57,65,99.7,95,63,62,67,,17,44,69,67,62,,,24,354,2160,16.4,1455,270,"09","12",1012,47.9,12.8,0,1.1,0,100,"N","N","N","N"," "," ",,
