CAMPUS,CAMPNAME,DISTRICT,DISTNAME,REGION,REGNNAME,COUNTY,CNTYNAME,GRDTYPE,GRDSPAN,PAIRCAMP,PAIRNAME,CFLALTED,CFLCHART,CAMPNAME_CLEAN
013903101,PETTUS EL,13903,PETTUS ISD,2,REGION 02: CORPUS CHRISTI,13,BEE,E,PK - 05, , ,N,N,Pettus Elementary School
013905001,SKIDMORE-TYNAN H S,13905,SKIDMORE-TYNAN ISD,2,REGION 02: CORPUS CHRISTI,13,BEE,S,09 - 12, , ,N,N,Skidmore-Tynan High School
013905041,SKIDMORE-TYNAN J H,13905,SKIDMORE-TYNAN ISD,2,REGION 02: CORPUS CHRISTI,13,BEE,M,06 - 08, , ,N,N,Skidmore-Tynan Junior High
013905101,SKIDMORE-TYNAN EL,13905,SKIDMORE-TYNAN ISD,2,REGION 02: CORPUS CHRISTI,13,BEE,E,PK - 05, , ,N,N,Skidmore-Tynan Elementary School
014801001,RICHARD MILBURN ALTER H S (KILLEEN),14801,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),20,REGION 20: SAN ANTONIO,14,BELL,S,09 - 12, , ,Y,Y,Richard Milburn Alter H S (Killeen)
014801002,RICHARD MILBURN ACADEMY ODESSA,14801,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),20,REGION 20: SAN ANTONIO,14,BELL,S,09 - 12, , ,Y,Y,Richard Milburn Academy Odessa
014801004,RICHARD MILBURN ACADEMY LUBBOCK,14801,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),20,REGION 20: SAN ANTONIO,14,BELL,S,09 - 12, , ,Y,Y,Richard Milburn Academy Lubbock
014801005,RICHARD MILBURN ACADEMY HOUSTON (SUBURBAN),14801,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),20,REGION 20: SAN ANTONIO,14,BELL,S,09 - 12, , ,Y,Y,Richard Milburn Academy Houston (Suburban)
014801006,RICHARD MILBURN ACADEMY FORT WORTH,14801,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),20,REGION 20: SAN ANTONIO,14,BELL,S,09 - 12, , ,Y,Y,Richard Milburn Academy Fort Worth
014801007,RICHARD MILBURN ACADEMY CORPUS CHRISTI,14801,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),20,REGION 20: SAN ANTONIO,14,BELL,S,09 - 12, , ,Y,Y,Richard Milburn Academy Corpus Christi
014801008,RICHARD MILBURN ACADEMY AMARILLO,14801,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),20,REGION 20: SAN ANTONIO,14,BELL,S,09 - 12, , ,Y,Y,Richard Milburn Academy Amarillo
014801009,RICHARD MILBURN ACADEMY PASADENA,14801,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),20,REGION 20: SAN ANTONIO,14,BELL,S,09 - 12, , ,Y,Y,Richard Milburn Academy Pasadena
014801010,RICHARD MILBURN ACADEMY MIDLAND,14801,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),20,REGION 20: SAN ANTONIO,14,BELL,S,09 - 12, , ,Y,Y,Richard Milburn Academy Midland
014803003,PRIORITY CHARTER SCHOOLS COPPERAS COVE,14803,PRIORITY CHARTER SCHOOLS,12,REGION 12: WACO,14,BELL,B,PK - 12, , ,N,Y,Priority Charter Schools Copperas Cove
014803005,PRIORITY CHARTER SCHOOLS - KILLEEN,14803,PRIORITY CHARTER SCHOOLS,12,REGION 12: WACO,14,BELL,E,KG - 04, , ,N,Y,Priority Charter Schools - Killeen
014803101,PRIORITY CHARTER SCHOOLS TEMPLE,14803,PRIORITY CHARTER SCHOOLS,12,REGION 12: WACO,14,BELL,B,PK - 12, , ,N,Y,Priority Charter Schools Temple
014804005,GATEWAY TECH H S,14804,ORENDA CHARTER SCHOOL,12,REGION 12: WACO,14,BELL,S,09 - 12, , ,Y,Y,Gateway Tech High School
014804006,GATEWAY COLLEGE PREPARATORY SCHOOL,14804,ORENDA CHARTER SCHOOL,12,REGION 12: WACO,14,BELL,B,KG - 12, , ,N,Y,Gateway College Preparatory School
014804007,NOLAN CREEK SCHOOL,14804,ORENDA CHARTER SCHOOL,12,REGION 12: WACO,14,BELL,E,KG - 07, , ,N,Y,Nolan Creek School
014804008,KINGSLAND SCHOOL,14804,ORENDA CHARTER SCHOOL,12,REGION 12: WACO,14,BELL,B,KG - 12, , ,N,Y,Kingsland School
014901001,ACADEMY H S,14901,ACADEMY ISD,12,REGION 12: WACO,14,BELL,S,09 - 12, , ,N,N,Academy High School
014901041,ACADEMY J H,14901,ACADEMY ISD,12,REGION 12: WACO,14,BELL,M,06 - 08, , ,N,N,Academy Junior High
014901101,ACADEMY EL,14901,ACADEMY ISD,12,REGION 12: WACO,14,BELL,E,01 - 05, , ,N,N,Academy Elementary School
014901102,ACADEMY EARLY CHILDHOOD CENTER,14901,ACADEMY ISD,12,REGION 12: WACO,14,BELL,E,EE - KG,'014901101,ACADEMY EL,N,N,Academy Early Childhood Center
014902001,BARTLETT SCHOOLS,14902,BARTLETT ISD,13,REGION 13: AUSTIN,14,BELL,B,EE - 12, , ,N,N,Bartlett Schools
014903001,BELTON H S,14903,BELTON ISD,12,REGION 12: WACO,14,BELL,S,09 - 12, , ,N,N,Belton High School
014903006,BELL CO J J A E P,14903,BELTON ISD,12,REGION 12: WACO,14,BELL,S,10 - 10, , ,N,N,Bell Co JJAEP
014903010,LAKE BELTON H S,14903,BELTON ISD,12,REGION 12: WACO,14,BELL,S,09 - 12, , ,N,N,Lake Belton High School
014903025,BELTON NEW TECH H S AT WASKOW,14903,BELTON ISD,12,REGION 12: WACO,14,BELL,S,09 - 11, , ,N,N,Belton New Tech H S At Waskow
014903043,LAKE BELTON MIDDLE,14903,BELTON ISD,12,REGION 12: WACO,14,BELL,M,06 - 08, , ,N,N,Lake Belton Middle School
014903044,SOUTH BELTON MIDDLE,14903,BELTON ISD,12,REGION 12: WACO,14,BELL,M,06 - 08, , ,N,N,South Belton Middle School
014903045,NORTH BELTON MIDDLE,14903,BELTON ISD,12,REGION 12: WACO,14,BELL,M,06 - 08, , ,N,N,North Belton Middle School
014903046,BELTON MIDDLE,14903,BELTON ISD,12,REGION 12: WACO,14,BELL,M,06 - 08, , ,N,N,Belton Middle School
014903102,LEON HEIGHTS EL,14903,BELTON ISD,12,REGION 12: WACO,14,BELL,E,KG - 05, , ,N,N,Leon Heights Elementary School
014903103,MILLER HEIGHTS EL,14903,BELTON ISD,12,REGION 12: WACO,14,BELL,E,KG - 05, , ,N,N,Miller Heights Elementary School
014903104,SOUTHWEST EL,14903,BELTON ISD,12,REGION 12: WACO,14,BELL,E,KG - 05, , ,N,N,Southwest Elementary School
014903108,LAKEWOOD EL,14903,BELTON ISD,12,REGION 12: WACO,14,BELL,E,KG - 05, , ,N,N,Lakewood Elementary School
014903109,SPARTA EL,14903,BELTON ISD,12,REGION 12: WACO,14,BELL,E,KG - 05, , ,N,N,Sparta Elementary School
014903111,JOE M PIRTLE EL,14903,BELTON ISD,12,REGION 12: WACO,14,BELL,E,KG - 05, , ,N,N,Joe M Pirtle Elementary School
014903116,TARVER EL,14903,BELTON ISD,12,REGION 12: WACO,14,BELL,E,KG - 05, , ,N,N,Tarver Elementary School
014903117,HIGH POINT EL,14903,BELTON ISD,12,REGION 12: WACO,14,BELL,E,KG - 05, , ,N,N,High Point Elementary School
014903118,CHISHOLM TRAIL EL,14903,BELTON ISD,12,REGION 12: WACO,14,BELL,E,KG - 05, , ,N,N,Chisholm Trail Elementary School
014903119,BELTON EARLY CHILDHOOD SCHOOL,14903,BELTON ISD,12,REGION 12: WACO,14,BELL,E,EE - PK,'014903000,BELTON ISD,N,N,Belton Early Childhood School
014903120,CHARTER OAK EL,14903,BELTON ISD,12,REGION 12: WACO,14,BELL,E,KG - 05, , ,N,N,Charter Oak Elementary School
014903121,JAMES L BURRELL EL,14903,BELTON ISD,12,REGION 12: WACO,14,BELL,E,KG - 05, , ,N,N,James L Burrell Elementary School
014905001,HOLLAND H S,14905,HOLLAND ISD,12,REGION 12: WACO,14,BELL,S,09 - 12, , ,N,N,Holland High School
014905041,HOLLAND MIDDLE,14905,HOLLAND ISD,12,REGION 12: WACO,14,BELL,M,06 - 08, , ,N,N,Holland Middle School
014905101,HOLLAND EL,14905,HOLLAND ISD,12,REGION 12: WACO,14,BELL,E,PK - 05, , ,N,N,Holland Elementary School
014906001,KILLEEN H S,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,S,09 - 12, , ,N,N,Killeen High School
014906002,C E ELLISON H S,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,S,09 - 12, , ,N,N,C E Ellison High School
014906004,GATEWAY H S,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,S,09 - 12, , ,N,N,Gateway High School
014906006,PATHWAYS ACADEMIC CAMPUS,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,S,09 - 12, , ,Y,N,Pathways Academic Campus
014906007,HARKER HEIGHTS H S,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,S,09 - 12, , ,N,N,Harker Heights High School
014906008,ROBERT M SHOEMAKER H S,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,S,09 - 12, , ,N,N,Robert M Shoemaker High School
014906009,GATEWAY MIDDLE,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,M,06 - 08, , ,N,N,Gateway Middle School
014906013,KILLEEN ISD EARLY COLLEGE H S,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,S,09 - 12, , ,N,N,Killeen Isd Early College High School
014906015,CHAPARRAL H S,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,S,09 - 12, , ,N,N,Chaparral High School
014906022,ADVENTHEALTH SCHOOL,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,B,KG - 11, , ,N,N,Adventhealth School
014906026,KILLEEN JJAEP,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,S,09 - 10, , ,N,N,Killeen JJAEP
014906043,RANCIER MIDDLE,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,M,06 - 08, , ,N,N,Rancier Middle School
014906044,MANOR MIDDLE,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,M,06 - 08, , ,N,N,Manor Middle School
014906046,EASTERN HILLS MIDDLE,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,M,06 - 08, , ,N,N,Eastern Hills Middle School
014906048,PALO ALTO MIDDLE,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,M,06 - 08, , ,N,N,Palo Alto Middle School
014906049,LIBERTY HILL MIDDLE,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,M,06 - 08, , ,N,N,Liberty Hill Middle School
014906050,LIVE OAK RIDGE MIDDLE,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,M,06 - 08, , ,N,N,Live Oak Ridge Middle School
014906051,UNION GROVE MIDDLE,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,M,06 - 08, , ,N,N,Union Grove Middle School
014906052,AUDIE MURPHY MIDDLE,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,M,06 - 08, , ,N,N,Audie Murphy Middle School
014906053,CHARLES E PATTERSON MIDDLE,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,M,06 - 08, , ,N,N,Charles E Patterson Middle School
014906054,ROY J SMITH MIDDLE,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,M,06 - 08, , ,N,N,Roy J Smith Middle School
014906055,NOLAN MIDDLE,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,M,06 - 08, , ,N,N,Nolan Middle School
014906100,EL ALTER LEARNING CENTER,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,E,01 - 05, , ,N,N,El Alter Learning Center
014906105,HARKER HEIGHTS EL,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,E,PK - 05, , ,N,N,Harker Heights Elementary School
014906108,MEADOWS EL,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,E,PK - 05, , ,N,N,Meadows Elementary School
014906109,PEEBLES EL,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,E,PK - 05, , ,N,N,Peebles Elementary School
014906115,NOLANVILLE EL,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,E,PK - 05, , ,N,N,Nolanville Elementary School
014906116,CLARKE EL,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,E,PK - 03, , ,N,N,Clarke Elementary School
014906119,HAY BRANCH EL,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,E,PK - 05, , ,N,N,Hay Branch Elementary School
014906120,WILLOW SPRINGS EL,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,E,EE - 05, , ,N,N,Willow Springs Elementary School
014906121,MOUNTAIN VIEW EL,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,E,PK - 05, , ,N,N,Mountain View Elementary School
014906122,REECES CREEK EL,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,E,PK - 05, , ,N,N,Reeces Creek Elementary School
014906123,CLEAR CREEK EL,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,E,EE - 05, , ,N,N,Clear Creek Elementary School
014906124,CEDAR VALLEY EL,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,E,PK - 05, , ,N,N,Cedar Valley Elementary School
014906125,BROOKHAVEN EL,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,E,EE - 05, , ,N,N,Brookhaven Elementary School
014906126,VENABLE VILLAGE EL,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,E,PK - 05, , ,N,N,Venable Village Elementary School
014906127,TRIMMIER EL,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,E,PK - 05, , ,N,N,Trimmier Elementary School
014906128,MONTAGUE VILLAGE EL,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,E,PK - 05, , ,N,N,Montague Village Elementary School
014906129,MAXDALE EL,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,E,EE - 05, , ,N,N,Maxdale Elementary School
014906130,IRA CROSS JR EL,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,E,EE - 05, , ,N,N,Ira Cross Jr Elementary School
014906131,IDUMA EL,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,E,EE - 05, , ,N,N,Iduma Elementary School
014906132,OVETA CULP HOBBY EL,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,E,EE - 03, , ,N,N,Oveta Culp Hobby Elementary School
014906133,TIMBER RIDGE EL,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,E,EE - 05, , ,N,N,Timber Ridge Elementary School
014906135,SAEGERT EL,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,E,EE - 05, , ,N,N,Saegert Elementary School
014906136,SKIPCHA EL,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,E,EE - 05, , ,N,N,Skipcha Elementary School
014906137,RICHARD E CAVAZOS EL,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,E,EE - 05, , ,N,N,Richard E Cavazos Elementary School
014906138,HAYNES EL,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,E,PK - 05, , ,N,N,Haynes Elementary School
014906139,DR JOSEPH A FOWLER EL,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,E,EE - 05, , ,N,N,Dr Joseph A Fowler Elementary School
014906140,ALICE W DOUSE EL,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,E,PK - 05, , ,N,N,Alice W Douse Elementary School
014906141,MAUDE MOORE WOOD EL,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,E,EE - 05, , ,N,N,Maude Moore Wood Elementary School
014906142,PERSHING PARK ES,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,E,PK - 05, , ,N,N,Pershing Park Es
014906143,KILLEEN EL,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,E,EE - 05, , ,N,N,Killeen Elementary School
014906144,CLIFTON PARK EL,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,E,PK - 05, , ,N,N,Clifton Park Elementary School
014906145,PAT CARNEY EL,14906,KILLEEN ISD,12,REGION 12: WACO,14,BELL,E,PK - 05, , ,N,N,Pat Carney Elementary School
014907001,ROGERS H S,14907,ROGERS ISD,12,REGION 12: WACO,14,BELL,S,09 - 12, , ,N,N,Rogers High School
014907041,ROGERS MIDDLE,14907,ROGERS ISD,12,REGION 12: WACO,14,BELL,M,06 - 08, , ,N,N,Rogers Middle School
014907043,BELL COUNTY DAEP,14907,ROGERS ISD,12,REGION 12: WACO,14,BELL,S,10 - 10, , ,N,N,Bell County DAEP
014907102,ROGERS EL,14907,ROGERS ISD,12,REGION 12: WACO,14,BELL,E,EE - 05, , ,N,N,Rogers Elementary School
014908001,SALADO H S,14908,SALADO ISD,12,REGION 12: WACO,14,BELL,S,09 - 12, , ,N,N,Salado High School
014908042,SALADO MIDDLE,14908,SALADO ISD,12,REGION 12: WACO,14,BELL,M,06 - 08, , ,N,N,Salado Middle School
014908102,THOMAS ARNOLD EL,14908,SALADO ISD,12,REGION 12: WACO,14,BELL,E,EE - 05, , ,N,N,Thomas Arnold Elementary School
014909002,TEMPLE H S,14909,TEMPLE ISD,12,REGION 12: WACO,14,BELL,S,09 - 12, , ,N,N,Temple High School
014909005,WHEATLEY ALTERNATIVE EDUCATION CENTER,14909,TEMPLE ISD,12,REGION 12: WACO,14,BELL,B,02 - 12, , ,N,N,Wheatley Alternative Education Center
014909006,BELL CO J J A E P,14909,TEMPLE ISD,12,REGION 12: WACO,14,BELL,S,09 - 09, , ,N,N,Bell Co JJAEP
014909008,FRED W EDWARDS ACADEMY AEC,14909,TEMPLE ISD,12,REGION 12: WACO,14,BELL,S,09 - 12, , ,Y,N,Fred W Edwards Academy Alternative Education Center
014909041,LAMAR MIDDLE,14909,TEMPLE ISD,12,REGION 12: WACO,14,BELL,M,06 - 08, , ,N,N,Lamar Middle School
014909042,TRAVIS SCIENCE ACADEMY,14909,TEMPLE ISD,12,REGION 12: WACO,14,BELL,M,06 - 08, , ,N,N,Travis Science Academy
014909044,BONHAM MIDDLE,14909,TEMPLE ISD,12,REGION 12: WACO,14,BELL,M,06 - 08, , ,N,N,Bonham Middle School
014909101,MERIDITH-DUNBAR EARLY CHILDHOOD ACADEMY,14909,TEMPLE ISD,12,REGION 12: WACO,14,BELL,E,EE - PK,'014909117,KENNEDY-POWELL EL,N,N,Meridith-Dunbar Early Childhood Academy
014909102,CATER EL,14909,TEMPLE ISD,12,REGION 12: WACO,14,BELL,E,KG - 05, , ,N,N,Cater Elementary School
014909107,JEFFERSON EL,14909,TEMPLE ISD,12,REGION 12: WACO,14,BELL,E,KG - 05, , ,N,N,Jefferson Elementary School
014909110,SCOTT EL,14909,TEMPLE ISD,12,REGION 12: WACO,14,BELL,E,KG - 05, , ,N,N,Scott Elementary School
014909111,THORNTON EL,14909,TEMPLE ISD,12,REGION 12: WACO,14,BELL,E,KG - 05, , ,N,N,Thornton Elementary School
014909114,WESTERN HILLS EL,14909,TEMPLE ISD,12,REGION 12: WACO,14,BELL,E,KG - 05, , ,N,N,Western Hills Elementary School
014909116,RAYE-ALLEN EL,14909,TEMPLE ISD,12,REGION 12: WACO,14,BELL,E,EE - 05, , ,N,N,Raye-Allen Elementary School
014909117,KENNEDY-POWELL EL,14909,TEMPLE ISD,12,REGION 12: WACO,14,BELL,E,KG - 05, , ,N,N,Kennedy-Powell Elementary School
014909118,HECTOR P GARCIA EL,14909,TEMPLE ISD,12,REGION 12: WACO,14,BELL,E,KG - 05, , ,N,N,Hector P Garcia Elementary School
014910001,TROY H S,14910,TROY ISD,12,REGION 12: WACO,14,BELL,S,09 - 12, , ,N,N,Troy High School
014910041,RAYMOND MAYS MIDDLE,14910,TROY ISD,12,REGION 12: WACO,14,BELL,M,06 - 08, , ,N,N,Raymond Mays Middle School
014910101,TROY EL,14910,TROY ISD,12,REGION 12: WACO,14,BELL,E,03 - 05, , ,N,N,Troy Elementary School
014910103,EDNA BIGHAM MAYS EL,14910,TROY ISD,12,REGION 12: WACO,14,BELL,E,EE - 02,'014910101,TROY EL,N,N,Edna Bigham Mays Elementary School
015801001,POR VIDA ACADEMY CHARTER H S,15801,POR VIDA ACADEMY,20,REGION 20: SAN ANTONIO,15,BEXAR,S,09 - 12, , ,Y,Y,Por Vida Academy Charter High School
015801002,POR VIDA ACADEMY CORPUS CHRISTI,15801,POR VIDA ACADEMY,20,REGION 20: SAN ANTONIO,15,BEXAR,S,09 - 12, , ,Y,Y,Por Vida Academy Corpus Christi
015802001,GEORGE GERVIN ACADEMY,15802,GEORGE GERVIN ACADEMY,20,REGION 20: SAN ANTONIO,15,BEXAR,B,PK - 12, , ,N,Y,George Gervin Academy
015802004,RUTH JONES MCCLENDON MIDDLE,15802,GEORGE GERVIN ACADEMY,20,REGION 20: SAN ANTONIO,15,BEXAR,S,07 - 12, , ,Y,Y,Ruth Jones McClendon Middle School
015805001,FRANK L MADLA EARLY COLLEGE H S,15805,NEW FRONTIERS PUBLIC SCHOOLS INC,20,REGION 20: SAN ANTONIO,15,BEXAR,S,09 - 12, , ,N,Y,Frank L Madla Early College High School
015805002,IMELDA DAVIS EARLY COLLEGE H S,15805,NEW FRONTIERS PUBLIC SCHOOLS INC,20,REGION 20: SAN ANTONIO,15,BEXAR,S,09 - 10, , ,N,Y,Imelda Davis Early College High School
015805041,GREG A GARCIA EARLY COLLEGE INT,15805,NEW FRONTIERS PUBLIC SCHOOLS INC,20,REGION 20: SAN ANTONIO,15,BEXAR,M,06 - 08, , ,N,Y,Greg A Garcia Early College Intermediate School
015806003,LEGACY TRADITIONAL- BASSE SECONDARY,15806,LEGACY TRADITIONAL SCHOOLS - TEXAS,20,REGION 20: SAN ANTONIO,15,BEXAR,B,06 - 12, , ,N,Y,Legacy Traditional- Basse Secondary
015806041,LEGACY TRADITIONAL SCHOOL - ALAMO RANCH,15806,LEGACY TRADITIONAL SCHOOLS - TEXAS,20,REGION 20: SAN ANTONIO,15,BEXAR,E,PK - 08, , ,N,Y,Legacy Traditional School - Alamo Ranch
015806101,LEGACY TRADITIONAL - BASSE PRI,15806,LEGACY TRADITIONAL SCHOOLS - TEXAS,20,REGION 20: SAN ANTONIO,15,BEXAR,E,PK - 05, , ,N,Y,Legacy Traditional - Basse Primary School
015806106,LEGACY TRADITIONAL SCHOOL - CIBOLO,15806,LEGACY TRADITIONAL SCHOOLS - TEXAS,20,REGION 20: SAN ANTONIO,15,BEXAR,E,PK - 08, , ,N,Y,Legacy Traditional School - Cibolo
015807001,NORTHEAST EL CAMPUS,15807,SOUTHWEST PREPARATORY SCHOOL,20,REGION 20: SAN ANTONIO,15,BEXAR,E,PK - 05, , ,N,Y,Northeast El Campus
015807002,SOUTHWEST PREPARATORY SOUTHEAST CAMPUS,15807,SOUTHWEST PREPARATORY SCHOOL,20,REGION 20: SAN ANTONIO,15,BEXAR,B,PK - 12, , ,N,Y,Southwest Preparatory Southeast Campus
015807004,SOUTHWEST PREPARATORY SCHOOL-NORTHWEST,15807,SOUTHWEST PREPARATORY SCHOOL,20,REGION 20: SAN ANTONIO,15,BEXAR,B,06 - 12, , ,Y,Y,Southwest Preparatory School-Northwest
015807005,NORTHEAST CAMPUS,15807,SOUTHWEST PREPARATORY SCHOOL,20,REGION 20: SAN ANTONIO,15,BEXAR,B,06 - 12, , ,Y,Y,Northeast Campus
015807101,SOUTHWEST PREP NORTHWEST EL,15807,SOUTHWEST PREPARATORY SCHOOL,20,REGION 20: SAN ANTONIO,15,BEXAR,E,PK - 05, , ,N,Y,Southwest Prep Northwest Elementary School
015807102,SEGUIN CAMPUS,15807,SOUTHWEST PREPARATORY SCHOOL,20,REGION 20: SAN ANTONIO,15,BEXAR,B,PK - 12, , ,N,Y,Seguin Campus
015808003,HAYS INSPIRE ACADEMY,15808,INSPIRE ACADEMIES,20,REGION 20: SAN ANTONIO,15,BEXAR,S,08 - 11, , ,Y,Y,Hays Inspire Academy
015808007,ROCKDALE INSPIRE ACADEMY,15808,INSPIRE ACADEMIES,20,REGION 20: SAN ANTONIO,15,BEXAR,S,07 - 12, , ,Y,Y,Rockdale Inspire Academy
015808009,ANNE FRANK INSPIRE ACADEMY,15808,INSPIRE ACADEMIES,20,REGION 20: SAN ANTONIO,15,BEXAR,B,KG - 12, , ,N,Y,Anne Frank Inspire Academy
015808012,LEGACY RANCH INSPIRE ACADEMY,15808,INSPIRE ACADEMIES,20,REGION 20: SAN ANTONIO,15,BEXAR,B,KG - 12, , ,N,Y,Legacy Ranch Inspire Academy
015808014,BELL COUNTY INSPIRE ACADEMY,15808,INSPIRE ACADEMIES,20,REGION 20: SAN ANTONIO,15,BEXAR,B,06 - 11, , ,Y,Y,Bell County Inspire Academy
015808016,RISE INSPIRE ACADEMY,15808,INSPIRE ACADEMIES,20,REGION 20: SAN ANTONIO,15,BEXAR,S,09 - 12, , ,Y,Y,Rise Inspire Academy
015808017,INNOVA JOY INSPIRE ACADEMY,15808,INSPIRE ACADEMIES,20,REGION 20: SAN ANTONIO,15,BEXAR,S,08 - 11, , ,Y,Y,Innova Joy Inspire Academy
015809101,BEXAR COUNTY ACADEMY,15809,BEXAR COUNTY ACADEMY,20,REGION 20: SAN ANTONIO,15,BEXAR,E,PK - 08, , ,N,Y,Bexar County Academy
015814001,POSITIVE SOLUTIONS CHARTER,15814,POSITIVE SOLUTIONS CHARTER SCHOOL,20,REGION 20: SAN ANTONIO,15,BEXAR,S,09 - 12, , ,Y,Y,Positive Solutions Charter
015815001,HERITAGE ACADEMY OF WINDCREST,15815,HERITAGE ACADEMY,20,REGION 20: SAN ANTONIO,15,BEXAR,E,PK - 05, , ,N,Y,Heritage Academy Of Windcrest
015815041,HERITAGE ACADEMY OF DEL RIO,15815,HERITAGE ACADEMY,20,REGION 20: SAN ANTONIO,15,BEXAR,S,09 - 12, , ,Y,Y,Heritage Academy Of Del Rio
015815042,HERITAGE ACADEMY OF DEL RIO MIDDLE,15815,HERITAGE ACADEMY,20,REGION 20: SAN ANTONIO,15,BEXAR,M,05 - 08, , ,Y,Y,Heritage Academy Of Del Rio Middle School
015815101,HERITAGE ACADEMY,15815,HERITAGE ACADEMY,20,REGION 20: SAN ANTONIO,15,BEXAR,M,07 - 08, , ,Y,Y,Heritage Academy
015815104,HERITAGE ACADEMY OF SAN ANTONIO,15815,HERITAGE ACADEMY,20,REGION 20: SAN ANTONIO,15,BEXAR,M,06 - 06, , ,Y,Y,Heritage Academy Of San Antonio
015822001,JUBILEE SAN ANTONIO,15822,JUBILEE ACADEMIES,20,REGION 20: SAN ANTONIO,15,BEXAR,B,PK - 12, , ,N,Y,Jubilee San Antonio
015822002,JUBILEE HIGHLAND HILLS,15822,JUBILEE ACADEMIES,20,REGION 20: SAN ANTONIO,15,BEXAR,E,PK - 08, , ,N,Y,Jubilee Highland Hills
015822004,JUBILEE - LAKE VIEW UNIVERSITY PREP,15822,JUBILEE ACADEMIES,20,REGION 20: SAN ANTONIO,15,BEXAR,B,PK - 12, , ,N,Y,Jubilee - Lake View University Prep
015822006,JUBILEE KINGSVILLE,15822,JUBILEE ACADEMIES,20,REGION 20: SAN ANTONIO,15,BEXAR,B,PK - 09, , ,N,Y,Jubilee Kingsville
015822007,JUBILEE LIVING WAY,15822,JUBILEE ACADEMIES,20,REGION 20: SAN ANTONIO,15,BEXAR,E,PK - 05, , ,N,Y,Jubilee Living Way
015822008,JUBILEE HARLINGEN,15822,JUBILEE ACADEMIES,20,REGION 20: SAN ANTONIO,15,BEXAR,B,PK - 09, , ,N,Y,Jubilee Harlingen
