id,name,Campus Number,Campus Name
43905111,SPEARS EL,43905111,Spears Elementary School
43905112,SPARKS EL,43905112,Sparks Elementary School
43905113,GUNSTREAM EL,43905113,Gunstream Elementary School
43905114,RIDDLE EL,43905114,Riddle Elementary School
43905115,BOALS EL,43905115,Boals Elementary School
43905116,ISBELL EL,43905116,Isbell Elementary School
43905117,PINK ELEMENTARY,43905117,Pink Elementary School
43905118,BLEDSOE ELEMENTARY,43905118,Bledsoe Elementary School
43905119,ASHLEY EL,43905119,Ashley Elementary School
43905120,OGLE ELEMENTARY,43905120,Ogle Elementary School
43905121,CORBELL EL,43905121,Corbell Elementary School
43905122,SEM EL,43905122,Sem Elementary School
43905123,TAYLOR EL,43905123,Taylor Elementary School
43905124,MOONEYHAM EL,43905124,Mooneyham Elementary School
43905125,ROBERTSON EL,43905125,Robertson Elementary School
43905126,ELLIOTT EL,43905126,Elliott Elementary School
43905127,CARROLL EL,43905127,Carroll Elementary School
43905128,TADLOCK EL,43905128,Tadlock Elementary School
43905129,ALLEN EL,43905129,Allen Elementary School
43905130,SONNTAG EL,43905130,Sonntag Elementary School
43905131,PUREFOY EL,43905131,Purefoy Elementary School
43905132,COMSTOCK EL,43905132,Comstock El
43905133,PHILLIPS EL,43905133,Phillips El
43905134,NICHOLS EL,43905134,Nichols El
43905135,EARLY CHILDHOOD SCHOOL,43905135,Early Childhood School
43907002,MCKINNEY H S,43907002,McKinney High School
43907004,MCKINNEY NORTH H S,43907004,McKinney North High School
43907005,SERENITY HIGH,43907005,Serenity High School
43907006,COUNTY RESIDENTIAL CENTER,43907006,County Residential Center
43907007,MCKINNEY BOYD H S,43907007,McKinney Boyd High School
43907041,FAUBION MIDDLE,43907041,Faubion Middle School
43907043,DOWELL MIDDLE,43907043,Dowell Middle School
43907044,SCOTT MORGAN JOHNSON MIDDLE,43907044,Scott Morgan Johnson Middle School
43907045,LEONARD EVANS JR MIDDLE,43907045,Leonard Evans Jr Middle School
43907046,DR JACK COCKRILL MIDDLE,43907046,Dr Jack Cockrill Middle School
43907102,FINCH EL,43907102,Finch Elementary School
43907104,WEBB EL,43907104,Webb Elementary School
43907105,BURKS EL,43907105,Burks Elementary School
43907107,CALDWELL EL,43907107,Caldwell Elementary School
43907108,VALLEY CREEK EL,43907108,Valley Creek Elementary School
43907109,GLEN OAKS EL,43907109,Glen Oaks Elementary School
43907111,SLAUGHTER EL,43907111,Slaughter Elementary School
43907112,REUBEN JOHNSON EL,43907112,Reuben Johnson Elementary School
43907113,C T EDDINS EL,43907113,CT Eddins Elementary School
43907115,ROY LEE WALKER EL,43907115,Roy Lee Walker Elementary School
43907116,EARL & LOTTIE WOLFORD EL,43907116,Earl & Lottie Wolford Elementary School
43907117,ARTHUR H MCNEIL EL,43907117,Arthur H McNeil Elementary School
43907118,ALBERT & IOLA LEE DAVIS MALVERN EL,43907118,Albert & Iola Lee Davis Malvern Elementary School
43907119,JOSE DE JESUS AND MARIA LUISA VEGA,43907119,Jose De Jesus And Maria Luisa Vega Elementary School
43907120,DEAN AND MILDRED BENNETT EL,43907120,Dean And Mildred Bennett Elementary School
43907121,GARY AND BOBBYE JACK MINSHEW EL,43907121,Gary And Bobbye Jack Minshew Elementary School
43907122,J B WILMETH EL,43907122,JB Wilmeth Elementary School
43907123,JESSE MCGOWEN EL,43907123,Jesse McGowen Elementary School
43907124,NAOMI PRESS EL,43907124,Naomi Press Elementary School
43907125,HERMAN LAWSON EARLY CHILDHOOD SCH,43907125,Herman Lawson Early Childhood Center
43907126,LIZZIE NELL CUNDIFF MCCLURE EL,43907126,Lizzie Nell Cundiff Mcclure Elementary School
43907197,J J A E P,43907197,JJAEP
43908001,MELISSA H S,43908001,Melissa High School
43908101,MELISSA MIDDLE,43908101,Melissa Middle School
43908102,HARRY MCKILLOP EL,43908102,Harry McKillop Elementary School
43908103,COLLIN CO J J A E P,43908103,Collin Co J J A E P
43908105,MELISSA RIDGE INTERMED,43908105,Melissa Ridge Intermediate School
43910001,PLANO SR H S,43910001,Plano Senior High School
43910003,WILLIAMS H S,43910003,Williams High School
43910004,VINES H S,43910004,Vines High School
43910005,CLARK H S,43910005,Clark High School
43910006,PLANO EAST SR H S,43910006,Plano East Senior High School
43910007,SHEPTON H S,43910007,Shepton High School
43910009,JASPER H S,43910009,Jasper High School
43910010,PLANO WEST SENIOR H S,43910010,Plano West Senior High School
43910011,C A MCMILLEN H S,43910011,C A Mcmillen H S
43910025,PLANO JJAEP,43910025,Plano JJAEP
43910042,BOWMAN MIDDLE,43910042,Bowman Middle School
43910043,WILSON MIDDLE,43910043,Wilson Middle School
43910044,HAGGARD MIDDLE,43910044,Haggard Middle School
43910045,ARMSTRONG MIDDLE,43910045,Armstrong Middle School
43910046,CARPENTER MIDDLE,43910046,Carpenter Middle School
43910047,SCHIMELPFENIG MIDDLE,43910047,Schimelpfenig Middle School
43910048,HENDRICK MIDDLE,43910048,Hendrick Middle School
43910049,RENNER MIDDLE,43910049,Renner Middle School
43910050,ROBINSON MIDDLE,43910050,Robinson Middle School
43910052,FRANKFORD MIDDLE,43910052,Frankford Middle School
43910053,C M RICE MIDDLE,43910053,CM Rice Middle School
43910054,MURPHY MIDDLE,43910054,Murphy Middle School
43910056,OTTO MIDDLE,43910056,Otto Middle School
43910101,JACKSON EL,43910101,Jackson Elementary School
43910102,MEADOWS EL,43910102,Meadows Elementary School
43910103,MENDENHALL EL,43910103,Mendenhall Elementary School
43910104,SIGLER EL,43910104,Sigler Elementary School
43910105,MEMORIAL EL,43910105,Memorial Elementary School
43910106,ALDRIDGE EL,43910106,Aldridge Elementary School
43910108,SHEPARD EL,43910108,Shepard Elementary School
43910109,FORMAN EL,43910109,Forman Elementary School
43910111,DAVIS EL,43910111,Davis Elementary School
43910112,CHRISTIE EL,43910112,Christie Elementary School
43910113,WEATHERFORD EL,43910113,Weatherford Elementary School
43910114,HUGHSTON EL,43910114,Hughston Elementary School
43910115,SAIGLING EL,43910115,Saigling Elementary School
43910116,WELLS EL,43910116,Wells Elementary School
43910117,THOMAS EL,43910117,Thomas Elementary School
43910118,HARRINGTON EL,43910118,Harrington Elementary School
43910119,DOOLEY EL,43910119,Dooley Elementary School
43910120,HUFFMAN EL,43910120,Huffman Elementary School
43910121,CARLISLE EL,43910121,Carlisle Elementary School
43910122,MATHEWS EL,43910122,Mathews Elementary School
43910123,BRINKER EL,43910123,Brinker Elementary School
43910124,DAFFRON EL,43910124,Daffron Elementary School
43910125,HEDGCOXE EL,43910125,Hedgcoxe Elementary School
43910126,MITCHELL EL,43910126,Mitchell Elementary School
43910127,RASOR EL,43910127,Rasor Elementary School
43910128,BETHANY EL,43910128,Bethany Elementary School
43910129,GULLEDGE EL,43910129,Gulledge Elementary School
43910130,ROSE HAGGAR EL,43910130,Rose Haggar Elementary School
43910131,MILLER EL,43910131,Miller Elementary School
43910132,BARKSDALE EL,43910132,Barksdale Elementary School
43910133,SKAGGS EL,43910133,Skaggs Elementary School
43910134,HAUN EL,43910134,Haun Elementary School
43910135,MCCALL EL,43910135,McCall Elementary School
43910136,BEVERLY EL,43910136,Beverly Elementary School
43910138,HIGHTOWER EL,43910138,Hightower Elementary School
43910139,STINSON EL,43910139,Stinson Elementary School
43910140,ANDREWS EL SCHOOL,43910140,Andrews Elementary School
43910141,CENTENNIAL EL,43910141,Centennial Elementary School
43910142,BOGGESS EL,43910142,Boggess Elementary School
43910143,HICKEY EL SCHOOL,43910143,Hickey Elementary School
43910144,WYATT EL,43910144,Wyatt Elementary School
43910145,MARTHA HUNT EL,43910145,Martha Hunt Elementary School
43910148,SCHELL EL,43910148,Schell Elementary School
43910149,BARRON EL,43910149,Barron Elementary School
43910160,BEATY EARLY CHILDHOOD SCHOOL,43910160,Beaty Early Childhood School
43910161,PEARSON EARLY CHILDHOOD,43910161,Pearson Early Childhood
43910165,ISAACS EARLY CHILDHOOD SCHOOL,43910165,Isaacs Early Childhood School
43910200,HOSPITAL/HOMEBOUND,43910200,Hospital/Homebound
43910212,PLANO FAMILY LITERACY,43910212,Plano Family Literacy
43910213,HEAD START,43910213,Head Start
43911001,PRINCETON H S,43911001,Princeton High School
43911041,CLARK JR HIGH,43911041,Clark Junior High School
43911101,LACY ELEMENTARY,43911101,Lacy Elementary School
43911102,HUDDLESTON INTERMEDIATE,43911102,Huddleston Intermediate School
43911103,GODWIN EL,43911103,Godwin Elementary School
43911104,HARPER EL,43911104,Harper Elementary School
43912001,PROSPER H S,43912001,Prosper High School
43912041,LORENE ROGERS MIDDLE,43912041,Lorene Rogers Middle School
43912042,REYNOLDS MIDDLE,43912042,Reynolds Middle School
43912101,R STEVE FOLSOM EL,43912101,R Steve Folsom Elementary School
43912102,JUDY RUCKER EL,43912102,Judy Rucker Elementary School
43912103,JOHN A BAKER,43912103,John A Baker Elementary School
43912104,CYNTHIA A COCKRELL EL,43912104,Cynthia A Cockrell El
43914001,WYLIE H S,43914001,Wylie High School
43914002,COLLIN CO J J A E P,43914002,Collin Co J J A E P
43914003,WYLIE EAST H S,43914003,Wylie East High School
43914004,ACHIEVE ACADEMY,43914004,Achieve Academy
43914041,GRADY BURNETT JUNIOR HIGH SCHOOL,43914041,Grady Burnett Junior High School
43914042,AB HARRISON INT,43914042,AB Harrison Intermediate School
43914043,FRANK MCMILLAN JUNIOR HIGH SCHOOL,43914043,Frank McMillan Junior High School
43914044,DAVIS INTERMEDIATE SCHOOL,43914044,Davis Intermediate School
43914045,RAYMOND B COOPER J H,43914045,Raymond B Cooper Junior High School
43914046,DR AL DRAPER INTERMED,43914046,Dr Al Draper Intermediate School
43914101,R F HARTMAN EL,43914101,RF Hartman Elementary School
43914102,T F BIRMINGHAM EL,43914102,TF Birmingham Elementary School
43914103,P M AKIN EL,43914103,PM Akin Elementary School
43914104,DODD EL,43914104,Dodd Elementary School
43914105,R V GROVES EL,43914105,RV Groves Elementary School
43914106,CHERI COX EL,43914106,Cheri Cox Elementary School
43914107,TIBBALS EL,43914107,Tibbals Elementary School
43914108,RITA SMITH EL,43914108,Rita Smith Elementary School
43914109,DON WHITT EL,43914109,Don Whitt Elementary School
43914110,WALLY WATKINS EL,43914110,Wally Watkins Elementary School
43917001,BLUE RIDGE H S,43917001,Blue Ridge High School
43917041,BLUE RIDGE MIDDLE,43917041,Blue Ridge Middle School
43917101,BLUE RIDGE EL,43917101,Blue Ridge Elementary School
43918001,COMMUNITY H S,43918001,Community High School
43918041,COMMUNITY MIDDLE,43918041,Community Middle School
43918101,MCCLENDON EL,43918101,McClendon Elementary School
43918103,NESMITH EL,43918103,Phyliss Nesmith Elementary School
43919001,LOVEJOY H S,43919001,Lovejoy High School
43919041,SLOAN CREEK MIDDLE,43919041,Sloan Creek Middle School
43919101,CARRIE L LOVEJOY EL,43919101,Carrie L Lovejoy Elementary School
43919102,JOE V HART EL,43919102,Joe V Hart Elementary School
43919104,ROBERT L PUSTER EL,43919104,Robert L Puster Elementary School
44902001,WELLINGTON H S,44902001,Wellington High School
44902041,WELLINGTON J H,44902041,Wellington Junior High School
44902101,WELLINGTON EL,44902101,Wellington Elementary School
45902001,COLUMBUS H S,45902001,Columbus High School
45902002,COLUMBUS ALTERNATIVE SCHOOL,45902002,Columbus Alternative School
45902003,FIVE OAKS ACHIEVEMENT CENTER,45902003,Five Oaks Achievement Center
45902041,COLUMBUS J H,45902041,Columbus Junior High School
45902101,COLUMBUS EL,45902101,Columbus Elementary School
45903001,RICE H S,45903001,Rice High School
45903043,RICE JH,45903043,Rice Junior High School
45903102,SHERIDAN EL,45903102,Sheridan Elementary School
45903103,GARWOOD EL,45903103,Garwood Elementary School
45903105,EAGLE LAKE INT,45903105,Eagle Lake Intermediate School
45903106,EAGLE LAKE PRI,45903106,Eagle Lake Primary School
45905002,WEIMAR H S,45905002,Weimar High School
45905041,WEIMAR J H,45905041,Weimar Junior High School
45905102,WEIMAR EL,45905102,Weimar Elementary School
46802001,TRINITY CHARTER SCHOOL,46802001,Trinity Charter School - Canyon Lake (C)
46802004,TRINITY CHARTER SCHOOL,46802004,Trinity Charter School - Katy (C)
46901001,NEW BRAUNFELS H S,46901001,New Braunfels High School
46901002,NEW BRAUNFELS H S NINTH GRADE CENT,46901002,New Braunfels H S Ninth Grade Cent
46901038,THE NBISD LEARNING CENTER,46901038,New Braunfels ISD Learning Center
46901041,NEW BRAUNFELS MIDDLE,46901041,New Braunfels Middle School
46901042,OAKRUN MIDDLE,46901042,Oak Run Middle School
46901102,LONE STAR EL,46901102,Lone Star Elementary School
46901103,CARL SCHURZ EL,46901103,Carl Schurz Elementary School
46901104,SEELE EL,46901104,Seele Elementary School
46901105,LAMAR EL,46901105,Lamar Elementary School
46901106,COUNTY LINE ELEMENTARY,46901106,County Line Elementary School
46901107,WALNUT SPRINGS EL,46901107,Walnut Springs Elementary School
46901108,MEMORIAL EL,46901108,Memorial Elementary School
46901109,KLEIN ROAD EL,46901109,Klein Road Elementary School
46902001,CANYON H S,46902001,Canyon High School
46902002,SMITHSON VALLEY H S,46902002,Smithson Valley High School
46902003,CANYON LAKE H S,46902003,Canyon Lake High School
46902007,ALAMO COLLEGES - MEMORIAL EARLY CO,46902007,Alamo Colleges - Memorial Early College High School
46902041,SMITHSON VALLEY MIDDLE,46902041,Smithson Valley Middle School
46902042,CANYON MIDDLE,46902042,Canyon Middle School
46902044,SPRING BRANCH MIDDLE,46902044,Spring Branch Middle School
46902045,CHURCH HILL MIDDLE,46902045,Church Hill Middle School
46902046,MT VALLEY MIDDLE,46902046,Mt Valley Middle School
46902101,RAHE BULVERDE EL,46902101,Rahe Bulverde Elementary School
46902102,GARDEN RIDGE EL,46902102,Garden Ridge Elementary School
46902104,GOODWIN FRAZIER EL,46902104,Goodwin Frazier Elementary School
46902105,STARTZVILLE EL,46902105,Startzville Elementary School
46902107,BILL BROWN ELEMENTARY SCHOOL,46902107,Bill Brown Elementary School
46902110,ARLON R SEAY EL,46902110,Arlon R Seay Elementary School
46902111,MH SPECHT EL,46902111,MH Specht Elementary School
46902112,HOFFMANN LANE EL,46902112,Hoffmann Lane Elementary School
46902113,REBECCA CREEK EL SCHOOL,46902113,Rebecca Creek Elementary School
46902114,TIMBERWOOD PARK EL,46902114,Timberwood Park Elementary School
46902115,FREIHEIT EL,46902115,Freiheit Elementary School
46902117,MORNINGSIDE EL,46902117,Morningside Elementary School
46902119,CLEAR SPRING EL,46902119,Clear Spring Elementary School
46902121,JOHNSON RANCH EL,46902121,Johnson Ranch Elementary School
46902122,KINDER RANCH EL,46902122,Kinder Ranch El
46902123,OAK CREEK EL,46902123,Oak Creek Elementary School
46902125,INDIAN SPRINGS EL,46902125,Indian Springs El
46902201,COMAL ACADEMY,46902201,Comal Academy
46902206,COMAL DISCIPLINE CENTER,46902206,Comal Discipline Center
47901001,COMANCHE H S,47901001,Comanche High School
47901041,JEFFERIES J H,47901041,Jefferies Junior High School
47901042,COMANCHE MIDDLE,47901042,Comanche Middle School
47901101,COMANCHE EL,47901101,Comanche Elementary School
47902001,DE LEON H S,47902001,De Leon High School
47902041,PERKINS MIDDLE,47902041,Perkins Middle School
47902101,DE LEON EL,47902101,De Leon Elementary School
47903001,GUSTINE SCHOOL,47903001,Gustine School
47905001,SIDNEY SCHOOL,47905001,Sidney School
48901001,EDEN H S,48901001,Eden High School
48901101,EDEN EL,48901101,Eden Elementary School
48901102,VERIBEST PPCD,48901102,Veribest Preschool Program for Children with Disabilities
48901180,WALL SPECIAL PROGRAMS,48901180,Wall Special Programs
48901195,FAIRVIEW SPECIAL PROGRAMS,48901195,Fairview Special Programs
48903001,PAINT ROCK SCHOOL,48903001,Paint Rock School
48903190,WALL SPECIAL PROGRAMS,48903190,Wall Special Programs
48903191,VERIBEST PPCD,48903191,Veribest PPCD
48903195,FAIRVIEW SPECIAL PROGRAMS,48903195,Fairview Special Programs
49901001,GAINESVILLE H S,49901001,Gainesville High School
49901041,GAINESVILLE MIDDLE,49901041,Gainesville Middle School
49901101,EDISON EL,49901101,Edison Elementary School
49901104,ROBERT E LEE INT,49901104,Robert E Lee Intermediate School
49901107,W E CHALMERS EL,49901107,WE Chalmers Elementary School
49902001,MUENSTER H S,49902001,Muenster High School
49902101,MUENSTER EL,49902101,Muenster Elementary School
49903001,VALLEY VIEW H S,49903001,Valley View High School
49903041,VALLEY VIEW MIDDLE,49903041,Valley View Middle School
49903101,VALLEY VIEW EL,49903101,Valley View Elementary School
49905001,CALLISBURG H S,49905001,Callisburg High School
49905002,DAEP,49905002,Daep
49905042,CALLISBURG MIDDLE,49905042,Callisburg Middle School
49905101,CALLISBURG EL,49905101,Callisburg Elementary School
49906001,ERA SCHOOL,49906001,Era School
49907001,LINDSAY H S,49907001,Lindsay High School
49907101,LINDSAY EL,49907101,Lindsay Elementary School
49908101,WALNUT BEND EL,49908101,Walnut Bend Elementary School
49909101,SIVELLS BEND EL,49909101,Sivells Bend Elementary School
50901001,EVANT H S,50901001,Evant High School
50901101,EVANT EL,50901101,Evant Elementary School
50902001,GATESVILLE H S,50902001,Gatesville High School
50902041,GATESVILLE J H,50902041,Gatesville Junior High School
50902101,GATESVILLE EL,50902101,Gatesville Elementary School
50902102,GATESVILLE PRI,50902102,Gatesville Primary School
50902103,GATESVILLE INT,50902103,Gatesville Intermediate School
50904001,OGLESBY SCHOOL,50904001,Oglesby School
50909001,JONESBORO SCHOOL,50909001,Jonesboro School
50910001,COPPERAS COVE H S,50910001,Copperas Cove High School
50910005,CROSSROADS H S,50910005,Crossroads High School
50910041,COPPERAS COVE J H,50910041,Copperas Cove Junior High School
50910042,S C LEE J H,50910042,SC Lee Junior High School
50910101,FAIRVIEW/MISS JEWELL EL,50910101,Fairview/Miss Jewell Elementary School
50910102,HETTIE HALSTEAD EL,50910102,Hettie Halstead Elementary School
50910104,C R CLEMENTS/HOLLIE PARSONS EL,50910104,CR Clements/Hollie Parsons Elementary School
50910105,MAE STEVENS EL,50910105,Mae Stevens Elementary School
50910106,MARTIN WALKER EL,50910106,Martin Walker Elementary School
50910107,J L WILLIAMS/LOVETT LEDGER EL,50910107,JL Williams/Lovett Ledger Elementary School
50910110,HOUSE CREEK EL,50910110,House Creek El
51901001,PADUCAH SCHOOL,51901001,Paducah School
52901001,CRANE HIGH SCHOOL,52901001,Crane High School
52901041,CRANE MIDDLE,52901041,Crane Middle School
52901101,CRANE EL,52901101,Crane Elementary School
53001001,OZONA H S,53001001,Ozona High School
53001041,OZONA MIDDLE,53001041,Ozona Middle School
53001103,OZONA EL,53001103,Ozona Elementary School
54901001,CROSBYTON H S,54901001,Crosbyton High School
54901041,CROSBYTON MIDDLE,54901041,Crosbyton Middle School
54901101,CROSBYTON EL,54901101,Crosbyton Elementary School
54901200,SP ED CO-OP,54901200,Special Education Coop
54902001,LORENZO H S,54902001,Lorenzo High School
54902102,LORENZO EL,54902102,Lorenzo Elementary School
54903001,RALLS H S,54903001,Ralls High School
54903002,RECOVERY EDUCATION CAMPUS,54903002,Recovery Education Campus
54903041,RALLS MIDDLE,54903041,Ralls Middle School
54903102,RALLS EL,54903102,Ralls Elementary School
55901001,VAN HORN H S,55901001,Van Horn High School
55901041,VAN HORN J H,55901041,Van Horn Junior High School
55901102,EAGLE EL,55901102,Eagle Elementary School
56901001,DALHART H S,56901001,Dalhart High School
56901002,X I T SECONDARY SCHOOL,56901002,XIT Secondary School
56901042,DALHART J H,56901042,Dalhart Junior High School
56901104,DALHART EL,56901104,Dalhart Elementary School
56901105,DALHART INT SCHOOL,56901105,Dalhart Intermediate School
56902001,TEXLINE SCHOOL,56902001,Texline School
57802001,PEGASUS CHARTER H S,57802001,Pegasus Charter High School (C)
57803002,UPLIFT EDUCATION-NORTH HILLS PREP,57803002,North Hills Preparatory School - High School Campus (C)
57803041,UPLIFT EDUCATION-NORTH HILLS PREP,57803041,North Hills School (C)
57803043,UPLIFT EDUCATION-INFINITY PREPAR,57803043,Uplift Education-Infinity Prepar
57803101,UPLIFT EDUCATION-NORTH HILLS PREP,57803101,North Hills Primary School (C)
57803102,UPLIFT EDUCATION-INFINITY PREP PRI,57803102,Uplift Education-Infinity Prep Pri
57804001,DALLAS CAN ACADEMY CHARTER,57804001,Dallas Can Academy Charter (C)
57804002,DALLAS CAN ACADEMY CHARTER-OAK CLI,57804002,Dallas Can Academy Charteroak Cliff (C)
57804003,DALLAS CAN ACAD AT CARROLLTON-FARM,57804003,Texans Can Carrollton-Farmers Branch (C)
57804004,DALLAS CAN ACADEMY AT PLEASANT GRO,57804004,Texans Can Academy - Dallas South Campus (C)
57805101,LINDSLEY PARK COMMUNITY SCHOOL,57805101,Lindsley Park Community School (C)
57806101,ADVANTAGE ACADEMY,57806101,Advantage Academy (C)
57807001,LIFE SCHOOL OAK CLIFF,57807001,Life School Oak Cliff (C)
57807101,LIFE SCHOOL RED OAK,57807101,Life School Red Oak (C)
57807102,LIFE SCHOOL LANCASTER,57807102,Life School Lancaster (C)
57807104,LIFE SCHOOL CEDAR HILL,57807104,Life School Cedar Hill (C)
57808101,UNIVERSAL ACADEMY,57808101,Universal Academy (C)
57808102,UNIVERSAL ACADEMY - FLOWER MOUND,57808102,Universal Academy - Flower Mound (C)
57809101,NOVA ACADEMY,57809101,Nova Academy (C)
57810101,ACADEMY OF DALLAS,57810101,Academy Of Dallas (C)
57813101,TRINITY BASIN PREPARATORY,57813101,Trinity Basin Preparatory (C)
57814001,DALLAS COUNTY JUVENILE JUSTICE,57814001,Dallas County Juvenile Justice (C)
57814002,DRC CAMPUS,57814002,Dallas County Juvenile Justice - DRC Campus (C)
57814003,MEDLOCK YOUTH VILLAGE,57814003,Dallas County Juvenile Justice - Medlock Youth Village (C)
57814004,SAU CAMPUS,57814004,Dallas County Juvenile Justice - SAU Campus (C)
57814005,LETOT CAMPUS,57814005,Dallas County Juvenile Justice - Letot Campus (C)
57815001,FAITH FAMILY ACADEMY OF OAK CLIFF,57815001,Faith Family Academy Of Oak Cliff High School (C)
57815041,FAITH FAMILY ACADEMY OF OAK CLIFF,57815041,Faith Family Academy Of Oak Cliff Middle School (C)
57815101,FAITH FAMILY ACADEMY OF OAK CLIFF,57815101,Faith Family Academy Of Oak Cliff Elementary (C)
57816102,A W BROWN - FELLOWSHIP NORTH CAMPU,57816102,AW Brown-Fellowship North Campus (C)
57817101,FOCUS LEARNING ACADEMY,57817101,Focus Learning Academy (C)
57819001,JEAN MASSIEU ACADEMY,57819001,Jean Massieu Academy (C)
57825001,PINNACLE ACADEMY,57825001,Pinnacle School (C)
57825004,LANDMARK SCHOOL,57825004,Landmark School (C)
57825005,QUEST ACADEMY,57825005,Quest Academy (C)
57825006,BRANCH PARK ACADEMY,57825006,University School (C)
57825010,LEGACY PARK PREPARATORY,57825010,Legacy High School (C)
57825012,CREEKVIEW ACADEMY,57825012,Destiny Academy (C)
57825013,WILMER ACADEMY,57825013,Wilmer Academy (C)
57827101,NOVA ACADEMY (SOUTHEAST),57827101,Nova Academy (C)
57827102,NOVA ACADEMY PRICHARD,57827102,Nova Academy Prichard
57828001,WINFREE ACADEMY CHARTER SCHOOL (IR,57828001,Winfree Academy Charter School - Irving (C)
57828002,WINFREE ACADEMY CHARTER SCHOOL (LE,57828002,Winfree Academy Charter School - Lewisville (C)
57828003,WINFREE ACADEMY CHARTER SCHOOL (RI,57828003,Winfree Academy Charter School - Richardson (C)
57828004,WINFREE ACADEMY CHARTER SCHOOL,57828004,Winfree Academy Charter School - Grapevine (C)
57828005,WINFREE ACADEMY NORTH RICHLAND HIL,57828005,Winfree Academy North Richland Hills (C)
57828006,WINFREE ACADEMY CHARTER SCHOOL DEN,57828006,Winfree Academy Charter School Denton (C)
57829001,A+ ACADEMY,57829001,A+ Academy (C)
57830001,INSPIRED VISION ACADEMY EL,57830001,Inspired Vision Academy Elementary School (C)
57830002,INSPIRED VISION ACADEMY MIDDLE,57830002,Inspired Vision Academy Middle School (C)
57831001,GATEWAY CHARTER ACADEMY -EL,57831001,Gateway Charter Academy Elementary School (C)
57831002,GATEWAY CHARTER ACADEMY - MIDDLE -,57831002,Gateway Charter Academy  Middle/High School (C)
57832001,ALPHA CHARTER SCHOOL,57832001,Alpha Charter School (C)
57833001,EDUC CENTER INTERNATIONAL ACADEMY,57833001,Mesquite Charter Academy (C)
57833002,EDUC CENTER INTERNATIONAL ACADEMY2,57833002,Education Center International Academy At Arlington (C)
57834001,EVOLUTION ACADEMY CHARTER SCHOOL,57834001,Evolution Academy Charter School (C)
57835001,GOLDEN RULE CHARTER SCHOOL,57835001,Golden Rule Charter School - Illinois Ave Campus (C)
57835101,GOLDEN RULE,57835101,Golden Rule Charter School - Sunnyside Campus (C)
57835102,GOLDEN RULE DESOTO,57835102,Golden Rule Desoto (C)
57835103,GOLDEN RULE SOUTHWEST,57835103,Golden Rule Southwest
57835104,GOLDEN RULE GRAND PRAIRIE,57835104,Golden Rule Grand Prairie
57836041,ST ANTHONY SCHOOL,57836041,St Anthony School (C)
57836101,ST ANTHONY ACADEMY,57836101,St Anthony Academy (C)
57837041,KIPP TRUTH ACADEMY,57837041,KIPP Truth Academy (C)
57838001,UPLIFT EDUCATION-PEAK PREP PRI,57838001,Peak Academy (C)
57838002,UPLIFT EDUCATION-PEAK PREP MIDDLE,57838002,Peak Advantage (C)
57838006,UPLIFT EDUCATION-PEAK PREP H S,57838006,Peak High School Campus (C)
57838007,UPLIFT EDUCATION-LAUREATE PREP PRI,57838007,Laureate Preparatory (C)
57838009,UPLIFT EDUCATION-PINNACLE PREP PRI,57838009,Uplift Education-Pinnacle Prep Pri
57839101,LA ACADEMIA DE ESTRELLAS,57839101,La Academia De Estrellas (C)
57841001,RECONCILIATION ACADEMY,57841001,Reconciliation Academy (C)
57842001,UPLIFT EDUCATION-WILLIAMS PREP H S,57842001,Williams Preparatory (C)
57842041,UPLIFT EDUCATION-WILLIAMS PREP MID,57842041,Williams Middle School Campus (C)
57842101,UPLIFT EDUCATION-WILLIAMS PREP PRI,57842101,Williams Primary School Campus (C)
57842102,UPLIFT EDUCATION-HEIGHTS PREP MID,57842102,Heights Preparatory (C)
57842103,UPLIFT EDUCATION-HEIGHTS PREP PRI,57842103,Uplift Education-Heights Prep Pri
57843001,UPLIFT EDUCATION-HAMPTON PREP H S,57843001,Hampton Preparatory (C)
57843041,UPLIFT EDUCATION-HAMPTON PREP MIDD,57843041,Hampton Preparatory Middle Campus (C)
57843101,UPLIFT EDUCATION-HAMPTON PREP PRI,57843101,Hampton Preparatory Primary Campus (C)
57844101,MANARA ACADEMY,57844101,Manara Academy (C)
57845001,UME PREPARATORY ACADEMY,57845001,Ume Preparatory Academy
57846001,LEGACY PREPARATORY,57846001,Legacy Preparatory
57846002,MESQUITE CAMPUS,57846002,Mesquite Campus
57846003,RICHARDSON CAMPUS,57846003,Richardson Campus
57903001,TURNER H S,57903001,Turner High School
57903002,SMITH H S,57903002,Smith High School
57903003,GRIMES EDUCATION CENTER,57903003,Grimes Education Center
57903005,SALAZAR DISTRICT ALTERNATIVE EDUCA,57903005,Salazar District Alternative Education Program
57903006,CREEKVIEW H S,57903006,Creekview High School
57903007,RANCHVIEW H S,57903007,Ranchview High School
57903008,DENTON COUNTY JJAEP CFB CAMPUS,57903008,CFB Campus Denton JJAEP
57903009,DALLAS COUNTY JJAEP CFB CAMPUS,57903009,CFB Campus Dallas JJAEP
57903010,EARLY COLLEGE H S,57903010,Early College High School
57903041,FIELD MIDDLE,57903041,Field Middle School
57903042,PERRY MIDDLE,57903042,Perry Middle School
57903044,LONG MIDDLE,57903044,Long Middle School
57903045,BLALACK MIDDLE,57903045,Blalack Middle School
57903046,POLK MIDDLE,57903046,Polk Middle School
57903047,BUSH MIDDLE,57903047,Bush Middle School
57903102,CARROLLTON EL,57903102,Carrollton Elementary School
