id,name,Campus Number,Campus Name
101924111,GARRETT EL,101924111,Garrett El
101925001,HARGRAVE HIGH SCHOOL,101925001,Hargrave High School
101925041,HUFFMAN MIDDLE,101925041,Huffman Middle School
101925101,BEN BOWEN EARLY CHILDHOOD,101925101,Ben Bowen Early Childhood Center
101925102,COPELAND EL,101925102,Copeland Elementary School
101925103,HUFFMAN INT SCHL,101925103,Huffman Intermediate School
102901002,KARNACK H S,102901002,Karnack High School
102901103,GEORGE WASHINGTON CARVER EL,102901103,George Washington Carver Elementary School
102902001,MARSHALL H S,102902001,Marshall High School
102902041,MARSHALL J H,102902041,Marshall Junior High School
102902042,PRICE T YOUNG MIDDLE,102902042,Price T Young Middle School
102902043,SAM HOUSTON MIDDLE,102902043,Sam Houston Middle School
102902101,G W CARVER EL,102902101,GW Carver Elementary School
102902103,CROCKETT EL,102902103,Crockett Elementary School
102902106,R E LEE EL,102902106,RE Lee Elementary School
102902107,SOUTH MARSHALL EL,102902107,South Marshall Elementary School
102902108,WM B TRAVIS EL,102902108,Wm B Travis Elementary School
102902110,WASHINGTON ECH CTR,102902110,Washington Early Childhood Center
102902116,J H MOORE EL,102902116,JH Moore Elementary School
102903002,WASKOM H S,102903002,Waskom High School
102903041,WASKOM MIDDLE,102903041,Waskom Middle School
102903103,WASKOM EL,102903103,Waskom Elementary School
102904002,HALLSVILLE H S,102904002,Hallsville High School
102904041,HALLSVILLE J H,102904041,Hallsville Junior High School
102904102,HALLSVILLE PRI,102904102,Hallsville Primary School
102904104,HALLSVILLE INT,102904104,Hallsville Middle School
102904107,HALLSVILLE EAST EL,102904107,Hallsville Intermediate School
102904108,HALLSVILLE NORTH EL,102904108,Hallsville North El
102905001,HARLETON H S,102905001,Harleton High School
102905041,HARLETON J H,102905041,Harleton Junior High School
102905101,HARLETON EL,102905101,Harleton Elementary School
102906001,ELYSIAN FIELDS H S,102906001,Elysian Fields High School
102906041,ELYSIAN FIELDS MIDDLE,102906041,Elysian Fields Middle School
102906101,ELYSIAN FIELDS EL,102906101,Elysian Fields Elementary School
103901001,CHANNING SCHOOL,103901001,Channing School
103902001,HARTLEY SCHOOL,103902001,Hartley School
104901001,HASKELL H S,104901001,Haskell High School
104901041,HASKELL J H,104901041,Rochester Junior High School
104901101,HASKELL EL,104901101,Haskell Elementary School
104903001,RULE SCHOOL,104903001,Rule School
104907001,PAINT CREEK SCHOOL,104907001,Paint Creek School
105801001,KATHERINE ANNE PORTER SCHOOL,105801001,Katherine Anne Porter School (C)
105802041,TEXAS PREPARATORY SCHOOL,105802041,Texas Preparatory School (C)
105902001,SAN MARCOS H S,105902001,San Marcos High School
105902004,HAYS CO JUVENILE JUSTICE ALTERNATI,105902004,Hays County Juvenile Justice Alternative Program
105902041,GOODNIGHT MIDDLE,105902041,Goodnight Middle School
105902043,MILLER MIDDLE,105902043,Miller Middle School
105902101,BOWIE EL,105902101,Bowie Elementary School
105902102,CROCKETT EL,105902102,Crockett Elementary School
105902103,DEZAVALA EL,105902103,De Zavala Elementary School
105902105,TRAVIS EL,105902105,Travis Elementary School
105902107,HERNANDEZ EL,105902107,Hernandez Elementary School
105902108,MENDEZ EL,105902108,Mendez Elementary School
105904001,DRIPPING SPRINGS H S,105904001,Dripping Springs High School
105904041,DRIPPING SPRINGS MIDDLE,105904041,Dripping Springs Middle School
105904101,DRIPPING SPRINGS EL,105904101,Dripping Springs Elementary School
105904102,WALNUT SPRINGS EL,105904102,Walnut Springs Elementary School
105904103,ROOSTER SPRINGS EL,105904103,Rooster Springs Elementary School
105905001,WIMBERLEY H S,105905001,Wimberley High School
105905041,DANFORTH J H,105905041,Danforth Junior High School
105905101,JACOB'S WELL EL,105905101,Jacob's Well Elementary School
105905102,SCUDDER PRI,105905102,Scudder Primary School
105906001,JACK C HAYS H S,105906001,Jack C Hays High School
105906003,HAYS CO JUVENILE JUSTICE ALT ED PR,105906003,Hays County Juvenile Justice Alternative Education Program
105906004,LIVE OAK ACADEMY,105906004,Academy High School
105906005,LEHMAN H S,105906005,Lehman High School
105906041,R C BARTON MIDDLE,105906041,RC Barton Middle School
105906043,ERIC DAHLSTROM MIDDLE,105906043,Eric Dahlstrom Middle School
105906044,LAURA B WALLACE MIDDLE,105906044,Laura B Wallace Middle School
105906045,ARMANDO CHAPA MIDDLE,105906045,Armando Chapa Middle School
105906046,D J RED SIMON MIDDLE,105906046,DJ Red Simon Middle School
105906101,KYLE EL,105906101,Kyle Elementary School
105906103,TOM GREEN EL,105906103,Tom Green Elementary School
105906106,BUDA EL,105906106,Buda Elementary School
105906107,ELM GROVE EL,105906107,Elm Grove Elementary School
105906108,SUSIE FUENTES EL,105906108,Susie Fuentes Elementary School
105906109,HEMPHILL EL,105906109,Hemphill Elementary School
105906110,TOBIAS EL,105906110,Tobias Elementary School
105906111,LAURA B NEGLEY EL,105906111,Laura B Negley Elementary School
105906112,SCIENCE HALL EL,105906112,Science Hall Elementary School
105906113,BLANCO VISTA EL,105906113,Blanco Vista Elementary School
105906114,CAMINO REAL EL,105906114,Camino Real Elementary School
105906115,CARPENTER HILL EL,105906115,Carpenter Hill Elementary School
105906116,RALPH PFLUGER EL,105906116,Ralph Pfluger Elementary School
106901001,CANADIAN H S,106901001,Canadian High School
106901041,CANADIAN MIDDLE,106901041,Canadian Middle School
106901101,BAKER EL,106901101,Baker Elementary School
106901103,CANADIAN EL,106901103,Canadian Elementary School
107901001,ATHENS H S,107901001,Athens High School
107901003,BRIDGES CENTER,107901003,Bridges Center
107901041,ATHENS MIDDLE,107901041,Athens Middle School
107901102,SOUTH ATHENS EL,107901102,South Athens Elementary School
107901103,ATHENS INT,107901103,Athens Intermediate School
107901104,BEL AIR EL,107901104,Bel Air Elementary School
107902001,BROWNSBORO H S,107902001,Brownsboro High School
107902002,ACES CAMPUS,107902002,ACES Campus
107902041,BROWNSBORO J H,107902041,Brownsboro Junior High School
107902101,BROWNSBORO EL,107902101,Brownsboro Elementary School
107902102,CHANDLER INT,107902102,Chandler Intermediate School
107902103,CHANDLER EL,107902103,Chandler Elementary School
107902104,BROWNSBORO INT,107902104,Brownsboro Intermediate School
107904001,CROSS ROADS H S,107904001,Cross Roads High School
107904041,CROSS ROADS J H,107904041,Cross Roads Junior High School
107904101,CROSS ROADS EL,107904101,Cross Roads Elementary School
107905001,EUSTACE H S,107905001,Eustace High School
107905101,EUSTACE PRI,107905101,Eustace Primary School
107905102,EUSTACE MIDDLE,107905102,Eustace Middle School
107905103,EUSTACE INT,107905103,Eustace Intermediate School
107906001,MALAKOFF H S,107906001,Malakoff High School
107906002,GATEWAY,107906002,Gateway
107906003,MALAKOFF ALTERNATIVE PROGRAM (MAP),107906003,Malakoff Alternative Program
107906041,MALAKOFF MIDDLE,107906041,Malakoff Middle School
107906102,MALAKOFF EL,107906102,Malakoff Elementary School
107906104,TOOL EL,107906104,Tool Elementary School
107907001,TRINIDAD SCHOOL,107907001,Trinidad School
107908101,MURCHISON EL,107908101,Murchison Elementary School
107910001,LAPOYNOR H S,107910001,Lapoynor High School
107910041,LAPOYNOR J H,107910041,Lapoynor Junior High School
107910101,LAPOYNOR EL,107910101,Lapoynor Elementary School
108801001,IGNITE PUBLIC SCH AND COMM SERV CT,108801001,One Stop Multiservice High School (C)
108801002,IGNITE PUBLIC SCH AND COMM SERV CT,108801002,One Stop Multiservice Charter School (Edinburg campus) (C)
108801003,IGNITE PUBLIC SCH AND COMM SERV CT,108801003,One Stop Multiservice Charter School (Weslaco campus) (C)
108801004,IGNITE PUBLIC SCH AND COMM SERV CT,108801004,Sentry Technology Preparatory School (C)
108801005,IGNITE PUBLIC SCH AND COMM SER CTR,108801005,Children of the Sun (C)
108801006,IGNITE PUB SCH AND COM SERV CTR AT,108801006,ChIldren of the Sun (C)
108802101,HORIZON MONTESSORI,108802101,Horizon Montessori (C)
108802102,HORIZON MONTESSORI II,108802102,Horizon Montessori II (C)
108802103,HORIZON MONTESSORI III,108802103,Horizon Montessori III (C)
108804001,MIDVALLEY ACADEMY-MERCEDES CHARTER,108804001,Mid-Valley Academy (C)
108804002,MIDVALLEY ACADEMY-MCALLEN CHARTER,108804002,Mid-Valley Academy (C)
108804003,MIDVALLEY ACADEMY-SAN BENITO CHART,108804003,Mid-Valley Academy (C)
108807001,IDEA COLLEGE PREP,108807001,Idea College Preparatory School (C)
108807002,IDEA QUEST COLLEGE PREPARATORY,108807002,Idea Quest College Preparatory School (C)
108807003,IDEA FRONTIER COLLEGE PREPARATORY,108807003,Idea Frontier College Preparatory School (C)
108807004,IDEA COLLEGE PREPARATORY MISSION,108807004,Idea College Preparatory Mission (C)
108807005,IDEA COLLEGE PREPARATORY SAN BENIT,108807005,Idea College Preparatory San Benito (C)
108807006,IDEA COLLEGE PREPARATORY SAN JUAN,108807006,Idea College Preparatory San Juan (C)
108807007,IDEA COLLEGE PREPARATORY ALAMO,108807007,Idea College Preparatory Alamo (C)
108807008,IDEA COLLEGE PREPARATORY PHARR,108807008,Idea College Preparatory Pharr (C)
108807009,IDEA EDINBURG COLLEGE PREPARATORY,108807009,Idea Edinburg College Preparatory
108807010,IDEA COLLEGE PREP WESLACO,108807010,Idea Weslaco College Preparatory
108807011,IDEA MCALLEN COLLEGE PREPARATORY,108807011,Idea Mcallen College Preparatory
108807012,IDEA BROWNSVILLE COLLEGE PREPARATO,108807012,Idea Brownsville College Preparato
108807020,IDEA CARVER COLLEGE PREPARATORY,108807020,Idea Carver College Preparatory
108807101,IDEA ACADEMY,108807101,Idea Academy (C)
108807102,IDEA QUEST ACADEMY,108807102,Idea Quest Academy (C)
108807103,IDEA FRONTIER ACADEMY,108807103,Idea Frontier Academy (C)
108807104,IDEA ACADEMY MISSION,108807104,Idea Academy Mission (C)
108807105,IDEA ACADEMY SAN BENITO,108807105,Idea Academy San Benito (C)
108807106,IDEA ACADEMY SAN JUAN,108807106,Idea Academy San Juan (C)
108807107,IDEA ACADEMY ALAMO,108807107,Idea Academy Alamo (C)
108807108,IDEA ACADEMY PHARR,108807108,Idea Academy Pharr (C)
108807109,IDEA EDINBURG ACADEMY,108807109,Idea Edinburg Academy
108807110,IDEA ACADEMY WESLACO,108807110,Idea Weslaco Academy
108807111,IDEA MCALLEN ACADEMY,108807111,Idea Mcallen Academy
108807112,IDEA BROWNSVILLE ACADEMY,108807112,Idea Brownsville Academy
108807120,IDEA CARVER ACADEMY,108807120,Idea Carver Academy
108808101,VANGUARD ACADEMY,108808101,Vanguard Academy (C)
108808103,VANGUARD ACADEMY EL II,108808103,Vanguard Academy El Ii
108809001,EXCELLENCE IN LEADERSHIP ACADEMY,108809001,Excellence In Leadership Academy
108902001,DONNA H S,108902001,Donna High School
108902003,HIDALGO CO J J A E P,108902003,Hidalgo County JJAEP
108902004,W A TODD 9TH GRADE CAMPUS,108902004,WA Todd 9th Grade Campus
108902006,3D ACADEMY,108902006,3D Academy
108902008,EXCEL ACADEMY CAMPUS,108902008,Excel Academy Campus
108902045,A P SOLIS MIDDLE,108902045,AP Solis Middle School
108902046,VETERANS MIDDLE,108902046,Veterans Middle School
108902047,DORA M SAUCEDA MIDDLE,108902047,Dora M Sauceda Middle School
108902102,GUZMAN EL,108902102,Guzman Elementary School
108902103,T PRICE EL,108902103,T Price Elementary School
108902104,A M OCHOA EL,108902104,AM Ochoa Elementary
108902105,RUNN EL,108902105,Runn Elementary School
108902106,C STAINKE EL,108902106,C Stainke Elementary School
108902109,J W CACERES EL,108902109,JW Careers Elementary School
108902111,M RIVAS EL,108902111,M Rivas Elementary School
108902112,CAPT D SALINAS II EL,108902112,Capt D Salinas II Elementary School
108902113,PATRICIA S GARZA EL,108902113,Patricia S Garza Elementary School
108902114,MARIA ALICIA P MUNOZ EL,108902114,Maria Alicia P Munoz Elementary School
108902115,LE NOIR EL,108902115,Le Noir Elementary School
108902116,DANIEL SINGLETERRY SR,108902116,Daniel Singleterry Sr Elementary School
108902117,ELOY GARZA SALAZAR EL,108902117,Eloy Garza Salazar Elementary School
108902118,JULIAN S ADAME,108902118,Julian S Adame Elementary School
108903001,EDCOUCH-ELSA H S,108903001,Edcouch-Elsa High School
108903041,CARLOS TRUAN J H,108903041,Carlos Truan Jr High School
108903042,DAVID YBARRA MIDDLE SCHOOL,108903042,David Ybarra Middle School
108903102,SANTIAGO GARCIA EL,108903102,Santiago Garcia Elementary School
108903103,KENNEDY EL,108903103,Kennedy Elementary School
108903104,RUBEN C RODRIGUEZ ELEMENTARY,108903104,Ruben C Rodriguez Elementary School
108903105,L B J EL,108903105,LBJ Elementary School
108903106,JORGE R GUTIERREZ EARLY CHILDHOOD,108903106,Jorge R Gutierrez Early Childhood Center
108904001,EDINBURG H S,108904001,Edinburg High School
108904002,ECONOMEDES H S,108904002,Economedes High School
108904003,EDINBURG NORTH H S,108904003,Edinburg North High School
108904006,ROBERT R VELA H S,108904006,Robert R Vela H S
108904039,J J A E P,108904039,J J A E P
108904040,JUVENILE DETENTION CTR,108904040,Juvenile Detention Center
108904043,B L GARZA MIDDLE SCHOOL,108904043,BL Garza Middle School
108904044,SOUTH MIDDLE,108904044,South Middle School
108904045,MEMORIAL MIDDLE SCHOOL,108904045,Memorial Middle School
108904046,FRANCISCO BARRIENTES MIDDLE,108904046,Francisco Barrientes Middle School
108904047,BETTY HARWELL MIDDLE,108904047,Betty Harwell Middle
108904048,ELIAS LONGORIA SR MIDDLE,108904048,Elias Longoria Sr Middle
108904101,AUSTIN ELEM,108904101,Austin Elementary School
108904102,BREWSTER EL,108904102,Brewster Elementary School
108904103,HARGILL EL,108904103,Hargill Elementary School
108904104,BETTS EL,108904104,Betts Elementary School
108904105,JEFFERSON ELEM,108904105,Jefferson Elementary School
108904106,TREVINO EL,108904106,Trevino Elementary School
108904107,LEE ELEM,108904107,Lee Elementary School
108904108,LINCOLN EL,108904108,Lincoln Elementary School
108904109,GUERRA EL,108904109,Guerra Elementary School
108904110,ZAVALA ELEM,108904110,Zavala Elementary School
108904111,TRAVIS ELEM,108904111,Travis Elementary School
108904112,FREDDY GONZALEZ EL,108904112,Freddy Gonzalez Elementary School
108904113,L B JOHNSON ELEM,108904113,LB Johnson Elmentary
108904114,CANTERBURY ELEM,108904114,Canterbury Elementary School
108904115,MONTE CRISTO ELEM,108904115,Monte Cristo Elementary School
108904116,ESCANDON EL,108904116,Escandon Elementary School
108904117,DE LA VINA ELEM,108904117,De La Vina Elementary School
108904118,SAN CARLOS EL,108904118,San Carlos Elementary School
108904119,TRUMAN EL,108904119,Truman Elementary School
108904120,EISENHOWER EL,108904120,Eisenhower Elementary School
108904121,JOHN F KENNEDY EL,108904121,John F Kennedy Elementary School
108904122,CANO-GONZALEZ ELEM,108904122,Cano-Gonzales Elementary School
108904123,CAVAZOS EL,108904123,Cavazos Elementary School
108904124,VILLARREAL EL,108904124,Villarreal Elementary School
108904125,CARMEN V AVILA EL,108904125,Carmen V Avila Elementary School
108904126,ANNE L MAGEE EL,108904126,Anne L Magee Elementary School
108904127,DR THOMAS ESPARZA EL,108904127,Dr Thomas Elementary Schoolparza Elementary School
108904128,DR KAY TEER CRAWFORD EL,108904128,Dr Kay Teer Crawford Elementary School
108904129,ALFONSO RAMIREZ EL,108904129,Alfonso Ramirez Elementary School
108904130,R C FLORES-MARK A ZAPATA EL,108904130,RC Flores-Mark A Zapata Elementary School
108904131,MACARIA DELA GARZA GORENA EL,108904131,Macaria Dela Garza Gorena El
108905001,HIDALGO H S,108905001,Hidalgo High School
108905002,HIDALGO ACADEMY,108905002,Hidalgo Academy
108905041,DIAZ J H,108905041,Diaz Junior High School
108905101,HIDALGO EL,108905101,Hidalgo Elementary School
108905102,KELLY EL,108905102,Kelly Elementary School
108905103,DR ALEJO SALINAS JR EL,108905103,Dr Alejo Salinas Jr Elementary School
108905104,HIDALGO PARK EL,108905104,Hidalgo Park Elementary School
108906001,MCALLEN H S,108906001,McAllen High School
108906002,MEMORIAL H S,108906002,Memorial High School
108906005,INSTR/GUID CENTER,108906005,Instruction & Guidance Center
108906006,ROWE H S,108906006,Rowe High School
108906007,LAMAR ACADEMY,108906007,Lamar Academy
108906009,SOUTHWEST KEY PROGRAM,108906009,Southwest Key Program
108906011,ACHIEVE EARLY COLLEGE H S,108906011,Achieve Early College High School
108906042,TRAVIS MIDDLE,108906042,Travis Middle School
108906043,LINCOLN MIDDLE,108906043,Lincoln Middle School
108906044,BROWN MIDDLE,108906044,Brown Middle School
108906045,MORRIS MIDDLE,108906045,Morris Middle School
108906046,DE LEON MIDDLE,108906046,De Leon Middle School
108906047,CATHEY MIDDLE,108906047,Cathey Middle School
108906048,MICHAEL E FOSSUM MIDDLE,108906048,Michael E Fossum Middle School
108906101,ALVAREZ EL,108906101,Alvarez Elementary School
108906103,BONHAM EL,108906103,Bonham Elementary School
108906106,HOUSTON EL,108906106,Houston Elementary School
108906107,JACKSON EL,108906107,Jackson Elementary School
108906108,NAVARRO EL,108906108,Navarro Elementary School
108906111,MILAM EL,108906111,Milam Elementary School
108906112,WILSON EL,108906112,Wilson Elementary School
108906114,FIELDS EL,108906114,Fields Elementary School
108906116,SEGUIN EL,108906116,Seguin Elementary School
108906119,ESCANDON EL,108906119,Escandon Elementary School
108906120,RAYBURN ELEMENTARY,108906120,Rayburn Elementary School
108906121,ROOSEVELT EL,108906121,Roosevelt Elementary School
108906122,GARZA EL,108906122,Garza Elementary School
108906123,MCAULIFFE EL,108906123,McAuliffe Elementary School
108906124,GONZALEZ ELEMENTARY,108906124,Gonzalez Elementary School
108906126,CASTANEDA EL,108906126,Castaneda Elementary School
108906127,BLANCA E SANCHEZ,108906127,Blanca E Sanchez Elementary School
108906128,DR PABLO PEREZ,108906128,Dr Pablo Perez Elementary School
108906129,LUCILE HENDRICKS EL,108906129,Lucile Hendricks Elementary School
108906130,THIGPEN-ZAVALA EL,108906130,Thigpen-Zavala Elementary School
108907001,MERCEDES H S,108907001,Mercedes High School
108907002,MERCEDES ACADEMIC ACADEMY,108907002,Mercedes Academic Academy
108907004,MERCEDES DAEP,108907004,Mercedes DAEP
108907006,MERCEDES EARLY COLLEGE ACADEMY,108907006,Mercedes Early College Academy
108907041,MERCEDES J H,108907041,Mercedes Junior High School
108907102,TAYLOR EL,108907102,Taylor Elementary School
108907103,TRAVIS EL,108907103,Travis Elementary School
108907106,MERCEDES EARLY CHILDHOOD CENTER,108907106,Mercedes Early Childhood Center
108907107,RUBEN HINOJOSA EL,108907107,Ruben Hinojosa Elementary School
108907108,JOHN F KENNEDY,108907108,John F Kennedy
108907109,NORTH EL,108907109,North Elementary School
108908001,MISSION H S,108908001,Mission High School
108908002,VETERANS MEMORIAL H S,108908002,Veterans Memorial High School
108908003,MISSION OPTIONS ACADEMY,108908003,Mission Options Academy
108908004,MISSION COLLEGIATE H S,108908004,Mission Collegiate H S
108908038,HIDALGO CO J J A E P,108908038,Hidalgo County JJAEP
108908039,ROOSEVELT ALTERNATIVE SCHOOL,108908039,Roosevelt Alternative School
108908041,MISSION J H,108908041,Mission Junior High School
108908042,WHITE J H,108908042,White Junior High School
108908043,ALTON MEMORIAL JR HIGH,108908043,Alton Memorial Jr High School
108908044,RAFAEL A CANTU J H,108908044,Rafael A Cantu Junior High School
108908101,BRYAN EL,108908101,Bryan Elementary School
108908102,CASTRO EL,108908102,Castro Elementary School
108908104,MARCELL EL,108908104,Marcell Elementary School
108908105,PEARSON EL,108908105,Pearson Elementary School
108908107,ALTON EL,108908107,Alton Elementary School
108908108,CANTU EL,108908108,Cantu Elementary School
108908109,LEAL EL,108908109,Leal Elementary School
108908110,MIMS EL,108908110,Mims Elementary School
108908111,OLLIE O'GRADY EL,108908111,Ollie O'Grady Elementary School
108908112,CARL C WAITZ EL,108908112,Carl C Waitz Elementary School
108908113,SALINAS EL,108908113,Salinas Elementary School
108908114,RAQUEL CAVAZOS EL,108908114,Raquel Cavazos Elementary School
108908115,HURLA M MIDKIFF EL,108908115,Hurla M Midkiff Elementary School
108908116,HILDA C ESCOBAR/ALICIA C RIOS EL,108908116,Hilda C Escobar/Alicia C Rios Elementary School
108909001,PSJA H S,108909001,PSJA High School
108909002,PSJA MEMORIAL H S,108909002,PSJA Memorial High School
108909003,PSJA NORTH H S,108909003,PSJA North High School
108909004,STUDENT ALTER PROG,108909004,Student Alternative Program
108909005,PSJA SONIA M SOTOMAYOR H S,108909005,Teenage Parent Program
108909006,ELVIS J BALLEW H S,108909006,Options High School
108909007,PSJA SOUTHWEST EARLY COLLEGE H S,108909007,PSJA Southwest High School
108909008,COLLEGE CAREER & TECHNOLOGY ACAD,108909008,College
108909009,PSJA THOMAS JEFFERSON ECHS,108909009,T-STEM Early College High School
108909011,BUELL CENTRAL DAEP,108909011,Buell Central H S
108909041,AUSTIN MIDDLE,108909041,Austin Junior High School
108909042,ALAMO MIDDLE,108909042,Alamo Middle School
108909043,LYNDON B JOHNSON MIDDLE,108909043,Lyndon B Johnson Junior High School
108909044,LIBERTY MIDDLE,108909044,Liberty Middle School
108909045,SAN JUAN MIDDLE,108909045,San Juan Middle School
108909046,KENNEDY MIDDLE,108909046,Kennedy Middle School
108909047,JAIME ESCALANTE MIDDLE,108909047,Jaime Escalante Middle School
108909048,AUDIE MURPHY MIDDLE,108909048,Audie Murphy Middle School
108909101,JAMES BOWIE EL,108909101,Bowie Elementary School
108909102,D U BUCKNER EL,108909102,Buckner Elementary School
108909106,JOHN DOEDYNS EL,108909106,Doedyns Elementary School
108909107,GERALDINE PALMER EL,108909107,Geraldine Palmer Elementary School
108909108,HENRY FORD EL,108909108,Ford Elementary School
108909110,ZEFERINO FARIAS EL,108909110,Zeferino Farias Elementary School
108909111,NAPPER EL,108909111,Napper Elementary School
108909112,ALFRED SORENSEN EL,108909112,Sorensen Elementary School
108909113,AIDA C ESCOBAR EL,108909113,Whitney Elementary School
108909115,RAUL LONGORIA EL,108909115,Raul Longoria Elementary School
108909116,DANIEL RAMIREZ EL,108909116,Daniel Ramirez Elementary School
108909117,PHARR EL,108909117,Pharr Elementary School
108909118,AMANDA GARZA-PENA EL,108909118,Garza-Pena Elementary School
108909119,EDITH & ETHEL CARMAN EL,108909119,Carman Elementary School
108909120,ARNOLDO CANTU SR EL,108909120,North San Juan Elementary School
108909121,NORTH ALAMO EL,108909121,North Alamo Elementary School
108909122,DRS REED - MOCK EL,108909122,Reed Mock Elementary School
108909123,CESAR CHAVEZ EL,108909123,Cesar Chavez Elementary School
108909124,DR WILLIAM LONG EL,108909124,Dr William Long Elementary School
108909125,VIDA N CLOVER EL,108909125,Clover Elementary School
108909126,AUGUSTO GUERRA EL,108909126,Gus Guerra Elementary School
108909127,GRACIELA GARCIA EL,108909127,Graciela Garcia Elementary School
108909128,SOUTH PHARR EL,108909128,South Pharr Elementary School
108909129,SGT LEONEL TREVINO EL,108909129,Leonel Trevino
108909130,ALLEN & WILLIAM ARNOLD EL,108909130,Allen & William Arnold El
108909131,PSJA EARLY START,108909131,Pharr San-Juan Alamo Early Start
108909134,MARCIA R GARZA,108909134,Marcia M Garza
108910001,PROGRESO H S,108910001,Progreso High School
108910003,SCHOOL OF CHOICE,108910003,School of Choice
108910004,DAEP,108910004,DAEP - Progreso ISD
108910041,DOROTHY THOMPSON MIDDLE,108910041,Dorothy Thompson Middle School
108910102,PROGRESO EL WEST,108910102,Progreso Elementary School West
108910103,PROGRESO EL EAST,108910103,Progreso Elementary School East
108910104,NORTH EL,108910104,North Elementary School
108911001,SHARYLAND H S,108911001,Sharyland High School
108911041,B L GRAY J H,108911041,BL Gray High School
108911042,SHARYLAND NORTH J H,108911042,Sharyland North Junior High School
108911101,JOHN H SHARY EL,108911101,John H Shary Elementary School
108911102,OLIVERO GARZA SR EL,108911102,Olivero Garza Sr Elementary School
108911103,JESSIE L JENSEN EL,108911103,Jessie L Jensen Elementary School
108911104,ROMULO D MARTINEZ EL,108911104,Romulo D Martinez Elementary School
108911105,RUBEN HINOJOSA EL,108911105,Ruben Hinojosa Elementary School
108911107,LLOYD & DOLLY BENTSEN EL,108911107,Lloyd & Dolly Bentsen Elementary School
108911108,HARRY SHIMOTSU EL,108911108,Harry Shimotsu Elementary School
108911109,DONNA WERNECKE EL,108911109,Donna Wernecke Elementary School
108912001,LA JOYA H S,108912001,La Joya High School
108912004,JUAREZ-LINCOLN H S,108912004,Juarez-Lincoln High School
108912005,HOPE ACADEMY,108912005,Hope Academy
108912006,J J A E P,108912006,JJAEP
108912007,LA JOYA PALMVIEW H S,108912007,La Joya Palmview High School
108912008,JIMMY CARTER EARLY COLLEGE H S,108912008,College Transition Academy
108912010,THELMA ROSA SALINAS STEM EARLY COL,108912010,Thelma Rosa Salinas Stem Early Col
108912041,LORENZO DE ZAVALA MIDDLE,108912041,Lorenzo De Zavala Middle School
108912042,CESAR CHAVEZ MIDDLE,108912042,Cesar Chavez Middle School
108912043,DR JAVIER SAENZ MIDDLE,108912043,Dr Javier Saenz Middle School
108912044,MEMORIAL MIDDLE,108912044,Memorial Middle School
108912045,ANN RICHARDS MIDDLE,108912045,Ann Richards Middle School
108912046,IRENE M GARCIA MIDDLE,108912046,Irene M Garcia Middle School
108912048,JUAN DE DIOS SALINAS MIDDLE,108912048,Juan De Dios Salinas Middle School
108912049,DOMINGO TREVINO MIDDLE,108912049,Domingo Trevino Middle School
108912102,JOHN F KENNEDY EL,108912102,John F Kennedy Elementary School
108912104,GUILLERMO FLORES EL,108912104,Guillermo Flores Elementary School
108912105,ROSENDO BENAVIDES EL,108912105,Rosendo Benavides Elementary School
108912106,LEO J LEO EL,108912106,Leo J Leo Elementary School
108912107,ELIGIO KIKA DE LA GARZA EL,108912107,Eligio Kika De La Garza Elementary School
108912108,E B REYNA EL,108912108,EB Reyna Elementary
108912109,ELODIA R CHAPA EL,108912109,Elodia R Chapa Elementary School
108912110,JOSE DE ESCANDON EL,108912110,Jose De Escandon Elementary School
108912111,DIAZ-VILLARREAL EL,108912111,Diaz-Villareal Elementary School
108912112,NARCISO CAVAZOS,108912112,Narisco G. Cavazos Elementary School
108912113,TABASCO EL,108912113,Tabasco Elementary School
108912114,PATRICIO PEREZ EL,108912114,Patricio Perez Elementary School
108912115,HENRY B GONZALEZ EL,108912115,Henry B Gonzalez Elementary School
108912116,LLOYD M BENTSEN EL,108912116,Lloyd M Bentsen Elementary School
108912117,SAM FORDYCE EL,108912117,Sam Fordyce Elementary School
108912118,EMILIANO ZAPATA EL,108912118,Emiliano Zapata Elementary School
108912120,JUAN SEGUIN EL,108912120,Juan Seguin Elementary School
108912121,ENRIQUE KIKI CAMARENA EL,108912121,Enrique Kiki Camarena Elementary School
108912122,DR AMERICO PAREDES EL,108912122,Dr Americo Paredes Elementary School
108912123,WILLIAM J CLINTON EL,108912123,William J Clinton Elementary School
108912124,CORINA PENA EL,108912124,Corina Pena Elementary School
108912126,EVANGELINA GARZA EL,108912126,Evangelina Garza Elementary School
108912127,DR MARIA PALMIRA MENDIOLA EL,108912127,Dr Maria Palmira Mendiola Elementary School
108913001,WESLACO H S,108913001,Weslaco High School
108913002,GUIDANCE CENTER,108913002,Guidance Center
108913003,SOUTH PALM GARDENS H S,108913003,South Palm Gardens High School
108913005,HIDALGO CO J J A E P,108913005,Hidalgo County JJAEP
108913006,WESLACO EAST H S,108913006,Weslaco East High School
108913007,HIDALGO COUNTY BOOT CAMP,108913007,Hidalgo County Boot Camp
108913008,HORTON DISCIPLINARY ALTERNATIVE ED,108913008,Horton Disciplinary Alternative Ed
108913041,MARY HOGE MIDDLE,108913041,Mary Hoge Middle School
108913042,ARMANDO CUELLAR MIDDLE SCHOOL,108913042,Armando Cuellar Middle School
108913043,CENTRAL MIDDLE,108913043,Central Middle School
108913044,BEATRIZ G GARZA MIDDLE,108913044,Beatriz G Garza Middle School
