Region Code,TEA Region,County Number,County Name,ethnicity,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,enrolled_out_of_state,enrolled_out_of_state_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
01,Edinburg,031,CAMERON,African American,23,22,0.96,17,0.74,4,0.17,17,0.74,4,0.17,7,0.30,0,0.00,11,0.48,1,0.04,7,0.30
01,Edinburg,031,CAMERON,Hispanic,5358,4964,0.93,3716,0.69,1163,0.22,3487,0.65,651,0.12,2134,0.40,37,0.01,2822,0.53,287,0.05,858,0.16
01,Edinburg,031,CAMERON,White,405,375,0.93,301,0.74,58,0.14,293,0.72,141,0.35,130,0.32,10,0.02,281,0.69,32,0.08,138,0.34
01,Edinburg,031,CAMERON,Others,31,30,0.97,28,0.90,1,0.03,29,0.94,17,0.55,5,0.16,2,0.06,24,0.77,0,0.00,18,0.58
01,Edinburg,108,HIDALGO,African American,31,30,0.97,22,0.71,7,0.23,24,0.77,8,0.26,14,0.45,0,0.00,22,0.71,0,0.00,5,0.16
01,Edinburg,108,HIDALGO,Hispanic,9480,8771,0.93,6698,0.71,1944,0.21,6378,0.67,2090,0.22,2469,0.26,67,0.01,4626,0.49,322,0.03,1566,0.17
01,Edinburg,108,HIDALGO,White,401,377,0.94,326,0.81,43,0.11,329,0.82,186,0.46,92,0.23,14,0.03,292,0.73,17,0.04,152,0.38
01,Edinburg,108,HIDALGO,Others,54,49,0.91,40,0.74,7,0.13,40,0.74,24,0.44,10,0.19,3,0.06,37,0.69,3,0.06,17,0.32
01,Edinburg,124,JIM HOGG,All Ethnicities,83,79,0.95,75,0.90,4,0.05,69,0.83,24,0.29,22,0.27,0,0.00,46,0.55,1,0.01,18,0.22
01,Edinburg,214,STARR,All Ethnicities,1067,1029,0.96,779,0.73,207,0.19,712,0.67,155,0.15,362,0.34,9,0.01,526,0.49,34,0.03,229,0.22
01,Edinburg,240,WEBB,Hispanic,3319,3128,0.94,2592,0.78,469,0.14,2413,0.73,500,0.15,1448,0.44,13,0.00,1961,0.59,136,0.04,645,0.19
01,Edinburg,240,WEBB,White,78,72,0.92,68,0.87,6,0.08,64,0.82,19,0.24,30,0.39,3,0.04,52,0.67,1,0.01,16,0.21
01,Edinburg,240,WEBB,Other Ethnicities,15,14,0.93,10,0.67,3,0.20,11,0.73,3,0.20,3,0.20,0,0.00,6,0.40,0,0.00,3,0.20
01,Edinburg,245,WILLACY,Hispanic,324,311,0.96,254,0.78,47,0.15,240,0.74,70,0.22,95,0.29,2,0.01,167,0.52,11,0.03,45,0.14
01,Edinburg,245,WILLACY,Other Ethnicities,14,14,1.00,14,1.00,0,0.00,13,0.93,8,0.57,5,0.36,0,0.00,13,0.93,1,0.07,5,0.36
01,Edinburg,253,ZAPATA,Hispanic,183,178,0.97,170,0.93,4,0.02,151,0.83,25,0.14,71,0.39,0,0.00,96,0.53,5,0.03,40,0.22
01,Edinburg,253,ZAPATA,Other Ethnicities,8,8,1.00,7,0.88,1,0.13,7,0.88,3,0.38,2,0.25,0,0.00,5,0.63,0,0.00,3,0.38
02,Corpus Christi,004,ARANSAS,African American,13,11,0.85,8,0.62,5,0.39,9,0.69,0,0.00,4,0.31,2,0.15,6,0.46,0,0.00,0,0.00
02,Corpus Christi,004,ARANSAS,White,208,180,0.87,167,0.80,8,0.04,152,0.73,48,0.23,51,0.25,3,0.01,102,0.49,7,0.03,42,0.20
02,Corpus Christi,004,ARANSAS,Others,14,13,0.93,13,0.93,0,0.00,12,0.86,7,0.50,3,0.21,0,0.00,10,0.71,1,0.07,6,0.43
02,Corpus Christi,004,ARANSAS,Other Ethnicities,61,56,0.92,47,0.77,7,0.12,41,0.67,5,0.08,14,0.23,1,0.02,20,0.33,2,0.03,4,0.07
02,Corpus Christi,013,BEE,Hispanic,305,281,0.92,233,0.76,50,0.16,213,0.70,17,0.06,133,0.44,1,0.00,151,0.50,9,0.03,43,0.14
02,Corpus Christi,013,BEE,White,126,122,0.97,112,0.89,7,0.06,104,0.83,26,0.21,59,0.47,0,0.00,85,0.68,3,0.02,39,0.31
02,Corpus Christi,013,BEE,Other Ethnicities,22,21,0.96,17,0.77,4,0.18,16,0.73,7,0.32,7,0.32,0,0.00,14,0.64,2,0.09,6,0.27
02,Corpus Christi,024,BROOKS,Hispanic,125,115,0.92,100,0.80,10,0.08,78,0.62,34,0.27,19,0.15,0,0.00,53,0.42,8,0.06,19,0.15
02,Corpus Christi,024,BROOKS,White,7,6,0.86,5,0.71,1,0.14,6,0.86,3,0.43,2,0.29,0,0.00,5,0.71,1,0.14,3,0.43
02,Corpus Christi,066,DUVAL,Hispanic,209,195,0.93,177,0.85,14,0.07,143,0.68,38,0.18,57,0.27,2,0.01,97,0.46,3,0.01,29,0.14
02,Corpus Christi,066,DUVAL,White,13,13,1.00,13,1.00,0,0.00,12,0.92,3,0.23,3,0.23,0,0.00,6,0.46,0,0.00,3,0.23
02,Corpus Christi,125,JIM WELLS,Hispanic,570,547,0.96,456,0.80,82,0.14,368,0.65,113,0.20,146,0.26,5,0.01,264,0.46,23,0.04,71,0.13
02,Corpus Christi,125,JIM WELLS,Other Ethnicities,105,98,0.93,90,0.86,6,0.06,75,0.71,39,0.37,16,0.15,0,0.00,55,0.52,4,0.04,27,0.26
02,Corpus Christi,137,KLEBERG,Hispanic,333,319,0.96,263,0.79,40,0.12,225,0.68,108,0.32,64,0.19,2,0.01,174,0.52,20,0.06,42,0.13
02,Corpus Christi,137,KLEBERG,White,96,88,0.92,81,0.84,5,0.05,78,0.81,41,0.43,17,0.18,4,0.04,62,0.65,2,0.02,25,0.26
02,Corpus Christi,137,KLEBERG,Other Ethnicities,19,18,0.95,14,0.74,3,0.16,13,0.68,9,0.47,2,0.11,0,0.00,11,0.58,1,0.05,5,0.26
02,Corpus Christi,149,LIVE OAK,Hispanic,73,73,1.00,60,0.82,10,0.14,52,0.71,7,0.10,24,0.33,0,0.00,31,0.43,2,0.03,9,0.12
02,Corpus Christi,149,LIVE OAK,Other Ethnicities,71,68,0.96,63,0.89,4,0.06,61,0.86,20,0.28,28,0.39,0,0.00,48,0.68,2,0.03,29,0.41
02,Corpus Christi,162,MCMULLEN,All Ethnicities,17,17,1.00,17,1.00,0,0.00,16,0.94,4,0.24,6,0.35,0,0.00,10,0.59,0,0.00,3,0.18
02,Corpus Christi,178,NUECES,African American,233,215,0.92,173,0.74,36,0.16,154,0.66,55,0.24,69,0.30,8,0.03,132,0.57,14,0.06,32,0.14
02,Corpus Christi,178,NUECES,Hispanic,3018,2728,0.90,2124,0.70,573,0.19,1997,0.66,425,0.14,1021,0.34,14,0.00,1460,0.48,114,0.04,385,0.13
02,Corpus Christi,178,NUECES,White,1396,1283,0.92,1118,0.80,134,0.10,1069,0.77,413,0.30,499,0.36,26,0.02,938,0.67,73,0.05,387,0.28
02,Corpus Christi,178,NUECES,Others,75,68,0.91,60,0.80,8,0.11,59,0.79,26,0.35,17,0.23,3,0.04,46,0.61,2,0.03,24,0.32
02,Corpus Christi,205,SAN PATRICIO,African American,24,21,0.88,14,0.58,4,0.17,15,0.63,3,0.13,3,0.13,1,0.04,7,0.29,0,0.00,3,0.13
02,Corpus Christi,205,SAN PATRICIO,Hispanic,641,602,0.94,476,0.74,113,0.18,431,0.67,82,0.13,193,0.30,3,0.00,278,0.43,21,0.03,79,0.12
02,Corpus Christi,205,SAN PATRICIO,White,450,408,0.91,348,0.77,46,0.10,321,0.71,115,0.26,124,0.28,6,0.01,245,0.54,18,0.04,92,0.20
02,Corpus Christi,205,SAN PATRICIO,Others,16,14,0.88,12,0.75,1,0.06,12,0.75,2,0.13,7,0.44,1,0.06,10,0.63,0,0.00,0,0.00
03,Victoria,029,CALHOUN,Hispanic,165,153,0.93,128,0.78,20,0.12,111,0.67,3,0.02,52,0.32,0,0.00,55,0.33,3,0.02,12,0.07
03,Victoria,029,CALHOUN,White,126,114,0.91,105,0.83,7,0.06,99,0.79,21,0.17,50,0.40,1,0.01,72,0.57,1,0.01,35,0.28
03,Victoria,029,CALHOUN,Other Ethnicities,22,21,0.96,18,0.82,3,0.14,19,0.86,4,0.18,6,0.27,1,0.05,11,0.50,0,0.00,5,0.23
03,Victoria,045,COLORADO,Hispanic,107,95,0.89,85,0.79,5,0.05,63,0.59,4,0.04,26,0.24,1,0.01,31,0.29,3,0.03,16,0.15
03,Victoria,045,COLORADO,White,159,150,0.94,140,0.88,5,0.03,136,0.86,30,0.19,80,0.50,0,0.00,110,0.69,6,0.04,66,0.42
03,Victoria,045,COLORADO,Other Ethnicities,53,51,0.96,46,0.87,2,0.04,38,0.72,9,0.17,18,0.34,1,0.02,28,0.53,2,0.04,4,0.08
03,Victoria,062,DE WITT,Hispanic,124,119,0.96,81,0.65,34,0.27,80,0.65,6,0.05,31,0.25,0,0.00,37,0.30,2,0.02,11,0.09
03,Victoria,062,DE WITT,White,188,178,0.95,160,0.85,15,0.08,151,0.80,46,0.25,76,0.40,0,0.00,122,0.65,5,0.03,63,0.34
03,Victoria,062,DE WITT,Other Ethnicities,35,34,0.97,29,0.83,4,0.11,25,0.71,8,0.23,16,0.46,0,0.00,24,0.69,2,0.06,6,0.17
03,Victoria,088,GOLIAD,All Ethnicities,103,101,0.98,92,0.89,10,0.10,85,0.83,18,0.18,41,0.40,2,0.02,61,0.59,5,0.05,23,0.22
03,Victoria,120,JACKSON,Hispanic,67,64,0.96,53,0.79,9,0.13,51,0.76,4,0.06,25,0.37,2,0.03,31,0.46,0,0.00,8,0.12
03,Victoria,120,JACKSON,White,174,170,0.98,165,0.95,4,0.02,158,0.91,49,0.28,87,0.50,0,0.00,136,0.78,5,0.03,82,0.47
03,Victoria,120,JACKSON,Other Ethnicities,22,22,1.00,19,0.86,2,0.09,14,0.64,2,0.09,5,0.23,1,0.05,8,0.36,1,0.05,4,0.18
03,Victoria,128,KARNES,Hispanic,110,110,1.00,87,0.79,18,0.16,82,0.75,6,0.05,30,0.27,1,0.01,37,0.34,1,0.01,12,0.11
03,Victoria,128,KARNES,Other Ethnicities,68,68,1.00,62,0.91,4,0.06,59,0.87,20,0.29,27,0.40,0,0.00,47,0.69,2,0.03,32,0.47
