Region Code,TEA Region,County Number,County Name,gender,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,enrolled_out_of_state,enrolled_out_of_state_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
02,Corpus Christi,149,LIVE OAK,Male,79,73,0.92,69,0.87,5,0.06,60,0.76,17,0.22,21,0.27,0,0.00,38,0.48,5,0.06,14,0.18
02,Corpus Christi,162,MCMULLEN,Female,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
02,Corpus Christi,162,MCMULLEN,Male,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
02,Corpus Christi,178,NUECES,Female,2292,2031,0.89,1668,0.73,338,0.15,1615,0.71,522,0.23,759,0.33,35,0.02,1316,0.57,124,0.05,465,0.20
02,Corpus Christi,178,NUECES,Male,2475,2151,0.87,1707,0.69,450,0.18,1624,0.66,426,0.17,728,0.29,36,0.01,1190,0.48,122,0.05,321,0.13
02,Corpus Christi,205,SAN PATRICIO,Female,579,525,0.91,437,0.76,85,0.15,416,0.72,116,0.20,171,0.30,12,0.02,299,0.52,16,0.03,112,0.19
02,Corpus Christi,205,SAN PATRICIO,Male,645,582,0.90,460,0.71,115,0.18,460,0.71,114,0.18,182,0.28,8,0.01,304,0.47,21,0.03,80,0.12
03,Victoria,029,CALHOUN,Female,147,134,0.91,98,0.67,35,0.24,121,0.82,22,0.15,55,0.37,2,0.01,79,0.54,2,0.01,33,0.22
03,Victoria,029,CALHOUN,Male,157,147,0.94,123,0.78,22,0.14,120,0.76,20,0.13,49,0.31,1,0.01,70,0.45,4,0.03,27,0.17
03,Victoria,045,COLORADO,Female,151,144,0.95,127,0.84,12,0.08,119,0.79,31,0.21,39,0.26,8,0.05,78,0.52,0,0.00,39,0.26
03,Victoria,045,COLORADO,Male,155,144,0.93,126,0.81,15,0.10,112,0.72,18,0.12,50,0.32,4,0.03,72,0.47,6,0.04,34,0.22
03,Victoria,062,DE WITT,Female,177,168,0.95,152,0.86,15,0.08,141,0.80,39,0.22,56,0.32,0,0.00,95,0.54,3,0.02,45,0.25
03,Victoria,062,DE WITT,Male,195,185,0.95,157,0.81,24,0.12,152,0.78,34,0.17,55,0.28,3,0.02,92,0.47,3,0.02,44,0.23
03,Victoria,088,GOLIAD,Female,54,53,0.98,52,0.96,0,0.00,46,0.85,15,0.28,22,0.41,0,0.00,37,0.69,2,0.04,22,0.41
03,Victoria,088,GOLIAD,Male,65,62,0.95,50,0.77,12,0.19,52,0.80,11,0.17,17,0.26,0,0.00,28,0.43,1,0.02,16,0.25
03,Victoria,120,JACKSON,Female,110,105,0.96,99,0.90,3,0.03,92,0.84,21,0.19,48,0.44,2,0.02,71,0.65,4,0.04,31,0.28
03,Victoria,120,JACKSON,Male,139,133,0.96,127,0.91,6,0.04,114,0.82,16,0.12,52,0.37,2,0.01,70,0.50,1,0.01,30,0.22
03,Victoria,128,KARNES,Female,92,86,0.94,73,0.79,9,0.10,69,0.75,11,0.12,37,0.40,1,0.01,49,0.53,0,0.00,29,0.32
03,Victoria,128,KARNES,Male,111,105,0.95,89,0.80,15,0.14,88,0.79,18,0.16,35,0.32,0,0.00,53,0.48,2,0.02,27,0.24
03,Victoria,143,LAVACA,Female,96,88,0.92,88,0.92,3,0.03,85,0.89,26,0.27,40,0.42,1,0.01,67,0.70,3,0.03,31,0.32
03,Victoria,143,LAVACA,Male,91,83,0.91,80,0.88,3,0.03,76,0.84,15,0.17,39,0.43,1,0.01,55,0.60,3,0.03,30,0.33
03,Victoria,158,MATAGORDA,Female,304,289,0.95,228,0.75,56,0.18,243,0.80,61,0.20,103,0.34,4,0.01,168,0.55,9,0.03,77,0.25
03,Victoria,158,MATAGORDA,Male,336,315,0.94,229,0.68,82,0.24,247,0.74,43,0.13,109,0.32,7,0.02,159,0.47,8,0.02,62,0.19
03,Victoria,196,REFUGIO,Female,72,70,0.97,58,0.81,7,0.10,55,0.76,11,0.15,25,0.35,0,0.00,36,0.50,1,0.01,12,0.17
03,Victoria,196,REFUGIO,Male,68,67,0.99,56,0.82,8,0.12,46,0.68,12,0.18,23,0.34,0,0.00,35,0.52,2,0.03,16,0.24
03,Victoria,235,VICTORIA,Female,564,526,0.93,383,0.68,123,0.22,402,0.71,76,0.14,223,0.40,16,0.03,315,0.56,33,0.06,118,0.21
03,Victoria,235,VICTORIA,Male,599,559,0.93,405,0.68,146,0.24,418,0.70,66,0.11,182,0.30,12,0.02,260,0.43,16,0.03,74,0.12
03,Victoria,241,WHARTON,Female,322,314,0.98,286,0.89,21,0.07,270,0.84,37,0.12,165,0.51,1,0.00,203,0.63,7,0.02,89,0.28
03,Victoria,241,WHARTON,Male,340,328,0.97,288,0.85,32,0.09,276,0.81,55,0.16,157,0.46,1,0.00,213,0.63,5,0.01,106,0.31
04,Houston,020,BRAZORIA,Female,1728,1636,0.95,1373,0.80,207,0.12,1260,0.73,314,0.18,764,0.44,28,0.02,1106,0.64,116,0.07,469,0.27
04,Houston,020,BRAZORIA,Male,1894,1789,0.95,1378,0.73,346,0.18,1273,0.67,270,0.14,729,0.39,36,0.02,1035,0.55,118,0.06,356,0.19
04,Houston,036,CHAMBERS,Female,196,182,0.93,164,0.84,8,0.04,144,0.74,41,0.21,76,0.39,2,0.01,119,0.61,8,0.04,47,0.24
04,Houston,036,CHAMBERS,Male,216,204,0.94,181,0.84,16,0.07,158,0.73,34,0.16,81,0.38,8,0.04,123,0.57,7,0.03,44,0.20
04,Houston,079,FORT BEND,Female,2875,2711,0.94,2420,0.84,238,0.08,2344,0.82,1059,0.37,786,0.27,139,0.05,1984,0.69,117,0.04,942,0.33
04,Houston,079,FORT BEND,Male,3090,2857,0.93,2455,0.79,378,0.12,2308,0.75,909,0.29,855,0.28,148,0.05,1912,0.62,145,0.05,727,0.24
04,Houston,084,GALVESTON,Female,2454,2215,0.90,1922,0.78,239,0.10,1758,0.72,639,0.26,903,0.37,92,0.04,1634,0.67,197,0.08,756,0.31
04,Houston,084,GALVESTON,Male,2561,2264,0.88,1857,0.73,377,0.15,1644,0.64,534,0.21,871,0.34,86,0.03,1491,0.58,212,0.08,521,0.20
04,Houston,101,HARRIS,Female,22519,20406,0.91,16564,0.74,3374,0.15,16349,0.73,5045,0.22,6713,0.30,779,0.03,12537,0.56,1028,0.05,4838,0.22
04,Houston,101,HARRIS,Male,23674,21150,0.89,15885,0.67,4964,0.21,15051,0.64,4124,0.17,6201,0.26,691,0.03,11016,0.47,1202,0.05,3405,0.14
04,Houston,146,LIBERTY,Female,541,509,0.94,436,0.81,61,0.11,395,0.73,97,0.18,173,0.32,8,0.01,278,0.51,21,0.04,99,0.18
04,Houston,146,LIBERTY,Male,534,489,0.92,403,0.76,67,0.13,370,0.69,75,0.14,138,0.26,6,0.01,219,0.41,12,0.02,63,0.12
04,Houston,237,WALLER,Female,263,245,0.93,219,0.83,20,0.08,209,0.80,59,0.22,70,0.27,3,0.01,132,0.50,6,0.02,54,0.21
04,Houston,237,WALLER,Male,294,270,0.92,230,0.78,31,0.11,209,0.71,39,0.13,74,0.25,5,0.02,118,0.40,9,0.03,35,0.12
05,Beaumont,084,GALVESTON,Female,13,13,1.00,12,0.92,1,0.08,11,0.85,1,0.08,5,0.39,0,0.00,6,0.46,0,0.00,3,0.23
05,Beaumont,084,GALVESTON,Male,19,17,0.90,16,0.84,0,0.00,14,0.74,7,0.37,3,0.16,0,0.00,10,0.53,1,0.05,3,0.16
05,Beaumont,100,HARDIN,Female,431,395,0.92,347,0.81,39,0.09,319,0.74,149,0.35,77,0.18,12,0.03,238,0.55,14,0.03,100,0.23
05,Beaumont,100,HARDIN,Male,449,398,0.89,365,0.81,41,0.09,345,0.77,139,0.31,88,0.20,7,0.02,234,0.52,14,0.03,85,0.19
05,Beaumont,121,JASPER,Female,269,246,0.91,229,0.85,13,0.05,199,0.74,61,0.23,80,0.30,5,0.02,146,0.54,15,0.06,48,0.18
05,Beaumont,121,JASPER,Male,273,250,0.92,222,0.81,20,0.07,205,0.75,54,0.20,66,0.24,2,0.01,122,0.45,10,0.04,35,0.13
05,Beaumont,123,JEFFERSON,Female,1612,1522,0.94,1284,0.80,210,0.13,1191,0.74,492,0.31,378,0.23,47,0.03,917,0.57,72,0.04,370,0.23
05,Beaumont,123,JEFFERSON,Male,1726,1606,0.93,1251,0.73,313,0.18,1144,0.66,420,0.24,328,0.19,33,0.02,781,0.45,63,0.04,256,0.15
05,Beaumont,176,NEWTON,Female,98,88,0.90,71,0.72,9,0.09,63,0.64,10,0.10,29,0.30,4,0.04,43,0.44,4,0.04,15,0.15
05,Beaumont,176,NEWTON,Male,102,84,0.82,69,0.68,11,0.11,72,0.71,15,0.15,26,0.26,4,0.04,45,0.44,5,0.05,17,0.17
05,Beaumont,181,ORANGE,Female,579,545,0.94,486,0.84,43,0.07,454,0.78,126,0.22,193,0.33,30,0.05,349,0.60,14,0.02,132,0.23
05,Beaumont,181,ORANGE,Male,670,632,0.94,532,0.79,86,0.13,496,0.74,126,0.19,190,0.28,18,0.03,334,0.50,21,0.03,130,0.19
05,Beaumont,229,TYLER,Female,149,140,0.94,130,0.87,6,0.04,115,0.77,34,0.23,36,0.24,4,0.03,74,0.50,4,0.03,25,0.17
05,Beaumont,229,TYLER,Male,162,145,0.90,126,0.78,16,0.10,109,0.67,30,0.19,34,0.21,1,0.01,65,0.40,2,0.01,18,0.11
06,Huntsville,008,AUSTIN,Female,214,206,0.96,190,0.89,8,0.04,184,0.86,62,0.29,74,0.35,2,0.01,138,0.65,9,0.04,73,0.34
06,Huntsville,008,AUSTIN,Male,218,208,0.95,201,0.92,6,0.03,182,0.84,38,0.17,78,0.36,1,0.00,117,0.54,4,0.02,69,0.32
06,Huntsville,021,BRAZOS,Female,814,749,0.92,558,0.69,173,0.21,577,0.71,176,0.22,297,0.37,15,0.02,488,0.60,49,0.06,221,0.27
06,Huntsville,021,BRAZOS,Male,861,766,0.89,500,0.58,245,0.29,526,0.61,140,0.16,224,0.26,15,0.02,379,0.44,30,0.03,145,0.17
06,Huntsville,026,BURLESON,Female,139,128,0.92,112,0.81,18,0.13,99,0.71,19,0.14,45,0.32,0,0.00,64,0.46,4,0.03,23,0.17
06,Huntsville,026,BURLESON,Male,125,111,0.89,88,0.70,23,0.18,91,0.73,8,0.06,30,0.24,4,0.03,42,0.34,1,0.01,13,0.10
06,Huntsville,093,GRIMES,Female,174,160,0.92,138,0.79,13,0.07,124,0.71,29,0.17,56,0.32,0,0.00,85,0.49,6,0.03,38,0.22
06,Huntsville,093,GRIMES,Male,163,149,0.91,112,0.69,35,0.22,98,0.60,14,0.09,38,0.23,0,0.00,52,0.32,2,0.01,22,0.14
06,Huntsville,113,HOUSTON,Female,134,121,0.90,109,0.81,14,0.10,102,0.76,33,0.25,33,0.25,0,0.00,66,0.49,1,0.01,26,0.19
06,Huntsville,113,HOUSTON,Male,133,122,0.92,108,0.81,16,0.12,102,0.77,22,0.17,28,0.21,2,0.02,52,0.39,5,0.04,25,0.19
06,Huntsville,145,LEON,Female,121,113,0.93,98,0.81,5,0.04,89,0.74,31,0.26,43,0.36,1,0.01,75,0.62,9,0.07,36,0.30
06,Huntsville,145,LEON,Male,138,123,0.89,112,0.81,10,0.07,106,0.77,21,0.15,32,0.23,0,0.00,53,0.38,1,0.01,21,0.15
06,Huntsville,154,MADISON,Female,92,87,0.95,72,0.78,14,0.15,74,0.80,20,0.22,22,0.24,2,0.02,44,0.48,2,0.02,15,0.16
06,Huntsville,154,MADISON,Male,103,94,0.91,63,0.61,27,0.26,65,0.63,8,0.08,15,0.15,0,0.00,23,0.22,2,0.02,5,0.05
06,Huntsville,166,MILAM,Female,137,130,0.95,114,0.83,10,0.07,111,0.81,26,0.19,41,0.30,2,0.01,69,0.50,3,0.02,27,0.20
06,Huntsville,166,MILAM,Male,162,151,0.93,125,0.77,19,0.12,126,0.78,27,0.17,45,0.28,3,0.02,75,0.46,4,0.02,28,0.17
06,Huntsville,170,MONTGOMERY,Female,2113,1920,0.91,1677,0.79,169,0.08,1545,0.73,479,0.23,692,0.33,90,0.04,1261,0.60,108,0.05,519,0.25
06,Huntsville,170,MONTGOMERY,Male,2314,2106,0.91,1737,0.75,303,0.13,1628,0.70,389,0.17,707,0.31,79,0.03,1175,0.51,110,0.05,403,0.17
06,Huntsville,187,POLK,Female,281,257,0.92,232,0.83,11,0.04,186,0.66,37,0.13,83,0.30,4,0.01,124,0.44,14,0.05,46,0.16
06,Huntsville,187,POLK,Male,271,238,0.88,203,0.75,23,0.08,169,0.62,26,0.10,51,0.19,7,0.03,84,0.31,11,0.04,27,0.10
06,Huntsville,198,ROBERTSON,Female,114,105,0.92,96,0.84,5,0.04,85,0.75,20,0.18,45,0.40,1,0.01,66,0.58,4,0.04,21,0.18
06,Huntsville,198,ROBERTSON,Male,122,104,0.85,84,0.69,23,0.19,75,0.62,14,0.12,32,0.26,1,0.01,47,0.39,2,0.02,17,0.14
06,Huntsville,204,SAN JACINTO,Female,128,117,0.91,88,0.69,19,0.15,88,0.69,22,0.17,26,0.20,1,0.01,49,0.38,1,0.01,13,0.10
06,Huntsville,204,SAN JACINTO,Male,165,149,0.90,87,0.53,59,0.36,96,0.58,27,0.16,25,0.15,2,0.01,54,0.33,3,0.02,11,0.07
06,Huntsville,228,TRINITY,Female,106,93,0.88,82,0.77,13,0.12,72,0.68,23,0.22,27,0.26,1,0.01,51,0.48,5,0.05,13,0.12
06,Huntsville,228,TRINITY,Male,101,93,0.92,79,0.78,9,0.09,71,0.70,10,0.10,26,0.26,4,0.04,40,0.40,5,0.05,9,0.09
06,Huntsville,236,WALKER,Female,264,253,0.96,224,0.85,17,0.06,215,0.81,87,0.33,57,0.22,8,0.03,152,0.58,9,0.03,58,0.22
06,Huntsville,236,WALKER,Male,330,308,0.93,243,0.74,44,0.13,224,0.68,82,0.25,67,0.20,7,0.02,156,0.47,15,0.05,46,0.14
06,Huntsville,239,WASHINGTON,Female,188,173,0.92,159,0.85,13,0.07,147,0.78,44,0.23,91,0.48,2,0.01,137,0.73,13,0.07,79,0.42
06,Huntsville,239,WASHINGTON,Male,235,220,0.94,188,0.80,24,0.10,170,0.72,31,0.13,84,0.36,2,0.01,117,0.50,6,0.03,51,0.22
07,Kilgore,001,ANDERSON,Female,347,327,0.94,292,0.84,32,0.09,271,0.78,59,0.17,147,0.42,5,0.01,211,0.61,18,0.05,101,0.29
07,Kilgore,001,ANDERSON,Male,323,303,0.94,264,0.82,29,0.09,245,0.76,37,0.12,114,0.35,4,0.01,155,0.48,11,0.03,57,0.18
07,Kilgore,003,ANGELINA,Female,550,517,0.94,452,0.82,51,0.09,430,0.78,80,0.15,250,0.46,13,0.02,343,0.62,21,0.04,108,0.20
07,Kilgore,003,ANGELINA,Male,583,542,0.93,458,0.79,76,0.13,441,0.76,81,0.14,217,0.37,7,0.01,305,0.52,17,0.03,106,0.18
07,Kilgore,037,CHEROKEE,Female,266,248,0.93,218,0.82,21,0.08,204,0.77,29,0.11,122,0.46,1,0.00,152,0.57,7,0.03,59,0.22
07,Kilgore,037,CHEROKEE,Male,301,285,0.95,240,0.80,41,0.14,225,0.75,31,0.10,81,0.27,5,0.02,117,0.39,7,0.02,41,0.14
07,Kilgore,092,GREGG,Female,842,801,0.95,696,0.83,74,0.09,647,0.77,150,0.18,346,0.41,29,0.03,525,0.62,37,0.04,209,0.25
07,Kilgore,092,GREGG,Male,911,859,0.94,724,0.80,127,0.14,653,0.72,124,0.14,321,0.35,33,0.04,478,0.53,27,0.03,162,0.18
07,Kilgore,102,HARRISON,Female,534,482,0.90,417,0.78,62,0.12,401,0.75,74,0.14,220,0.41,18,0.03,312,0.58,23,0.04,115,0.22
07,Kilgore,102,HARRISON,Male,535,488,0.91,412,0.77,56,0.11,351,0.66,73,0.14,146,0.27,29,0.05,248,0.46,21,0.04,78,0.15
07,Kilgore,107,HENDERSON,Female,389,352,0.91,318,0.82,24,0.06,282,0.73,50,0.13,179,0.46,0,0.00,229,0.59,30,0.08,93,0.24
07,Kilgore,107,HENDERSON,Male,390,362,0.93,316,0.81,35,0.09,285,0.73,39,0.10,140,0.36,11,0.03,190,0.49,11,0.03,58,0.15
07,Kilgore,174,NACOGDOCHES,Female,366,334,0.91,301,0.82,24,0.07,283,0.77,116,0.32,101,0.28,10,0.03,227,0.62,25,0.07,101,0.28
07,Kilgore,174,NACOGDOCHES,Male,420,369,0.88,319,0.76,46,0.11,298,0.71,99,0.24,100,0.24,6,0.01,205,0.49,23,0.05,94,0.22
07,Kilgore,183,PANOLA,Female,137,132,0.96,124,0.91,0,0.00,113,0.83,17,0.12,76,0.56,2,0.01,95,0.69,7,0.05,45,0.33
07,Kilgore,183,PANOLA,Male,181,170,0.94,156,0.86,9,0.05,144,0.80,15,0.08,82,0.45,3,0.02,100,0.55,6,0.03,39,0.22
07,Kilgore,190,RAINS,Female,55,50,0.91,44,0.80,3,0.05,41,0.75,11,0.20,18,0.33,0,0.00,29,0.53,2,0.04,12,0.22
07,Kilgore,190,RAINS,Male,58,49,0.85,44,0.76,6,0.10,37,0.64,5,0.09,11,0.19,1,0.02,17,0.29,2,0.03,8,0.14
07,Kilgore,201,RUSK,Female,260,243,0.94,201,0.77,27,0.10,181,0.70,24,0.09,120,0.46,2,0.01,146,0.56,11,0.04,59,0.23
07,Kilgore,201,RUSK,Male,312,300,0.96,259,0.83,38,0.12,225,0.72,27,0.09,120,0.39,4,0.01,151,0.48,11,0.04,50,0.16
07,Kilgore,202,SABINE,Female,61,57,0.93,52,0.85,1,0.02,29,0.48,6,0.10,22,0.36,0,0.00,28,0.46,12,0.20,11,0.18
07,Kilgore,202,SABINE,Male,85,79,0.93,75,0.88,3,0.04,32,0.38,6,0.07,16,0.19,1,0.01,23,0.27,12,0.14,7,0.08
07,Kilgore,203,SAN AUGUSTINE,Female,59,55,0.93,47,0.80,3,0.05,46,0.78,8,0.14,26,0.44,2,0.03,36,0.61,1,0.02,14,0.24
07,Kilgore,203,SAN AUGUSTINE,Male,57,51,0.90,50,0.88,3,0.05,48,0.84,7,0.12,14,0.25,1,0.02,22,0.39,0,0.00,7,0.12
07,Kilgore,210,SHELBY,Female,170,153,0.90,140,0.82,11,0.06,126,0.74,20,0.12,75,0.44,1,0.01,96,0.57,6,0.04,35,0.21
07,Kilgore,210,SHELBY,Male,194,175,0.90,159,0.82,24,0.12,133,0.69,22,0.11,59,0.30,2,0.01,83,0.43,8,0.04,24,0.12
07,Kilgore,212,SMITH,Female,1192,1124,0.94,940,0.79,147,0.12,904,0.76,173,0.15,528,0.44,37,0.03,738,0.62,54,0.05,288,0.24
07,Kilgore,212,SMITH,Male,1257,1146,0.91,894,0.71,235,0.19,853,0.68,141,0.11,498,0.40,29,0.02,668,0.53,72,0.06,226,0.18
07,Kilgore,230,UPSHUR,Female,252,231,0.92,215,0.85,11,0.04,200,0.79,32,0.13,120,0.48,8,0.03,160,0.64,14,0.06,49,0.19
07,Kilgore,230,UPSHUR,Male,293,269,0.92,238,0.81,28,0.10,233,0.80,34,0.12,102,0.35,13,0.04,149,0.51,9,0.03,48,0.16
07,Kilgore,234,VAN ZANDT,Female,183,172,0.94,148,0.81,12,0.07,138,0.75,28,0.15,71,0.39,5,0.03,104,0.57,6,0.03,42,0.23
07,Kilgore,234,VAN ZANDT,Male,207,188,0.91,170,0.82,21,0.10,151,0.73,16,0.08,70,0.34,4,0.02,90,0.44,5,0.02,33,0.16
07,Kilgore,250,WOOD,Female,242,225,0.93,215,0.89,2,0.01,187,0.77,37,0.15,88,0.36,6,0.02,131,0.54,8,0.03,43,0.18
07,Kilgore,250,WOOD,Male,242,222,0.92,197,0.81,14,0.06,181,0.75,15,0.06,83,0.34,4,0.02,102,0.42,8,0.03,35,0.15
08,Mt. Pleasant,019,BOWIE,Female,589,533,0.91,471,0.80,31,0.05,448,0.76,49,0.08,223,0.38,68,0.12,340,0.58,21,0.04,107,0.18
08,Mt. Pleasant,019,BOWIE,Male,640,578,0.90,506,0.79,56,0.09,462,0.72,52,0.08,210,0.33,73,0.11,335,0.52,21,0.03,90,0.14
08,Mt. Pleasant,032,CAMP,Female,87,81,0.93,73,0.84,5,0.06,63,0.72,10,0.12,42,0.48,0,0.00,52,0.60,4,0.05,24,0.28
08,Mt. Pleasant,032,CAMP,Male,81,78,0.96,61,0.75,11,0.14,55,0.68,5,0.06,29,0.36,3,0.04,37,0.46,6,0.07,10,0.12
08,Mt. Pleasant,034,CASS,Female,267,250,0.94,230,0.86,12,0.04,211,0.79,30,0.11,104,0.39,28,0.11,162,0.61,9,0.03,54,0.20
08,Mt. Pleasant,034,CASS,Male,240,227,0.95,205,0.85,12,0.05,196,0.82,17,0.07,73,0.30,20,0.08,110,0.46,3,0.01,34,0.14
08,Mt. Pleasant,060,DELTA,Female,43,39,0.91,35,0.81,1,0.02,35,0.81,9,0.21,15,0.35,0,0.00,24,0.56,1,0.02,9,0.21
08,Mt. Pleasant,060,DELTA,Male,53,47,0.89,45,0.85,4,0.08,45,0.85,12,0.23,15,0.28,1,0.02,28,0.53,1,0.02,8,0.15
08,Mt. Pleasant,080,FRANKLIN,Female,55,51,0.93,50,0.91,2,0.04,49,0.89,15,0.27,29,0.53,2,0.04,46,0.84,1,0.02,26,0.47
08,Mt. Pleasant,080,FRANKLIN,Male,64,61,0.95,49,0.77,7,0.11,47,0.73,12,0.19,17,0.27,5,0.08,34,0.53,0,0.00,17,0.27
08,Mt. Pleasant,112,HOPKINS,Female,240,219,0.91,206,0.86,6,0.03,193,0.80,47,0.20,97,0.40,10,0.04,154,0.64,10,0.04,76,0.32
08,Mt. Pleasant,112,HOPKINS,Male,258,243,0.94,234,0.91,8,0.03,205,0.80,44,0.17,63,0.24,10,0.04,117,0.45,7,0.03,39,0.15
08,Mt. Pleasant,139,LAMAR,Female,274,248,0.91,220,0.80,26,0.09,207,0.76,24,0.09,165,0.60,6,0.02,195,0.71,21,0.08,67,0.25
08,Mt. Pleasant,139,LAMAR,Male,369,352,0.95,299,0.81,40,0.11,285,0.77,33,0.09,151,0.41,13,0.04,197,0.53,13,0.04,63,0.17
08,Mt. Pleasant,155,MARION,Female,53,48,0.91,46,0.87,2,0.04,42,0.79,9,0.17,19,0.36,0,0.00,28,0.53,2,0.04,11,0.21
08,Mt. Pleasant,155,MARION,Male,77,75,0.97,59,0.77,11,0.14,57,0.74,10,0.13,24,0.31,6,0.08,40,0.52,3,0.04,4,0.05
08,Mt. Pleasant,172,MORRIS,Female,94,90,0.96,81,0.86,6,0.06,73,0.78,18,0.19,42,0.45,1,0.01,61,0.65,4,0.04,21,0.22
