CAMPUS,CAMPNAME,DISTRICT,COUNTY,DISTNAME,REGION,CNTYNAME,GRDTYPE,GRDSPAN,CFLALTED,CFLCHART,PAIRCAMP,PAIRNAME,C_RATING,CAD_PROGRESS,CAD_READ,CAD_MATH
"014903116","TARVER EL","014903","014","BELTON ISD","12","BELL","E","PK - 05","N","N"," "," ","M","0","0","0"
"014905001","HOLLAND H S","014905","014","HOLLAND ISD","12","BELL","S","09 - 12","N","N"," "," ","M","0","1","1"
"014905041","HOLLAND MIDDLE","014905","014","HOLLAND ISD","12","BELL","M","06 - 08","N","N"," "," ","M","0","1","0"
"014905101","HOLLAND EL","014905","014","HOLLAND ISD","12","BELL","E","EE - 05","N","N"," "," ","M","0","1","0"
"014906001","KILLEEN H S","014906","014","KILLEEN ISD","12","BELL","S","09 - 12","N","N"," "," ","M","0","0","0"
"014906002","C E ELLISON H S","014906","014","KILLEEN ISD","12","BELL","S","09 - 12","N","N"," "," ","M","0","0","0"
"014906004","GATEWAY H S","014906","014","KILLEEN ISD","12","BELL","S","09 - 12","N","N"," "," ","X"," "," "," "
"014906006","PATHWAYS ACADEMIC CAMPUS","014906","014","KILLEEN ISD","12","BELL","S","09 - 12","Y","N"," "," ","A"," "," "," "
"014906007","HARKER HEIGHTS H S","014906","014","KILLEEN ISD","12","BELL","S","09 - 12","N","N"," "," ","M","0","0","0"
"014906008","ROBERT M SHOEMAKER H S","014906","014","KILLEEN ISD","12","BELL","S","09 - 12","N","N"," "," ","M","0","0","0"
"014906009","GATEWAY MIDDLE","014906","014","KILLEEN ISD","12","BELL","M","06 - 08","N","N"," "," ","X"," "," "," "
"014906022","METROPLEX SCHOOL","014906","014","KILLEEN ISD","12","BELL","B","01 - 12","N","N"," "," ","X"," "," "," "
"014906025","BELL COUNTY JUV DET CTR","014906","014","KILLEEN ISD","12","BELL","B","06 - 11","Y","N"," "," ","X"," "," "," "
"014906026","KILLEEN JJAEP","014906","014","KILLEEN ISD","12","BELL","M","07 - 09","N","N"," "," ","X"," "," "," "
"014906042","NOLAN MIDDLE","014906","014","KILLEEN ISD","12","BELL","M","06 - 08","N","N"," "," ","M","0","0","0"
"014906043","RANCIER MIDDLE","014906","014","KILLEEN ISD","12","BELL","M","06 - 08","N","N"," "," ","M","0","0","0"
"014906044","MANOR MIDDLE","014906","014","KILLEEN ISD","12","BELL","M","06 - 08","N","N"," "," ","M","0","0","0"
"014906045","SMITH MIDDLE","014906","014","KILLEEN ISD","12","BELL","M","06 - 08","N","N"," "," ","M","1","0","1"
"014906046","EASTERN HILLS MIDDLE","014906","014","KILLEEN ISD","12","BELL","M","06 - 08","N","N"," "," ","I","0","0","0"
"014906048","PALO ALTO MIDDLE","014906","014","KILLEEN ISD","12","BELL","M","06 - 08","N","N"," "," ","M","0","0","0"
"014906049","LIBERTY HILL MIDDLE","014906","014","KILLEEN ISD","12","BELL","M","06 - 08","N","N"," "," ","M","1","0","1"
"014906050","LIVE OAK RIDGE MIDDLE","014906","014","KILLEEN ISD","12","BELL","M","06 - 08","N","N"," "," ","M","0","0","0"
"014906051","UNION GROVE MIDDLE","014906","014","KILLEEN ISD","12","BELL","M","06 - 08","N","N"," "," ","M","0","0","0"
"014906052","AUDIE MURPHY MIDDLE","014906","014","KILLEEN ISD","12","BELL","M","06 - 08","N","N"," "," ","M","1","1","0"
"014906053","CHARLES E PATTERSON MIDDLE","014906","014","KILLEEN ISD","12","BELL","M","06 - 08","N","N"," "," ","M","0","0","0"
"014906100","EL ALTER LEARNING CENTER","014906","014","KILLEEN ISD","12","BELL","E","01 - 05","N","N"," "," ","X"," "," "," "
"014906102","CLIFTON PARK EL","014906","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","1","1","1"
"014906103","EAST WARD EL","014906","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","0","0","1"
"014906104","FOWLER EL","014906","014","KILLEEN ISD","12","BELL","E","EE - 05","N","N"," "," ","M","0","0","0"
"014906105","HARKER HEIGHTS EL","014906","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","1","1","0"
"014906108","MEADOWS EL","014906","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","1","0","0"
"014906109","PEEBLES EL","014906","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","0","0","0"
"014906110","PERSHING PARK EL","014906","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","1","1","1"
"014906111","SUGAR LOAF EL","014906","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","0","0","0"
"014906112","WEST WARD EL","014906","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","0","0","1"
"014906113","BELLAIRE EL","014906","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","0","0","0"
"014906115","NOLANVILLE EL","014906","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","0","1","0"
"014906116","CLARKE EL","014906","014","KILLEEN ISD","12","BELL","E","PK - 03","N","N"," "," ","M"," ","0","0"
"014906117","DUNCAN EL","014906","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","0","0","0"
"014906119","HAY BRANCH EL","014906","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","0","0","0"
"014906120","WILLOW SPRINGS EL","014906","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","1","0","0"
"014906121","MOUNTAIN VIEW EL","014906","014","KILLEEN ISD","12","BELL","E","EE - 05","N","N"," "," ","M","0","0","0"
"014906122","REECES CREEK EL","014906","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","1","0","0"
"014906123","CLEAR CREEK EL","014906","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","1","0","0"
"014906124","CEDAR VALLEY EL","014906","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","0","0","0"
"014906125","BROOKHAVEN EL","014906","014","KILLEEN ISD","12","BELL","E","EE - 05","N","N"," "," ","M","0","0","0"
"014906126","VENABLE VILLAGE EL","014906","014","KILLEEN ISD","12","BELL","E","EE - 05","N","N"," "," ","M","0","1","0"
"014906127","TRIMMIER EL","014906","014","KILLEEN ISD","12","BELL","E","EE - 05","N","N"," "," ","M","1","0","1"
"014906128","MONTAGUE VILLAGE EL","014906","014","KILLEEN ISD","12","BELL","E","EE - 05","N","N"," "," ","M","1","0","0"
"014906129","MAXDALE EL","014906","014","KILLEEN ISD","12","BELL","E","EE - 05","N","N"," "," ","M","0","0","0"
"014906130","IRA CROSS JR EL","014906","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","0","0","0"
"014906131","IDUMA EL","014906","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","1","0","0"
"014906132","OVETA CULP HOBBY EL","014906","014","KILLEEN ISD","12","BELL","E","EE - 05","N","N"," "," ","M","1","0","0"
"014906133","TIMBER RIDGE EL","014906","014","KILLEEN ISD","12","BELL","E","EE - 05","N","N"," "," ","M","1","0","0"
"014906135","SAEGERT EL","014906","014","KILLEEN ISD","12","BELL","E","EE - 05","N","N"," "," ","M","0","0","0"
"014906136","SKIPCHA EL","014906","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","0","0","0"
"014906137","RICHARD E CAVAZOS EL","014906","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","1","1","1"
"014906138","HAYNES EL","014906","014","KILLEEN ISD","12","BELL","E","PK - 05","N","N"," "," ","M","0","0","0"
"014907001","ROGERS H S","014907","014","ROGERS ISD","12","BELL","S","09 - 12","N","N"," "," ","M","0","1","1"
"014907041","ROGERS MIDDLE","014907","014","ROGERS ISD","12","BELL","M","06 - 08","N","N"," "," ","M","0","1","0"
"014907043","BELL COUNTY DAEP","014907","014","ROGERS ISD","12","BELL","S","09 - 12","N","N"," "," ","X"," "," "," "
"014907102","ROGERS EL","014907","014","ROGERS ISD","12","BELL","E","PK - 05","N","N"," "," ","M","1","0","1"
"014908001","SALADO H S","014908","014","SALADO ISD","12","BELL","S","09 - 12","N","N"," "," ","M","0","0","1"
"014908041","SALADO INT","014908","014","SALADO ISD","12","BELL","E","03 - 06","N","N"," "," ","M","0","0","0"
"014908042","SALADO J H","014908","014","SALADO ISD","12","BELL","M","07 - 08","N","N"," "," ","M","0","1","0"
"014908101","THOMAS ARNOLD EL","014908","014","SALADO ISD","12","BELL","E","EE - 02","N","N","014908041","SALADO INT","M"," "," "," "
"014909002","TEMPLE H S","014909","014","TEMPLE ISD","12","BELL","S","09 - 12","N","N"," "," ","M","0","1","1"
"014909005","WHEATLEY ALTERNATIVE EDUCATION CEN","014909","014","TEMPLE ISD","12","BELL","B","01 - 12","N","N"," "," ","X"," "," "," "
"014909008","FRED W EDWARDS ACADEMY AEC","014909","014","TEMPLE ISD","12","BELL","S","09 - 12","Y","N"," "," ","Z"," "," "," "
"014909041","LAMAR MIDDLE","014909","014","TEMPLE ISD","12","BELL","M","06 - 08","N","N"," "," ","I","0","0","0"
"014909042","TRAVIS MIDDLE","014909","014","TEMPLE ISD","12","BELL","M","06 - 08","N","N"," "," ","M","0","0","0"
"014909044","BONHAM MIDDLE","014909","014","TEMPLE ISD","12","BELL","M","06 - 08","N","N"," "," ","M","0","0","1"
"014909101","BETHUNE EARLY CHILDHOOD CENTER","014909","014","TEMPLE ISD","12","BELL","E","EE - KG","N","N","014909115","MERIDITH-DUNBAR EL","I"," "," "," "
"014909102","CATER EL","014909","014","TEMPLE ISD","12","BELL","E","KG - 05","N","N"," "," ","M","1","0","1"
"014909107","JEFFERSON EL","014909","014","TEMPLE ISD","12","BELL","E","KG - 05","N","N"," "," ","M","0","0","0"
"014909110","SCOTT EL","014909","014","TEMPLE ISD","12","BELL","E","KG - 05","N","N"," "," ","M","0","1","0"
"014909111","THORNTON EL","014909","014","TEMPLE ISD","12","BELL","E","KG - 05","N","N"," "," ","M","1","1","0"
"014909114","WESTERN HILLS EL","014909","014","TEMPLE ISD","12","BELL","E","KG - 05","N","N"," "," ","M","0","0","0"
"014909115","MERIDITH-DUNBAR EL","014909","014","TEMPLE ISD","12","BELL","E","KG - 04","N","N"," "," ","I","0","0","0"
"014909116","RAYE-ALLEN EL","014909","014","TEMPLE ISD","12","BELL","E","EE - 06","N","N"," "," ","I","0","0","0"
"014909117","KENNEDY-POWELL EL","014909","014","TEMPLE ISD","12","BELL","E","KG - 05","N","N"," "," ","M","1","1","1"
"014909118","HECTOR P GARCIA EL","014909","014","TEMPLE ISD","12","BELL","E","KG - 05","N","N"," "," ","M","0","0","0"
"014909198","SCOTT & WHITE HOSPITAL","014909","014","TEMPLE ISD","12","BELL","B","KG - 11","N","N"," "," ","Z"," "," "," "
"014910001","TROY H S","014910","014","TROY ISD","12","BELL","S","09 - 12","N","N"," "," ","M","1","1","1"
"014910041","RAYMOND MAYS MIDDLE","014910","014","TROY ISD","12","BELL","M","06 - 08","N","N"," "," ","M","0","0","0"
"014910042","TROY J J A E P","014910","014","TROY ISD","12","BELL","M","07 - 09","N","N"," "," ","X"," "," "," "
"014910101","TROY EL","014910","014","TROY ISD","12","BELL","E","02 - 05","N","N"," "," ","M","0","0","0"
"014910103","EDNA BIGHAM MAYS ELEMENTARY","014910","014","TROY ISD","12","BELL","E","EE - 01","N","N","014910101","TROY EL","M"," "," "," "
"015801001","POR VIDA ACADEMY CHARTER H S","015801","015","POR VIDA ACADEMY","20","BEXAR","S","09 - 12","Y","Y"," "," ","I"," "," "," "
"015801002","CORPUS CHRISTI COLLEGE PREP H S","015801","015","POR VIDA ACADEMY","20","BEXAR","S","09 - 12","N","Y"," "," ","M","1","0","0"
"015801003","CESAR E CHAVEZ ACADEMY","015801","015","POR VIDA ACADEMY","20","BEXAR","S","09 - 12","Y","Y"," "," ","A"," "," "," "
"015802001","GEORGE GERVIN ACADEMY","015802","015","GEORGE GERVIN ACADEMY","20","BEXAR","B","PK - 12","N","Y"," "," ","M","0","0","0"
"015802004","THE EDUCATION AND TRAINING CENTER","015802","015","GEORGE GERVIN ACADEMY","20","BEXAR","M","06 - 08","Y","Y"," "," ","A"," "," "," "
"015803101","HIGGS CARTER KING GIFTED & TALENTE","015803","015","HIGGS CARTER KING GIFTED & TALENTE","20","BEXAR","B","PK - 12","N","Y"," "," ","I","0","0","0"
"015805041","NEW FRONTIERS MIDDLE SCH","015805","015","NEW FRONTIERS CHARTER SCHOOL","20","BEXAR","M","06 - 08","N","Y"," "," ","M","1","1","1"
"015805101","NEW FRONTIERS CHARTER SCHOOL","015805","015","NEW FRONTIERS CHARTER SCHOOL","20","BEXAR","E","04 - 05","N","Y"," "," ","I","0","0","0"
"015805102","EARLY CHILDHOOD ACADEMY","015805","015","NEW FRONTIERS CHARTER SCHOOL","20","BEXAR","E","KG - 03","N","Y"," "," ","I"," ","0","0"
"015806001","RICK HAWKINS H S","015806","015","SCHOOL OF EXCELLENCE IN EDUCATION","20","BEXAR","S","09 - 12","N","Y"," "," ","I","0","0","0"
"015806003","MILTON B LEE ACADEMY OF SCIENCE &","015806","015","SCHOOL OF EXCELLENCE IN EDUCATION","20","BEXAR","S","09 - 12","N","Y"," "," ","I","0","0","0"
"015806041","DR PAUL S SAENZ J H","015806","015","SCHOOL OF EXCELLENCE IN EDUCATION","20","BEXAR","M","07 - 08","N","Y"," "," ","I","0","0","0"
"015806101","DR HARMON W KELLEY EL","015806","015","SCHOOL OF EXCELLENCE IN EDUCATION","20","BEXAR","E","PK - 03","N","Y"," "," ","M"," ","1","0"
"015806103","DR JAMES L BURCH INT","015806","015","SCHOOL OF EXCELLENCE IN EDUCATION","20","BEXAR","E","04 - 06","N","Y"," "," ","M","1","0","1"
"015806105","DR DAVID M COPELAND EL","015806","015","SCHOOL OF EXCELLENCE IN EDUCATION","20","BEXAR","E","PK - 03","N","Y"," "," ","M"," ","1","0"
"015806106","DR DAVID C WALKER INT","015806","015","SCHOOL OF EXCELLENCE IN EDUCATION","20","BEXAR","E","04 - 06","N","Y"," "," ","M","0","1","0"
"015807001","SOUTHWEST PREPARATORY SCHOOL","015807","015","SOUTHWEST PREPARATORY SCHOOL","20","BEXAR","B","06 - 12","Y","Y"," "," ","A"," "," "," "
"015807002","SOUTHWEST PREPARATORY SOUTHEAST CA","015807","015","SOUTHWEST PREPARATORY SCHOOL","20","BEXAR","B","06 - 12","Y","Y"," "," ","A"," "," "," "
"015807004","SOUTHWEST PREPARATORY SCHOOL-NORTH","015807","015","SOUTHWEST PREPARATORY SCHOOL","20","BEXAR","B","06 - 12","Y","Y"," "," ","A"," "," "," "
"015807005","NEW DIRECTIONS","015807","015","SOUTHWEST PREPARATORY SCHOOL","20","BEXAR","S","09 - 12","Y","Y"," "," ","A"," "," "," "
"015808001","JOHN H WOOD JR CHARTER SCHOOL AT A","015808","015","JOHN H WOOD JR PUBLIC CHARTER DIST","20","BEXAR","B","06 - 12","Y","Y"," "," ","X"," "," "," "
"015808003","JOHN H WOOD JR CS HAYS CO JUVENILE","015808","015","JOHN H WOOD JR PUBLIC CHARTER DIST","20","BEXAR","B","06 - 12","Y","Y"," "," ","X"," "," "," "
"015808005","JOHN H WOOD JR CHARTER SCHOOL AT S","015808","015","JOHN H WOOD JR PUBLIC CHARTER DIST","20","BEXAR","B","02 - 12","Y","Y"," "," ","X"," "," "," "
"015808006","JOHN H WOOD JR CS GRANBURY","015808","015","JOHN H WOOD JR PUBLIC CHARTER DIST","20","BEXAR","B","05 - 12","Y","Y"," "," ","X"," "," "," "
"015808007","ROCKDALE","015808","015","JOHN H WOOD JR PUBLIC CHARTER DIST","20","BEXAR","B","06 - 11","Y","Y"," "," ","X"," "," "," "
"015808008","GARZA COUNTY","015808","015","JOHN H WOOD JR PUBLIC CHARTER DIST","20","BEXAR","S","07 - 12","Y","Y"," "," ","X"," "," "," "
"015809101","BEXAR COUNTY ACADEMY","015809","015","BEXAR COUNTY ACADEMY","20","BEXAR","E","PK - 08","N","Y"," "," ","M","0","0","0"
"015814001","POSITIVE SOLUTIONS CHARTER","015814","015","POSITIVE SOLUTIONS CHARTER SCHOOL","20","BEXAR","S","09 - 12","Y","Y"," "," ","A"," "," "," "
"015815001","RADIANCE ACADEMY OF LEARNING","015815","015","RADIANCE ACADEMY OF LEARNING","20","BEXAR","E","PK - 04","N","Y"," "," ","M"," "," "," "
"015815041","RADIANCE ACADEMY OF LEARNING (DEL","015815","015","RADIANCE ACADEMY OF LEARNING","20","BEXAR","B","06 - 12","Y","Y"," "," ","A"," "," "," "
"015815101","RADIANCE ACADEMY OF LEARNING WESTL","015815","015","RADIANCE ACADEMY OF LEARNING","20","BEXAR","M","07 - 08","Y","Y"," "," ","A"," "," "," "
"015815102","RADIANCE ACADEMY OF LEARNING (INTE","015815","015","RADIANCE ACADEMY OF LEARNING","20","BEXAR","E","KG - 05","N","Y"," "," ","I","0","0","0"
"015815103","RADIANCE ACADEMY OF LEARNING (DAYS","015815","015","RADIANCE ACADEMY OF LEARNING","20","BEXAR","E","KG - 05","N","Y"," "," ","I","0","0","0"
"015815104","RADIANCE ACADEMY OF LEARNING (ABUN","015815","015","RADIANCE ACADEMY OF LEARNING","20","BEXAR","M","05 - 06","Y","Y"," "," ","A"," "," "," "
"015815105","RADIANCE ACADEMY OF LEARNING","015815","015","RADIANCE ACADEMY OF LEARNING","20","BEXAR","E","PK - 01","N","Y"," "," ","Z"," "," "," "
"015816001","ACADEMY OF CAREERS AND TECHNOLOGIE","015816","015","ACADEMY OF CAREERS AND TECHNOLOGIE","20","BEXAR","S","09 - 12","Y","Y"," "," ","A"," "," "," "
"015817001","SAN ANTONIO CAN H S","015817","015","SAN ANTONIO CAN HIGH SCHOOL","20","BEXAR","S","09 - 12","Y","Y"," "," ","A"," "," "," "
"015819001","SHEKINAH RADIANCE ACADEMY","015819","015","SHEKINAH RADIANCE ACADEMY","20","BEXAR","E","KG - 05","N","Y"," "," ","I","0","0","0"
"015819002","WASHINGTON TYRANNUS SCHOOL OF THE","015819","015","SHEKINAH RADIANCE ACADEMY","20","BEXAR","B","06 - 12","N","Y"," "," ","I","0","0","0"
"015819101","SHEKINAH HOPE","015819","015","SHEKINAH RADIANCE ACADEMY","20","BEXAR","E","PK - 05","N","Y"," "," ","I","0","0","0"
"015819102","SHEKINAH WALZEM","015819","015","SHEKINAH RADIANCE ACADEMY","20","BEXAR","E","PK - 05","N","Y"," "," ","I","0","0","0"
"015819103","SCHOLARS ACADEMY","015819","015","SHEKINAH RADIANCE ACADEMY","20","BEXAR","E","PK - 03","N","Y"," "," ","Z"," "," "," "
"015819105","WEST COLUMBIA CHARTER SCH","015819","015","SHEKINAH RADIANCE ACADEMY","20","BEXAR","B","KG - 12","Y","Y"," "," ","A"," "," "," "
"015819106","VILLAGE AT SOUTH PARK","015819","015","SHEKINAH RADIANCE ACADEMY","20","BEXAR","E","PK - 04","N","Y"," "," ","I"," ","0","0"
"015819107","SHEKINAH RADIANCE ACADEMY (DALLAS","015819","015","SHEKINAH RADIANCE ACADEMY","20","BEXAR","E","KG - 06","N","Y"," "," ","I","0","0","0"
"015819108","SHEKINAH RADIANCE ACADEMY (GARLAND","015819","015","SHEKINAH RADIANCE ACADEMY","20","BEXAR","E","KG - 06","N","Y"," "," ","I","0","0","0"
"015820001","SAN ANTONIO SCHOOL FOR INQUIRY","015820","015","SAN ANTONIO SCHOOL FOR INQUIRY & C","20","BEXAR","B","03 - 12","Y","Y"," "," ","A"," "," "," "
"015820002","MONTICELLO","015820","015","SAN ANTONIO SCHOOL FOR INQUIRY & C","20","BEXAR","E","KG - 02","N","Y"," "," ","Z"," "," "," "
"015822001","JUBILEE ACADEMY","015822","015","JUBILEE ACADEMIC CENTER","20","BEXAR","B","PK - 12","N","Y"," "," ","M","0","0","0"
"015822002","ALPHA ACADEMY","015822","015","JUBILEE ACADEMIC CENTER","20","BEXAR","B","PK - 12","N","Y"," "," ","M","0","0","1"
"015822003","BCFS - HARLINGEN","015822","015","JUBILEE ACADEMIC CENTER","20","BEXAR","M","07 - 08","Y","Y"," "," ","X"," "," "," "
"015822004","ALAMO LEADERSHIP ACADEMY","015822","015","JUBILEE ACADEMIC CENTER","20","BEXAR","E","PK - 05","N","Y"," "," ","M","0","0","0"
"015822005","HIGHLAND PARK GIFTED AND TALENTED","015822","015","JUBILEE ACADEMIC CENTER","20","BEXAR","E","PK - 07","N","Y"," "," ","M","0","0","0"
"015822006","KINGSWAY LEADERSHIP ACADEMY","015822","015","JUBILEE ACADEMIC CENTER","20","BEXAR","E","PK - 08","N","Y"," "," ","I","0","0","0"
"015822007","LIVING WAY LEADERSHIP ACADEMY","015822","015","JUBILEE ACADEMIC CENTER","20","BEXAR","E","PK - 08","N","Y"," "," ","M","0","0","0"
"015822008","HARLINGEN LEADERSHIP ACADEMY","015822","015","JUBILEE ACADEMIC CENTER","20","BEXAR","E","PK - 05","N","Y"," "," ","I","0","0","0"
"015823001","SAN ANTONIO TECHNOLOGY ACADEMY","015823","015","SAN ANTONIO TECHNOLOGY ACADEMY","20","BEXAR","S","09 - 12","N","Y"," "," ","I","0","0","0"
"015825101","LIGHTHOUSE CHARTER SCHOOL","015825","015","LIGHTHOUSE CHARTER SCHOOL","20","BEXAR","E","PK - 08","N","Y"," "," ","M","1","0","0"
"015826001","KIPP UNIVERSITY PREP H S","015826","015","KIPP SAN ANTONIO","20","BEXAR","S","09 - 12","N","Y"," "," ","M","0","1","1"
"015826041","KIPP ASPIRE ACADEMY","015826","015","KIPP SAN ANTONIO","20","BEXAR","M","05 - 08","N","Y"," "," ","M","1","1","1"
"015826042","KIPP CAMINO ACADEMY","015826","015","KIPP SAN ANTONIO","20","BEXAR","M","05 - 07","N","Y"," "," ","M","1","1","0"
"015826101","KIPP UN MUNDO DUAL LANGUAGE ACADEM","015826","015","KIPP SAN ANTONIO","20","BEXAR","E","KG - KG","N","Y"," "," ","Z"," "," "," "
"015827001","SCHOOL OF SCIENCE AND TECH-SAN A","015827","015","SCHOOL OF SCIENCE AND TECHNOLOGY","20","BEXAR","B","06 - 12","N","Y"," "," ","M","0","1","1"
"015827002","SCHOOL OF SCIENCE AND TECH-ALAMO","015827","015","SCHOOL OF SCIENCE AND TECHNOLOGY","20","BEXAR","E","KG - 08","N","Y"," "," ","M","0","0","0"
"015828001","HARMONY SCIENCE ACAD-SAN ANTONIO","015828","015","HARMONY SCIENCE ACAD (SAN ANTONIO)","20","BEXAR","B","KG - 12","N","Y"," "," ","M","0","0","1"
"015828002","HARMONY SCHOOL OF INNOVATION - SAN","015828","015","HARMONY SCIENCE ACAD (SAN ANTONIO)","20","BEXAR","E","KG - 08","N","Y"," "," ","M","1","0","0"
"015828003","HARMONY SCIENCE ACADEMY - LAREDO","015828","015","HARMONY SCIENCE ACAD (SAN ANTONIO)","20","BEXAR","B","KG - 12","N","Y"," "," ","M","0","0","0"
"015830001","BROOKS ACADEMY OF SCIENCE AND ENGI","015830","015","BROOKS ACADEMY OF SCIENCE AND ENGI","20","BEXAR","B","KG - 12","N","Y"," "," ","M","0","0","1"
"015831001","SCHOOL OF SCIENCE AND TECH-DISCO","015831","015","SCHOOL OF SCIENCE AND TECHNOLOGY D","20","BEXAR","E","KG - 08","N","Y"," "," ","M","1","0","0"
"015831002","SCHOOL OF SCIENCE AND TECHNOLOGY C","015831","015","SCHOOL OF SCIENCE AND TECHNOLOGY D","20","BEXAR","B","KG - 11","N","Y"," "," ","M","1","0","0"
