CAMPUS,DISTRICT,CAMPNAME,COUNTY,DISTNAME,REGION,CNTYNAME,GRDTYPE,GRDSPAN,CFLALTED,CFLCHART,PAIRCAMP,PAIRNAME,C_RATING,CAD_PROGRESS,CAD_GAP,CAD_READ,CAD_MATH,CAD_SCIE,CAD_SOCI,CAD_POST
"034903001","034903","HUGHES SPRINGS H S","034","HUGHES SPRINGS ISD","08","CASS","S","09 - 12","N","N"," "," ","M","0","0","0","0","0","0","1"
"034903041","034903","HUGHES SPRINGS J H","034","HUGHES SPRINGS ISD","08","CASS","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","1","0"
"034903101","034903","HUGHES SPRINGS EL","034","HUGHES SPRINGS ISD","08","CASS","E","EE - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"034905002","034905","LINDEN-KILDARE H S","034","LINDEN-KILDARE CISD","08","CASS","S","09 - 12","N","N"," "," ","M","0","0","1","0","1","0","1"
"034905041","034905","MAE LUSTER STEPHENS J H","034","LINDEN-KILDARE CISD","08","CASS","M","06 - 08","N","N"," "," ","M","0","0","0","0","1","0","0"
"034905102","034905","LINDEN EL","034","LINDEN-KILDARE CISD","08","CASS","E","EE - 05","N","N"," "," ","M","0","1","1","0","0"," ","1"
"034906001","034906","MCLEOD H S","034","MCLEOD ISD","08","CASS","S","09 - 12","N","N"," "," ","M","1","0","1","1","0","0","1"
"034906041","034906","MCLEOD MIDDLE","034","MCLEOD ISD","08","CASS","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","1","0"
"034906101","034906","MCLEOD EL","034","MCLEOD ISD","08","CASS","E","KG - 05","N","N"," "," ","M","1","0","0","0","0"," ","0"
"034907001","034907","QUEEN CITY H S","034","QUEEN CITY ISD","08","CASS","S","09 - 12","N","N"," "," ","M","0","1","1","1","0","1","1"
"034907041","034907","MORRIS UPCHURCH MIDDLE","034","QUEEN CITY ISD","08","CASS","M","05 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"034907101","034907","J K HILEMAN EL","034","QUEEN CITY ISD","08","CASS","E","EE - 04","N","N"," "," ","M","0","0","0","1"," "," ","0"
"034909001","034909","BLOOMBURG H S","034","BLOOMBURG ISD","08","CASS","B","06 - 12","N","N"," "," ","M","0","0","0","0","0","0","0"
"034909101","034909","BLOOMBURG EL","034","BLOOMBURG ISD","08","CASS","E","PK - 05","N","N"," "," ","M","0","0","1","0","0"," ","1"
"035901001","035901","DIMMITT H S","035","DIMMITT ISD","16","CASTRO","S","09 - 12","N","N"," "," ","M","0","0","0","0","0","0","0"
"035901041","035901","DIMMITT MIDDLE","035","DIMMITT ISD","16","CASTRO","M","05 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"035901102","035901","RICHARDSON EL","035","DIMMITT ISD","16","CASTRO","E","PK - 04","N","N"," "," ","M","0","0","0","0"," "," ","0"
"035902001","035902","HART ISD","035","HART ISD","16","CASTRO","B","PK - 12","N","N"," "," ","I","0","0","0","0","0","0","0"
"035903001","035903","NAZARETH SCHOOL","035","NAZARETH ISD","16","CASTRO","B","PK - 12","N","N"," "," ","M","1","0","1","1","1","1","1"
"036901001","036901","ANAHUAC H S","036","ANAHUAC ISD","04","CHAMBERS","S","09 - 12","N","N"," "," ","M","0","1","0","0","1","1","0"
"036901006","036901","DISCIPLINARY ALTERNATIVE EDUCATION","036","ANAHUAC ISD","04","CHAMBERS","B","06 - 11","N","N"," "," ","X"," "," "," "," "," "," "," "
"036901041","036901","ANAHUAC MIDDLE","036","ANAHUAC ISD","04","CHAMBERS","M","06 - 08","N","N"," "," ","M","1","1","0","1","0","1","1"
"036901101","036901","ANAHUAC EL","036","ANAHUAC ISD","04","CHAMBERS","E","PK - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"036902001","036902","BARBERS HILL H S","036","BARBERS HILL ISD","04","CHAMBERS","S","09 - 12","N","N"," "," ","M","1","1","0","0","0","0","0"
"036902005","036902","ALTERNATIVE SCHOOL","036","BARBERS HILL ISD","04","CHAMBERS","B","04 - 12","N","N"," "," ","X"," "," "," "," "," "," "," "
"036902006","036902","HIGHPOINT","036","BARBERS HILL ISD","04","CHAMBERS","S","09 - 10","N","N"," "," ","X"," "," "," "," "," "," "," "
"036902042","036902","BARBERS HILL MIDDLE NORTH","036","BARBERS HILL ISD","04","CHAMBERS","M","06 - 08","N","N"," "," ","M","0","0","0","0","1","0","0"
"036902043","036902","BARBERS HILL MIDDLE SOUTH","036","BARBERS HILL ISD","04","CHAMBERS","M","06 - 08","N","N"," "," ","M","0","1","0","0","0","0","0"
"036902102","036902","BARBERS HILL PRI","036","BARBERS HILL ISD","04","CHAMBERS","E","01 - 01","N","N","036902105","BARBERS HILL EL SOUTH","M"," "," "," "," "," "," "," "
"036902104","036902","BARBERS HILL EL NORTH","036","BARBERS HILL ISD","04","CHAMBERS","E","02 - 05","N","N"," "," ","M","0","1","0","1","0"," ","1"
"036902105","036902","BARBERS HILL EL SOUTH","036","BARBERS HILL ISD","04","CHAMBERS","E","02 - 05","N","N"," "," ","M","1","1","1","0","0"," ","1"
"036902301","036902","BARBERS HILL KINDERGARTEN CENTER","036","BARBERS HILL ISD","04","CHAMBERS","E","EE - KG","N","N","036902105","BARBERS HILL EL SOUTH","M"," "," "," "," "," "," "," "
"036903001","036903","EAST CHAMBERS H S","036","EAST CHAMBERS ISD","05","CHAMBERS","S","09 - 12","N","N"," "," ","M","0","1","0","1","0","1","0"
"036903041","036903","EAST CHAMBERS J H","036","EAST CHAMBERS ISD","05","CHAMBERS","M","07 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"036903101","036903","EAST CHAMBERS ELEMENTARY","036","EAST CHAMBERS ISD","05","CHAMBERS","E","EE - 04","N","N"," "," ","M","0","0","0","0"," "," ","0"
"036903102","036903","EAST CHAMBERS INTERMEDIATE","036","EAST CHAMBERS ISD","05","CHAMBERS","M","05 - 06","N","N"," "," ","M","0","0","0","0","1"," ","0"
"037901001","037901","ALTO H S","037","ALTO ISD","07","CHEROKEE","S","09 - 12","N","N"," "," ","M","0","0","0","0","0","0","0"
"037901041","037901","ALTO MIDDLE","037","ALTO ISD","07","CHEROKEE","M","05 - 08","N","N"," "," ","M","1","0","1","1","0","0","0"
"037901101","037901","ALTO EL","037","ALTO ISD","07","CHEROKEE","E","PK - 04","N","N"," "," ","M","1","0","0","1"," "," ","0"
"037904002","037904","JACKSONVILLE H S","037","JACKSONVILLE ISD","07","CHEROKEE","S","09 - 12","N","N"," "," ","M","0","0","1","0","0","0","0"
"037904004","037904","COMPASS CENTER","037","JACKSONVILLE ISD","07","CHEROKEE","B","06 - 11","N","N"," "," ","Z"," "," "," "," "," "," "," "
"037904042","037904","JACKSONVILLE MIDDLE","037","JACKSONVILLE ISD","07","CHEROKEE","M","07 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"037904043","037904","NICHOLS INT","037","JACKSONVILLE ISD","07","CHEROKEE","M","05 - 06","N","N"," "," ","M","0","0","0","0","0"," ","0"
"037904102","037904","EAST SIDE EL","037","JACKSONVILLE ISD","07","CHEROKEE","E","PK - 04","N","N"," "," ","M","0","0","0","0"," "," ","0"
"037904103","037904","FRED DOUGLASS","037","JACKSONVILLE ISD","07","CHEROKEE","E","EE - 04","N","N"," "," ","M","0","0","0","0"," "," ","0"
"037904104","037904","WEST SIDE EL","037","JACKSONVILLE ISD","07","CHEROKEE","E","PK - 04","N","N"," "," ","M","1","1","0","1"," "," ","0"
"037904105","037904","JOE WRIGHT EL","037","JACKSONVILLE ISD","07","CHEROKEE","E","EE - 04","N","N"," "," ","M","0","0","0","0"," "," ","0"
"037907002","037907","RUSK H S","037","RUSK ISD","07","CHEROKEE","S","09 - 12","N","N"," "," ","M","0","0","1","0","0","0","1"
"037907041","037907","RUSK J H","037","RUSK ISD","07","CHEROKEE","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"037907100","037907","RUSK INTERMEDIATE","037","RUSK ISD","07","CHEROKEE","E","04 - 05","N","N"," "," ","M","1","1","0","1","0"," ","1"
"037907102","037907","RUSK EL","037","RUSK ISD","07","CHEROKEE","E","02 - 03","N","N"," "," ","M","1","1","0","0"," "," ","0"
"037907103","037907","RUSK PRIMARY","037","RUSK ISD","07","CHEROKEE","E","EE - 01","N","N","037907102","RUSK EL","M"," "," "," "," "," "," "," "
"037908001","037908","NEW SUMMERFIELD SCHOOL","037","NEW SUMMERFIELD ISD","07","CHEROKEE","B","PK - 12","N","N"," "," ","M","0","0","0","0","0","0","1"
"037909001","037909","WELLS H S","037","WELLS ISD","07","CHEROKEE","S","07 - 12","N","N"," "," ","M","0","0","0","0","0","0","0"
"037909101","037909","WELLS EL","037","WELLS ISD","07","CHEROKEE","B","PK - 09","N","N"," "," ","M","0","0","1","0","0"," ","0"
"038901001","038901","CHILDRESS H S","038","CHILDRESS ISD","16","CHILDRESS","S","09 - 12","N","N"," "," ","M","0","0","0","0","0","0","0"
"038901041","038901","CHILDRESS J H","038","CHILDRESS ISD","16","CHILDRESS","M","06 - 08","N","N"," "," ","M","0","1","0","1","1","1","0"
"038901102","038901","CHILDRESS EL","038","CHILDRESS ISD","16","CHILDRESS","E","EE - 05","N","N"," "," ","M","0","1","0","0","0"," ","1"
"039902001","039902","HENRIETTA H S","039","HENRIETTA ISD","09","CLAY","S","09 - 12","N","N"," "," ","M","0","0","0","0","0","0","0"
"039902041","039902","HENRIETTA MIDDLE","039","HENRIETTA ISD","09","CLAY","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"039902101","039902","HENRIETTA EL","039","HENRIETTA ISD","09","CLAY","E","PK - 05","N","N"," "," ","M","0","0","1","0","0"," ","1"
"039903001","039903","PETROLIA JUNIOR HIGH/HIGH SCHOOL","039","PETROLIA CISD","09","CLAY","S","07 - 12","N","N"," "," ","M","0","0","0","0","0","0","0"
"039903101","039903","PETROLIA EL","039","PETROLIA CISD","09","CLAY","E","PK - 06","N","N"," "," ","M","0","0","0","0","1"," ","0"
"039904001","039904","BELLEVUE SCHOOL","039","BELLEVUE ISD","09","CLAY","B","KG - 12","N","N"," "," ","M","0","0","0","0","1","1","0"
"039905001","039905","MIDWAY SCHOOL","039","MIDWAY ISD","09","CLAY","B","KG - 12","N","N"," "," ","M","1","0","0","1","0","0","0"
"040901001","040901","MORTON SCHOOL","040","MORTON ISD","17","COCHRAN","B","PK - 12","N","N"," "," ","M","0","0","0","0","0","0","1"
"040901002","040901","P E P","040","MORTON ISD","17","COCHRAN","S","09 - 12","Y","N"," "," ","Z"," "," "," "," "," "," "," "
"040902001","040902","WHITEFACE H S","040","WHITEFACE CISD","17","COCHRAN","B","06 - 12","N","N"," "," ","M","0","0","0","0","0","0","0"
"040902002","040902","P E P ALTER CO-OP","040","WHITEFACE CISD","17","COCHRAN","S","12 - 12","N","N"," "," ","Z"," "," "," "," "," "," "," "
"040902101","040902","WHITEFACE EL","040","WHITEFACE CISD","17","COCHRAN","E","PK - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"041901001","041901","BRONTE H S","041","BRONTE ISD","15","COKE","S","07 - 12","N","N"," "," ","M","0","0","1","0","0","0","1"
"041901003","041901","FAIRVIEW ACCELERATED","041","BRONTE ISD","15","COKE","S","12 - 12","N","N"," "," ","Z"," "," "," "," "," "," "," "
"041901101","041901","BRONTE EL","041","BRONTE ISD","15","COKE","E","EE - 06","N","N"," "," ","M","0","1","0","0","1"," ","1"
"041902001","041902","ROBERT LEE H S","041","ROBERT LEE ISD","15","COKE","S","07 - 12","N","N"," "," ","M","1","1","0","0","1","1","1"
"041902002","041902","FAIRVIEW ACCELERATED","041","ROBERT LEE ISD","15","COKE","S","09 - 11","Y","N"," "," ","Z"," "," "," "," "," "," "," "
"041902101","041902","ROBERT LEE EL","041","ROBERT LEE ISD","15","COKE","E","PK - 06","N","N"," "," ","M","0","0","0","0","1"," ","1"
"041902180","041902","WALL SP PROG","041","ROBERT LEE ISD","15","COKE","M","04 - 07","N","N"," "," ","Z"," "," "," "," "," "," "," "
"041902195","041902","FAIRVIEW SPECIAL PROGRAMS","041","ROBERT LEE ISD","15","COKE","S","09 - 12","N","N"," "," ","Z"," "," "," "," "," "," "," "
"042901001","042901","COLEMAN H S","042","COLEMAN ISD","15","COLEMAN","S","09 - 12","N","N"," "," ","M","0","1","0","0","1","1","0"
"042901041","042901","COLEMAN J H","042","COLEMAN ISD","15","COLEMAN","M","05 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"042901102","042901","COLEMAN EL","042","COLEMAN ISD","15","COLEMAN","E","EE - 04","N","N"," "," ","M","0","0","0","0"," "," ","0"
"042903001","042903","SANTA ANNA SECONDARY","042","SANTA ANNA ISD","15","COLEMAN","S","07 - 12","N","N"," "," ","M","0","0","0","1","0","0","1"
"042903101","042903","SANTA ANNA EL","042","SANTA ANNA ISD","15","COLEMAN","E","PK - 06","N","N"," "," ","M","0","1","1","0","1"," ","1"
"042905001","042905","PANTHER CREEK SCHOOL","042","PANTHER CREEK CISD","15","COLEMAN","B","PK - 12","N","N"," "," ","M","1","0","0","0","0","0","0"
"043801001","043801","IMAGINE INTERNATIONAL ACADEMY OF N","043","IMAGINE INTERNATIONAL ACADEMY OF N","10","COLLIN","B","KG - 12","N","Y"," "," ","M","0","1","1","1","1","1","1"
"043901001","043901","ALLEN H S","043","ALLEN ISD","10","COLLIN","S","09 - 12","N","N"," "," ","M","1","0","1","1","1","1","1"
"043901002","043901","LOWERY FRESHMAN CENTER","043","ALLEN ISD","10","COLLIN","S","09 - 09","N","N"," "," ","M","1","1","1","0","1"," ","1"
"043901003","043901","COLLIN CO J J A E P","043","ALLEN ISD","10","COLLIN","S","12 - 12","N","N"," "," ","X"," "," "," "," "," "," "," "
"043901042","043901","W E PETE FORD MIDDLE","043","ALLEN ISD","10","COLLIN","M","07 - 08","N","N"," "," ","M","1","1","1","0","0","1","1"
"043901043","043901","WALTER & LOIS CURTIS MIDDLE","043","ALLEN ISD","10","COLLIN","M","07 - 08","N","N"," "," ","M","1","0","0","0","1","1","1"
"043901044","043901","ERECKSON MIDDLE","043","ALLEN ISD","10","COLLIN","M","07 - 08","N","N"," "," ","M","1","0","1","1","1","1","1"
"043901101","043901","D L ROUNTREE EL","043","ALLEN ISD","10","COLLIN","E","EE - 06","N","N"," "," ","M","0","1","0","0","0"," ","1"
"043901102","043901","ALTON BOYD EL","043","ALLEN ISD","10","COLLIN","E","KG - 06","N","N"," "," ","M","0","0","0","0","0"," ","0"
"043901104","043901","GENE M REED EL","043","ALLEN ISD","10","COLLIN","E","KG - 06","N","N"," "," ","M","0","1","0","1","1"," ","0"
"043901105","043901","ALVIS C STORY EL","043","ALLEN ISD","10","COLLIN","E","KG - 06","N","N"," "," ","M","0","0","0","0","0"," ","0"
"043901106","043901","MAX O VAUGHAN EL","043","ALLEN ISD","10","COLLIN","E","KG - 06","N","N"," "," ","M","0","0","0","1","0"," ","0"
"043901107","043901","FLOSSIE FLOYD GREEN EL","043","ALLEN ISD","10","COLLIN","E","KG - 06","N","N"," "," ","M","0","0","0","0","1"," ","0"
"043901108","043901","FRANCES E NORTON EL","043","ALLEN ISD","10","COLLIN","E","KG - 06","N","N"," "," ","M","1","0","0","1","1"," ","0"
"043901109","043901","GEORGE J ANDERSON EL","043","ALLEN ISD","10","COLLIN","E","KG - 06","N","N"," "," ","M","0","0","0","1","0"," ","0"
"043901110","043901","BOLIN EL","043","ALLEN ISD","10","COLLIN","E","KG - 06","N","N"," "," ","M","0","1","0","0","0"," ","0"
"043901111","043901","KERR EL","043","ALLEN ISD","10","COLLIN","E","KG - 06","N","N"," "," ","M","1","1","1","1","1"," ","1"
"043901112","043901","JAMES AND MARGIE MARION EL","043","ALLEN ISD","10","COLLIN","E","KG - 06","N","N"," "," ","M","0","0","0","0","1"," ","0"
"043901113","043901","DR E T BOON EL","043","ALLEN ISD","10","COLLIN","E","KG - 06","N","N"," "," ","M","1","0","1","1","0"," ","1"
"043901114","043901","CARLENA CHANDLER EL","043","ALLEN ISD","10","COLLIN","E","KG - 06","N","N"," "," ","M","0","0","0","0","0"," ","0"
"043901115","043901","MARY EVANS EL","043","ALLEN ISD","10","COLLIN","E","KG - 06","N","N"," "," ","M","1","1","1","1","1"," ","1"
"043901116","043901","DAVID AND LYNDA OLSON EL","043","ALLEN ISD","10","COLLIN","E","KG - 06","N","N"," "," ","M","0","0","0","0","1"," ","0"
"043901117","043901","BEVERLY CHEATHAM EL","043","ALLEN ISD","10","COLLIN","E","KG - 06","N","N"," "," ","M","0","0","0","0","0"," ","0"
"043901118","043901","LOIS LINDSEY EL","043","ALLEN ISD","10","COLLIN","E","KG - 06","N","N"," "," ","M","1","0","0","1","0"," ","1"
"043902001","043902","ANNA H S","043","ANNA ISD","10","COLLIN","S","09 - 12","N","N"," "," ","M","0","0","1","1","1","0","0"
"043902041","043902","ANNA MIDDLE","043","ANNA ISD","10","COLLIN","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"043902101","043902","JOE K BRYANT EL","043","ANNA ISD","10","COLLIN","E","01 - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"043902103","043902","SUE EVELYN RATTAN EL","043","ANNA ISD","10","COLLIN","E","01 - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"043902104","043902","ANNA ISD EARLY CHILDHOOD CENTER","043","ANNA ISD","10","COLLIN","E","EE - KG","N","N","043902000","ANNA ISD","M"," "," "," "," "," "," "," "
"043903001","043903","CELINA H S","043","CELINA ISD","10","COLLIN","S","09 - 12","N","N"," "," ","M","0","0","0","0","0","0","1"
"043903002","043903","COLLIN CO J J A E P","043","CELINA ISD","10","COLLIN","S","10 - 10","N","N"," "," ","X"," "," "," "," "," "," "," "
"043903041","043903","CELINA J H","043","CELINA ISD","10","COLLIN","M","07 - 08","N","N"," "," ","M","1","0","1","1","0","0","1"
"043903042","043903","CELINA INT","043","CELINA ISD","10","COLLIN","E","03 - 04","N","N"," "," ","M","0","0","0","0"," "," ","0"
"043903043","043903","CELINA MIDDLE","043","CELINA ISD","10","COLLIN","M","05 - 06","N","N"," "," ","M","1","0","0","1","1"," ","0"
"043903101","043903","CELINA EL","043","CELINA ISD","10","COLLIN","E","EE - 02","N","N","043903042","CELINA INT","M"," "," "," "," "," "," "," "
"043904001","043904","FARMERSVILLE H S","043","FARMERSVILLE ISD","10","COLLIN","S","09 - 12","N","N"," "," ","M","0","1","0","0","1","1","0"
"043904002","043904","COLLIN CO J J A E P","043","FARMERSVILLE ISD","10","COLLIN","S","11 - 11","N","N"," "," ","X"," "," "," "," "," "," "," "
"043904041","043904","FARMERSVILLE J H","043","FARMERSVILLE ISD","10","COLLIN","M","06 - 08","N","N"," "," ","M","1","1","1","1","1","1","1"
"043904101","043904","TATUM EL","043","FARMERSVILLE ISD","10","COLLIN","E","PK - 01","N","N","043904102","FARMERSVILLE INT","M"," "," "," "," "," "," "," "
"043904102","043904","FARMERSVILLE INT","043","FARMERSVILLE ISD","10","COLLIN","E","02 - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"043905001","043905","FRISCO H S","043","FRISCO ISD","10","COLLIN","S","09 - 12","N","N"," "," ","M","0","1","1","1","1","1","1"
"043905002","043905","CENTENNIAL H S","043","FRISCO ISD","10","COLLIN","S","09 - 12","N","N"," "," ","M","1","1","1","1","1","1","1"
"043905003","043905","COLLIN CO J J A E P","043","FRISCO ISD","10","COLLIN","S","10 - 12","N","N"," "," ","X"," "," "," "," "," "," "," "
"043905005","043905","WAKELAND H S","043","FRISCO ISD","10","COLLIN","S","09 - 12","N","N"," "," ","M","1","1","0","0","1","0","0"
"043905006","043905","LIBERTY H S","043","FRISCO ISD","10","COLLIN","S","09 - 12","N","N"," "," ","M","1","1","1","1","1","1","0"
"043905007","043905","HERITAGE H S","043","FRISCO ISD","10","COLLIN","S","09 - 12","N","N"," "," ","M","0","1","0","0","1","0","0"
"043905008","043905","LONE STAR H S","043","FRISCO ISD","10","COLLIN","S","09 - 12","N","N"," "," ","M","0","1","0","0","1","1","0"
"043905009","043905","INDEPENDENCE H S","043","FRISCO ISD","10","COLLIN","S","09 - 12","N","N"," "," ","M","0","1","1","1","1","1","1"
"043905010","043905","REEDY H S","043","FRISCO ISD","10","COLLIN","S","09 - 12","N","N"," "," ","M","1","1","1","1","1"," ","1"
"043905041","043905","STALEY MIDDLE","043","FRISCO ISD","10","COLLIN","M","06 - 08","N","N"," "," ","M","0","0","1","1","0","1","0"
"043905043","043905","CLARK MIDDLE","043","FRISCO ISD","10","COLLIN","M","06 - 08","N","N"," "," ","M","0","0","1","0","1","0","0"
"043905044","043905","PIONEER HERITAGE MIDDLE","043","FRISCO ISD","10","COLLIN","M","06 - 08","N","N"," "," ","M","1","1","1","1","1","1","1"
"043905045","043905","WESTER MIDDLE","043","FRISCO ISD","10","COLLIN","M","06 - 08","N","N"," "," ","M","0","0","0","0","1","0","0"
"043905046","043905","GRIFFIN MIDDLE","043","FRISCO ISD","10","COLLIN","M","06 - 08","N","N"," "," ","M","1","1","1","0","0","0","1"
"043905047","043905","ROACH MIDDLE","043","FRISCO ISD","10","COLLIN","M","06 - 08","N","N"," "," ","M","0","1","0","0","0","0","0"
"043905048","043905","FOWLER MIDDLE","043","FRISCO ISD","10","COLLIN","M","06 - 08","N","N"," "," ","M","1","1","1","1","1","1","1"
"043905049","043905","STAFFORD MIDDLE","043","FRISCO ISD","10","COLLIN","M","06 - 08","N","N"," "," ","M","1","1","1","0","1","0","0"
"043905050","043905","SCOGGINS MIDDLE","043","FRISCO ISD","10","COLLIN","M","06 - 08","N","N"," "," ","M","0","1","0","0","0","1","0"
"043905051","043905","HUNT MIDDLE","043","FRISCO ISD","10","COLLIN","M","06 - 08","N","N"," "," ","M","1","0","1","0","0","0","1"
"043905052","043905","MAUS MIDDLE","043","FRISCO ISD","10","COLLIN","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"043905053","043905","COBB MIDDLE","043","FRISCO ISD","10","COLLIN","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"043905054","043905","VANDEVENTER MIDDLE","043","FRISCO ISD","10","COLLIN","M","06 - 08","N","N"," "," ","M","1","0","1","1","0","0","1"
"043905055","043905","TRENT MIDDLE","043","FRISCO ISD","10","COLLIN","M","06 - 08","N","N"," "," ","M","0","0","1","0","0","0","0"
"043905056","043905","PEARSON MIDDLE","043","FRISCO ISD","10","COLLIN","M","06 - 08","N","N"," "," ","M","1"," ","1","1","0","1","1"
"043905102","043905","ROGERS ELEMENTARY","043","FRISCO ISD","10","COLLIN","E","KG - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"043905103","043905","CURTSINGER EL","043","FRISCO ISD","10","COLLIN","E","KG - 05","N","N"," "," ","M","0","0","0","0","1"," ","0"
"043905104","043905","SMITH EL","043","FRISCO ISD","10","COLLIN","E","KG - 05","N","N"," "," ","M","0","0","0","0","1"," ","0"
"043905105","043905","ANDERSON EL","043","FRISCO ISD","10","COLLIN","E","KG - 05","N","N"," "," ","M","1","1","1","1","1"," ","1"
"043905106","043905","CHRISTIE EL","043","FRISCO ISD","10","COLLIN","E","KG - 05","N","N"," "," ","M","0","0","1","0","0"," ","0"
"043905107","043905","FISHER EL","043","FRISCO ISD","10","COLLIN","E","KG - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"043905108","043905","BRIGHT EL","043","FRISCO ISD","10","COLLIN","E","KG - 05","N","N"," "," ","M","1","0","0","0","0"," ","0"
"043905109","043905","BORCHARDT EL","043","FRISCO ISD","10","COLLIN","E","KG - 05","N","N"," "," ","M","1","1","1","1","1"," ","1"
"043905110","043905","SHAWNEE TRAIL EL","043","FRISCO ISD","10","COLLIN","E","KG - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"043905111","043905","SPEARS EL","043","FRISCO ISD","10","COLLIN","E","KG - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"043905112","043905","SPARKS EL","043","FRISCO ISD","10","COLLIN","E","KG - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"043905113","043905","GUNSTREAM EL","043","FRISCO ISD","10","COLLIN","E","KG - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"043905114","043905","RIDDLE EL","043","FRISCO ISD","10","COLLIN","E","KG - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"043905115","043905","BOALS EL","043","FRISCO ISD","10","COLLIN","E","KG - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"043905116","043905","ISBELL EL","043","FRISCO ISD","10","COLLIN","E","KG - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"043905117","043905","PINK EL","043","FRISCO ISD","10","COLLIN","E","KG - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"043905118","043905","BLEDSOE EL","043","FRISCO ISD","10","COLLIN","E","KG - 05","N","N"," "," ","M","1","1","1","1","1"," ","1"
"043905119","043905","ASHLEY EL","043","FRISCO ISD","10","COLLIN","E","KG - 05","N","N"," "," ","M","1","1","1","1","1"," ","1"
"043905120","043905","OGLE EL","043","FRISCO ISD","10","COLLIN","E","KG - 05","N","N"," "," ","M","0","1","0","0","0"," ","0"
"043905121","043905","CORBELL EL","043","FRISCO ISD","10","COLLIN","E","KG - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"043905122","043905","SEM EL","043","FRISCO ISD","10","COLLIN","E","KG - 05","N","N"," "," ","M","0","0","1","0","0"," ","0"
"043905123","043905","TAYLOR EL","043","FRISCO ISD","10","COLLIN","E","KG - 05","N","N"," "," ","M","1","0","0","0","0"," ","0"
"043905124","043905","MOONEYHAM EL","043","FRISCO ISD","10","COLLIN","E","KG - 05","N","N"," "," ","M","0","0","0","0","1"," ","0"
"043905125","043905","ROBERTSON EL","043","FRISCO ISD","10","COLLIN","E","KG - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"043905126","043905","ELLIOTT EL","043","FRISCO ISD","10","COLLIN","E","KG - 05","N","N"," "," ","M","0","0","0","1","0"," ","0"
"043905127","043905","CARROLL EL","043","FRISCO ISD","10","COLLIN","E","KG - 05","N","N"," "," ","M","0","0","0","0","1"," ","0"
"043905128","043905","TADLOCK EL","043","FRISCO ISD","10","COLLIN","E","KG - 05","N","N"," "," ","M","1","0","0","0","0"," ","0"
"043905129","043905","ALLEN EL","043","FRISCO ISD","10","COLLIN","E","KG - 05","N","N"," "," ","M","1","0","0","0","1"," ","0"
"043905130","043905","SONNTAG EL","043","FRISCO ISD","10","COLLIN","E","KG - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"043905131","043905","PUREFOY EL","043","FRISCO ISD","10","COLLIN","E","KG - 05","N","N"," "," ","M","0","1","0","0","0"," ","0"
"043905132","043905","COMSTOCK EL","043","FRISCO ISD","10","COLLIN","E","KG - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"043905133","043905","PHILLIPS EL","043","FRISCO ISD","10","COLLIN","E","KG - 05","N","N"," "," ","M","1","0","0","0","1"," ","0"
"043905134","043905","NICHOLS EL","043","FRISCO ISD","10","COLLIN","E","KG - 05","N","N"," "," ","M","0","1","1","0","0"," ","0"
"043905135","043905","EARLY CHILDHOOD SCHOOL","043","FRISCO ISD","10","COLLIN","E","EE - PK","N","N","043905000","FRISCO ISD","M"," "," "," "," "," "," "," "
"043905136","043905","NEWMAN EL","043","FRISCO ISD","10","COLLIN","E","KG - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"043905137","043905","SCOTT EL","043","FRISCO ISD","10","COLLIN","E","KG - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
