CAMPUS,DISTRICT,CAMPNAME,COUNTY,DISTNAME,REGION,CNTYNAME,GRDTYPE,GRDSPAN,CFLALTED,CFLCHART,PAIRCAMP,PAIRNAME,C_RATING,CAD_PROGRESS,CAD_GAP,CAD_READ,CAD_MATH,CAD_SCIE,CAD_SOCI,CAD_POST
"241903102","241903","HUTCHINS EL","241","EL CAMPO ISD","03","WHARTON","E","02 - 03","N","N"," "," ","M","1","0","1","1"," "," ","1"
"241903103","241903","NORTHSIDE EL","241","EL CAMPO ISD","03","WHARTON","E","04 - 05","N","N"," "," ","M","1","0","0","1","1"," ","0"
"241903107","241903","MYATT EL","241","EL CAMPO ISD","03","WHARTON","E","EE - 01","N","N","241903102","HUTCHINS EL","M"," "," "," "," "," "," "," "
"241904001","241904","WHARTON H S","241","WHARTON ISD","03","WHARTON","S","09 - 12","N","N"," "," ","M","0","0","0","0","0","0","0"
"241904042","241904","WHARTON J H","241","WHARTON ISD","03","WHARTON","M","07 - 08","N","N"," "," ","M","1","0","0","1","0","1","0"
"241904102","241904","C G SIVELLS EL","241","WHARTON ISD","03","WHARTON","E","EE - 02","N","N","241904106","WHARTON EL","M"," "," "," "," "," "," "," "
"241904106","241904","WHARTON EL","241","WHARTON ISD","03","WHARTON","E","03 - 06","N","N"," "," ","M","0","0","0","0","0"," ","0"
"241906001","241906","LOUISE H S","241","LOUISE ISD","03","WHARTON","S","09 - 12","N","N"," "," ","M","0","0","0","0","1","0","0"
"241906041","241906","LOUISE J H","241","LOUISE ISD","03","WHARTON","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"241906101","241906","LOUISE EL","241","LOUISE ISD","03","WHARTON","E","EE - 05","N","N"," "," ","M","0","0","0","0","1"," ","0"
"242902001","242902","SHAMROCK H S","242","SHAMROCK ISD","16","WHEELER","S","09 - 12","N","N"," "," ","M","1","0","0","0","0","0","0"
"242902041","242902","SHAMROCK MIDDLE","242","SHAMROCK ISD","16","WHEELER","M","06 - 08","N","N"," "," ","I","0","0","0","0","0","0","0"
"242902101","242902","SHAMROCK EL","242","SHAMROCK ISD","16","WHEELER","E","PK - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"242903001","242903","WHEELER SCHOOL","242","WHEELER ISD","16","WHEELER","B","PK - 12","N","N"," "," ","M","0","0","0","0","0","0","0"
"242905001","242905","KELTON SCHOOL","242","KELTON ISD","16","WHEELER","B","PK - 12","N","N"," "," ","M","0","1","0","1","1","0","0"
"242906001","242906","FORT ELLIOTT SCHOOL","242","FORT ELLIOTT CISD","16","WHEELER","B","PK - 12","N","N"," "," ","M","0","0","0","0","0","0","0"
"243901001","243901","BURKBURNETT H S","243","BURKBURNETT ISD","09","WICHITA","S","09 - 12","N","N"," "," ","M","0","0","1","1","1","1","0"
"243901002","243901","GATEWAY STUDENT SUPPORT CTR","243","BURKBURNETT ISD","09","WICHITA","S","10 - 12","Y","N"," "," ","Z"," "," "," "," "," "," "," "
"243901041","243901","BURKBURNETT MIDDLE","243","BURKBURNETT ISD","09","WICHITA","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"243901101","243901","JOHN G HARDIN EL","243","BURKBURNETT ISD","09","WICHITA","E","PK - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"243901103","243901","JOHN G TOWER EL","243","BURKBURNETT ISD","09","WICHITA","E","PK - 05","N","N"," "," ","M","0","1","0","0","1"," ","0"
"243901104","243901","I C EVANS EL","243","BURKBURNETT ISD","09","WICHITA","E","EE - 05","N","N"," "," ","M","1","0","0","0","1"," ","0"
"243902001","243902","ELECTRA JUNIOR/SENIOR HIGH","243","ELECTRA ISD","09","WICHITA","S","07 - 12","N","N"," "," ","M","1","1","0","1","1","1","0"
"243902101","243902","ELECTRA EL","243","ELECTRA ISD","09","WICHITA","E","EE - 06","N","N"," "," ","M","1","0","0","0","0"," ","0"
"243903001","243903","IOWA PARK H S","243","IOWA PARK CISD","09","WICHITA","S","09 - 12","N","N"," "," ","M","0","0","1","0","0","0","1"
"243903041","243903","W F GEORGE MIDDLE","243","IOWA PARK CISD","09","WICHITA","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","1","0"
"243903101","243903","BRADFORD EL","243","IOWA PARK CISD","09","WICHITA","E","03 - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"243903103","243903","KIDWELL EL","243","IOWA PARK CISD","09","WICHITA","E","EE - 02","N","N","243903101","BRADFORD EL","M"," "," "," "," "," "," "," "
"243905001","243905","HIRSCHI H S","243","WICHITA FALLS ISD","09","WICHITA","S","09 - 12","N","N"," "," ","M","0","0","1","1","1","1","1"
"243905002","243905","RIDER H S","243","WICHITA FALLS ISD","09","WICHITA","S","09 - 12","N","N"," "," ","M","0","0","1","1","1","1","1"
"243905004","243905","WICHITA FALLS H S","243","WICHITA FALLS ISD","09","WICHITA","S","09 - 12","N","N"," "," ","M","0","0","1","0","1","1","0"
"243905006","243905","HARRELL ACCELERATED LEARNING CENTE","243","WICHITA FALLS ISD","09","WICHITA","S","09 - 12","Y","N"," "," ","A"," "," "," "," "," "," "," "
"243905009","243905","WICHITA COUNTY JUVENILE JUSTICE AE","243","WICHITA FALLS ISD","09","WICHITA","S","07 - 12","N","N"," "," ","X"," "," "," "," "," "," "," "
"243905046","243905","BARWISE LEADERSHIP ACADEMY","243","WICHITA FALLS ISD","09","WICHITA","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","0","1"
"243905047","243905","MCNIEL J H","243","WICHITA FALLS ISD","09","WICHITA","M","07 - 08","N","N"," "," ","M","1","0","0","0","0","1","0"
"243905048","243905","KIRBY MIDDLE","243","WICHITA FALLS ISD","09","WICHITA","M","06 - 08","N","N"," "," ","I","0","0","0","0","0","0","0"
"243905104","243905","BROOK VILLAGE EARLY CHILDHOOD","243","WICHITA FALLS ISD","09","WICHITA","E","PK - KG","N","N","243905000","WICHITA FALLS ISD","M"," "," "," "," "," "," "," "
"243905105","243905","BURGESS EL","243","WICHITA FALLS ISD","09","WICHITA","E","PK - 06","N","N"," "," ","I","0","0","0","0","0"," ","0"
"243905107","243905","CROCKETT EL","243","WICHITA FALLS ISD","09","WICHITA","E","KG - 06","N","N"," "," ","M","0","0","0","0","1"," ","0"
"243905108","243905","CUNNINGHAM SCHOOL","243","WICHITA FALLS ISD","09","WICHITA","E","EE - 06","N","N"," "," ","M","0","0","0","1","0"," ","1"
"243905109","243905","FAIN EL","243","WICHITA FALLS ISD","09","WICHITA","E","PK - 06","N","N"," "," ","M","0","0","0","1","0"," ","1"
"243905111","243905","FOWLER EL","243","WICHITA FALLS ISD","09","WICHITA","E","KG - 06","N","N"," "," ","M","0","0","0","1","0"," ","0"
"243905112","243905","FRANKLIN EL","243","WICHITA FALLS ISD","09","WICHITA","E","KG - 06","N","N"," "," ","M","0","0","0","0","1"," ","0"
"243905114","243905","HAYNES EL","243","WICHITA FALLS ISD","09","WICHITA","E","PK - 06","N","N"," "," ","M","0","0","1","0","0"," ","0"
"243905115","243905","CUNNINGHAM SPECIAL ED CENTER","243","WICHITA FALLS ISD","09","WICHITA","E","EE - 06","N","N"," "," ","Z"," "," "," "," "," "," "," "
"243905118","243905","JEFFERSON EL","243","WICHITA FALLS ISD","09","WICHITA","E","PK - 06","N","N"," "," ","M","1","1","1","1","0"," ","1"
"243905119","243905","LAMAR EL","243","WICHITA FALLS ISD","09","WICHITA","E","PK - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"243905121","243905","MILAM EL","243","WICHITA FALLS ISD","09","WICHITA","E","PK - 06","N","N"," "," ","M","0","0","0","0","0"," ","0"
"243905123","243905","SHEPPARD AFB EL","243","WICHITA FALLS ISD","09","WICHITA","E","PK - 06","N","N"," "," ","M","0","0","0","0","0"," ","0"
"243905125","243905","WASHINGTON-JACKSON ACADEMY","243","WICHITA FALLS ISD","09","WICHITA","E","PK - 06","N","N"," "," ","I","0","0","0","0","0"," ","0"
"243905126","243905","WEST FOUNDATION EL","243","WICHITA FALLS ISD","09","WICHITA","E","KG - 06","N","N"," "," ","M","0","0","1","0","0"," ","0"
"243905128","243905","SCOTLAND PARK EL","243","WICHITA FALLS ISD","09","WICHITA","E","PK - 06","N","N"," "," ","M","0","0","0","0","0"," ","0"
"243905129","243905","SOUTHERN HILLS EL","243","WICHITA FALLS ISD","09","WICHITA","E","EE - 06","N","N"," "," ","M","0","0","0","1","0"," ","0"
"243905130","243905","FARRIS EARLY CHILDHOOD CTR","243","WICHITA FALLS ISD","09","WICHITA","E","PK - PK","N","N","243905000","WICHITA FALLS ISD","M"," "," "," "," "," "," "," "
"243905131","243905","ZUNDELOWITZ EL","243","WICHITA FALLS ISD","09","WICHITA","E","PK - 06","N","N"," "," ","M","0","0","0","0","1"," ","0"
"243905207","243905","NORTHWEST HEAD START","243","WICHITA FALLS ISD","09","WICHITA","E","PK - PK","N","N","243905000","WICHITA FALLS ISD","M"," "," "," "," "," "," "," "
"243905208","243905","ROSEWOOD HEAD START","243","WICHITA FALLS ISD","09","WICHITA","E","PK - PK","N","N","243905000","WICHITA FALLS ISD","M"," "," "," "," "," "," "," "
"243906001","243906","CITY VIEW JUNIOR/SENIOR HIGH","243","CITY VIEW ISD","09","WICHITA","S","07 - 12","N","N"," "," ","M","0","0","0","0","1","1","0"
"243906101","243906","CITY VIEW EL","243","CITY VIEW ISD","09","WICHITA","E","EE - 06","N","N"," "," ","M","1","1","1","1","0"," ","0"
"244901001","244901","HARROLD SCHOOL","244","HARROLD ISD","09","WILBARGER","B","KG - 12","N","N"," "," ","M","0","0","0","0","0","0","1"
"244903001","244903","VERNON H S","244","VERNON ISD","09","WILBARGER","S","09 - 12","N","N"," "," ","M","0","0","0","0","0","0","0"
"244903002","244903","NORTH TEXAS STATE HOSPITAL - AFP -","244","VERNON ISD","09","WILBARGER","S","08 - 12","Y","N"," "," ","X"," "," "," "," "," "," "," "
"244903041","244903","VERNON MIDDLE","244","VERNON ISD","09","WILBARGER","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","1","0"
"244903101","244903","CENTRAL EL","244","VERNON ISD","09","WILBARGER","E","02 - 03","N","N"," "," ","M","0","0","0","0"," "," ","0"
"244903104","244903","SHIVE EL","244","VERNON ISD","09","WILBARGER","E","04 - 05","N","N"," "," ","M","1","0","0","1","0"," ","1"
"244903105","244903","T G MCCORD EL","244","VERNON ISD","09","WILBARGER","E","EE - 01","N","N","244903101","CENTRAL EL","M"," "," "," "," "," "," "," "
"244905001","244905","NORTHSIDE SCHOOL","244","NORTHSIDE ISD","09","WILBARGER","B","KG - 12","N","N"," "," ","I","0","0","0","0","0","0","0"
"245901001","245901","LASARA H S","245","LASARA ISD","01","WILLACY","S","09 - 12","N","N"," "," ","M","0","0","0","0","0","0","1"
"245901101","245901","LASARA EL","245","LASARA ISD","01","WILLACY","E","PK - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"245902001","245902","LYFORD H S","245","LYFORD CISD","01","WILLACY","S","09 - 12","N","N"," "," ","M","0","0","0","0","1","1","0"
"245902041","245902","LYFORD MIDDLE","245","LYFORD CISD","01","WILLACY","M","06 - 08","N","N"," "," ","M","1","1","1","0","1","1","1"
"245902106","245902","LYFORD EL","245","LYFORD CISD","01","WILLACY","E","EE - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"245903001","245903","RAYMONDVILLE H S","245","RAYMONDVILLE ISD","01","WILLACY","S","09 - 12","N","N"," "," ","M","0","0","0","0","1","0","0"
"245903003","245903","CCJJAEP","245","RAYMONDVILLE ISD","01","WILLACY","S","08 - 11","N","N"," "," ","X"," "," "," "," "," "," "," "
"245903004","245903","RAYMONDVILLE OPTIONS ACADEMIC ACAD","245","RAYMONDVILLE ISD","01","WILLACY","S","09 - 12","Y","N"," "," ","A"," "," "," "," "," "," "," "
"245903041","245903","MYRA GREEN MIDDLE","245","RAYMONDVILLE ISD","01","WILLACY","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"245903102","245903","PITTMAN EL","245","RAYMONDVILLE ISD","01","WILLACY","E","EE - 05","N","N"," "," ","M","1","0","1","0","0"," ","1"
"245903105","245903","SMITH EL","245","RAYMONDVILLE ISD","01","WILLACY","E","PK - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"245904002","245904","SAN PERLITA H S","245","SAN PERLITA ISD","01","WILLACY","S","09 - 12","N","N"," "," ","M","0","1","0","0","0","0","1"
"245904041","245904","SAN PERLITA MIDDLE","245","SAN PERLITA ISD","01","WILLACY","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","1","0"
"245904101","245904","SAN PERLITA EL","245","SAN PERLITA ISD","01","WILLACY","E","EE - 05","N","N"," "," ","M","1","1","1","1","1"," ","1"
"246801001","246801","MERIDIAN WORLD SCHOOL LLC","246","MERIDIAN WORLD SCHOOL LLC","13","WILLIAMSON","B","KG - 12","N","Y"," "," ","M","1","0","1","1","1","1","1"
"246902001","246902","FLORENCE H S","246","FLORENCE ISD","13","WILLIAMSON","S","09 - 12","N","N"," "," ","M","0","0","0","0","0","0","0"
"246902004","246902","WILLIAMSON CO JUVENILE DETENTION C","246","FLORENCE ISD","13","WILLIAMSON","S","09 - 09","N","N"," "," ","X"," "," "," "," "," "," "," "
"246902041","246902","FLORENCE MIDDLE","246","FLORENCE ISD","13","WILLIAMSON","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","1","0"
"246902101","246902","FLORENCE EL","246","FLORENCE ISD","13","WILLIAMSON","E","PK - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"246904001","246904","GEORGETOWN H S","246","GEORGETOWN ISD","13","WILLIAMSON","S","09 - 12","N","N"," "," ","M","0","0","0","0","1","0","0"
"246904002","246904","CHIP RICHARTE H S","246","GEORGETOWN ISD","13","WILLIAMSON","S","09 - 12","Y","N"," "," ","A"," "," "," "," "," "," "," "
"246904003","246904","GEORGETOWN ALTER PROG","246","GEORGETOWN ISD","13","WILLIAMSON","S","07 - 12","N","N"," "," ","X"," "," "," "," "," "," "," "
"246904004","246904","EAST VIEW H S","246","GEORGETOWN ISD","13","WILLIAMSON","S","09 - 12","N","N"," "," ","M","0","0","1","1","1","0","1"
"246904040","246904","DOUGLAS BENOLD MIDDLE","246","GEORGETOWN ISD","13","WILLIAMSON","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"246904041","246904","JAMES TIPPIT MIDDLE","246","GEORGETOWN ISD","13","WILLIAMSON","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"246904042","246904","CHARLES A FORBES MIDDLE","246","GEORGETOWN ISD","13","WILLIAMSON","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"246904101","246904","ANNIE PURL EL","246","GEORGETOWN ISD","13","WILLIAMSON","E","EE - 02","N","N","246904108","WILLIAMS EL","M"," "," "," "," "," "," "," "
"246904102","246904","CARVER EL","246","GEORGETOWN ISD","13","WILLIAMSON","E","EE - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"246904103","246904","FROST EL","246","GEORGETOWN ISD","13","WILLIAMSON","E","EE - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"246904104","246904","PAT COOPER EL","246","GEORGETOWN ISD","13","WILLIAMSON","E","KG - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"246904105","246904","DELL PICKETT EL","246","GEORGETOWN ISD","13","WILLIAMSON","E","EE - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"246904106","246904","RAYE MCCOY EL","246","GEORGETOWN ISD","13","WILLIAMSON","E","KG - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"246904107","246904","VILLAGE EL","246","GEORGETOWN ISD","13","WILLIAMSON","E","PK - 05","N","N"," "," ","M","0","0","1","1","0"," ","1"
"246904108","246904","WILLIAMS EL","246","GEORGETOWN ISD","13","WILLIAMSON","E","03 - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"246904109","246904","JO ANN FORD EL","246","GEORGETOWN ISD","13","WILLIAMSON","E","KG - 05","N","N"," "," ","M","0","1","1","0","0"," ","1"
"246904110","246904","JAMES E MITCHELL EL","246","GEORGETOWN ISD","13","WILLIAMSON","E","PK - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"246904197","246904","WILLIAMSON CO J J A E P","246","GEORGETOWN ISD","13","WILLIAMSON","S","09 - 12","N","N"," "," ","X"," "," "," "," "," "," "," "
"246904199","246904","WILLIAMSON CO JUVENILE DETENTION C","246","GEORGETOWN ISD","13","WILLIAMSON","S","07 - 11","N","N"," "," ","Z"," "," "," "," "," "," "," "
"246905001","246905","GRANGER SCHOOL","246","GRANGER ISD","13","WILLIAMSON","B","PK - 12","N","N"," "," ","M","1","0","0","0","0","0","0"
"246906001","246906","HUTTO H S","246","HUTTO ISD","13","WILLIAMSON","S","09 - 12","N","N"," "," ","M","0","1","0","0","0","1","1"
"246906002","246906","WILLIAMSON COUNTY ACADEMY","246","HUTTO ISD","13","WILLIAMSON","S","09 - 11","N","N"," "," ","X"," "," "," "," "," "," "," "
"246906041","246906","HUTTO MIDDLE","246","HUTTO ISD","13","WILLIAMSON","M","06 - 08","N","N"," "," ","M","0","1","0","0","0","0","0"
"246906042","246906","FARLEY MIDDLE","246","HUTTO ISD","13","WILLIAMSON","M","06 - 08","N","N"," "," ","M","1","0","0","0","0","0","0"
"246906101","246906","HUTTO EL","246","HUTTO ISD","13","WILLIAMSON","E","EE - 05","N","N"," "," ","M","1","1","0","0","1"," ","0"
"246906103","246906","COTTONWOOD CREEK EL","246","HUTTO ISD","13","WILLIAMSON","E","PK - 05","N","N"," "," ","M","0","0","1","0","0"," ","0"
"246906104","246906","RAY EL","246","HUTTO ISD","13","WILLIAMSON","E","PK - 05","N","N"," "," ","M","1","0","0","1","0"," ","0"
"246906106","246906","VETERANS HILL EL","246","HUTTO ISD","13","WILLIAMSON","E","PK - 05","N","N"," "," ","M","1","0","0","1","0"," ","0"
"246906121","246906","NADINE JOHNSON EL","246","HUTTO ISD","13","WILLIAMSON","E","EE - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"246907001","246907","JARRELL H S","246","JARRELL ISD","13","WILLIAMSON","S","09 - 12","N","N"," "," ","M","0","0","0","1","1","0","0"
"246907002","246907","WILLIAMSON CO J J A E P","246","JARRELL ISD","13","WILLIAMSON","S","09 - 09","N","N"," "," ","X"," "," "," "," "," "," "," "
"246907004","246907","LOTT DETENTION CENTER","246","JARRELL ISD","13","WILLIAMSON","M","06 - 06","N","N"," "," ","Z"," "," "," "," "," "," "," "
"246907041","246907","JARRELL MIDDLE","246","JARRELL ISD","13","WILLIAMSON","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"246907101","246907","JARRELL EL","246","JARRELL ISD","13","WILLIAMSON","E","EE - 03","N","N"," "," ","M","0","0","0","0"," "," ","0"
"246907201","246907","JARRELL INT","246","JARRELL ISD","13","WILLIAMSON","E","04 - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"246908001","246908","LIBERTY HILL H S","246","LIBERTY HILL ISD","13","WILLIAMSON","S","09 - 12","N","N"," "," ","M","0","0","0","0","0","0","0"
"246908005","246908","WILLIAMSON CO ACADEMY","246","LIBERTY HILL ISD","13","WILLIAMSON","S","09 - 10","N","N"," "," ","X"," "," "," "," "," "," "," "
"246908006","246908","WILLIAMSON COUNTY JUVENILE DETENTI","246","LIBERTY HILL ISD","13","WILLIAMSON","S","09 - 09","N","N"," "," ","X"," "," "," "," "," "," "," "
"246908041","246908","LIBERTY HILL J H","246","LIBERTY HILL ISD","13","WILLIAMSON","M","07 - 08","N","N"," "," ","M","1","0","0","0","0","0","1"
"246908101","246908","LIBERTY HILL EL","246","LIBERTY HILL ISD","13","WILLIAMSON","E","EE - 01","N","N","246908103","BILL BURDEN EL","M"," "," "," "," "," "," "," "
"246908102","246908","LIBERTY HILL INT","246","LIBERTY HILL ISD","13","WILLIAMSON","M","05 - 06","N","N"," "," ","M","0","0","0","0","0"," ","0"
"246908103","246908","BILL BURDEN EL","246","LIBERTY HILL ISD","13","WILLIAMSON","E","02 - 04","N","N"," "," ","M","0","0","0","0"," "," ","0"
"246909001","246909","ROUND ROCK H S","246","ROUND ROCK ISD","13","WILLIAMSON","S","09 - 12","N","N"," "," ","M","0","0","0","0","0","0","1"
"246909002","246909","ROUND ROCK OPPORT CTR DAEP","246","ROUND ROCK ISD","13","WILLIAMSON","B","06 - 12","N","N"," "," ","X"," "," "," "," "," "," "," "
"246909003","246909","WESTWOOD H S","246","ROUND ROCK ISD","13","WILLIAMSON","S","09 - 12","N","N"," "," ","M","1","1","1","1","1","1","1"
"246909004","246909","MCNEIL H S","246","ROUND ROCK ISD","13","WILLIAMSON","S","09 - 12","N","N"," "," ","M","0","0","1","1","1","0","1"
"246909007","246909","STONY POINT H S","246","ROUND ROCK ISD","13","WILLIAMSON","S","09 - 12","N","N"," "," ","M","0","0","0","0","0","0","0"
"246909008","246909","CEDAR RIDGE H S","246","ROUND ROCK ISD","13","WILLIAMSON","S","09 - 12","N","N"," "," ","M","0","0","0","0","0","0","1"
"246909011","246909","SUCCESS H S","246","ROUND ROCK ISD","13","WILLIAMSON","S","09 - 12","Y","N"," "," ","A"," "," "," "," "," "," "," "
"246909012","246909","WILLIAMSON CO J J A E P","246","ROUND ROCK ISD","13","WILLIAMSON","S","08 - 10","N","N"," "," ","X"," "," "," "," "," "," "," "
"246909016","246909","WM S LOTT JUVENILE CTR","246","ROUND ROCK ISD","13","WILLIAMSON","S","08 - 11","N","N"," "," ","Z"," "," "," "," "," "," "," "
"246909041","246909","C D FULKES MIDDLE","246","ROUND ROCK ISD","13","WILLIAMSON","M","06 - 08","N","N"," "," ","M","1","1","1","0","0","1","1"
"246909042","246909","NOEL GRISHAM MIDDLE","246","ROUND ROCK ISD","13","WILLIAMSON","M","06 - 08","N","N"," "," ","M","1","0","1","0","1","1","1"
"246909043","246909","CHISHOLM TRAIL MIDDLE","246","ROUND ROCK ISD","13","WILLIAMSON","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"246909044","246909","CANYON VISTA MIDDLE","246","ROUND ROCK ISD","13","WILLIAMSON","M","06 - 08","N","N"," "," ","M","1","0","1","1","1","1","1"
"246909045","246909","DEERPARK MIDDLE","246","ROUND ROCK ISD","13","WILLIAMSON","M","06 - 08","N","N"," "," ","M","1","0","1","0","1","0","1"
"246909046","246909","HOPEWELL MIDDLE","246","ROUND ROCK ISD","13","WILLIAMSON","M","06 - 08","N","N"," "," ","M","1","1","0","1","0","0","1"
"246909047","246909","CEDAR VALLEY MIDDLE","246","ROUND ROCK ISD","13","WILLIAMSON","M","06 - 08","N","N"," "," ","M","0","0","1","0","0","1","0"
"246909051","246909","RIDGEVIEW MIDDLE","246","ROUND ROCK ISD","13","WILLIAMSON","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"246909052","246909","JAMES GARLAND WALSH MIDDLE","246","ROUND ROCK ISD","13","WILLIAMSON","M","06 - 08","N","N"," "," ","M","1","1","1","0","1","0","1"
"246909053","246909","PFC ROBERT P HERNANDEZ MIDDLE","246","ROUND ROCK ISD","13","WILLIAMSON","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"246909101","246909","CLAUDE BERKMAN EL","246","ROUND ROCK ISD","13","WILLIAMSON","E","EE - 05","N","N"," "," ","M","0","0","0","0","1"," ","0"
"246909102","246909","EL DAEP","246","ROUND ROCK ISD","13","WILLIAMSON","E","01 - 04","N","N"," "," ","X"," "," "," "," "," "," "," "
"246909105","246909","SPICEWOOD EL","246","ROUND ROCK ISD","13","WILLIAMSON","E","KG - 05","N","N"," "," ","M","1","1","1","1","1"," ","1"
"246909106","246909","XENIA VOIGT EL","246","ROUND ROCK ISD","13","WILLIAMSON","E","EE - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"246909107","246909","DEEP WOOD EL","246","ROUND ROCK ISD","13","WILLIAMSON","E","EE - 05","N","N"," "," ","M","0","0","1","1","0"," ","1"
"246909108","246909","FOREST NORTH EL","246","ROUND ROCK ISD","13","WILLIAMSON","E","EE - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"246909109","246909","ANDERSON MILL EL","246","ROUND ROCK ISD","13","WILLIAMSON","E","PK - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"246909110","246909","KATHY CARAWAY EL","246","ROUND ROCK ISD","13","WILLIAMSON","E","EE - 05","N","N"," "," ","M","1","1","1","1","1"," ","1"
"246909111","246909","VIC ROBERTSON EL","246","ROUND ROCK ISD","13","WILLIAMSON","E","PK - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"246909113","246909","PURPLE SAGE EL","246","ROUND ROCK ISD","13","WILLIAMSON","E","KG - 05","N","N"," "," ","M","1","0","0","0","0"," ","0"
"246909114","246909","BRUSHY CREEK EL","246","ROUND ROCK ISD","13","WILLIAMSON","E","EE - 05","N","N"," "," ","M","1","0","0","0","0"," ","0"
"246909115","246909","WELLS BRANCH EL","246","ROUND ROCK ISD","13","WILLIAMSON","E","EE - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"246909116","246909","LAUREL MOUNTAIN EL","246","ROUND ROCK ISD","13","WILLIAMSON","E","KG - 05","N","N"," "," ","M","1","0","1","1","1"," ","1"
"246909117","246909","POND SPRINGS EL","246","ROUND ROCK ISD","13","WILLIAMSON","E","EE - 05","N","N"," "," ","M","1","0","1","0","1"," ","0"
"246909118","246909","BLUEBONNET EL","246","ROUND ROCK ISD","13","WILLIAMSON","E","PK - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"246909119","246909","DOUBLE FILE TRAIL EL","246","ROUND ROCK ISD","13","WILLIAMSON","E","EE - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"246909120","246909","LIVE OAK EL","246","ROUND ROCK ISD","13","WILLIAMSON","E","EE - 05","N","N"," "," ","M","0","0","0","0","1"," ","0"
"246909121","246909","GATTIS EL","246","ROUND ROCK ISD","13","WILLIAMSON","E","EE - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"246909122","246909","OLD TOWN EL","246","ROUND ROCK ISD","13","WILLIAMSON","E","KG - 05","N","N"," "," ","M","0","0","0","0","1"," ","0"
"246909123","246909","FERN BLUFF EL","246","ROUND ROCK ISD","13","WILLIAMSON","E","KG - 05","N","N"," "," ","M","1","1","1","0","1"," ","1"
"246909124","246909","JOLLYVILLE EL","246","ROUND ROCK ISD","13","WILLIAMSON","E","EE - 05","N","N"," "," ","M","1","0","0","0","0"," ","0"
"246909125","246909","CANYON CREEK EL","246","ROUND ROCK ISD","13","WILLIAMSON","E","KG - 05","N","N"," "," ","M","1","1","1","1","1"," ","1"
"246909126","246909","FOREST CREEK EL","246","ROUND ROCK ISD","13","WILLIAMSON","E","KG - 05","N","N"," "," ","M","1","0","0","0","0"," ","0"
"246909127","246909","CALDWELL HEIGHTS EL","246","ROUND ROCK ISD","13","WILLIAMSON","E","EE - 05","N","N"," "," ","M","1","0","0","0","0"," ","0"
"246909128","246909","GREAT OAKS EL","246","ROUND ROCK ISD","13","WILLIAMSON","E","EE - 05","N","N"," "," ","M","1","1","1","1","1"," ","1"
"246909130","246909","BLACKLAND PRAIRIE EL","246","ROUND ROCK ISD","13","WILLIAMSON","E","EE - 05","N","N"," "," ","M","0","1","0","0","1"," ","0"
"246909131","246909","TERAVISTA EL","246","ROUND ROCK ISD","13","WILLIAMSON","E","EE - 05","N","N"," "," ","M","1","0","0","1","1"," ","1"
"246909132","246909","CACTUS RANCH EL","246","ROUND ROCK ISD","13","WILLIAMSON","E","EE - 05","N","N"," "," ","M","0","0","0","1","1"," ","1"
