DISTRICT,DA0GH13N,DA0GR13N,DA0GM13N,DB0GR13N,DH0GR13N,DW0GR13N,DI0GR13N,D30GR13N,D40GR13N,D20GR13N,DS0GR13N,DA0GR13R,DA0GH13R,DA0GM13R,DB0GR13R,DH0GR13R,DW0GR13R,DI0GR13R,D30GR13R,D40GR13R,D20GR13R,DS0GR13R,DPETGEEC,DPETGPKC,DPETGKNC,DPETG01C,DPETG02C,DPETG03C,DPETG04C,DPETG05C,DPETG06C,DPETG07C,DPETG08C,DPETG09C,DPETG10C,DPETG11C,DPETG12C,DPETALLC,DPETSPEC,DPETBILC,DPETVOCC,DPETGIFC,DPETLEPC,DPETECOC,DPETNEDC,DPETRSKC,DPETINDC,DPETASIC,DPETPCIC,DPETTWOC,DPETBLAC,DPETHISC,DPETWHIC,DAPID14D,DAPID14N,DAPID14R,DPETDISD,DPETDISC,DPETDISP,DPERRAKR,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERSAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DAUND13C,DAUND13D,DAUND13R,DPEMALLC,DPEMALLT,DPEMALLP,DPETWHIP,DPETBLAP,DPETHISP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETNEDP,DPETRSKP,DPETLEPP,DPETSPEP,DPETVOCP,DPETBILP,DPETGIFP,DPETGEEP,DPETGPKP,DPETGKNP,DPETG01P,DPETG02P,DPETG03P,DPETG04P,DPETG05P,DPETG06P,DPETG07P,DPETG08P,DPETG09P,DPETG10P,DPETG11P,DPETG12P,DPSTTOFC,DPSUTOFC,DPSSTOFC,DPSCTOFC,DPSETOFC,DPSTTOST,DPSUTOST,DPSSTOST,DPSCTOST,DPST00FC,DPST01FC,DPST06FC,DPST11FC,DPST20FC,DPST00ST,DPST01ST,DPST06ST,DPST11ST,DPST20ST,DPSTNOFC,DPSTBAFC,DPSTMSFC,DPSTPHFC,DPSPCOFC,DPSECOFC,DPSPTOFC,DPSXTOFC,DPSATOFC,DPSOTOFC,DPSTINFC,DPSTPIFC,DPSTASFC,DPSTBLFC,DPSTHIFC,DPSTWHFC,DPSTTWFC,DPSTMAFC,DPSTFEFC,DPSXCOFC,DPSTREFC,DPSTVOFC,DPSTBIFC,DPSTCOFC,DPSTGIFC,DPSTSPFC,DPSTOPFC,DPSTURNN,DPSTURND,DPSTURNR,DPSTTENA,DPSTEXPA,DPSAMIFC,DPCTSOCS,DPCTSOCC,DPCTSCIS,DPCTSCIC,DPCTMATS,DPCTMATC,DPCTG06S,DPCTG06C,DPCTG05S,DPCTG05C,DPCTG04S,DPCTG04C,DPCTG03S,DPCTG03C,DPCTG02S,DPCTG02C,DPCTG01S,DPCTG01C,DPCTGMES,DPCTGMEC,DPCTGKGS,DPCTGKGC,DPCTFLAS,DPCTFLAC,DPCTENGS,DPCTENGC,DPCTSOCA,DPCTSCIA,DPCTMATA,DPCTGMEA,DPCTGKGA,DPCTG06A,DPCTG05A,DPCTG04A,DPCTG03A,DPCTG02A,DPCTG01A,DPCTFLAA,DPCTENGA,DPSPTOFP,DPSTTOFP,DPSUTOFP,DPSSTOFP,DPSCTOFP,DPSETOFP,DPSXTOFP,DPSAMIFP,DPSTNOFP,DPSTBAFP,DPSTMSFP,DPSTPHFP,DPST00FP,DPST01FP,DPST06FP,DPST11FP,DPST20FP,DPSTREFP,DPSTVOFP,DPSTBIFP,DPSTCOFP,DPSTGIFP,DPSTSPFP,DPSTOPFP,DPSTBLFP,DPSTWHFP,DPSTHIFP,DPSTPIFP,DPSTINFP,DPSTASFP,DPSTTWFP,DPSTMAFP,DPSTFEFP,DPSTKIDR,DPST00SA,DPST01SA,DPST06SA,DPST11SA,DPST20SA,DPSTTOSA,DPSUTOSA,DPSSTOSA,DPSCTOSA,DPFEIERP,DPSAINHP
"003903",432,528,96,128,168,211,1,8,1,11,67,100,81.8,18.2,24.2,31.8,40,0.2,1.5,0.2,2.1,12.7,17,697,629,729,666,597,612,532,573,567,557,606,550,497,554,8383,880,1913,1614,866,1533,6164,2219,5122,19,122,10,160,2393,3332,2347,9270,77,0.8,9249,407,4.4,6.2,8.7,4.8,0.7,2.1,0.8,0.2,0.4,1,25,29.5,3.8,0,0,2.8,1.2,0,0,28,3705,0.8,1333,7905,16.9,28,28.5,39.7,0.2,1.5,0.1,1.9,73.5,26.5,61.1,18.3,10.5,19.3,22.8,10.3,0.2,8.3,7.5,8.7,7.9,7.1,7.3,6.3,6.8,6.8,6.6,7.2,6.6,5.9,6.6,599.8238,96.6789,36.8334,17,168.1547,26524437.016,5042711.7545,2421489.235,1301445,38.5583,166.2694,100.7109,141.654,152.6312,1462647.0836,6543206.4378,4098261.9104,6224387.5916,8195933.9928,2.9995,512.88,83.9443,0,0,0,750.3361,376.9412,1295.432,3,1.9997,0,2.0005,73.7009,53.4146,460.7086,7.9995,108.8204,491.0034,0.5,355.7458,29.408,66.2359,24.0108,24.941,69.3412,30.1411,88.2814,602.6368,14.649188367,10.00356721,13.01947516,508.6315,2472,131,2527,122,2432,141,550.9403,26.6328,484.0141,26.2575,505.7221,27.908,552.0142,27.7985,522.5485,27.2021,547.382,27.02,0,0,379,21,650,36,2638,151,18.9,20.7,17.2,.,18,20.7,18.4,18.1,19.9,19.2,20.3,18.1,17.5,57.921689444,46.302993905,7.4630625151,2.8433294839,1.3123035404,12.980588715,29.097721841,39.263465778,0.5000635187,85.505110001,13.994826481,0,6.4282711023,27.719707021,16.790080687,23.615935213,25.446005977,59.308383562,4.9027731144,11.042559498,4.0029755405,4.1580544153,11.56026153,5.0249923394,12.287091643,76.807322417,8.9050484492,0,0.3333812363,0.3335146088,1.3336416461,18.142061052,81.857938948,13.975770885,37933.391348,39353.040534,40693.330219,43940.782411,53697.631892,44220.381079,52159.382807,65741.670196,76555.588235,62.1,62.4
"003904",58,114,56,3,3,106,0,0,0,2,20,100,50.9,49.1,2.6,2.6,93,0,0,0,1.8,17.5,5,35,117,127,121,100,123,116,114,139,146,191,146,141,139,1760,175,16,587,102,16,916,844,814,7,3,0,42,47,103,1558,1929,0,0,1895,30,1.6,0,6.6,1.2,0,0,0,0,0,0.8,0,40,0,0,0,0,0,0,0,10,935,1.1,270,1728,15.6,88.5,2.7,5.9,0.4,0.2,0,2.4,52,48,46.3,0.9,9.9,33.4,0.9,5.8,0.3,2,6.6,7.2,6.9,5.7,7,6.6,6.5,7.9,8.3,10.9,8.3,8,7.9,118.698,25.6785,8.5358,4,21.5506,5094904.7851,1287609.2345,607658.476,348000,6.9095,32.9998,20.0006,32.501,26.2871,220835.555,1186478.4604,814873.7518,1524255.4388,1348461.5791,0,96.4129,22.2851,0,0,0,156.9123,69.3366,247.7995,4,0,0,0,0,2.0004,116.6976,0,21.9989,96.6991,0,86.8204,7.7096,0,6.424,0.3393,14.9256,2.4791,20.7941,116.8316,17.798352501,9.7548604337,13.276387967,10.4469,530,27,713,33,807,37,157.2682,5.5373,106.3967,5.4719,121.9878,5.9994,103.9788,5.097,129.4638,6.1164,132.7344,6.0795,0,0,117.5643,6.0813,173,8,779,41,19.6,21.6,21.8,.,19.3,28.4,19.4,20.3,20.4,21.2,21.8,21.6,19,63.322282733,47.900823044,10.362611708,3.4446397188,1.6142082611,8.696789138,27.980928129,4.2158680708,0,81.225378692,18.774621308,0,5.821075334,27.801479385,16.849989048,27.381253265,22.146202969,73.143945138,6.495138924,0,5.4120541205,0.2858514887,12.574432594,2.0885777351,0,98.314714654,1.685285346,0,0,0,0,18.533505198,81.466494802,14.827545536,31961.148419,35954.110643,40742.465316,46898.72431,51297.464502,42923.257217,50143.475456,71189.39947,87000,55.3,57.5
"003905",87,129,42,19,49,56,0,1,0,4,18,100,67.4,32.6,14.7,38,43.4,0,0.8,0,3.1,14,1,189,149,157,140,138,147,128,153,127,137,138,139,120,119,1982,186,357,432,85,371,1499,483,1061,2,6,0,24,234,1065,651,2158,1,0,2164,39,1.8,5.5,4.5,2.4,1.4,0,0,0.9,0,0.8,9.1,10,12.5,0,0,0,0,0,0,0,832,0,230,1761,13.1,32.8,11.8,53.7,0.1,0.3,0,1.2,75.6,24.4,53.5,18.7,9.4,21.8,18,4.3,0.1,9.5,7.5,7.9,7.1,7,7.4,6.5,7.7,6.4,6.9,7,7,6.1,6,146.9592,19.9104,8.2795,3.49,25.4852,6582482.6955,1000820.1172,540211.0375,312700,9.8609,41.5991,33.8833,37.3757,24.2402,419485.93,1639384.9525,1439041.2015,1774703.2934,1309867.3181,2.8612,118.6271,25.4709,0,0,0,178.6391,78.8769,283.0012,1,0,0,0,6.9999,16,123.9593,0,31.3714,115.5878,0,115.4288,6.6508,0,19.2633,0.1554,2.77,2.6909,24.2328,144.9513,16.717890767,7.0593781807,10.599024073,84.3742,859,55,737,46,871,57,105.2383,5.7011,154.9241,8.1977,150.1507,8.2646,136.4022,8.0002,138.4498,8.6031,161.7892,8.9483,0,0,150,8,309,17,1187,76,15.6,16,15.3,.,18.8,18.5,18.9,18.2,17,16.1,18.1,18.2,15.6,63.123089231,51.928825743,7.0354471995,2.9256059692,1.2332103185,9.0053328396,27.87157793,29.814078527,1.9469349316,80.72111171,17.331953358,0,6.7099575937,28.306563999,23.056263235,25.432705132,16.494510041,78.544793385,4.5256098291,0,13.107923832,0.105743635,1.884876891,1.8310524282,4.7631587543,84.349465702,10.887375544,0,0,0,0,21.347013321,78.652986679,13.486736455,42540.328976,39409.144729,42470.515018,47482.810848,54036.984765,44791.225697,50266.198429,65246.81895,89598.853868,58.1,60.5
"003906",27,31,4,0,2,26,0,0,0,3,2,100,87.1,12.9,0,6.5,83.9,0,0,0,9.7,6.5,0,21,28,21,28,24,30,36,32,35,30,27,31,39,28,410,46,0,122,19,0,242,168,150,2,0,0,6,3,15,384,464,0,0,498,0,0,10,6.1,0,3.3,3.6,0,0,12.9,0,50,.,0,0,0,0,25,20,0,0,219,0,87,441,19.7,93.7,0.7,3.7,0.5,0,0,1.5,59,41,36.6,0,11.2,29.8,0,4.6,0,5.1,6.8,5.1,6.8,5.9,7.3,8.8,7.8,8.5,7.3,6.6,7.6,9.5,6.8,38.2028,9.7466,2,2,8,1630304.7545,401527,109405,134831,1.9999,4.0003,7.0007,20.0019,5.2,65027.9079,130801.6872,279616.761,918557.3484,236301.05,0,34.0023,4.2005,0,0,0,51.9494,14.222,74.1714,0,0,0,0,0,1.0003,36.2026,0.9999,7.0012,31.2016,0,27.0256,2.7003,0,2.5929,0.2703,5.122,0.4917,4.001,36.0783,11.089768642,8.9756097561,13.731707317,1.0003,197,15,175,11,190,14,23.339,1.4882,28.5024,1.6678,25.0592,1.7356,22.6917,1.939,18.4352,1.3168,16.8777,1.6074,0,0,28,2,74,7,279,21,13.1,15.9,13.6,.,14,15.7,17.1,14.4,11.7,14,10.5,10.6,13.3,70.039664884,51.506106127,13.140644507,2.696457125,2.696457125,10.7858285,19.174506616,1.3486330311,0,89.004732637,10.995267363,0,5.2349566,10.471222005,18.32509659,52.357157067,13.611567738,70.742458668,7.06833007,0,6.7871988441,0.7075397615,13.407394222,1.287078434,0,94.764258117,2.6183944632,0,0,0,2.6173474196,18.326405394,81.673594606,10.73219764,32515.579729,32697.969452,39941.257446,45923.504687,45442.509615,42675.006924,41196.622412,54702.5,67415.5,63.8,66.5
"003907",73,106,33,1,11,93,1,0,0,0,17,100,68.9,31.1,0.9,10.4,87.7,0.9,0,0,0,16,9,31,139,126,116,105,117,130,118,106,140,145,115,91,104,1592,157,47,398,68,49,853,739,743,5,1,0,20,107,292,1167,1753,0,0,1706,35,2.1,1.9,4.4,1,0.9,0,1.9,0,0,0,18.2,14.3,0,0,0,0,0,0,14.3,0,761,0,235,1535,15.3,73.3,6.7,18.3,0.3,0.1,0,1.3,53.6,46.4,46.7,3.1,9.9,25,3,4.3,0.6,1.9,8.7,7.9,7.3,6.6,7.3,8.2,7.4,6.7,8.8,9.1,7.2,5.7,6.5,119.2227,22.5714,9,5,29,5202141.0215,1120160.1766,594745,401712,4.9995,30.9986,24.7974,40.4278,17.9994,163943.264,1141452.4991,1013393.2824,1948701.0447,934650.9313,0,91.7946,26.4279,1.0002,0,0,155.7941,40.5704,225.3645,0,0,0,0,1,4.9999,112.2225,1.0003,22.0011,97.2216,0,90.2018,6.2624,1.17,1,4.1506,11.8017,4.6362,25.4298,112.827,22.538754022,7.8534852615,11.843996063,16.0664,693,36,648,32,679,38,85.414,4.4256,121.3684,5.757,116.0187,6.1998,104.0907,6.2,115.1771,6.1994,120.3805,6.0296,0,0,135.2812,7.1388,236,12,729,45,19.3,20.3,17.9,.,19,19.3,21.1,18.7,16.8,18.6,20,19.7,16.2,69.129831895,52.902165159,10.01550821,3.9935304806,2.2186280448,12.86804266,18.002125446,7.1290731238,0,76.994230126,22.166835678,0.8389341963,4.1934128316,26.000585459,20.799226993,33.909482003,15.097292714,75.658242935,5.2526909724,0.9813567383,0.838766443,3.4813839982,9.89886993,3.8886889829,0.838766443,94.128467146,4.1937483382,0,0,0,0.8390180729,18.453784388,81.546215612,13.353161772,32791.931993,36822.711319,40866.91679,48202.005667,51926.782632,43633.813204,49627.412416,66082.777778,80342.4,62.6,67.6
"004901",181,202,21,1,76,117,0,6,0,2,20,100,89.6,10.4,0.5,37.6,57.9,0,3,0,1,9.9,4,67,247,244,248,243,269,215,238,253,260,260,243,225,196,3212,280,121,839,125,121,1785,1427,1361,12,78,0,66,37,1316,1703,3583,1,0,3533,148,4.2,3.3,4.1,5.9,2.5,0,1.1,1.3,0.8,0.5,15.8,0,0,0,3.4,4,0,0,0,12,1568,0.8,555,3147,17.6,53,1.2,41,0.4,2.4,0,2.1,55.6,44.4,42.4,3.8,8.7,26.1,3.8,3.9,0.1,2.1,7.7,7.6,7.7,7.6,8.4,6.7,7.4,7.9,8.1,8.1,7.6,7,6.1,239.3542,37.0983,12.9733,7.4429,47.8398,10411801.347,1873028.0572,863595,726747.355,12.9361,67.9988,49.9996,51.9841,56.4356,460221.682,2662574.035,2060013.618,2365736.9706,2863255.0414,1.9999,180.4915,54.8628,2,0,0,296.8687,129.3143,474.0228,0,1.9999,0,1.0001,2.9999,19.1094,211.2452,2.9997,53.4934,185.8608,0,192.8701,9.4205,1.9969,4,0.4245,30.6422,0,41.0014,237.2648,17.280860878,7.7441295825,11.967845061,98.0974,1401,63,1412,67,1511,67,125.2457,5.6114,236.2628,10.8836,287.7824,13.7785,246.4814,12.4248,250.062,12.726,257.6452,12.8329,0,0,281.4781,13.4211,595,31,1677,92,22.2,21.1,22.6,.,21,22.3,21.7,20.9,19.8,19.6,20.1,19.2,18.2,62.627514963,50.49423783,7.8262691162,2.7368514763,1.570156541,10.092299358,27.280185679,20.694658569,0.8355399655,75.407701223,22.921177067,0.8355817445,5.4045845028,28.409277965,20.889376497,21.718482483,23.578278551,80.579367314,3.9357989122,0.8342865928,1.6711634891,0.1773522253,12.802031466,0,1.2533308377,88.256316371,7.9837328946,0,0.8355399655,0.4178326514,1.2532472796,22.349054247,77.650945753,13.419442817,35576.540225,39156.191506,41200.601965,45508.85695,50734.909196,43499.555667,50488.244938,66567.103204,97643.036316,59,65.5
"005901",28,36,8,0,0,31,1,0,0,4,2,100,77.8,22.2,0,0,86.1,2.8,0,0,11.1,5.6,0,12,33,30,31,34,44,33,32,33,44,45,42,42,32,487,54,6,152,35,6,188,299,187,3,0,0,26,2,43,413,540,1,0.2,537,9,1.7,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,66,483,13.7,84.8,0.4,8.8,0.6,0,0,5.3,38.6,61.4,38.4,1.2,11.1,31.2,1.2,7.2,0,2.5,6.8,6.2,6.4,7,9,6.8,6.6,6.8,9,9.2,8.6,8.6,6.6,49.1595,3.9894,3,0.5401,12.8716,2095792.5875,198108,232777,25090,1.9892,10.0006,5.9997,20.9994,10.1706,61656.165,352594.0042,259794.222,909653.975,512094.2213,0.17,46.9889,2.0006,0,0,0,56.689,18.3867,87.9473,0,0,0,0,0,1,45.1595,3,11.9997,37.1598,0,37.2602,3.6688,1.1654,1,0,6.0651,0,4.106,48.2602,8.5080459675,9.1874315798,13.252670185,1.9786,200,13,222,16,235,17,29.7714,1.9999,29.3093,2.0001,40.0217,3.0002,33.4717,2,24.7969,1.5998,23.193,1.5462,0,0,32,2,75,8,320,22,15.4,13.9,13.8,.,16,14.9,14.7,13.3,16.7,15.5,15,9.4,14.5,64.457919686,55.896542589,4.5361256116,3.411133713,0.6141177728,14.6355829,20.906497414,2.2497563882,0.3458131185,95.584576735,4.0696101466,0,4.0464203257,20.343168665,12.204558631,42.716870595,20.688981784,75.79450564,7.4630539367,2.3706506372,2.0341948148,0,12.337594971,0,0,91.863220741,2.0341948148,0,0,0,6.1025844445,24.40972752,75.59027248,9.9065287483,30995.457973,35257.284983,43301.20206,43318.093612,50350.443563,42632.504145,49658.595277,77592.333333,46454.360304,63.7,68.6
"005902",45,65,20,1,3,61,0,0,0,0,4,100,69.2,30.8,1.5,4.6,93.8,0,0,0,0,6.2,6,11,62,61,59,68,63,70,73,74,71,88,62,55,69,892,89,1,224,33,1,243,649,309,7,1,0,13,3,71,797,991,1,0.1,941,7,0.7,2,4.8,0,0,0,3.3,0,0,1.4,28.6,14.3,0,0,14.3,0,0,0,0,0,445,0,80,847,9.4,89.3,0.3,8,0.8,0.1,0,1.5,27.2,72.8,34.6,0.1,10,25.1,0.1,3.7,0.7,1.2,7,6.8,6.6,7.6,7.1,7.8,8.2,8.3,8,9.9,7,6.2,7.7,67.2147,8.2917,3,2,17.3468,2945887.1716,377568.0397,218501,192410,3.9996,5.9999,8.9999,28.0012,20.2141,124599.9388,196024.7677,333745.4097,1226284.2156,1065232.8398,0,59,8.2147,0,0,0,80.5064,18.8824,116.7356,0,0,0,0,0,1,66.2147,0,17.0004,50.2143,0,55.314,3.876,0,3.9749,0.36,3.6898,0,9.0003,67.2154,13.390234976,8.8620689655,15.528735632,10.9786,396,24,394,23,414,30,42.165,2.4909,68.436,3,62.25,4,67.1136,4,58.1562,3,61,4,0,0,61.9938,3.9996,162,12,614,52,16.5,17.1,13.8,.,15.5,16.9,22.8,15.6,16.8,19.4,15.3,13.5,11.8,68.964737407,57.578579285,7.1029745853,2.5699101217,1.7132734145,14.859905633,16.175356961,9.4046717539,0,87.778417519,12.221582481,0,5.9504840459,8.9264699537,13.389779319,41.6593394,30.073927281,82.294498079,5.7665957,0,5.9137361321,0.5355971238,5.4895729654,0,0,98.512230212,1.4877697885,0,0,0,0,25.292681512,74.707318488,13.270906513,31153.10001,32671.339139,37083.235336,43793.987958,52697.515091,43828.019341,45535.660926,72833.666667,96205,61.6,68.8
"005904",29,31,2,0,6,25,0,0,0,0,3,100,93.5,6.5,0,19.4,80.6,0,0,0,0,9.7,0,13,28,32,25,27,32,27,33,38,42,37,46,40,41,461,35,39,171,38,39,186,275,206,5,0,0,1,0,136,319,499,0,0,501,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,29,448,6.5,69.2,0,29.5,1.1,0,0,0.2,40.3,59.7,44.7,8.5,7.6,37.1,8.5,8.2,0,2.8,6.1,6.9,5.4,5.9,6.9,5.9,7.2,8.2,9.1,8,10,8.7,8.9,37.2905,2.0999,2.3587,1,5.4,1618512.593,107767.566,136981.5745,82875,3.7499,4,3.9995,13.6499,11.8912,113014.563,131959.2618,152079.4725,645213.776,576245.5197,0,32.2902,5.0003,0,0,0,42.7491,19.003,67.1521,0,0,0,0,0,0,37.2905,0,10.5415,26.749,0,31.5312,2.7746,0,1,0,1.9847,0,6.9998,36.747,19.04862982,7.807860262,13.484716157,5,230,14,217,15,228,20,18.8763,1.3068,18.0965,1.3493,19.9046,1.3349,21.507,1.6338,15.3294,1.5156,21.6,1.35,0,0,28,2,92,6,307,23,16.4,14.5,11.4,.,14,14.4,13.4,14.9,13.2,10.1,16,15.3,13.3,63.660108917,55.531398125,3.1270801658,3.5124739211,1.4891567054,8.0414462094,28.298444874,7.4457835272,0,86.590954801,13.409045199,0,10.055912364,10.726592564,10.72525174,36.604228959,31.888014374,84.555583862,7.4405009319,0,2.6816481409,0,5.3222670653,0,0,100,0,0,0,0,0,28.268593878,71.731406122,12.36239793,30138.020481,32989.81545,38024.621203,47268.754789,48459.829092,43402.812861,51320.332397,58075.030525,82875,58.5,59.6
"006902",22,23,1,1,1,21,0,0,0,0,2,100,95.7,4.3,4.3,4.3,91.3,0,0,0,0,8.7,0,16,30,22,24,28,20,30,23,31,27,30,33,27,28,369,45,3,102,10,3,150,219,148,2,0,0,10,8,43,306,407,0,0,396,3,0.8,10.5,8,0,0,0,0,0,0,0,33.3,50,0,0,0,0,0,0,0,0,180,0,44,351,12.5,82.9,2.2,11.7,0.5,0,0,2.7,40.7,59.3,40.1,0.8,12.2,27.6,0.8,2.7,0,4.3,8.1,6,6.5,7.6,5.4,8.1,6.2,8.4,7.3,8.1,8.9,7.3,7.6,37.9941,2.4643,1.7143,2,9.6316,1575567.18,132303.0963,121399.5793,156207,0,9.7051,5.0008,19.2879,4.0003,0,313716.4532,192644.7699,871381.1024,197824.8545,0,30.7087,7.2854,0,0,0,44.1727,14.9226,68.7269,0,0,0,0,0,1.0002,35.9939,1,8.2856,29.7085,0,28.8783,2.9011,0,1,0,5.2147,0,7.4293,37.1819,19.980958477,6.4927562875,11.348895396,3.9468,175,14,151,12,162,18,11.1015,1.1114,18.294,1.2196,12.196,1.2196,17.0744,1.2196,20.5776,1.7148,18.8628,1.7148,0,0,30,2,69,6,265,22,12.5,12.6,9,.,15,10,15,10,14,12,11,11.5,12,64.272795659,55.282720449,3.5856411391,2.4943653795,2.9100686922,14.014308808,21.712895533,5.7427295571,0,80.824917553,19.175082447,0,0,25.543702838,13.16204358,50.765513593,10.528739989,76.007327453,7.6356592208,0,2.6319875981,0,13.725025728,0,0,94.735498406,2.6325139956,0,0,0,2.6319875981,21.807596443,78.192403557,9.7120342369,.,32324.906822,38522.790334,45177.6037,49452.504687,41468.732777,53687.901757,70815.831126,78103.5,54.3,65.2
"007901",20,28,8,0,21,6,0,1,0,0,3,100,71.4,28.6,0,75,21.4,0,3.6,0,0,10.7,0,42,36,43,35,40,35,36,40,47,39,41,37,40,23,534,49,25,118,13,30,381,153,362,1,0,0,3,0,449,81,581,0,0,568,9,1.6,5.3,12.1,3.6,5.9,3.7,6.1,7.1,5.9,0,.,0,0,.,0,0,0,0,.,1,242,0.4,115,513,22.4,15.2,0,84.1,0.2,0,0,0.6,71.3,28.7,67.8,5.6,9.2,22.1,4.7,2.4,0,7.9,6.7,8.1,6.6,7.5,6.6,6.7,7.5,8.8,7.3,7.7,6.9,7.5,4.3,44.1424,3.8571,3,2,10.9999,1991422.772,179124.8974,200600,86000,7,8.999,9.9999,13.0006,5.1429,282000.2,369509.025,444146.74,628500.232,267266.575,0,36.9993,7.1431,0,0,0,52.9995,25.4252,89.4246,0,0,0,0,0,22.0001,22.1423,0,11.9999,32.1425,0,40.2986,1.8438,0,2,0,0,0,12.0001,41.9984,28.572755153,4.7659574468,9.9574468085,62.4251,296,20,266,18,286,18,36.8259,3.0003,38.1225,2.3332,27.971,1.5318,34.636,2.5318,29.8923,1.6688,33.6611,1.5074,0,0,36,2,102,7,406,30,14.8,14.8,15.9,.,18,12.3,16.3,18.3,13.7,17.9,22.3,14.6,13.5,59.267248609,49.362703328,4.3132426648,3.3547815702,2.2365210468,12.300753931,28.431997459,69.807524999,0,83.818052485,16.181947515,0,15.857769401,20.386295263,22.653729747,29.45150241,11.650703179,91.292272282,4.1769364602,0,4.5307912574,0,0,0,0,50.161069629,49.838930371,0,0,0,0,27.184521005,72.815478995,12.097212657,40285.742857,41061.12068,44415.118151,48343.940434,51968.067627,45113.604426,46440.304218,66866.666667,43000,54.6,61.9
"007902",50,74,24,0,38,36,0,0,0,0,2,100,67.6,32.4,0,51.4,48.6,0,0,0,0,2.7,0,48,107,123,109,102,111,102,131,108,127,144,112,123,105,1552,128,35,454,88,35,870,682,659,4,3,1,17,11,913,603,1698,0,0,1668,22,1.3,2.8,7.8,5.3,3.4,0,0,1.9,0.9,0,16.7,0,0,5,0,0,0,0,0,0,786,0,291,1532,19,38.9,0.7,58.8,0.3,0.2,0.1,1.1,56.1,43.9,42.5,2.3,8.2,29.3,2.3,5.7,0,3.1,6.9,7.9,7,6.6,7.2,6.6,8.4,7,8.2,9.3,7.2,7.9,6.8,111.2072,5.9999,8.7975,2,23.4437,5772467.8453,376970.87,740930.1316,200048,3.9995,20.0015,16.002,44.0003,27.2039,161555.2167,833791.7742,738399.0734,2362298.4313,1676423.3497,0,85.206,26.0012,0,0,0,128.0046,53.6156,205.0639,0,0,0,2.9994,1,20.0015,84.2051,3.0012,31.2014,80.0058,0,92.5854,6.6584,0,3,0,5.46,3.5034,14.0017,98.112,14.271139106,7.7903225806,15.330645161,78.4137,716,60,675,51,925,79,102.7177,5.8451,96.3906,5.9994,103.1443,6.0006,98.3235,5.9994,104.8335,6,121.3334,6,0.5,0.5,107.5214,6.5012,286,16,1048,83,11.9,13.2,11.7,1,16.5,17.6,16.1,17.2,16.4,17.5,20.2,17.9,12.6,62.421810957,54.230510587,2.9258684732,4.2901261509,0.9753057462,11.432387661,26.145801382,38.238666094,0,76.619139768,23.380860232,0,3.5964397989,17.985795884,14.389356085,39.566053277,24.462354955,83.254861196,5.9873821119,0,2.6976670575,0,4.9097540447,3.1503355898,0.8992223525,75.719108115,17.985795884,0,0,2.6971275241,2.6987461244,28.05699631,71.94300369,13.955930911,40393.853407,41686.462225,46144.174066,53688.234655,61624.375538,51907.321156,62829.525492,84220.532151,100024,59.8,66.2
"007904",102,108,6,2,80,25,0,0,0,1,2,100,94.4,5.6,1.9,74.1,23.1,0,0,0,0.9,1.9,8,79,122,125,127,123,142,127,115,139,135,117,145,134,124,1762,116,133,542,84,143,1259,503,965,7,0,3,6,13,1408,325,1906,0,0,1906,41,2.2,3.5,0.9,0.9,2.5,0,0,0,0.8,0,7.1,0,0,0,0,0,0,0,0,18,858,2.1,301,1709,17.6,18.4,0.7,79.9,0.4,0,0.2,0.3,71.5,28.5,54.8,8.1,6.6,30.8,7.5,4.8,0.5,4.5,6.9,7.1,7.2,7,8.1,7.2,6.5,7.9,7.7,6.6,8.2,7.6,7,120.5731,25.0759,9,6,23.7968,5453817.6328,1385574.1318,617063,479954,17.8892,32.9388,30.7222,23.9865,15.0364,740690.7489,1380897.4503,1334752.0065,1158618.3283,838859.0988,0,93.1263,27.4468,0,0,0,160.649,71.9873,256.4331,2,0,0,0,1.9998,42.578,75.9953,0,40.6885,79.8846,0,90.2738,8.0836,0,5.3651,0,14.2749,2.5757,34.2116,117.2013,29.190461198,5.7583091168,9.0871049412,131.3745,802,39,698,35,769,41,69.1236,3.6462,121.0003,5.7143,135.1432,5.7143,117.0003,5.7143,121.0003,5.7143,125,6,0,0,122,6,325,17,844,41,20.6,19.9,18.8,.,20.3,19,21.2,23.7,20.5,21.2,20.8,19.1,20.6,62.647528732,47.019320049,9.778729813,3.509687322,2.339791548,9.2799252515,28.072546017,51.231490786,0,77.236381913,22.763618087,0,14.836808542,27.318531248,25.48014441,19.89374081,12.47077499,74.870597173,6.704314644,0,4.4496658044,0,11.839207916,2.1362144624,1.6585789036,63.028403516,35.31301758,0,0,0,0,33.745918451,66.254081549,14.613541495,41404.352844,41923.125624,43445.847189,48302.93408,55788.559682,45232.457595,55255.210453,68562.555556,79992.333333,61.4,62.5
