REGION,RA00AR01014D,RA00AR01S14N,RB00AR01014D,RB00AR01S14N,RW00AR01014D,RW00AR01S14N,RH00AR01014D,RH00AR01S14N,RI00AR01014D,RI00AR01S14N,R200AR01014D,R200AR01S14N,R300AR01014D,R300AR01S14N,R400AR01014D,R400AR01S14N,RF00AR01014D,RF00AR01S14N,RM00AR01014D,RM00AR01S14N,RE00AR01014D,RE00AR01S14N,RS00AR01014D,RS00AR01S14N,RR00AR01014D,RR00AR01S14N,RL00AR01014D,RL00AR01S14N,RA00AM01014D,RA00AM01S14N,RB00AM01014D,RB00AM01S14N,RW00AM01014D,RW00AM01S14N,RH00AM01014D,RH00AM01S14N,RI00AM01014D,RI00AM01S14N,R200AM01014D,R200AM01S14N,R300AM01014D,R300AM01S14N,R400AM01014D,R400AM01S14N,RF00AM01014D,RF00AM01S14N,RM00AM01014D,RM00AM01S14N,RE00AM01014D,RE00AM01S14N,RS00AM01014D,RS00AM01S14N,RR00AM01014D,RR00AM01S14N,RL00AM01014D,RL00AM01S14N,RA00AW01014D,RA00AW01S14N,RB00AW01014D,RB00AW01S14N,RW00AW01014D,RW00AW01S14N,RH00AW01014D,RH00AW01S14N,RI00AW01014D,RI00AW01S14N,R200AW01014D,R200AW01S14N,R300AW01014D,R300AW01S14N,R400AW01014D,R400AW01S14N,RF00AW01014D,RF00AW01S14N,RM00AW01014D,RM00AW01S14N,RE00AW01014D,RE00AW01S14N,RS00AW01014D,RS00AW01S14N,RR00AW01014D,RR00AW01S14N,RL00AW01014D,RL00AW01S14N,RA00AS01014D,RA00AS01S14N,RB00AS01014D,RB00AS01S14N,RW00AS01014D,RW00AS01S14N,RH00AS01014D,RH00AS01S14N,RI00AS01014D,RI00AS01S14N,R200AS01014D,R200AS01S14N,R300AS01014D,R300AS01S14N,R400AS01014D,R400AS01S14N,RF00AS01014D,RF00AS01S14N,RM00AS01014D,RM00AS01S14N,RE00AS01014D,RE00AS01S14N,RS00AS01014D,RS00AS01S14N,RR00AS01014D,RR00AS01S14N,RL00AS01014D,RL00AS01S14N,RA00AC01014D,RA00AC01S14N,RB00AC01014D,RB00AC01S14N,RW00AC01014D,RW00AC01S14N,RH00AC01014D,RH00AC01S14N,RI00AC01014D,RI00AC01S14N,R200AC01014D,R200AC01S14N,R300AC01014D,R300AC01S14N,R400AC01014D,R400AC01S14N,RF00AC01014D,RF00AC01S14N,RM00AC01014D,RM00AC01S14N,RE00AC01014D,RE00AC01S14N,RS00AC01014D,RS00AC01S14N,RR00AC01014D,RR00AC01S14N,RL00AC01014D,RL00AC01S14N,RA00A001014D,RA00A001S14N,RB00A001014D,RB00A001S14N,RW00A001014D,RW00A001S14N,RH00A001014D,RH00A001S14N,RI00A001014D,RI00A001S14N,R200A001014D,R200A001S14N,R300A001014D,R300A001S14N,R400A001014D,R400A001S14N,RF00A001014D,RF00A001S14N,RM00A001014D,RM00A001S14N,RE00A001014D,RE00A001S14N,RS00A001014D,RS00A001S14N,RR00A001014D,RR00A001S14N,RL00A001014D,RL00A001S14N,RA00A001S14R,RB00A001S14R,RW00A001S14R,RH00A001S14R,RI00A001S14R,R200A001S14R,R300A001S14R,R400A001S14R,RF00A001S14R,RM00A001S14R,RE00A001S14R,RS00A001S14R,RR00A001S14R,RL00A001S14R,RA00AR01S14R,RB00AR01S14R,RW00AR01S14R,RH00AR01S14R,RI00AR01S14R,R200AR01S14R,R300AR01S14R,R400AR01S14R,RF00AR01S14R,RM00AR01S14R,RE00AR01S14R,RS00AR01S14R,RR00AR01S14R,RL00AR01S14R,RA00AM01S14R,RB00AM01S14R,RW00AM01S14R,RH00AM01S14R,RI00AM01S14R,R200AM01S14R,R300AM01S14R,R400AM01S14R,RF00AM01S14R,RM00AM01S14R,RE00AM01S14R,RS00AM01S14R,RR00AM01S14R,RL00AM01S14R,RA00AC01S14R,RB00AC01S14R,RW00AC01S14R,RH00AC01S14R,RI00AC01S14R,R200AC01S14R,R300AC01S14R,R400AC01S14R,RF00AC01S14R,RM00AC01S14R,RE00AC01S14R,RS00AC01S14R,RR00AC01S14R,RL00AC01S14R,RA00AS01S14R,RB00AS01S14R,RW00AS01S14R,RH00AS01S14R,RI00AS01S14R,R200AS01S14R,R300AS01S14R,R400AS01S14R,RF00AS01S14R,RM00AS01S14R,RE00AS01S14R,RS00AS01S14R,RR00AS01S14R,RL00AS01S14R,RA00AW01S14R,RB00AW01S14R,RW00AW01S14R,RH00AW01S14R,RI00AW01S14R,R200AW01S14R,R300AW01S14R,R400AW01S14R,RF00AW01S14R,RM00AW01S14R,RE00AW01S14R,RS00AW01S14R,RR00AW01S14R,RL00AW01S14R,RA00AR01013D,RA00AR01513N,RB00AR01013D,RB00AR01513N,RW00AR01013D,RW00AR01513N,RH00AR01013D,RH00AR01513N,RI00AR01013D,RI00AR01513N,R200AR01013D,R200AR01513N,R300AR01013D,R300AR01513N,R400AR01013D,R400AR01513N,RF00AR01013D,RF00AR01513N,RM00AR01013D,RM00AR01513N,RE00AR01013D,RE00AR01513N,RS00AR01013D,RS00AR01513N,RR00AR01013D,RR00AR01513N,RL00AR01013D,RL00AR01513N,RA00AM01013D,RA00AM01513N,RB00AM01013D,RB00AM01513N,RW00AM01013D,RW00AM01513N,RH00AM01013D,RH00AM01513N,RI00AM01013D,RI00AM01513N,R200AM01013D,R200AM01513N,R300AM01013D,R300AM01513N,R400AM01013D,R400AM01513N,RF00AM01013D,RF00AM01513N,RM00AM01013D,RM00AM01513N,RE00AM01013D,RE00AM01513N,RS00AM01013D,RS00AM01513N,RR00AM01013D,RR00AM01513N,RL00AM01013D,RL00AM01513N,RA00AW01013D,RA00AW01513N,RB00AW01013D,RB00AW01513N,RW00AW01013D,RW00AW01513N,RH00AW01013D,RH00AW01513N,RI00AW01013D,RI00AW01513N,R200AW01013D,R200AW01513N,R300AW01013D,R300AW01513N,R400AW01013D,R400AW01513N,RF00AW01013D,RF00AW01513N,RM00AW01013D,RM00AW01513N,RE00AW01013D,RE00AW01513N,RS00AW01013D,RS00AW01513N,RR00AW01013D,RR00AW01513N,RL00AW01013D,RL00AW01513N,RA00AS01013D,RA00AS01513N,RB00AS01013D,RB00AS01513N,RW00AS01013D,RW00AS01513N,RH00AS01013D,RH00AS01513N,RI00AS01013D,RI00AS01513N,R200AS01013D,R200AS01513N,R300AS01013D,R300AS01513N,R400AS01013D,R400AS01513N,RF00AS01013D,RF00AS01513N,RM00AS01013D,RM00AS01513N,RE00AS01013D,RE00AS01513N,RS00AS01013D,RS00AS01513N,RR00AS01013D,RR00AS01513N,RL00AS01013D,RL00AS01513N,RA00AC01013D,RA00AC01513N,RB00AC01013D,RB00AC01513N,RW00AC01013D,RW00AC01513N,RH00AC01013D,RH00AC01513N,RI00AC01013D,RI00AC01513N,R200AC01013D,R200AC01513N,R300AC01013D,R300AC01513N,R400AC01013D,R400AC01513N,RF00AC01013D,RF00AC01513N,RM00AC01013D,RM00AC01513N,RE00AC01013D,RE00AC01513N,RS00AC01013D,RS00AC01513N,RR00AC01013D,RR00AC01513N,RL00AC01013D,RL00AC01513N,RA00A001013D,RA00A001513N,RB00A001013D,RB00A001513N,RW00A001013D,RW00A001513N,RH00A001013D,RH00A001513N,RI00A001013D,RI00A001513N,R200A001013D,R200A001513N,R300A001013D,R300A001513N,R400A001013D,R400A001513N,RF00A001013D,RF00A001513N,RM00A001013D,RM00A001513N,RE00A001013D,RE00A001513N,RS00A001013D,RS00A001513N,RR00A001013D,RR00A001513N,RL00A001013D,RL00A001513N,RA00A001513R,RB00A001513R,RW00A001513R,RH00A001513R,RI00A001513R,R200A001513R,R300A001513R,R400A001513R,RF00A001513R,RM00A001513R,RE00A001513R,RS00A001513R,RR00A001513R,RL00A001513R,RA00AR01513R,RB00AR01513R,RW00AR01513R,RH00AR01513R,RI00AR01513R,R200AR01513R,R300AR01513R,R400AR01513R,RF00AR01513R,RM00AR01513R,RE00AR01513R,RS00AR01513R,RR00AR01513R,RL00AR01513R,RA00AM01513R,RB00AM01513R,RW00AM01513R,RH00AM01513R,RI00AM01513R,R200AM01513R,R300AM01513R,R400AM01513R,RF00AM01513R,RM00AM01513R,RE00AM01513R,RS00AM01513R,RR00AM01513R,RL00AM01513R,RA00AC01513R,RB00AC01513R,RW00AC01513R,RH00AC01513R,RI00AC01513R,R200AC01513R,R300AC01513R,R400AC01513R,RF00AC01513R,RM00AC01513R,RE00AC01513R,RS00AC01513R,RR00AC01513R,RL00AC01513R,RA00AS01513R,RB00AS01513R,RW00AS01513R,RH00AS01513R,RI00AS01513R,R200AS01513R,R300AS01513R,R400AS01513R,RF00AS01513R,RM00AS01513R,RE00AS01513R,RS00AS01513R,RR00AS01513R,RL00AS01513R,RA00AW01513R,RB00AW01513R,RW00AW01513R,RH00AW01513R,RI00AW01513R,R200AW01513R,R300AW01513R,R400AW01513R,RF00AW01513R,RM00AW01513R,RE00AW01513R,RS00AW01513R,RR00AW01513R,RL00AW01513R,RA00A004214N,RA00A004214D,RA00AR04214N,RA00AR04214D,RA00AM04214N,RA00AM04214D,RA00AW04214N,RA00AW04214D,RA00AC04214N,RA00AC04214D,RA00AS04214N,RA00AS04214D,RI00A004214N,RI00A004214D,RI00AR04214N,RI00AR04214D,RI00AM04214N,RI00AM04214D,RI00AW04214N,RI00AW04214D,RI00AC04214N,RI00AC04214D,RI00AS04214N,RI00AS04214D,RB00A004214N,RB00A004214D,RB00AR04214N,RB00AR04214D,RB00AM04214N,RB00AM04214D,RB00AW04214N,RB00AW04214D,RB00AC04214N,RB00AC04214D,RB00AS04214N,RB00AS04214D,RH00A004214N,RH00A004214D,RH00AR04214N,RH00AR04214D,RH00AM04214N,RH00AM04214D,RH00AW04214N,RH00AW04214D,RH00AC04214N,RH00AC04214D,RH00AS04214N,RH00AS04214D,RW00A004214N,RW00A004214D,RW00AR04214N,RW00AR04214D,RW00AM04214N,RW00AM04214D,RW00AW04214N,RW00AW04214D,RW00AC04214N,RW00AC04214D,RW00AS04214N,RW00AS04214D,R200A004214N,R200A004214D,R200AR04214N,R200AR04214D,R200AM04214N,R200AM04214D,R200AW04214N,R200AW04214D,R200AC04214N,R200AC04214D,R200AS04214N,R200AS04214D,R300A004214N,R300A004214D,R300AR04214N,R300AR04214D,R300AM04214N,R300AM04214D,R300AW04214N,R300AW04214D,R300AC04214N,R300AC04214D,R300AS04214N,R300AS04214D,R400A004214N,R400A004214D,R400AR04214N,R400AR04214D,R400AM04214N,R400AM04214D,R400AW04214N,R400AW04214D,R400AC04214N,R400AC04214D,R400AS04214N,R400AS04214D,RM00A004214N,RM00A004214D,RM00AR04214N,RM00AR04214D,RM00AM04214N,RM00AM04214D,RM00AW04214N,RM00AW04214D,RM00AC04214N,RM00AC04214D,RM00AS04214N,RM00AS04214D,RF00A004214N,RF00A004214D,RF00AR04214N,RF00AR04214D,RF00AM04214N,RF00AM04214D,RF00AW04214N,RF00AW04214D,RF00AC04214N,RF00AC04214D,RF00AS04214N,RF00AS04214D,RS00A004214N,RS00A004214D,RS00AR04214N,RS00AR04214D,RS00AM04214N,RS00AM04214D,RS00AW04214N,RS00AW04214D,RS00AC04214N,RS00AC04214D,RS00AS04214N,RS00AS04214D,RE00A004214N,RE00A004214D,RE00AR04214N,RE00AR04214D,RE00AM04214N,RE00AM04214D,RE00AW04214N,RE00AW04214D,RE00AC04214N,RE00AC04214D,RE00AS04214N,RE00AS04214D,RR00A004214N,RR00A004214D,RR00AR04214N,RR00AR04214D,RR00AM04214N,RR00AM04214D,RR00AW04214N,RR00AW04214D,RR00AC04214N,RR00AC04214D,RR00AS04214N,RR00AS04214D,RL00A004214N,RL00A004214D,RL00AR04214N,RL00AR04214D,RL00AM04214N,RL00AM04214D,RL00AW04214N,RL00AW04214D,RL00AC04214N,RL00AC04214D,RL00AS04214N,RL00AS04214D,RA00AR04214R,RA00AM04214R,RA00AW04214R,RA00AC04214R,RA00AS04214R,RA00A004214R,RB00AR04214R,RB00AM04214R,RB00AW04214R,RB00AC04214R,RB00AS04214R,RB00A004214R,RH00AR04214R,RH00AM04214R,RH00AW04214R,RH00AC04214R,RH00AS04214R,RH00A004214R,RW00AR04214R,RW00AM04214R,RW00AW04214R,RW00AC04214R,RW00AS04214R,RW00A004214R,RI00AR04214R,RI00AM04214R,RI00AW04214R,RI00AC04214R,RI00AS04214R,RI00A004214R,R200AR04214R,R200AM04214R,R200AW04214R,R200AC04214R,R200AS04214R,R200A004214R,R300AR04214R,R300AM04214R,R300AW04214R,R300AC04214R,R300AS04214R,R300A004214R,R400AR04214R,R400AM04214R,R400AW04214R,R400AC04214R,R400AS04214R,R400A004214R,RM00AR04214R,RM00AM04214R,RM00AW04214R,RM00AC04214R,RM00AS04214R,RM00A004214R,RF00AR04214R,RF00AM04214R,RF00AW04214R,RF00AC04214R,RF00AS04214R,RF00A004214R,RS00AR04214R,RS00AM04214R,RS00AW04214R,RS00AC04214R,RS00AS04214R,RS00A004214R,RE00AR04214R,RE00AM04214R,RE00AW04214R,RE00AC04214R,RE00AS04214R,RE00A004214R,RR00AR04214R,RR00AM04214R,RR00AW04214R,RR00AC04214R,RR00AS04214R,RR00A004214R,RL00AR04214R,RL00AM04214R,RL00AW04214R,RL00AC04214R,RL00AS04214R,RL00A004214R,RA00AS03014D,RA00AS03A14N,RB00AS03014D,RB00AS03A14N,RW00AS03014D,RW00AS03A14N,RH00AS03014D,RH00AS03A14N,RI00AS03014D,RI00AS03A14N,R200AS03014D,R200AS03A14N,R300AS03014D,R300AS03A14N,R400AS03014D,R400AS03A14N,RF00AS03014D,RF00AS03A14N,RM00AS03014D,RM00AS03A14N,RE00AS03014D,RE00AS03A14N,RS00AS03014D,RS00AS03A14N,RR00AS03014D,RR00AS03A14N,RL00AS03014D,RL00AS03A14N,RA00AW03014D,RA00AW03A14N,RB00AW03014D,RB00AW03A14N,RW00AW03014D,RW00AW03A14N,RH00AW03014D,RH00AW03A14N,RI00AW03014D,RI00AW03A14N,R200AW03014D,R200AW03A14N,R300AW03014D,R300AW03A14N,R400AW03014D,R400AW03A14N,RF00AW03014D,RF00AW03A14N,RM00AW03014D,RM00AW03A14N,RE00AW03014D,RE00AW03A14N,RS00AW03014D,RS00AW03A14N,RR00AW03014D,RR00AW03A14N,RL00AW03014D,RL00AW03A14N,RA00AM03014D,RA00AM03A14N,RB00AM03014D,RB00AM03A14N,RW00AM03014D,RW00AM03A14N,RH00AM03014D,RH00AM03A14N,RI00AM03014D,RI00AM03A14N,R200AM03014D,R200AM03A14N,R300AM03014D,R300AM03A14N,R400AM03014D,R400AM03A14N,RF00AM03014D,RF00AM03A14N,RM00AM03014D,RM00AM03A14N,RE00AM03014D,RE00AM03A14N,RS00AM03014D,RS00AM03A14N,RR00AM03014D,RR00AM03A14N,RL00AM03014D,RL00AM03A14N,RA00AR03014D,RA00AR03A14N,RB00AR03014D,RB00AR03A14N,RW00AR03014D,RW00AR03A14N,RH00AR03014D,RH00AR03A14N,RI00AR03014D,RI00AR03A14N,R200AR03014D,R200AR03A14N,R300AR03014D,R300AR03A14N,R400AR03014D,R400AR03A14N,RF00AR03014D,RF00AR03A14N,RM00AR03014D,RM00AR03A14N,RE00AR03014D,RE00AR03A14N,RS00AR03014D,RS00AR03A14N,RR00AR03014D,RR00AR03A14N,RL00AR03014D,RL00AR03A14N,RA00AC03014D,RA00AC03A14N,RB00AC03014D,RB00AC03A14N,RW00AC03014D,RW00AC03A14N,RH00AC03014D,RH00AC03A14N,RI00AC03014D,RI00AC03A14N,R200AC03014D,R200AC03A14N,R300AC03014D,R300AC03A14N,R400AC03014D,R400AC03A14N,RF00AC03014D,RF00AC03A14N,RM00AC03014D,RM00AC03A14N,RE00AC03014D,RE00AC03A14N,RS00AC03014D,RS00AC03A14N,RR00AC03014D,RR00AC03A14N,RL00AC03014D,RL00AC03A14N,RA00A003014D,RA00A003A14N,RA00A003A14R,RB00A003014D,RB00A003A14N,RB00A003A14R,RW00A003014D,RW00A003A14N,RW00A003A14R,RH00A003014D,RH00A003A14N,RH00A003A14R,RI00A003014D,RI00A003A14N,RI00A003A14R,R200A003014D,R200A003A14N,R200A003A14R,R300A003014D,R300A003A14N,R300A003A14R,R400A003014D,R400A003A14N,R400A003A14R,RF00A003014D,RF00A003A14N,RF00A003A14R,RM00A003014D,RM00A003A14N,RM00A003A14R,RE00A003014D,RE00A003A14N,RE00A003A14R,RS00A003014D,RS00A003A14N,RS00A003A14R,RR00A003014D,RR00A003A14N,RR00A003A14R,RL00A003014D,RL00A003A14N,RL00A003A14R,RA00AR03A14R,RB00AR03A14R,RW00AR03A14R,RH00AR03A14R,RI00AR03A14R,R200AR03A14R,R300AR03A14R,R400AR03A14R,RF00AR03A14R,RM00AR03A14R,RE00AR03A14R,RS00AR03A14R,RR00AR03A14R,RL00AR03A14R,RA00AM03A14R,RB00AM03A14R,RW00AM03A14R,RH00AM03A14R,RI00AM03A14R,R200AM03A14R,R300AM03A14R,R400AM03A14R,RF00AM03A14R,RM00AM03A14R,RE00AM03A14R,RS00AM03A14R,RR00AM03A14R,RL00AM03A14R,RA00AW03A14R,RB00AW03A14R,RW00AW03A14R,RH00AW03A14R,RI00AW03A14R,R200AW03A14R,R300AW03A14R,R400AW03A14R,RF00AW03A14R,RM00AW03A14R,RE00AW03A14R,RS00AW03A14R,RR00AW03A14R,RL00AW03A14R,RA00AC03A14R,RB00AC03A14R,RW00AC03A14R,RH00AC03A14R,RI00AC03A14R,R200AC03A14R,R300AC03A14R,R400AC03A14R,RF00AC03A14R,RM00AC03A14R,RE00AC03A14R,RS00AC03A14R,RR00AC03A14R,RL00AC03A14R,RA00AS03A14R,RB00AS03A14R,RW00AS03A14R,RH00AS03A14R,RI00AS03A14R,R200AS03A14R,R300AS03A14R,R400AS03A14R,RF00AS03A14R,RM00AS03A14R,RE00AS03A14R,RS00AS03A14R,RR00AS03A14R,RL00AS03A14R
"01",256436,175559,468,358,3797,3264,250712,170606,129,84,171,150,1132,1071,25,24,123969,89896,132467,85663,221172,145736,20452,10255,158947,86568,75380,36869,206549,154601,385,291,2974,2566,202084,150728,98,64,132,109,851,822,20,18,100519,76701,106030,77900,178512,130369,16877,10054,125675,80596,65118,41084,58537,41214,115,92,824,715,57290,40118,27,23,28,26,243,231,10,9,28708,22180,29829,19034,50396,34254,4432,2164,33596,18464,18933,10137,54028,37031,89,77,919,791,52612,35781,-3,-3,40,36,336,319,-1,-1,26822,17749,27206,19282,45551,29844,3590,1833,31384,17517,8986,3448,92206,67859,169,134,1408,1245,90038,65921,44,36,68,62,468,452,9,9,45047,32888,47159,34971,78859,56224,7762,4243,55004,33500,23862,12397,667756,476264,1226,952,9922,8581,652736,463154,327,232,439,383,3030,2895,66,61,325065,239414,342691,236850,574490,396427,53113,28549,404606,236645,192279,103935,71,78,86,71,71,87,96,92,74,69,69,54,58,54,68,76,86,68,65,88,95,96,73,65,66,50,54,49,75,76,86,75,65,83,97,90,76,73,73,60,64,63,74,79,88,73,82,91,97,100,73,74,71,55,61,52,69,87,86,68,86,90,95,-1,66,71,66,51,56,38,70,80,87,70,85,93,95,90,77,64,68,49,55,54,245380,176254,456,373,4205,3737,239129,170682,116,83,172,144,1266,1205,27,25,119723,89530,125657,86724,206409,142420,20826,10421,124326,69157,53160,23807,239755,181392,455,341,4163,3630,233543,175913,117,86,176,158,1261,1228,28,25,117463,90545,122292,90847,201098,147907,20120,10768,119596,74628,51476,29768,123667,69190,219,161,2024,1548,120612,66770,55,32,87,66,657,602,9,9,60388,37227,63279,31963,104333,54955,9613,3007,66442,25107,27835,9895,109016,73576,180,145,2018,1752,106001,70923,53,35,85,73,659,632,12,12,54123,35370,54893,38206,90794,58480,8663,3767,57079,29626,15308,5245,135100,101913,227,188,2435,2201,131467,98619,65,46,103,92,781,749,14,13,66570,50004,68530,51909,112909,82472,10505,4893,68528,41805,24467,11841,852918,602325,1537,1208,14845,12868,830752,582907,406,282,623,533,4624,4416,90,84,418267,302676,434651,299649,715543,486234,69727,32856,435971,240323,172246,80556,71,79,87,70,69,86,96,93,72,69,68,47,55,47,72,82,89,71,72,84,95,93,75,69,69,50,56,45,76,75,87,75,74,90,97,89,77,74,74,54,62,58,75,83,90,75,71,89,96,93,75,76,73,47,61,48,67,81,87,67,66,86,96,100,65,70,64,43,52,34,56,74,76,55,58,76,92,100,62,51,53,31,38,36,74710,227644,73224,204597,58956,168823,15605,49906,29231,81533,14549,51570,40,120,31,105,28,89,-3,-3,11,37,-3,-3,185,471,191,432,124,359,39,113,73,155,39,89,71246,221863,69940,199441,56632,164724,14943,48717,27952,79514,13769,50202,2159,3820,2102,3415,1447,2733,420,792,773,1308,468,887,110,177,103,160,69,126,18,28,46,66,27,39,952,1163,840,1018,642,770,171,221,369,444,231,323,17,26,15,24,13,19,-1,-1,7,9,-1,-1,36542,115750,33786,104265,29687,86171,6403,25426,15843,41470,8415,25849,38168,111894,39438,100332,29269,82652,9202,24480,13388,40063,6134,25721,2530,16005,2763,14900,3089,12966,716,3630,1083,5831,398,2989,56030,192381,55317,173412,45807,143452,11740,42372,22417,69008,10746,43347,18563,125889,18704,111958,16143,90865,3547,25626,8011,45712,4438,29523,5168,45990,5534,43500,5923,35014,1554,10835,2496,18379,431,7249,36,35,31,36,28,33,44,35,35,47,44,39,35,34,31,35,27,32,62,53,53,59,53,57,30,31,40,30,52,33,64,55,64,70,69,62,83,83,77,83,72,82,63,68,-1,78,-1,65,32,34,25,38,33,32,39,35,38,33,24,34,19,24,20,19,13,16,32,32,28,32,25,29,17,18,14,18,15,15,13,17,14,14,6,11,53155,4481,89,17,907,218,51754,4108,-3,-3,40,10,334,122,-1,-1,26391,1690,26764,2791,44750,3068,3588,114,30533,731,8113,132,58537,4511,115,9,824,96,57290,4320,-1,-1,28,8,243,73,-1,-1,28708,2815,29829,1696,50396,3406,4432,246,33596,2269,18933,2113,204403,30856,385,61,2954,783,199969,29456,97,8,132,47,841,495,20,6,99491,15327,104912,15529,176530,23648,16862,922,123545,11204,62972,8883,255337,26770,466,76,3784,925,249634,25230,125,10,171,54,1130,468,25,7,123449,14756,131888,12014,220189,19211,20450,872,157888,7760,74281,5798,90976,8559,168,27,1392,330,88830,7952,-1,-1,68,23,465,222,-1,-1,44469,3638,46507,4921,77736,6048,7752,337,53800,1500,22633,750,662408,75177,11,1223,190,16,9861,2352,24,647477,71066,11,319,31,10,439,142,32,3013,1380,46,66,16,24,322508,38226,12,339900,36951,11,569601,55381,10,53084,2491,5,399362,23464,6,186932,17676,9,10,16,24,10,8,32,41,28,12,9,9,4,5,8,15,16,27,15,8,36,59,30,15,15,13,5,9,14,8,8,12,8,-1,29,30,-1,10,6,7,6,7,11,9,16,24,9,-1,34,48,-1,8,11,8,4,3,3,8,19,24,8,21,25,37,-1,6,10,7,3,2,2
"02",65537,46986,1738,1170,12937,10909,49287,33567,146,105,617,515,768,686,41,31,31533,23646,34004,23340,41474,27090,6285,3412,36271,20088,1989,974,53298,37728,1384,899,10463,8752,40234,27025,107,86,509,415,567,528,32,22,25831,18495,27467,19233,34792,22442,5270,2921,28606,15731,1782,1006,15161,10326,383,249,3010,2379,11388,7394,27,21,173,134,169,144,11,5,7278,5459,7883,4867,9951,6062,1459,702,7276,3430,556,278,14477,9789,406,266,3138,2603,10555,6591,47,37,139,119,179,161,13,12,7231,4636,7246,5153,8198,4750,1074,518,8360,4534,214,86,23691,17082,649,451,4767,4098,17711,12035,52,39,205,181,293,268,11,8,11575,8207,12116,8875,14684,9625,2321,1226,13569,7771,594,281,172164,121911,4560,3035,34315,28741,129175,86612,379,288,1643,1364,1976,1787,108,78,83448,60443,88716,61468,109099,69969,16409,8779,94082,51554,5135,2625,71,67,84,67,76,83,90,72,72,69,64,54,55,51,72,67,84,68,72,83,89,76,75,69,65,54,55,49,71,65,84,67,80,82,93,69,72,70,65,55,55,56,72,69,86,68,75,88,91,73,71,73,66,53,57,47,68,66,83,62,79,86,90,92,64,71,58,48,54,40,68,65,79,65,78,77,85,45,75,62,61,48,47,50,67162,50467,1807,1287,13948,12098,49791,35648,167,130,646,570,756,698,41,33,32802,25524,34360,24943,42304,29016,6453,3514,29572,16964,1354,654,65669,47062,1762,1168,13655,11612,48679,32907,161,118,629,530,739,692,39,32,32162,23170,33507,23892,41359,26829,6240,3066,28456,15213,1322,693,32232,18407,922,460,6650,4772,23906,12589,95,46,269,208,366,318,20,14,15819,10009,16413,8398,20160,9982,2871,1058,16159,5878,671,269,28489,19205,822,512,6123,5062,20824,13022,78,49,251,217,368,327,20,15,14154,9155,14335,10050,16448,9634,2436,1164,14646,7541,270,84,34739,25632,937,642,7450,6564,25470,17655,90,67,322,280,443,402,24,20,17123,12487,17616,13145,20577,13556,2915,1409,15965,9239,538,245,228291,160773,6250,4069,47826,40108,168670,111821,591,410,2117,1805,2672,2437,144,114,112060,80345,116231,80428,140848,89017,20915,10211,104798,54835,4155,1945,70,65,84,66,69,85,91,79,72,69,63,49,52,47,75,71,87,72,78,88,92,80,78,73,69,54,57,48,72,66,85,68,73,84,94,82,72,71,65,49,53,52,74,69,88,69,74,87,91,83,73,75,66,48,58,46,67,62,83,63,63,86,89,75,65,70,59,48,51,31,57,50,72,53,48,77,87,70,63,51,50,37,36,40,20260,64047,22047,58056,14836,49598,4217,14642,7111,21758,4070,14120,57,148,53,120,27,101,-3,-3,-3,-3,22,47,422,1676,481,1499,313,1277,88,372,158,587,90,395,12335,47335,13990,43032,9276,37078,2720,10949,4202,16051,2333,10257,6620,13451,6718,12111,4641,10118,1240,2968,2446,4592,1463,3105,294,636,307,578,203,488,65,171,102,198,63,137,513,751,479,675,366,504,94,147,185,269,93,167,17,46,19,39,10,31,-1,-1,-1,-1,6,12,10080,32705,10338,29722,7639,25447,1772,7588,3916,11065,2391,7053,10180,31342,11709,28334,7197,24151,2445,7054,3195,10693,1679,7067,793,5169,1047,4873,815,4310,206,1246,305,1810,125,893,8597,39292,10256,36286,7147,32076,1945,9544,3099,13299,1531,7935,3989,33693,4900,29963,2884,25672,614,6960,1574,11951,1225,8191,78,995,95,951,123,876,23,232,38,431,11,142,38,30,29,33,29,32,32,25,24,27,23,25,33,25,25,26,23,26,55,46,42,53,47,49,44,27,32,32,47,39,53,42,38,52,46,46,71,73,64,69,56,68,49,32,-1,-1,50,37,35,30,23,35,34,31,41,30,35,30,24,32,21,19,17,17,14,15,28,22,20,23,19,22,16,11,9,13,15,12,10,14,10,9,8,8,14432,1287,406,21,3138,587,10519,605,-1,-1,139,23,170,44,-1,-1,7214,486,7218,801,8163,398,1074,52,8316,187,169,5,15161,726,383,8,3010,266,11388,391,-1,-1,173,12,169,48,-1,-1,7278,485,7883,241,9951,244,1459,41,7276,86,556,60,53198,5962,1384,97,10459,2071,40154,3437,-3,-3,509,91,551,254,-1,-1,25788,2903,27410,3059,34707,2477,5270,249,28506,723,1682,196,65497,7402,1738,140,12937,2741,49253,4111,-3,-3,617,135,762,256,-1,-1,31522,4028,33975,3374,41446,2851,6285,308,36233,834,1949,178,23636,1903,649,36,4765,854,17664,899,-1,-1,205,40,287,72,-1,-1,11550,812,12086,1091,14642,643,2321,87,13514,173,539,11,171924,17280,10,4560,302,7,34309,6519,19,128978,9443,7,379,33,9,1643,301,18,1939,674,35,108,7,6,83352,8714,10,88572,8566,10,108909,6613,6,16409,737,4,93845,2003,2,4895,450,9,11,8,21,8,12,22,34,-1,13,10,7,5,2,9,11,7,20,9,9,18,46,-1,11,11,7,5,3,12,5,2,9,3,-1,7,28,-1,7,3,2,3,1,11,8,6,18,5,-1,20,25,-1,7,9,4,4,1,2,9,5,19,6,-1,17,26,-1,7,11,5,5,2,3
