DISTRICT,COUNTY,REGION,DD1A,DD1B,DD1C,DD2B,DGRPRATE21,DELPRATE21,DCCPRATE21,DSTPRATE21,DAAPRATE21,DISTNAME,CNTYNAME,REGNNAME,DPETLEPC,DPETECOC,DPETALLC,DPETSPEC,DPETSTEC,DPETECHC,DPETPTEC,DPE0312C,DPETLEPP,DPETECOP,DPETSPEP,DPETECHP,DPETPTEP,DPETSTEP,DPE0312P,DFLCHART,DFLALTED,DFLRTF,DFLNEWDIST,DFLSCD,DDA00A00T019R,DDA00A00T021R,D_RATING
082903,082,20,22,67,98.7,45,100,0,100,0,6,PEARSALL ISD,FRIO,REGION 20: SAN ANTONIO,137,1682,2014,239,0,0,0,1526,6.8,83.5,11.9,0.0,0,0,75.8,N,N,N,N,N,100,88,Not Rated: Declared State of Disaster
083901,083,17,31,79,97.7,55,.,.,.,.,.,SEAGRAVES ISD,GAINES,REGION 17: LUBBOCK,120,396,504,29,.,0,.,.,23.8,78.6,5.8,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
083902,083,17,47,96,100,72,.,.,.,.,.,LOOP ISD,GAINES,REGION 17: LUBBOCK,13,89,144,12,.,0,.,.,9.0,61.8,8.3,0.0,.,.,.,N,N,N, ,Y,100,99,Not Rated: Declared State of Disaster
083903,083,17,48,77,97.1,63,100,100,100,55,72,SEMINOLE ISD,GAINES,REGION 17: LUBBOCK,501,1676,2927,300,0,0,0,2163,17.1,57.3,10.2,0.0,0,0,73.9,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
084802,084,04,28,100,100,64,100,100,100,0,0,ODYSSEY ACADEMY INC,GALVESTON,REGION 04: HOUSTON,272,1028,1397,143,0,0,0,777,19.5,73.6,10.2,0.0,0,0,55.6,Y,N,N,N,N,100,94,Not Rated: Declared State of Disaster
084804,084,04,22,.,.,22,.,.,.,.,.,AMBASSADORS PREPARATORY ACADEMY,GALVESTON,REGION 04: HOUSTON,0,246,246,13,.,0,.,.,0.0,100.0,5.3,0.0,.,.,.,Y,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
084901,084,04,43,63,92.7,53,100,100,100,38,33,DICKINSON ISD,GALVESTON,REGION 04: HOUSTON,1949,7799,11596,1596,0,0,0,8786,16.8,67.3,13.8,0.0,0,0,75.8,N,N,N,N,N,99,95,Not Rated: Declared State of Disaster
084902,084,04,38,55,90.7,47,29,100,100,8,33,GALVESTON ISD,GALVESTON,REGION 04: HOUSTON,1451,5249,6691,703,824,0,0,4935,21.7,78.4,10.5,0.0,0,12.3,73.8,N,N,N,N,N,98,92,Not Rated: Declared State of Disaster
084903,084,05,50,79,100,65,.,.,.,.,.,HIGH ISLAND ISD,GALVESTON,REGION 05: BEAUMONT,0,112,170,24,.,0,.,.,0.0,65.9,14.1,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
084906,084,04,33,58,92.1,46,17,100,100,0,5,TEXAS CITY ISD,GALVESTON,REGION 04: HOUSTON,835,6922,7993,1182,0,0,0,6201,10.4,86.6,14.8,0.0,0,0,77.6,N,N,N,N,N,99,92,Not Rated: Declared State of Disaster
084908,084,04,32,49,96.3,41,50,0,33,9,11,HITCHCOCK ISD,GALVESTON,REGION 04: HOUSTON,136,1294,1644,227,0,0,0,1079,8.3,78.7,13.8,0.0,0,0,65.6,N,N,N,N,N,99,96,Not Rated: Declared State of Disaster
084909,084,04,42,69,96.4,56,40,100,100,8,14,SANTA FE ISD,GALVESTON,REGION 04: HOUSTON,223,2146,4298,531,0,0,0,3306,5.2,49.9,12.4,0.0,0,0,76.9,N,N,N,N,N,100,96,Not Rated: Declared State of Disaster
084910,084,04,52,63,98.3,58,78,100,100,86,64,CLEAR CREEK ISD,GALVESTON,REGION 04: HOUSTON,4460,11329,40526,4857,0,444,0,31652,11.0,28.0,12.0,1.1,0,0,78.1,N,N,N,N,N,100,95,Not Rated: Declared State of Disaster
084911,084,04,63,81,99.8,72,100,100,100,100,96,FRIENDSWOOD ISD,GALVESTON,REGION 04: HOUSTON,141,676,6096,747,0,0,0,4853,2.3,11.1,12.3,0.0,0,0,79.6,N,N,N,N,N,100,95,Not Rated: Declared State of Disaster
085902,085,17,37,67,98,52,100,100,100,0,25,POST ISD,GARZA,REGION 17: LUBBOCK,63,573,797,100,0,0,0,599,7.9,71.9,12.5,0.0,0,0,75.2,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
085903,085,17,31,55,100,43,.,.,.,.,.,SOUTHLAND ISD,GARZA,REGION 17: LUBBOCK,0,83,117,10,.,0,.,.,0.0,70.9,8.5,0.0,.,.,.,N,N,N, ,Y,100,99,Not Rated: Declared State of Disaster
086024,086,13,51,.,.,51,.,.,.,.,.,DOSS CONSOLIDATED CSD,GILLESPIE,REGION 13: AUSTIN,0,0,18,1,.,.,.,.,0.0,0.0,5.6,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
086901,086,13,48,44,99.2,46,100,100,0,45,41,FREDERICKSBURG ISD,GILLESPIE,REGION 13: AUSTIN,446,1601,3084,426,0,0,0,2366,14.5,51.9,13.8,0.0,0,0,76.7,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
086902,086,13,54,89,100,72,100,.,100,57,71,HARPER ISD,GILLESPIE,REGION 13: AUSTIN,11,199,553,61,0,0,0,426,2.0,36.0,11.0,0.0,0,0,77,N,N,N,N,N,99,99,Not Rated: Declared State of Disaster
087901,087,18,66,78,100,72,100,.,100,100,100,GLASSCOCK COUNTY ISD,GLASSCOCK,REGION 18: MIDLAND,24,82,292,26,0,0,0,218,8.2,28.1,8.9,0.0,0,0,74.7,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
088902,088,03,42,63,100,53,100,.,100,0,6,GOLIAD ISD,GOLIAD,REGION 03: VICTORIA,23,626,1251,160,0,0,0,948,1.8,50.0,12.8,0.0,0,0,75.8,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
089901,089,13,35,41,96,38,100,100,17,0,5,GONZALES ISD,GONZALES,REGION 13: AUSTIN,604,1970,2653,358,0,0,0,1969,22.8,74.3,13.5,0.0,0,0,74.2,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
089903,089,13,43,39,100,41,100,100,25,25,19,NIXON-SMILEY CISD,GONZALES,REGION 13: AUSTIN,192,849,1015,166,0,0,0,729,18.9,83.6,16.4,0.0,0,0,71.8,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
089905,089,13,29,19,100,24,.,.,.,.,.,WAELDER ISD,GONZALES,REGION 13: AUSTIN,79,283,296,39,.,0,.,.,26.7,95.6,13.2,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
090902,090,16,30,36,100,33,.,.,.,.,.,LEFORS ISD,GRAY,REGION 16: AMARILLO,7,94,167,30,.,0,.,.,4.2,56.3,18.0,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
090903,090,16,48,71,100,60,.,.,.,.,.,MCLEAN ISD,GRAY,REGION 16: AMARILLO,1,127,200,28,.,0,.,.,0.5,63.5,14.0,0.0,.,.,.,N,N,N, ,Y,98,100,Not Rated: Declared State of Disaster
090904,090,16,40,68,98.7,54,20,100,100,18,18,PAMPA ISD,GRAY,REGION 16: AMARILLO,625,2176,3493,537,0,0,0,2622,17.9,62.3,15.4,0.0,0,0,75.1,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
090905,090,16,40,.,.,40,.,.,.,.,.,GRANDVIEW-HOPKINS ISD,GRAY,REGION 16: AMARILLO,0,14,38,2,.,.,.,.,0.0,36.8,5.3,0.0,.,.,.,N,N,N, ,Y,100,98,Not Rated: Declared State of Disaster
091901,091,10,59,64,100,62,100,.,100,82,93,BELLS ISD,GRAYSON,REGION 10: RICHARDSON,12,307,865,106,0,0,0,650,1.4,35.5,12.3,0.0,0,0,75.1,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
091902,091,10,41,58,100,50,100,.,67,0,29,COLLINSVILLE ISD,GRAYSON,REGION 10: RICHARDSON,23,352,539,71,0,0,0,393,4.3,65.3,13.2,0.0,0,0,72.9,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
091903,091,10,47,60,96.7,54,86,100,100,62,54,DENISON ISD,GRAYSON,REGION 10: RICHARDSON,360,2685,4582,710,0,0,0,3399,7.9,58.6,15.5,0.0,0,0,74.2,N,N,N,N,N,100,98,Not Rated: Declared State of Disaster
091905,091,10,52,62,95.9,57,100,100,100,67,67,HOWE ISD,GRAYSON,REGION 10: RICHARDSON,117,572,1222,183,0,0,0,921,9.6,46.8,15.0,0.0,0,0,75.4,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
091906,091,10,38,50,97.1,44,100,100,60,0,8,SHERMAN ISD,GRAYSON,REGION 10: RICHARDSON,1866,5608,7473,1021,0,0,0,5512,25.0,75.0,13.7,0.0,0,0,73.8,N,N,N,N,N,99,96,Not Rated: Declared State of Disaster
091907,091,10,48,90,100,69,.,.,.,.,.,TIOGA ISD,GRAYSON,REGION 10: RICHARDSON,55,244,736,60,.,197,.,.,7.5,33.2,8.2,26.8,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
091908,091,10,62,95,100,79,100,0,100,85,95,VAN ALSTYNE ISD,GRAYSON,REGION 10: RICHARDSON,68,492,1859,217,0,0,0,1409,3.7,26.5,11.7,0.0,0,0,75.8,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
091909,091,10,48,52,100,50,100,100,50,82,50,WHITESBORO ISD,GRAYSON,REGION 10: RICHARDSON,103,823,1592,217,0,0,0,1160,6.5,51.7,13.6,0.0,0,0,72.9,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
091910,091,10,56,64,96.7,60,100,100,100,82,75,WHITEWRIGHT ISD,GRAYSON,REGION 10: RICHARDSON,34,330,743,78,0,0,0,574,4.6,44.4,10.5,0.0,0,0,77.3,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
091913,091,10,47,68,99.1,58,100,.,100,55,44,POTTSBORO ISD,GRAYSON,REGION 10: RICHARDSON,19,549,1402,148,0,0,0,1085,1.4,39.2,10.6,0.0,0,0,77.4,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
091914,091,10,44,51,96.9,48,0,0,25,10,33,S AND S CISD,GRAYSON,REGION 10: RICHARDSON,40,442,984,139,0,0,0,769,4.1,44.9,14.1,0.0,0,0,78.2,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
091917,091,10,55,72,100,64,100,100,100,89,69,GUNTER ISD,GRAYSON,REGION 10: RICHARDSON,60,222,1018,86,0,0,0,766,5.9,21.8,8.4,0.0,0,0,75.2,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
091918,091,10,48,57,100,53,100,.,67,56,57,TOM BEAN ISD,GRAYSON,REGION 10: RICHARDSON,31,322,659,78,0,0,0,502,4.7,48.9,11.8,0.0,0,0,76.2,N,N,N,N,N,100,94,Not Rated: Declared State of Disaster
092801,092,07,55,30,100,.,.,.,.,.,.,EAST TEXAS CHARTER SCHOOLS,GREGG,REGION 07: KILGORE,0,44,138,9,.,0,.,.,0.0,31.9,6.5,0.0,.,.,.,Y,Y,N, ,Y,100,96,Not Rated: Declared State of Disaster
092901,092,07,36,28,96.2,32,0,100,0,0,10,GLADEWATER ISD,GREGG,REGION 07: KILGORE,125,1305,1752,254,0,0,0,1273,7.1,74.5,14.5,0.0,0,0,72.7,N,N,N,N,N,100,96,Not Rated: Declared State of Disaster
092902,092,07,40,45,96.8,43,40,100,22,8,9,KILGORE ISD,GREGG,REGION 07: KILGORE,755,2525,3945,322,0,0,0,2985,19.1,64.0,8.2,0.0,0,0,75.7,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
092903,092,07,49,60,98.5,55,71,100,100,92,92,LONGVIEW ISD,GREGG,REGION 07: KILGORE,1686,6497,8229,723,0,0,0,5974,20.5,79.0,8.8,0.0,0,0,72.6,N,N,N,N,N,100,97,Not Rated: Declared State of Disaster
092904,092,07,42,51,98.3,47,100,100,88,8,26,PINE TREE ISD,GREGG,REGION 07: KILGORE,711,3069,4535,505,0,0,0,3364,15.7,67.7,11.1,0.0,0,0,74.2,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
092906,092,07,51,80,99.1,66,100,100,100,73,59,SABINE ISD,GREGG,REGION 07: KILGORE,160,756,1518,195,0,0,0,1150,10.5,49.8,12.8,0.0,0,0,75.8,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
092907,092,07,57,85,99.2,71,100,100,100,92,90,SPRING HILL ISD,GREGG,REGION 07: KILGORE,99,853,1996,209,0,0,0,1541,5.0,42.7,10.5,0.0,0,0,77.2,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
092908,092,07,50,67,100,59,67,.,100,55,61,WHITE OAK ISD,GREGG,REGION 07: KILGORE,17,625,1457,201,0,0,0,1107,1.2,42.9,13.8,0.0,0,0,76,N,N,N,N,N,100,97,Not Rated: Declared State of Disaster
093901,093,06,54,47,100,51,100,0,50,70,82,ANDERSON-SHIRO CISD,GRIMES,REGION 06: HUNTSVILLE,42,379,885,108,0,0,0,685,4.7,42.8,12.2,0.0,0,0,77.4,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
093903,093,06,52,82,100,67,50,.,100,75,64,IOLA ISD,GRIMES,REGION 06: HUNTSVILLE,5,192,532,71,0,0,0,383,0.9,36.1,13.3,0.0,0,0,72,N,N,N,N,N,99,100,Not Rated: Declared State of Disaster
093904,093,06,36,51,97.5,44,80,100,88,0,0,NAVASOTA ISD,GRIMES,REGION 06: HUNTSVILLE,632,2227,2816,391,0,0,0,2099,22.4,79.1,13.9,0.0,0,0,74.5,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
093905,093,06,39,38,100,39,100,.,0,0,30,RICHARDS ISD,GRIMES,REGION 06: HUNTSVILLE,0,97,182,20,0,0,0,132,0.0,53.3,11.0,0.0,0,0,72.5,N,N,N,N,N,99,99,Not Rated: Declared State of Disaster
094901,094,20,33,39,96.6,36,33,100,0,0,0,SEGUIN ISD,GUADALUPE,REGION 20: SAN ANTONIO,801,4641,6889,925,0,414,0,5213,11.6,67.4,13.4,6.0,0,0,75.7,N,N,N,N,N,99,89,Not Rated: Declared State of Disaster
094902,094,20,51,59,97.3,55,78,100,91,71,68,SCHERTZ-CIBOLO-U CITY ISD,GUADALUPE,REGION 20: SAN ANTONIO,547,4423,15643,2017,0,0,0,12338,3.5,28.3,12.9,0.0,0,0,78.9,N,N,N,N,N,99,90,Not Rated: Declared State of Disaster
094903,094,20,50,68,99.3,59,50,100,100,75,59,NAVARRO ISD,GUADALUPE,REGION 20: SAN ANTONIO,80,638,1838,212,0,0,0,1479,4.4,34.7,11.5,0.0,0,0,80.5,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
094904,094,20,48,85,100,67,100,100,100,36,44,MARION ISD,GUADALUPE,REGION 20: SAN ANTONIO,86,610,1481,193,0,0,0,1146,5.8,41.2,13.0,0.0,0,0,77.4,N,N,N,N,N,100,98,Not Rated: Declared State of Disaster
095901,095,17,49,93,100,71,100,.,100,63,64,ABERNATHY ISD,HALE,REGION 17: LUBBOCK,13,387,806,75,0,0,0,583,1.6,48.0,9.3,0.0,0,0,72.3,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
095902,095,17,53,83,100,68,.,.,.,.,.,COTTON CENTER ISD,HALE,REGION 17: LUBBOCK,3,68,96,11,.,0,.,.,3.1,70.8,11.5,0.0,.,.,.,N,N,N, ,Y,99,100,Not Rated: Declared State of Disaster
095903,095,17,38,95,100,67,100,0,100,0,19,HALE CENTER ISD,HALE,REGION 17: LUBBOCK,49,444,618,61,0,0,0,458,7.9,71.8,9.9,0.0,0,0,74.1,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
095904,095,17,48,94,100,71,.,.,.,.,.,PETERSBURG ISD,HALE,REGION 17: LUBBOCK,20,223,286,43,.,0,.,.,7.0,78.0,15.0,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
095905,095,17,41,86,94.5,64,60,100,100,9,19,PLAINVIEW ISD,HALE,REGION 17: LUBBOCK,433,3906,4822,536,0,0,0,3751,9.0,81.0,11.1,0.0,0,0,77.8,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
096904,096,16,38,54,100,46,100,100,100,0,19,MEMPHIS ISD,HALL,REGION 16: AMARILLO,67,352,433,92,0,0,0,321,15.5,81.3,21.2,0.0,0,0,74.1,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
096905,096,16,56,93,100,75,.,.,.,.,.,TURKEY-QUITAQUE ISD,HALL,REGION 16: AMARILLO,12,111,195,22,.,0,.,.,6.2,56.9,11.3,0.0,.,.,.,N,N,N, ,Y,100,99,Not Rated: Declared State of Disaster
097902,097,12,53,76,98.3,65,100,0,100,56,56,HAMILTON ISD,HAMILTON,REGION 12: WACO,57,396,789,104,0,0,0,590,7.2,50.2,13.2,0.0,0,0,74.8,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
097903,097,12,50,92,97.6,71,100,100,100,88,63,HICO ISD,HAMILTON,REGION 12: WACO,49,306,568,57,0,0,0,397,8.6,53.9,10.0,0.0,0,0,69.9,N,N,N,N,N,100,98,Not Rated: Declared State of Disaster
098901,098,16,68,95,100,82,100,100,100,100,100,GRUVER ISD,HANSFORD,REGION 16: AMARILLO,84,209,439,41,0,0,0,348,19.1,47.6,9.3,0.0,0,0,79.3,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
098903,098,16,44,.,.,44,.,.,.,.,.,PRINGLE-MORSE CISD,HANSFORD,REGION 16: AMARILLO,37,80,112,8,.,0,.,.,33.0,71.4,7.1,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
098904,098,16,59,69,100,64,100,100,100,88,88,SPEARMAN ISD,HANSFORD,REGION 16: AMARILLO,174,474,809,64,0,0,0,606,21.5,58.6,7.9,0.0,0,0,74.9,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
099902,099,09,43,14,100,29,.,.,.,.,.,CHILLICOTHE ISD,HARDEMAN,REGION 09: WICHITA FALLS,37,161,207,38,.,0,.,.,17.9,77.8,18.4,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
099903,099,09,45,70,97,58,0,.,100,10,21,QUANAH ISD,HARDEMAN,REGION 09: WICHITA FALLS,13,400,528,94,0,0,0,390,2.5,75.8,17.8,0.0,0,0,73.9,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
100903,100,05,37,48,97.2,43,0,0,25,0,6,KOUNTZE ISD,HARDIN,REGION 05: BEAUMONT,42,602,1082,150,0,0,0,802,3.9,55.6,13.9,0.0,0,0,74.1,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
100904,100,05,36,45,98.9,41,100,100,0,0,10,SILSBEE ISD,HARDIN,REGION 05: BEAUMONT,57,1713,2730,467,0,104,0,2044,2.1,62.7,17.1,3.8,0,0,74.9,N,N,N,N,N,99,98,Not Rated: Declared State of Disaster
100905,100,05,53,56,98.5,55,0,0,60,75,82,HARDIN-JEFFERSON ISD,HARDIN,REGION 05: BEAUMONT,89,986,2475,328,0,0,0,1828,3.6,39.8,13.3,0.0,0,0,73.9,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
100907,100,05,51,44,94.4,48,100,100,14,58,55,LUMBERTON ISD,HARDIN,REGION 05: BEAUMONT,80,1472,4129,475,0,0,0,3087,1.9,35.7,11.5,0.0,0,0,74.8,N,N,N,N,N,100,97,Not Rated: Declared State of Disaster
100908,100,05,33,65,97.1,49,100,.,100,0,9,WEST HARDIN COUNTY CISD,HARDIN,REGION 05: BEAUMONT,4,345,535,57,0,0,0,407,0.7,64.5,10.7,0.0,0,0,76.1,N,N,N,N,N,99,100,Not Rated: Declared State of Disaster
101802,101,04,33,.,.,33,.,100,.,0,14,SER-NINOS CHARTER SCHOOL,HARRIS,REGION 04: HOUSTON,971,1059,1095,75,0,0,0,612,88.7,96.7,6.8,0.0,0,0,55.9,Y,N,N,N,N,100,98,Not Rated: Declared State of Disaster
101803,101,04,53,71,100,62,100,.,100,75,75,ARISTOI CLASSICAL ACADEMY,HARRIS,REGION 04: HOUSTON,16,254,1072,107,0,0,0,751,1.5,23.7,10.0,0.0,0,0,70.1,Y,N,N,N,N,100,93,Not Rated: Declared State of Disaster
101804,101,04,19,36,85.7,.,75,100,17,0,0,GEORGE I SANCHEZ CHARTER,HARRIS,REGION 04: HOUSTON,468,957,993,78,0,0,0,946,47.1,96.4,7.9,0.0,0,0,95.3,Y,Y,N,N,N,99,93,Not Rated: Declared State of Disaster
101806,101,04,28,45,98.1,37,100,100,60,0,0,RAUL YZAGUIRRE SCHOOLS FOR SUCCESS,HARRIS,REGION 04: HOUSTON,867,1263,1330,93,0,0,3,1007,65.2,95.0,7.0,0.0,0.2,0,75.7,Y,N,N,N,N,100,92,Not Rated: Declared State of Disaster
101807,101,04,53,.,.,53,.,.,.,.,.,UNIVERSITY OF HOUSTON CHARTER SCHO,HARRIS,REGION 04: HOUSTON,0,41,86,9,.,.,.,.,0.0,47.7,10.5,0.0,.,.,.,Y,N,N, ,Y,100,70,Not Rated: Declared State of Disaster
101810,101,04,26,.,.,26,.,.,.,.,.,ACADEMY OF ACCELERATED LEARNING IN,HARRIS,REGION 04: HOUSTON,480,823,851,18,.,0,.,.,56.4,96.7,2.1,0.0,.,.,.,Y,N,N, ,Y,100,99,Not Rated: Declared State of Disaster
101811,101,04,.,.,.,.,0,.,.,.,.,EXCEL ACADEMY,HARRIS,REGION 04: HOUSTON,26,206,206,42,0,0,0,206,12.6,100.0,20.4,0.0,0,0,100,Y,Y,Y,N,N,86,94,Not Rated
101814,101,04,23,.,.,23,.,100,.,0,6,THE VARNETT PUBLIC SCHOOL,HARRIS,REGION 04: HOUSTON,633,1308,1333,65,0,0,0,807,47.5,98.1,4.9,0.0,0,0,60.5,Y,N,N,N,N,100,85,Not Rated: Declared State of Disaster
101815,101,04,46,.,.,46,.,.,.,.,.,ALIEF MONTESSORI COMMUNITY SCHOOL,HARRIS,REGION 04: HOUSTON,246,251,331,15,.,0,.,.,74.3,75.8,4.5,0.0,.,.,.,Y,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
101819,101,04,56,.,.,56,.,.,.,.,.,AMIGOS POR VIDA-FRIENDS FOR LIFE P,HARRIS,REGION 04: HOUSTON,443,497,502,30,.,.,.,.,88.2,99.0,6.0,0.0,.,.,.,Y,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
101821,101,04,31,52,96.2,.,.,.,.,.,.,HOUSTON HEIGHTS HIGH SCHOOL,HARRIS,REGION 04: HOUSTON,0,136,178,25,.,0,.,.,0.0,76.4,14.0,0.0,.,.,.,Y,Y,N, ,Y,91,74,Not Rated: Declared State of Disaster
101828,101,04,61,64,94.9,63,100,0,100,100,100,HOUSTON GATEWAY ACADEMY INC,HARRIS,REGION 04: HOUSTON,1131,2016,2234,87,0,0,0,1404,50.6,90.2,3.9,0.0,0,0,62.8,Y,N,N,N,N,100,100,Not Rated: Declared State of Disaster
101837,101,04,61,45,96.2,53,100,.,33,100,86,CALVIN NELMS CHARTER SCHOOLS,HARRIS,REGION 04: HOUSTON,19,76,300,21,0,0,0,300,6.3,25.3,7.0,0.0,0,0,100,Y,N,N,N,N,100,99,Not Rated: Declared State of Disaster
101838,101,04,18,30,88.5,24,25,100,17,0,6,SOUTHWEST SCHOOL,HARRIS,REGION 04: HOUSTON,1219,1535,1701,181,351,0,0,1138,71.7,90.2,10.6,0.0,0,20.6,66.9,Y,N,N,N,N,99,97,Not Rated: Declared State of Disaster
101840,101,04,20,.,.,20,.,.,.,0,0,TWO DIMENSIONS PREPARATORY ACADEMY,HARRIS,REGION 04: HOUSTON,16,429,440,15,0,0,0,108,3.6,97.5,3.4,0.0,0,0,24.5,Y,N,N,N,N,100,96,Not Rated: Declared State of Disaster
101842,101,04,26,9,100,18,.,.,.,.,.,COMQUEST ACADEMY,HARRIS,REGION 04: HOUSTON,12,21,38,3,.,0,.,.,31.6,55.3,7.9,0.0,.,.,.,Y,N,N, ,Y,97,89,Not Rated: Declared State of Disaster
101845,101,04,35,76,97.7,56,50,0,100,0,17,YES PREP PUBLIC SCHOOLS INC,HARRIS,REGION 04: HOUSTON,4960,12342,13455,902,0,0,0,12784,36.9,91.7,6.7,0.0,0,0,95,Y,N,N,N,N,100,97,Not Rated: Declared State of Disaster
101846,101,04,36,98,99.1,67,20,100,100,8,10,HARMONY SCIENCE ACADEMY,HARRIS,REGION 04: HOUSTON,1315,2991,3659,352,1409,0,0,3016,35.9,81.7,9.6,0.0,0,38.5,82.4,Y,N,N,N,N,100,86,Not Rated: Declared State of Disaster
101847,101,04,38,.,.,38,.,.,.,.,.,BEATRICE MAYES INSTITUTE CHARTER S,HARRIS,REGION 04: HOUSTON,0,318,470,24,.,.,.,.,0.0,67.7,5.1,0.0,.,.,.,Y,N,N, ,Y,100,41,Not Rated: Declared State of Disaster
101849,101,04,36,.,.,36,.,.,.,.,.,ACCELERATED INTERMEDIATE ACADEMY,HARRIS,REGION 04: HOUSTON,72,228,235,8,.,0,.,.,30.6,97.0,3.4,0.0,.,.,.,Y,N,N, ,Y,100,75,Not Rated: Declared State of Disaster
101853,101,04,21,.,.,21,.,100,.,0,0,PROMISE COMMUNITY SCHOOL,HARRIS,REGION 04: HOUSTON,910,1534,1556,156,0,0,0,497,58.5,98.6,10.0,0.0,0,0,31.9,Y,N,N,N,N,100,97,Not Rated: Declared State of Disaster
101855,101,04,29,.,.,29,.,.,.,.,.,MEYERPARK ELEMENTARY,HARRIS,REGION 04: HOUSTON,0,244,260,20,.,0,.,.,0.0,93.8,7.7,0.0,.,.,.,Y,N,N, ,Y,100,87,Not Rated: Declared State of Disaster
101856,101,04,17,.,.,17,.,.,.,.,.,DRAW ACADEMY,HARRIS,REGION 04: HOUSTON,640,696,707,23,.,0,.,.,90.5,98.4,3.3,0.0,.,.,.,Y,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
101858,101,04,39,97,100,68,100,100,100,0,19,HARMONY SCHOOL OF EXCELLENCE,HARRIS,REGION 04: HOUSTON,1521,4106,5987,438,1543,0,0,4419,25.4,68.6,7.3,0.0,0,25.8,73.8,Y,N,N,N,N,100,87,Not Rated: Declared State of Disaster
101859,101,04,36,.,.,36,.,100,.,22,29,STEP CHARTER SCHOOL,HARRIS,REGION 04: HOUSTON,237,497,497,43,0,0,0,308,47.7,100.0,8.7,0.0,0,0,62,Y,N,N,N,N,100,100,Not Rated: Declared State of Disaster
101861,101,04,27,.,.,27,.,.,.,0,0,THE RHODES SCHOOL,HARRIS,REGION 04: HOUSTON,13,613,718,80,0,0,0,387,1.8,85.4,11.1,0.0,0,0,53.9,Y,N,N,N,N,100,63,Not Rated: Declared State of Disaster
101862,101,04,53,98,100,76,100,100,100,83,77,HARMONY SCHOOL OF SCIENCE - HOUSTO,HARRIS,REGION 04: HOUSTON,831,2155,3984,249,1657,0,0,3125,20.9,54.1,6.3,0.0,0,41.6,78.4,Y,N,N,N,N,100,90,Not Rated: Declared State of Disaster
101864,101,04,15,.,.,.,.,.,.,.,.,THE LAWSON ACADEMY,HARRIS,REGION 04: HOUSTON,1,164,182,17,.,0,.,.,0.5,90.1,9.3,0.0,.,.,.,Y,Y,N, ,Y,100,100,Not Rated: Declared State of Disaster
