DISTRICT,CNTYNAME,COUNTY,DA0GS18R,DAD_POST,DALL_UPDATE,DASC4X18R,DD1A,DD1AS,DD1B,DD1BS,DD1C,DD1CS,DD1G,DD1S,DD2A,DD2AG,DD2AS,DD2B,DD2BG,DD2BS,DD2G,DD2S,DD3,DD3G,DD3S,DDALLS,DFLALTED,DFLCHART,DFLNEWDIST,DFLRTF,DFLSCD,DISTNAME,DPE0312C,DPE0312P,DPETALLC,DPETECHC,DPETECHP,DPETECOC,DPETECOP,DPETLEPC,DPETLEPP,DPETPTEC,DPETPTEP,DPETSPEC,DPETSPEP,DPETSTEC,DPETSTEP,D_AEABONUS,D_AEABONUS_USED_PCT,D_AEAGRAD_PTS,D_AEASTAAR_PCT,D_AEASTAAR_PTS,D_APPEAL_DECISION,D_RATING,D_YRS_IR,REGION,REGNNAME
15831,BEXAR,15,100,1, ,100,52,83,72,93,100,100,A,90,69,C,79,62,A,92,A,92,96,A,96,93,N,Y,N,N,N,SCHOOL OF SCIENCE AND TECHNOLOGY D,1440,60.5,2380,0,0,1540,64.7,294,12.4,0,0,189,7.9,295,12.4,.,.,.,.,., ,A,.,20,REGION 20: SAN ANTONIO
15833,BEXAR,15,., , ,.,51,78,33,65,96.2,90,C,75,73,B,83,42,C,70,B,83,37,C,72,80,N,Y, ,N,Y,HENRY FORD ACADEMY ALAMEDA SCHOOL,.,.,127,0,0,67,52.8,1,0.8,.,.,8,6.3,.,.,.,.,.,.,., ,B,.,20,REGION 20: SAN ANTONIO
15834,BEXAR,15,100,1, ,.,77,94,100,100,100,100,A,98,77,A,90,89,A,93,A,93,98,A,98,98,N,Y,N,N,N,BASIS TEXAS,1823,70.2,2597,0,0,142,5.5,368,14.2,0,0,48,1.8,0,0,.,.,.,.,., ,A,.,20,REGION 20: SAN ANTONIO
15835,BEXAR,15,100,0, ,.,63,91,83,96,97,90,B,89,72,B,84,73,B,86,B,86,98,B,89,89,N,Y,N,N,N,GREAT HEARTS TEXAS,2399,66.4,3615,0,0,648,17.9,180,5,0,0,207,5.7,0,0,.,.,.,.,., ,B,.,20,REGION 20: SAN ANTONIO
15836,BEXAR,15,., , ,.,65,91,.,.,.,.,A,91,77,B,83,65,C,72,B,83,100,A,100,94,N,Y, ,N,Y,ELEANOR KOLITZ HEBREW LANGUAGE ACA,.,.,337,0,0,42,12.5,22,6.5,.,.,25,7.4,.,.,.,.,.,.,., ,A,.,20,REGION 20: SAN ANTONIO
15838,BEXAR,15,., , ,.,44,75,.,.,.,.,C,75,71,C,79,44,B,86,B,86,68,B,80,84,N,Y, ,N,Y,COMPASS ROSE ACADEMY,.,.,193,.,0,166,86,19,9.8,.,.,22,11.4,.,.,.,.,.,.,., ,B,.,20,REGION 20: SAN ANTONIO
15901,BEXAR,15,85.2,0, ,86.9,59,89,74,94,99,95,A,92,73,B,85,67,B,80,B,85,84,B,88,91,N,N,N,N,N,ALAMO HEIGHTS ISD,3774,77.9,4843,0,0,956,19.7,313,6.5,0,0,396,8.2,0,0,.,.,.,.,., ,A,.,20,REGION 20: SAN ANTONIO
15904,BEXAR,15,32.2,0, ,39.9,42,73,63,91,96,90,B,84,68,C,76,53,A,90,A,90,51,C,76,86,N,N,N,N,N,HARLANDALE ISD,10114,71.9,14073,352,2.5,12386,88,2415,17.2,0,0,1384,9.8,0,0,.,.,.,.,., ,B,.,20,REGION 20: SAN ANTONIO
15905,BEXAR,15,86.5,0, ,87.1,33,58,55,83,91.4,65,D,69,58,F,57,44,B,81,B,81,30,C,70,78,N,N,N,N,N,EDGEWOOD ISD,6886,67.7,10166,133,1.3,9627,94.7,2084,20.5,0,0,1034,10.2,111,1.1,.,.,.,.,., ,C,.,20,REGION 20: SAN ANTONIO
15906,BEXAR,15,97.4,0, ,99.1,68,92,83,96,100,100,A,95,75,B,89,76,B,81,B,89,100,A,100,97,N,N,N,N,N,RANDOLPH FIELD ISD,1149,78.3,1467,0,0,109,7.4,2,0.1,0,0,127,8.7,0,0,.,.,.,.,., ,A,.,20,REGION 20: SAN ANTONIO
15907,BEXAR,15,87.6,0, ,91.2,36,62,61,90,86,60,C,73,66,C,70,49,B,87,B,87,40,C,73,83,N,N,N,N,N,SAN ANTONIO ISD,33664,69.1,48720,1102,2.3,44031,90.4,9572,19.6,0,0,5350,11,328,0.7,.,.,.,.,., ,B,.,20,REGION 20: SAN ANTONIO
15908,BEXAR,15,85.3,0, ,87.2,37,65,48,76,89.5,65,D,69,65,D,69,43,B,80,B,80,31,C,71,77,N,N,N,N,N,SOUTH SAN ANTONIO ISD,6724,75.3,8934,462,5.2,8125,90.9,1560,17.5,0,0,925,10.4,0,0,.,.,.,.,., ,C,.,20,REGION 20: SAN ANTONIO
15909,BEXAR,15,85.3,0, ,80.3,41,71,75,94,95.1,85,B,83,64,D,65,58,A,91,A,91,53,C,77,87,N,N,N,N,N,SOMERSET ISD,3071,73.9,4156,129,3.1,3471,83.5,680,16.4,0,0,391,9.4,0,0,.,.,.,.,., ,B,.,20,REGION 20: SAN ANTONIO
15910,BEXAR,15,72.8,0, ,75.7,55,86,64,91,93.9,75,B,86,70,B,80,60,B,89,B,89,92,B,89,89,N,N,N,N,N,NORTH EAST ISD,50075,77.2,64850,0,0,31386,48.4,8588,13.2,0,0,6372,9.8,807,1.2,.,.,.,.,., ,B,.,20,REGION 20: SAN ANTONIO
15911,BEXAR,15,84.3,0, ,85.9,35,60,53,80,94.8,80,C,72,59,F,58,44,C,78,C,78,41,C,73,77,N,N,N,N,N,EAST CENTRAL ISD,7795,77.7,10029,0,0,6811,67.9,1149,11.5,0,0,1105,11,0,0,.,.,.,.,., ,C,.,20,REGION 20: SAN ANTONIO
15912,BEXAR,15,78.3,0, ,80.1,42,73,50,78,95.7,85,C,77,64,D,65,46,B,83,B,83,66,B,81,82,N,N,N,N,N,SOUTHWEST ISD,10433,76,13733,0,0,11692,85.1,2329,17,0,0,1704,12.4,0,0,.,.,.,.,., ,B,.,20,REGION 20: SAN ANTONIO
15913,BEXAR,15,73,0, ,69.2,61,90,68,92,100,100,A,93,71,B,82,65,C,78,B,82,89,A,90,92,N,N,N,N,N,LACKLAND ISD,678,63.2,1072,0,0,196,18.3,20,1.9,0,0,135,12.6,0,0,.,.,.,.,., ,A,.,20,REGION 20: SAN ANTONIO
15914,BEXAR,15,92.9,0, ,94.1,61,90,70,93,100,100,A,93,73,B,85,66,B,85,B,85,100,A,100,95,N,N,N,N,N,FT SAM HOUSTON ISD,1089,68.7,1586,0,0,430,27.1,36,2.3,0,0,189,11.9,0,0,.,.,.,.,., ,A,.,20,REGION 20: SAN ANTONIO
15915,BEXAR,15,87.9,0, ,88.4,52,83,61,90,96.9,90,B,87,69,C,79,57,B,86,B,86,84,B,88,87,N,N,N,N,N,NORTHSIDE ISD,79797,75.4,105797,0,0,52367,49.5,9786,9.2,0,0,12831,12.1,0,0,.,.,.,.,., ,B,.,20,REGION 20: SAN ANTONIO
15916,BEXAR,15,65.5,0, ,68.2,45,76,56,85,91.7,65,C,77,65,D,69,51,B,86,B,86,53,C,77,83,N,N,N,N,N,JUDSON ISD,17273,75.6,22848,481,2.1,15421,67.5,2237,9.8,0,0,2645,11.6,109,0.5,.,.,.,.,., ,B,.,20,REGION 20: SAN ANTONIO
15917,BEXAR,15,77.2,0, ,82.1,34,59,56,85,93.6,75,C,73,62,F,59,45,B,81,B,81,31,C,71,78,N,N,N,N,N,SOUTHSIDE ISD,4241,74.9,5660,321,5.7,4661,82.3,941,16.6,0,0,614,10.8,0,0,.,.,.,.,., ,C,.,20,REGION 20: SAN ANTONIO
16901,BLANCO,16,94.2,0, ,94.1,55,86,64,91,96.4,90,B,89,74,B,87,60,B,85,B,87,88,B,89,89,N,N,N,N,N,JOHNSON CITY ISD,526,80.9,650,0,0,256,39.4,43,6.6,0,0,64,9.8,0,0,.,.,.,.,., ,B,.,13,REGION 13: AUSTIN
16902,BLANCO,16,92.9,0, ,94.2,55,86,72,93,100,100,A,92,72,B,84,64,A,91,A,91,97,A,97,94,N,N,N,N,N,BLANCO ISD,793,78.6,1009,0,0,456,45.2,81,8,0,0,113,11.2,0,0,.,.,.,.,., ,A,.,13,REGION 13: AUSTIN
17901,BORDEN,17,., , ,.,63,91,93,98,100,100,A,96,71,B,81,78,B,88,B,88,93,B,89,94,N,N, ,N,Y,BORDEN COUNTY ISD,.,.,214,0,0,52,24.3,2,0.9,.,.,18,8.4,.,.,.,.,.,.,., ,A,.,17,REGION 17: LUBBOCK
18901,BOSQUE,18,89.7,0, ,90.7,48,80,84,96,100,100,A,90,63,D,60,66,A,92,A,92,46,C,75,87,N,N,N,N,N,CLIFTON ISD,730,73,1000,0,0,582,58.2,76,7.6,0,0,121,12.1,0,0,.,.,.,.,., ,B,.,12,REGION 12: WACO
18902,BOSQUE,18,93.3,0, ,92.9,45,76,68,92,100,100,B,87,65,D,69,57,A,90,A,90,45,C,75,86,N,N,N,N,N,MERIDIAN ISD,362,76.4,474,0,0,301,63.5,26,5.5,0,0,72,15.2,0,0,.,.,.,.,., ,B,.,12,REGION 12: WACO
18903,BOSQUE,18,., , ,.,35,60,43,75,100,100,C,74,69,C,79,39,C,72,C,79,32,C,71,77,N,N, ,N,Y,MORGAN ISD,.,.,129,0,0,98,76,15,11.6,.,.,26,20.2,.,.,.,.,.,.,., ,C,.,12,REGION 12: WACO
18904,BOSQUE,18,88.4,0, ,90.5,49,81,48,76,100,100,B,83,70,B,80,49,B,81,B,81,62,B,80,82,N,N,N,N,N,VALLEY MILLS ISD,493,76.1,648,0,0,380,58.6,40,6.2,0,0,83,12.8,0,0,.,.,.,.,., ,B,.,12,REGION 12: WACO
18905,BOSQUE,18,., , ,.,37,64,69,92,100,100,B,82,58,D,63,53,B,85,B,85,40,C,73,81,N,N, ,N,Y,WALNUT SPRINGS ISD,.,.,187,0,0,160,85.6,41,21.9,.,.,28,15,.,.,.,.,.,.,., ,B,.,12,REGION 12: WACO
18906,BOSQUE,18,., , ,.,45,73,54,85,100,100,B,83,58,D,63,50,B,81,B,81,58,C,77,81,N,N, ,N,Y,IREDELL ISD,.,.,141,0,0,85,60.3,0,0,.,.,18,12.8,.,.,.,.,.,.,., ,B,.,12,REGION 12: WACO
18907,BOSQUE,18,., , ,.,33,58,50,82,100,100,C,76,54,F,58,42,C,76,C,76,44,C,74,75,N,N, ,N,Y,KOPPERL ISD,.,.,201,0,0,151,75.1,3,1.5,.,.,26,12.9,.,.,.,.,.,.,., ,C,.,12,REGION 12: WACO
18908,BOSQUE,18,., , ,.,37,64,38,69,96.3,90,C,71,73,B,83,38,C,71,B,83,6,F,47,72,N,N, ,N,Y,CRANFILLS GAP ISD,.,.,133,0,0,92,69.2,10,7.5,.,.,17,12.8,.,.,.,.,.,.,., ,C,.,12,REGION 12: WACO
19901,BOWIE,19,76.3,0, ,78.9,39,69,79,95,98.2,95,B,85,63,D,60,59,A,91,B,89,40,C,73,84,N,N,N,N,N,DEKALB ISD,585,73.2,799,0,0,530,66.3,45,5.6,0,0,77,9.6,0,0,.,.,.,.,., ,B,.,8,REGION 08: MT PLEASANT
19902,BOWIE,19,51.9,0, ,52.6,52,83,72,93,100,100,A,90,67,C,73,62,A,91,A,91,70,B,83,89,N,N,N,N,N,HOOKS ISD,721,79.4,908,0,0,553,60.9,29,3.2,0,0,99,10.9,0,0,.,.,.,.,., ,B,.,8,REGION 08: MT PLEASANT
19903,BOWIE,19,., , ,.,46,74,67,92,100,100,B,86,67,C,76,57,B,85,B,85,66,C,79,84,N,N, ,N,Y,MAUD ISD,.,.,467,0,0,293,62.7,2,0.4,.,.,51,10.9,.,.,.,.,.,.,., ,B,.,8,REGION 08: MT PLEASANT
19905,BOWIE,19,82.8,0, ,81.7,42,73,76,94,99,95,B,86,60,F,58,59,B,89,B,89,57,C,78,86,N,N,N,N,N,NEW BOSTON ISD,932,73.2,1274,0,0,924,72.5,28,2.2,0,0,199,15.6,0,0,.,.,.,.,., ,B,.,8,REGION 08: MT PLEASANT
19906,BOWIE,19,80,0, ,80,54,85,81,95,100,100,A,92,69,C,79,68,A,92,B,89,75,B,85,90,N,N,N,N,N,REDWATER ISD,863,76.4,1130,0,0,511,45.2,11,1,0,0,106,9.4,0,0,.,.,.,.,., ,A,.,8,REGION 08: MT PLEASANT
19907,BOWIE,19,89.9,0, ,90.5,47,79,73,93,95.6,85,B,86,65,D,69,60,A,91,B,89,66,B,81,87,N,N,N,N,N,TEXARKANA ISD,4915,68.6,7167,0,0,4982,69.5,558,7.8,0,0,637,8.9,1895,26.4,.,.,.,.,., ,B,.,8,REGION 08: MT PLEASANT
19908,BOWIE,19,74.4,0, ,74.8,35,60,67,92,94.6,80,C,77,60,F,58,51,B,88,B,88,32,C,71,83,N,N,N,N,N,LIBERTY-EYLAU ISD,1689,68.5,2465,0,0,1981,80.4,50,2,0,0,330,13.4,0,0,.,.,.,.,., ,B,.,8,REGION 08: MT PLEASANT
19909,BOWIE,19,54.8,0, ,54.8,47,79,74,94,100,100,B,89,68,C,76,61,A,91,A,91,77,B,85,89,N,N,N,N,N,SIMMS ISD,394,76.4,516,0,0,294,57,3,0.6,0,0,76,14.7,0,0,.,.,.,.,., ,B,.,8,REGION 08: MT PLEASANT
19910,BOWIE,19,., , ,.,64,91,.,.,.,.,A,91,78,B,85,64,B,88,B,88,100,A,100,94,N,N, ,N,Y,MALTA ISD,.,.,229,0,0,103,45,1,0.4,.,.,14,6.1,.,.,.,.,.,.,., ,A,.,8,REGION 08: MT PLEASANT
19911,BOWIE,19,., , ,.,72,93,.,.,.,.,A,93,75,B,89,72,B,84,B,89,99,A,99,95,N,N,N,N,N,RED LICK ISD,326,65.2,500,0,0,52,10.4,0,0,0,0,31,6.2,0,0,.,.,.,.,., ,A,.,8,REGION 08: MT PLEASANT
19912,BOWIE,19,90.9,0, ,90.2,60,90,88,97,98.6,95,A,94,65,D,69,74,A,92,A,92,88,B,89,93,N,N,N,N,N,PLEASANT GROVE ISD,1673,77.7,2154,0,0,738,34.3,66,3.1,0,0,225,10.4,0,0,.,.,.,.,., ,A,.,8,REGION 08: MT PLEASANT
19913,BOWIE,19,., , ,.,33,58,.,.,.,.,F,58,68,D,69,33,F,57,D,69,4,F,35,59,N,N, ,N,Y,HUBBARD ISD,.,.,107,0,0,71,66.4,12,11.2,.,.,18,16.8,.,.,.,.,.,.,., ,F,1,8,REGION 08: MT PLEASANT
19914,BOWIE,19,., , ,.,35,60,.,.,.,.,D,60,62,F,59,35,D,62,D,62,16,F,51,59,N,N, ,N,Y,LEARY ISD,.,.,119,0,0,93,78.2,0,0,.,.,16,13.4,.,.,.,.,.,.,., ,F,1,8,REGION 08: MT PLEASANT
20901,BRAZORIA,20,84,0, ,87.1,51,82,67,92,98.6,95,B,89,69,C,79,59,A,90,A,90,88,B,89,89,N,N,N,N,N,ALVIN ISD,19298,75,25732,0,0,13292,51.7,4201,16.3,0,0,2652,10.3,0,0,.,.,.,.,., ,B,.,4,REGION 04: HOUSTON
20902,BRAZORIA,20,89.7,0, ,90.3,47,79,55,83,100,100,B,85,63,D,60,51,B,84,B,84,68,B,82,84,N,N,N,N,N,ANGLETON ISD,5020,74.7,6720,0,0,4169,62,879,13.1,0,0,715,10.6,140,2.1,.,.,.,.,., ,B,.,4,REGION 04: HOUSTON
20904,BRAZORIA,20,97.7,0, ,95.5,52,83,59,89,100,100,B,89,60,F,58,56,B,80,B,80,79,B,86,88,N,N,N,N,N,DANBURY ISD,623,78,799,0,0,307,38.4,31,3.9,0,0,51,6.4,0,0,.,.,.,.,., ,B,.,4,REGION 04: HOUSTON
20905,BRAZORIA,20,96.8,0, ,99.5,47,79,64,91,93,75,B,83,69,C,79,56,A,90,A,90,69,B,82,88,N,N,N,N,N,BRAZOSPORT ISD,9137,73.8,12385,0,0,7642,61.7,1609,13,0,0,1091,8.8,0,0,.,.,.,.,., ,B,.,4,REGION 04: HOUSTON
20906,BRAZORIA,20,97.9,0, ,98.6,45,76,79,95,98.4,95,B,87,61,F,59,62,B,89,B,89,53,C,77,85,N,N,N,N,N,SWEENY ISD,1481,74.9,1978,0,0,1017,51.4,58,2.9,0,0,148,7.5,0,0,.,.,.,.,., ,B,.,4,REGION 04: HOUSTON
20907,BRAZORIA,20,76.9,0, ,79.6,40,70,68,92,95.8,85,B,82,65,D,69,54,B,83,B,83,40,C,73,80,N,N,N,N,N,COLUMBIA-BRAZORIA ISD,2292,75.6,3031,0,0,1535,50.6,212,7,0,0,292,9.6,0,0,.,.,.,.,., ,B,.,4,REGION 04: HOUSTON
20908,BRAZORIA,20,84.8,0, ,85.6,65,91,76,94,99.5,95,A,93,76,A,90,71,A,91,A,91,91,B,89,89,N,N,N,N,N,PEARLAND ISD,16875,78.4,21526,0,0,6763,31.4,1945,9,0,0,2074,9.6,0,0,.,.,.,.,., ,B,.,4,REGION 04: HOUSTON
20910,BRAZORIA,20,66.7, , ,.,29,55,.,.,100,100,F,55,59,F,58,29,D,60,D,60,0,F,30,51,N,N,N,N,N,DAMON ISD,93,59.6,156,0,0,141,90.4,31,19.9,0,0,29,18.6,0,0,.,.,.,.,., ,F,2,4,REGION 04: HOUSTON
21803,BRAZOS,21,., , ,.,31,56,.,.,.,.,F,56,64,D,65,31,D,69,D,69,18,D,62,67,N,Y,N,N,N,BRAZOS SCHOOL FOR INQUIRY & CREATI,146,35.5,411,0,0,396,96.4,125,30.4,0,0,22,5.4,0,0,.,.,.,.,., ,D,.,6,REGION 06: HUNTSVILLE
21805,BRAZOS,21,.,0, ,.,45,76,.,.,.,.,C,76,67,C,73,45,B,89,B,89,50,C,76,85,N,Y,N,N,N,ARROW ACADEMY,364,51.6,706,0,0,586,83,97,13.7,0,0,36,5.1,0,0,.,.,.,.,., ,B,.,6,REGION 06: HUNTSVILLE
21901,BRAZOS,21,78.8,0, ,82.5,59,89,72,93,96.3,90,B,89,72,B,84,66,A,90,B,89,90,B,89,89,N,N,N,N,N,COLLEGE STATION ISD,10080,74.9,13453,0,0,4718,35.1,1138,8.5,0,0,1441,10.7,0,0,.,.,.,.,., ,B,.,6,REGION 06: HUNTSVILLE
21902,BRAZOS,21,86.5,0, ,91.7,41,71,51,78,89.1,65,C,73,65,D,69,46,B,82,B,82,41,C,73,79,N,N,N,N,N,BRYAN ISD,11779,74.1,15906,476,3,12222,76.8,4135,26,0,0,1634,10.3,0,0,.,.,.,.,., ,C,.,6,REGION 06: HUNTSVILLE
22004,BREWSTER,22,., , ,.,30,56,46,78,100,100,C,74,69,C,79,38,C,71,C,79,20,D,65,75,N,N, ,N,Y,TERLINGUA CSD,.,.,101,0,0,74,73.3,50,49.5,.,.,11,10.9,.,.,.,.,.,.,., ,C,.,18,REGION 18: MIDLAND
22901,BREWSTER,22,97.4,0, ,96.1,52,83,64,91,98.7,95,B,89,75,B,89,58,B,87,B,89,94,A,95,91,N,N,N,N,N,ALPINE ISD,768,76.2,1008,0,0,493,48.9,90,8.9,0,0,81,8,0,0,.,.,.,.,., ,A,.,18,REGION 18: MIDLAND
22902,BREWSTER,22,., , ,.,58,88,77,94,100,100,A,93,77,B,87,68,A,92,A,92,.,Not Rated,.,93,N,N, ,N,Y,MARATHON ISD,.,.,55,11,20,42,76.4,0,0,.,.,3,5.5,.,.,.,.,.,.,., ,A,.,18,REGION 18: MIDLAND
22903,BREWSTER,22,., , ,.,58,88,.,.,.,.,B,88,42,F,49,58,D,60,D,60,.,Not Rated,.,88,N,N, ,N,Y,SAN VICENTE ISD,.,.,13,.,0,2,15.4,0,0,.,.,0,0,.,.,.,.,.,.,., ,B,.,18,REGION 18: MIDLAND
23902,BRISCOE,23,., , ,.,53,80,66,92,100,100,B,89,67,C,76,60,B,87,B,87,90,B,88,89,N,N, ,N,Y,SILVERTON ISD,.,.,191,0,0,112,58.6,7,3.7,.,.,15,7.9,.,.,.,.,.,.,., ,B,.,16,REGION 16: AMARILLO
24901,BROOKS,24,78.2,0, ,78.8,36,62,70,93,91.5,65,C,75,65,D,69,53,A,90,B,89,40,C,73,84,N,N,N,N,N,BROOKS COUNTY ISD,1078,68.9,1564,0,0,1270,81.2,43,2.7,0,0,175,11.2,0,0,.,.,.,.,., ,B,.,2,REGION 02: CORPUS CHRISTI
25901,BROWN,25,78.7,0, ,89.2,49,81,55,83,98.7,95,B,85,70,B,80,52,B,85,B,85,67,B,82,84,N,N,N,N,N,BANGS ISD,685,76.3,898,0,0,522,58.1,19,2.1,0,0,86,9.6,0,0,.,.,.,.,., ,B,.,15,REGION 15: SAN ANGELO
25902,BROWN,25,94.2,0, ,93.5,43,74,59,89,97.2,90,B,83,65,D,69,51,B,85,B,85,42,C,74,82,N,N,N,N,N,BROWNWOOD ISD,2622,71.8,3651,0,0,2331,63.8,101,2.8,0,0,374,10.2,0,0,.,.,.,.,., ,B,.,15,REGION 15: SAN ANGELO
25904,BROWN,25,., , ,.,39,67,83,96,100,100,B,85,57,D,62,61,B,87,B,87,54,C,76,84,N,N, ,N,Y,BLANKET ISD,.,.,167,0,0,95,56.9,4,2.4,.,.,21,12.6,.,.,.,.,.,.,., ,B,.,15,REGION 15: SAN ANGELO
25905,BROWN,25,0,0, ,0,46,78,60,90,100,100,B,87,70,B,80,53,B,89,B,89,58,C,78,86,N,N,N,N,N,MAY ISD,211,79.3,266,0,0,185,69.5,6,2.3,0,0,25,9.4,0,0,.,.,.,.,., ,B,.,15,REGION 15: SAN ANGELO
25906,BROWN,25,., , ,.,50,77,85,96,100,100,B,89,69,C,79,68,A,91,A,91,83,B,85,89,N,N, ,N,Y,ZEPHYR ISD,.,.,217,0,0,134,61.8,0,0,.,.,19,8.8,.,.,.,.,.,.,., ,B,.,15,REGION 15: SAN ANGELO
25908,BROWN,25,100,0, ,90,48,80,61,90,100,100,B,88,68,C,76,55,B,89,B,89,78,B,86,88,N,N,N,N,N,BROOKESMITH ISD,128,77.6,165,0,0,102,61.8,0,0,0,0,17,10.3,0,0,.,.,.,.,., ,B,.,15,REGION 15: SAN ANGELO
25909,BROWN,25,95.7,1, ,95.7,52,83,78,95,100,100,A,91,66,C,70,65,A,92,A,92,81,B,87,91,N,N,N,N,N,EARLY ISD,915,77,1189,0,0,671,56.4,10,0.8,0,0,104,8.7,0,0,.,.,.,.,., ,A,.,15,REGION 15: SAN ANGELO
26901,BURLESON,26,88.7,0, ,92.1,47,79,74,94,99.2,95,B,88,64,D,65,61,A,91,B,89,63,B,80,86,N,N,N,N,N,CALDWELL ISD,1322,75.2,1757,0,0,996,56.7,190,10.8,0,0,155,8.8,0,0,.,.,.,.,., ,B,.,6,REGION 06: HUNTSVILLE
26902,BURLESON,26,100,0, ,100,33,58,47,76,96,90,C,72,57,F,57,40,C,74,C,74,6,F,42,64,N,N,N,N,N,SOMERVILLE ISD,360,68.2,528,0,0,392,74.2,40,7.6,0,0,55,10.4,0,0,.,.,.,.,., ,D,.,6,REGION 06: HUNTSVILLE
26903,BURLESON,26,88.4,0,1,86.7,40,70,52,79,97.8,90,C,78,62,F,59,46,B,81,B,81,47,C,77,80,N,N,N,N,N,SNOOK ISD,373,73,511,0,0,365,71.4,39,7.6,0,0,67,13.1,0,0,.,.,.,.,.,Y,B,.,6,REGION 06: HUNTSVILLE
27903,BURNET,27,82.5,0, ,87,43,74,62,91,98.3,95,B,85,67,C,73,53,B,86,B,86,35,C,72,82,N,N,N,N,N,BURNET CISD,2417,75.7,3192,0,0,1910,59.8,245,7.7,0,0,451,14.1,0,0,.,.,.,.,., ,B,.,13,REGION 13: AUSTIN
27904,BURNET,27,83.3,0, ,89.4,44,75,68,92,97.7,90,B,85,64,D,65,56,A,90,A,90,49,C,76,86,N,N,N,N,N,MARBLE FALLS ISD,3146,73.9,4255,0,0,2763,64.9,739,17.4,0,0,540,12.7,0,0,.,.,.,.,., ,B,.,13,REGION 13: AUSTIN
28902,CALDWELL,28,87.2,0, ,89.3,37,65,53,80,93.8,75,C,73,68,C,76,45,B,80,B,80,37,C,72,78,N,N,N,N,N,LOCKHART ISD,4562,74.8,6101,0,0,4389,71.9,1602,26.3,0,0,681,11.2,0,0,.,.,.,.,., ,C,.,13,REGION 13: AUSTIN
28903,CALDWELL,28,81.2,0, ,82.1,34,59,48,76,100,100,C,74,64,D,65,41,C,75,C,75,27,D,68,73,N,N,N,N,N,LULING ISD,1049,75,1399,0,0,1030,73.6,192,13.7,0,0,141,10.1,0,0,.,.,.,.,., ,C,.,13,REGION 13: AUSTIN
28906,CALDWELL,28,., , ,.,27,53,70,93,100,100,C,78,56,D,60,49,B,82,B,82,33,C,71,79,N,N, ,N,Y,PRAIRIE LEA ISD,.,.,216,0,0,168,77.8,17,7.9,.,.,19,8.8,.,.,.,.,.,.,., ,C,.,13,REGION 13: AUSTIN
29901,CALHOUN,29,86.5,0, ,82.6,51,82,55,83,95.2,85,B,83,66,C,70,53,B,88,B,88,80,B,86,87,N,N,N,N,N,CALHOUN COUNTY ISD,2823,73.6,3834,0,0,2583,67.4,447,11.7,0,0,332,8.7,0,0,.,.,.,.,., ,B,.,3,REGION 03: VICTORIA
30901,CALLAHAN,30,95.2,0, ,90.5,45,76,71,93,100,100,B,88,70,B,80,58,A,90,A,90,66,B,81,87,N,N,N,N,N,CROSS PLAINS ISD,254,74.7,340,0,0,210,61.8,7,2.1,0,0,34,10,0,0,.,.,.,.,., ,B,.,14,REGION 14: ABILENE
30902,CALLAHAN,30,88.5,0, ,89.4,47,79,81,95,100,100,A,90,65,D,69,64,A,91,A,91,72,B,83,89,N,N,N,N,N,CLYDE CISD,1107,76.2,1452,0,0,752,51.8,8,0.6,0,0,189,13,0,0,.,.,.,.,., ,B,.,14,REGION 14: ABILENE
30903,CALLAHAN,30,94.7,0, ,94.1,46,78,66,92,89.5,65,B,81,62,F,59,56,B,89,B,89,47,C,75,85,N,N,N,N,N,BAIRD ISD,202,71.4,283,0,0,185,65.4,2,0.7,0,0,38,13.4,0,0,.,.,.,.,., ,B,.,14,REGION 14: ABILENE
30906,CALLAHAN,30,85,0, ,85,55,86,68,92,100,100,A,91,75,B,89,62,A,90,A,90,81,B,87,90,N,N,N,N,N,EULA ISD,299,67.8,441,0,0,213,48.3,2,0.5,0,0,63,14.3,0,0,.,.,.,.,., ,A,.,14,REGION 14: ABILENE
31901,CAMERON,31,96.1,0, ,96.8,52,83,67,92,95.4,85,B,87,69,C,79,60,A,92,A,92,82,B,87,91,N,N,N,N,N,BROWNSVILLE ISD,32152,72.5,44356,9183,20.7,39260,88.5,15352,34.6,0,0,5364,12.1,0,0,.,.,.,.,., ,A,.,1,REGION 01: EDINBURG
31903,CAMERON,31,87.2,1, ,90.7,50,82,70,93,93.9,75,B,85,68,C,76,60,A,91,A,91,93,B,89,89,N,N,N,N,N,HARLINGEN CISD,13586,73.1,18574,341,1.8,14787,79.6,2564,13.8,0,0,1880,10.1,0,0,.,.,.,.,., ,B,.,1,REGION 01: EDINBURG
31905,CAMERON,31,98.7,0, ,99.6,46,78,72,93,96.2,90,B,86,67,C,73,59,A,91,A,91,58,C,78,87,N,N,N,N,N,LA FERIA ISD,2458,74.1,3315,0,0,2761,83.3,449,13.5,0,0,353,10.6,0,0,.,.,.,.,., ,B,.,1,REGION 01: EDINBURG
31906,CAMERON,31,1.6,1, ,2.2,60,90,69,92,95,85,A,90,70,B,80,65,A,93,A,93,96,A,96,94,N,N,N,N,N,LOS FRESNOS CISD,8127,75.8,10722,0,0,8447,78.8,2109,19.7,0,0,1178,11,0,0,.,.,.,.,., ,A,.,1,REGION 01: EDINBURG
