Region Code,TEA Region,County Number,County Name,ethnicity,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,enrolled_out_of_state,enrolled_out_of_state_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
02,Corpus Christi,162,MCMULLEN,All Ethnicities,12,12,1.00,11,0.92,1,0.08,11,0.92,5,0.42,4,0.33,0,0.00,9,0.75,1,0.08,5,0.42
02,Corpus Christi,178,NUECES,African American,228,202,0.89,166,0.73,27,0.12,124,0.54,40,0.18,67,0.29,0,0.00,107,0.47,12,0.05,22,0.10
02,Corpus Christi,178,NUECES,Hispanic,3000,2764,0.92,2212,0.74,505,0.17,1870,0.62,407,0.14,1012,0.34,0,0.00,1419,0.47,166,0.06,420,0.14
02,Corpus Christi,178,NUECES,White,1244,1168,0.94,1003,0.81,142,0.11,954,0.77,387,0.31,427,0.34,0,0.00,814,0.65,63,0.05,355,0.29
02,Corpus Christi,178,NUECES,Others,61,57,0.93,51,0.84,2,0.03,49,0.80,27,0.44,17,0.28,0,0.00,44,0.72,4,0.07,24,0.39
02,Corpus Christi,205,SAN PATRICIO,Hispanic,685,661,0.97,511,0.75,138,0.20,455,0.66,109,0.16,183,0.27,0,0.00,292,0.43,19,0.03,68,0.10
02,Corpus Christi,205,SAN PATRICIO,White,465,438,0.94,364,0.78,53,0.11,344,0.74,133,0.29,130,0.28,0,0.00,263,0.57,21,0.05,116,0.25
02,Corpus Christi,205,SAN PATRICIO,Other Ethnicities,48,41,0.85,32,0.67,5,0.10,31,0.65,12,0.25,9,0.19,0,0.00,21,0.44,1,0.02,6,0.13
03,Victoria,029,CALHOUN,Hispanic,157,148,0.94,127,0.81,23,0.15,113,0.72,12,0.08,59,0.38,0,0.00,71,0.45,3,0.02,21,0.13
03,Victoria,029,CALHOUN,White,118,110,0.93,106,0.90,2,0.02,95,0.81,13,0.11,58,0.49,0,0.00,71,0.60,2,0.02,29,0.25
03,Victoria,029,CALHOUN,Other Ethnicities,17,17,1.00,17,1.00,0,0.00,17,1.00,9,0.53,6,0.35,0,0.00,15,0.88,0,0.00,7,0.41
03,Victoria,045,COLORADO,African American,39,36,0.92,33,0.85,3,0.08,30,0.77,4,0.10,10,0.26,0,0.00,14,0.36,0,0.00,3,0.08
03,Victoria,045,COLORADO,Hispanic,73,68,0.93,58,0.80,6,0.08,49,0.67,3,0.04,22,0.30,0,0.00,25,0.34,3,0.04,7,0.10
03,Victoria,045,COLORADO,White,140,133,0.95,126,0.90,7,0.05,115,0.82,26,0.19,58,0.41,0,0.00,84,0.60,5,0.04,51,0.36
03,Victoria,062,DE WITT,Hispanic,133,126,0.95,79,0.59,37,0.28,67,0.50,7,0.05,31,0.23,0,0.00,38,0.29,3,0.02,10,0.08
03,Victoria,062,DE WITT,White,218,214,0.98,186,0.85,25,0.12,173,0.79,48,0.22,88,0.40,0,0.00,136,0.62,12,0.06,72,0.33
03,Victoria,062,DE WITT,Other Ethnicities,43,40,0.93,31,0.72,7,0.16,25,0.58,8,0.19,5,0.12,0,0.00,13,0.30,2,0.05,6,0.14
03,Victoria,088,GOLIAD,White,75,74,0.99,66,0.88,5,0.07,63,0.84,22,0.29,26,0.35,0,0.00,48,0.64,5,0.07,27,0.36
03,Victoria,088,GOLIAD,Other Ethnicities,53,52,0.98,36,0.68,16,0.30,42,0.79,4,0.08,15,0.28,0,0.00,19,0.36,2,0.04,4,0.08
03,Victoria,120,JACKSON,African American,12,11,0.92,11,0.92,0,0.00,9,0.75,1,0.08,5,0.42,0,0.00,6,0.50,0,0.00,1,0.08
03,Victoria,120,JACKSON,Hispanic,81,79,0.98,69,0.85,5,0.06,54,0.67,6,0.07,28,0.35,0,0.00,34,0.42,3,0.04,12,0.15
03,Victoria,120,JACKSON,White,164,158,0.96,149,0.91,7,0.04,136,0.83,39,0.24,71,0.43,0,0.00,110,0.67,3,0.02,58,0.35
03,Victoria,128,KARNES,Hispanic,119,107,0.90,98,0.82,10,0.08,86,0.72,4,0.03,32,0.27,0,0.00,36,0.30,1,0.01,15,0.13
03,Victoria,128,KARNES,Other Ethnicities,80,78,0.98,77,0.96,2,0.03,73,0.91,24,0.30,34,0.43,0,0.00,58,0.73,0,0.00,26,0.33
03,Victoria,143,LAVACA,White,141,136,0.97,128,0.91,2,0.01,124,0.88,22,0.16,73,0.52,0,0.00,95,0.67,8,0.06,56,0.40
03,Victoria,143,LAVACA,Other Ethnicities,30,30,1.00,26,0.87,1,0.03,23,0.77,1,0.03,6,0.20,0,0.00,7,0.23,0,0.00,2,0.07
03,Victoria,158,MATAGORDA,African American,83,83,1.00,65,0.78,17,0.21,43,0.52,13,0.16,28,0.34,0,0.00,41,0.49,16,0.19,13,0.16
03,Victoria,158,MATAGORDA,Hispanic,248,238,0.96,178,0.72,44,0.18,144,0.58,18,0.07,70,0.28,0,0.00,88,0.36,10,0.04,32,0.13
03,Victoria,158,MATAGORDA,White,262,254,0.97,226,0.86,18,0.07,171,0.65,51,0.20,122,0.47,0,0.00,173,0.66,39,0.15,95,0.36
03,Victoria,158,MATAGORDA,Others,18,18,1.00,18,1.00,0,0.00,18,1.00,9,0.50,6,0.33,0,0.00,15,0.83,0,0.00,8,0.44
03,Victoria,196,REFUGIO,Hispanic,62,55,0.89,51,0.82,9,0.15,47,0.76,5,0.08,22,0.36,0,0.00,27,0.44,0,0.00,7,0.11
03,Victoria,196,REFUGIO,Other Ethnicities,58,55,0.95,51,0.88,5,0.09,47,0.81,13,0.22,25,0.43,0,0.00,38,0.66,2,0.03,20,0.35
03,Victoria,235,VICTORIA,African American,81,77,0.95,61,0.75,14,0.17,47,0.58,8,0.10,28,0.35,0,0.00,36,0.44,7,0.09,9,0.11
03,Victoria,235,VICTORIA,Hispanic,630,587,0.93,407,0.65,163,0.26,317,0.50,38,0.06,200,0.32,0,0.00,238,0.38,39,0.06,51,0.08
03,Victoria,235,VICTORIA,White,463,416,0.90,361,0.78,57,0.12,307,0.66,69,0.15,207,0.45,0,0.00,276,0.60,48,0.10,112,0.24
03,Victoria,235,VICTORIA,Others,15,12,0.80,10,0.67,1,0.07,9,0.60,6,0.40,3,0.20,0,0.00,9,0.60,1,0.07,7,0.47
03,Victoria,241,WHARTON,Hispanic,251,236,0.94,203,0.81,28,0.11,153,0.61,9,0.04,94,0.38,0,0.00,103,0.41,10,0.04,30,0.12
03,Victoria,241,WHARTON,White,267,260,0.97,245,0.92,8,0.03,231,0.87,54,0.20,148,0.55,0,0.00,202,0.76,10,0.04,128,0.48
03,Victoria,241,WHARTON,Other Ethnicities,106,102,0.96,88,0.83,13,0.12,80,0.76,14,0.13,36,0.34,0,0.00,50,0.47,6,0.06,15,0.14
04,Houston,020,BRAZORIA,African American,402,385,0.96,323,0.80,63,0.16,293,0.73,107,0.27,144,0.36,0,0.00,251,0.62,22,0.05,85,0.21
04,Houston,020,BRAZORIA,Hispanic,1096,1043,0.95,816,0.75,200,0.18,717,0.65,85,0.08,411,0.38,0,0.00,496,0.45,52,0.05,156,0.14
04,Houston,020,BRAZORIA,White,2208,2123,0.96,1840,0.83,212,0.10,1684,0.76,404,0.18,951,0.43,0,0.00,1355,0.61,122,0.06,576,0.26
04,Houston,020,BRAZORIA,Others,116,111,0.96,103,0.89,5,0.04,97,0.84,50,0.43,38,0.33,0,0.00,88,0.76,5,0.04,45,0.39
04,Houston,036,CHAMBERS,Hispanic,66,63,0.96,60,0.91,4,0.06,50,0.76,8,0.12,24,0.36,0,0.00,32,0.49,3,0.05,14,0.21
04,Houston,036,CHAMBERS,White,323,308,0.95,280,0.87,19,0.06,255,0.79,81,0.25,138,0.43,0,0.00,219,0.68,20,0.06,120,0.37
04,Houston,036,CHAMBERS,Other Ethnicities,36,35,0.97,27,0.75,8,0.22,21,0.58,3,0.08,13,0.36,0,0.00,16,0.44,1,0.03,1,0.03
04,Houston,079,FORT BEND,African American,1772,1681,0.95,1474,0.83,188,0.11,1239,0.70,583,0.33,514,0.29,0,0.00,1097,0.62,148,0.08,325,0.18
04,Houston,079,FORT BEND,Hispanic,1608,1494,0.93,1232,0.77,258,0.16,989,0.62,204,0.13,484,0.30,0,0.00,688,0.43,81,0.05,223,0.14
04,Houston,079,FORT BEND,White,2224,2092,0.94,1926,0.87,128,0.06,1805,0.81,867,0.39,754,0.34,0,0.00,1621,0.73,138,0.06,901,0.41
04,Houston,079,FORT BEND,Others,950,913,0.96,883,0.93,23,0.02,850,0.90,515,0.54,226,0.24,0,0.00,741,0.78,34,0.04,479,0.50
04,Houston,084,GALVESTON,African American,828,777,0.94,597,0.72,172,0.21,493,0.60,159,0.19,318,0.38,0,0.00,477,0.58,95,0.12,117,0.14
04,Houston,084,GALVESTON,Hispanic,947,874,0.92,660,0.70,206,0.22,561,0.59,83,0.09,408,0.43,0,0.00,491,0.52,78,0.08,163,0.17
04,Houston,084,GALVESTON,White,3240,3046,0.94,2687,0.83,266,0.08,2401,0.74,841,0.26,1340,0.41,0,0.00,2181,0.67,244,0.08,1081,0.33
04,Houston,084,GALVESTON,Others,311,293,0.94,285,0.92,3,0.01,266,0.86,157,0.51,81,0.26,0,0.00,238,0.77,14,0.05,146,0.47
04,Houston,101,HARRIS,African American,11592,10689,0.92,8262,0.71,2302,0.20,6784,0.59,2531,0.22,3172,0.27,0,0.00,5703,0.49,1188,0.10,1285,0.11
04,Houston,101,HARRIS,Hispanic,20153,18507,0.92,13274,0.66,4760,0.24,11119,0.55,1685,0.08,5548,0.28,0,0.00,7233,0.36,1082,0.05,2003,0.10
04,Houston,101,HARRIS,White,16057,15063,0.94,13351,0.83,1464,0.09,12471,0.78,4601,0.29,5982,0.37,0,0.00,10583,0.66,962,0.06,5140,0.32
04,Houston,101,HARRIS,Others,2536,2385,0.94,2239,0.88,126,0.05,2117,0.84,1065,0.42,739,0.29,0,0.00,1804,0.71,140,0.06,1035,0.41
04,Houston,146,LIBERTY,African American,130,120,0.92,100,0.77,18,0.14,87,0.67,36,0.28,37,0.29,0,0.00,73,0.56,8,0.06,20,0.15
04,Houston,146,LIBERTY,Hispanic,164,152,0.93,111,0.68,36,0.22,93,0.57,9,0.05,42,0.26,0,0.00,51,0.31,6,0.04,12,0.07
04,Houston,146,LIBERTY,White,830,756,0.91,637,0.77,88,0.11,564,0.68,129,0.16,232,0.28,0,0.00,361,0.44,37,0.04,131,0.16
04,Houston,146,LIBERTY,Others,13,11,0.85,9,0.69,3,0.23,9,0.69,6,0.46,2,0.15,0,0.00,8,0.62,1,0.08,3,0.23
04,Houston,237,WALLER,Hispanic,174,168,0.97,137,0.79,29,0.17,108,0.62,23,0.13,25,0.14,0,0.00,48,0.28,2,0.01,16,0.09
04,Houston,237,WALLER,White,284,267,0.94,217,0.76,36,0.13,194,0.68,48,0.17,82,0.29,0,0.00,130,0.46,15,0.05,47,0.17
04,Houston,237,WALLER,Other Ethnicities,141,137,0.97,120,0.85,16,0.11,91,0.65,41,0.29,27,0.19,0,0.00,68,0.48,11,0.08,21,0.15
05,Beaumont,084,GALVESTON,All Ethnicities,18,17,0.94,16,0.89,1,0.06,10,0.56,5,0.28,6,0.33,0,0.00,11,0.61,4,0.22,3,0.17
05,Beaumont,100,HARDIN,African American,91,85,0.93,77,0.85,9,0.10,64,0.70,18,0.20,31,0.34,0,0.00,49,0.54,4,0.04,10,0.11
05,Beaumont,100,HARDIN,Hispanic,25,22,0.88,20,0.80,2,0.08,18,0.72,8,0.32,5,0.20,0,0.00,13,0.52,0,0.00,3,0.12
05,Beaumont,100,HARDIN,White,707,659,0.93,601,0.85,56,0.08,540,0.76,219,0.31,140,0.20,0,0.00,359,0.51,24,0.03,173,0.25
05,Beaumont,121,JASPER,African American,144,135,0.94,103,0.72,30,0.21,78,0.54,22,0.15,45,0.31,0,0.00,67,0.47,13,0.09,21,0.15
05,Beaumont,121,JASPER,White,404,368,0.91,326,0.81,26,0.06,260,0.64,80,0.20,112,0.28,0,0.00,192,0.48,26,0.06,69,0.17
05,Beaumont,121,JASPER,Other Ethnicities,20,17,0.85,14,0.70,1,0.05,8,0.40,3,0.15,2,0.10,0,0.00,5,0.25,0,0.00,1,0.05
05,Beaumont,123,JEFFERSON,African American,1508,1429,0.95,1132,0.75,264,0.18,836,0.55,392,0.26,364,0.24,0,0.00,756,0.50,160,0.11,169,0.11
05,Beaumont,123,JEFFERSON,Hispanic,378,355,0.94,316,0.84,20,0.05,210,0.56,46,0.12,77,0.20,0,0.00,123,0.33,15,0.04,58,0.15
05,Beaumont,123,JEFFERSON,White,1232,1163,0.94,986,0.80,153,0.12,868,0.71,400,0.33,329,0.27,0,0.00,729,0.59,79,0.06,376,0.31
05,Beaumont,123,JEFFERSON,Others,143,132,0.92,123,0.86,7,0.05,112,0.78,60,0.42,39,0.27,0,0.00,99,0.69,9,0.06,48,0.34
05,Beaumont,176,NEWTON,All Ethnicities,195,183,0.94,147,0.75,27,0.14,125,0.64,18,0.09,51,0.26,0,0.00,69,0.35,9,0.05,24,0.12
05,Beaumont,181,ORANGE,African American,141,133,0.94,108,0.77,23,0.16,97,0.69,34,0.24,51,0.36,0,0.00,85,0.60,8,0.06,18,0.13
05,Beaumont,181,ORANGE,Hispanic,46,43,0.94,36,0.78,6,0.13,34,0.74,2,0.04,20,0.44,0,0.00,22,0.48,0,0.00,8,0.17
05,Beaumont,181,ORANGE,White,1032,968,0.94,828,0.80,116,0.11,731,0.71,194,0.19,337,0.33,0,0.00,531,0.52,54,0.05,217,0.21
05,Beaumont,181,ORANGE,Others,12,11,0.92,11,0.92,1,0.08,10,0.83,2,0.17,7,0.58,0,0.00,9,0.75,0,0.00,4,0.33
05,Beaumont,229,TYLER,White,223,210,0.94,188,0.84,20,0.09,163,0.73,43,0.19,68,0.31,0,0.00,111,0.50,10,0.04,42,0.19
05,Beaumont,229,TYLER,Other Ethnicities,41,36,0.88,36,0.88,4,0.10,36,0.88,9,0.22,15,0.37,0,0.00,24,0.59,0,0.00,4,0.10
06,Huntsville,008,AUSTIN,Hispanic,90,83,0.92,71,0.79,8,0.09,56,0.62,6,0.07,15,0.17,0,0.00,21,0.23,3,0.03,7,0.08
06,Huntsville,008,AUSTIN,White,277,271,0.98,252,0.91,10,0.04,220,0.79,71,0.26,107,0.39,0,0.00,178,0.64,8,0.03,95,0.34
06,Huntsville,008,AUSTIN,Other Ethnicities,72,72,1.00,68,0.94,3,0.04,50,0.69,16,0.22,27,0.38,0,0.00,43,0.60,10,0.14,10,0.14
06,Huntsville,021,BRAZOS,African American,316,297,0.94,241,0.76,57,0.18,167,0.53,25,0.08,100,0.32,0,0.00,125,0.40,23,0.07,20,0.06
06,Huntsville,021,BRAZOS,Hispanic,433,390,0.90,317,0.73,59,0.14,237,0.55,34,0.08,109,0.25,0,0.00,143,0.33,20,0.05,46,0.11
06,Huntsville,021,BRAZOS,White,881,832,0.94,775,0.88,35,0.04,711,0.81,257,0.29,350,0.40,0,0.00,607,0.69,46,0.05,302,0.34
06,Huntsville,021,BRAZOS,Others,48,41,0.85,36,0.75,1,0.02,35,0.73,18,0.38,3,0.06,0,0.00,21,0.44,0,0.00,19,0.40
06,Huntsville,026,BURLESON,African American,55,47,0.86,37,0.67,13,0.24,27,0.49,3,0.05,21,0.38,0,0.00,24,0.44,9,0.16,4,0.07
06,Huntsville,026,BURLESON,Hispanic,40,37,0.93,31,0.78,8,0.20,27,0.68,0,0.00,14,0.35,0,0.00,14,0.35,2,0.05,4,0.10
06,Huntsville,026,BURLESON,White,139,134,0.96,117,0.84,18,0.13,106,0.76,33,0.24,46,0.33,0,0.00,79,0.57,4,0.03,38,0.27
06,Huntsville,093,GRIMES,African American,79,78,0.99,64,0.81,11,0.14,47,0.60,13,0.17,24,0.30,0,0.00,37,0.47,10,0.13,11,0.14
06,Huntsville,093,GRIMES,Hispanic,85,82,0.97,73,0.86,8,0.09,63,0.74,10,0.12,21,0.25,0,0.00,31,0.37,2,0.02,6,0.07
06,Huntsville,093,GRIMES,White,173,162,0.94,147,0.85,11,0.06,125,0.72,42,0.24,56,0.32,0,0.00,98,0.57,11,0.06,38,0.22
06,Huntsville,113,HOUSTON,African American,103,93,0.90,82,0.80,20,0.19,73,0.71,15,0.15,30,0.29,0,0.00,45,0.44,5,0.05,13,0.13
06,Huntsville,113,HOUSTON,Hispanic,21,16,0.76,12,0.57,7,0.33,12,0.57,1,0.05,4,0.19,0,0.00,5,0.24,0,0.00,1,0.05
06,Huntsville,113,HOUSTON,White,158,146,0.92,138,0.87,8,0.05,120,0.76,43,0.27,60,0.38,0,0.00,103,0.65,12,0.08,40,0.25
06,Huntsville,145,LEON,Hispanic,24,23,0.96,21,0.88,1,0.04,18,0.75,3,0.13,5,0.21,0,0.00,8,0.33,0,0.00,2,0.08
06,Huntsville,145,LEON,White,172,168,0.98,158,0.92,5,0.03,143,0.83,44,0.26,64,0.37,0,0.00,108,0.63,3,0.02,52,0.30
06,Huntsville,145,LEON,Other Ethnicities,21,20,0.95,20,0.95,1,0.05,15,0.71,2,0.10,7,0.33,0,0.00,9,0.43,0,0.00,2,0.10
06,Huntsville,154,MADISON,Hispanic,27,25,0.93,19,0.70,3,0.11,19,0.70,2,0.07,4,0.15,0,0.00,6,0.22,0,0.00,2,0.07
06,Huntsville,154,MADISON,White,122,117,0.96,106,0.87,7,0.06,95,0.78,32,0.26,31,0.25,0,0.00,63,0.52,5,0.04,32,0.26
06,Huntsville,154,MADISON,Other Ethnicities,26,25,0.96,22,0.85,3,0.12,19,0.73,4,0.15,9,0.35,0,0.00,13,0.50,2,0.08,2,0.08
06,Huntsville,166,MILAM,Hispanic,86,84,0.98,70,0.81,12,0.14,64,0.74,11,0.13,28,0.33,0,0.00,39,0.45,1,0.01,16,0.19
06,Huntsville,166,MILAM,White,164,159,0.97,141,0.86,19,0.12,130,0.79,40,0.24,61,0.37,0,0.00,101,0.62,4,0.02,53,0.32
06,Huntsville,166,MILAM,Other Ethnicities,50,49,0.98,43,0.86,6,0.12,41,0.82,13,0.26,11,0.22,0,0.00,24,0.48,0,0.00,10,0.20
06,Huntsville,170,MONTGOMERY,African American,233,219,0.94,167,0.72,53,0.23,160,0.69,53,0.23,70,0.30,0,0.00,123,0.53,14,0.06,27,0.12
06,Huntsville,170,MONTGOMERY,Hispanic,846,795,0.94,591,0.70,176,0.21,537,0.64,61,0.07,243,0.29,0,0.00,304,0.36,38,0.04,69,0.08
06,Huntsville,170,MONTGOMERY,White,3980,3673,0.92,3182,0.80,427,0.11,2925,0.74,974,0.25,1355,0.34,0,0.00,2329,0.59,216,0.05,990,0.25
06,Huntsville,170,MONTGOMERY,Others,91,87,0.96,74,0.81,10,0.11,64,0.70,28,0.31,21,0.23,0,0.00,49,0.54,6,0.07,26,0.29
06,Huntsville,187,POLK,Hispanic,72,70,0.97,59,0.82,6,0.08,45,0.63,4,0.06,16,0.22,0,0.00,20,0.28,3,0.04,7,0.10
06,Huntsville,187,POLK,White,356,324,0.91,289,0.81,27,0.08,238,0.67,51,0.14,105,0.30,0,0.00,156,0.44,7,0.02,56,0.16
06,Huntsville,187,POLK,Other Ethnicities,73,69,0.95,64,0.88,6,0.08,55,0.75,21,0.29,19,0.26,0,0.00,40,0.55,6,0.08,15,0.21
06,Huntsville,198,ROBERTSON,African American,87,86,0.99,83,0.95,3,0.03,61,0.70,8,0.09,26,0.30,0,0.00,34,0.39,0,0.00,3,0.03
06,Huntsville,198,ROBERTSON,White,121,116,0.96,108,0.89,5,0.04,93,0.77,24,0.20,37,0.31,0,0.00,61,0.50,2,0.02,33,0.27
06,Huntsville,198,ROBERTSON,Other Ethnicities,43,40,0.93,36,0.84,3,0.07,33,0.77,3,0.07,9,0.21,0,0.00,12,0.28,1,0.02,4,0.09
06,Huntsville,204,SAN JACINTO,African American,40,40,1.00,34,0.85,6,0.15,26,0.65,13,0.33,5,0.13,0,0.00,18,0.45,4,0.10,4,0.10
06,Huntsville,204,SAN JACINTO,Hispanic,23,21,0.91,16,0.70,5,0.22,18,0.78,1,0.04,6,0.26,0,0.00,7,0.30,0,0.00,2,0.09
06,Huntsville,204,SAN JACINTO,White,224,207,0.92,143,0.64,49,0.22,123,0.55,28,0.13,41,0.18,0,0.00,69,0.31,8,0.04,22,0.10
06,Huntsville,228,TRINITY,White,142,133,0.94,114,0.80,13,0.09,96,0.68,28,0.20,28,0.20,0,0.00,56,0.39,7,0.05,18,0.13
06,Huntsville,228,TRINITY,Other Ethnicities,41,39,0.95,30,0.73,8,0.20,27,0.66,6,0.15,8,0.20,0,0.00,14,0.34,1,0.02,3,0.07
06,Huntsville,236,WALKER,African American,161,153,0.95,125,0.78,25,0.16,109,0.68,25,0.16,35,0.22,0,0.00,60,0.37,4,0.02,9,0.06
06,Huntsville,236,WALKER,White,324,309,0.95,269,0.83,27,0.08,236,0.73,117,0.36,71,0.22,0,0.00,188,0.58,16,0.05,73,0.23
06,Huntsville,236,WALKER,Other Ethnicities,96,87,0.91,71,0.74,17,0.18,61,0.64,14,0.15,18,0.19,0,0.00,32,0.33,5,0.05,8,0.08
06,Huntsville,239,WASHINGTON,African American,124,120,0.97,92,0.74,24,0.19,65,0.52,17,0.14,39,0.32,0,0.00,56,0.45,13,0.11,15,0.12
06,Huntsville,239,WASHINGTON,White,241,238,0.99,220,0.91,14,0.06,210,0.87,72,0.30,94,0.39,0,0.00,166,0.69,7,0.03,108,0.45
06,Huntsville,239,WASHINGTON,Other Ethnicities,59,54,0.92,34,0.58,16,0.27,25,0.42,0,0.00,21,0.36,0,0.00,21,0.36,6,0.10,6,0.10
