Region Code,TEA Region,County Number,County Name,gender,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,enrolled_out_of_state,enrolled_out_of_state_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
02,Corpus Christi,178,NUECES,Female,2240,2065,0.92,1750,0.78,291,0.13,1517,0.68,486,0.22,816,0.36,0,0.00,1302,0.58,136,0.06,512,0.23
02,Corpus Christi,178,NUECES,Male,2293,2126,0.93,1682,0.73,385,0.17,1480,0.65,375,0.16,707,0.31,0,0.00,1082,0.47,109,0.05,309,0.14
02,Corpus Christi,205,SAN PATRICIO,Female,575,558,0.97,470,0.82,73,0.13,416,0.72,147,0.26,154,0.27,0,0.00,301,0.52,16,0.03,108,0.19
02,Corpus Christi,205,SAN PATRICIO,Male,623,582,0.93,437,0.70,123,0.20,414,0.67,107,0.17,168,0.27,0,0.00,275,0.44,25,0.04,82,0.13
03,Victoria,029,CALHOUN,Female,144,136,0.94,123,0.85,9,0.06,112,0.78,16,0.11,72,0.50,0,0.00,88,0.61,3,0.02,27,0.19
03,Victoria,029,CALHOUN,Male,148,139,0.94,127,0.86,16,0.11,113,0.76,18,0.12,51,0.35,0,0.00,69,0.47,2,0.01,30,0.20
03,Victoria,045,COLORADO,Female,124,118,0.95,107,0.86,7,0.06,92,0.74,18,0.15,45,0.36,0,0.00,63,0.51,5,0.04,37,0.30
03,Victoria,045,COLORADO,Male,128,119,0.93,110,0.86,9,0.07,102,0.80,15,0.12,45,0.35,0,0.00,60,0.47,3,0.02,24,0.19
03,Victoria,062,DE WITT,Female,188,182,0.97,150,0.80,23,0.12,132,0.70,35,0.19,71,0.38,0,0.00,106,0.56,11,0.06,51,0.27
03,Victoria,062,DE WITT,Male,206,198,0.96,146,0.71,46,0.22,133,0.65,28,0.14,53,0.26,0,0.00,81,0.39,6,0.03,37,0.18
03,Victoria,088,GOLIAD,Female,59,58,0.98,51,0.86,8,0.14,46,0.78,16,0.27,18,0.31,0,0.00,34,0.58,5,0.08,18,0.31
03,Victoria,088,GOLIAD,Male,69,68,0.99,51,0.74,13,0.19,59,0.86,10,0.15,23,0.33,0,0.00,33,0.48,2,0.03,13,0.19
03,Victoria,120,JACKSON,Female,125,120,0.96,113,0.90,2,0.02,97,0.78,30,0.24,53,0.42,0,0.00,83,0.66,5,0.04,44,0.35
03,Victoria,120,JACKSON,Male,132,128,0.97,116,0.88,10,0.08,102,0.77,16,0.12,51,0.39,0,0.00,67,0.51,1,0.01,27,0.21
03,Victoria,128,KARNES,Female,92,84,0.91,78,0.85,6,0.07,75,0.82,13,0.14,34,0.37,0,0.00,47,0.51,0,0.00,22,0.24
03,Victoria,128,KARNES,Male,107,101,0.94,97,0.91,6,0.06,84,0.79,15,0.14,32,0.30,0,0.00,47,0.44,1,0.01,19,0.18
03,Victoria,143,LAVACA,Female,87,86,0.99,78,0.90,1,0.01,74,0.85,13,0.15,45,0.52,0,0.00,58,0.67,2,0.02,29,0.33
03,Victoria,143,LAVACA,Male,84,80,0.95,76,0.91,2,0.02,73,0.87,10,0.12,34,0.41,0,0.00,44,0.52,6,0.07,29,0.35
03,Victoria,158,MATAGORDA,Female,312,302,0.97,260,0.83,26,0.08,199,0.64,58,0.19,127,0.41,0,0.00,185,0.59,33,0.11,85,0.27
03,Victoria,158,MATAGORDA,Male,299,291,0.97,227,0.76,53,0.18,177,0.59,33,0.11,99,0.33,0,0.00,132,0.44,32,0.11,63,0.21
03,Victoria,196,REFUGIO,Female,55,51,0.93,48,0.87,4,0.07,40,0.73,7,0.13,23,0.42,0,0.00,30,0.55,1,0.02,13,0.24
03,Victoria,196,REFUGIO,Male,65,59,0.91,54,0.83,10,0.15,54,0.83,11,0.17,24,0.37,0,0.00,35,0.54,1,0.02,14,0.22
03,Victoria,235,VICTORIA,Female,553,504,0.91,386,0.70,109,0.20,308,0.56,53,0.10,236,0.43,0,0.00,289,0.52,61,0.11,100,0.18
03,Victoria,235,VICTORIA,Male,636,588,0.93,453,0.71,126,0.20,372,0.59,68,0.11,202,0.32,0,0.00,270,0.43,34,0.05,79,0.12
03,Victoria,241,WHARTON,Female,303,295,0.97,275,0.91,14,0.05,237,0.78,42,0.14,137,0.45,0,0.00,179,0.59,11,0.04,89,0.29
03,Victoria,241,WHARTON,Male,321,303,0.94,261,0.81,35,0.11,227,0.71,35,0.11,141,0.44,0,0.00,176,0.55,15,0.05,84,0.26
04,Houston,020,BRAZORIA,Female,1847,1775,0.96,1551,0.84,182,0.10,1416,0.77,363,0.20,793,0.43,0,0.00,1156,0.63,90,0.05,497,0.27
04,Houston,020,BRAZORIA,Male,1975,1887,0.96,1531,0.78,298,0.15,1375,0.70,283,0.14,751,0.38,0,0.00,1034,0.52,111,0.06,365,0.19
04,Houston,036,CHAMBERS,Female,208,202,0.97,187,0.90,13,0.06,171,0.82,56,0.27,85,0.41,0,0.00,141,0.68,10,0.05,80,0.39
04,Houston,036,CHAMBERS,Male,217,204,0.94,180,0.83,18,0.08,155,0.71,36,0.17,90,0.42,0,0.00,126,0.58,14,0.06,55,0.25
04,Houston,079,FORT BEND,Female,3209,3048,0.95,2768,0.86,247,0.08,2458,0.77,1177,0.37,977,0.30,0,0.00,2154,0.67,207,0.06,1117,0.35
04,Houston,079,FORT BEND,Male,3345,3132,0.94,2747,0.82,350,0.11,2425,0.73,992,0.30,1001,0.30,0,0.00,1993,0.60,194,0.06,811,0.24
04,Houston,084,GALVESTON,Female,2529,2373,0.94,2060,0.82,249,0.10,1812,0.72,638,0.25,1068,0.42,0,0.00,1706,0.68,218,0.09,835,0.33
04,Houston,084,GALVESTON,Male,2797,2617,0.94,2169,0.78,398,0.14,1909,0.68,602,0.22,1079,0.39,0,0.00,1681,0.60,213,0.08,672,0.24
04,Houston,101,HARRIS,Female,24769,23151,0.94,19170,0.77,3482,0.14,16658,0.67,5423,0.22,8104,0.33,0,0.00,13527,0.55,1808,0.07,5601,0.23
04,Houston,101,HARRIS,Male,25569,23493,0.92,17956,0.70,5170,0.20,15833,0.62,4459,0.17,7337,0.29,0,0.00,11796,0.46,1564,0.06,3862,0.15
04,Houston,146,LIBERTY,Female,571,524,0.92,456,0.80,48,0.08,388,0.68,123,0.22,170,0.30,0,0.00,293,0.51,34,0.06,108,0.19
04,Houston,146,LIBERTY,Male,566,515,0.91,401,0.71,97,0.17,365,0.65,57,0.10,143,0.25,0,0.00,200,0.35,18,0.03,58,0.10
04,Houston,237,WALLER,Female,283,273,0.97,235,0.83,30,0.11,185,0.65,58,0.21,70,0.25,0,0.00,128,0.45,14,0.05,45,0.16
04,Houston,237,WALLER,Male,316,299,0.95,239,0.76,51,0.16,208,0.66,54,0.17,64,0.20,0,0.00,118,0.37,14,0.04,39,0.12
05,Beaumont,084,GALVESTON,Female,9,8,0.89,9,1.00,0,0.00,5,0.56,5,0.56,1,0.11,0,0.00,6,0.67,1,0.11,3,0.33
05,Beaumont,084,GALVESTON,Male,9,9,1.00,7,0.78,1,0.11,5,0.56,0,0.00,5,0.56,0,0.00,5,0.56,3,0.33,0,0.00
05,Beaumont,100,HARDIN,Female,392,371,0.95,343,0.88,28,0.07,309,0.79,143,0.37,87,0.22,0,0.00,230,0.59,15,0.04,106,0.27
05,Beaumont,100,HARDIN,Male,431,395,0.92,355,0.82,39,0.09,313,0.73,102,0.24,89,0.21,0,0.00,191,0.44,13,0.03,80,0.19
05,Beaumont,121,JASPER,Female,291,265,0.91,226,0.78,27,0.09,179,0.62,63,0.22,92,0.32,0,0.00,155,0.53,30,0.10,54,0.19
05,Beaumont,121,JASPER,Male,277,255,0.92,217,0.78,30,0.11,167,0.60,42,0.15,67,0.24,0,0.00,109,0.39,9,0.03,37,0.13
05,Beaumont,123,JEFFERSON,Female,1665,1581,0.95,1368,0.82,165,0.10,1067,0.64,521,0.31,435,0.26,0,0.00,956,0.57,140,0.08,411,0.25
05,Beaumont,123,JEFFERSON,Male,1596,1498,0.94,1189,0.75,279,0.18,959,0.60,377,0.24,374,0.23,0,0.00,751,0.47,123,0.08,240,0.15
05,Beaumont,176,NEWTON,Female,95,90,0.95,77,0.81,6,0.06,58,0.61,10,0.11,35,0.37,0,0.00,45,0.47,6,0.06,18,0.19
05,Beaumont,176,NEWTON,Male,100,93,0.93,70,0.70,21,0.21,67,0.67,8,0.08,16,0.16,0,0.00,24,0.24,3,0.03,6,0.06
05,Beaumont,181,ORANGE,Female,606,572,0.94,496,0.82,58,0.10,428,0.71,135,0.22,215,0.36,0,0.00,350,0.58,43,0.07,148,0.24
05,Beaumont,181,ORANGE,Male,625,583,0.93,487,0.78,88,0.14,444,0.71,97,0.16,200,0.32,0,0.00,297,0.48,19,0.03,99,0.16
05,Beaumont,229,TYLER,Female,127,121,0.95,113,0.89,5,0.04,96,0.76,35,0.28,33,0.26,0,0.00,68,0.54,5,0.04,25,0.20
05,Beaumont,229,TYLER,Male,137,125,0.91,111,0.81,19,0.14,103,0.75,17,0.12,50,0.37,0,0.00,67,0.49,5,0.04,21,0.15
06,Huntsville,008,AUSTIN,Female,204,198,0.97,185,0.91,9,0.04,150,0.74,47,0.23,69,0.34,0,0.00,116,0.57,9,0.04,55,0.27
06,Huntsville,008,AUSTIN,Male,235,228,0.97,206,0.88,12,0.05,176,0.75,46,0.20,80,0.34,0,0.00,126,0.54,12,0.05,57,0.24
06,Huntsville,021,BRAZOS,Female,816,761,0.93,677,0.83,64,0.08,569,0.70,184,0.23,283,0.35,0,0.00,467,0.57,52,0.06,216,0.27
06,Huntsville,021,BRAZOS,Male,862,799,0.93,692,0.80,88,0.10,581,0.67,150,0.17,279,0.32,0,0.00,429,0.50,37,0.04,171,0.20
06,Huntsville,026,BURLESON,Female,99,91,0.92,84,0.85,11,0.11,72,0.73,21,0.21,40,0.40,0,0.00,61,0.62,8,0.08,23,0.23
06,Huntsville,026,BURLESON,Male,135,127,0.94,101,0.75,28,0.21,88,0.65,15,0.11,41,0.30,0,0.00,56,0.42,7,0.05,23,0.17
06,Huntsville,093,GRIMES,Female,151,145,0.96,135,0.89,5,0.03,110,0.73,37,0.25,55,0.36,0,0.00,92,0.61,14,0.09,31,0.21
06,Huntsville,093,GRIMES,Male,186,177,0.95,149,0.80,25,0.13,125,0.67,28,0.15,46,0.25,0,0.00,74,0.40,9,0.05,24,0.13
06,Huntsville,113,HOUSTON,Female,146,137,0.94,121,0.83,14,0.10,107,0.73,32,0.22,54,0.37,0,0.00,86,0.59,12,0.08,34,0.23
06,Huntsville,113,HOUSTON,Male,136,118,0.87,111,0.82,21,0.15,98,0.72,27,0.20,40,0.29,0,0.00,67,0.49,5,0.04,20,0.15
06,Huntsville,145,LEON,Female,103,100,0.97,91,0.88,6,0.06,85,0.83,28,0.27,39,0.38,0,0.00,67,0.65,2,0.02,35,0.34
06,Huntsville,145,LEON,Male,114,111,0.97,108,0.95,1,0.01,91,0.80,21,0.18,37,0.33,0,0.00,58,0.51,1,0.01,21,0.18
06,Huntsville,154,MADISON,Female,97,94,0.97,82,0.85,7,0.07,73,0.75,24,0.25,26,0.27,0,0.00,50,0.52,4,0.04,23,0.24
06,Huntsville,154,MADISON,Male,78,73,0.94,65,0.83,6,0.08,60,0.77,14,0.18,18,0.23,0,0.00,32,0.41,3,0.04,13,0.17
06,Huntsville,166,MILAM,Female,151,147,0.97,135,0.89,12,0.08,125,0.83,34,0.23,51,0.34,0,0.00,85,0.56,2,0.01,43,0.29
06,Huntsville,166,MILAM,Male,149,145,0.97,119,0.80,25,0.17,110,0.74,30,0.20,49,0.33,0,0.00,79,0.53,3,0.02,36,0.24
06,Huntsville,170,MONTGOMERY,Female,2475,2302,0.93,1971,0.80,263,0.11,1770,0.72,566,0.23,892,0.36,0,0.00,1458,0.59,142,0.06,631,0.26
06,Huntsville,170,MONTGOMERY,Male,2675,2472,0.92,2043,0.76,403,0.15,1916,0.72,550,0.21,797,0.30,0,0.00,1347,0.50,132,0.05,481,0.18
06,Huntsville,187,POLK,Female,226,212,0.94,187,0.83,16,0.07,155,0.69,37,0.16,76,0.34,0,0.00,113,0.50,10,0.04,44,0.20
06,Huntsville,187,POLK,Male,275,251,0.91,225,0.82,23,0.08,183,0.67,39,0.14,64,0.23,0,0.00,103,0.38,6,0.02,34,0.12
06,Huntsville,198,ROBERTSON,Female,122,120,0.98,116,0.95,3,0.02,92,0.75,16,0.13,37,0.30,0,0.00,53,0.43,1,0.01,21,0.17
06,Huntsville,198,ROBERTSON,Male,129,122,0.95,111,0.86,8,0.06,95,0.74,19,0.15,35,0.27,0,0.00,54,0.42,2,0.02,19,0.15
06,Huntsville,204,SAN JACINTO,Female,129,119,0.92,87,0.67,23,0.18,74,0.57,25,0.19,27,0.21,0,0.00,52,0.40,6,0.05,21,0.16
06,Huntsville,204,SAN JACINTO,Male,158,149,0.94,106,0.67,37,0.23,93,0.59,17,0.11,25,0.16,0,0.00,42,0.27,6,0.04,7,0.04
06,Huntsville,228,TRINITY,Female,91,84,0.92,68,0.75,9,0.10,59,0.65,18,0.20,19,0.21,0,0.00,37,0.41,5,0.05,11,0.12
06,Huntsville,228,TRINITY,Male,92,88,0.96,76,0.83,12,0.13,64,0.70,16,0.17,17,0.19,0,0.00,33,0.36,3,0.03,10,0.11
06,Huntsville,236,WALKER,Female,273,260,0.95,233,0.85,21,0.08,198,0.73,83,0.30,59,0.22,0,0.00,142,0.52,13,0.05,57,0.21
06,Huntsville,236,WALKER,Male,308,289,0.94,232,0.75,48,0.16,208,0.68,73,0.24,65,0.21,0,0.00,138,0.45,12,0.04,33,0.11
06,Huntsville,239,WASHINGTON,Female,201,195,0.97,179,0.89,13,0.06,151,0.75,39,0.19,88,0.44,0,0.00,127,0.63,17,0.08,71,0.35
06,Huntsville,239,WASHINGTON,Male,223,217,0.97,167,0.75,41,0.18,149,0.67,50,0.22,66,0.30,0,0.00,116,0.52,9,0.04,58,0.26
07,Kilgore,001,ANDERSON,Female,309,301,0.97,253,0.82,34,0.11,231,0.75,26,0.08,137,0.44,0,0.00,163,0.53,10,0.03,68,0.22
07,Kilgore,001,ANDERSON,Male,368,338,0.92,285,0.77,51,0.14,256,0.70,55,0.15,101,0.27,0,0.00,156,0.42,17,0.05,50,0.14
07,Kilgore,003,ANGELINA,Female,617,595,0.96,533,0.86,47,0.08,474,0.77,109,0.18,256,0.42,0,0.00,365,0.59,21,0.03,147,0.24
07,Kilgore,003,ANGELINA,Male,610,576,0.94,509,0.83,58,0.10,447,0.73,90,0.15,219,0.36,0,0.00,309,0.51,22,0.04,104,0.17
07,Kilgore,037,CHEROKEE,Female,283,264,0.93,230,0.81,24,0.08,167,0.59,31,0.11,119,0.42,0,0.00,150,0.53,22,0.08,61,0.22
07,Kilgore,037,CHEROKEE,Male,309,288,0.93,234,0.76,48,0.16,200,0.65,35,0.11,89,0.29,0,0.00,124,0.40,14,0.05,44,0.14
07,Kilgore,092,GREGG,Female,851,808,0.95,715,0.84,72,0.08,626,0.74,157,0.18,357,0.42,0,0.00,514,0.60,35,0.04,226,0.27
07,Kilgore,092,GREGG,Male,949,890,0.94,768,0.81,94,0.10,652,0.69,136,0.14,337,0.36,0,0.00,473,0.50,29,0.03,193,0.20
07,Kilgore,102,HARRISON,Female,471,426,0.90,378,0.80,49,0.10,352,0.75,87,0.19,191,0.41,0,0.00,278,0.59,17,0.04,122,0.26
07,Kilgore,102,HARRISON,Male,536,477,0.89,419,0.78,65,0.12,364,0.68,91,0.17,179,0.33,0,0.00,270,0.50,28,0.05,91,0.17
07,Kilgore,107,HENDERSON,Female,383,358,0.94,322,0.84,33,0.09,276,0.72,37,0.10,197,0.51,0,0.00,234,0.61,27,0.07,103,0.27
07,Kilgore,107,HENDERSON,Male,440,411,0.93,356,0.81,46,0.11,314,0.71,35,0.08,162,0.37,0,0.00,197,0.45,19,0.04,78,0.18
07,Kilgore,174,NACOGDOCHES,Female,400,379,0.95,316,0.79,51,0.13,266,0.67,96,0.24,109,0.27,0,0.00,205,0.51,25,0.06,92,0.23
07,Kilgore,174,NACOGDOCHES,Male,379,361,0.95,295,0.78,52,0.14,258,0.68,81,0.21,80,0.21,0,0.00,161,0.43,14,0.04,66,0.17
07,Kilgore,183,PANOLA,Female,131,123,0.94,107,0.82,9,0.07,95,0.73,14,0.11,75,0.57,0,0.00,89,0.68,9,0.07,46,0.35
07,Kilgore,183,PANOLA,Male,146,133,0.91,120,0.82,16,0.11,95,0.65,11,0.08,58,0.40,0,0.00,69,0.47,8,0.05,27,0.19
07,Kilgore,190,RAINS,Female,60,57,0.95,53,0.88,2,0.03,42,0.70,12,0.20,24,0.40,0,0.00,36,0.60,5,0.08,8,0.13
07,Kilgore,190,RAINS,Male,79,74,0.94,72,0.91,3,0.04,58,0.73,6,0.08,20,0.25,0,0.00,26,0.33,0,0.00,9,0.11
07,Kilgore,201,RUSK,Female,290,273,0.94,240,0.83,21,0.07,198,0.68,43,0.15,116,0.40,0,0.00,159,0.55,20,0.07,67,0.23
07,Kilgore,201,RUSK,Male,312,286,0.92,244,0.78,43,0.14,204,0.65,31,0.10,118,0.38,0,0.00,149,0.48,16,0.05,43,0.14
07,Kilgore,202,SABINE,Female,54,51,0.94,50,0.93,1,0.02,41,0.76,9,0.17,22,0.41,0,0.00,31,0.57,4,0.07,12,0.22
07,Kilgore,202,SABINE,Male,65,58,0.89,50,0.77,9,0.14,47,0.72,10,0.15,18,0.28,0,0.00,28,0.43,1,0.02,12,0.19
07,Kilgore,203,SAN AUGUSTINE,Female,51,49,0.96,47,0.92,2,0.04,35,0.69,7,0.14,17,0.33,0,0.00,24,0.47,4,0.08,7,0.14
07,Kilgore,203,SAN AUGUSTINE,Male,64,61,0.95,58,0.91,3,0.05,52,0.81,11,0.17,19,0.30,0,0.00,30,0.47,1,0.02,11,0.17
07,Kilgore,210,SHELBY,Female,186,175,0.94,149,0.80,16,0.09,126,0.68,27,0.15,71,0.38,0,0.00,98,0.53,9,0.05,46,0.25
07,Kilgore,210,SHELBY,Male,185,175,0.95,138,0.75,29,0.16,122,0.66,18,0.10,48,0.26,0,0.00,66,0.36,1,0.01,23,0.12
07,Kilgore,212,SMITH,Female,1170,1089,0.93,937,0.80,127,0.11,766,0.66,167,0.14,494,0.42,0,0.00,661,0.57,92,0.08,283,0.24
07,Kilgore,212,SMITH,Male,1230,1137,0.92,953,0.78,184,0.15,815,0.66,145,0.12,463,0.38,0,0.00,608,0.49,69,0.06,190,0.15
07,Kilgore,230,UPSHUR,Female,270,252,0.93,229,0.85,16,0.06,202,0.75,56,0.21,117,0.43,0,0.00,173,0.64,16,0.06,74,0.27
07,Kilgore,230,UPSHUR,Male,259,238,0.92,218,0.84,22,0.08,193,0.75,34,0.13,101,0.39,0,0.00,135,0.52,8,0.03,43,0.17
07,Kilgore,234,VAN ZANDT,Female,181,167,0.92,156,0.86,6,0.03,136,0.75,24,0.13,76,0.42,0,0.00,100,0.55,7,0.04,47,0.26
07,Kilgore,234,VAN ZANDT,Male,214,202,0.94,178,0.83,18,0.08,153,0.72,15,0.07,80,0.37,0,0.00,95,0.44,8,0.04,34,0.16
07,Kilgore,250,WOOD,Female,225,212,0.94,200,0.89,8,0.04,164,0.73,33,0.15,87,0.39,0,0.00,120,0.53,12,0.05,48,0.21
07,Kilgore,250,WOOD,Male,235,218,0.93,202,0.86,15,0.06,171,0.73,25,0.11,72,0.31,0,0.00,97,0.41,5,0.02,31,0.13
08,Mt. Pleasant,019,BOWIE,Female,621,576,0.93,528,0.85,35,0.06,454,0.73,72,0.12,308,0.50,0,0.00,380,0.61,50,0.08,133,0.21
08,Mt. Pleasant,019,BOWIE,Male,637,582,0.91,508,0.80,48,0.08,445,0.70,55,0.09,235,0.37,0,0.00,290,0.46,27,0.04,78,0.12
08,Mt. Pleasant,032,CAMP,Female,97,92,0.95,88,0.91,3,0.03,67,0.69,9,0.09,41,0.42,0,0.00,50,0.52,6,0.06,19,0.20
08,Mt. Pleasant,032,CAMP,Male,91,89,0.98,75,0.82,12,0.13,62,0.68,7,0.08,33,0.36,0,0.00,40,0.44,5,0.05,10,0.11
08,Mt. Pleasant,034,CASS,Female,205,193,0.94,179,0.87,4,0.02,147,0.72,16,0.08,84,0.41,0,0.00,100,0.49,8,0.04,36,0.18
08,Mt. Pleasant,034,CASS,Male,252,240,0.95,223,0.89,10,0.04,196,0.78,26,0.10,83,0.33,0,0.00,109,0.43,5,0.02,41,0.16
08,Mt. Pleasant,060,DELTA,Female,39,36,0.92,35,0.90,1,0.03,29,0.74,7,0.18,17,0.44,0,0.00,24,0.62,3,0.08,14,0.36
08,Mt. Pleasant,060,DELTA,Male,52,50,0.96,47,0.90,3,0.06,43,0.83,5,0.10,19,0.37,0,0.00,24,0.46,3,0.06,6,0.12
08,Mt. Pleasant,080,FRANKLIN,Female,67,66,0.99,65,0.97,1,0.01,58,0.87,11,0.16,34,0.51,0,0.00,45,0.67,4,0.06,22,0.33
08,Mt. Pleasant,080,FRANKLIN,Male,62,60,0.97,58,0.94,0,0.00,47,0.76,10,0.16,24,0.39,0,0.00,34,0.55,4,0.06,15,0.24
08,Mt. Pleasant,112,HOPKINS,Female,224,215,0.96,205,0.92,8,0.04,166,0.74,35,0.16,102,0.46,0,0.00,137,0.61,18,0.08,53,0.24
08,Mt. Pleasant,112,HOPKINS,Male,240,231,0.96,221,0.92,7,0.03,189,0.79,38,0.16,84,0.35,0,0.00,122,0.51,10,0.04,44,0.18
08,Mt. Pleasant,139,LAMAR,Female,351,338,0.96,296,0.84,25,0.07,253,0.72,46,0.13,188,0.54,0,0.00,234,0.67,27,0.08,98,0.28
08,Mt. Pleasant,139,LAMAR,Male,340,322,0.95,280,0.82,30,0.09,247,0.73,34,0.10,144,0.42,0,0.00,178,0.52,19,0.06,60,0.18
08,Mt. Pleasant,155,MARION,Female,57,53,0.93,45,0.79,5,0.09,38,0.67,10,0.18,22,0.39,0,0.00,32,0.56,6,0.11,15,0.26
08,Mt. Pleasant,155,MARION,Male,66,64,0.97,47,0.71,15,0.23,41,0.62,7,0.11,21,0.32,0,0.00,28,0.42,2,0.03,10,0.15
08,Mt. Pleasant,172,MORRIS,Female,93,90,0.97,76,0.82,8,0.09,63,0.68,10,0.11,47,0.51,0,0.00,57,0.61,5,0.05,21,0.23
