REGION,RPETALLC,RPETSPEC,RPETLEPC,RPETECOC,RPETNEDC,RPETGIFC,RPETBILC,RPETRSKC,RPETDSLC,RPET504C,RPETTT1C,RPETHOMC,RPETIMMC,RPETFOSC,RPETMIGC,RPETMLCC,RPETGEEC,RPETGPKC,RPETGKNC,RPETG01C,RPETG02C,RPETG03C,RPETG04C,RPETG05C,RPETG06C,RPETG07C,RPETG08C,RPETG09C,RPETG10C,RPETG11C,RPETG12C,RPETHISC,RPETBLAC,RPETWHIC,RPETINDC,RPETASIC,RPETPCIC,RPETTWOC,RPETMALC,RPETFEMC,RAUND22C,RAUND22D,RAUND22R,RPETATTC,RPETATTD,RPETATTP,RPETDISD,RPETDISC,RPETDISP,RPETSIMC,RPETSINC,RPETSPHC,RPETSBHC,RPETSAUC,RPETSNOC,RPETSINP,RPETSPHP,RPETSBHP,RPETSAUP,RPETSNOP,RPERRAKR,RPERRA1R,RPERRA2R,RPERRA3R,RPERRA4R,RPERRA5R,RPERRA6R,RPERRA7R,RPERRA8R,RPERRA9R,RPERSAKR,RPERSA1R,RPERSA2R,RPERSA3R,RPERSA4R,RPERSA5R,RPERSA6R,RPERSA7R,RPERSA8R,RPERSA9R,RPETWHIP,RPETBLAP,RPETHISP,RPETINDP,RPETASIP,RPETPCIP,RPETTWOP,RPETECOP,RPETNEDP,RPETRSKP,RPETLEPP,RPETSPEP,RPETBILP,RPETGIFP,RPETDSLP,RPET504P,RPETTT1P,RPETHOMP,RPETIMMP,RPETFOSP,RPETMIGP,RPETMLCP,RPETGEEP,RPETGPKP,RPETGKNP,RPETG01P,RPETG02P,RPETG03P,RPETG04P,RPETG05P,RPETG06P,RPETG07P,RPETG08P,RPETG09P,RPETG10P,RPETG11P,RPETG12P,RPETMALP,RPETFEMP,RPNTALLC,RPNTALLP,RPNTGEEC,RPNTGEEP,RPNTGPKC,RPNTGPKP,RPNTGKNC,RPNTGKNP,RPNTG01C,RPNTG01P,RPNTG02C,RPNTG02P,RPNTG03C,RPNTG03P,RPNTG04C,RPNTG04P,RPNTG05C,RPNTG05P,RPNTG06C,RPNTG06P,RPNTG07C,RPNTG07P,RPNTG08C,RPNTG08P,RPNTG09C,RPNTG09P,RPNTG10C,RPNTG10P,RPNTG11C,RPNTG11P,RPNTG12C,RPNTG12P,RPNTBLAC,RPNTBLAP,RPNTHISC,RPNTHISP,RPNTWHIC,RPNTWHIP,RPNTINDC,RPNTINDP,RPNTASIC,RPNTASIP,RPNTPCIC,RPNTPCIP,RPNTTWOC,RPNTTWOP,RPNTFEMC,RPNTFEMP,RPNTMALC,RPNTMALP,RPNTECOC,RPNTECOP,RPNTNEDC,RPNTNEDP,RPNT504C,RPNT504P,RPNTLEPC,RPNTLEPP,RPNTDSLC,RPNTDSLP,RPNTFOSC,RPNTFOSP,RPNTHOMC,RPNTHOMP,RPNTIMMC,RPNTIMMP,RPNTMIGC,RPNTMIGP,RPNTTT1C,RPNTTT1P,RPNTMLCC,RPNTMLCP,RPNTRSKC,RPNTRSKP,RPNTBILC,RPNTBILP,RPNTGIFC,RPNTGIFP,RPNTSPEC,RPNTSPEP,RPEMALLT,RPEMECOT,RPEMLEPT,RPEMSPET,RPEMALLC,RPEMINDC,RPEMPCIC,RPEMASIC,RPEMBLAC,RPEMHISC,RPEMWHIC,RPEMTWOC,RPEMECOC,RPEMLEPC,RPEMSPEC,RPEMALLP,RPEMINDP,RPEMASIP,RPEMPCIP,RPEMTWOP,RPEMBLAP,RPEMHISP,RPEMWHIP,RPEMECOP,RPEMLEPP,RPEMSPEP,RPCTSOCS,RPCTSOCC,RPCTSCIS,RPCTSCIC,RPCTMATS,RPCTMATC,RPCTG06S,RPCTG06C,RPCTG05S,RPCTG05C,RPCTG04S,RPCTG04C,RPCTG03S,RPCTG03C,RPCTG02S,RPCTG02C,RPCTG01S,RPCTG01C,RPCTGMES,RPCTGMEC,RPCTGKGS,RPCTGKGC,RPCTFLAS,RPCTFLAC,RPCTENGS,RPCTENGC,RPCTSOCA,RPCTSCIA,RPCTMATA,RPCTGMEA,RPCTGKGA,RPCTG06A,RPCTG05A,RPCTG04A,RPCTG03A,RPCTG02A,RPCTG01A,RPCTFLAA,RPCTENGA,RPSTTOFC,RPSUTOFC,RPSSTOFC,RPSCTOFC,RPSETOFC,RPSTTOST,RPSUTOST,RPSSTOST,RPSCTOST,RPST00FC,RPST01FC,RPST06FC,RPST11FC,RPST21FC,RPST30FC,RPST00ST,RPST01ST,RPST06ST,RPST11ST,RPST21ST,RPST30ST,RPSTNOFC,RPSTBAFC,RPSTMSFC,RPSTPHFC,RPSPCOFC,RPSECOFC,RPSPTOFC,RPSRTOPC,RPSRTOFC,RPSBTOPC,RPSBTOFC,RPSXTOFC,RPSATOFC,RPSOTOFC,RPSTINFC,RPSTPIFC,RPSTASFC,RPSTBLFC,RPSTHIFC,RPSTWHFC,RPSTTWFC,RPSTMAFC,RPSTFEFC,RPSXCOFC,RPSTREFC,RPSTVOFC,RPSTBIFC,RPSTCOFC,RPSTGIFC,RPSTSPFC,RPSTOPFC,RPSTURNN,RPSTURND,RPSTURNR,RPSTFTEC,RPSTTENA,RPSTEXPA,RPSAMIFC,RPSTEXPT,RPSTTENT,RPSPTOFP,RPSTTOFP,RPSUTOFP,RPSSTOFP,RPSCTOFP,RPSETOFP,RPSXTOFP,RPSAMIFP,RPSTNOFP,RPSTBAFP,RPSTMSFP,RPSTPHFP,RPST00FP,RPST01FP,RPST06FP,RPST11FP,RPST21FP,RPST30FP,RPSTREFP,RPSTVOFP,RPSTBIFP,RPSTCOFP,RPSTGIFP,RPSTSPFP,RPSTOPFP,RPSTBLFP,RPSTWHFP,RPSTHIFP,RPSTPIFP,RPSTINFP,RPSTASFP,RPSTTWFP,RPSTMAFP,RPSTFEFP,RPSTKIDR,RPST00SA,RPST01SA,RPST06SA,RPST11SA,RPST21SA,RPST30SA,RPSTTOSA,RPSUTOSA,RPSSTOSA,RPSCTOSA,RPSHEXPA,RPSHTENA,RPSLEXPA,RPSLTENA,RPSHEXPT,RPSHTENT,RPSLEXPT,RPSLTENT,RPSHFTEC,RPSLFTEC,RPFEIERP,RPSAINHP,RA0GR22N,RA0GM22N,RA0GH22N,RA0GE22N,RA0GA22N,RA0GN22N,RB0GR22N,RH0GR22N,RW0GR22N,RI0GR22N,R30GR22N,R40GR22N,R20GR22N,RE0GR22N,RS0GR22N,RL0GR22N,RR0GR22N,RA0GH22P,RA0GN22P,RA0GE22P,RA0GA22P,RA0GR22R,RB0GR22R,RH0GR22R,RW0GR22R,RI0GR22R,R30GR22R,R40GR22R,R20GR22R,RE0GR22R,RS0GR22R,RL0GR22R,RR0GR22R,RA0GM22P
"'01",438819,48849,181404,375815,63004,34779,185079,297748,17384,25821,429045,5655,5776,534,7709,4373,454,28111,28352,31095,31456,30958,30425,30551,32276,32523,33958,37429,33158,29373,28700,420293,6107,9219,249,2057,130,764,223466,215353,690,205132,0.3,51789,334317,15.5,448465,6143,1.4,48849,23790,7535,9292,7419,813,48.7,15.4,19,15.2,1.7,1.2,4.1,2.9,1.3,0.4,0.2,0.3,0.5,0.4,8.9,2.4,4.3,3.4,1.2,0.4,0.4,0.4,0.6,0.6,13.4,2.1,1.4,95.8,0.1,0.5,0,0.2,85.6,14.4,67.9,41.3,11.1,42.2,7.9,4,5.9,97.8,1.3,1.3,0.1,1.8,1,0.1,6.4,6.5,7.1,7.2,7.1,6.9,7,7.4,7.4,7.7,8.5,7.6,6.7,6.5,50.9,49.1,439336,100,704,0.2,28149,6.4,28364,6.5,31103,7.1,31467,7.2,30971,7,30435,6.9,30573,7,32287,7.3,32547,7.4,33974,7.7,37446,8.5,33172,7.6,29380,6.7,28764,6.5,6107,1.4,420760,95.8,9267,2.1,249,0.1,2058,0.5,130,0,765,0.2,215557,49.1,223779,50.9,376195,85.6,63141,14.4,25835,5.9,181501,41.3,17395,4,535,0.1,5658,1.3,5778,1.3,7718,1.8,429519,97.8,4373,1,297954,67.8,185171,42.1,34785,7.9,49147,11.2,409239,344777,162919,48508,79762,37,26,198,1081,76531,1732,157,69829,35278,10695,19.5,0,0,0,0,0.3,18.7,0.4,20.3,21.7,22,189567,10814,184934,10718,191498,11438,23630.8,1227.8,18916.4,886,17543.9,868.9,18357.5,902.1,19630.3,956.4,19597.6,943.7,2312.2,88.2,19728.4,952.2,77251,4469,220074,14113,17.5,17.3,16.7,26.2,20.7,19.2,21.4,20.2,20.3,20.5,20.8,17.3,15.6,28710.4,6683.6,1965.3,670.6,7367.2,1743409834.7,488499297.8,168813942.2,74316451.5,1687.4,7223.1,5229.3,9301.7,4319,949.8,91314640.6,405430450.7,305150227.2,578340195.8,292261305.1,70913015.3,539.9,21923.6,6169.9,77,34.4,6,38029.9,113,1301,24,455,21227.1,66624.2,23.7,26.9,15.4,188.5,465.6,26193.9,1768,52.2,8413.5,20296.9,31.6,20866.4,1618.9,2390.6,273.3,1023.8,2139.2,398.1,3780.4,28865.9,13.1,31255.7,10.2,12.3,63413,382990,317780.7,57.1,43.1,10,2.9,1,11.1,31.9,95.2,1.9,76.4,21.5,0.3,5.9,25.2,18.2,32.4,15,3.3,72.7,5.6,8.3,1,3.6,7.5,1.4,1.6,6.2,91.2,0.1,0.1,0.7,0.2,29.3,70.7,15.3,54115,56130,58353,62176,67668,74661,60724,73089,85896,110825,6.6,6.2,5.7,5.4,4635,4316,7155,6744,698,1259,60,58.3,29451,9,12,673,26567,2190,97,28766,416,10,125,3,34,24002,2528,6671,15057,0,7.4,2.3,90.2,100,0.3,97.7,1.4,0,0.4,0,0.1,81.5,8.6,22.7,51.1,0
"'02",95778,12462,5285,66128,29650,4925,5088,52258,5443,8433,83569,1553,302,268,296,2425,222,4357,6164,6988,6975,7043,6856,6809,6869,7014,7436,8426,7398,6696,6525,72237,2074,18631,123,1190,98,1425,49319,46459,184,47141,0.4,11563,70864,16.3,100566,2058,2,12462,5175,2742,2630,1749,166,41.5,22,21.1,14,1.3,1.6,3.3,2.3,1.1,0.8,0.4,0.7,0.5,0.6,9.2,3.8,5.4,2.9,1.2,1.5,0.9,0.6,0.8,0.7,13.2,19.5,2.2,75.4,0.1,1.2,0.1,1.5,69,31,54.6,5.5,13,5.3,5.1,5.7,8.8,87.3,1.6,0.3,0.3,0.3,2.5,0.2,4.5,6.4,7.3,7.3,7.4,7.2,7.1,7.2,7.3,7.8,8.8,7.7,7,6.8,51.5,48.5,96042,100,410,0.4,4370,4.6,6190,6.4,6998,7.3,6978,7.3,7046,7.3,6862,7.1,6814,7.1,6871,7.2,7014,7.3,7436,7.7,8427,8.8,7399,7.7,6699,7,6528,6.8,2080,2.2,72426,75.4,18696,19.5,124,0.1,1190,1.2,98,0.1,1428,1.5,46556,48.5,49486,51.5,66247,69,29795,31,8435,8.8,5294,5.5,5446,5.7,270,0.3,1555,1.6,302,0.3,296,0.3,83824,87.3,2428,2.5,52284,54.4,5104,5.3,4925,5.1,12689,13.2,93920,65864,4632,12363,15896,34,16,122,627,11922,2915,260,12421,770,2372,16.9,0,0.1,0,0.3,0.7,12.7,3.1,18.9,16.6,19.2,41760,2187,43841,2348,43139,2411,4669.5,250.7,6100.7,307.9,5985,318.7,6175,328.8,6080.8,329,6271.1,331.3,430,13.6,5685.5,311.8,16326,818,47323,2816,19.1,18.7,17.9,31.6,18.2,18.6,19.8,18.8,18.8,18.5,18.9,20,16.8,6521.8,1231.3,516.5,263.3,1825.2,376116134.5,82186317.1,39609577.2,26796775,476.4,1496.5,1256.7,1923,1054.6,314.6,22733059,79142836.6,69755153.1,114914957.2,68194993,21375135.6,115.2,4762.9,1607.9,35.7,4.1,1.5,8532.9,31,258,14,83,3849.1,14207.3,4.7,16,2,27.8,153.8,3494.8,2778.7,48.7,1568.2,4953.6,5.5,4958.6,352.7,35.1,342.4,74.8,598.6,159.6,1310.5,6606.3,19.8,7045.7,7.7,12.6,9457,88442.4,54578,60.1,45.9,8.7,3.6,1.9,12.8,27.1,66.6,1.8,73,24.7,0.5,7.3,22.9,19.3,29.5,16.2,4.8,76,5.4,0.5,5.2,1.1,9.2,2.4,2.4,42.6,53.6,0,0.2,0.4,0.7,24,76,14.7,47717,52887,55509,59757,64665,67940,57671,66750,76684,101768,6.7,5.7,4.7,3.9,1308,1104,1166,967,195,246,58.5,62.2,6606,6,1,247,5370,982,181,4912,1320,12,96,4,81,4149,568,146,2635,0,14.9,3.7,81.3,100,2.7,74.4,20,0.2,1.5,0.1,1.2,62.8,8.6,2.2,39.9,0.1
"'03",48402,6573,4768,31995,16407,2831,4615,23671,2299,4137,36114,989,246,97,95,806,157,2589,3341,3532,3453,3393,3443,3429,3390,3603,3639,4138,3869,3335,3091,28732,3386,14782,85,491,16,910,24816,23586,95,23346,0.4,5054,35992,14,51378,1125,2.2,6573,3279,1264,1205,604,221,49.9,19.2,18.3,9.2,3.4,2.8,3,1.4,0.9,0.5,0.2,0.5,0.8,0.5,5.8,9.6,5.5,1.7,0.6,0.9,0.6,0.4,1.8,0.6,7.4,30.5,7,59.4,0.2,1,0,1.9,66.1,33.9,48.9,9.9,13.6,9.5,5.8,4.7,8.5,74.6,2,0.5,0.2,0.2,1.7,0.3,5.3,6.9,7.3,7.1,7,7.1,7.1,7,7.4,7.5,8.5,8,6.9,6.4,51.3,48.7,48619,100,256,0.5,2590,5.3,3359,6.9,3545,7.3,3465,7.1,3400,7,3448,7.1,3432,7.1,3398,7,3609,7.4,3649,7.5,4142,8.5,3872,8,3339,6.9,3115,6.4,3394,7,28837,59.3,14880,30.6,85,0.2,494,1,16,0,913,1.9,23659,48.7,24960,51.3,32075,66,16544,34,4139,8.5,4774,9.8,2303,4.7,98,0.2,992,2,249,0.5,95,0.2,36294,74.6,807,1.7,23706,48.8,4620,9.5,2831,5.8,6771,13.9,46218,30553,4202,6434,6591,15,6,42,617,3958,1793,160,4677,480,1098,14.3,0,0.1,0,0.3,1.3,8.6,3.9,15.3,11.4,17.1,20952,1257,21294,1344,21468,1420,2116.6,127,3048.2,168.5,3006.7,161.7,2829.5,155.3,3031.9,167.4,3016.3,166.9,86.7,4.3,2968.8,162.2,8099,485,23134,1618,16.7,15.8,15.1,20,18.3,16.7,18.1,18.6,18.2,18.1,18.1,16.7,14.3,3602.5,615.8,248.6,121.6,1240,200070654.9,39813138.9,19546296.1,13116936.2,415.5,740.3,685.7,943.2,615.5,202.3,20220903.4,36427097.4,35942414.1,54898862.8,39330727.3,13250649.8,71.5,2948.6,563.1,19.3,40.3,0,4588.5,35,126,11,23,2064.3,7892.8,2.4,6,1,20.1,180,702.7,2673.7,18.9,820.6,2781.8,34.7,2638.1,269.6,47.7,151.9,44.7,323.1,127.5,767.2,3612.7,21.2,4081.6,7.6,12.5,3081.9,51124.6,31052.4,58.1,45.6,7.8,3.1,1.5,15.7,26.2,39,2,81.8,15.6,0.5,11.5,20.5,19,26.2,17.1,5.6,73.2,7.5,1.3,4.2,1.2,9,3.5,5,74.2,19.5,0,0.2,0.6,0.5,22.8,77.2,13.4,48662,49206,52419,58206,63905,65502,55537,64653,78621,107831,6.1,4.7,4.5,3.1,832,638,535,368,137,118,57.8,64.4,3251,0,2,298,2486,465,252,1809,1070,8,53,6,53,1826,323,156,1489,0.1,14.3,9.2,76.5,100,7.8,55.6,32.9,0.2,1.6,0.2,1.6,56.2,9.9,4.8,45.8,0
"'04",1249648,146810,347140,817539,432109,100246,344121,707864,57347,65578,746610,18373,42919,2484,573,26879,4355,53535,81253,90510,89633,88736,89504,89809,91681,93814,98395,109724,98971,87695,82033,649075,234778,233667,4005,93057,1496,33570,638175,611473,1313,601873,0.2,172279,948358,18.2,1293800,18176,1.4,146810,63053,27086,27201,26764,2706,42.9,18.4,18.5,18.2,1.8,0.9,3.1,1.9,1,0.5,0.3,0.4,0.5,0.4,9.7,3,3.7,2.1,0.8,0.5,0.3,0.3,0.7,0.5,13.1,18.7,18.8,51.9,0.3,7.4,0.1,2.7,65.4,34.6,56.6,27.8,11.7,27.5,8,4.6,5.2,59.7,1.5,3.4,0.2,0,2.2,0.3,4.3,6.5,7.2,7.2,7.1,7.2,7.2,7.3,7.5,7.9,8.8,7.9,7,6.6,51.1,48.9,1252934,100,6084,0.5,53596,4.3,81380,6.5,90599,7.2,89711,7.2,88815,7.1,89566,7.1,89872,7.2,91721,7.3,93863,7.5,98442,7.9,109783,8.8,99020,7.9,87752,7,82730,6.6,235312,18.8,650445,51.9,234794,18.7,4017,0.3,93195,7.4,1502,0.1,33669,2.7,612613,48.9,640321,51.1,818916,65.4,434018,34.6,65644,5.2,347459,27.7,57402,4.6,2496,0.2,18413,1.5,42959,3.4,576,0,748355,59.7,26906,2.1,708886,56.6,344330,27.5,100266,8,149097,11.9,1203174,771537,302315,148235,187942,608,268,9534,54243,91661,25930,5698,135403,49024,26218,15.6,0.1,0.8,0,0.5,4.5,7.6,2.2,17.5,16.2,17.7,549066,26661,555584,27631,559614,29286,60898.3,3047.8,68357.9,3128.7,68962.9,3373,68464.9,3360.7,65906.8,3324.9,65525.3,3320.7,10028.9,377.4,63037.9,3254.3,212490,10284,593744,33921,20.6,20.1,19.1,26.6,19.4,20,21.8,20.4,20.4,19.8,19.7,20.7,17.5,80284,20862.9,5315.1,1715.9,17097.4,5200068816.8,1580899655.5,479678888.5,203685130.7,9068.9,21702.2,17039.4,21016.5,9385.5,2071.6,513182602.3,1325908718.5,1090644534.1,1423211246.1,683100242.9,164021472.9,2245.8,57224.7,19923.2,890.3,23.2,3,108178,220,2715,161,886,44348.1,169623.5,682.4,270.8,114.1,2982.4,18476.3,19273.1,37970.8,1196.6,18922.3,61361.7,12.4,56212.7,3807.3,5605.9,1870.3,1657.4,7823.1,3307.4,17092.6,79373.3,21.5,85836.8,6.7,10.3,103366.7,887732.5,578048.6,63.8,47.3,12.3,3.1,1,10.1,26.1,60.9,2.8,71.3,24.8,1.1,11.3,27,21.2,26.2,11.7,2.6,70,4.7,7,2.3,2.1,9.7,4.1,23,47.3,24,0.1,0.3,3.7,1.5,23.6,76.4,15.6,56587,61096,64007,67719,72782,79178,64771,75776,90247,118707,6.5,5.9,5.7,5,9921,8970,17259,15074,1532,3017,64.5,64.5,82543,23,8,2692,66283,13537,15031,41252,17346,257,6839,97,1721,45902,6764,8821,37426,0,16.4,3.3,80.3,100,18.2,50,21,0.3,8.3,0.1,2.1,55.6,8.2,10.7,45.3,0
"'05",84068,10835,10054,55214,28854,4564,9689,40397,4913,7705,63082,1292,761,295,410,1799,314,3983,5808,6489,6433,6062,6264,6041,6040,6253,6454,6882,6359,5473,5213,21086,19973,38176,409,1726,65,2633,43129,40939,105,39305,0.3,9917,62822,15.8,88689,1786,2,10835,4952,2337,1912,1417,217,45.7,21.6,17.6,13.1,2,2.2,3.9,2.7,1.7,0.8,0.7,0.7,0.7,0.5,6.1,6.7,6.4,3.4,1.9,1.2,0.8,0.2,0.6,0.4,8.9,45.4,23.8,25.1,0.5,2.1,0.1,3.1,65.7,34.3,48.1,12,12.9,11.5,5.4,5.8,9.2,75,1.5,0.9,0.4,0.5,2.1,0.4,4.7,6.9,7.7,7.7,7.2,7.5,7.2,7.2,7.4,7.7,8.2,7.6,6.5,6.2,51.3,48.7,84405,100,571,0.7,3997,4.7,5811,6.9,6495,7.7,6439,7.6,6064,7.2,6269,7.4,6043,7.2,6041,7.2,6255,7.4,6456,7.6,6883,8.2,6360,7.5,5477,6.5,5244,6.2,20095,23.8,21162,25.1,38301,45.4,417,0.5,1729,2,65,0.1,2636,3.1,41079,48.7,43326,51.3,55437,65.7,28968,34.3,7706,9.1,10089,12,4915,5.8,295,0.3,1292,1.5,764,0.9,411,0.5,63222,74.9,1799,2.1,40452,47.9,9721,11.5,4565,5.4,10974,13,80689,50932,8517,10919,12904,52,19,106,4378,2950,4953,446,9282,1261,1916,16,0.1,0.1,0,0.6,5.4,3.7,6.1,18.2,14.8,17.5,33133,2011,35112,2081,35693,2239,3765.9,208.8,4422,240.7,4757.7,261.5,4643.3,257.1,4829.3,256.1,4719.6,252.1,264.2,13.2,4669.2,266.3,12717,750,37738,2625,16.5,16.9,15.9,20.1,17.5,18,18.4,18.2,18.1,18.9,18.7,17,14.4,5835.2,1009.2,430.9,180.4,1698.8,317541062.6,66160947.2,34176063.1,19342816.7,626.2,1682.9,995.1,1381.4,814.9,334.6,28336157.2,82609202.7,52586799.7,79292205.5,51739643.7,22977053.8,191.9,4569,1044.1,30.2,36.8,2,7455.7,26,197,20,49,3201,12355.5,146.5,20.9,7,72.4,1022,382.4,4295.9,34.6,1211.8,4623.3,8,4385.9,407.5,143.8,183.3,71.6,525.4,117.5,1236.2,5859,21.1,6233.4,7.3,11.4,4220.6,70978,45463.7,60.3,47.2,8.2,3.5,1.5,13.7,25.9,34.2,3.3,78.3,17.9,0.5,10.7,28.8,17.1,23.7,14,5.7,75.2,7,2.5,3.1,1.2,9,2,17.5,73.6,6.6,0.1,0.4,1.2,0.6,20.8,79.2,14.4,45248,49088,52843,57400,63493,68670,54419,65558,79317,107220,5.7,4.7,4.5,3.9,924,757,939,814,161,208,57.6,63.9,5169,1,0,440,3922,806,1188,1152,2545,22,150,4,108,2635,483,244,2223,0,15.6,8.5,75.9,100,23,22.3,49.2,0.4,2.9,0.1,2.1,51,9.3,4.7,43,0
"'06",218597,26836,39295,121018,97579,15396,39852,102164,13997,19359,98647,1815,4022,433,231,4683,611,7848,14442,15794,15516,15640,15991,16093,16130,16799,17402,18692,17618,15641,14380,86663,23531,93731,832,6021,292,7527,111872,106725,270,106200,0.3,26549,159282,16.7,231218,3546,1.5,26836,12105,5340,4995,3899,497,45.1,19.9,18.6,14.5,1.9,1.4,2,1.2,0.6,0.3,0.3,0.3,0.2,0.3,5,3.5,3.6,1.3,0.9,0.5,0.3,0.2,0.5,0.5,10.1,42.9,10.8,39.6,0.4,2.8,0.1,3.4,55.4,44.6,46.7,18,12.3,18.2,7,6.4,8.9,45.1,0.8,1.8,0.2,0.1,2.1,0.3,3.6,6.6,7.2,7.1,7.2,7.3,7.4,7.4,7.7,8,8.6,8.1,7.2,6.6,51.2,48.8,219595,100,1235,0.6,7886,3.6,14473,6.6,15814,7.2,15539,7.1,15660,7.1,16007,7.3,16106,7.3,16150,7.4,16806,7.7,17416,7.9,18699,8.5,17642,8,15680,7.1,14482,6.6,23640,10.8,86958,39.6,94244,42.9,835,0.4,6051,2.8,294,0.1,7573,3.4,107091,48.8,112504,51.2,121328,55.3,98267,44.7,19377,8.8,39351,17.9,14006,6.4,434,0.2,1817,0.8,4032,1.8,232,0.1,99157,45.2,4684,2.1,102343,46.6,39897,18.2,15397,7,27443,12.5,212655,111808,34086,27075,33106,157,64,1032,5654,12735,12154,1310,19263,5085,4833,15.6,0.1,0.5,0,0.6,2.7,6,5.7,17.2,14.9,17.9,95911,4776,95197,4917,94840,5191,11828.3,586.8,13076.2,616.7,12474.3,647.5,12594.2,671.3,12309.4,652.1,12475.8,651.1,190.7,11.8,11704,626.8,36971,1825,105500,6137,20.1,19.4,18.3,16.2,18.7,20.2,21.2,19.3,18.8,18.9,19.2,20.3,17.2,14539.9,2657.9,1011.6,414.6,3387.8,866135465.7,188659547.1,84256563.5,44727805.3,1277.8,4002.1,2974,3989.7,1851,445.3,65902760,223805610.3,174342391.8,247558906,122980877.3,31544920.2,183.8,10843.5,3408,104.6,71.8,0,18624,47,472,23,126,7502.6,29514.4,43.7,45,6.7,115.3,938.3,2168.9,11123.9,141.8,3115.9,11424,16,9867,928.9,889.2,442.3,94.5,1688,630.1,3058.2,14038.6,21.8,15281.4,6,11,9590.9,167947.1,92367.7,63.1,49.3,9,3.4,1.4,11.5,25.4,32.5,1.3,74.6,23.4,0.7,8.8,27.5,20.5,27.4,12.7,3.1,67.9,6.4,6.1,3,0.6,11.6,4.3,6.5,76.5,14.9,0,0.3,0.8,1,21.4,78.6,15,51576,55922,58622,62050,66441,70832,59570,70981,83286,107888,6.2,5.3,5.7,4.6,2051,1760,2929,2372,329,511,64.1,64.8,14388,0,2,610,11831,1945,1435,5358,6773,52,393,15,362,6165,1237,1077,5881,0,13.5,4.2,82.2,100,10,37.2,47.1,0.4,2.7,0.1,2.5,42.8,8.6,7.5,40.9,0
"'07",181602,24534,25122,120000,61602,11775,24853,95313,12231,17207,140272,2243,705,763,143,4189,410,7165,11476,12501,12047,12341,12481,12834,13124,14284,14993,16637,15265,13534,12510,57337,28761,85491,598,1776,164,7475,92274,89328,183,94354,0.2,24128,134044,18,191939,3923,2,24534,10992,4983,4923,3280,356,44.8,20.3,20.1,13.4,1.5,2.9,3.7,1.8,1,0.6,0.5,0.7,1.2,0.9,7.3,7.8,6.2,3.7,0.8,1.1,0.7,0.4,0.6,0.6,10.7,47.1,15.8,31.6,0.3,1,0.1,4.1,66.1,33.9,52.5,13.8,13.5,13.7,6.5,6.7,9.5,77.2,1.2,0.4,0.4,0.1,2.3,0.2,3.9,6.3,6.9,6.6,6.8,6.9,7.1,7.2,7.9,8.3,9.2,8.4,7.5,6.9,50.8,49.2,181949,100,568,0.3,7218,4,11493,6.3,12511,6.9,12051,6.6,12347,6.8,12484,6.9,12840,7.1,13126,7.2,14291,7.9,14999,8.2,16640,9.1,15271,8.4,13536,7.4,12574,6.9,28804,15.8,57405,31.6,85702,47.1,598,0.3,1781,1,164,0.1,7495,4.1,89465,49.2,92484,50.8,120147,66,61802,34,17224,9.5,25129,13.8,12238,6.7,764,0.4,2243,1.2,705,0.4,143,0.1,140573,77.3,4191,2.3,95387,52.4,24858,13.7,11775,6.5,24780,13.6,176594,116185,22335,25165,28955,115,34,296,5746,8476,12812,1476,19599,2438,4597,16.4,0.1,0.2,0,0.8,3.3,4.8,7.3,16.9,10.9,18.3,69924,4144,73844,4449,72757,4789,9620.2,533.5,10302.7,541.2,9893.4,539.7,9743.5,531.3,9695.9,528.4,9986.9,531.6,1522.8,70.3,9561.6,549.1,26527,1674,77853,5380,16.9,16.6,15.2,21.7,17.4,18,19,18.3,18.3,18.3,18.8,15.8,14.5,12740.6,2289.8,902.7,463.8,3643.2,687473354.5,147027666.8,70628594.1,49405174.6,1207.3,3134.2,2370.1,3342.9,2030.2,655.9,56013863.1,147599477.1,121000868.8,191587824.2,128162755.5,43108565.8,284.9,9813.4,2578.3,64,198.1,33.7,16397,38,442,27,99,6473.1,26513.2,11.2,31.8,9,63,1280,1029,10207.1,120.8,2919.1,9821.5,40.8,8992.4,1006.3,497.6,658.1,108.8,1085.6,392,2979.9,12807.2,23.3,14003.3,6.6,12.1,7228.8,169424.3,92430.7,61.8,48.1,8.6,3.4,1.7,13.7,24.4,27.3,2.2,77,20.2,0.5,9.5,24.6,18.6,26.2,15.9,5.1,70.6,7.9,3.9,5.2,0.9,8.5,3.1,10,80.1,8.1,0.1,0.2,0.5,0.9,22.9,77.1,14.3,46395,47093,51054,57312,63129,65722,53959,64210,78241,106519,5.7,4.6,4.1,3.4,2310,1882,1740,1420,406,420,63,65.7,12430,17,4,703,10198,1508,1994,3740,6052,50,188,4,402,7228,1313,730,5277,0,12.1,5.7,82,100,16,30.1,48.7,0.4,1.5,0,3.2,58.1,10.6,5.9,42.5,0.1
