DISTRICT,DISTNAME,COUNTY,CNTYNAME,REGION,REGNNAME,D_RATING,DD1G,DD2G,DD2AG,DD2BG,DD3G,DD1S,DD2AS,DD2BS,DD3S,DPETLEPC,DPETECOC,DPETALLC,DPETSPEC,DPETECHC,DPETPTEC,DPE0312C,DPETLEPP,DPETSPEP,DPETECHP,DPETPTEP,DPE0312P,DD2S,DDALLS
"014906","KILLEEN ISD","014","BELL","12","REGION 12: WACO","C","C","C","D","C","C",74,68,74,75,5453,26506,42854,8751,960,0,30439,12.7,20.4,2.2,0,71,74,74
"014907","ROGERS ISD","014","BELL","12","REGION 12: WACO","C","C","C","C","C","C",78,71,70,73,81,392,891,163,0,0,669,9.1,18.3,0,0,75.1,71,77
"014908","SALADO ISD","014","BELL","12","REGION 12: WACO","B","B","B","B","D","C",84,83,65,77,148,512,2421,306,0,0,1875,6.1,12.6,0,0,77.4,83,82
"014909","TEMPLE ISD","014","BELL","12","REGION 12: WACO","C","C","C","D","C","C",75,68,78,74,1355,6231,8712,1803,0,0,6362,15.6,20.7,0,0,73,78,77
"014910","TROY ISD","014","BELL","12","REGION 12: WACO","B","B","C","C","C","B",81,74,78,83,87,852,1728,344,0,0,1287,5,19.9,0,0,74.5,78,82
"015801","POR VIDA ACADEMY","015","BEXAR","20","REGION 20: SAN ANTONIO","B","C","A","A","B","F",78,98,82,55,10,137,175,34,0,2,175,5.7,19.4,0,1.1,100,98,85
"015802","GEORGE GERVIN ACADEMY","015","BEXAR","20","REGION 20: SAN ANTONIO","D","D","D","F","D","F",68,56,60,52,179,865,865,80,0,0,333,20.7,9.2,0,0,38.5,60,63
"015805","NEW FRONTIERS PUBLIC SCHOOLS INC","015","BEXAR","20","REGION 20: SAN ANTONIO","B","B","B","C","B","B",83,70,80,85,34,158,303,19,168,0,303,11.2,6.3,55.4,0,100,80,84
"015806","LEGACY TRADITIONAL SCHOOLS - TEXAS","015","BEXAR","20","REGION 20: SAN ANTONIO","C","C","D","D","D","C",70,69,63,74,214,1133,2186,196,0,0,1058,9.8,9,0,0,48.4,69,71
"015807","SOUTHWEST PREPARATORY SCHOOL","015","BEXAR","20","REGION 20: SAN ANTONIO","C","C","C","D","C","C",77,64,72,77,83,633,839,152,42,0,585,9.9,18.1,5,0,69.7,72,77
"015808","INSPIRE ACADEMIES","015","BEXAR","20","REGION 20: SAN ANTONIO","B","B","C","F","C","C",81,59,71,78,45,393,805,185,0,0,634,5.6,23,0,0,78.8,71,80
"015809","BEXAR COUNTY ACADEMY","015","BEXAR","20","REGION 20: SAN ANTONIO","D","F","D","D","F","C",49,63,47,71,34,91,153,22,0,0,74,22.2,14.4,0,0,48.4,63,65
"015814","POSITIVE SOLUTIONS CHARTER SCHOOL","015","BEXAR","20","REGION 20: SAN ANTONIO","C","C","B","B","B","D",71,83,86,62,8,88,93,30,0,0,93,8.6,32.3,0,0,100,86,79
"015815","HERITAGE ACADEMY","015","BEXAR","20","REGION 20: SAN ANTONIO","A","B","A","A","B","A",89,90,81,94,373,516,589,73,0,0,529,63.3,12.4,0,0,89.8,90,91
"015822","JUBILEE ACADEMIES","015","BEXAR","20","REGION 20: SAN ANTONIO","B","C","C","C","C","B",75,72,79,84,1637,4466,5140,595,0,105,3443,31.8,11.6,0,2,67,79,81
"015825","LIGHTHOUSE PUBLIC SCHOOLS","015","BEXAR","20","REGION 20: SAN ANTONIO","C","F","C","C","F","C",51,73,54,71,146,410,462,90,0,0,294,31.6,19.5,0,0,63.6,73,72
"015827","SCHOOL OF SCIENCE AND TECHNOLOGY","015","BEXAR","20","REGION 20: SAN ANTONIO","B","B","B","B","B","B",84,81,86,88,1114,3175,5602,717,0,0,3580,19.9,12.8,0,0,63.9,86,87
"015828","HARMONY PUBLIC SCHOOLS - SOUTH TEXAS","015","BEXAR","20","REGION 20: SAN ANTONIO","B","B","B","C","B","B",81,75,86,88,2178,3866,4803,561,63,0,3572,45.3,11.7,1.3,0,74.4,86,87
"015830","SOMERSET ACADEMIES OF TEXAS","015","BEXAR","20","REGION 20: SAN ANTONIO","D","D","D","D","D","C",68,62,69,71,305,1913,2604,419,145,0,2010,11.7,16.1,5.6,0,77.2,69,69
"015831","SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY","015","BEXAR","20","REGION 20: SAN ANTONIO","B","B","B","B","B","A",83,83,86,92,1043,3919,6084,898,0,0,3828,17.1,14.8,0,0,62.9,86,88
"015833","HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN","015","BEXAR","20","REGION 20: SAN ANTONIO","F","F","B","B","F","F",54,89,47,46,1,24,61,19,0,0,61,1.6,31.1,0,0,100,89,59
"015834","BASIS TEXAS","015","BEXAR","20","REGION 20: SAN ANTONIO","A","A","B","B","C","A",94,88,78,91,1057,201,7092,313,0,0,4459,14.9,4.4,0,0,62.9,88,93
"015835","GREAT HEARTS TEXAS","015","BEXAR","20","REGION 20: SAN ANTONIO","B","B","C","C","D","B",82,72,69,85,1470,3284,12926,1593,0,0,9211,11.4,12.3,0,0,71.3,72,83
"015836","ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY","015","BEXAR","20","REGION 20: SAN ANTONIO","A","A","B","B","C","B",92,87,79,88,53,62,486,47,0,0,336,10.9,9.7,0,0,69.1,87,91
"015838","COMPASS ROSE PUBLIC SCHOOLS","015","BEXAR","20","REGION 20: SAN ANTONIO","D","F","D","D","D","D",59,66,62,66,996,2905,3975,606,0,0,2845,25.1,15.2,0,0,71.6,66,66
"015839","PROMESA ACADEMY CHARTER SCHOOL","015","BEXAR","20","REGION 20: SAN ANTONIO","C","F","B","B","F","C",56,81,53,75,18,148,248,59,0,0,130,7.3,23.8,0,0,52.4,81,79
"015840","SAN ANTONIO STEAM ACADEMY","015","BEXAR","20","REGION 20: SAN ANTONIO","F","F","F","F","F","F",52,52,42,42,0,0,139,16,0,0,139,0,11.5,0,0,100,52,49
"015841","THE GATHERING PLACE","015","BEXAR","20","REGION 20: SAN ANTONIO","F","F","F","F","F","D",53,59,51,67,12,341,555,166,0,0,293,2.2,29.9,0,0,52.8,59,59
"015842","ROYAL PUBLIC SCHOOLS","015","BEXAR","20","REGION 20: SAN ANTONIO","F","F","F","F","F","F",53,57,56,54,76,398,469,77,0,0,318,16.2,16.4,0,0,67.8,57,56
"015843","PRELUDE PREPARATORY CHARTER SCHOOL","015","BEXAR","20","REGION 20: SAN ANTONIO","B","C","B","B","B","C",72,81,80,78,20,148,162,33,0,0,49,12.3,20.4,0,0,30.2,81,80
"015844","ESSENCE PREPARATORY CHARTER SCHOOL","015","BEXAR","20","REGION 20: SAN ANTONIO","F","F","F","F","F","D",47,58,49,67,5,363,365,35,0,0,192,1.4,9.6,0,0,52.6,58,59
"015845","CELEBRATE DYSLEXIA SCHOOLS","015","BEXAR","20","REGION 20: SAN ANTONIO","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",,,,,1,17,61,32,0,0,0,1.6,52.5,0,0,0,,
"015901","ALAMO HEIGHTS ISD","015","BEXAR","20","REGION 20: SAN ANTONIO","B","B","C","C","C","B",88,79,73,85,419,927,4735,674,92,6,3704,8.8,14.2,1.9,0.1,78.2,79,87
"015904","HARLANDALE ISD","015","BEXAR","20","REGION 20: SAN ANTONIO","D","D","C","D","C","D",65,66,71,69,2503,9977,11531,1653,393,0,8517,21.7,14.3,3.4,0,73.9,71,69
"015905","EDGEWOOD ISD","015","BEXAR","20","REGION 20: SAN ANTONIO","D","D","D","D","D","D",63,62,68,62,1979,7351,7838,1221,253,74,5389,25.2,15.6,3.2,0.9,68.8,68,66
"015906","RANDOLPH FIELD ISD","015","BEXAR","20","REGION 20: SAN ANTONIO","A","A","B","B","C","A",92,82,73,92,10,108,1426,131,0,0,1096,0.7,9.2,0,0,76.9,82,92
"015907","SAN ANTONIO ISD","015","BEXAR","20","REGION 20: SAN ANTONIO","C","D","C","D","C","C",68,68,71,73,11078,38261,44011,7950,925,1112,30981,25.2,18.1,2.1,2.5,70.4,71,72
"015908","SOUTH SAN ANTONIO ISD","015","BEXAR","20","REGION 20: SAN ANTONIO","D","D","C","D","C","F",62,68,70,54,1717,6842,7467,1259,342,12,5369,23,16.9,4.6,0.2,71.9,70,65
"015909","SOMERSET ISD","015","BEXAR","20","REGION 20: SAN ANTONIO","B","B","B","C","B","B",81,72,87,80,950,3453,4236,673,128,0,3140,22.4,15.9,3,0,74.1,87,84
"015910","NORTH EAST ISD","015","BEXAR","20","REGION 20: SAN ANTONIO","C","C","C","C","C","C",78,75,78,79,11683,28502,56155,9590,143,0,43566,20.8,17.1,0.3,0,77.6,78,78
"015911","EAST CENTRAL ISD","015","BEXAR","20","REGION 20: SAN ANTONIO","C","D","C","D","C","C",67,68,70,75,1554,8048,11484,1941,0,180,8482,13.5,16.9,0,1.6,73.9,70,72
"015912","SOUTHWEST ISD","015","BEXAR","20","REGION 20: SAN ANTONIO","C","C","C","D","C","C",72,67,77,78,2830,12227,14811,2866,322,0,10960,19.1,19.4,2.2,0,74,77,77
"015913","LACKLAND ISD","015","BEXAR","20","REGION 20: SAN ANTONIO","B","C","C","C","F","B",79,78,58,84,23,133,1010,148,0,0,659,2.3,14.7,0,0,65.2,78,81
"015914","FT SAM HOUSTON ISD","015","BEXAR","20","REGION 20: SAN ANTONIO","A","A","B","B","B","A",91,86,83,94,45,359,1614,280,0,0,1176,2.8,17.3,0,0,72.9,86,92
"015915","NORTHSIDE ISD","015","BEXAR","20","REGION 20: SAN ANTONIO","C","C","C","C","C","C",75,75,71,76,13697,49800,99729,17119,0,0,76067,13.7,17.2,0,0,76.3,75,75
"015916","JUDSON ISD","015","BEXAR","20","REGION 20: SAN ANTONIO","D","D","C","D","C","D",68,64,72,69,3210,16870,23505,4672,438,377,16965,13.7,19.9,1.9,1.6,72.2,72,69
"015917","SOUTHSIDE ISD","015","BEXAR","20","REGION 20: SAN ANTONIO","C","C","B","C","B","C",73,72,81,74,1510,5297,6086,1172,406,0,4430,24.8,19.3,6.7,0,72.8,81,79
"016901","JOHNSON CITY ISD","016","BLANCO","13","REGION 13: AUSTIN","B","B","C","D","C","C",88,69,79,77,59,216,704,122,0,0,541,8.4,17.3,0,0,76.8,79,85
"016902","BLANCO ISD","016","BLANCO","13","REGION 13: AUSTIN","B","C","C","C","C","B",78,79,70,81,116,483,1098,190,0,0,854,10.6,17.3,0,0,77.8,79,80
"017901","BORDEN COUNTY ISD","017","BORDEN","17","REGION 17: LUBBOCK","A","A","A","B","A","A",96,87,92,95,1,73,249,29,0,0,179,0.4,11.6,0,0,71.9,92,96
"018901","CLIFTON ISD","018","BOSQUE","12","REGION 12: WACO","B","B","B","C","B","B",82,78,83,81,99,592,1000,207,0,0,756,9.9,20.7,0,0,75.6,83,82
"018902","MERIDIAN ISD","018","BOSQUE","12","REGION 12: WACO","F","D","F","F","F","F",62,53,58,50,20,289,380,77,0,0,276,5.3,20.3,0,0,72.6,58,58
"018903","MORGAN ISD","018","BOSQUE","12","REGION 12: WACO","C","C","C","D","C","C",76,65,73,73,28,116,136,30,0,0,104,20.6,22.1,0,0,76.5,73,75
"018904","VALLEY MILLS ISD","018","BOSQUE","12","REGION 12: WACO","C","B","C","C","C","C",80,76,73,78,63,326,669,139,0,0,499,9.4,20.8,0,0,74.6,76,79
"018905","WALNUT SPRINGS ISD","018","BOSQUE","12","REGION 12: WACO","F","F","D","D","F","F",57,65,48,47,48,139,165,25,0,0,111,29.1,15.2,0,0,67.3,65,59
"018906","IREDELL ISD","018","BOSQUE","12","REGION 12: WACO","A","A","A","B","A","A",92,81,95,94,0,100,144,30,0,0,110,0,20.8,0,0,76.4,95,95
"018907","KOPPERL ISD","018","BOSQUE","12","REGION 12: WACO","D","D","D","D","D","D",68,60,63,60,4,128,191,43,0,0,146,2.1,22.5,0,0,76.4,63,66
"018908","CRANFILLS GAP ISD","018","BOSQUE","12","REGION 12: WACO","A","B","A","A","B","A",86,91,85,92,6,71,116,20,0,0,94,5.2,17.2,0,0,81,91,91
"019901","DEKALB ISD","019","BOWIE","08","REGION 08: MT PLEASANT","B","B","B","C","B","B",81,73,83,82,53,597,898,125,0,0,668,5.9,13.9,0,0,74.4,83,83
"019902","HOOKS ISD","019","BOWIE","08","REGION 08: MT PLEASANT","B","B","B","C","B","B",85,75,84,81,28,488,912,138,0,0,708,3.1,15.1,0,0,77.6,84,84
"019903","MAUD ISD","019","BOWIE","08","REGION 08: MT PLEASANT","A","A","A","B","A","A",93,81,95,93,0,261,448,73,0,0,343,0,16.3,0,0,76.6,95,94
"019905","NEW BOSTON ISD","019","BOWIE","08","REGION 08: MT PLEASANT","B","B","B","C","B","B",80,72,85,84,29,891,1107,216,0,0,801,2.6,19.5,0,0,72.4,85,85
"019906","REDWATER ISD","019","BOWIE","08","REGION 08: MT PLEASANT","B","B","B","D","B","B",83,69,81,82,10,510,1100,161,0,0,846,0.9,14.6,0,0,76.9,81,83
"019907","TEXARKANA ISD","019","BOWIE","08","REGION 08: MT PLEASANT","D","D","C","D","C","D",68,62,71,67,930,5450,7264,986,0,30,5185,12.8,13.6,0,0.4,71.4,71,69
"019908","LIBERTY-EYLAU ISD","019","BOWIE","08","REGION 08: MT PLEASANT","D","D","D","F","D","D",60,59,63,63,90,1701,1936,330,0,0,1412,4.6,17,0,0,72.9,63,63
"019909","SIMMS ISD","019","BOWIE","08","REGION 08: MT PLEASANT","B","B","B","B","B","B",84,80,87,85,6,294,480,65,0,0,357,1.3,13.5,0,0,74.4,87,86
"019910","MALTA ISD","019","BOWIE","08","REGION 08: MT PLEASANT","B","B","B","B","B","B",86,86,83,80,0,103,223,24,0,0,80,0,10.8,0,0,35.9,86,84
"019911","RED LICK ISD","019","BOWIE","08","REGION 08: MT PLEASANT","A","A","B","B","D","A",92,89,67,90,6,38,504,55,0,0,347,1.2,10.9,0,0,68.8,89,91
"019912","PLEASANT GROVE ISD","019","BOWIE","08","REGION 08: MT PLEASANT","B","B","B","C","B","B",89,77,86,86,117,988,2365,240,0,0,1871,4.9,10.1,0,0,79.1,86,88
"019913","HUBBARD ISD","019","BOWIE","08","REGION 08: MT PLEASANT","C","C","C","D","C","D",72,62,79,65,10,50,64,4,0,0,34,15.6,6.3,0,0,53.1,79,75
"019914","LEARY ISD","019","BOWIE","08","REGION 08: MT PLEASANT","D","F","D","D","F","D",54,60,56,63,0,113,119,15,0,0,55,0,12.6,0,0,46.2,60,61
"020901","ALVIN ISD","020","BRAZORIA","04","REGION 04: HOUSTON","B","B","B","C","B","B",83,79,83,87,4929,15310,29936,4532,0,0,23028,16.5,15.1,0,0,76.9,83,84
"020902","ANGLETON ISD","020","BRAZORIA","04","REGION 04: HOUSTON","B","B","B","C","B","C",81,71,84,78,1194,4607,7053,1265,0,0,5369,16.9,17.9,0,0,76.1,84,82
"020904","DANBURY ISD","020","BRAZORIA","04","REGION 04: HOUSTON","B","B","C","C","C","B",86,75,72,81,44,194,671,122,0,0,534,6.6,18.2,0,0,79.6,75,85
"020905","BRAZOSPORT ISD","020","BRAZORIA","04","REGION 04: HOUSTON","C","C","B","C","B","C",77,70,80,78,1543,7088,11143,2041,0,0,8290,13.8,18.3,0,0,74.4,80,79
"020906","SWEENY ISD","020","BRAZORIA","04","REGION 04: HOUSTON","C","C","C","C","D","C",75,73,69,78,91,989,1915,287,0,0,1489,4.8,15,0,0,77.8,73,76
"020907","COLUMBIA-BRAZORIA ISD","020","BRAZORIA","04","REGION 04: HOUSTON","C","C","C","D","C","C",75,66,75,73,274,1822,2861,530,0,0,2188,9.6,18.5,0,0,76.5,75,74
"020908","PEARLAND ISD","020","BRAZORIA","04","REGION 04: HOUSTON","A","A","B","B","B","A",91,84,88,92,2609,7661,20794,2775,0,0,16529,12.5,13.3,0,0,79.5,88,91
"020910","DAMON ISD","020","BRAZORIA","04","REGION 04: HOUSTON","C","C","C","C","C","C",73,71,79,75,23,78,105,27,0,0,53,21.9,25.7,0,0,50.5,79,78
"021803","BRAZOS SCHOOL FOR INQUIRY & CREATIVITY","021","BRAZOS","06","REGION 06: HUNTSVILLE","C","C","B","C","B","C",71,78,80,73,123,300,300,40,0,0,120,41,13.3,0,0,40,80,78
"021805","ARROW ACADEMY","021","BRAZOS","06","REGION 06: HUNTSVILLE","B","C","B","B","C","B",73,80,78,81,44,351,454,60,0,0,257,9.7,13.2,0,0,56.6,80,80
"021901","COLLEGE STATION ISD","021","BRAZOS","06","REGION 06: HUNTSVILLE","B","B","B","C","B","C",84,79,81,79,1708,5799,14268,2427,0,6,10810,12,17,0,0,75.8,81,83
"021902","BRYAN ISD","021","BRAZOS","06","REGION 06: HUNTSVILLE","C","C","C","D","C","C",73,68,78,71,4707,12414,15998,3023,465,0,11784,29.4,18.9,2.9,0,73.7,78,76
"022004","TERLINGUA CSD","022","BREWSTER","18","REGION 18: MIDLAND","F","F","F","F","F","F",56,52,47,46,73,89,121,9,0,0,91,60.3,7.4,0,0,75.2,52,53
"022901","ALPINE ISD","022","BREWSTER","18","REGION 18: MIDLAND","B","C","B","B","C","B",78,81,75,80,69,461,903,132,0,0,649,7.6,14.6,0,0,71.9,81,81
"022902","MARATHON ISD","022","BREWSTER","18","REGION 18: MIDLAND","C","B","B","C","B","C",80,72,80,76,0,41,58,13,19,0,43,0,22.4,32.8,0,74.1,80,79
"022903","SAN VICENTE ISD","022","BREWSTER","18","REGION 18: MIDLAND","B","D","B","B","F","Not Rated",69,89,48,,0,0,9,1,0,0,6,0,11.1,0,0,66.7,89,89
"023902","SILVERTON ISD","023","BRISCOE","16","REGION 16: AMARILLO","A","A","A","B","A","A",96,85,95,94,7,103,201,19,0,0,147,3.5,9.5,0,0,73.1,95,95
"024901","BROOKS COUNTY ISD","024","BROOKS","01","REGION 01: EDINBURG","D","D","D","D","D","D",64,63,68,61,33,1004,1179,228,0,125,899,2.8,19.3,0,10.6,76.3,68,66
"025901","BANGS ISD","025","BROWN","15","REGION 15: SAN ANGELO","C","C","B","C","B","C",77,70,80,75,25,539,792,101,0,0,609,3.2,12.8,0,0,76.9,80,79
"025902","BROWNWOOD ISD","025","BROWN","15","REGION 15: SAN ANGELO","C","C","C","C","C","D",75,70,77,68,150,2046,3388,603,0,58,2386,4.4,17.8,0,1.7,70.4,77,74
"025904","BLANKET ISD","025","BROWN","15","REGION 15: SAN ANGELO","D","D","D","F","D","F",68,51,62,50,2,104,165,41,0,0,122,1.2,24.8,0,0,73.9,62,63
"025905","MAY ISD","025","BROWN","15","REGION 15: SAN ANGELO","C","C","D","F","D","D",75,56,69,68,17,127,243,44,0,0,187,7,18.1,0,0,77,69,73
"025906","ZEPHYR ISD","025","BROWN","15","REGION 15: SAN ANGELO","B","C","C","C","C","B",79,75,75,85,1,116,220,38,0,0,165,0.5,17.3,0,0,75,75,81
"025908","BROOKESMITH ISD","025","BROWN","15","REGION 15: SAN ANGELO","F","D","F","F","F","F",60,57,49,53,4,144,227,69,0,0,191,1.8,30.4,0,0,84.1,57,58
"025909","EARLY ISD","025","BROWN","15","REGION 15: SAN ANGELO","B","B","C","C","C","C",83,76,79,72,32,463,1063,154,0,0,835,3,14.5,0,0,78.6,79,80
"026901","CALDWELL ISD","026","BURLESON","06","REGION 06: HUNTSVILLE","B","C","B","C","B","B",79,76,81,81,305,1182,1920,274,0,0,1437,15.9,14.3,0,0,74.8,81,81
"026902","SOMERVILLE ISD","026","BURLESON","06","REGION 06: HUNTSVILLE","D","D","D","D","D","C",65,67,65,72,62,446,561,87,0,0,436,11.1,15.5,0,0,77.7,67,69
"026903","SNOOK ISD","026","BURLESON","06","REGION 06: HUNTSVILLE","B","B","B","D","B","B",82,67,80,87,108,384,607,86,0,0,459,17.8,14.2,0,0,75.6,80,84
"027903","BURNET CISD","027","BURNET","13","REGION 13: AUSTIN","C","C","C","C","C","D",75,71,73,66,392,1872,3206,585,0,0,2417,12.2,18.2,0,0,75.4,73,72
"027904","MARBLE FALLS ISD","027","BURNET","13","REGION 13: AUSTIN","C","C","C","D","C","C",76,65,76,73,1051,2611,3990,815,84,0,2963,26.3,20.4,2.1,0,74.3,76,75
"028902","LOCKHART ISD","028","CALDWELL","13","REGION 13: AUSTIN","D","D","C","D","C","D",69,65,74,63,2633,5113,6732,1038,129,0,5047,39.1,15.4,1.9,0,75,74,69
"028903","LULING ISD","028","CALDWELL","13","REGION 13: AUSTIN","C","C","B","C","B","C",74,72,80,77,217,1167,1434,230,0,0,1058,15.1,16,0,0,73.8,80,79
"028906","PRAIRIE LEA ISD","028","CALDWELL","13","REGION 13: AUSTIN","D","D","D","F","D","D",63,54,62,62,63,166,266,43,0,0,194,23.7,16.2,0,0,72.9,62,63
"029901","CALHOUN COUNTY ISD","029","CALHOUN","03","REGION 03: VICTORIA","B","B","B","D","B","C",81,67,83,77,467,2304,3502,515,0,0,2548,13.3,14.7,0,0,72.8,83,81
"030901","CROSS PLAINS ISD","030","CALLAHAN","14","REGION 14: ABILENE","B","B","B","C","B","B",83,70,84,82,7,250,365,54,0,0,273,1.9,14.8,0,0,74.8,84,83
