REGION,RPETALLC,RPETSPEC,RPETLEPC,RPETECOC,RPETNEDC,RPETGIFC,RPETBILC,RPETRSKC,RPETDSLC,RPET504C,RPETTT1C,RPETHOMC,RPETIMMC,RPETFOSC,RPETMIGC,RPETMLCC,RPETGEEC,RPETGPKC,RPETGKNC,RPETG01C,RPETG02C,RPETG03C,RPETG04C,RPETG05C,RPETG06C,RPETG07C,RPETG08C,RPETG09C,RPETG10C,RPETG11C,RPETG12C,RPETHISC,RPETBLAC,RPETWHIC,RPETINDC,RPETASIC,RPETPCIC,RPETTWOC,RPETMALC,RPETFEMC,RAUND20C,RAUND20D,RAUND20R,RPETDISD,RPETDISC,RPETDISP,RPETSIMC,RPETSINC,RPETSPHC,RPETSBHC,RPETSAUC,RPETSNOC,RPETSINP,RPETSPHP,RPETSBHP,RPETSAUP,RPETSNOP,RPERRAKR,RPERRA1R,RPERRA2R,RPERRA3R,RPERRA4R,RPERRA5R,RPERRA6R,RPERRA7R,RPERRA8R,RPERRA9R,RPERSAKR,RPERSA1R,RPERSA2R,RPERSA3R,RPERSA4R,RPERSA5R,RPERSA6R,RPERSA7R,RPERSA8R,RPERSA9R,RPETWHIP,RPETBLAP,RPETHISP,RPETINDP,RPETASIP,RPETPCIP,RPETTWOP,RPETECOP,RPETNEDP,RPETRSKP,RPETLEPP,RPETSPEP,RPETBILP,RPETGIFP,RPETDSLP,RPET504P,RPETTT1P,RPETHOMP,RPETIMMP,RPETFOSP,RPETMIGP,RPETMLCP,RPETGEEP,RPETGPKP,RPETGKNP,RPETG01P,RPETG02P,RPETG03P,RPETG04P,RPETG05P,RPETG06P,RPETG07P,RPETG08P,RPETG09P,RPETG10P,RPETG11P,RPETG12P,RPETMALP,RPETFEMP,RPNTALLC,RPNTALLP,RPNTGEEC,RPNTGEEP,RPNTGPKC,RPNTGPKP,RPNTGKNC,RPNTGKNP,RPNTG01C,RPNTG01P,RPNTG02C,RPNTG02P,RPNTG03C,RPNTG03P,RPNTG04C,RPNTG04P,RPNTG05C,RPNTG05P,RPNTG06C,RPNTG06P,RPNTG07C,RPNTG07P,RPNTG08C,RPNTG08P,RPNTG09C,RPNTG09P,RPNTG10C,RPNTG10P,RPNTG11C,RPNTG11P,RPNTG12C,RPNTG12P,RPNTBLAC,RPNTBLAP,RPNTHISC,RPNTHISP,RPNTWHIC,RPNTWHIP,RPNTINDC,RPNTINDP,RPNTASIC,RPNTASIP,RPNTPCIC,RPNTPCIP,RPNTTWOC,RPNTTWOP,RPNTFEMC,RPNTFEMP,RPNTMALC,RPNTMALP,RPNTECOC,RPNTECOP,RPNTNEDC,RPNTNEDP,RPNT504C,RPNT504P,RPNTLEPC,RPNTLEPP,RPNTDSLC,RPNTDSLP,RPNTFOSC,RPNTFOSP,RPNTHOMC,RPNTHOMP,RPNTIMMC,RPNTIMMP,RPNTMIGC,RPNTMIGP,RPNTTT1C,RPNTTT1P,RPNTMLCC,RPNTMLCP,RPNTRSKC,RPNTRSKP,RPNTBILC,RPNTBILP,RPNTGIFC,RPNTGIFP,RPNTSPEC,RPNTSPEP,RPETATTC,RPETATTD,RPETATTP,RPEMALLT,RPEMECOT,RPEMLEPT,RPEMSPET,RPEMALLC,RPEMINDC,RPEMPCIC,RPEMASIC,RPEMBLAC,RPEMHISC,RPEMWHIC,RPEMTWOC,RPEMECOC,RPEMLEPC,RPEMSPEC,RPEMALLP,RPEMINDP,RPEMASIP,RPEMPCIP,RPEMTWOP,RPEMBLAP,RPEMHISP,RPEMWHIP,RPEMECOP,RPEMLEPP,RPEMSPEP,RPCTSOCS,RPCTSOCC,RPCTSCIS,RPCTSCIC,RPCTMATS,RPCTMATC,RPCTG06S,RPCTG06C,RPCTG05S,RPCTG05C,RPCTG04S,RPCTG04C,RPCTG03S,RPCTG03C,RPCTG02S,RPCTG02C,RPCTG01S,RPCTG01C,RPCTGMES,RPCTGMEC,RPCTGKGS,RPCTGKGC,RPCTFLAS,RPCTFLAC,RPCTENGS,RPCTENGC,RPCTSOCA,RPCTSCIA,RPCTMATA,RPCTGMEA,RPCTGKGA,RPCTG06A,RPCTG05A,RPCTG04A,RPCTG03A,RPCTG02A,RPCTG01A,RPCTFLAA,RPCTENGA,RPSTTOFC,RPSUTOFC,RPSSTOFC,RPSCTOFC,RPSETOFC,RPSTTOST,RPSUTOST,RPSSTOST,RPSCTOST,RPST00FC,RPST01FC,RPST06FC,RPST11FC,RPST21FC,RPST30FC,RPST00ST,RPST01ST,RPST06ST,RPST11ST,RPST21ST,RPST30ST,RPSTNOFC,RPSTBAFC,RPSTMSFC,RPSTPHFC,RPSPCOFC,RPSECOFC,RPSPTOFC,RPSRTOPC,RPSRTOFC,RPSBTOPC,RPSBTOFC,RPSXTOFC,RPSATOFC,RPSOTOFC,RPSTINFC,RPSTPIFC,RPSTASFC,RPSTBLFC,RPSTHIFC,RPSTWHFC,RPSTTWFC,RPSTMAFC,RPSTFEFC,RPSXCOFC,RPSTREFC,RPSTVOFC,RPSTBIFC,RPSTCOFC,RPSTGIFC,RPSTSPFC,RPSTOPFC,RPSTURNN,RPSTURND,RPSTURNR,RPSTFTEC,RPSTTENA,RPSTEXPA,RPSAMIFC,RPSTEXPT,RPSTTENT,RPSPTOFP,RPSTTOFP,RPSUTOFP,RPSSTOFP,RPSCTOFP,RPSETOFP,RPSXTOFP,RPSAMIFP,RPSTNOFP,RPSTBAFP,RPSTMSFP,RPSTPHFP,RPST00FP,RPST01FP,RPST06FP,RPST11FP,RPST21FP,RPST30FP,RPSTREFP,RPSTVOFP,RPSTBIFP,RPSTCOFP,RPSTGIFP,RPSTSPFP,RPSTOPFP,RPSTBLFP,RPSTWHFP,RPSTHIFP,RPSTPIFP,RPSTINFP,RPSTASFP,RPSTTWFP,RPSTMAFP,RPSTFEFP,RPSTKIDR,RPST00SA,RPST01SA,RPST06SA,RPST11SA,RPST21SA,RPST30SA,RPSTTOSA,RPSUTOSA,RPSSTOSA,RPSCTOSA,RPSHEXPA,RPSHTENA,RPSLEXPA,RPSLTENA,RPSHEXPT,RPSHTENT,RPSLEXPT,RPSLTENT,RPSHFTEC,RPSLFTEC,RPFEIERP,RPSAINHP,RA0GR20N,RA0GM20N,RA0GH20N,RA0GE20N,RA0GA20N,RA0GN20N,RB0GR20N,RH0GR20N,RW0GR20N,RI0GR20N,R30GR20N,R40GR20N,R20GR20N,RE0GR20N,RS0GR20N,RL0GR20N,RR0GR20N,RA0GH20P,RA0GN20P,RA0GE20P,RA0GA20P,RA0GR20R,RB0GR20R,RH0GR20R,RW0GR20R,RI0GR20R,R30GR20R,R40GR20R,R20GR20R,RE0GR20R,RS0GR20R,RL0GR20R,RR0GR20R,RA0GM20P
01,437999,44264,166754,373510,64489,37386,168529,275535,13606,25602,428542,4249,5247,701,9610,2447,388,25919,30097,31375,30858,30361,30104,30115,33590,33801,33344,34627,33347,30902,29171,421163,4550,9269,197,1998,113,709,223146,214853,1271,202150,0.6,454050,5453,1.2,44264,20808,7655,9194,5936,671,47.0,17.3,20.8,13.4,1.5,1.0,2.5,1.2,0.6,0.3,0.1,0.2,0.3,0.3,4.8,3.0,3.7,1.5,0.3,0.2,0.3,0.2,0.1,0.4,6.5,2.1,1.0,96.2,0.0,0.5,0.0,0.2,85.3,14.7,62.9,38.1,10.1,38.5,8.5,3.1,5.8,97.8,1.0,1.2,0.2,2.2,0.6,0.1,5.9,6.9,7.2,7.0,6.9,6.9,6.9,7.7,7.7,7.6,7.9,7.6,7.1,6.7,50.9,49.1,438396,100,665,0.2,25933,5.9,30108,6.9,31384,7.2,30862,7.0,30373,6.9,30108,6.9,30123,6.9,33592,7.7,33806,7.7,33344,7.6,34629,7.9,33357,7.6,30913,7.1,29199,6.7,4550,1.0,421540,96.2,9286,2.1,199,0.0,1999,0.5,113,0.0,709,0.2,214984,49.0,223412,51.0,373784,85.3,64612,14.7,25602,5.8,166825,38.1,13609,3.1,701,0.2,4251,1.0,5250,1.2,9656,2.2,428917,97.8,2447,0.6,275637,62.9,168581,38.5,37387,8.5,44564,10.2,40492,346895,11.7,403149,342148,146838,43256,53838,45,11,148,595,51826,1087,126,47759,22498,7099,13.4,0.0,0.0,0.0,0.0,0.1,12.9,0.3,14.0,15.3,16.4,184348,9573,183839,9631,187681,10315,26677.0,1262.6,16453.2,806.9,15909.6,825.9,15190.0,798.4,15801.7,807.2,16078.0,794.3,6449.3,233.5,20799.6,1005.1,82107,4231,232951,14060,19.3,19.1,18.2,27.6,20.7,21.1,20.4,19.3,19.0,19.6,20.2,19.4,16.6,28360.8,6218.8,1864.8,642.3,6799.0,1643919839.0,434316197.0,158424992.0,69163063.9,1356.0,6347.1,5462.4,9944.0,4166.0,1085.3,69167921.1,332246738.5,301561637.2,589298173.0,272808846.4,78836522.9,383.1,22084.7,5816.1,76.8,26.7,1.0,37086.6,75,1293,22,468,20400.2,64285.8,3631.9,16.0,14.2,196.0,339.1,25845.7,1907.0,42.7,8205.5,20155.3,33.4,19894.9,1610.9,3021.9,346.8,869.6,2213.6,403.0,2330.5,28205.2,8.3,30785.4,10.3,12.6,61009.2,388790.2,317496.5,57.7,44.1,9.7,2.9,1.0,10.6,31.7,94.9,1.4,77.9,20.5,0.3,4.8,22.4,19.3,35.1,14.7,3.8,70.1,5.7,10.7,1.2,3.1,7.8,1.4,1.2,6.7,91.1,0.1,0.1,0.7,0.2,28.9,71.1,15.4,51007,52346,55207,59262,65485,72642,57965,69840,84954,107683,7.0,6.4,6.3,5.9,4855,4464,7400,6968,697,1183,61.1,58.8,29209,138,59,1105,26001,1906,51,28581,393,9,139,6,30,24093,2158,4764,14077,0.2,6.5,3.8,89.0,100,0.2,97.8,1.3,0.0,0.5,0.0,0.1,82.5,7.4,16.3,48.2,0.5
02,96750,11032,4665,66619,30131,4959,4483,46234,4112,7946,79181,1279,204,279,333,1915,174,3168,6547,7207,6890,6758,6923,7088,7506,7769,7591,8081,7670,6962,6416,73122,2171,18768,151,1203,82,1253,49785,46965,83,47454,0.2,105264,2127,2.0,11032,4371,2620,2451,1440,150,39.6,23.7,22.2,13.1,1.4,1.5,3.0,1.2,0.8,0.4,0.2,0.2,0.3,0.4,4.1,3.7,4.1,2.6,1.0,0.3,0.5,0.6,0.1,1.2,6.5,19.4,2.2,75.6,0.2,1.2,0.1,1.3,68.9,31.1,47.8,4.8,11.4,4.6,5.1,4.3,8.2,81.8,1.3,0.2,0.3,0.3,2.0,0.2,3.3,6.8,7.4,7.1,7.0,7.2,7.3,7.8,8.0,7.8,8.4,7.9,7.2,6.6,51.5,48.5,96980,100,350,0.4,3182,3.3,6561,6.8,7210,7.4,6893,7.1,6765,7.0,6925,7.1,7089,7.3,7509,7.7,7770,8.0,7591,7.8,8081,8.3,7670,7.9,6963,7.2,6421,6.6,2172,2.2,73292,75.6,18823,19.4,153,0.2,1204,1.2,82,0.1,1254,1.3,47047,48.5,49933,51.5,66737,68.8,30243,31.2,7948,8.2,4665,4.8,4114,4.2,279,0.3,1279,1.3,205,0.2,333,0.3,79394,81.9,1915,2.0,46245,47.7,4483,4.6,4959,5.1,11237,11.6,12123,75637,16.0,97176,65078,4353,11624,14105,42,6,99,518,10665,2590,185,10755,578,1962,14.5,0.0,0.1,0.0,0.2,0.5,11.0,2.7,16.5,13.3,16.9,42664,2301,43963,2494,44589,2691,5454.7,287.9,6227.6,323.1,6029.9,336.7,5435.2,314.1,5971.3,332.8,6505.3,359.3,545.3,14.4,5939.1,339.4,17674,917,50466,3118,18.5,17.6,16.6,37.8,17.5,18.9,19.3,17.9,17.3,17.9,18.1,19.3,16.2,6699.8,1188.1,455.0,225.9,1691.6,368085672.3,76598099.9,35564947.5,23048347.1,552.2,1588.2,1248.4,1980.5,1061.3,269.1,26944048.6,79460766.2,65043017.5,112838159.1,66156739.5,17642941.4,80.6,4867.1,1716.8,35.3,2.0,5.9,8568.8,27,269,9,94,3829.0,14089.3,9.5,18.0,4.9,38.9,150.4,3466.4,2978.5,42.8,1574.2,5125.6,8.1,5171.5,346.8,45.1,260.0,92.3,604.1,180.0,1023.4,6678.8,15.3,7237.2,7.6,12.1,9218.2,87856.1,54708.2,60.8,47.6,8.4,3.2,1.6,12.0,27.2,65.4,1.2,72.6,25.6,0.5,8.2,23.7,18.6,29.6,15.8,4.0,77.2,5.2,0.7,3.9,1.4,9.0,2.7,2.2,44.5,51.7,0.1,0.3,0.6,0.6,23.5,76.5,14.4,48790,50031,52101,56974,62334,65564,54940,64473,78173,102008,7.5,6.4,5.5,4.9,1512,1278,1337,1188,201,244,59.4,62.7,6970,8,0,302,5499,1161,170,5140,1467,10,96,3,84,4139,636,169,2936,0.0,16.7,4.3,78.9,100,2.4,73.7,21.0,0.1,1.4,0.0,1.2,59.4,9.1,2.4,42.1,0.1
03,51289,6008,4616,32715,18574,2810,4477,21875,1929,4110,35182,912,253,111,134,782,133,2176,3601,3672,3609,3543,3545,3768,3874,4157,4073,4267,3898,3515,3458,30134,3844,15752,88,580,20,871,26233,25056,77,24691,0.3,55398,1014,1.8,6008,3010,1149,1152,500,197,50.1,19.1,19.2,8.3,3.3,2.5,2.8,1.3,0.5,0.4,0.2,0.1,0.3,0.1,5.5,7.4,3.2,1.1,0.6,0.2,0.2,0.6,0.8,0.9,9.0,30.7,7.5,58.8,0.2,1.1,0.0,1.7,63.8,36.2,42.7,9.0,11.7,8.7,5.5,3.8,8.0,68.6,1.8,0.5,0.2,0.3,1.5,0.3,4.2,7.0,7.2,7.0,6.9,6.9,7.3,7.6,8.1,7.9,8.3,7.6,6.9,6.7,51.1,48.9,51536,100,258,0.5,2187,4.2,3615,7.0,3688,7.2,3616,7.0,3551,6.9,3554,6.9,3775,7.3,3890,7.5,4165,8.1,4080,7.9,4272,8.3,3900,7.6,3519,6.8,3466,6.7,3854,7.5,30239,58.7,15871,30.8,90,0.2,582,1.1,20,0.0,880,1.7,25123,48.7,26413,51.3,32805,63.7,18731,36.3,4113,8.0,4621,9.0,1931,3.7,112,0.2,915,1.8,253,0.5,134,0.3,35390,68.7,786,1.5,21902,42.5,4481,8.7,2811,5.5,6233,12.1,6160,39581,15.6,50119,33143,4216,6235,6706,14,5,44,784,4089,1618,152,5280,433,1012,13.4,0.0,0.1,0.0,0.3,1.6,8.2,3.2,15.9,10.3,16.2,21626,1358,22893,1428,22348,1509,2733.6,157.3,3189.8,179.9,2951.6,178.1,3032.2,172.0,3129.2,179.6,3124.6,177.4,0.0,0.0,3130.3,184.8,8095,503,25586,1803,15.9,16.0,14.8,.,16.9,17.4,17.7,16.6,17.6,17.4,17.6,16.1,14.2,3900.8,610.6,234.9,123.7,1194.1,204349723.8,37202542.1,18211899.2,13034751.5,263.2,959.7,736.7,1075.8,672.1,193.2,11945821.2,44498280.3,36564382.3,59195115.0,40370652.6,11775472.5,27.7,3238.7,616.0,18.4,43.7,9.4,4869.9,31,127,13,32,2179.0,8243.0,1.4,3.9,0.8,17.9,187.4,670.5,3003.3,17.0,869.3,3031.5,34.7,2953.9,270.8,46.2,140.5,42.8,325.6,120.9,645.1,3869.3,16.7,4420.3,7.8,12.6,3076.4,55564.1,34356.9,59.1,47.3,7.4,2.8,1.5,14.5,26.4,37.3,0.7,83.0,15.8,0.5,6.7,24.6,18.9,27.6,17.2,5.0,75.7,6.9,1.2,3.6,1.1,8.3,3.1,4.8,77.0,17.2,0.0,0.1,0.5,0.4,22.3,77.7,13.1,45391,46368,49631,55023,60064,60941,52387,60927,77533,105408,6.6,5.2,5.4,4.6,966,771,608,519,147,112,59.8,64.5,3605,12,14,153,2922,504,313,1928,1253,6,56,2,47,1962,341,133,1530,0.4,14.0,4.2,81.1,100,8.7,53.5,34.8,0.2,1.6,0.1,1.3,54.4,9.5,3.7,42.4,0.3
04,1215016,125024,295471,764180,450836,99948,294772,612947,42047,61557,729863,12027,37362,3150,653,13790,3552,42774,79850,85969,86249,87166,88888,91372,95368,95667,96268,98473,93463,87480,82477,628834,224306,239661,4696,88108,1494,27917,620712,594304,1103,579178,0.2,1287935,13559,1.1,125024,51857,24374,25532,20855,2406,41.5,19.5,20.4,16.7,1.9,0.7,2.2,1.2,0.8,0.4,0.2,0.3,0.3,0.2,5.2,2.8,3.0,1.2,0.5,0.3,0.2,0.3,0.3,0.3,8.3,19.7,18.5,51.8,0.4,7.3,0.1,2.3,62.9,37.1,50.4,24.3,10.3,24.3,8.2,3.5,5.1,60.1,1.0,3.1,0.3,0.1,1.1,0.3,3.5,6.6,7.1,7.1,7.2,7.3,7.5,7.8,7.9,7.9,8.1,7.7,7.2,6.8,51.1,48.9,1217905,100,4995,0.4,42820,3.5,79972,6.6,86079,7.1,86332,7.1,87239,7.2,88953,7.3,91419,7.5,95406,7.8,95701,7.9,96307,7.9,98513,8.1,93503,7.7,87549,7.2,83117,6.8,224733,18.5,630043,51.7,240713,19.8,4704,0.4,88210,7.2,1496,0.1,28006,2.3,595337,48.9,622568,51.1,765334,62.8,452571,37.2,61592,5.1,295683,24.3,42075,3.5,3161,0.3,12042,1.0,37380,3.1,654,0.1,731411,60.1,13806,1.1,613808,50.4,294899,24.2,99968,8.2,126915,10.4,154616,957786,16.1,1187361,736956,267562,127575,156419,820,248,5555,45816,76114,24095,3771,108832,37313,19362,13.2,0.1,0.5,0.0,0.3,3.9,6.4,2.0,14.8,13.9,15.2,522943,26230,539576,27751,544608,29159,62183.2,3119.9,69480.4,3353.2,66260.7,3472.3,64553.4,3407.1,61140.5,3384.8,61255.2,3390.1,8804.1,378.0,62269.3,3477.0,208886,10858,582374,33965,19.9,19.4,18.7,23.3,17.9,19.9,20.7,19.1,18.9,18.1,18.1,19.2,17.1,79397.5,19525.5,4477.5,1591.5,15879.9,4827216011.9,1383760265.7,393317529.3,185875006.3,6148.6,23473.5,16542.8,22367.0,8779.8,2085.8,335934664.5,1334240863.6,988514526.4,1408234640.5,601936909.1,158354407.6,1537.4,57217.3,19799.6,843.1,27.4,3.5,104992.1,229,2501,115,768,44271.4,165143.4,911.6,260.6,148.4,2834.4,17637.8,17783.3,39616.3,1116.7,18184.8,61212.7,17.2,56621.2,3577.2,5479.8,1503.7,1768.7,7394.5,3052.5,11429.2,77551.5,14.7,85207.4,6.9,10.4,96956.0,889864.2,589954.0,63.6,48.1,11.8,2.7,1.0,9.6,26.8,58.7,1.9,72.1,24.9,1.1,7.7,29.6,20.8,28.2,11.1,2.6,71.3,4.5,6.9,1.9,2.2,9.3,3.8,22.2,49.9,22.4,0.2,0.3,3.6,1.4,22.9,77.1,15.3,54636,56840,59755,62960,68559,75919,60798,70869,87843,116789,6.6,5.9,6.0,5.4,9925,8878,17522,15627,1496,2913,65.1,63.5,80785,299,81,2941,65268,12196,14641,39961,17922,252,6479,98,1432,43017,5877,6646,35514,0.1,15.1,3.6,80.8,100,18.1,49.5,22.2,0.3,8.0,0.1,1.8,53.2,7.3,8.2,44.0,0.4
05,81688,9103,8404,51358,30330,4470,8921,33833,3877,7371,60337,1215,761,288,298,1093,226,3290,6020,6147,6137,5897,5891,6101,6331,6295,6207,6379,6096,5544,5127,19452,20187,37518,470,1724,52,2285,41899,39789,149,37809,0.4,88070,1201,1.4,9103,3918,2095,1721,1166,203,43.0,23.0,18.9,12.8,2.2,2.3,3.3,1.7,0.7,0.4,0.1,0.7,0.6,0.3,3.7,8.3,4.9,1.4,0.1,0.7,0.1,0.3,0.7,0.2,2.7,45.9,24.7,23.8,0.6,2.1,0.1,2.8,62.9,37.1,41.4,10.3,11.1,10.9,5.5,4.7,9.0,73.9,1.5,0.9,0.4,0.4,1.3,0.3,4.0,7.4,7.5,7.5,7.2,7.2,7.5,7.8,7.7,7.6,7.8,7.5,6.8,6.3,51.3,48.7,81994,100,447,0.5,3303,4.0,6028,7.4,6152,7.5,6146,7.5,5908,7.2,5893,7.2,6104,7.4,6332,7.7,6297,7.7,6209,7.6,6382,7.8,6098,7.4,5546,6.8,5149,6.3,20295,24.8,19508,23.8,37644,45.9,474,0.6,1729,2.1,52,0.1,2292,2.8,39908,48.7,42086,51.3,51506,62.8,30488,37.2,7376,9.0,8406,10.3,3880,4.7,288,0.4,1226,1.5,762,0.9,298,0.4,60497,73.8,1093,1.3,33872,41.3,8922,10.9,4470,5.5,9263,11.3,9627,63017,15.3,80151,49542,7592,9587,11527,60,10,115,4125,2552,4337,328,8045,994,1527,14.4,0.1,0.1,0.0,0.4,5.1,3.2,5.4,16.2,13.1,15.9,33521,1979,34578,2035,36330,2225,4372.3,238.8,4760.0,267.6,4552.6,271.2,4599.2,265.1,4939.5,267.0,4809.0,263.4,25.8,1.9,5075.5,295.7,11372,640,39669,2612,16.9,17.0,16.3,13.6,17.2,18.3,17.8,16.8,17.3,18.5,18.3,17.8,15.2,5919.7,919.3,384.0,177.0,1535.8,310213416.5,57579272.1,29835519.7,17793381.8,580.2,1633.0,996.1,1477.7,897.6,335.0,25673221.7,76716746.2,50111639.8,80681903.0,54670237.3,22359668.5,110.8,4730.9,1054.2,23.8,39.0,2.0,7399.9,26,191,25,47,3080.6,12016.3,164.9,25.0,6.0,53.3,1002.1,380.5,4420.8,32.0,1193.9,4725.7,11.1,4518.5,370.0,133.9,185.5,58.0,526.0,127.9,938.3,5799.7,16.2,6261.3,7.7,11.8,4014.7,73894.2,48120.5,61.6,49.3,7.7,3.2,1.5,12.8,25.6,33.4,1.9,79.9,17.8,0.4,9.8,27.6,16.8,25.0,15.2,5.7,76.3,6.2,2.3,3.1,1.0,8.9,2.2,16.9,74.7,6.4,0.1,0.4,0.9,0.5,20.2,79.8,13.8,44247,46980,50306,54598,60910,66743,52404,62635,77701,100525,6.2,5.2,4.9,4.3,927,773,979,859,150,199,57.6,64.2,5127,8,324,594,3405,796,1232,998,2619,30,141,5,102,2561,502,167,1967,6.3,15.5,11.6,66.4,100,24.0,19.5,51.1,0.6,2.8,0.1,2.0,50.0,9.8,3.3,38.4,0.2
06,204068,21591,32028,106663,97405,14696,32710,90872,10831,17626,91822,1948,2863,662,247,1871,518,6107,13582,14369,14239,14654,14724,15412,16077,16420,16432,16672,16234,14868,13760,77496,21655,92152,828,5280,254,6403,104007,100061,154,97398,0.2,215734,2772,1.3,21591,9208,4709,4427,2814,433,42.6,21.8,20.5,13.0,2.0,1.3,1.9,0.9,0.4,0.2,0.2,0.1,0.2,0.1,4.0,3.9,3.1,1.4,0.7,0.5,0.3,0.3,0.2,0.3,7.6,45.2,10.6,38.0,0.4,2.6,0.1,3.1,52.3,47.7,44.5,15.7,10.6,16.0,7.2,5.3,8.6,45.0,1.0,1.4,0.3,0.1,0.9,0.3,3.0,6.7,7.0,7.0,7.2,7.2,7.6,7.9,8.0,8.1,8.2,8.0,7.3,6.7,51.0,49.0,204785,100,899,0.4,6123,3.0,13622,6.7,14400,7.0,14266,7.0,14675,7.2,14736,7.2,15425,7.5,16094,7.9,16428,8.0,16440,8.0,16681,8.1,16258,7.9,14891,7.3,13847,6.8,21705,10.6,77725,38.0,92555,45.2,828,0.4,5294,2.6,255,0.1,6423,3.1,100305,49.0,104480,51.0,106894,52.2,97891,47.8,17637,8.6,32072,15.7,10845,5.3,662,0.3,1949,1.0,2871,1.4,249,0.1,92206,45.0,1872,0.9,91009,44.4,32745,16.0,14699,7.2,22152,10.8,25127,151656,16.6,196975,104836,28168,22204,25067,116,63,450,4271,8868,10342,957,16853,3216,3747,12.7,0.1,0.2,0.0,0.5,2.2,4.5,5.3,16.1,11.4,16.9,89515,4951,91410,5182,90253,5340,11594.4,593.1,11796.6,618.5,11631.3,652.8,11819.2,674.0,11492.6,641.2,11664.0,664.0,181.0,11.1,10921.7,625.4,34911,1998,99923,6352,18.1,17.6,16.9,16.3,17.5,19.5,19.1,17.8,17.5,17.9,17.6,17.5,15.7,13959.6,2590.6,793.5,315.0,3006.9,794683326.7,175358298.8,67194372.8,35184547.0,951.2,3987.8,2794.3,3990.9,1779.7,455.8,47457758.0,210901095.5,155551329.3,236164794.5,113589316.2,31019033.2,124.3,10573.8,3165.2,96.3,69.8,2.2,17658.7,46,441,19,129,7387.8,28053.4,23.7,42.1,9.7,93.3,827.0,1881.0,10976.5,130.1,2958.7,11000.9,16.1,9603.5,865.5,863.6,310.5,112.0,1539.8,664.8,2048.9,13610.9,15.1,14855.7,6.4,11.1,8488.4,165333.8,95158.5,62.9,49.8,9.2,2.8,1.1,10.7,26.3,30.3,0.9,75.7,22.7,0.7,6.8,28.6,20.0,28.6,12.7,3.3,68.8,6.2,6.2,2.2,0.8,11.0,4.8,5.9,78.6,13.5,0.1,0.3,0.7,0.9,21.2,78.8,14.6,49894,52887,55668,59176,63826,68052,56927,67690,84677,111715,6.3,5.2,6.3,5.2,2067,1725,2919,2430,329,464,64.2,64.1,13560,25,1,867,11014,1653,1362,4891,6605,48,346,16,292,5817,1034,767,4924,0.0,12.2,6.4,81.2,100,10.0,36.1,48.7,0.4,2.6,0.1,2.2,42.9,7.6,5.7,36.3,0.2
