DISTRICT,D20GP14R,D20GV14R,D2CRB13R,D2CRB14R,D2CRM13R,D2CRM14R,D2CRR13R,D2CRR14R,D30GP14R,D30GV14R,D3CRB13R,D3CRB14R,D3CRM13R,D3CRM14R,D3CRR13R,D3CRR14R,D40GP14R,D40GV14R,D4CRB13R,D4CRB14R,D4CRM13R,D4CRM14R,D4CRR13R,D4CRR14R,DA0GP14R,DA0GV14R,DACRB13R,DACRB14R,DACRM13R,DACRM14R,DACRR13R,DACRR14R,DB0GP14R,DB0GV14R,DBCRB13R,DBCRB14R,DBCRM13R,DBCRM14R,DBCRR13R,DBCRR14R,DE0GP14R,DE0GV14R,DECRB13R,DECRB14R,DECRM13R,DECRM14R,DECRR13R,DECRR14R,DF0GP14R,DF0GV14R,DFCRB13R,DFCRB14R,DFCRM13R,DFCRM14R,DFCRR13R,DFCRR14R,DH0GP14R,DH0GV14R,DHCRB13R,DHCRB14R,DHCRM13R,DHCRM14R,DHCRR13R,DHCRR14R,DI0GP14R,DI0GV14R,DICRB13R,DICRB14R,DICRM13R,DICRM14R,DICRR13R,DICRR14R,DL0GP14R,DL0GV14R,DLCRB13R,DLCRB14R,DLCRM13R,DLCRM14R,DLCRR13R,DLCRR14R,DM0GP14R,DM0GV14R,DMCRB13R,DMCRB14R,DMCRM13R,DMCRM14R,DMCRR13R,DMCRR14R,DR0GP14R,DR0GV14R,DRCRB13R,DRCRB14R,DRCRM13R,DRCRM14R,DRCRR13R,DRCRR14R,DS0GP14R,DS0GV14R,DSCRB13R,DSCRB14R,DSCRM13R,DSCRM14R,DSCRR13R,DSCRR14R,DW0GP14R,DW0GV14R,DWCRB13R,DWCRB14R,DWCRM13R,DWCRM14R,DWCRR13R,DWCRR14R
"230908",-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,97.8,97.8,54,67,58,77,77,84,.,.,.,.,.,.,.,.,92.3,26.7,67,75,75,75,75,83,100,40,67,67,67,72,95,89,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,96.3,57.8,44,68,52,80,63,80,100,24.4,33,33,37,44,67,56,-1,-1,.,.,.,.,.,.,97.6,91.1,53,68,58,78,77,83
"231901",-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,77.8,47.2,41,48,56,67,63,64,.,.,.,.,.,.,.,.,84.6,16.7,29,33,43,58,57,50,75,11.1,43,53,57,67,71,80,72,33.3,33,41,50,68,42,55,.,.,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,80,36.1,38,44,54,67,54,50,71.4,19.4,0,38,17,46,33,54,50,2.8,.,-1,.,-1,.,-1,90,13.9,47,60,60,60,80,80
"231902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,91.7,83.3,63,67,74,75,68,83,.,.,.,.,.,.,.,.,100,41.7,40,67,60,67,40,100,100,50,71,50,86,67,71,83,83.3,41.7,20,67,40,67,40,83,-1,-1,.,-1,.,-1,.,-1,-1,-1,.,-1,.,-1,.,-1,83.3,33.3,58,83,67,83,67,83,-1,-1,57,-1,71,-1,71,-1,.,.,-1,.,-1,.,-1,.,100,33.3,79,60,86,80,79,80
"232901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,80,82,60,91,80,91,60,.,.,.,.,.,.,.,.,-1,-1,100,-1,100,-1,100,-1,-1,-1,86,-1,86,-1,100,-1,-1,-1,80,-1,80,-1,100,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,-1,-1,83,-1,100,-1,83,-1
"232902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,63.9,8.3,48,39,72,55,56,52,.,.,.,.,.,.,.,.,54.2,5.6,29,27,64,41,43,41,78.6,0,31,43,69,71,46,43,56.7,5.6,45,30,70,44,55,44,.,.,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1,54.5,8.3,67,37,75,42,67,58,52.6,2.8,27,29,45,41,36,41,14.3,2.8,.,-1,.,-1,.,-1,100,2.8,60,83,80,100,60,83
"232903",.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,79.9,48.7,44,39,57,57,58,49,.,.,-1,.,-1,.,-1,.,75,29.5,34,32,51,50,48,44,79.2,20.9,50,41,56,59,66,56,78.2,39.7,40,35,55,52,55,46,.,.,.,.,.,.,.,.,66.7,1.7,-1,-1,-1,-1,-1,-1,80.7,27.8,36,36,58,54,49,41,73.8,29.5,22,19,38,39,39,31,62.5,3.8,13,-1,13,-1,10,0,88.2,8.5,60,59,65,77,73,66
"232904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66.7,0,50,75,80,92,50,83,.,.,-1,.,-1,.,-1,.,60,0,-1,-1,-1,-1,-1,-1,77.8,0,-1,86,-1,88,-1,100,-1,-1,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,50,0,43,60,71,100,43,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,64.3,0,43,75,86,92,43,83
"233901",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,83.3,74.9,45,48,62,61,58,67,100,0.9,75,-1,75,-1,67,-1,78.9,39.1,42,42,60,56,55,62,85.7,39.1,45,50,60,61,61,73,83.1,68.7,44,46,60,60,58,66,.,.,-1,.,-1,.,-1,.,75,0.9,0,-1,18,-1,0,-1,80.8,35.8,46,46,64,60,55,60,84.7,74.2,45,48,62,61,58,67,42.1,4.3,5,0,9,6,8,11,83,5.3,52,64,74,70,60,77
"233903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,100,70,80,80,80,90,80,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,100,53.3,75,100,75,100,100,100,100,40,67,67,67,67,100,67,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,100,46.7,-1,57,-1,57,-1,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,100,53.3,-1,88,-1,88,-1,88
"234801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,0,62,39,71,44,71,50,-1,-1,.,-1,.,-1,.,-1,30.8,0,-1,22,-1,33,-1,22,50,0,83,38,86,38,86,50,-1,-1,.,-1,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29.4,0,43,40,57,50,57,50,43.8,0,40,33,50,42,60,42,-1,-1,.,.,.,.,.,.,42.9,0,62,40,71,47,69,47
"234902",100,2.9,-1,-1,-1,-1,-1,-1,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,99.3,66.2,63,67,89,79,67,73,-1,-1,-1,-1,-1,-1,-1,-1,100,22.3,38,65,83,74,40,74,100,23.7,59,72,86,82,67,80,100,5.8,43,60,86,70,57,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,98.8,42.4,69,64,93,77,68,68,100,14.4,22,25,57,45,39,38,100,4.3,-1,-1,-1,-1,-1,-1,99.1,52.5,65,68,89,81,70,73
"234903",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,92.9,91.4,63,44,84,81,69,45,-1,-1,60,-1,80,-1,60,-1,93.1,38.6,47,43,79,74,47,44,93.3,38.6,59,48,83,79,68,46,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,92.5,52.9,65,41,85,82,69,44,91.3,30,-1,36,-1,60,-1,41,86.7,18.6,0,-1,20,-1,0,0,91.9,80,67,43,85,80,74,44
"234904",.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,85.9,80.3,43,40,63,57,53,57,.,.,.,.,.,.,.,.,77.8,28.2,27,27,50,45,45,43,90.3,35.2,58,44,71,56,68,70,84.6,15.5,38,27,38,45,50,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,82.5,45.1,30,36,56,58,39,47,83.3,40.8,16,17,36,33,28,39,71.4,7,-1,-1,-1,-1,-1,20,86.2,64.8,44,43,66,59,53,59
"234905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,93.1,86.2,86,65,86,77,90,81,-1,-1,.,-1,.,-1,.,-1,87.5,24.1,100,60,100,80,100,67,100,41.4,75,83,75,83,83,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,87.5,44.8,100,50,100,71,100,67,60,6.9,67,-1,67,-1,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,91.3,65.5,84,71,84,76,89,91
"234906",.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,97.4,90.8,62,53,74,67,71,69,-1,-1,17,-1,33,-1,33,-1,98.3,36.8,58,57,65,69,65,65,94.6,40.8,60,60,67,67,72,80,100,15.8,45,57,55,76,55,68,.,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,100,50,64,45,81,67,71,58,97.7,27,23,17,27,33,27,43,100,9.2,38,0,50,0,38,30,96.9,74.3,69,51,81,65,78,69
"234907",100,5.9,-1,44,-1,50,-1,67,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,98.8,98.8,53,41,66,59,73,56,100,5.3,45,25,45,38,91,33,98.7,45.3,49,32,62,58,72,46,100,48.2,56,45,64,62,80,61,100,12.9,56,41,78,55,61,55,-1,-1,.,-1,.,-1,.,-1,-1,-1,.,-1,.,-1,.,-1,97.7,50.6,49,38,69,57,64,51,98.9,52.9,28,24,46,41,62,45,100,8.2,17,0,33,11,43,0,98.4,74.1,54,42,68,62,73,57
"234909",.,.,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,82.6,47.8,44,33,72,44,52,63,.,.,.,.,.,.,.,.,78.6,34.8,54,20,85,40,62,73,72.7,17.4,54,25,69,25,62,75,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1,91.7,30.4,33,40,75,60,42,55,81.8,34.8,22,0,56,11,33,50,-1,-1,-1,-1,-1,-1,-1,-1,94.4,43.5,48,43,70,57,57,60
"235901",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75.6,68.3,42,37,68,50,50,62,-1,-1,-1,-1,-1,-1,-1,-1,81,36.6,40,28,59,42,45,55,80,29.3,50,47,68,47,55,67,75.8,56.1,31,29,63,41,41,60,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,73.1,39,29,30,69,52,43,59,76.5,31.7,13,7,44,33,27,31,-1,-1,.,.,-1,.,.,-1,80,7.3,80,-1,83,-1,80,-1
"235902",100,0.7,-1,50,-1,67,-1,86,90,0.9,33,56,67,78,33,67,.,.,.,.,.,.,.,.,79.1,59.1,43,41,58,54,57,58,69.1,3.7,30,23,41,29,52,42,74,27.2,30,26,46,41,48,46,81,27.8,43,46,56,53,61,67,75.3,31.8,38,33,52,46,56,53,-1,-1,-1,-1,-1,-1,-1,-1,16.7,0.1,-1,-1,-1,-1,-1,-1,77.3,31.3,42,36,60,56,53,49,71.7,28.2,17,16,30,27,39,42,56.9,5.3,6,10,24,13,15,17,85.1,21.7,52,52,70,69,62,67
"235904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"236801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14.3,0,-1,17,-1,33,-1,17,-1,-1,.,-1,.,-1,.,-1,16.7,0,-1,20,-1,40,-1,20,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14.3,0,-1,17,-1,33,-1,17,0,0,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1
"236901",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,96.1,62,43,79,53,65,55,100,9.8,64,-1,73,-1,73,60,100,25.5,59,42,77,42,64,54,100,37.3,64,60,73,70,70,75,100,7.8,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,58.8,60,30,84,41,60,41,100,51,39,18,50,27,47,25,100,11.8,-1,-1,-1,-1,-1,-1,100,74.5,61,38,84,49,63,53
"236902",.,.,67,.,100,.,60,.,100,1,-1,80,-1,100,-1,80,.,.,.,.,.,.,.,.,63.1,23.8,52,49,72,61,60,65,39.3,3.4,38,27,63,40,47,51,52.3,11.4,42,34,69,50,48,52,66.5,13.3,49,46,69,55,58,67,52.9,7.3,47,34,71,52,53,51,-1,-1,.,-1,.,-1,.,-1,45,1,0,11,36,61,0,11,59.9,10.4,54,51,74,67,61,63,36.4,6.3,23,21,49,35,36,42,11.9,0.7,5,6,11,6,14,21,76.4,12.1,60,63,74,71,69,76
"237902",-1,-1,.,-1,.,-1,.,-1,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,96.6,89.9,25,34,46,46,33,42,100,20.2,0,25,21,35,5,25,94.6,36,19,32,39,42,29,41,95.7,43.8,24,50,42,57,36,58,97.5,41.6,20,28,50,38,24,39,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,97.6,46.1,27,14,50,31,30,22,96.4,57.3,3,11,24,22,11,21,100,11.2,-1,0,-1,0,-1,0,92.3,25.8,50,46,62,63,64,56
"237904",80,0.9,83,60,100,80,86,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,70.9,27.6,50,56,72,70,59,70,45.5,2.3,35,28,56,38,58,59,66.5,16,43,50,70,64,54,67,75.4,17.4,54,58,69,72,65,74,67.9,13.4,43,51,69,70,50,62,-1,-1,-1,-1,-1,-1,-1,-1,11.1,0.3,-1,0,-1,29,-1,0,66.8,10.3,47,54,75,67,53,66,40.8,4.6,21,29,45,37,35,53,33.3,1.7,-1,14,-1,14,17,14,79.6,10.5,55,68,77,76,63,80
"237905",-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,88.9,82.4,57,49,76,71,67,58,91.3,17.6,50,41,70,72,63,41,85.7,55.6,58,42,78,69,65,52,90.9,33.3,69,55,82,81,78,64,85.3,50,60,45,76,67,70,57,.,.,.,.,.,.,.,.,75,5.6,-1,0,-1,33,-1,0,87.5,49.1,43,45,70,62,53,53,84.6,37,35,15,63,51,49,28,60,5.6,-1,-1,-1,-1,-1,-1,100,13,73,79,91,79,73,86
"238902",-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1,58.7,26.6,46,47,68,61,60,59,69.2,3.5,-1,42,-1,50,-1,67,43.8,6.3,16,41,45,61,35,55,58.8,13.3,52,47,64,61,67,65,53.8,14.7,37,45,63,57,52,59,.,.,-1,.,-1,.,-1,.,-1,-1,.,-1,.,-1,.,-1,58.7,13.3,41,46,71,60,55,52,16.1,2.1,27,11,46,14,46,28,16.7,1.4,-1,0,-1,14,-1,14,65.3,8.4,66,53,82,71,78,60
"238904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,-1,40,-1,53,-1,40,.,.,.,.,.,.,.,.,100,0,-1,38,-1,63,-1,38,-1,-1,-1,-1,-1,-1,-1,-1,100,0,-1,25,-1,38,-1,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,.,45,.,64,.,45,100,0,-1,42,-1,58,-1,42,-1,-1,.,-1,.,-1,.,-1,100,0,.,57,.,71,.,57
"239901",-1,-1,.,.,.,.,.,-1,-1,-1,71,-1,100,-1,71,-1,.,.,.,.,.,.,.,.,83.3,55.1,56,56,78,66,63,70,71.7,11.8,27,33,44,51,40,47,75,18,36,42,62,53,48,58,83.7,31.1,57,52,74,62,64,75,78.6,14.1,46,42,73,50,55,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82.7,23.9,54,60,83,70,60,64,68.1,13.1,16,28,45,33,28,47,65.5,6.2,0,10,5,20,9,7,89.3,28.5,65,69,88,77,71,80
"239903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1,100,100,46,46,63,64,46,63,-1,-1,0,-1,20,-1,0,-1,100,40.7,13,50,50,73,13,50,100,29.6,50,63,60,75,50,88,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,70.4,43,38,64,59,43,50,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,77.8,63,56,75,68,63,72
"240801",.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,12.8,0,10,5,26,8,15,11,.,.,.,.,.,.,.,.,14,0,9,5,24,8,14,9,12.9,0,11,6,21,8,18,13,12.8,0,10,5,25,8,16,11,.,.,.,.,.,.,.,.,40,0,-1,-1,-1,-1,-1,-1,12.7,0,9,4,32,7,12,10,13.1,0,8,3,18,7,13,11,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.
"240901",.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,94,76.2,47,41,76,64,54,53,-1,-1,.,-1,.,-1,.,-1,94.2,73.2,47,41,76,64,54,52,94.5,38.9,51,44,75,62,59,59,93.9,75.5,47,41,76,64,54,52,.,.,.,.,.,.,.,.,91.5,5.8,2,2,52,33,4,5,93.4,37.3,44,39,78,66,48,46,94.2,48.6,24,27,60,52,34,39,87.6,6.9,9,3,20,22,15,3,100,0.5,-1,-1,-1,40,-1,-1
"240903",100,0.2,-1,40,-1,60,-1,60,100,0.2,70,83,90,100,80,83,.,.,.,.,.,.,.,.,98.5,98.3,46,43,69,57,56,61,-1,-1,40,-1,60,-1,40,-1,98.2,61.9,42,39,67,54,52,56,99.1,49.7,50,46,67,57,63,67,98.5,96.2,46,43,69,57,56,61,-1,-1,-1,-1,-1,-1,-1,-1,93.4,3,0,0,25,16,0,0,97.9,48.6,43,40,71,58,49,54,99.1,40.3,20,16,44,29,34,39,90.7,5.9,4,3,11,10,8,8,100,1.6,63,45,84,60,74,63
"240904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71.4,50,35,38,65,46,45,73,.,.,.,.,.,.,.,.,60,21.4,23,29,54,43,38,57,66.7,25,62,44,85,50,69,75,70.4,46.4,30,36,63,44,41,72,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,80,25,17,30,50,40,28,70,50,17.9,7,20,43,30,21,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"241901",-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,92.5,85.1,38,41,67,66,48,54,62.5,7.5,25,0,63,43,50,29,88.9,31.3,33,25,59,58,52,42,97,43.3,56,41,75,56,63,59,97,43.3,35,45,58,63,43,52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,88.2,41.8,29,41,63,77,41,48,90,38.8,9,15,33,37,26,42,83.3,7.5,-1,-1,-1,-1,-1,-1,96,32.8,47,50,79,79,53,63
"241902",.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,94,67.9,69,74,90,84,72,76,85.7,6,-1,43,-1,57,-1,43,94.7,16.7,33,63,50,65,43,59,89.7,28.6,68,76,84,80,77,80,95.7,16.7,44,74,67,75,67,67,.,.,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1,97.8,39.3,70,73,96,86,67,73,85.7,13.1,17,33,50,33,43,36,83.3,6,-1,-1,-1,-1,-1,-1,94.4,45.2,76,79,95,90,74,85
"241903",-1,-1,.,-1,.,-1,.,-1,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,73.1,55.5,50,47,64,57,61,67,50,5.7,32,26,54,37,48,46,61.8,21.6,32,39,55,51,49,57,66.4,25.6,46,49,60,54,63,70,69.5,29.1,29,37,45,52,48,60,.,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,80.2,30,53,45,67,59,59,63,61.2,29.5,25,22,36,33,42,54,55.6,4.4,-1,0,-1,0,0,0,88.5,20.7,79,69,88,72,80,82
"241904",.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,81.9,62.9,50,43,67,51,64,74,80.5,20.7,39,32,57,42,48,63,77.8,41.4,40,30,70,37,49,69,80.3,29.3,54,47,61,56,71,81,75.5,28.4,39,38,61,45,63,75,-1,-1,.,-1,.,-1,.,-1,.,.,-1,.,-1,.,-1,.,83.6,33.6,45,37,76,44,54,65,73.8,32.8,30,22,51,30,44,64,84.6,8.6,-1,-1,-1,-1,0,-1,95.8,12.1,70,64,83,73,77,86
"241906",-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,94.7,34,46,59,73,48,51,.,.,.,.,.,.,.,.,100,36.8,55,36,55,64,55,50,100,42.1,47,56,67,81,60,63,100,52.6,50,37,58,58,67,47,.,.,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1,100,52.6,21,38,50,67,36,43,100,13.2,-1,0,-1,20,-1,0,100,13.2,-1,-1,-1,-1,-1,-1,100,39.5,24,53,59,88,35,53
"242902",-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,75,66.7,75,58,75,60,75,79,-1,-1,-1,-1,-1,-1,-1,-1,66.7,12.5,57,40,57,60,57,60,63.6,20.8,78,50,78,45,78,90,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,84.6,45.8,73,67,73,78,73,67,64.3,37.5,-1,45,-1,50,-1,73,-1,-1,-1,.,-1,.,-1,.,82.4,54.2,83,69,83,69,83,85
"242903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,92,68,57,57,65,61,78,84,.,.,.,.,.,.,.,.,100,28,38,67,63,67,75,80,85.7,32,50,50,75,58,63,86,91.7,28,45,64,64,73,73,83,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,100,36,60,64,60,64,87,82,87.5,24,20,17,20,17,80,63,-1,-1,.,-1,.,-1,.,-1,92.3,40,64,50,64,50,82,85
"242905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,87.5,62.5,-1,88,-1,88,-1,100,.,.,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1,100,50,-1,100,-1,100,-1,100,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,85.7,50,-1,86,-1,86,-1,100
"242906",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,90.9,90.9,45,60,55,70,64,60,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,80,36.4,60,60,60,80,80,60,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,54.5,33,60,50,60,50,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,90,81.8,38,56,50,67,63,56
"243801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,14,67,14,67,43,78,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,14,-1,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,.,71,.,71,.,71,100,0,.,83,.,83,.,100,.,.,.,.,.,.,.,.,100,0,0,50,0,50,20,67
"243901",62.5,1.4,60,25,60,50,50,63,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,72,42.7,68,55,75,68,83,69,70.6,2.8,45,47,45,59,73,76,63.3,16.1,53,50,62,58,76,66,73.3,19.7,72,61,78,66,90,80,65,2.8,69,50,69,63,85,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,70.9,22.9,64,49,72,71,76,59,50,11,33,31,42,45,65,47,64.3,4.1,38,13,38,22,67,20,73.2,34.9,70,57,78,70,85,69
"243902",-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,88.5,61.5,60,58,81,71,57,64,-1,-1,-1,-1,80,-1,-1,-1,80,15.4,67,60,79,80,75,60,87.5,30.8,62,57,79,71,56,60,-1,-1,60,-1,100,-1,60,-1,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,90,30.8,58,60,85,70,58,70,-1,-1,33,-1,67,-1,25,-1,-1,-1,-1,.,-1,.,-1,-1,94.7,57.7,64,65,73,82,53,67
"243903",-1,-1,40,-1,40,-1,60,-1,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,92.1,59.5,59,58,70,65,73,78,.,.,.,.,.,.,.,.,84.1,19.8,56,49,69,56,68,71,94.9,31,69,63,71,66,86,89,91.7,6.3,60,36,70,45,80,64,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,89.6,28.6,50,53,70,63,61,68,93.5,21.4,31,14,40,17,52,52,72.7,6.3,20,13,20,13,33,63,91.7,50.8,59,59,71,66,72,79
"243905",72.4,1.2,47,48,71,72,65,64,100,1.3,85,68,95,86,90,77,-1,-1,.,.,.,.,.,.,84.5,57.8,55,54,72,66,65,69,80.1,9.2,32,25,53,41,44,43,81.8,34.3,41,40,58,54,54,57,86,26.5,57,55,68,63,69,75,83.8,18.9,44,48,62,58,58,63,83.3,0.9,-1,33,-1,55,-1,56,60,0.6,10,0,40,14,10,14,83.1,31.3,54,53,76,69,61,63,74.8,29.3,25,21,44,35,43,46,62.7,8.4,11,4,39,18,25,23,86.4,26.4,66,66,81,77,72,80
