CAMPUS,CAMPNAME,DISTRICT,DISTNAME,COUNTY,CNTYNAME,REGION,REGNNAME,C_RATING,CD1G,CD2G,CD2AG,CD2BG,CD3G,CPETALLC,CPE0312C,GRDTYPE,GRDSPAN,CPETECOP,CFLDAEP,CFLJJ,CFLPAIRD,CFLALTED,CFLRTF,PAIRCAMP,CFLPAIRO,CFLPAIR,CD1A,CD1AS,CD1B,CD1BS,CD1C,CD1CS,CD2A,CD2AS,CD2BS,CD2B,CD3,CD3S,CD1S,CD2S,CDALLS,CPETECHC,CPETPTEC,CPEMALLC,CPEMALLT,CPEMALLP,CPETECOC,CPETSPEC,GRDLOW,GRDHIGH,CPETLEPC,CPETLEPP,CPETSPEP,CPETECHP,CPETPTEP,CPE0312P,CFLCHART,CFLEEK,CFLNEWCAMP,CFLAEC,PAIRNAME,CFLAEATYPE,LAS_SCORE,LAS_WEIGHT
"243901003","WICHITA CO JJAEP","243901","BURKBURNETT ISD","243","WICHITA","09","REGION 09: WICHITA FALLS","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",2,2,"S","09 - 11",50,"N","Y","N","N","N"," ","N","N",,,,,,,,,,,,,,,,0,0,8,10,80,1,1,"09","11",0,0,50,0,0,100,"N","N","N","N"," "," ",,
"243901041","BURKBURNETT MIDDLE","243901","BURKBURNETT ISD","243","WICHITA","09","REGION 09: WICHITA FALLS","B","C","B","B","C","B",743,743,"M","06 - 08",49,"N","N","N","N","N"," ","N","N",48,79,,,,,71,82,77,,65,85,79,82,83,0,0,97,792,12.2,364,137,"06","08",13,1.7,18.4,0,0,100,"N","N","N","N"," "," ",,
"243901101","OVERTON RAY EL","243901","BURKBURNETT ISD","243","WICHITA","09","REGION 09: WICHITA FALLS","D","C","D","D","D","D",526,526,"E","03 - 05",56.5,"N","N","N","N","N"," ","Y","N",42,71,,,,,61,68,66,,21,64,71,68,69,0,0,64,572,11.2,297,133,"03","05",4,0.8,25.3,0,0,100,"N","N","N","N"," "," ",,
"243901103","JOHN G TOWER EL","243901","BURKBURNETT ISD","243","WICHITA","09","REGION 09: WICHITA FALLS","A","B","A","A","B","A",447,193,"E","PK - 05",44.7,"N","N","N","N","N"," ","N","N",59,89,,,,,89,95,84,,79,92,89,95,94,0,0,61,349,17.5,200,101,"PK","05",19,4.3,22.6,0,0,43.2,"N","N","N","N"," "," ",,
"243901104","I C EVANS EL","243901","BURKBURNETT ISD","243","WICHITA","09","REGION 09: WICHITA FALLS","D","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",568,0,"E","EE - 02",65.1,"N","N","N","N","N","243901101","N","Y",,,,,,,,,,,,,,,69,0,0,56,365,15.3,370,107,"EE","02",18,3.2,18.8,0,0,0,"N","N","N","N","OVERTON RAY EL"," ",,
"243902001","ELECTRA JUNIOR/SENIOR HIGH","243902","ELECTRA ISD","243","WICHITA","09","REGION 09: WICHITA FALLS","B","B","B","D","B","B",209,209,"S","07 - 12",59.3,"N","N","N","N","N"," ","N","N",45,73,100,100,87.5,55,62,60,88,,69,86,80,88,87,0,0,36,214,16.8,124,42,"07","12",1,0.5,20.1,0,0,100,"N","N","N","N"," "," ",,
"243902101","ELECTRA EL","243902","ELECTRA ISD","243","WICHITA","09","REGION 09: WICHITA FALLS","C","F","C","C","F","C",233,135,"E","EE - 06",73.4,"N","N","N","N","N"," ","N","N",33,58,,,,,67,75,58,,35,71,58,75,74,0,0,35,215,16.3,171,72,"EE","06",5,2.1,30.9,0,0,57.9,"N","N","N","N"," "," ",,
"243903001","IOWA PARK H S","243903","IOWA PARK CISD","243","WICHITA","09","REGION 09: WICHITA FALLS","A","A","A","C","A","A",545,545,"S","09 - 12",33.6,"N","N","N","N","N"," ","N","N",62,91,98,98,99.2,95,70,74,92,,82,93,95,92,94,0,0,52,576,9,183,66,"09","12",1,0.2,12.1,0,0,100,"N","N","N","N"," "," ",,
"243903002","IOWA PARK JJAEP","243903","IOWA PARK CISD","243","WICHITA","09","REGION 09: WICHITA FALLS","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",1,1,"S","11 - 11",0,"N","Y","N","N","N"," ","N","N",,,,,,,,,,,,,,,,0,0,2,2,100,0,0,"11","11",1,100,0,0,0,100,"N","N","N","N"," "," ",,
"243903041","W F GEORGE MIDDLE","243903","IOWA PARK CISD","243","WICHITA","09","REGION 09: WICHITA FALLS","A","B","B","B","B","A",430,430,"M","06 - 08",39.5,"N","N","N","N","N"," ","N","N",59,89,,,,,75,86,85,,73,91,89,86,90,0,0,50,470,10.6,170,90,"06","08",0,0,20.9,0,0,100,"N","N","N","N"," "," ",,
"243903101","BRADFORD EL","243903","IOWA PARK CISD","243","WICHITA","09","REGION 09: WICHITA FALLS","B","B","B","B","B","A",450,450,"E","03 - 05",41.6,"N","N","N","N","N"," ","Y","N",59,89,,,,,79,89,83,,75,90,89,89,89,0,0,36,472,7.6,187,142,"03","05",1,0.2,31.6,0,0,100,"N","N","N","N"," "," ",,
"243903103","KIDWELL EL","243903","IOWA PARK CISD","243","WICHITA","09","REGION 09: WICHITA FALLS","B","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",474,0,"E","EE - 02",43.2,"N","N","N","N","N","243903101","N","Y",,,,,,,,,,,,,,,89,0,0,20,296,6.8,205,68,"EE","02",0,0,14.3,0,0,0,"N","N","N","N","BRADFORD EL"," ",,
"243905009","WICHITA COUNTY JUVENILE JUSTICE AEP","243905","WICHITA FALLS ISD","243","WICHITA","09","REGION 09: WICHITA FALLS","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",15,15,"B","06 - 11",66.7,"N","Y","N","N","N"," ","N","N",,,,,,,,,,,,,,,,0,0,75,79,94.9,10,7,"06","11",1,6.7,46.7,0,0,100,"N","N","N","N"," "," ",,
"243905011","LEGACY H S","243905","WICHITA FALLS ISD","243","WICHITA","09","REGION 09: WICHITA FALLS","F","D","C","F","C","F",1857,1857,"S","09 - 12",64.9,"N","N","N","N","N"," ","N","N",39,67,,,,,58,58,70,,0,30,67,70,58,0,0,,,,1205,285,"09","12",200,10.8,15.3,0,0,100,"N","N","Y","N"," "," ",,
"243905012","MEMORIAL H S","243905","WICHITA FALLS ISD","243","WICHITA","09","REGION 09: WICHITA FALLS","D","C","C","F","C","F",1649,1649,"S","09 - 12",51.6,"N","N","N","N","N"," ","N","N",45,73,,,,,59,58,73,,24,49,73,73,66,0,0,,,,851,237,"09","12",139,8.4,14.4,0,0,100,"N","N","Y","N"," "," ",,
"243905046","BARWISE MIDDLE","243905","WICHITA FALLS ISD","243","WICHITA","09","REGION 09: WICHITA FALLS","C","C","C","D","C","D",1164,1164,"M","06 - 08",71.7,"N","N","N","N","N"," ","N","N",40,72,,,,,59,67,77,,25,65,72,77,73,0,0,191,1221,15.6,835,256,"06","08",254,21.8,22,0,0,100,"N","N","N","N"," "," ",,
"243905047","MCNIEL MIDDLE","243905","WICHITA FALLS ISD","243","WICHITA","09","REGION 09: WICHITA FALLS","C","C","C","C","C","D",996,996,"M","06 - 08",51.7,"N","N","N","N","N"," ","N","N",45,76,,,,,63,73,74,,32,68,76,74,74,0,0,143,1122,12.7,515,230,"06","08",58,5.8,23.1,0,0,100,"N","N","N","N"," "," ",,
"243905048","HIRSCHI MIDDLE","243905","WICHITA FALLS ISD","243","WICHITA","09","REGION 09: WICHITA FALLS","D","F","D","F","D","C",464,464,"M","06 - 08",92.7,"N","N","N","N","N"," ","N","N",28,56,,,,,53,58,60,,44,74,56,60,64,0,0,133,527,25.2,430,116,"06","08",82,17.7,25,0,0,100,"N","N","N","N"," "," ",,
"243905104","BROOK VILLAGE EARLY CHILDHOOD","243905","WICHITA FALLS ISD","243","WICHITA","09","REGION 09: WICHITA FALLS","D","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",196,0,"E","PK - PK",97.4,"N","N","Y","N","N","243905000","N","Y",,,,,,,,,,,,,,,68,0,0,,,,191,3,"PK","PK",53,27,1.5,0,0,0,"N","Y","N","N","WICHITA FALLS ISD"," ",,
"243905105","BURGESS EL","243905","WICHITA FALLS ISD","243","WICHITA","09","REGION 09: WICHITA FALLS","C","F","C","C","F","C",345,158,"E","PK - 05",87.5,"N","N","N","N","N"," ","N","N",30,56,,,,,64,71,57,,34,70,56,71,71,0,0,78,332,23.5,302,106,"PK","05",5,1.4,30.7,0,0,45.8,"N","N","N","N"," "," ",,
"243905107","CROCKETT EL","243905","WICHITA FALLS ISD","243","WICHITA","09","REGION 09: WICHITA FALLS","B","C","B","B","B","B",477,250,"E","KG - 05",69.4,"N","N","N","N","N"," ","N","N",51,78,,,,,79,89,84,,71,88,78,89,89,0,0,64,426,15,331,105,"KG","05",16,3.4,22,0,0,52.4,"N","N","N","N"," "," ",,
"243905108","CUNNINGHAM SCHOOL","243905","WICHITA FALLS ISD","243","WICHITA","09","REGION 09: WICHITA FALLS","C","D","C","C","D","C",436,160,"E","EE - 05",66.7,"N","N","N","N","N"," ","N","N",37,64,,,,,66,74,60,,40,72,64,74,73,0,0,39,310,12.6,291,192,"EE","05",22,5,44,0,0,36.7,"N","N","N","N"," "," ",,
"243905109","FAIN EL","243905","WICHITA FALLS ISD","243","WICHITA","09","REGION 09: WICHITA FALLS","C","D","C","C","D","C",429,188,"E","PK - 05",67.1,"N","N","N","N","N"," ","N","N",39,67,,,,,65,73,66,,52,77,67,73,74,0,0,77,411,18.7,288,98,"PK","05",8,1.9,22.8,0,0,43.8,"N","N","N","N"," "," ",,
"243905111","FOWLER EL","243905","WICHITA FALLS ISD","243","WICHITA","09","REGION 09: WICHITA FALLS","A","A","A","A","B","A",490,243,"E","PK - 05",53.3,"N","N","N","N","N"," ","N","N",60,90,,,,,82,91,88,,78,92,90,91,91,0,0,51,442,11.5,261,85,"PK","05",31,6.3,17.3,0,0,49.6,"N","N","N","N"," "," ",,
"243905112","FRANKLIN EL","243905","WICHITA FALLS ISD","243","WICHITA","09","REGION 09: WICHITA FALLS","C","C","C","C","C","C",442,225,"E","KG - 05",52.3,"N","N","N","N","N"," ","N","N",50,77,,,,,66,74,77,,38,72,77,77,76,0,0,64,399,16,231,105,"KG","05",19,4.3,23.8,0,0,50.9,"N","N","N","N"," "," ",,
"243905118","JEFFERSON EL","243905","WICHITA FALLS ISD","243","WICHITA","09","REGION 09: WICHITA FALLS","B","C","B","B","B","B",322,169,"E","PK - 05",64.3,"N","N","N","N","N"," ","N","N",50,77,,,,,77,87,82,,73,89,77,87,88,0,0,55,308,17.9,207,83,"PK","05",22,6.8,25.8,0,0,52.5,"N","N","N","N"," "," ",,
"243905121","MILAM EL","243905","WICHITA FALLS ISD","243","WICHITA","09","REGION 09: WICHITA FALLS","C","C","B","C","B","C",428,160,"E","PK - 05",62.1,"N","N","N","N","N"," ","N","N",49,77,,,,,66,74,80,,53,77,77,80,79,0,0,60,354,16.9,266,130,"PK","05",16,3.7,30.4,0,0,37.4,"N","N","N","N"," "," ",,
"243905123","SHEPPARD AFB EL","243905","WICHITA FALLS ISD","243","WICHITA","09","REGION 09: WICHITA FALLS","A","A","A","A","B","A",312,142,"E","PK - 06",18.6,"N","N","N","N","N"," ","N","N",69,92,,,,,86,93,82,,82,93,92,93,93,0,0,29,252,11.5,58,38,"PK","06",27,8.7,12.2,0,0,45.5,"N","N","N","N"," "," ",,
"243905125","BOOKER T WASHINGTON EL","243905","WICHITA FALLS ISD","243","WICHITA","09","REGION 09: WICHITA FALLS","D","F","D","D","F","D",377,177,"E","PK - 05",95.8,"N","N","N","N","N"," ","N","N",19,46,,,,,56,60,48,,30,68,46,60,62,0,0,102,346,29.5,361,90,"PK","05",12,3.2,23.9,0,0,46.9,"N","N","N","N"," "," ",,
"243905126","WEST FOUNDATION EL","243905","WICHITA FALLS ISD","243","WICHITA","09","REGION 09: WICHITA FALLS","A","B","B","B","B","A",378,210,"E","KG - 05",39.9,"N","N","N","N","N"," ","N","N",59,89,,,,,74,83,82,,79,92,89,83,90,0,0,39,342,11.4,151,90,"KG","05",35,9.3,23.8,0,0,55.6,"N","N","N","N"," "," ",,
"243905128","SCOTLAND PARK EL","243905","WICHITA FALLS ISD","243","WICHITA","09","REGION 09: WICHITA FALLS","B","F","B","B","D","C",542,241,"E","PK - 05",95.4,"N","N","N","N","N"," ","N","N",33,58,,,,,72,81,63,,57,78,58,81,80,0,0,111,472,23.5,517,92,"PK","05",148,27.3,17,0,0,44.5,"N","N","N","N"," "," ",,
"243905129","SOUTHERN HILLS EL","243905","WICHITA FALLS ISD","243","WICHITA","09","REGION 09: WICHITA FALLS","F","F","F","F","F","D",521,245,"E","PK - 05",82.7,"N","N","N","N","N"," ","N","N",28,54,,,,,52,57,55,,17,62,54,57,59,0,0,79,475,16.6,431,93,"PK","05",175,33.6,17.9,0,0,47,"N","N","N","N"," "," ",,
"243905131","ZUNDELOWITZ EL","243905","WICHITA FALLS ISD","243","WICHITA","09","REGION 09: WICHITA FALLS","C","F","C","C","F","C",514,273,"E","KG - 05",90.9,"N","N","N","N","N"," ","N","N",31,56,,,,,66,74,59,,55,78,56,74,75,0,0,116,544,21.3,467,123,"KG","05",223,43.4,23.9,0,0,53.1,"N","N","N","N"," "," ",,
"243905210","HAYNES HEAD START","243905","WICHITA FALLS ISD","243","WICHITA","09","REGION 09: WICHITA FALLS","D","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",282,0,"E","PK - PK",100,"N","N","Y","N","N","243905000","N","Y",,,,,,,,,,,,,,,68,0,0,,,,282,29,"PK","PK",39,13.8,10.3,0,0,0,"N","Y","N","N","WICHITA FALLS ISD"," ",,
"243906001","CITY VIEW JUNIOR/SENIOR HIGH","243906","CITY VIEW ISD","243","WICHITA","09","REGION 09: WICHITA FALLS","B","B","B","C","B","B",646,646,"B","06 - 12",68.1,"N","N","N","N","N"," ","N","N",49,77,78,80,100,100,68,70,83,,68,85,83,83,84,0,0,79,681,11.6,440,132,"06","12",18,2.8,20.4,0,0,100,"N","N","N","N"," "," ",,
"243906002","WICHITA COUNTY J J A E P","243906","CITY VIEW ISD","243","WICHITA","09","REGION 09: WICHITA FALLS","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",2,2,"S","09 - 11",100,"N","Y","N","N","N"," ","N","N",,,,,,,,,,,,,,,,0,0,4,4,100,2,0,"09","11",0,0,0,0,0,100,"N","N","N","N"," "," ",,
"243906101","CITY VIEW EL","243906","CITY VIEW ISD","243","WICHITA","09","REGION 09: WICHITA FALLS","B","C","B","B","C","B",504,237,"E","EE - 05",75.6,"N","N","N","N","N"," ","N","N",43,72,,,,,77,87,76,,69,86,72,87,87,0,0,64,428,15,381,105,"EE","05",23,4.6,20.8,0,0,47,"N","N","N","N"," "," ",,
"244901001","HARROLD SCHOOL","244901","HARROLD ISD","244","WILBARGER","09","REGION 09: WICHITA FALLS","A","B","B","B","B","A",154,130,"B","KG - 12",48.1,"N","N","N","N","N"," ","N","N",47,75,94,95,100,100,74,80,84,,81,93,88,84,90,0,0,23,158,14.6,74,24,"KG","12",3,1.9,15.6,0,0,84.4,"N","N","N","N"," "," ",,
"244903001","VERNON H S","244903","VERNON ISD","244","WILBARGER","09","REGION 09: WICHITA FALLS","B","B","B","D","B","B",489,489,"S","09 - 12",69.7,"N","N","N","N","N"," ","N","N",40,69,99,99,97.2,85,62,60,86,,73,89,84,86,87,0,0,87,543,16,341,95,"09","12",53,10.8,19.4,0,0,100,"N","N","N","N"," "," ",,
"244903002","NORTH TEXAS STATE HOSPITAL - AFP - VERNON","244903","VERNON ISD","244","WILBARGER","09","REGION 09: WICHITA FALLS","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",23,23,"S","08 - 12",0,"N","N","N","Y","Y"," ","N","N",,,,,,,,,,,,,,,,0,0,38,47,80.9,0,5,"08","12",7,30.4,21.7,0,0,100,"N","N","N","N"," ","RESIDENTIAL FACILITY",,
"244903003","VERNON ISD OPPORTUNITY CENTER","244903","VERNON ISD","244","WILBARGER","09","REGION 09: WICHITA FALLS","A","A","Not Rated","Not Rated","Not Rated","Not Rated",10,10,"S","09 - 12",100,"N","N","N","Y","N"," ","N","N",42,90,42,84,100,100,,,,,,,90,,90,0,0,30,30,100,10,2,"09","12",1,10,20,0,0,100,"N","N","N","Y"," ","DROPOUT RECOVERY SCHOOL",,
"244903041","VERNON MIDDLE","244903","VERNON ISD","244","WILBARGER","09","REGION 09: WICHITA FALLS","D","D","C","F","C","D",390,390,"M","06 - 08",78.7,"N","N","N","N","N"," ","N","N",35,65,,,,,53,58,72,,19,62,65,72,69,0,0,56,419,13.4,307,90,"06","08",66,16.9,23.1,0,0,100,"N","N","N","N"," "," ",,
"244903103","NTSH PRI PROGRAM WICHITA CAMPUS","244903","VERNON ISD","244","WILBARGER","09","REGION 09: WICHITA FALLS","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",11,11,"M","04 - 07",0,"N","N","N","N","Y"," ","N","N",,,,,,,,,,,,,,,,0,0,60,60,100,0,8,"04","07",0,0,72.7,0,0,100,"N","N","N","N"," "," ",,
"244903104","VERNON EL","244903","VERNON ISD","244","WILBARGER","09","REGION 09: WICHITA FALLS","C","D","C","C","C","C",494,376,"E","02 - 05",78.1,"N","N","N","N","N"," ","Y","N",40,69,,,,,70,79,72,,37,71,69,79,77,0,0,74,573,12.9,386,123,"02","05",83,16.8,24.9,0,0,76.1,"N","N","N","N"," "," ",,
"244903105","T G MCCORD EL","244903","VERNON ISD","244","WILBARGER","09","REGION 09: WICHITA FALLS","C","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",303,0,"E","EE - 01",79.2,"N","N","N","N","N","244903104","N","Y",,,,,,,,,,,,,,,77,0,0,21,134,15.7,240,51,"EE","01",45,14.9,16.8,0,0,0,"N","N","N","N","VERNON EL"," ",,
"244905001","NORTHSIDE SCHOOL","244905","NORTHSIDE ISD","244","WILBARGER","09","REGION 09: WICHITA FALLS","B","B","B","F","B","B",227,183,"B","KG - 12",36.6,"N","N","N","N","N"," ","N","N",52,79,87,89,100,100,58,58,81,,66,83,87,81,86,0,0,5,217,2.3,83,32,"KG","12",0,0,14.1,0,0,80.6,"N","N","N","N"," "," ",,
"245901001","LASARA H S","245901","LASARA ISD","245","WILLACY","01","REGION 01: EDINBURG","D","C","C","F","C","F",104,104,"S","09 - 12",76,"N","N","N","N","N"," ","N","N",36,62,71,75,100,100,57,57,73,,30,54,75,73,69,0,101,7,107,6.5,79,10,"09","12",19,18.3,9.6,0,97.1,100,"N","N","N","N"," "," ",,
"245901101","LASARA EL","245901","LASARA ISD","245","WILLACY","01","REGION 01: EDINBURG","C","D","C","C","D","C",238,134,"E","PK - 08",78.6,"N","N","N","N","N"," ","N","N",35,60,,,,,65,73,62,,34,70,60,73,72,0,0,26,209,12.4,187,29,"PK","08",42,17.6,12.2,0,0,56.3,"N","N","N","N"," "," ",,
"245902001","LYFORD H S","245902","LYFORD CISD","245","WILLACY","01","REGION 01: EDINBURG","B","B","B","F","B","C",439,439,"S","09 - 12",62.9,"N","N","N","N","N"," ","N","N",37,64,95,96,99.1,95,56,57,80,,58,77,83,80,81,0,1,29,487,6,276,47,"09","12",43,9.8,10.7,0,0.2,100,"N","N","N","N"," "," ",,
"245902041","LYFORD MIDDLE","245902","LYFORD CISD","245","WILLACY","01","REGION 01: EDINBURG","F","F","F","F","F","C",299,299,"M","06 - 08",73.2,"N","N","N","N","N"," ","N","N",30,58,,,,,51,57,58,,36,71,58,58,59,0,0,30,318,9.4,219,38,"06","08",25,8.4,12.7,0,0,100,"N","N","N","N"," "," ",,
"245902106","LYFORD EL","245902","LYFORD CISD","245","WILLACY","01","REGION 01: EDINBURG","C","F","C","C","F","C",658,283,"E","PK - 05",73.4,"N","N","N","N","N"," ","N","N",33,58,,,,,63,70,58,,39,72,58,70,71,0,0,38,485,7.8,483,102,"PK","05",60,9.1,15.5,0,0,43,"N","N","N","N"," "," ",,
"245903001","RAYMONDVILLE H S","245903","RAYMONDVILLE ISD","245","WILLACY","01","REGION 01: EDINBURG","A","B","B","F","B","A",522,522,"S","09 - 12",86.2,"N","N","N","N","N"," ","N","N",50,77,96,97,97.9,85,48,53,89,,79,92,87,89,90,0,522,71,523,13.6,450,79,"09","12",32,6.1,15.1,0,100,100,"N","N","N","N"," "," ",,
"245903004","RAYMONDVILLE OPTIONS ACADEMIC ACADEMY","245903","RAYMONDVILLE ISD","245","WILLACY","01","REGION 01: EDINBURG","A","A","A","Not Rated","A","Not Rated",49,49,"S","07 - 12",93.9,"N","N","N","Y","N"," ","N","N",45,91,100,100,100,100,,,91,63,,,96,91,96,0,0,58,58,100,46,7,"07","12",5,10.2,14.3,0,0,100,"N","N","N","Y"," ","DROPOUT RECOVERY SCHOOL",,
"245903041","MYRA GREEN MIDDLE","245903","RAYMONDVILLE ISD","245","WILLACY","01","REGION 01: EDINBURG","A","B","A","B","A","A",399,399,"M","06 - 08",89.5,"N","N","N","N","N"," ","N","N",53,84,,,,,71,82,91,,78,92,84,91,91,0,0,65,426,15.3,357,88,"06","08",30,7.5,22.1,0,0,100,"N","N","N","N"," "," ",,
"245903102","PITTMAN EL","245903","RAYMONDVILLE ISD","245","WILLACY","01","REGION 01: EDINBURG","A","A","A","A","A","A",561,242,"E","PK - 05",75.2,"N","N","N","N","N"," ","N","N",64,91,,,,,86,93,92,,81,93,91,93,93,0,0,37,443,8.4,422,120,"PK","05",22,3.9,21.4,0,0,43.1,"N","N","N","N"," "," ",,
"245903105","SMITH EL","245903","RAYMONDVILLE ISD","245","WILLACY","01","REGION 01: EDINBURG","A","B","A","A","A","A",431,180,"E","PK - 05",98.8,"N","N","N","N","N"," ","N","N",58,88,,,,,82,91,91,,78,92,88,91,91,0,0,35,332,10.5,426,69,"PK","05",40,9.3,16,0,0,41.8,"N","N","N","N"," "," ",,
"245904002","SAN PERLITA H S","245904","SAN PERLITA ISD","245","WILLACY","01","REGION 01: EDINBURG","D","C","C","F","C","F",67,67,"S","09 - 12",79.1,"N","N","N","N","N"," ","N","N",41,70,57,65,100,100,41,49,72,,28,53,74,72,68,0,0,6,71,8.5,53,8,"09","12",7,10.4,11.9,0,0,100,"N","N","N","N"," "," ",,
"245904041","SAN PERLITA MIDDLE","245904","SAN PERLITA ISD","245","WILLACY","01","REGION 01: EDINBURG","F","F","D","F","D","F",40,40,"M","06 - 08",85,"N","N","N","N","N"," ","N","N",31,59,,,,,41,52,66,,13,55,59,66,59,0,0,8,53,15.1,34,8,"06","08",4,10,20,0,0,100,"N","N","N","N"," "," ",,
"245904101","SAN PERLITA EL","245904","SAN PERLITA ISD","245","WILLACY","01","REGION 01: EDINBURG","A","B","A","A","A","A",80,28,"E","PK - 05",88.8,"N","N","N","N","N"," ","N","N",55,83,,,,,81,91,90,,75,90,83,91,91,0,0,9,66,13.6,71,14,"PK","05",10,12.5,17.5,0,0,35,"N","N","N","N"," "," ",,
"246801001","MERIDIAN WORLD SCHOOL LLC","246801","MERIDIAN WORLD SCHOOL LLC","246","WILLIAMSON","13","REGION 13: AUSTIN","A","A","B","B","B","A",1745,1323,"B","KG - 12",7.9,"N","N","N","N","N"," ","N","N",73,93,96,97,100,100,82,87,87,,95,98,96,87,97,0,0,85,1641,5.2,138,148,"KG","12",271,15.5,8.5,0,0,75.8,"Y","N","N","N"," "," ",,
"246802001","GOODWATER MONTESSORI SCHOOL","246802","GOODWATER MONTESSORI SCHOOL","246","WILLIAMSON","13","REGION 13: AUSTIN","C","D","C","C","F","C",323,109,"E","PK - 05",36.2,"N","N","N","N","N"," ","N","N",36,62,,,,,66,74,52,,40,72,62,74,73,0,0,76,319,23.8,117,53,"PK","05",26,8,16.4,0,0,33.7,"Y","N","N","N"," "," ",,
"246902001","FLORENCE H S","246902","FLORENCE ISD","246","WILLIAMSON","13","REGION 13: AUSTIN","B","C","C","C","C","A",357,357,"S","09 - 12",47.1,"N","N","N","N","N"," ","N","N",49,77,79,81,95.8,75,72,77,79,,74,90,78,79,82,0,0,57,404,14.1,168,42,"09","12",101,28.3,11.8,0,0,100,"N","N","N","N"," "," ",,
"246902041","FLORENCE MIDDLE","246902","FLORENCE ISD","246","WILLIAMSON","13","REGION 13: AUSTIN","C","C","C","C","D","C",262,262,"M","06 - 08",56.9,"N","N","N","N","N"," ","N","N",39,71,,,,,65,76,66,,36,71,71,76,75,0,0,20,262,7.6,149,43,"06","08",100,38.2,16.4,0,0,100,"N","N","N","N"," "," ",,
"246902101","FLORENCE EL","246902","FLORENCE ISD","246","WILLIAMSON","13","REGION 13: AUSTIN","B","C","B","B","C","B",522,244,"E","PK - 05",62.6,"N","N","N","N","N"," ","N","N",43,72,,,,,78,88,70,,64,83,72,88,87,0,0,47,433,10.9,327,78,"PK","05",206,39.5,14.9,0,0,46.7,"N","N","N","N"," "," ",,
"246904001","GEORGETOWN H S","246904","GEORGETOWN ISD","246","WILLIAMSON","13","REGION 13: AUSTIN","B","B","C","C","C","B",2058,2058,"S","09 - 12",24,"N","N","N","N","N"," ","N","N",56,85,88,90,99.8,95,72,77,79,,62,80,89,79,86,0,0,195,2118,9.2,493,271,"09","12",202,9.8,13.2,0,0,100,"N","N","N","N"," "," ",,
"246904002","CHIP RICHARTE H S","246904","GEORGETOWN ISD","246","WILLIAMSON","13","REGION 13: AUSTIN","B","B","B","Not Rated","B","D",92,92,"S","10 - 12",34.8,"N","N","N","Y","N"," ","N","N",49,92,40,83,97.8,85,,,85,51,17,68,87,85,81,0,0,92,136,67.6,32,13,"10","12",15,16.3,14.1,0,0,100,"N","N","N","Y"," ","DROPOUT RECOVERY SCHOOL",,
"246904003","GEORGETOWN ALTER PROG","246904","GEORGETOWN ISD","246","WILLIAMSON","13","REGION 13: AUSTIN","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",28,28,"B","06 - 12",46.4,"Y","N","N","N","N"," ","N","N",,,,,,,,,,,,,,,,0,0,283,283,100,13,9,"06","12",5,17.9,32.1,0,0,100,"N","N","N","N"," "," ",,
"246904004","EAST VIEW H S","246904","GEORGETOWN ISD","246","WILLIAMSON","13","REGION 13: AUSTIN","C","C","C","C","C","C",2202,2202,"S","09 - 12",37.8,"N","N","N","N","N"," ","N","N",44,72,77,79,96.4,80,69,72,72,,52,73,76,72,75,0,0,312,2308,13.5,833,305,"09","12",446,20.3,13.9,0,0,100,"N","N","N","N"," "," ",,
"246904040","DOUGLAS BENOLD MIDDLE","246904","GEORGETOWN ISD","246","WILLIAMSON","13","REGION 13: AUSTIN","B","B","B","B","D","B",720,720,"M","06 - 08",21.3,"N","N","N","N","N"," ","N","N",57,87,,,,,74,85,66,,64,85,87,85,86,0,0,71,711,10,153,122,"06","08",54,7.5,16.9,0,0,100,"N","N","N","N"," "," ",,
"246904041","JAMES TIPPIT MIDDLE","246904","GEORGETOWN ISD","246","WILLIAMSON","13","REGION 13: AUSTIN","C","C","C","C","D","C",727,727,"M","06 - 08",43.2,"N","N","N","N","N"," ","N","N",44,75,,,,,66,78,63,,54,78,75,78,78,0,0,98,686,14.3,314,137,"06","08",154,21.2,18.8,0,0,100,"N","N","N","N"," "," ",,
"246904042","CHARLES A FORBES MIDDLE","246904","GEORGETOWN ISD","246","WILLIAMSON","13","REGION 13: AUSTIN","C","C","C","C","D","C",802,802,"M","06 - 08",46,"N","N","N","N","N"," ","N","N",42,74,,,,,63,73,60,,41,73,74,73,74,0,0,105,721,14.6,369,193,"06","08",182,22.7,24.1,0,0,100,"N","N","N","N"," "," ",,
