CAMPUS,CAMPNAME,DISTRICT,DISTNAME,COUNTY,CNTYNAME,REGION,REGNNAME,C_RATING,CD1G,CD2G,CD2AG,CD2BG,CD3G,CPETALLC,CPE0312C,GRDTYPE,GRDSPAN,CPETECOP,CFLDAEP,CFLJJ,CFLPAIRD,CFLALTED,CFLRTF,PAIRCAMP,CFLPAIRO,CFLPAIR,CD1A,CD1AS,CD1B,CD1BS,CD1C,CD1CS,CD2A,CD2AS,CD2BS,CD2B,CD3,CD3S,CD1S,CD2S,CDALLS,CPETECHC,CPETPTEC,CPEMALLC,CPEMALLT,CPEMALLP,CPETECOC,CPETSPEC,GRDLOW,GRDHIGH,CPETLEPC,CPETLEPP,CPETSPEP,CPETECHP,CPETPTEP,CPE0312P,CFLCHART,CFLEEK,CFLNEWCAMP,CFLAEC,PAIRNAME,CFLAEATYPE,LAS_SCORE,LAS_WEIGHT
"057916135","AIKIN EL","057916","RICHARDSON ISD","057","DALLAS","10","REGION 10: RICHARDSON","D","F","D","D","F","C",445,182,"E","PK - 05",86.1,"N","N","N","N","N"," ","N","N",29,55,,,,,62,69,56,,44,74,55,69,69,0,0,142,505,28.1,383,58,"PK","05",270,60.7,13,0,0,40.9,"N","N","N","N"," "," ",,
"057916137","RISD ACAD","057916","RICHARDSON ISD","057","DALLAS","10","REGION 10: RICHARDSON","F","F","F","F","F","D",731,417,"E","PK - 06",96.2,"N","N","N","N","N"," ","N","N",18,45,,,,,51,57,47,,25,66,45,57,59,0,0,194,756,25.7,703,111,"PK","06",627,85.8,15.2,0,0,57,"N","N","N","N"," "," ",,
"057916142","MATH/SCIENCE/TECH MAGNET","057916","RICHARDSON ISD","057","DALLAS","10","REGION 10: RICHARDSON","A","A","A","A","A","A",667,387,"E","PK - 06",45,"N","N","N","N","N"," ","N","N",73,93,,,,,83,92,92,,85,94,93,92,93,0,0,47,574,8.2,300,107,"PK","06",166,24.9,16,0,0,58,"N","N","N","N"," "," ",,
"057916143","FOREST LANE ACADEMY","057916","RICHARDSON ISD","057","DALLAS","10","REGION 10: RICHARDSON","D","F","D","D","D","D",623,287,"E","PK - 05",95.2,"N","N","N","N","N"," ","N","N",34,59,,,,,61,68,66,,32,69,59,68,68,0,0,223,554,40.3,593,83,"PK","05",199,31.9,13.3,0,0,46.1,"N","N","N","N"," "," ",,
"057916144","AUDELIA CREEK EL","057916","RICHARDSON ISD","057","DALLAS","10","REGION 10: RICHARDSON","F","F","F","F","F","D",729,410,"E","PK - 06",82.3,"N","N","N","N","N"," ","N","N",23,50,,,,,51,57,50,,23,65,50,57,59,0,0,206,582,35.4,600,85,"PK","06",446,61.2,11.7,0,0,56.2,"N","N","N","N"," "," ",,
"057916145","CAROLYN G BUKHAIR EL","057916","RICHARDSON ISD","057","DALLAS","10","REGION 10: RICHARDSON","B","D","B","B","C","C",694,360,"E","EE - 06",92.8,"N","N","N","N","N"," ","Y","N",38,65,,,,,74,83,72,,54,77,65,83,81,0,0,184,633,29.1,644,91,"EE","06",615,88.6,13.1,0,0,51.9,"N","N","N","N"," "," ",,
"057919001","SUNNYVALE H S","057919","SUNNYVALE ISD","057","DALLAS","10","REGION 10: RICHARDSON","A","A","B","F","B","A",738,738,"S","09 - 12",13.7,"N","N","N","N","N"," ","N","N",71,93,97,98,100,100,60,59,89,,87,95,96,89,96,0,0,26,747,3.5,101,65,"09","12",37,5,8.8,0,0,100,"N","N","N","N"," "," ",,
"057919041","SUNNYVALE MIDDLE","057919","SUNNYVALE ISD","057","DALLAS","10","REGION 10: RICHARDSON","A","A","A","A","B","A",556,556,"M","06 - 08",16.5,"N","N","N","N","N"," ","N","N",71,93,,,,,82,91,83,,71,90,93,91,92,0,0,22,565,3.9,92,99,"06","08",52,9.4,17.8,0,0,100,"N","N","N","N"," "," ",,
"057919101","SUNNYVALE EL","057919","SUNNYVALE ISD","057","DALLAS","10","REGION 10: RICHARDSON","A","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",498,0,"E","EE - 02",22.9,"N","N","N","N","N","057919201","N","Y",,,,,,,,,,,,,,,90,0,0,13,306,4.2,114,81,"EE","02",90,18.1,16.3,0,0,0,"N","N","N","N","SUNNYVALE INT"," ",,
"057919201","SUNNYVALE INT","057919","SUNNYVALE ISD","057","DALLAS","10","REGION 10: RICHARDSON","A","A","A","A","C","B",509,509,"E","03 - 05",21.8,"N","N","N","N","N"," ","Y","N",65,91,,,,,80,90,79,,71,88,91,90,90,0,0,22,521,4.2,111,92,"03","05",57,11.2,18.1,0,0,100,"N","N","N","N"," "," ",,
"057922001","COPPELL H S","057922","COPPELL ISD","057","DALLAS","10","REGION 10: RICHARDSON","A","A","B","C","B","A",4066,4066,"S","09 - 12",9.2,"N","N","N","N","N"," ","N","N",75,94,86,88,99.4,95,69,72,83,,82,93,92,83,92,0,0,218,4110,5.3,374,287,"09","12",283,7,7.1,0,0,100,"N","N","N","N"," "," ",,
"057922003","NEW TECH H S AT COPPELL","057922","COPPELL ISD","057","DALLAS","10","REGION 10: RICHARDSON","A","A","B","C","B","A",321,321,"S","09 - 12",8.1,"N","N","N","N","N"," ","N","N",79,95,91,93,100,100,71,75,89,,89,96,95,89,95,0,0,21,372,5.6,26,39,"09","12",6,1.9,12.1,0,0,100,"N","N","N","N"," "," ",,
"057922042","COPPELL MIDDLE EAST","057922","COPPELL ISD","057","DALLAS","10","REGION 10: RICHARDSON","A","A","A","A","B","A",1120,1120,"M","06 - 08",8.2,"N","N","N","N","N"," ","N","N",80,95,,,,,90,95,87,,86,95,95,95,95,0,0,60,1132,5.3,92,149,"06","08",98,8.8,13.3,0,0,100,"N","N","N","N"," "," ",,
"057922043","COPPELL MIDDLE WEST","057922","COPPELL ISD","057","DALLAS","10","REGION 10: RICHARDSON","A","A","A","A","A","A",1230,1230,"M","06 - 08",6.7,"N","N","N","N","N"," ","N","N",84,96,,,,,90,95,90,,84,94,96,95,95,0,0,123,1308,9.4,82,94,"06","08",203,16.5,7.6,0,0,100,"N","N","N","N"," "," ",,
"057922044","COPPELL MIDDLE NORTH","057922","COPPELL ISD","057","DALLAS","10","REGION 10: RICHARDSON","A","A","B","B","B","A",1006,1006,"M","06 - 08",13.3,"N","N","N","N","N"," ","N","N",72,93,,,,,79,89,82,,78,92,93,89,93,0,0,35,1012,3.5,134,135,"06","08",118,11.7,13.4,0,0,100,"N","N","N","N"," "," ",,
"057922101","PINKERTON EL","057922","COPPELL ISD","057","DALLAS","10","REGION 10: RICHARDSON","A","A","A","A","C","B",366,181,"E","KG - 05",7.1,"N","N","N","N","N"," ","N","N",69,92,,,,,81,91,74,,72,88,92,91,91,0,0,17,317,5.4,26,76,"KG","05",40,10.9,20.8,0,0,49.5,"N","N","N","N"," "," ",,
"057922103","AUSTIN EL","057922","COPPELL ISD","057","DALLAS","10","REGION 10: RICHARDSON","B","A","A","A","D","B",540,248,"E","EE - 05",11.9,"N","N","N","N","N"," ","N","N",61,90,,,,,82,91,62,,65,83,90,91,89,0,0,27,392,6.9,64,95,"EE","05",161,29.8,17.6,0,0,45.9,"N","N","N","N"," "," ",,
"057922105","MOCKINGBIRD EL","057922","COPPELL ISD","057","DALLAS","10","REGION 10: RICHARDSON","A","A","A","A","D","A",439,261,"E","KG - 05",8.7,"N","N","N","N","N"," ","N","N",65,91,,,,,83,92,67,,78,92,91,92,92,0,0,17,423,4,38,99,"KG","05",80,18.2,22.6,0,0,59.5,"N","N","N","N"," "," ",,
"057922106","WILSON EL","057922","COPPELL ISD","057","DALLAS","10","REGION 10: RICHARDSON","B","B","B","B","C","B",476,232,"E","EE - 05",25.2,"N","N","N","N","N"," ","N","N",57,86,,,,,75,85,70,,69,86,86,85,86,0,0,15,372,4,120,105,"EE","05",182,38.2,22.1,0,0,48.7,"N","N","N","N"," "," ",,
"057922107","LAKESIDE EL","057922","COPPELL ISD","057","DALLAS","10","REGION 10: RICHARDSON","A","A","A","A","C","A",409,206,"E","EE - 05",5.6,"N","N","N","N","N"," ","N","N",73,93,,,,,84,92,78,,77,91,93,92,92,0,0,19,343,5.5,23,60,"EE","05",136,33.3,14.7,0,0,50.4,"N","N","N","N"," "," ",,
"057922108","TOWN CENTER EL","057922","COPPELL ISD","057","DALLAS","10","REGION 10: RICHARDSON","A","A","A","A","C","A",401,227,"E","KG - 05",13.2,"N","N","N","N","N"," ","N","N",69,92,,,,,83,92,79,,77,91,92,92,92,0,0,39,427,9.1,53,79,"KG","05",98,24.4,19.7,0,0,56.6,"N","N","N","N"," "," ",,
"057922109","COTTONWOOD CREEK EL","057922","COPPELL ISD","057","DALLAS","10","REGION 10: RICHARDSON","A","A","A","A","D","A",408,207,"E","KG - 05",11,"N","N","N","N","N"," ","N","N",63,91,,,,,85,93,66,,77,91,91,93,92,0,0,31,362,8.6,45,75,"KG","05",107,26.2,18.4,0,0,50.7,"N","N","N","N"," "," ",,
"057922110","VALLEY RANCH EL","057922","COPPELL ISD","057","DALLAS","10","REGION 10: RICHARDSON","A","A","A","A","B","A",577,308,"E","KG - 05",5,"N","N","N","N","N"," ","N","N",80,95,,,,,93,97,85,,89,96,95,97,97,0,0,105,520,20.2,29,59,"KG","05",303,52.5,10.2,0,0,53.4,"N","N","N","N"," "," ",,
"057922111","DENTON CREEK EL","057922","COPPELL ISD","057","DALLAS","10","REGION 10: RICHARDSON","A","A","A","A","D","A",496,243,"E","EE - 05",12.3,"N","N","N","N","N"," ","N","N",63,91,,,,,80,90,69,,76,91,91,90,91,0,0,26,404,6.4,61,92,"EE","05",185,37.3,18.5,0,0,49,"N","N","N","N"," "," ",,
"057922112","RICHARD J LEE EL","057922","COPPELL ISD","057","DALLAS","10","REGION 10: RICHARDSON","A","A","A","A","B","A",663,380,"E","KG - 05",3.8,"N","N","N","N","N"," ","N","N",80,95,,,,,92,96,85,,84,94,95,96,95,0,0,127,708,17.9,25,52,"KG","05",305,46,7.8,0,0,57.3,"N","N","N","N"," "," ",,
"057922113","CANYON RANCH EL","057922","COPPELL ISD","057","DALLAS","10","REGION 10: RICHARDSON","A","A","A","A","B","A",704,404,"E","EE - 05",8.2,"N","N","N","N","N"," ","N","N",80,95,,,,,90,95,86,,89,96,95,95,95,0,0,73,675,10.8,58,82,"EE","05",295,41.9,11.6,0,0,57.4,"N","N","N","N"," "," ",,
"058902001","DAWSON SCHOOL","058902","DAWSON ISD","058","DAWSON","17","REGION 17: LUBBOCK","B","B","B","F","B","C",140,101,"B","PK - 12",65,"N","N","N","N","N"," ","N","N",34,59,100,100,100,100,60,59,81,,60,78,84,81,82,0,0,29,134,21.6,91,15,"PK","12",15,10.7,10.7,0,0,72.1,"N","N","N","N"," "," ",,
"058905001","KLONDIKE ISD","058905","KLONDIKE ISD","058","DAWSON","17","REGION 17: LUBBOCK","A","A","B","B","B","A",261,192,"B","PK - 12",21.5,"N","N","N","N","N"," ","N","N",66,92,83,85,100,100,76,82,82,,83,93,91,82,92,0,0,11,220,5,56,23,"PK","12",15,5.7,8.8,0,0,73.6,"N","N","N","N"," "," ",,
"058906001","LAMESA SCHOOLS","058906","LAMESA ISD","058","DAWSON","17","REGION 17: LUBBOCK","C","C","C","F","C","D",1475,1097,"B","EE - 12",77.9,"N","N","N","N","N"," ","N","N",31,56,77,79,99.1,95,52,55,71,,45,67,73,71,71,0,0,213,1454,14.6,1149,267,"EE","12",76,5.2,18.1,0,0,74.4,"N","N","N","N"," "," ",,
"058909001","SANDS CISD","058909","SANDS CISD","058","DAWSON","17","REGION 17: LUBBOCK","B","B","B","D","B","A",229,169,"B","PK - 12",58.5,"N","N","N","N","N"," ","N","N",53,80,87,89,100,100,67,69,88,,80,92,88,88,89,0,0,21,231,9.1,134,35,"PK","12",27,11.8,15.3,0,0,73.8,"N","N","N","N"," "," ",,
"059901001","HEREFORD H S","059901","HEREFORD ISD","059","DEAF SMITH","16","REGION 16: AMARILLO","D","D","D","F","D","F",1181,1181,"S","09 - 12",73.7,"N","N","N","N","N"," ","N","N",37,64,53,62,97.4,85,57,57,67,,23,49,67,67,62,0,0,163,1205,13.5,870,125,"09","12",272,23,10.6,0,0,100,"N","N","N","N"," "," ",,
"059901042","HEREFORD J H","059901","HEREFORD ISD","059","DEAF SMITH","16","REGION 16: AMARILLO","D","D","C","F","C","D",534,534,"M","06 - 07",78.8,"N","N","N","N","N"," ","N","N",34,64,,,,,48,56,70,,26,65,64,70,69,0,0,57,599,9.5,421,80,"06","07",176,33,15,0,0,100,"N","N","N","N"," "," ",,
"059901043","HEREFORD PREPARATORY ACADEMY","059901","HEREFORD ISD","059","DEAF SMITH","16","REGION 16: AMARILLO","A","D","A","A","C","B",322,322,"M","08 - 08",80.1,"N","N","N","N","N"," ","N","N",37,69,,,,,80,90,77,,70,89,69,90,90,0,0,35,313,11.2,258,42,"08","08",105,32.6,13,0,0,100,"N","N","N","N"," "," ",,
"059901101","AIKMAN EL","059901","HEREFORD ISD","059","DEAF SMITH","16","REGION 16: AMARILLO","A","B","A","B","A","A",463,213,"E","KG - 05",84.2,"N","N","N","N","N"," ","Y","N",58,88,,,,,77,87,91,,78,92,88,91,91,0,0,35,377,9.3,390,73,"KG","05",125,27,15.8,0,0,46,"N","N","N","N"," "," ",,
"059901102","BLUEBONNET EL","059901","HEREFORD ISD","059","DEAF SMITH","16","REGION 16: AMARILLO","B","C","B","B","B","A",366,191,"E","KG - 05",87.4,"N","N","N","N","N"," ","N","N",48,76,,,,,74,83,84,,78,92,76,84,86,0,0,38,348,10.9,320,54,"KG","05",150,41,14.8,0,0,52.2,"N","N","N","N"," "," ",,
"059901103","WEST CENTRAL EL","059901","HEREFORD ISD","059","DEAF SMITH","16","REGION 16: AMARILLO","C","D","C","C","D","C",330,177,"E","KG - 05",81.5,"N","N","N","N","N"," ","N","N",37,64,,,,,63,70,69,,33,70,64,70,70,0,0,40,300,13.3,269,50,"KG","05",123,37.3,15.2,0,0,53.6,"N","N","N","N"," "," ",,
"059901104","NORTHWEST EL","059901","HEREFORD ISD","059","DEAF SMITH","16","REGION 16: AMARILLO","F","F","F","F","F","F",479,240,"E","KG - 05",79.3,"N","N","N","N","N"," ","N","N",27,53,,,,,52,57,54,,10,56,53,57,57,0,0,47,438,10.7,380,81,"KG","05",196,40.9,16.9,0,0,50.1,"N","N","N","N"," "," ",,
"059901107","TIERRA BLANCA EARLY CHILDHOOD CENTER","059901","HEREFORD ISD","059","DEAF SMITH","16","REGION 16: AMARILLO","A","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",276,0,"E","EE - PK",98.2,"N","N","N","N","N","059901101","N","Y",,,,,,,,,,,,,,,91,0,0,,,,271,61,"EE","PK",84,30.4,22.1,0,0,0,"N","Y","N","N","AIKMAN EL"," ",,
"059902101","WALCOTT EL","059902","WALCOTT ISD","059","DEAF SMITH","16","REGION 16: AMARILLO","A","B","A","A","B","A",146,74,"E","PK - 06",54.1,"N","N","N","N","N"," ","N","N",57,86,,,,,81,91,85,,76,91,86,91,91,0,0,4,115,3.5,79,38,"PK","06",11,7.5,26,0,0,50.7,"N","N","N","N"," "," ",,
"060902001","COOPER H S","060902","COOPER ISD","060","DELTA","08","REGION 08: MT PLEASANT","A","A","A","B","A","B",224,224,"S","09 - 12",57.6,"N","N","N","N","N"," ","N","N",51,78,100,100,100,100,75,81,92,,68,85,91,92,90,0,0,33,240,13.8,129,33,"09","12",6,2.7,14.7,0,0,100,"N","N","N","N"," "," ",,
"060902041","COOPER J H","060902","COOPER ISD","060","DELTA","08","REGION 08: MT PLEASANT","B","B","B","B","B","A",189,189,"M","06 - 08",59.8,"N","N","N","N","N"," ","N","N",50,81,,,,,79,89,85,,72,90,81,89,89,0,0,27,200,13.5,113,41,"06","08",9,4.8,21.7,0,0,100,"N","N","N","N"," "," ",,
"060902101","COOPER EL","060902","COOPER ISD","060","DELTA","08","REGION 08: MT PLEASANT","C","C","C","C","C","C",489,214,"E","PK - 05",76.7,"N","N","N","N","N"," ","N","N",41,70,,,,,65,73,74,,37,71,70,74,73,0,0,48,380,12.6,375,102,"PK","05",29,5.9,20.9,0,0,43.8,"N","N","N","N"," "," ",,
"060914001","FANNINDEL H S","060914","FANNINDEL ISD","060","DELTA","08","REGION 08: MT PLEASANT","C","C","C","F","C","D",50,50,"S","07 - 12",78,"N","N","N","N","N"," ","N","N",25,51,91,93,100,100,42,50,73,,38,61,78,73,73,0,0,26,74,35.1,39,14,"07","12",5,10,28,0,0,100,"N","N","N","N"," "," ",,
"060914102","FANNINDEL EL","060914","FANNINDEL ISD","060","DELTA","08","REGION 08: MT PLEASANT","F","F","F","F","F","D",91,39,"E","EE - 06",81.3,"N","N","N","N","N"," ","N","N",20,47,,,,,54,58,48,,24,65,47,58,59,0,0,22,73,30.1,74,21,"EE","06",10,11,23.1,0,0,42.9,"N","N","N","N"," "," ",,
"061802003","NORTH TEXAS COLLEGIATE ACADEMY-SOUTH CAMPUS","061802","NORTH TEXAS COLLEGIATE ACADEMY","061","DENTON","11","REGION 11: FORT WORTH","B","D","B","B","C","B",259,146,"E","PK - 08",95.4,"N","N","N","N","N"," ","N","N",39,67,,,,,77,87,75,,62,81,67,87,85,0,0,27,222,12.2,247,18,"PK","08",211,81.5,6.9,0,0,56.4,"Y","N","N","N"," "," ",,
"061802004","NORTH TEXAS COLLEGIATE ACADEMY-NORTH CAMPUS","061802","NORTH TEXAS COLLEGIATE ACADEMY","061","DENTON","11","REGION 11: FORT WORTH","B","C","B","B","B","B",237,111,"E","PK - 08",81.4,"N","N","N","N","N"," ","N","N",49,77,,,,,75,85,85,,71,88,77,85,86,0,0,49,180,27.2,193,25,"PK","08",14,5.9,10.5,0,0,46.8,"Y","N","N","N"," "," ",,
"061802005","NORTH TEXAS COLLEGIATE ACADEMY-EAST CAMPUS","061802","NORTH TEXAS COLLEGIATE ACADEMY","061","DENTON","11","REGION 11: FORT WORTH","C","C","C","C","D","C",313,142,"E","PK - 08",64.5,"N","N","N","N","N"," ","N","N",41,70,,,,,64,71,69,,53,77,70,71,73,0,0,81,253,32,202,23,"PK","08",118,37.7,7.3,0,0,45.4,"Y","N","N","N"," "," ",,
"061804001","LEADERSHIP PREP SCHOOL","061804","LEADERSHIP PREP SCHOOL","061","DENTON","10","REGION 10: RICHARDSON","B","A","B","B","F","C",500,200,"E","KG - 04",3.2,"N","N","N","N","N"," ","N","N",62,91,,,,,80,89,58,,57,78,91,89,87,0,0,58,434,13.4,16,55,"KG","04",120,24,11,0,0,40,"Y","N","N","N"," "," ",,
"061804002","LEADERSHIP PREP SCHOOL SECONDARY","061804","LEADERSHIP PREP SCHOOL","061","DENTON","10","REGION 10: RICHARDSON","C","C","D","D","F","D",890,890,"B","05 - 12",2,"N","N","N","N","N"," ","N","N",55,83,55,63,98.8,90,67,69,54,,43,65,76,69,73,0,0,122,955,12.8,18,102,"05","12",59,6.6,11.5,0,0,100,"Y","N","N","N"," "," ",,
"061805001","TRIVIUM ACADEMY","061805","TRIVIUM ACADEMY","061","DENTON","11","REGION 11: FORT WORTH","B","B","B","B","D","A",629,452,"B","KG - 12",3.5,"N","N","N","N","N"," ","N","N",64,91,71,75,100,100,79,85,62,,78,92,86,85,88,0,0,68,629,10.8,22,74,"KG","12",64,10.2,11.8,0,0,71.9,"Y","N","N","N"," "," ",,
"061806001","TEXASWORKS - ABILENE","061806","TEXAS WORKS","061","DENTON","11","REGION 11: FORT WORTH","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",36,36,"S","09 - 12",27.8,"N","N","N","Y","N"," ","N","N",,,,,,,,,,,,,,,,0,0,,,,10,1,"09","12",0,0,2.8,0,0,100,"Y","N","Y","Y"," ","DROPOUT RECOVERY SCHOOL",,
"061806002","TEXASWORKS - AUSTIN-WELLS BRANCH","061806","TEXAS WORKS","061","DENTON","11","REGION 11: FORT WORTH","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",24,24,"S","09 - 12",66.7,"N","N","N","Y","N"," ","N","N",,,,,,,,,,,,,,,,0,0,,,,16,0,"09","12",0,0,0,0,0,100,"Y","N","Y","Y"," ","DROPOUT RECOVERY SCHOOL",,
"061806003","TEXASWORKS - BROWNSVILLE","061806","TEXAS WORKS","061","DENTON","11","REGION 11: FORT WORTH","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",16,16,"S","09 - 12",93.8,"N","N","N","Y","N"," ","N","N",,,,,,,,,,,,,,,,0,0,,,,15,0,"09","12",0,0,0,0,0,100,"Y","N","Y","Y"," ","DROPOUT RECOVERY SCHOOL",,
"061806004","TEXASWORKS - CORPUS CHRISTI","061806","TEXAS WORKS","061","DENTON","11","REGION 11: FORT WORTH","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",14,14,"S","09 - 12",0,"N","N","N","Y","N"," ","N","N",,,,,,,,,,,,,,,,0,0,,,,0,0,"09","12",0,0,0,0,0,100,"Y","N","Y","Y"," ","DROPOUT RECOVERY SCHOOL",,
"061806005","TEXASWORKS - EDINBURG-CTE","061806","TEXAS WORKS","061","DENTON","11","REGION 11: FORT WORTH","C","C","D","Not Rated","D","Not Rated",47,47,"S","09 - 12",87.2,"N","N","N","Y","N"," ","N","N",20,70,,,,,,,68,33,,,70,68,70,0,0,,,,41,3,"09","12",8,17,6.4,0,0,100,"Y","N","Y","Y"," ","DROPOUT RECOVERY SCHOOL",,
"061806006","TEXASWORKS - EL PASO-MESA","061806","TEXAS WORKS","061","DENTON","11","REGION 11: FORT WORTH","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",10,10,"S","09 - 12",0,"N","N","N","Y","N"," ","N","N",,,,,,,,,,,,,,,,0,0,,,,0,0,"09","12",1,10,0,0,0,100,"Y","N","Y","Y"," ","DROPOUT RECOVERY SCHOOL",,
"061806007","TEXASWORKS - GRANBURY","061806","TEXAS WORKS","061","DENTON","11","REGION 11: FORT WORTH","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",6,6,"S","10 - 12",0,"N","N","N","Y","N"," ","N","N",,,,,,,,,,,,,,,,0,0,,,,0,0,"10","12",0,0,0,0,0,100,"Y","N","Y","Y"," ","DROPOUT RECOVERY SCHOOL",,
"061806008","TEXASWORKS - HOUSTON-GALLERY FURNITURE","061806","TEXAS WORKS","061","DENTON","11","REGION 11: FORT WORTH","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",17,17,"S","09 - 12",0,"N","N","N","Y","N"," ","N","N",,,,,,,,,,,,,,,,0,0,,,,0,0,"09","12",0,0,0,0,0,100,"Y","N","Y","Y"," ","DROPOUT RECOVERY SCHOOL",,
"061806009","TEXASWORKS - HOUSTON-HOBBY","061806","TEXAS WORKS","061","DENTON","11","REGION 11: FORT WORTH","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",5,5,"S","09 - 12",0,"N","N","N","Y","N"," ","N","N",,,,,,,,,,,,,,,,0,0,,,,0,0,"09","12",2,40,0,0,0,100,"Y","N","Y","Y"," ","DROPOUT RECOVERY SCHOOL",,
"061806010","TEXASWORKS - LAREDO","061806","TEXAS WORKS","061","DENTON","11","REGION 11: FORT WORTH","F","C","Not Rated","Not Rated","Not Rated","F",57,57,"S","09 - 12",10.5,"N","N","N","Y","N"," ","N","N",20,70,,,,,,,,,0,30,70,,58,0,0,,,,6,0,"09","12",3,5.3,0,0,0,100,"Y","N","Y","Y"," ","DROPOUT RECOVERY SCHOOL",,
"061806011","TEXASWORKS - LUBBOCK-BRIERCROFT","061806","TEXAS WORKS","061","DENTON","11","REGION 11: FORT WORTH","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",19,19,"S","09 - 12",0,"N","N","N","Y","N"," ","N","N",,,,,,,,,,,,,,,,0,0,,,,0,0,"09","12",0,0,0,0,0,100,"Y","N","Y","Y"," ","DROPOUT RECOVERY SCHOOL",,
"061806012","TEXASWORKS - MISSION","061806","TEXAS WORKS","061","DENTON","11","REGION 11: FORT WORTH","A","C","A","Not Rated","A","Not Rated",15,15,"S","09 - 12",100,"N","N","N","Y","N"," ","N","N",27,77,,,,,,,90,60,,,77,90,90,0,0,,,,15,0,"09","12",0,0,0,0,0,100,"Y","N","Y","Y"," ","DROPOUT RECOVERY SCHOOL",,
"061806013","TEXASWORKS - SAN ANGELO","061806","TEXAS WORKS","061","DENTON","11","REGION 11: FORT WORTH","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",39,39,"S","09 - 12",15.4,"N","N","N","Y","N"," ","N","N",,,,,,,,,,,,,,,,0,0,,,,6,0,"09","12",0,0,0,0,0,100,"Y","N","Y","Y"," ","DROPOUT RECOVERY SCHOOL",,
"061806014","TEXASWORKS - SAN ANTONIO-INGRAM","061806","TEXAS WORKS","061","DENTON","11","REGION 11: FORT WORTH","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",12,12,"S","10 - 12",83.3,"N","N","N","Y","N"," ","N","N",,,,,,,,,,,,,,,,0,0,,,,10,0,"10","12",0,0,0,0,0,100,"Y","N","Y","Y"," ","DROPOUT RECOVERY SCHOOL",,
"061806015","TEXASWORKS - SAN JUAN","061806","TEXAS WORKS","061","DENTON","11","REGION 11: FORT WORTH","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",9,9,"S","09 - 12",77.8,"N","N","N","Y","N"," ","N","N",,,,,,,,,,,,,,,,0,0,,,,7,0,"09","12",3,33.3,0,0,0,100,"Y","N","Y","Y"," ","DROPOUT RECOVERY SCHOOL",,
"061806016","TEXASWORKS - TYLER","061806","TEXAS WORKS","061","DENTON","11","REGION 11: FORT WORTH","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",6,6,"S","09 - 12",0,"N","N","N","Y","N"," ","N","N",,,,,,,,,,,,,,,,0,0,,,,0,0,"09","12",0,0,0,0,0,100,"Y","N","Y","Y"," ","DROPOUT RECOVERY SCHOOL",,
"061806017","TEXASWORKS - WESLACO","061806","TEXAS WORKS","061","DENTON","11","REGION 11: FORT WORTH","D","D","Not Rated","Not Rated","Not Rated","Not Rated",29,29,"S","09 - 12",93.1,"N","N","N","Y","N"," ","N","N",19,69,,,,,,,,,,,69,,69,0,0,,,,27,0,"09","12",2,6.9,0,0,0,100,"Y","N","Y","Y"," ","DROPOUT RECOVERY SCHOOL",,
"061806018","TEXASWORKS - DESOTO","061806","TEXAS WORKS","061","DENTON","11","REGION 11: FORT WORTH","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",11,11,"S","10 - 12",0,"N","N","N","Y","N"," ","N","N",,,,,,,,,,,,,,,,0,0,,,,0,0,"10","12",0,0,0,0,0,100,"Y","N","Y","Y"," ","DROPOUT RECOVERY SCHOOL",,
"061806019","TEXASWORKS - FT WORTH-SOUTHSIDE","061806","TEXAS WORKS","061","DENTON","11","REGION 11: FORT WORTH","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",8,8,"S","09 - 12",0,"N","N","N","Y","N"," ","N","N",,,,,,,,,,,,,,,,0,0,,,,0,0,"09","12",0,0,0,0,0,100,"Y","N","Y","Y"," ","DROPOUT RECOVERY SCHOOL",,
"061806020","TEXASWORKS - IRVING","061806","TEXAS WORKS","061","DENTON","11","REGION 11: FORT WORTH","A","A","Not Rated","Not Rated","Not Rated","Not Rated",30,30,"S","09 - 12",6.7,"N","N","N","Y","N"," ","N","N",61,94,,,,,,,,,,,94,,94,0,0,,,,2,0,"09","12",2,6.7,0,0,0,100,"Y","N","Y","Y"," ","DROPOUT RECOVERY SCHOOL",,
